,EAPI FP Equity_DX_SI_QTY,EAPI FP Equity_DX_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EAPI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EAPI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EAPI FP Equity_DX_SI_MV,EAPI FP Equity_DX_DSS,EAPI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY,EAPI FP Equity_DX_BROKER_SI_QTY,EAPI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EAPI FP Equity_DX_BROKER_SI_MV_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EAPI FP Equity_DX_BROKER_SI_MV_INC_x,EAPI FP Equity_DX_SUPPLY_SI_MV_NEW,EAPI FP Equity_DX_BROKER_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_NEW,EAPI FP Equity_DX_SUPPLY_SI_MV_DEC,EAPI FP Equity_DX_BROKER_SI_QTY_INC,EAPI FP Equity_DX_SUPPLY_SI_QTY_DEC,EAPI FP Equity_DX_BROKER_SI_MV_NEW_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EAPI FP Equity_DX_BROKER_SI_MV_INC_y,EAPI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EAPI FP Equity_DX_BROKER_SI_MV_ADD,EAPI FP Equity_DX_SUPPLY_SI_QTY_ADD,EAPI FP Equity_DX_BROKER_SI_QTY_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV,EAPI FP Equity_DX_BROKER_SI_MV_DEC,EAPI FP Equity_DX_SUPPLY_SI_MV_RMV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EAPI FP Equity_DX_UTILIZATION_QUANTITY,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EAPI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EAPI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EAPI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EAPI FP Equity_DX_ACTIVE_UTILIZATION_MV,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EAPI FP Equity_DX_BROKER_SI_CON_RATIO,EAPI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EAPI FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-08-10,2181461.0,35736694.1,4.42,6.99,2.32,34.91,1.0,29019746.46,1863759.0,1771441.0,30532099.94,,,57868.0,0.67,,30804.0,,1.15,46036.0,68196.0,,,0.67,57868.0,0.45,5721.0,22282.0,30.22,0.33,,11.69,11.69,14076575.0,230602451.65,,228.02,11.7,17.37,0.2236,40.33,0.1369
2022-08-11,2057279.0,33027557.07,4.17,6.76,2.19,33.06,1.0,25744788.4,1760744.0,1603637.0,28266984.18,,,617.0,,,,,2.29,,142395.0,,,,617.0,,38763.0,167804.0,28.79,2.69,,11.05,11.05,14178060.0,227614575.24,,232.11,11.03,18.65,0.251,43.85,0.1291
2022-08-12,2075465.0,33448193.94,4.21,6.93,2.21,33.01,1.0,25861651.4,1755358.0,1604719.0,28289349.53,,,21178.0,0.0,,,,0.45,1082.0,26564.0,,,0.0,21178.0,,,,28.26,,,11.01,11.01,14181141.0,228543268.36,,228.33,11.01,18.78,0.2462,43.03,0.1302
2022-08-15,2057544.0,33361018.42,4.17,6.93,2.19,32.91,1.0,25730077.67,1737437.0,1586905.0,28170803.52,,,,,,,,0.29,,17921.0,,,,,,,17814.0,28.1,0.28,,10.9,10.9,14200213.0,230242253.58,,229.51,10.91,19.0,0.2484,43.36,0.1291
2022-08-16,2069178.0,33388256.21,4.2,7.06,2.2,33.18,1.0,25802416.02,1731946.0,1599059.0,27946680.66,,,16967.0,,,17832.0,,0.36,,22458.0,,,,16967.0,0.3,,5678.0,28.1,0.09,,10.87,10.87,14206754.0,229240182.54,,230.41,10.87,18.83,0.2472,43.2,0.1298
2022-08-17,2107898.0,34502074.46,4.28,7.33,2.24,33.95,1.0,26511462.38,1771053.0,1619713.0,28988595.5,,,236095.0,0.89,,,,8.91,44246.0,549437.0,,,0.89,236095.0,,352449.0,23592.0,28.62,0.42,,11.11,11.11,14168889.0,231916375.15,,228.9,11.11,18.37,0.2586,44.91,0.1322
2022-08-18,2160380.0,34708665.08,4.38,7.53,2.3,35.09,1.0,27066309.87,1807370.0,1684695.0,29037206.42,,,703.0,0.69,,30665.0,,0.78,40101.0,48726.0,,,0.69,703.0,0.45,84340.0,5784.0,29.55,0.0,,11.35,11.35,14110997.0,226707277.8,,231.15,11.33,17.9,0.252,44.03,0.1357
2022-08-19,2128012.0,33877951.04,4.32,7.38,2.26,34.04,1.0,26582770.24,1802764.0,1669772.0,28700002.88,,,,,,17832.0,,0.17,,9460.0,,,,,0.3,4854.0,32755.0,28.91,0.57,,11.31,11.31,14130105.0,224951271.6,,227.5,11.28,18.39,0.2572,44.44,0.1336
2022-08-22,2104767.0,33634176.66,4.27,7.32,2.24,33.73,1.0,25885746.32,1769743.0,1619884.0,28280493.14,,,373.0,,,,,0.55,,33394.0,,,,373.0,,,49888.0,28.26,0.79,,11.13,11.13,14125028.0,225717947.44,,225.66,11.13,18.74,0.2592,44.84,0.1324
2022-08-23,2022168.0,31776347.95,4.1,6.95,2.15,32.37,1.0,24575313.17,1687145.0,1563912.0,26511796.53,,,3302.0,,,,,1.38,,85901.0,,,,3302.0,,1.0,55972.0,26.95,0.91,,10.64,10.64,14171751.0,222694895.21,,226.2,10.65,19.21,0.2694,46.21,0.1275
2022-08-24,1967495.0,30685052.02,3.99,6.96,2.09,31.05,1.0,24015017.12,1692981.0,1539819.0,26403731.68,,,26039.0,0.41,,,,1.22,44867.0,68961.0,,,0.41,26039.0,,48758.0,68960.0,26.6,1.12,,10.66,10.66,14184723.0,221224939.91,,222.96,10.66,20.35,0.3081,50.3,0.1239
2022-08-25,1975503.0,30758581.71,4.01,7.13,2.1,31.03,1.0,23917139.28,1707125.0,1536104.0,26579936.25,,,6266.0,0.16,,,,0.38,10570.0,23411.0,,,0.16,6266.0,,31289.0,14285.0,26.63,0.22,,10.78,10.78,14123508.0,219903019.56,,220.41,10.78,20.34,0.3062,50.01,0.1248
2022-08-26,1917623.0,29483453.63,3.89,6.94,2.04,29.95,1.0,23315265.0,1642390.0,1516440.0,25251746.25,,,9068.0,0.14,,,,1.17,9068.0,73803.0,,,0.14,9068.0,,,28732.0,25.51,0.47,,10.39,10.39,14160619.0,217719517.13,,220.43,10.37,20.8,0.3158,50.8,0.1213
2022-08-29,1872319.0,28197124.14,3.8,6.76,1.99,28.75,1.0,21265668.78,1657197.0,1412063.0,24957386.82,,,40057.0,0.13,,,,0.88,9361.0,55338.0,,,0.13,40057.0,,30088.0,113738.0,25.34,1.97,,10.52,10.52,14100271.0,212350081.26,,216.72,10.47,21.29,0.2796,46.49,0.1188
2022-08-30,1862740.0,27605806.8,3.78,6.74,1.98,28.12,1.0,20904173.16,1587942.0,1410538.0,23533300.44,,,228.0,,,,,1.19,,77014.0,,,,228.0,,7531.0,1525.0,23.76,0.31,,10.08,10.08,14160256.0,209854993.92,,212.96,10.04,21.71,0.2803,46.42,0.1183
2022-08-31,1865006.0,29010168.33,3.78,6.38,1.98,28.04,1.0,21902108.87,1590208.0,1408043.0,24735685.44,,,6563.0,,,,,0.21,,14069.0,,,,6563.0,,9772.0,2495.0,23.65,0.04,,10.14,10.14,14093988.0,219231983.34,,209.43,10.15,21.68,0.2762,45.88,0.1189
2022-09-01,1961050.0,31602320.75,3.98,6.62,2.09,30.76,1.0,22971513.51,1596883.0,1425474.0,25733769.55,,,36366.0,,,17832.0,,0.77,,51849.0,,,,36366.0,0.29,22158.0,401.0,24.99,0.0,,10.21,10.21,14041125.0,226272729.38,,219.72,10.21,20.45,0.2691,45.21,0.1254
2022-09-02,1770013.0,29231764.7,3.59,5.85,1.88,27.98,1.0,21771063.9,1495615.0,1318260.0,24700081.73,,,1761.0,,,,,1.59,,103239.0,,,,1761.0,,210.0,107214.0,24.17,1.74,,9.42,9.42,14373486.0,237378121.29,,231.85,9.44,22.78,0.3162,49.73,0.1115
2022-09-05,1743759.0,29556715.05,3.54,5.61,1.85,27.81,1.0,22344507.0,1116912.0,1318260.0,18931658.4,,,17854.0,,,,,6.39,,396557.0,,,,17854.0,,,,18.62,,,6.95,6.95,14954973.0,253486792.35,,248.03,6.98,23.0,0.3216,50.25,0.1085
2022-09-06,1347829.0,22724396.94,2.73,4.21,1.43,22.13,1.0,15226940.4,1123189.0,903140.0,18936966.54,,,18831.0,3.21,,70790.0,,3.63,189609.0,222431.0,,,3.21,18831.0,1.19,209877.0,675519.0,19.05,10.54,,6.96,6.96,15004725.0,252979663.5,,254.29,6.97,17.12,0.1666,29.34,0.0836
2022-09-07,1527730.0,25222822.3,3.1,4.76,1.62,24.75,1.0,17942539.68,1258392.0,1086768.0,20776051.92,,,160037.0,2.57,,74643.0,,0.95,159855.0,55182.0,,,2.57,160037.0,1.19,30348.0,50870.0,21.02,0.88,,7.7,7.7,15075310.0,248893368.1,,253.17,7.67,23.85,0.1658,25.83,0.0935
2022-09-08,1499019.0,25363401.48,3.04,4.67,1.59,24.36,1.0,17107896.6,1214159.0,1011105.0,20543570.28,,,81179.0,1.0,,,,2.31,58745.0,137923.0,,,1.0,81179.0,,12511.0,134408.0,20.02,2.06,,7.39,7.39,15207782.0,257315671.44,,251.28,7.38,17.23,0.1509,26.26,0.0913
2022-09-09,1483202.0,24591489.16,3.01,4.69,1.58,24.28,1.0,16516515.18,1213276.0,996171.0,20116116.08,,,,,,1000.0,,0.02,,883.0,,,,,0.02,,15934.0,20.37,0.27,,7.34,7.34,15322850.0,254052853.0,,258.29,7.31,17.05,0.1542,26.68,0.0897
2022-09-12,1486274.0,24954540.46,3.01,4.84,1.58,24.17,1.0,16387526.91,1194801.0,976029.0,20060708.79,,,6626.0,0.1,,,,0.53,6000.0,31101.0,,,0.1,6626.0,,6000.0,26142.0,19.81,0.42,,7.22,7.22,15356887.0,257842132.73,,254.33,7.23,16.51,0.1505,26.71,0.0898
2022-09-13,1463902.0,25420658.23,2.97,4.88,1.56,24.32,1.0,16560253.81,1172429.0,953657.0,20359229.59,,,,,,,,0.3,,22372.0,,,,,,,22372.0,19.93,0.26,,7.06,7.06,15439781.0,268111797.07,,260.92,7.1,15.3,0.1497,26.92,0.0881
2022-09-14,1527126.0,26174939.64,3.1,5.01,1.62,25.76,1.0,17636871.46,1238832.0,1028989.0,21233580.48,,,11271.0,1.16,,17832.0,,,57500.0,,,,1.16,11271.0,0.33,55132.0,,21.51,,,7.46,7.46,15373987.0,263510137.18,,266.97,7.46,17.22,0.1482,25.37,0.0919
2022-09-15,1532935.0,26190194.48,3.11,5.06,1.63,25.58,1.0,17381373.5,1238504.0,1017347.0,21159840.84,,,2843.0,0.3,,,,0.24,17959.0,13132.0,,,0.3,2843.0,,9961.0,29601.0,21.18,0.56,,7.41,7.41,15467153.0,264256309.01,,265.05,7.4,17.07,0.1487,25.51,0.0918
2022-09-16,1304445.0,22534287.38,2.65,4.28,1.39,21.62,1.0,13731154.68,1027674.0,794857.0,17753068.35,,,3477.0,,,,,3.97,,230618.0,,,,3477.0,,16311.0,222490.0,17.52,3.86,,6.15,6.15,15675571.0,270795489.02,,267.93,6.14,14.08,0.1576,30.39,0.0781
2022-09-19,1329458.0,23504817.44,2.7,4.23,1.41,22.21,1.0,14900102.88,1002778.0,842766.0,17729115.04,,,44961.0,1.21,,,,1.31,72066.0,77015.0,,,1.21,44961.0,,7158.0,24157.0,17.33,0.38,,5.99,5.99,15724432.0,278007957.76,,272.14,5.99,17.07,0.1545,28.78,0.0795
2022-09-20,1335068.0,23363690.0,2.71,4.16,1.42,22.64,1.0,14382567.5,1070645.0,821861.0,18736287.5,,,6800.0,0.63,,,,0.42,35887.0,29965.0,,,0.63,6800.0,,91032.0,56792.0,18.9,0.84,,6.38,6.38,15704221.0,274823867.5,,277.54,6.38,16.81,0.1526,28.37,0.0796
2022-09-21,1461746.0,25785199.44,2.96,4.57,1.55,24.98,1.0,17127910.8,1291403.0,970970.0,22780348.92,,,96041.0,2.52,,7200.0,,0.53,141909.0,30190.0,,,2.52,96041.0,0.13,154907.0,,22.77,,,7.56,7.56,15799839.0,278709159.96,,278.05,7.57,15.03,0.1412,25.76,0.0855
2022-09-22,1478526.0,25726352.4,3.0,4.63,1.57,25.2,1.0,17136894.6,1341577.0,984879.0,23343439.8,,,32134.0,0.52,,17832.0,,0.27,29772.0,14159.0,,,0.52,32134.0,0.33,32199.0,33695.0,23.66,0.63,,7.81,7.81,15838255.0,275585637.0,,279.06,7.82,14.94,0.137,25.61,0.0861
2022-09-23,1415902.0,24707489.9,2.87,4.46,1.51,23.88,1.0,16057786.65,1258143.0,920217.0,21954595.35,,,2199.0,0.47,,,,2.24,32108.0,118986.0,,,0.47,2199.0,,33353.0,96770.0,21.9,1.7,,7.3,7.3,15976859.0,278796189.55,,279.07,7.28,15.63,0.1479,27.4,0.0822
2022-09-26,1283632.0,22129815.68,2.6,4.07,1.37,21.97,1.0,13608342.28,1147376.0,789347.0,19780762.24,,,36911.0,0.8,,,,3.16,47170.0,179340.0,,,0.8,36911.0,,31662.0,178040.0,19.93,2.66,,6.61,6.61,16204088.0,279358477.12,,282.94,6.58,17.8,0.1289,18.41,0.074
2022-09-27,1246822.0,21364294.97,2.53,3.92,1.33,21.4,1.0,13983890.64,1083712.0,816101.0,18569405.12,,,,0.58,,,,1.13,26754.0,63664.0,,,0.58,,,,,18.64,,,6.24,6.24,16297404.0,279256017.54,,281.15,6.22,18.52,0.1351,18.77,0.0717
2022-09-28,1323104.0,22777235.36,2.68,4.18,1.41,22.44,1.0,14992922.23,1128563.0,870922.0,19428212.05,,,65204.0,0.65,,31000.0,,0.57,38316.0,32127.0,,,0.65,65204.0,0.53,11774.0,14495.0,19.27,0.35,,6.49,6.49,16262065.0,279951448.98,,277.94,6.48,16.83,0.1195,17.68,0.0761
2022-09-29,1356591.0,23313016.34,2.75,4.34,1.44,23.13,1.0,15327662.39,1093013.0,891921.0,18783428.41,,,681.0,0.48,,,,1.06,28199.0,62035.0,,,0.48,681.0,,25804.0,7200.0,18.76,0.12,,6.17,6.17,16609911.0,285441320.54,,284.31,6.19,16.6,0.1168,17.1,0.0766
2022-09-30,1379396.0,23504907.84,2.8,4.51,1.47,23.53,1.0,15295172.16,1098611.0,897604.0,18720331.44,,,18526.0,0.29,,,,0.22,17207.0,12928.0,,,0.29,18526.0,,,11524.0,18.96,0.21,,6.23,6.23,16532099.0,281706966.96,,283.36,6.27,15.51,0.1143,16.69,0.0782
2022-10-03,1382786.0,23846144.57,2.8,4.45,1.47,23.56,1.0,15511894.75,1102004.0,899501.0,19004058.98,,,,0.13,,,,0.11,7500.0,5600.0,,,0.13,,,8993.0,5603.0,18.91,0.11,,6.22,6.22,16623980.0,286680535.1,,283.28,6.26,15.37,0.1128,16.67,0.078
2022-10-04,1323013.0,23324719.19,2.68,4.3,1.41,22.58,1.0,15093272.19,1107890.0,856113.0,19532100.7,,,8977.0,0.0,,10796.0,,0.22,166.0,13887.0,,,0.0,8977.0,0.19,10796.0,54350.0,19.12,0.91,,6.21,6.21,16744474.0,295205076.62,,288.46,6.21,16.06,0.1164,17.17,0.0741
2022-10-05,1373906.0,24036485.47,2.79,4.51,1.46,23.84,1.0,13890452.67,1146352.0,793967.0,20055428.24,,,65230.0,0.74,,,,1.8,40933.0,110005.0,,,0.74,65230.0,,83237.0,103079.0,20.21,1.72,,6.38,6.38,16831272.0,294463103.64,,296.93,6.37,16.34,0.122,16.39,0.0764
2022-10-06,1368473.0,23797745.47,2.78,4.46,1.46,23.6,1.0,13647741.56,1154767.0,784804.0,20081398.13,,,58629.0,,,,,1.06,,59986.0,,,,58629.0,,9772.0,9163.0,20.18,0.17,,6.42,6.42,16825476.0,292595027.64,,294.57,6.41,16.68,0.1336,19.72,0.0761
2022-10-07,1307582.0,22791154.26,2.65,4.34,1.39,22.5,1.0,12628801.92,1093979.0,724544.0,19068053.97,,,,0.0,,,,1.08,621.0,61274.0,,,0.0,,,486.0,60881.0,19.04,1.06,,6.07,6.07,16921196.0,294936446.28,,295.3,6.06,17.59,0.1363,20.6,0.0726
2022-10-10,1307457.0,22795512.8,2.65,4.36,1.39,22.6,1.0,12630245.27,1115409.0,724419.0,19447155.92,,,22175.0,,,486.0,,0.02,,1231.0,,,,22175.0,0.01,486.0,611.0,19.46,0.01,,6.17,6.17,16977140.0,295996435.9,,296.62,6.16,17.74,0.1365,20.61,0.0723
2022-10-11,1296020.0,23004355.0,2.63,4.35,1.38,22.36,1.0,12673180.5,1104600.0,713982.0,19606650.0,,,,,,,,0.36,,20581.0,,,,,,9772.0,10437.0,19.23,0.21,,6.1,6.1,17015040.0,302016960.0,,297.68,6.07,17.91,0.1373,20.69,0.0715
2022-10-12,1542462.0,27293865.09,3.13,5.52,1.64,27.11,1.0,15128694.15,1235353.0,854970.0,21859571.34,,,32567.0,2.57,,,,0.2,142549.0,11797.0,,,2.57,32567.0,,109983.0,1561.0,21.94,0.01,,6.82,6.82,16886292.0,298802936.94,,299.52,6.83,15.37,0.1238,17.71,0.0851
2022-10-13,1587681.0,28054323.27,3.22,5.79,1.69,27.86,1.0,15906339.63,1279259.0,900189.0,22604506.53,,,39593.0,0.81,,,,0.01,45219.0,439.0,,,0.81,39593.0,,4752.0,,22.66,,,7.04,7.04,16895520.0,298543838.4,,298.06,7.06,14.88,0.118,17.3,0.0874
2022-10-14,1536847.0,27701667.18,3.12,5.87,1.63,26.98,1.0,16209558.05,1239618.0,899282.0,22344114.45,,,41962.0,0.37,,,,1.62,19101.0,92342.0,,,0.37,41962.0,,10739.0,20008.0,22.02,0.4,,6.83,6.83,16901142.0,304643084.55,,299.6,6.85,14.84,0.115,17.61,0.0847
2022-10-17,1525179.0,27948905.18,3.09,5.86,1.62,27.09,1.0,14795605.0,1203303.0,807400.0,22050527.48,,,6108.0,0.37,,,,0.74,18222.0,42423.0,,,0.37,6108.0,,,110104.0,21.68,1.93,,6.67,6.67,16846540.0,308712845.5,,303.82,6.66,17.75,0.1242,19.42,0.0845
2022-10-18,903097.0,16901460.36,1.83,3.55,0.96,16.63,0.0,9662779.08,862534.0,516312.0,16142323.81,,,,,,,,6.19,,346657.0,,,,,,5888.0,291088.0,15.78,4.72,,4.85,4.85,16906128.0,316398185.52,,310.72,4.83,23.35,0.1756,29.57,0.0508
2022-10-19,990997.0,18348309.45,2.01,3.91,1.05,18.63,1.0,7451324.72,838904.0,402448.0,15532307.56,,,,0.15,,,,0.61,8355.0,38140.0,,,0.15,,,14510.0,122219.0,15.67,2.18,,4.76,4.76,16780908.0,310698511.62,,314.18,4.75,26.78,0.1874,27.08,0.0562
2022-10-20,986845.0,18217158.7,2.0,3.87,1.05,18.4,1.0,6888847.42,819408.0,373177.0,15126271.68,,,19641.0,,,,,0.75,,39147.0,,,,19641.0,,10.0,29271.0,15.16,0.54,,4.61,4.61,16940916.0,312729309.36,,313.56,4.61,26.98,0.1887,27.08,0.0556
2022-10-21,1222321.0,22716835.79,2.48,4.85,1.3,22.68,1.0,9756270.09,998736.0,524954.0,18561508.56,,,91317.0,2.79,,,,0.16,151777.0,8673.0,,,2.79,91317.0,,96684.0,,18.41,,,5.63,5.63,16745608.0,311217124.68,,309.35,5.62,21.71,0.1458,21.73,0.0689
2022-10-24,953540.0,17559439.1,1.93,3.77,1.01,17.77,1.0,9955922.43,926880.0,540642.0,17068495.2,,,,0.17,,17832.0,,1.36,9057.0,74693.0,,,0.17,,0.34,2837.0,11201.0,17.19,0.21,,5.22,5.22,16841334.0,310133165.61,,311.87,5.22,22.14,0.1719,28.04,0.0537
2022-10-25,1016875.0,18837609.38,2.04,3.9,1.08,18.85,1.0,10949645.85,992780.0,591074.0,18391249.5,,,60598.0,1.22,,,,0.04,68264.0,1898.0,,,1.22,60598.0,,7200.0,17832.0,18.32,0.34,,5.59,5.59,16758956.0,310459659.9,,308.27,5.61,20.67,0.1641,26.42,0.0573
2022-10-26,1028494.0,19093991.11,2.06,4.07,1.09,19.19,1.0,11183426.05,1025102.0,602393.0,19031018.63,,,26759.0,0.62,,,,0.19,33150.0,10269.0,,,0.62,26759.0,,15832.0,21831.0,18.98,0.33,,5.7,5.7,16957150.0,314809489.75,,313.14,5.72,20.35,0.1662,25.99,0.0572
2022-10-27,1037689.0,18740663.34,2.08,4.2,1.1,19.39,1.0,11043473.28,1026997.0,611488.0,18547565.82,,,12168.0,0.11,,,,0.19,9095.0,10273.0,,,0.11,12168.0,,,,19.17,,,5.65,5.65,17144628.0,309631981.68,,317.96,5.69,20.43,0.1663,25.89,0.0571
2022-10-28,1059342.0,18718573.14,2.13,4.37,1.12,19.26,1.0,10850104.47,1048650.0,614041.0,18529645.5,,,2553.0,0.05,,,,,2553.0,,,,0.05,2553.0,,19100.0,,19.02,,,5.77,5.77,17140038.0,302864471.46,,309.07,5.8,19.96,0.1689,27.16,0.0582
2022-10-31,1249585.0,22123902.43,2.51,5.38,1.32,22.27,1.0,10871649.02,1029258.0,614044.0,18223012.89,,,6741.0,0.0,,,,0.73,3.0,38969.0,,,0.0,6741.0,,12836.0,,18.24,,,5.66,5.66,17151786.0,303672371.13,,303.67,5.67,21.29,0.1496,22.83,0.0687
2022-11-01,1251484.0,22701919.76,2.51,5.56,1.32,22.4,1.0,11027451.12,1029356.0,607908.0,18672517.84,,,26931.0,0.36,,,,0.94,20412.0,53093.0,,,0.36,26931.0,,26260.0,26548.0,18.25,0.46,,5.68,5.68,17090912.0,310029143.68,,303.51,5.67,21.16,0.1553,24.84,0.0691
2022-11-02,1123499.0,20200512.02,2.25,4.93,1.19,20.49,1.0,8609992.7,977579.0,478865.0,17576870.42,,,34830.0,,,,,1.38,,86607.0,,,,34830.0,,,129043.0,17.73,2.17,,5.44,5.44,16990452.0,305488326.96,,308.19,5.44,23.53,0.1726,27.74,0.0625
2022-11-03,1084548.0,19717082.64,2.18,4.79,1.15,19.55,1.0,6762669.12,919730.0,371984.0,16720691.4,,,,0.16,,,,1.92,10825.0,97849.0,,,0.16,,,40000.0,117706.0,16.44,2.11,,5.12,5.12,17032844.0,309657103.92,,306.11,5.1,24.49,0.1744,28.59,0.0604
2022-11-04,1023921.0,18553448.52,2.05,4.59,1.08,18.53,1.0,6574642.68,859524.0,362839.0,15574574.88,,,,,,,,1.03,,60206.0,,,,,,,9145.0,15.44,0.16,,4.79,4.79,17070978.0,309326121.36,,306.46,4.8,25.62,0.1897,30.43,0.0571
2022-11-07,912342.0,16581815.85,1.83,4.12,0.96,16.63,0.0,6582676.03,850733.0,362183.0,15462072.28,,,24800.0,0.45,,,,0.6,24800.0,33591.0,,,0.45,24800.0,,,25456.0,15.42,0.47,,4.78,4.78,16947640.0,308023357.0,,306.28,4.79,22.74,0.2039,34.46,0.0513
2022-11-08,899465.0,16217353.95,1.81,4.13,0.95,16.46,0.0,6542275.65,837184.0,362855.0,15094427.52,,,60.0,0.16,,,,0.36,8400.0,19823.0,,,0.16,60.0,,9325.0,7728.0,15.21,0.1,0.06,4.71,4.71,16936184.0,305359397.52,3111.0,306.73,4.72,23.06,0.206,34.85,0.0506
2022-11-09,936903.0,16892361.09,1.88,4.31,0.99,16.99,0.0,7372791.54,881655.0,408918.0,15896239.65,,,7033.0,0.87,,,,0.21,48900.0,11462.0,,,0.87,7033.0,,48900.0,2837.0,15.87,0.05,,4.96,4.96,16892212.0,304566582.36,,305.14,4.94,22.25,0.2031,33.27,0.0527
2022-11-10,978893.0,17615179.54,1.96,4.53,1.04,17.77,1.0,8407857.84,939385.0,467233.0,16904233.08,,,58100.0,1.05,,,,0.01,58315.0,370.0,,,1.05,58100.0,,,,16.93,,,5.29,5.29,16822740.0,302725206.3,,301.79,5.31,21.69,0.2084,32.01,0.0551
2022-11-11,1153238.0,20083639.77,2.31,5.33,1.22,20.78,1.0,8938370.65,1002957.0,513257.0,17466496.16,,,43400.0,0.77,,2624.0,,,43400.0,,,,0.77,43400.0,0.05,20172.0,,18.01,,,5.66,5.66,16726157.0,291286024.15,,298.51,5.69,22.93,0.1917,27.13,0.065
2022-11-14,1202464.0,21235514.24,2.41,5.65,1.27,21.28,1.0,10211806.7,1050094.0,578245.0,18544660.04,,,7804.0,0.72,,15934.0,,0.18,49184.0,10009.0,,,0.72,7804.0,0.29,49342.0,130.0,18.5,0.0,,5.91,5.91,16705558.0,295020154.28,,291.58,5.97,25.6,0.1946,26.23,0.0677
2022-11-15,1231904.0,21699988.96,2.47,5.76,1.3,21.91,1.0,10706273.7,1074347.0,607793.0,18924622.41,,,21030.0,0.44,,6684.0,,0.13,25172.0,7620.0,,,0.44,21030.0,0.12,10843.0,2308.0,18.99,0.0,,6.07,6.07,16624839.0,292846538.99,,293.44,6.08,25.02,0.1885,25.3,0.0696
2022-11-16,1275904.0,22277283.84,2.56,5.92,1.35,22.65,1.0,11251171.62,1117667.0,644397.0,19514465.82,,,13443.0,0.79,,,,0.53,43261.0,29742.0,,,0.79,13443.0,,59619.0,6657.0,19.71,0.12,,6.34,6.34,16498773.0,288068576.58,,290.18,6.36,24.29,0.1835,24.42,0.0724
2022-11-17,1344339.0,23472158.94,2.7,6.15,1.42,23.63,1.0,11699719.02,1172409.0,670087.0,20470261.14,,,44023.0,0.53,,,,0.16,33188.0,8816.0,,,0.53,44023.0,,19535.0,7498.0,20.48,0.16,,6.6,6.6,16590501.0,289670147.46,,289.98,6.6,23.11,0.1754,24.02,0.0757
2022-11-18,1099109.0,19119001.06,2.21,4.91,1.16,19.36,1.0,11252390.63,1056239.0,646875.0,18373277.41,,,7000.0,0.3,,,,2.15,17043.0,123170.0,,,0.3,7000.0,,,40255.0,18.47,0.7,,5.94,5.94,16720255.0,290848835.73,,291.85,5.95,28.38,0.2142,29.43,0.0618
2022-11-21,1127605.0,19998074.68,2.26,4.97,1.19,19.88,1.0,11981553.18,1104835.0,675588.0,19594248.73,,,15323.0,0.5,,,,0.01,28946.0,450.0,,,0.5,15323.0,,33723.0,233.0,19.31,0.0,,6.21,6.21,16690711.0,296009759.58,,291.87,6.21,27.64,0.2072,29.16,0.0634
2022-11-22,891225.0,15596437.5,1.79,3.88,0.94,15.93,0.0,7686140.0,848355.0,439208.0,14846212.5,,,,0.3,,,,4.46,15557.0,256480.0,,,0.3,,,,251937.0,15.02,4.37,,4.85,4.85,16647189.0,291325807.5,,294.27,4.86,23.28,0.2067,35.07,0.0509
2022-11-23,841500.0,14785155.0,1.69,3.65,0.89,14.99,0.0,6715868.95,795974.0,382235.0,13985263.18,,,,,,,,1.1,,59629.0,,,,,,7248.0,56973.0,13.95,1.03,,4.55,4.55,16705926.0,293523119.82,,291.76,4.56,24.91,0.2228,37.11,0.0481
2022-11-24,859421.0,15014084.87,1.72,3.74,0.91,15.33,0.0,6876034.77,813983.0,393591.0,14220283.01,,,5601.0,0.2,,,,0.22,11356.0,12912.0,,,0.2,5601.0,,25320.0,,14.31,,,4.6,4.6,16884688.0,294975499.36,,296.11,4.61,24.44,0.2152,36.25,0.0486
2022-11-25,863095.0,15061007.75,1.73,3.81,0.91,15.28,0.0,6949096.05,807261.0,398229.0,14086704.45,,,,0.27,,,,0.18,15176.0,8898.0,,,0.27,,,2176.0,10538.0,14.12,0.19,,4.59,4.59,16798124.0,293127263.8,,293.45,4.59,24.0,0.2128,36.2,0.049
