,IQEC FP Equity_DX_SI_QTY,IQEC FP Equity_DX_SHORT_INTEREST_VALUE,IQEC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IQEC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IQEC FP Equity_DX_SI_MV,IQEC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IQEC FP Equity_DX_SUPPLY_SI_QTY,IQEC FP Equity_DX_BROKER_SI_QTY,IQEC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IQEC FP Equity_DX_SUPPLY_SI_MV,IQEC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IQEC FP Equity_DX_UTILIZATION_QUANTITY,IQEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IQEC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IQEC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IQEC FP Equity_DX_ACTIVE_UTILIZATION_MV,IQEC FP Equity_DX_BROKER_SI_CON_RATIO,IQEC FP Equity_DX_DEMAND_SUPPLY_RATIO,IQEC FP Equity_PX_LAST
2021-01-19,,,,,,,,,,,,,,,,,,,25.62
2021-01-20,,,,,,,,,,,,,,,,,,,25.63
2021-01-21,,,,,,,,,,,,,,,,,,,25.545
2021-01-22,,,,,,,,,,,,,,,,,,,25.585
2021-01-25,,,,,,,,,,,,,,,,,,,25.59
2021-01-26,,,,,,,,,,,,,,,,,,,25.54
2021-01-27,,,,,,,,,,,,,,,,,,,25.555
2021-01-28,,,,,,,,,,,,,,,,,,,25.465
2021-01-29,,,,,,,,,,,,,,,,,,,25.545
2021-02-01,,,,,,,,,,,,,,,,,,,25.49
2021-02-02,,,,,,,,,,,,,,,,,,,25.565
2021-02-03,,,,,,,,,,,,,,,,,,,25.57
2021-02-04,,,,,,,,,,,,,,,,,,,25.575
2021-02-05,,,,,,,,,,,,,,,,,,,25.57
2021-02-08,,,,,,,,,,,,,,,,,,,25.565
2021-02-09,,,,,,,,,,,,,,,,,,,25.635
2021-02-10,,,,,,,,,,,,,,,,,,,25.605
2021-02-11,,,,,,,,,,,,,,,,,,,25.585
2021-02-12,,,,,,,,,,,,,,,,,,,25.54
2021-02-15,,,,,,,,,,,,,,,,,,,25.52
2021-02-16,,,,,,,,,,,,,,,,,,,25.505
2021-02-17,,,,,,,,,,,,,,,,,,,25.53
2021-02-18,,,,,,,,,,,,,,,,,,,25.475
2021-02-19,,,,,,,,,,,,,,,,,,,25.47
2021-02-22,,,,,,,,,,,,,,,,,,,25.485
2021-02-23,,,,,,,,,,,,,,,,,,,25.435
2021-02-24,,,,,,,,,,,,,,,,,,,25.44
2021-02-25,,,,,,,,,,,,,,,,,,,25.315
2021-02-26,,,,,,,,,,,,,,,,,,,25.375
2021-03-01,,,,,,,,,,,,,,,,,,,25.67
2021-03-02,,,,,,,,,,,,,,,,,,,25.47
2021-03-03,,,,,,,,,,,,,,,,,,,25.42
2021-03-04,,,,,,,,,,,,,,,,,,,25.445
2021-03-05,,,,,,,,,,,,,,,,,,,25.4
2021-03-08,,,,,,,,,,,,,,,,,,,25.295
2021-03-09,,,,,,,,,,,,,,,,,,,25.41
2021-03-10,,,,,,,,,,,,,,,,,,,25.475
2021-03-11,,,,,,,,,,,,,,,,,,,25.44
2021-03-12,,,,,,,,,,,,,,,,,,,25.395
2021-03-15,,,,,,,,,,,,,,,,,,,25.435
2021-03-16,,,,,,,,,,,,,,,,,,,25.42
2021-03-17,,,,,,,,,,,,,,,,,,,25.375
2021-03-18,,,,,,,,,,,,,,,,,,,25.36
2021-03-19,,,,,,,,,,,,,,,,,,,25.4
2021-03-22,,,,,,,,,,,,,,,,,,,25.43
2021-03-23,,,,,,,,,,,,,,,,,,,25.445
2021-03-24,,,,,,,,,,,,,,,,,,,25.455
2021-03-25,,,,,,,,,,,,,,,,,,,25.47
2021-03-26,,,,,,,,,,,,,,,,,,,25.445
2021-03-29,,,,,,,,,,,,,,,,,,,25.505
2021-03-30,,,,,,,,,,,,,,,,,,,25.42
2021-03-31,,,,,,,,,,,,,,,,,,,25.475
2021-04-01,,,,,,,,,,,,,,,,,,,25.52
2021-04-06,,,,,,,,,,,,,,,,,,,25.5
2021-04-07,,,,,,,,,,,,,,,,,,,25.505
2021-04-08,,,,,,,,,,,,,,,,,,,25.525
2021-04-09,,,,,,,,,,,,,,,,,,,25.475
2021-04-12,,,,,,,,,,,,,,,,,,,25.48
2021-04-13,,,,,,,,,,,,,,,,,,,25.465
2021-04-14,,,,,,,,,,,,,,,,,,,25.45
2021-04-15,,,,,,,,,,,,,,,,,,,25.51
2021-04-16,,,,,,,,,,,,,,,,,,,25.305
2021-04-19,,,,,,,,,,,,,,,,,,,25.52
2021-04-20,,,,,,,,,,,,,,,,,,,25.53
2021-04-21,,,,,,,,,,,,,,,,,,,25.47
2021-04-22,,,,,,,,,,,,,,,,,,,25.555
2021-04-23,,,,,,,,,,,,,,,,,,,25.475
2021-04-26,,,,,,,,,,,,,,,,,,,25.475
2021-04-27,,,,,,,,,,,,,,,,,,,25.47
2021-04-28,,,,,,,,,,,,,,,,,,,25.265
2021-04-29,,,,,,,,,,,,,,,,,,,25.24
2021-04-30,,,,,,,,,,,,,,,,,,,25.27
2021-05-03,,,,,,,,,,,,,,,,,,,25.275
2021-05-04,,,,,,,,,,,,,,,,,,,25.29
2021-05-05,,,,,,,,,,,,,,,,,,,25.435
2021-05-06,,,,,,,,,,,,,,,,,,,25.29
2021-05-07,,,,,,,,,,,,,,,,,,,25.35
2021-05-10,,,,,,,,,,,,,,,,,,,25.35
2021-05-11,,,,,,,,,,,,,,,,,,,25.295
2021-05-12,,,,,,,,,,,,,,,,,,,25.175
2021-05-13,,,,,,,,,,,,,,,,,,,25.165
2021-05-14,,,,,,,,,,,,,,,,,,,25.19
2021-05-17,,,,,,,,,,,,,,,,,,,25.17
2021-05-18,,,,,,,,,,,,,,,,,,,25.185
2021-05-19,,,,,,,,,,,,,,,,,,,25.15
2021-05-20,,,,,,,,,,,,,,,,,,,25.135
2021-05-21,,,,,,,,,,,,,,,,,,,25.16
2021-05-24,,,,,,,,,,,,,,,,,,,25.175
2021-05-25,,,,,,,,,,,,,,,,,,,25.205
2021-05-26,,,,,,,,,,,,,,,,,,,25.23
2021-05-27,,,,,,,,,,,,,,,,,,,25.205
2021-05-28,,,,,,,,,,,,,,,,,,,25.235
2021-05-31,,,,,,,,,,,,,,,,,,,25.23
2021-06-01,,,,,,,,,,,,,,,,,,,25.23
2021-06-02,,,,,,,,,,,,,,,,,,,25.26
2021-06-03,,,,,,,,,,,,,,,,,,,25.245
2021-06-04,,,,,,,,,,,,,,,,,,,25.295
2021-06-07,,,,,,,,,,,,,,,,,,,25.27
2021-06-08,,,,,,,,,,,,,,,,,,,25.305
2021-06-09,,,,,,,,,,,,,,,,,,,25.32
2021-06-10,,,,,,,,,,,,,,,,,,,25.315
2021-06-11,,,,,,,,,,,,,,,,,,,25.33
2021-06-14,,,,,,,,,,,,,,,,,,,25.315
2021-06-15,,,,,,,,,,,,,,,,,,,25.3
2021-06-16,,,,,,,,,,,,,,,,,,,25.315
2021-06-17,,,,,,,,,,,,,,,,,,,25.29
2021-06-18,,,,,,,,,,,,,,,,,,,25.285
2021-06-21,,,,,,,,,,,,,,,,,,,25.26
2021-06-22,,,,,,,,,,,,,,,,,,,25.245
2021-06-23,,,,,,,,,,,,,,,,,,,25.285
2021-06-24,,,,,,,,,,,,,,,,,,,25.28
2021-06-25,,,,,,,,,,,,,,,,,,,25.255
2021-06-28,,,,,,,,,,,,,,,,,,,25.29
2021-06-29,,,,,,,,,,,,,,,,,,,25.28
2021-06-30,,,,,,,,,,,,,,,,,,,25.32
2021-07-01,,,,,,,,,,,,,,,,,,,25.31
2021-07-02,,,,,,,,,,,,,,,,,,,25.345
2021-07-05,,,,,,,,,,,,,,,,,,,25.33
2021-07-06,,,,,,,,,,,,,,,,,,,25.39
2021-07-07,,,,,,,,,,,,,,,,,,,25.34
2021-07-08,,,,,,,,,,,,,,,,,,,25.49
2021-07-09,,,,,,,,,,,,,,,,,,,25.385
2021-07-12,,,,,,,,,,,,,,,,,,,25.415
2021-07-13,,,,,,,,,,,,,,,,,,,25.405
2021-07-14,,,,,,,,,,,,,,,,,,,25.43
2021-07-15,,,,,,,,,,,,,,,,,,,25.43
2021-07-16,,,,,,,,,,,,,,,,,,,25.45
2021-07-19,,,,,,,,,,,,,,,,,,,25.45
2021-07-20,,,,,,,,,,,,,,,,,,,25.475
2021-07-21,,,,,,,,,,,,,,,,,,,25.465
2021-07-22,,,,,,,,,,,,,,,,,,,25.505
2021-07-23,,,,,,,,,,,,,,,,,,,25.51
2021-07-26,,,,,,,,,,,,,,,,,,,25.52
2021-07-27,,,,,,,,,,,,,,,,,,,25.535
2021-07-28,,,,,,,,,,,,,,,,,,,25.545
2021-07-29,,,,,,,,,,,,,,,,,,,25.55
2021-07-30,,,,,,,,,,,,,,,,,,,25.55
2021-08-02,,,,,,,,,,,,,,,,,,,25.565
2021-08-03,,,,,,,,,,,,,,,,,,,25.565
2021-08-04,,,,,,,,,,,,,,,,,,,25.585
2021-08-05,,,,,,,,,,,,,,,,,,,25.585
2021-08-06,,,,,,,,,,,,,,,,,,,25.53
2021-08-09,,,,,,,,,,,,,,,,,,,25.545
2021-08-10,,,,,,,,,,,,,,,,,,,25.535
2021-08-11,,,,,,,,,,,,,,,,,,,25.53
2021-08-12,,,,,,,,,,,,,,,,,,,25.545
2021-08-13,,,,,,,,,,,,,,,,,,,25.54
2021-08-16,,,,,,,,,,,,,,,,,,,25.54
2021-08-17,,,,,,,,,,,,,,,,,,,25.525
2021-08-18,,,,,,,,,,,,,,,,,,,25.545
2021-08-19,,,,,,,,,,,,,,,,,,,25.54
2021-08-20,,,,,,,,,,,,,,,,,,,25.55
2021-08-23,,,,,,,,,,,,,,,,,,,25.53
2021-08-24,,,,,,,,,,,,,,,,,,,25.525
2021-08-25,,,,,,,,,,,,,,,,,,,25.475
2021-08-26,,,,,,,,,,,,,,,,,,,25.47
2021-08-27,,,,,,,,,,,,,,,,,,,25.48
2021-08-30,,,,,,,,,,,,,,,,,,,25.5
2021-08-31,,,,,,,,,,,,,,,,,,,25.455
2021-09-01,,,,,,,,,,,,,,,,,,,25.455
2021-09-02,,,,,,,,,,,,,,,,,,,25.475
2021-09-03,,,,,,,,,,,,,,,,,,,25.44
2021-09-06,,,,,,,,,,,,,,,,,,,25.45
2021-09-07,,,,,,,,,,,,,,,,,,,25.255
2021-09-08,,,,,,,,,,,,,,,,,,,25.3
2021-09-09,,,,,,,,,,,,,,,,,,,25.35
2021-09-10,,,,,,,,,,,,,,,,,,,25.405
2021-09-13,,,,,,,,,,,,,,,,,,,25.41
2021-09-14,,,,,,,,,,,,,,,,,,,25.445
2021-09-15,,,,,,,,,,,,,,,,,,,25.4
2021-09-16,,,,,,,,,,,,,,,,,,,25.4
2021-09-17,,,,,,,,,,,,,,,,,,,25.39
2021-09-20,,,,,,,,,,,,,,,,,,,25.41
2021-09-21,,,,,,,,,,,,,,,,,,,25.425
2021-09-22,,,,,,,,,,,,,,,,,,,25.42
2021-09-23,,,,,,,,,,,,,,,,,,,25.355
2021-09-24,,,,,,,,,,,,,,,,,,,25.23
2021-09-27,,,,,,,,,,,,,,,,,,,25.34
2021-09-28,,,,,,,,,,,,,,,,,,,25.305
2021-09-29,,,,,,,,,,,,,,,,,,,25.33
2021-09-30,,,,,,,,,,,,,,,,,,,25.305
2021-10-01,,,,,,,,,,,,,,,,,,,25.34
2021-10-04,,,,,,,,,,,,,,,,,,,25.33
2021-10-05,,,,,,,,,,,,,,,,,,,25.31
2021-10-06,,,,,,,,,,,,,,,,,,,25.275
2021-10-07,,,,,,,,,,,,,,,,,,,25.29
2021-10-08,,,,,,,,,,,,,,,,,,,25.24
2021-10-11,,,,,,,,,,,,,,,,,,,25.205
2021-10-12,,,,,,,,,,,,,,,,,,,25.165
2021-10-13,,,,,,,,,,,,,,,,,,,25.2
2021-10-14,,,,,,,,,,,,,,,,,,,25.275
2021-10-15,,,,,,,,,,,,,,,,,,,25.24
2021-10-18,,,,,,,,,,,,,,,,,,,25.195
2021-10-19,,,,,,,,,,,,,,,,,,,25.17
2021-10-20,,,,,,,,,,,,,,,,,,,25.215
2021-10-21,,,,,,,,,,,,,,,,,,,25.155
2021-10-22,,,,,,,,,,,,,,,,,,,25.165
2021-10-25,,,,,,,,,,,,,,,,,,,25.195
2021-10-26,,,,,,,,,,,,,,,,,,,25.205
2021-10-27,,,,,,,,,,,,,,,,,,,25.235
2021-10-28,,,,,,,,,,,,,,,,,,,25.195
2021-10-29,,,,,,,,,,,,,,,,,,,25.135
2021-11-01,,,,,,,,,,,,,,,,,,,25.15
2021-11-02,,,,,,,,,,,,,,,,,,,25.225
2021-11-03,,,,,,,,,,,,,,,,,,,25.205
2021-11-04,,,,,,,,,,,,,,,,,,,25.285
2021-11-05,,,,,,,,,,,,,,,,,,,25.335
2021-11-08,,,,,,,,,,,,,,,,,,,25.31
2021-11-09,,,,,,,,,,,,,,,,,,,25.345
2021-11-10,,,,,,,,,,,,,,,,,,,25.285
2021-11-11,,,,,,,,,,,,,,,,,,,25.27
2021-11-12,,,,,,,,,,,,,,,,,,,25.29
2021-11-15,,,,,,,,,,,,,,,,,,,25.25
2021-11-16,,,,,,,,,,,,,,,,,,,25.22
2021-11-17,,,,,,,,,,,,,,,,,,,25.195
2021-11-18,,,,,,,,,,,,,,,,,,,25.255
2021-11-19,,,,,,,,,,,,,,,,,,,25.305
2021-11-22,,,,,,,,,,,,,,,,,,,25.25
2021-11-23,,,,,,,,,,,,,,,,,,,25.19
2021-11-24,,,,,,,,,,,,,,,,,,,25.165
2021-11-25,,,,,,,,,,,,,,,,,,,25.15
2021-11-26,,,,,,,,,,,,,,,,,,,25.12
2021-11-29,,,,,,,,,,,,,,,,,,,25.15
2021-11-30,,,,,,,,,,,,,,,,,,,25.165
2021-12-01,,,,,,,,,,,,,,,,,,,25.21
2021-12-02,,,,,,,,,,,,,,,,,,,25.235
2021-12-03,,,,,,,,,,,,,,,,,,,25.235
2021-12-06,,,,,,,,,,,,,,,,,,,25.265
2021-12-07,,,,,,,,,,,,,,,,,,,25.29
2021-12-08,,,,,,,,,,,,,,,,,,,25.22
2021-12-09,,,,,,,,,,,,,,,,,,,25.26
2021-12-10,,,,,,,,,,,,,,,,,,,25.26
2021-12-13,,,,,,,,,,,,,,,,,,,25.28
2021-12-14,,,,,,,,,,,,,,,,,,,25.26
2021-12-15,,,,,,,,,,,,,,,,,,,25.245
2021-12-16,,,,,,,,,,,,,,,,,,,25.28
2021-12-17,,,,,,,,,,,,,,,,,,,25.295
2021-12-20,,,,,,,,,,,,,,,,,,,25.285
2021-12-21,,,,,,,,,,,,,,,,,,,25.245
2021-12-22,,,,,,,,,,,,,,,,,,,25.26
2021-12-23,,,,,,,,,,,,,,,,,,,25.24
2021-12-24,,,,,,,,,,,,,,,,,,,25.24
2021-12-27,,,,,,,,,,,,,,,,,,,25.235
2021-12-28,,,,,,,,,,,,,,,,,,,25.235
2021-12-29,,,,,,,,,,,,,,,,,,,25.195
2021-12-30,,,,,,,,,,,,,,,,,,,25.185
2021-12-31,,,,,,,,,,,,,,,,,,,25.19
2022-01-03,,,,,,,,,,,,,,,,,,,25.13
2022-01-04,,,,,,,,,,,,,,,,,,,25.145
2022-01-05,,,,,,,,,,,,,,,,,,,25.13
2022-01-06,,,,,,,,,,,,,,,,,,,25.1
2022-01-07,,,,,,,,,,,,,,,,,,,25.09
2022-01-10,,,,,,,,,,,,,,,,,,,25.05
2022-01-11,,,,,,,,,,,,,,,,,,,25.035
2022-01-12,,,,,,,,,,,,,,,,,,,25.055
2022-01-13,,,,,,,,,,,,,,,,,,,25.05
2022-01-14,,,,,,,,,,,,,,,,,,,25.02
2022-01-17,,,,,,,,,,,,,,,,,,,25.005
2022-01-18,,,,,,,,,,,,,,,,,,,24.99
2022-01-19,,,,,,,,,,,,,,,,,,,25.015
2022-01-20,,,,,,,,,,,,,,,,,,,25.035
2022-01-21,,,,,,,,,,,,,,,,,,,25.04
2022-01-24,,,,,,,,,,,,,,,,,,,25.02
2022-01-25,,,,,,,,,,,,,,,,,,,24.995
2022-01-26,,,,,,,,,,,,,,,,,,,25.015
2022-01-27,,,,,,,,,,,,,,,,,,,24.985
2022-01-28,,,,,,,,,,,,,,,,,,,24.925
2022-01-31,,,,,,,,,,,,,,,,,,,24.87
2022-02-01,,,,,,,,,,,,,,,,,,,24.885
2022-02-02,,,,,,,,,,,,,,,,,,,24.89
2022-02-03,,,,,,,,,,,,,,,,,,,24.67
2022-02-04,,,,,,,,,,,,,,,,,,,24.545
2022-02-07,,,,,,,,,,,,,,,,,,,24.475
2022-02-08,,,,,,,,,,,,,,,,,,,24.52
2022-02-09,,,,,,,,,,,,,,,,,,,24.59
2022-02-10,,,,,,,,,,,,,,,,,,,24.45
2022-02-11,,,,,,,,,,,,,,,,,,,24.46
2022-02-14,,,,,,,,,,,,,,,,,,,24.455
2022-02-15,,,,,,,,,,,,,,,,,,,24.46
2022-02-16,,,,,,,,,,,,,,,,,,,24.49
2022-02-17,,,,,,,,,,,,,,,,,,,24.495
2022-02-18,,,,,,,,,,,,,,,,,,,24.51
2022-02-21,,,,,,,,,,,,,,,,,,,24.485
2022-02-22,,,,,,,,,,,,,,,,,,,24.44
2022-02-23,,,,,,,,,,,,,,,,,,,24.415
2022-02-24,,,,,,,,,,,,,,,,,,,24.5
2022-02-25,,,,,,,,,,,,,,,,,,,24.42
2022-02-28,,,,,,,,,,,,,,,,,,,24.475
2022-03-01,,,,,,,,,,,,,,,,,,,24.7
2022-03-02,,,,,,,,,,,,,,,,,,,24.57
2022-03-03,,,,,,,,,,,,,,,,,,,24.54
2022-03-04,,,,,,,,,,,,,,,,,,,24.575
2022-03-07,,,,,,,,,,,,,,,,,,,24.295
2022-03-08,,,,,,,,,,,,,,,,,,,24.34
2022-03-09,,,,,,,,,,,,,,,,,,,24.395
2022-03-10,,,,,,,,,,,,,,,,,,,24.26
2022-03-11,,,,,,,,,,,,,,,,,,,24.24
2022-03-14,,,,,,,,,,,,,,,,,,,24.185
2022-03-15,,,,,,,,,,,,,,,,,,,24.23
2022-03-16,,,,,,,,,,,,,,,,,,,24.26
2022-03-17,,,,,,,,,,,,,,,,,,,24.28
2022-03-18,,,,,,,,,,,,,,,,,,,24.365
2022-03-21,,,,,,,,,,,,,,,,,,,24.23
2022-03-22,,,,,,,,,,,,,,,,,,,24.205
2022-03-23,,,,,,,,,,,,,,,,,,,24.24
2022-03-24,,,,,,,,,,,,,,,,,,,24.21
2022-03-25,,,,,,,,,,,,,,,,,,,24.165
2022-03-28,,,,,,,,,,,,,,,,,,,24.18
2022-03-29,,,,,,,,,,,,,,,,,,,24.135
2022-03-30,,,,,,,,,,,,,,,,,,,24.125
2022-03-31,,,,,,,,,,,,,,,,,,,24.205
2022-04-01,,,,,,,,,,,,,,,,,,,24.2
2022-04-04,,,,,,,,,,,,,,,,,,,24.32
2022-04-05,,,,,,,,,,,,,,,,,,,24.14
2022-04-06,,,,,,,,,,,,,,,,,,,24.12
2022-04-07,,,,,,,,,,,,,,,,,,,24.1
2022-04-08,,,,,,,,,,,,,,,,,,,24.085
2022-04-11,,,,,,,,,,,,,,,,,,,23.96
2022-04-12,,,,,,,,,,,,,,,,,,,23.995
2022-04-13,,,,,,,,,,,,,,,,,,,24.0
2022-04-14,,,,,,,,,,,,,,,,,,,23.985
2022-04-19,,,,,,,,,,,,,,,,,,,23.935
2022-04-20,,,,,,,,,,,,,,,,,,,23.99
2022-04-21,,,,,,,,,,,,,,,,,,,23.89
2022-04-22,,,,,,,,,,,,,,,,,,,23.81
2022-04-25,,,,,,,,,,,,,,,,,,,23.875
2022-04-26,,,,,,,,,,,,,,,,,,,23.865
2022-04-27,,,,,,,,,,,,,,,,,,,23.825
2022-04-28,,,,,,,,,,,,,,,,,,,23.645
2022-04-29,,,,,,,,,,,,,,,,,,,23.595
2022-05-02,,,,,,,,,,,,,,,,,,,23.565
2022-05-03,,,,,,,,,,,,,,,,,,,23.595
2022-05-04,,,,,,,,,,,,,,,,,,,23.53
2022-05-05,,,,,,,,,,,,,,,,,,,23.48
2022-05-06,,,,,,,,,,,,,,,,,,,23.37
2022-05-09,,,,,,,,,,,,,,,,,,,23.415
2022-05-10,,,,,,,,,,,,,,,,,,,23.505
2022-05-11,,,,,,,,,,,,,,,,,,,23.535
2022-05-12,,,,,,,,,,,,,,,,,,,23.625
2022-05-13,,,,,,,,,,,,,,,,,,,23.615
2022-05-16,,,,,,,,,,,,,,,,,,,23.615
2022-05-17,,,,,,,,,,,,,,,,,,,23.52
2022-05-18,,,,,,,,,,,,,,,,,,,23.495
2022-05-19,,,,,,,,,,,,,,,,,,,23.52
2022-05-20,,,,,,,,,,,,,,,,,,,23.51
2022-05-23,,,,,,,,,,,,,,,,,,,23.45
2022-05-24,,,,,,,,,,,,,,,,,,,23.49
2022-05-25,,,,,,,,,,,,,,,,,,,23.535
2022-05-26,,,,,,,,,,,,,,,,,,,23.585
2022-05-27,,,,,,,,,,,,,,,,,,,23.635
2022-05-30,,,,,,,,,,,,,,,,,,,23.56
2022-05-31,,,,,,,,,,,,,,,,,,,23.45
2022-06-01,,,,,,,,,,,,,,,,,,,23.425
2022-06-02,,,,,,,,,,,,,,,,,,,23.39
2022-06-03,,,,,,,,,,,,,,,,,,,23.365
2022-06-06,,,,,,,,,,,,,,,,,,,23.33
2022-06-07,,,,,,,,,,,,,,,,,,,23.365
2022-06-08,,,,,,,,,,,,,,,,,,,23.275
2022-06-09,,,,,,,,,,,,,,,,,,,23.12
2022-06-10,,,,,,,,,,,,,,,,,,,22.94
2022-06-13,,,,,,,,,,,,,,,,,,,22.72
2022-06-14,,,,,,,,,,,,,,,,,,,22.56
2022-06-15,,,,,,,,,,,,,,,,,,,22.815
2022-06-16,,,,,,,,,,,,,,,,,,,22.66
2022-06-17,,,,,,,,,,,,,,,,,,,22.735
2022-06-20,,,,,,,,,,,,,,,,,,,22.72
2022-06-21,,,,,,,,,,,,,,,,,,,22.77
2022-06-22,,,,,,,,,,,,,,,,,,,22.845
2022-06-23,,,,,,,,,,,,,,,,,,,22.935
2022-06-24,,,,,,,,,,,,,,,,,,,22.965
2022-06-27,,,,,,,,,,,,,,,,,,,22.86
2022-06-28,,,,,,,,,,,,,,,,,,,22.77
2022-06-29,,,,,,,,,,,,,,,,,,,22.81
2022-06-30,,,,,,,,,,,,,,,,,,,22.94
2022-07-01,,,,,,,,,,,,,,,,,,,23.12
2022-07-04,,,,,,,,,,,,,,,,,,,23.025
2022-07-05,,,,,,,,,,,,,,,,,,,23.15
2022-07-06,,,,,,,,,,,,,,,,,,,23.235
2022-07-07,,,,,,,,,,,,,,,,,,,23.2
2022-07-08,,,,,,,,,,,,,,,,,,,23.185
2022-07-11,,,,,,,,,,,,,,,,,,,23.26
2022-07-12,,,,,,,,,,,,,,,,,,,23.345
2022-07-13,,,,,,,,,,,,,,,,,,,23.28
2022-07-14,,,,,,,,,,,,,,,,,,,23.185
2022-07-15,,,,,,,,,,,,,,,,,,,23.295
2022-07-18,,,,,,,,,,,,,,,,,,,23.22
2022-07-19,,,,,,,,,,,,,,,,,,,23.295
2022-07-20,,,,,,,,,,,,,,,,,,,23.31
2022-07-21,,,,,,,,,,,,,,,,,,,23.315
2022-07-22,,,,,,,,,,,,,,,,,,,23.56
2022-07-25,,,,,,,,,,,,,,,,,,,23.54
2022-07-26,,,,,,,,,,,,,,,,,,,23.45
2022-07-27,,,,,,,,,,,,,,,,,,,23.505
2022-07-28,,,,,,,,,,,,,,,,,,,23.705
2022-07-29,,,,,,,,,,,,,,,,,,,23.7
2022-08-01,,,,,,,,,,,,,,,,,,,23.705
2022-08-02,,,,,,,,,,,,,,,,,,,23.64
2022-08-03,,,,,,,,,,,,,,,,,,,23.59
2022-08-04,,,,,,,,,,,,,,,,,,,23.655
2022-08-05,,,,,,,,,,,,,,,,,,,23.52
2022-08-08,,,,,,,,,,,,,,,,,,,23.565
2022-08-09,,,,,,,,,,,,,,,,,,,23.495
2022-08-10,,,,,,,,,,,,,,,,,,,23.61
2022-08-11,,,,,,,,,,,,,,,,,,,23.555
2022-08-12,,,,,,,,,,,,,,,,,,,23.585
2022-08-15,,,,,,,,,,,,,,,,,,,23.62
2022-08-16,,,,,,,,,,,,,,,,,,,23.51
2022-08-17,,,,,,,,,,,,,,,,,,,23.35
2022-08-18,,,,,,,,,,,,,,,,,,,23.39
2022-08-19,,,,,,,,,,,,,,,,,,,23.25
2022-08-22,,,,,,,,,,,,,,,,,,,23.14
2022-08-23,,,,,,,,,,,,,,,,,,,23.175
2022-08-24,,,,,,,,,,,,,,,,,,,23.17
2022-08-25,,,,,,,,,,,,,,,,,,,23.245
2022-08-26,,,,,,,,,,,,,,,,,,,23.11
2022-08-29,,,,,,,,,,,,,,,,,,,22.995
2022-08-30,,,,,,,,,,,,,,,,,,,22.955
2022-08-31,,,,,,,,,,,,,,,,,,,22.91
2022-09-01,,,,,,,,,,,,,,,,,,,22.895
2022-09-02,,,,,,,,,,,,,,,,,,,23.045
2022-09-05,,,,,,,,,,,,,,,,,,,22.91
2022-09-06,,,,,,,,,,,,,,,,,,,22.925
2022-09-07,,,,,,,,,,,,,,,,,,,22.96
2022-09-08,,,,,,,,,,,,,,,,,,,22.89
2022-09-09,,,,,,,,,,,,,,,,,,,22.925
2022-09-12,,,,,,,,,,,,,,,,,,,22.97
2022-09-13,,,,,,,,,,,,,,,,,,,22.815
2022-09-14,,,,,,,,,,,,,,,,,,,22.87
2022-09-15,,,,,,,,,,,,,,,,,,,22.81
2022-09-16,,,,,,,,,,,,,,,,,,,22.72
2022-09-19,,,,,,,,,,,,,,,,,,,22.725
2022-09-20,,,,,,,,,,,,,,,,,,,22.595
2022-09-21,,,,,,,,,,,,,,,,,,,22.625
2022-09-22,,,,,,,,,,,,,,,,,,,22.54
2022-09-23,,,,,,,,,,,,,,,,,,,22.47
2022-09-26,,,,,,,,,,,,,,,,,,,22.385
2022-09-27,,,,,,,,,,,,,,,,,,,22.275
2022-09-28,,,,,,,,,,,,,,,,,,,22.355
2022-09-29,,,,,,,,,,,,,,,,,,,22.295
2022-09-30,,,,,,,,,,,,,,,,,,,22.435
2022-10-03,,,,,,,,,,,,,,,,,,,22.545
2022-10-04,,,,,,,,,,,,,,,,,,,22.675
2022-10-05,,,,,,,,,,,,,,,,,,,22.49
2022-10-06,,,,,,,,,,,,,,,,,,,22.455
2022-10-07,,,,,,,,,,,,,,,,,,,22.345
2022-10-10,,,,,,,,,,,,,,,,,,,22.24
2022-10-11,,,,,,,,,,,,,,,,,,,22.235
2022-10-12,,,,,,,,,,,,,,,,,,,22.185
2022-10-13,,,,,,,,,,,,,,,,,,,22.245
2022-10-14,,,,,,,,,,,,,,,,,,,22.225
2022-10-17,,,,,,,,,,,,,,,,,,,22.3
2022-10-18,,,,,,,,,,,,,,,,,,,22.3
2022-10-19,,,,,,,,,,,,,,,,,,,22.23
2022-10-20,,,,,,,,,,,,,,,,,,,22.24
2022-10-21,,,,,,,,,,,,,,,,,,,22.21
2022-10-24,,,,,,,,,,,,,,,,,,,22.295
2022-10-25,,,,,,,,,,,,,,,,,,,22.425
2022-10-26,,,,,,,,,,,,,,,,,,,22.45
2022-10-27,,,,,,,,,,,,,,,,,,,22.585
2022-10-28,,,,,,,,,,,,,,,,,,,22.495
2022-10-31,,,,,,,,,,,,,,,,,,,22.305
2022-11-01,,,,,,,,,,,,,,,,,,,22.48
2022-11-02,,,,,,,,,,,,,,,,,,,22.49
