,TRACT FP Equity_DX_SI_QTY,TRACT FP Equity_DX_SHORT_INTEREST_VALUE,TRACT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,TRACT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,TRACT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,TRACT FP Equity_DX_SI_MV,TRACT FP Equity_DX_DSS,TRACT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,TRACT FP Equity_DX_SUPPLY_SI_QTY,TRACT FP Equity_DX_BROKER_SI_QTY,TRACT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,TRACT FP Equity_DX_SUPPLY_SI_QTY_INC_x,TRACT FP Equity_DX_BROKER_SI_MV_INC_x,TRACT FP Equity_DX_BROKER_SI_QTY_ADD,TRACT FP Equity_DX_SUPPLY_SI_MV_DEC,TRACT FP Equity_DX_BROKER_SI_QTY_INC,TRACT FP Equity_DX_SUPPLY_SI_QTY_DEC,TRACT FP Equity_DX_BROKER_SI_MV_INC_y,TRACT FP Equity_DX_SUPPLY_SI_QTY_INC_y,TRACT FP Equity_DX_BROKER_SI_MV_ADD,TRACT FP Equity_DX_SUPPLY_SI_QTY_ADD,TRACT FP Equity_DX_BROKER_SI_QTY_DEC,TRACT FP Equity_DX_SUPPLY_SI_MV,TRACT FP Equity_DX_BROKER_SI_MV_DEC,TRACT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,TRACT FP Equity_DX_UTILIZATION_QUANTITY,TRACT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,TRACT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,TRACT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,TRACT FP Equity_DX_ACTIVE_UTILIZATION_MV,TRACT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,TRACT FP Equity_DX_BROKER_SI_CON_RATIO,TRACT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,TRACT FP Equity_DX_DEMAND_SUPPLY_RATIO
2025-07-21,3454.0,3364.2,0.05,0.7,0.0,0.0,0.0,1682.1,1727.0,1727.0,1682.1,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-07-22,3454.0,3364.2,0.05,0.7,0.0,0.0,0.0,1682.1,1727.0,1727.0,1682.1,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-07-23,3454.0,3364.2,0.05,0.7,0.0,0.0,0.0,1682.1,1727.0,1727.0,1682.1,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-07-24,3454.0,3364.2,0.05,0.7,0.0,0.0,0.0,1682.1,1727.0,1727.0,1682.1,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-07-25,3454.0,3384.92,0.05,0.72,0.0,0.0,0.0,1692.46,1727.0,1727.0,1692.46,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,49.1,0.4853,49.4,0.0181
2025-07-28,3454.0,3391.83,0.05,0.71,0.0,0.0,0.0,1695.91,1727.0,1727.0,1695.91,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0181
2025-07-29,3454.0,3695.78,0.05,0.73,0.0,0.0,0.0,1847.89,1727.0,1727.0,1847.89,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,47.13,0.4861,51.36,0.0181
2025-07-30,3454.0,3799.4,0.05,0.7,0.0,0.0,0.0,1899.7,1727.0,1727.0,1899.7,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,49.24,0.4851,49.24,0.0181
2025-07-31,3454.0,3557.62,0.05,0.47,0.0,0.0,0.0,1778.81,1727.0,1727.0,1778.81,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,47.63,0.4858,50.87,0.0181
2025-08-01,3454.0,3454.0,0.05,0.43,0.0,0.0,0.0,1727.0,1727.0,1727.0,1727.0,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,48.52,0.4854,49.98,0.0181
2025-08-04,3454.0,3419.46,0.05,0.4,0.0,0.0,0.0,1709.73,1727.0,1727.0,1709.73,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,49.25,0.4854,49.25,0.0181
2025-08-05,3454.0,3260.58,0.05,0.39,0.0,0.0,0.0,1630.29,1727.0,1727.0,1630.29,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,49.26,0.4856,49.26,0.0181
2025-08-06,3454.0,3371.1,0.05,0.37,0.0,0.0,0.0,1685.55,1727.0,1727.0,1685.55,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,48.43,0.4854,50.07,0.0181
2025-08-07,3454.0,3471.27,0.05,0.36,0.0,0.0,0.0,1735.64,1727.0,1727.0,1735.64,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,48.53,0.4854,49.97,0.0181
2025-08-08,3454.0,3191.5,0.05,0.36,0.0,0.0,0.0,1595.75,1727.0,1727.0,1595.75,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,47.18,0.4862,51.32,0.0181
2025-08-11,3454.0,3343.47,0.05,0.35,0.0,0.0,0.0,1671.74,1727.0,1727.0,1671.74,,,,,,,,,,,,0.0,,100.0,0.9,0.0,0.0,0.0,100.0,48.1,0.4855,50.39,0.0181
2025-08-12,3454.0,3343.47,0.05,0.35,0.0,0.0,0.0,1671.74,1727.0,1727.0,1671.74,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-13,3454.0,3343.47,0.05,0.41,0.0,0.0,0.0,1671.74,1727.0,1727.0,1671.74,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-14,3454.0,3343.47,0.05,0.41,0.0,0.0,0.0,1671.74,1727.0,1727.0,1671.74,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-15,3454.0,3343.47,0.05,0.42,0.0,0.0,0.0,1671.74,1727.0,1727.0,1671.74,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-18,3454.0,3343.47,0.05,0.42,0.0,0.0,0.0,1671.74,1727.0,1727.0,1671.74,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-19,3454.0,3371.1,0.05,0.42,0.0,0.0,0.0,1685.55,1727.0,1727.0,1685.55,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.04,0.4853,49.45,0.0147
2025-08-20,3454.0,3357.29,0.05,0.43,0.0,0.0,0.0,1678.64,1727.0,1727.0,1678.64,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.15,0.4853,49.35,0.0147
2025-08-21,3454.0,3357.29,0.05,0.43,0.0,0.0,0.0,1678.64,1727.0,1727.0,1678.64,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-22,3454.0,3350.38,0.05,0.43,0.0,0.0,0.0,1675.19,1727.0,1727.0,1675.19,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.2,0.4853,49.3,0.0147
2025-08-25,3454.0,3350.38,0.05,0.43,0.0,0.0,0.0,1675.19,1727.0,1727.0,1675.19,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
2025-08-26,3454.0,3246.76,0.05,0.44,0.0,0.0,0.0,1623.38,1727.0,1727.0,1623.38,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,48.47,0.4854,50.02,0.0147
2025-08-27,3454.0,3281.3,0.05,0.42,0.0,0.0,0.0,1640.65,1727.0,1727.0,1640.65,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,48.99,0.4853,49.51,0.0147
2025-08-28,3454.0,3281.3,0.05,0.42,0.0,0.0,0.0,1640.65,1727.0,1727.0,1640.65,,,,,,,,,,,,0.0,,100.0,0.73,0.0,0.0,0.0,100.0,49.25,0.4853,49.25,0.0147
