,ALAGP FP Equity_DX_SI_QTY,ALAGP FP Equity_DX_SHORT_INTEREST_VALUE,ALAGP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAGP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAGP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAGP FP Equity_DX_SI_MV,ALAGP FP Equity_DX_DSS,ALAGP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAGP FP Equity_DX_SUPPLY_SI_QTY,ALAGP FP Equity_DX_BROKER_SI_QTY,ALAGP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAGP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALAGP FP Equity_DX_BROKER_SI_MV_INC_x,ALAGP FP Equity_DX_BROKER_SI_QTY_ADD,ALAGP FP Equity_DX_SUPPLY_SI_MV_DEC,ALAGP FP Equity_DX_BROKER_SI_QTY_INC,ALAGP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAGP FP Equity_DX_BROKER_SI_MV_INC_y,ALAGP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALAGP FP Equity_DX_BROKER_SI_MV_ADD,ALAGP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAGP FP Equity_DX_BROKER_SI_QTY_DEC,ALAGP FP Equity_DX_SUPPLY_SI_MV,ALAGP FP Equity_DX_BROKER_SI_MV_DEC,ALAGP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAGP FP Equity_DX_UTILIZATION_QUANTITY,ALAGP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAGP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAGP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAGP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAGP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALAGP FP Equity_DX_BROKER_SI_CON_RATIO,ALAGP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAGP FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-05-03,20000.0,108000.0,0.74,4.65,0.57,0.11,0.0,54000.0,10000.0,10000.0,54000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-04,20000.0,106800.0,0.74,4.66,0.57,0.11,0.0,53400.0,10000.0,10000.0,53400.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-05,20000.0,105200.0,0.74,4.63,0.57,0.11,0.0,52600.0,10000.0,10000.0,52600.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-08,20000.0,105600.0,0.74,4.65,0.57,0.11,0.0,52800.0,10000.0,10000.0,52800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-09,20000.0,103200.0,0.74,4.54,0.57,0.11,0.0,51600.0,10000.0,10000.0,51600.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-10,20000.0,102400.0,0.74,4.42,0.57,0.1,0.0,51200.0,10000.0,10000.0,51200.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-11,20000.0,103600.0,0.74,4.39,0.57,0.1,0.0,51800.0,10000.0,10000.0,51800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-12,20000.0,106000.0,0.74,4.38,0.57,0.1,0.0,53000.0,10000.0,10000.0,53000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-15,20000.0,107200.0,0.74,4.32,0.57,0.11,0.0,53600.0,10000.0,10000.0,53600.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-16,20000.0,105600.0,0.74,4.32,0.57,0.11,0.0,52800.0,10000.0,10000.0,52800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-17,20000.0,104000.0,0.74,4.29,0.57,0.11,0.0,52000.0,10000.0,10000.0,52000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-18,20000.0,105600.0,0.74,4.7,0.57,0.1,0.0,52800.0,10000.0,10000.0,52800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-19,20000.0,105600.0,0.74,4.78,0.57,0.11,0.0,52800.0,10000.0,10000.0,52800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-22,20000.0,102000.0,0.74,4.81,0.57,0.11,0.0,51000.0,10000.0,10000.0,51000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,49.96,0.5,50.04,0.1817
2023-05-23,20000.0,94600.0,0.74,4.54,0.57,0.1,0.0,47300.0,10000.0,10000.0,47300.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-24,20000.0,92000.0,0.74,4.27,0.57,0.09,0.0,46000.0,10000.0,10000.0,46000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-25,20000.0,90400.0,0.74,4.16,0.57,0.09,0.0,45200.0,10000.0,10000.0,45200.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-26,20000.0,91000.0,0.74,4.79,0.57,0.09,0.0,45500.0,10000.0,10000.0,45500.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-29,20000.0,89800.0,0.74,4.99,0.57,0.09,0.0,44900.0,10000.0,10000.0,44900.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.1817
2023-05-30,20000.0,88600.0,0.74,5.17,0.57,0.09,0.0,44300.0,10000.0,10000.0,44300.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-05-31,20000.0,90000.0,0.74,5.17,0.57,0.09,0.0,45000.0,10000.0,10000.0,45000.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-01,20000.0,88800.0,0.73,5.26,0.56,0.09,0.0,44400.0,10000.0,10000.0,44400.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-02,20000.0,90000.0,0.73,5.21,0.56,0.09,0.0,45000.0,10000.0,10000.0,45000.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-05,20000.0,90200.0,0.73,5.06,0.56,0.09,0.0,45100.0,10000.0,10000.0,45100.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-06,20000.0,91200.0,0.73,5.15,0.56,0.09,0.0,45600.0,10000.0,10000.0,45600.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-07,20000.0,96000.0,0.73,5.14,0.56,0.09,0.0,48000.0,10000.0,10000.0,48000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-08,20000.0,97000.0,0.73,5.09,0.56,0.09,0.0,48500.0,10000.0,10000.0,48500.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,48.76,0.5003,51.24,0.1817
2023-06-09,20000.0,110000.0,0.73,5.06,0.56,0.1,0.0,55000.0,10000.0,10000.0,55000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-12,20000.0,109600.0,0.73,4.74,0.56,0.11,0.0,54800.0,10000.0,10000.0,54800.0,,,,,,,,,,,,0.06,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-13,20000.0,109600.0,0.73,4.81,0.56,0.11,0.0,54800.0,10000.0,10000.0,54800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-14,20000.0,104800.0,0.73,4.65,0.56,0.11,0.0,52400.0,10000.0,10000.0,52400.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-15,20000.0,104000.0,0.73,4.61,0.56,0.1,0.0,52000.0,10000.0,10000.0,52000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-16,20000.0,98000.0,0.73,4.69,0.56,0.1,0.0,49000.0,10000.0,10000.0,49000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-19,20000.0,96000.0,0.73,4.39,0.56,0.1,0.0,48000.0,10000.0,10000.0,48000.0,,,,,,,,,,,,0.05,,100.0,9.07,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1815
2023-06-20,20000.0,95000.0,0.73,4.29,0.56,0.1,0.0,47500.0,10000.0,10000.0,47500.0,,,,,,,,,,,,0.05,,100.0,9.07,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1815
2023-06-21,20000.0,95000.0,0.73,4.27,0.56,0.1,0.0,47500.0,10000.0,10000.0,47500.0,,,,,,,,,,,,0.05,,100.0,9.07,0.0,0.0,0.0,100.0,49.88,0.5,50.12,0.1815
2023-06-22,20000.0,94000.0,0.73,4.1,0.56,0.1,0.0,47000.0,10000.0,10000.0,47000.0,,,,,,,,,,,,0.05,,100.0,9.07,0.0,0.0,0.0,100.0,49.86,0.5,50.14,0.1815
2023-06-23,20000.0,91600.0,0.73,4.1,0.56,0.09,0.0,45800.0,10000.0,10000.0,45800.0,,,,,,,,,,,,0.05,,100.0,9.07,0.0,0.0,0.0,100.0,49.52,0.5,50.48,0.1815
2023-06-26,20000.0,93800.0,0.73,4.07,0.56,0.09,0.0,46900.0,10000.0,10000.0,46900.0,,,,,,,,,,,,0.05,,100.0,9.07,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1815
2023-06-27,20000.0,92800.0,0.73,4.1,0.56,0.09,0.0,46400.0,10000.0,10000.0,46400.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-28,20000.0,93800.0,0.73,4.14,0.56,0.09,0.0,46900.0,10000.0,10000.0,46900.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-06-29,20000.0,90800.0,0.73,4.18,0.56,0.09,0.0,45400.0,10000.0,10000.0,45400.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,49.19,0.5001,50.81,0.1817
2023-06-30,20000.0,91800.0,0.73,4.01,0.56,0.09,0.0,45900.0,10000.0,10000.0,45900.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-03,20000.0,95200.0,0.73,4.02,0.56,0.09,0.0,47600.0,10000.0,10000.0,47600.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-04,20000.0,90000.0,0.73,4.21,0.56,0.09,0.0,45000.0,10000.0,10000.0,45000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,48.6,0.5004,51.4,0.1817
2023-07-05,20000.0,90200.0,0.73,4.08,0.56,0.09,0.0,45100.0,10000.0,10000.0,45100.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-06,20000.0,89000.0,0.73,4.3,0.56,0.09,0.0,44500.0,10000.0,10000.0,44500.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-07,20000.0,89000.0,0.73,4.3,0.56,0.09,0.0,44500.0,10000.0,10000.0,44500.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-10,20000.0,90000.0,0.7,4.35,0.56,0.09,0.0,45000.0,10000.0,10000.0,45000.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-11,20000.0,89000.0,0.7,4.46,0.56,0.09,0.0,44500.0,10000.0,10000.0,44500.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-12,20000.0,92800.0,0.7,4.43,0.56,0.09,0.0,46400.0,10000.0,10000.0,46400.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-13,20000.0,89200.0,0.7,4.51,0.56,0.09,0.0,44600.0,10000.0,10000.0,44600.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-14,20000.0,92400.0,0.7,4.52,0.56,0.09,0.0,46200.0,10000.0,10000.0,46200.0,,,,,,,,,,,,0.04,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-17,20000.0,92600.0,0.7,4.71,0.56,0.09,0.0,46300.0,10000.0,10000.0,46300.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-18,20000.0,92600.0,0.7,4.82,0.56,0.09,0.0,46300.0,10000.0,10000.0,46300.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-19,20000.0,92000.0,0.7,5.02,0.56,0.09,0.0,46000.0,10000.0,10000.0,46000.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,49.84,0.5,50.16,0.1817
2023-07-20,20000.0,94400.0,0.7,5.04,0.56,0.09,0.0,47200.0,10000.0,10000.0,47200.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,49.36,0.5001,50.64,0.1817
2023-07-21,20000.0,95800.0,0.7,5.02,0.56,0.09,0.0,47900.0,10000.0,10000.0,47900.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-24,20000.0,95600.0,0.7,5.43,0.56,0.1,0.0,47800.0,10000.0,10000.0,47800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-25,20000.0,94400.0,0.7,5.62,0.56,0.1,0.0,47200.0,10000.0,10000.0,47200.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-26,20000.0,95000.0,0.7,6.06,0.56,0.09,0.0,47500.0,10000.0,10000.0,47500.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-27,20000.0,95600.0,0.7,6.15,0.56,0.1,0.0,47800.0,10000.0,10000.0,47800.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-28,20000.0,92200.0,0.7,6.11,0.56,0.1,0.0,46100.0,10000.0,10000.0,46100.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-07-31,20000.0,66200.0,0.7,6.32,0.56,0.09,0.0,33100.0,10000.0,10000.0,33100.0,,,,,,,,,,,,0.05,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-08-01,20000.0,59400.0,0.7,4.14,0.56,0.06,0.0,29700.0,10000.0,10000.0,29700.0,,,,,,,,,,,,0.03,,100.0,9.08,0.0,0.0,0.0,100.0,47.29,0.5015,52.71,0.1817
2023-08-02,20000.0,65000.0,0.7,3.07,0.56,0.06,0.0,32500.0,10000.0,10000.0,32500.0,,,,,,,,,,,,0.03,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-08-03,20000.0,63000.0,0.7,2.31,0.56,0.07,0.0,31500.0,10000.0,10000.0,31500.0,,,,,,,,,,,,0.03,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-08-04,20000.0,64800.0,0.7,2.19,0.56,0.06,0.0,32400.0,10000.0,10000.0,32400.0,,,,,,,,,,,,0.03,,100.0,9.08,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1817
2023-08-07,20000.0,64200.0,0.7,2.04,0.56,0.06,0.0,32100.0,10000.0,10000.0,32100.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-08,20000.0,64000.0,0.7,1.98,0.56,0.06,0.0,32000.0,10000.0,10000.0,32000.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-09,20000.0,63200.0,0.7,1.97,0.56,0.06,0.0,31600.0,10000.0,10000.0,31600.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-10,20000.0,63800.0,0.7,1.96,0.56,0.06,0.0,31900.0,10000.0,10000.0,31900.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-11,20000.0,63200.0,0.7,2.0,0.56,0.06,0.0,31600.0,10000.0,10000.0,31600.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-14,20000.0,63000.0,0.7,2.01,0.56,0.06,0.0,31500.0,10000.0,10000.0,31500.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-15,20000.0,64400.0,0.7,2.02,0.56,0.06,0.0,32200.0,10000.0,10000.0,32200.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-16,20000.0,64200.0,0.7,2.12,0.56,0.06,0.0,32100.0,10000.0,10000.0,32100.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-17,20000.0,64200.0,0.7,2.13,0.56,0.06,0.0,32100.0,10000.0,10000.0,32100.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-18,20000.0,65200.0,0.7,2.14,0.56,0.06,0.0,32600.0,10000.0,10000.0,32600.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-21,20000.0,63600.0,0.7,2.13,0.56,0.07,0.0,31800.0,10000.0,10000.0,31800.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-22,20000.0,65200.0,0.7,2.13,0.56,0.06,0.0,32600.0,10000.0,10000.0,32600.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-23,20000.0,64800.0,0.7,2.17,0.56,0.07,0.0,32400.0,10000.0,10000.0,32400.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-24,20000.0,64000.0,0.7,2.17,0.56,0.06,0.0,32000.0,10000.0,10000.0,32000.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-25,20000.0,63200.0,0.7,2.18,0.56,0.06,0.0,31600.0,10000.0,10000.0,31600.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-28,20000.0,60800.0,0.7,2.14,0.56,0.06,0.0,30400.0,10000.0,10000.0,30400.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-29,20000.0,60200.0,0.7,2.09,0.56,0.06,0.0,30100.0,10000.0,10000.0,30100.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-30,20000.0,61000.0,0.7,2.01,0.56,0.06,0.0,30500.0,10000.0,10000.0,30500.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-08-31,20000.0,59200.0,0.7,2.0,0.56,0.06,0.0,29600.0,10000.0,10000.0,29600.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-09-01,20000.0,62600.0,0.7,1.98,0.56,0.06,0.0,31300.0,10000.0,10000.0,31300.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-09-04,20000.0,61400.0,0.7,1.94,0.56,0.06,0.0,30700.0,10000.0,10000.0,30700.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-09-05,20000.0,60600.0,0.7,1.92,0.56,0.06,0.0,30300.0,10000.0,10000.0,30300.0,,,,,,,,,,,,0.03,,100.0,9.09,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.1818
2023-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.03,,10000.0,,,,,10000.0,0.0,0.03,0.0,0.0,110010.0,328929.9,0.33,0.0,,0.0,,0.0
2023-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,326729.7,0.33,0.0,,0.0,,0.0
2023-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,327829.8,0.33,0.0,,0.0,,0.0
2023-09-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,316828.8,0.33,0.0,,0.0,,0.0
2023-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,287126.1,0.32,0.0,,0.0,,0.0
2023-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,280525.5,0.29,0.0,,0.0,,0.0
2023-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,277225.2,0.28,0.0,,0.0,,0.0
2023-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,280525.5,0.28,0.0,,0.0,,0.0
2023-09-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,288226.2,0.28,0.0,,0.0,,0.0
2023-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,294826.8,0.29,0.0,,0.0,,0.0
2023-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,298127.1,0.29,0.0,,0.0,,0.0
2023-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,294826.8,0.3,0.0,,0.0,,0.0
2023-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,228820.8,0.29,0.0,,0.0,,0.0
2023-09-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,211219.2,0.23,0.0,,0.0,,0.0
2023-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,183166.65,0.21,0.0,,0.0,,0.0
2023-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,155664.15,0.18,0.0,,0.0,,0.0
2023-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,187017.0,0.16,0.0,,0.0,,0.0
2023-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,205718.7,0.19,0.0,,0.0,,0.0
2023-10-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,198018.0,0.21,0.0,,0.0,,0.0
2023-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,183166.65,0.2,0.0,,0.0,,0.0
2023-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,110010.0,181516.5,0.18,0.0,,0.0,,0.0
2023-10-05,110.0,180.95,0.0,0.01,0.0,0.0,0.0,90.48,55.0,55.0,90.48,,,55.0,,,,,,0.0,55.0,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-10-06,110.0,176.0,0.0,0.01,0.0,0.0,0.0,88.0,55.0,55.0,88.0,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-10-09,110.0,167.2,0.0,0.01,0.0,0.0,0.0,83.6,55.0,55.0,83.6,,,,,,,,,,,,0.0,,100.0,0.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.001
2023-10-10,544.0,935.68,0.02,0.07,0.02,0.0,0.0,467.84,272.0,272.0,467.84,217.0,0.0,,,217.0,,0.0,217.0,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0049
2023-10-11,544.0,843.2,0.02,0.07,0.02,0.0,0.0,421.6,272.0,272.0,421.6,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,,1.0,100.0,0.0049
