,MLMAD FP Equity_DX_SI_QTY,MLMAD FP Equity_DX_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLMAD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLMAD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLMAD FP Equity_DX_SI_MV,MLMAD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLMAD FP Equity_DX_SUPPLY_SI_QTY,MLMAD FP Equity_DX_BROKER_SI_QTY,MLMAD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLMAD FP Equity_DX_SUPPLY_SI_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_UTILIZATION_QUANTITY,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLMAD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLMAD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLMAD FP Equity_DX_ACTIVE_UTILIZATION_MV,MLMAD FP Equity_DX_BROKER_SI_CON_RATIO,MLMAD FP Equity_DX_DEMAND_SUPPLY_RATIO,MLMAD FP Equity_PX_LAST
2022-05-02,,,,,,,,,,,,,,,,,,,,8.0
2022-05-03,,,,,,,,,,,,,,,,,,,,8.0
2022-05-04,,,,,,,,,,,,,,,,,,,,7.2
2022-05-05,,,,,,,,,,,,,,,,,,,,8.0
2022-05-19,,,,,,,,,,,,,,,,,,,,7.95
2022-06-10,,,,,,,,,,,,,,,,,,,,8.0
2022-06-13,,,,,,,,,,,,,,,,,,,,7.2
2022-06-14,,,,,,,,,,,,,,,,,,,,7.25
2022-06-20,,,,,,,,,,,,,,,,,,,,7.25
2022-06-24,,,,,,,,,,,,,,,,,,,,7.1
2022-07-04,,,,,,,,,,,,,,,,,,,,7.1
2022-07-05,,,,,,,,,,,,,,,,,,,,7.05
2022-07-11,,,,,,,,,,,,,,,,,,,,8.0
2022-07-12,,,,,,,,,,,,,,,,,,,,7.15
2022-08-19,,,,,,,,,,,,,,,,,,,,7.5
2022-08-23,,,,,,,,,,,,,,,,,,,,7.7
2022-08-24,,,,,,,,,,,,,,,,,,,,7.15
2022-08-25,,,,,,,,,,,,,,,,,,,,7.15
2022-08-29,,,,,,,,,,,,,,,,,,,,7.9
2022-08-30,,,,,,,,,,,,,,,,,,,,7.15
2022-08-31,,,,,,,,,,,,,,,,,,,,7.15
2022-09-21,,,,,,,,,,,,,,,,,,,,7.35
2022-09-28,,,,,,,,,,,,,,,,,,,,7.15
2022-10-07,,,,,,,,,,,,,,,,,,,,7.2
2022-10-28,,,,,,,,,,,,,,,,,,,,8.0
2022-10-31,,,,,,,,,,,,,,,,,,,,7.85
2022-11-04,,,,,,,,,,,,,,,,,,,,8.5
2022-11-08,,,,,,,,,,,,,,,,,,,,8.45
2022-11-09,,,,,,,,,,,,,,,,,,,,8.45
2022-11-10,,,,,,,,,,,,,,,,,,,,7.95
2022-11-11,,,,,,,,,,,,,,,,,,,,8.0
2022-11-14,,,,,,,,,,,,,,,,,,,,8.5
2022-11-16,,,,,,,,,,,,,,,,,,,,8.5
2022-11-21,,,,,,,,,,,,,,,,,,,,9.5
2022-11-22,,,,,,,,,,,,,,,,,,,,9.4
2022-11-24,,,,,,,,,,,,,,,,,,,,9.4
2022-11-28,,,,,,,,,,,,,,,,,,,,9.4
2022-11-29,,,,,,,,,,,,,,,,,,,,8.2
2022-11-30,,,,,,,,,,,,,,,,,,,,9.2
2022-12-01,,,,,,,,,,,,,,,,,,,,9.2
2022-12-02,,,,,,,,,,,,,,,,,,,,9.2
2022-12-05,,,,,,,,,,,,,,,,,,,,9.2
2022-12-06,,,,,,,,,,,,,,,,,,,,9.2
2022-12-07,,,,,,,,,,,,,,,,,,,,9.2
2022-12-08,,,,,,,,,,,,,,,,,,,,9.4
2022-12-09,,,,,,,,,,,,,,,,,,,,9.4
2022-12-12,,,,,,,,,,,,,,,,,,,,9.4
2022-12-13,,,,,,,,,,,,,,,,,,,,9.4
2022-12-14,,,,,,,,,,,,,,,,,,,,9.4
2022-12-15,,,,,,,,,,,,,,,,,,,,9.4
2022-12-16,,,,,,,,,,,,,,,,,,,,9.4
2022-12-19,,,,,,,,,,,,,,,,,,,,9.5
2022-12-20,,,,,,,,,,,,,,,,,,,,9.5
2022-12-21,,,,,,,,,,,,,,,,,,,,9.4
2022-12-22,,,,,,,,,,,,,,,,,,,,9.4
2022-12-23,,,,,,,,,,,,,,,,,,,,9.4
2022-12-27,,,,,,,,,,,,,,,,,,,,9.4
2022-12-28,,,,,,,,,,,,,,,,,,,,9.4
2022-12-29,,,,,,,,,,,,,,,,,,,,8.45
2022-12-30,,,,,,,,,,,,,,,,,,,,9.2
2023-01-02,,,,,,,,,,,,,,,,,,,,9.2
2023-01-03,,,,,,,,,,,,,,,,,,,,8.45
2023-01-04,,,,,,,,,,,,,,,,,,,,8.45
2023-01-05,,,,,,,,,,,,,,,,,,,,8.45
2023-01-06,,,,,,,,,,,,,,,,,,,,8.45
2023-01-09,,,,,,,,,,,,,,,,,,,,9.15
2023-01-10,,,,,,,,,,,,,,,,,,,,9.15
2023-01-11,,,,,,,,,,,,,,,,,,,,8.85
2023-01-12,,,,,,,,,,,,,,,,,,,,9.1
2023-01-13,,,,,,,,,,,,,,,,,,,,9.1
2023-01-16,,,,,,,,,,,,,,,,,,,,9.1
2023-01-17,,,,,,,,,,,,,,,,,,,,9.1
2023-01-18,,,,,,,,,,,,,,,,,,,,9.1
2023-01-19,,,,,,,,,,,,,,,,,,,,9.1
2023-01-20,,,,,,,,,,,,,,,,,,,,9.1
2023-01-23,,,,,,,,,,,,,,,,,,,,9.1
2023-01-24,,,,,,,,,,,,,,,,,,,,9.1
2023-01-25,,,,,,,,,,,,,,,,,,,,9.0
2023-01-26,,,,,,,,,,,,,,,,,,,,8.9
2023-01-27,,,,,,,,,,,,,,,,,,,,8.9
2023-01-30,,,,,,,,,,,,,,,,,,,,8.5
2023-01-31,,,,,,,,,,,,,,,,,,,,8.55
2023-02-01,,,,,,,,,,,,,,,,,,,,9.0
2023-02-02,,,,,,,,,,,,,,,,,,,,9.45
2023-02-03,,,,,,,,,,,,,,,,,,,,8.7
2023-02-06,,,,,,,,,,,,,,,,,,,,9.15
2023-02-07,,,,,,,,,,,,,,,,,,,,8.65
2023-02-08,,,,,,,,,,,,,,,,,,,,8.95
2023-02-09,,,,,,,,,,,,,,,,,,,,8.95
2023-02-10,,,,,,,,,,,,,,,,,,,,8.95
2023-02-13,,,,,,,,,,,,,,,,,,,,8.95
2023-02-14,,,,,,,,,,,,,,,,,,,,8.95
2023-02-15,,,,,,,,,,,,,,,,,,,,8.95
2023-02-16,,,,,,,,,,,,,,,,,,,,8.95
2023-02-17,,,,,,,,,,,,,,,,,,,,8.95
2023-02-20,,,,,,,,,,,,,,,,,,,,8.0
2023-02-21,,,,,,,,,,,,,,,,,,,,8.0
2023-02-22,,,,,,,,,,,,,,,,,,,,8.0
2023-02-23,,,,,,,,,,,,,,,,,,,,8.0
2023-02-24,,,,,,,,,,,,,,,,,,,,8.45
2023-02-27,,,,,,,,,,,,,,,,,,,,8.95
2023-02-28,,,,,,,,,,,,,,,,,,,,8.95
2023-03-01,,,,,,,,,,,,,,,,,,,,8.95
2023-03-02,,,,,,,,,,,,,,,,,,,,8.95
2023-03-03,,,,,,,,,,,,,,,,,,,,8.95
2023-03-06,,,,,,,,,,,,,,,,,,,,8.95
2023-03-07,,,,,,,,,,,,,,,,,,,,8.95
2023-03-08,,,,,,,,,,,,,,,,,,,,8.95
2023-03-09,,,,,,,,,,,,,,,,,,,,8.95
2023-03-10,,,,,,,,,,,,,,,,,,,,8.95
2023-03-13,,,,,,,,,,,,,,,,,,,,8.95
2023-03-14,,,,,,,,,,,,,,,,,,,,8.95
2023-03-15,,,,,,,,,,,,,,,,,,,,8.15
2023-03-16,,,,,,,,,,,,,,,,,,,,8.15
2023-03-17,,,,,,,,,,,,,,,,,,,,8.15
2023-03-20,,,,,,,,,,,,,,,,,,,,7.9
2023-03-21,,,,,,,,,,,,,,,,,,,,7.9
2023-03-22,,,,,,,,,,,,,,,,,,,,7.9
2023-03-23,,,,,,,,,,,,,,,,,,,,8.25
2023-03-24,,,,,,,,,,,,,,,,,,,,7.9
2023-03-27,,,,,,,,,,,,,,,,,,,,7.9
2023-03-28,,,,,,,,,,,,,,,,,,,,8.75
2023-03-29,,,,,,,,,,,,,,,,,,,,8.75
2023-03-30,,,,,,,,,,,,,,,,,,,,8.75
2023-03-31,,,,,,,,,,,,,,,,,,,,8.75
2023-04-03,,,,,,,,,,,,,,,,,,,,8.75
2023-04-04,,,,,,,,,,,,,,,,,,,,8.75
2023-04-05,,,,,,,,,,,,,,,,,,,,8.75
2023-04-06,,,,,,,,,,,,,,,,,,,,8.75
2023-04-11,,,,,,,,,,,,,,,,,,,,8.95
2023-04-12,,,,,,,,,,,,,,,,,,,,8.95
2023-04-13,,,,,,,,,,,,,,,,,,,,8.95
2023-04-14,,,,,,,,,,,,,,,,,,,,8.95
2023-04-17,,,,,,,,,,,,,,,,,,,,8.75
2023-04-18,,,,,,,,,,,,,,,,,,,,8.75
2023-04-19,,,,,,,,,,,,,,,,,,,,8.75
2023-04-20,,,,,,,,,,,,,,,,,,,,8.75
2023-04-21,,,,,,,,,,,,,,,,,,,,8.75
2023-04-24,,,,,,,,,,,,,,,,,,,,8.9
2023-04-25,,,,,,,,,,,,,,,,,,,,8.85
2023-04-26,,,,,,,,,,,,,,,,,,,,8.85
2023-04-27,,,,,,,,,,,,,,,,,,,,8.85
2023-04-28,,,,,,,,,,,,,,,,,,,,8.85
2023-05-02,,,,,,,,,,,,,,,,,,,,8.85
2023-05-03,,,,,,,,,,,,,,,,,,,,8.85
2023-05-04,,,,,,,,,,,,,,,,,,,,8.85
2023-05-05,,,,,,,,,,,,,,,,,,,,8.85
2023-05-08,,,,,,,,,,,,,,,,,,,,8.1
2023-05-09,,,,,,,,,,,,,,,,,,,,8.1
2023-05-10,,,,,,,,,,,,,,,,,,,,8.1
2023-05-11,,,,,,,,,,,,,,,,,,,,8.1
2023-05-12,,,,,,,,,,,,,,,,,,,,8.75
2023-05-15,,,,,,,,,,,,,,,,,,,,8.8
2023-05-16,,,,,,,,,,,,,,,,,,,,8.85
2023-05-17,,,,,,,,,,,,,,,,,,,,8.85
2023-05-18,,,,,,,,,,,,,,,,,,,,8.85
2023-05-19,,,,,,,,,,,,,,,,,,,,8.9
2023-05-22,,,,,,,,,,,,,,,,,,,,8.9
2023-05-23,,,,,,,,,,,,,,,,,,,,8.55
2023-05-24,,,,,,,,,,,,,,,,,,,,8.55
2023-05-25,,,,,,,,,,,,,,,,,,,,8.55
2023-05-26,,,,,,,,,,,,,,,,,,,,8.55
2023-05-29,,,,,,,,,,,,,,,,,,,,8.55
2023-05-30,,,,,,,,,,,,,,,,,,,,8.55
2023-05-31,,,,,,,,,,,,,,,,,,,,8.55
2023-06-01,,,,,,,,,,,,,,,,,,,,8.55
2023-06-02,,,,,,,,,,,,,,,,,,,,8.55
2023-06-05,,,,,,,,,,,,,,,,,,,,8.55
2023-06-06,,,,,,,,,,,,,,,,,,,,8.55
2023-06-07,,,,,,,,,,,,,,,,,,,,8.55
2023-06-08,,,,,,,,,,,,,,,,,,,,8.55
2023-06-09,,,,,,,,,,,,,,,,,,,,8.55
2023-06-12,,,,,,,,,,,,,,,,,,,,8.55
2023-06-13,,,,,,,,,,,,,,,,,,,,8.55
2023-06-14,,,,,,,,,,,,,,,,,,,,8.55
2023-06-15,,,,,,,,,,,,,,,,,,,,8.55
2023-06-16,,,,,,,,,,,,,,,,,,,,8.55
2023-06-19,,,,,,,,,,,,,,,,,,,,8.55
2023-06-20,,,,,,,,,,,,,,,,,,,,8.55
2023-06-21,,,,,,,,,,,,,,,,,,,,8.55
2023-06-22,,,,,,,,,,,,,,,,,,,,8.55
2023-06-23,,,,,,,,,,,,,,,,,,,,8.55
2023-06-26,,,,,,,,,,,,,,,,,,,,7.6
2023-06-27,,,,,,,,,,,,,,,,,,,,7.6
2023-06-28,,,,,,,,,,,,,,,,,,,,7.6
2023-06-29,,,,,,,,,,,,,,,,,,,,7.6
2023-06-30,,,,,,,,,,,,,,,,,,,,7.6
2023-07-03,,,,,,,,,,,,,,,,,,,,7.6
2023-07-04,,,,,,,,,,,,,,,,,,,,8.9
2023-07-05,,,,,,,,,,,,,,,,,,,,8.9
2023-07-06,,,,,,,,,,,,,,,,,,,,8.05
2023-07-07,,,,,,,,,,,,,,,,,,,,8.05
2023-07-10,,,,,,,,,,,,,,,,,,,,8.85
2023-07-11,,,,,,,,,,,,,,,,,,,,8.85
2023-07-12,,,,,,,,,,,,,,,,,,,,8.85
2023-07-13,,,,,,,,,,,,,,,,,,,,8.85
2023-07-14,,,,,,,,,,,,,,,,,,,,8.85
2023-07-17,,,,,,,,,,,,,,,,,,,,8.85
2023-07-18,,,,,,,,,,,,,,,,,,,,8.85
2023-07-19,,,,,,,,,,,,,,,,,,,,8.85
2023-07-20,,,,,,,,,,,,,,,,,,,,8.85
2023-07-21,,,,,,,,,,,,,,,,,,,,8.85
2023-07-24,,,,,,,,,,,,,,,,,,,,8.85
2023-07-25,,,,,,,,,,,,,,,,,,,,8.85
2023-07-26,,,,,,,,,,,,,,,,,,,,8.85
2023-07-27,,,,,,,,,,,,,,,,,,,,8.85
2023-07-28,,,,,,,,,,,,,,,,,,,,8.85
2023-07-31,,,,,,,,,,,,,,,,,,,,8.85
2023-08-01,,,,,,,,,,,,,,,,,,,,8.85
2023-08-02,,,,,,,,,,,,,,,,,,,,8.85
2023-08-03,,,,,,,,,,,,,,,,,,,,7.85
2023-08-04,,,,,,,,,,,,,,,,,,,,7.85
2023-08-07,,,,,,,,,,,,,,,,,,,,7.85
2023-08-08,,,,,,,,,,,,,,,,,,,,7.85
2023-08-09,,,,,,,,,,,,,,,,,,,,7.85
2023-08-10,,,,,,,,,,,,,,,,,,,,7.65
2023-08-11,,,,,,,,,,,,,,,,,,,,8.85
2023-08-14,,,,,,,,,,,,,,,,,,,,8.85
2023-08-15,,,,,,,,,,,,,,,,,,,,8.85
2023-08-16,,,,,,,,,,,,,,,,,,,,8.85
2023-08-17,,,,,,,,,,,,,,,,,,,,8.85
2023-08-18,,,,,,,,,,,,,,,,,,,,8.85
2023-08-21,,,,,,,,,,,,,,,,,,,,8.85
2023-08-22,,,,,,,,,,,,,,,,,,,,8.85
2023-08-23,,,,,,,,,,,,,,,,,,,,8.85
2023-08-24,,,,,,,,,,,,,,,,,,,,7.85
2023-08-25,,,,,,,,,,,,,,,,,,,,7.85
2023-08-28,,,,,,,,,,,,,,,,,,,,7.9
2023-08-29,,,,,,,,,,,,,,,,,,,,8.0
2023-08-30,,,,,,,,,,,,,,,,,,,,8.0
2023-08-31,,,,,,,,,,,,,,,,,,,,8.0
2023-09-01,,,,,,,,,,,,,,,,,,,,8.0
2023-09-04,,,,,,,,,,,,,,,,,,,,7.75
2023-09-05,,,,,,,,,,,,,,,,,,,,7.65
2023-09-06,,,,,,,,,,,,,,,,,,,,7.7
2023-09-07,,,,,,,,,,,,,,,,,,,,7.7
2023-09-08,,,,,,,,,,,,,,,,,,,,7.7
2023-09-11,,,,,,,,,,,,,,,,,,,,7.7
2023-09-12,,,,,,,,,,,,,,,,,,,,7.7
2023-09-13,,,,,,,,,,,,,,,,,,,,7.7
2023-09-14,,,,,,,,,,,,,,,,,,,,7.7
2023-09-15,,,,,,,,,,,,,,,,,,,,7.7
2023-09-18,,,,,,,,,,,,,,,,,,,,7.6
2023-09-19,,,,,,,,,,,,,,,,,,,,7.8
2023-09-20,,,,,,,,,,,,,,,,,,,,8.0
2023-09-21,,,,,,,,,,,,,,,,,,,,8.0
2023-09-22,,,,,,,,,,,,,,,,,,,,8.0
2023-09-25,,,,,,,,,,,,,,,,,,,,8.0
2023-09-26,,,,,,,,,,,,,,,,,,,,7.6
2023-09-27,,,,,,,,,,,,,,,,,,,,7.6
2023-09-28,,,,,,,,,,,,,,,,,,,,7.6
2023-09-29,,,,,,,,,,,,,,,,,,,,7.6
2023-10-02,,,,,,,,,,,,,,,,,,,,7.6
2023-10-03,,,,,,,,,,,,,,,,,,,,7.6
2023-10-04,,,,,,,,,,,,,,,,,,,,8.8
2023-10-05,,,,,,,,,,,,,,,,,,,,8.8
2023-10-06,,,,,,,,,,,,,,,,,,,,8.8
2023-10-09,,,,,,,,,,,,,,,,,,,,8.7
2023-10-10,,,,,,,,,,,,,,,,,,,,8.7
2023-10-11,,,,,,,,,,,,,,,,,,,,8.65
2023-10-12,,,,,,,,,,,,,,,,,,,,8.65
2023-10-13,,,,,,,,,,,,,,,,,,,,8.65
2023-10-16,,,,,,,,,,,,,,,,,,,,8.65
2023-10-17,,,,,,,,,,,,,,,,,,,,8.65
2023-10-18,,,,,,,,,,,,,,,,,,,,8.65
2023-10-19,,,,,,,,,,,,,,,,,,,,8.65
2023-10-20,,,,,,,,,,,,,,,,,,,,8.65
2023-10-23,,,,,,,,,,,,,,,,,,,,7.65
2023-10-24,,,,,,,,,,,,,,,,,,,,7.65
2023-10-25,,,,,,,,,,,,,,,,,,,,8.65
2023-10-26,,,,,,,,,,,,,,,,,,,,7.65
2023-10-27,,,,,,,,,,,,,,,,,,,,8.7
2023-10-30,,,,,,,,,,,,,,,,,,,,8.7
2023-10-31,,,,,,,,,,,,,,,,,,,,8.7
2023-11-01,,,,,,,,,,,,,,,,,,,,8.7
2023-11-02,,,,,,,,,,,,,,,,,,,,8.7
2023-11-03,,,,,,,,,,,,,,,,,,,,8.7
2023-11-06,,,,,,,,,,,,,,,,,,,,8.5
2023-11-07,,,,,,,,,,,,,,,,,,,,8.5
2023-11-08,,,,,,,,,,,,,,,,,,,,8.5
2023-11-09,,,,,,,,,,,,,,,,,,,,8.5
2023-11-10,,,,,,,,,,,,,,,,,,,,8.5
2023-11-13,,,,,,,,,,,,,,,,,,,,8.5
2023-11-14,,,,,,,,,,,,,,,,,,,,8.5
2023-11-15,,,,,,,,,,,,,,,,,,,,8.5
2023-11-16,,,,,,,,,,,,,,,,,,,,8.5
2023-11-17,,,,,,,,,,,,,,,,,,,,8.5
2023-11-20,,,,,,,,,,,,,,,,,,,,8.0
2023-11-21,,,,,,,,,,,,,,,,,,,,8.0
2023-11-22,,,,,,,,,,,,,,,,,,,,7.6
2023-11-23,,,,,,,,,,,,,,,,,,,,7.6
2023-11-24,,,,,,,,,,,,,,,,,,,,7.6
2023-11-27,,,,,,,,,,,,,,,,,,,,7.6
2023-11-28,,,,,,,,,,,,,,,,,,,,8.0
2023-11-29,,,,,,,,,,,,,,,,,,,,8.0
2023-11-30,,,,,,,,,,,,,,,,,,,,8.0
2023-12-01,,,,,,,,,,,,,,,,,,,,7.2
2023-12-04,,,,,,,,,,,,,,,,,,,,7.3
2023-12-05,,,,,,,,,,,,,,,,,,,,7.5
2023-12-06,,,,,,,,,,,,,,,,,,,,7.5
2023-12-07,,,,,,,,,,,,,,,,,,,,7.5
2023-12-08,,,,,,,,,,,,,,,,,,,,7.5
2023-12-11,,,,,,,,,,,,,,,,,,,,7.5
2023-12-12,,,,,,,,,,,,,,,,,,,,7.5
2023-12-13,,,,,,,,,,,,,,,,,,,,7.5
2023-12-14,,,,,,,,,,,,,,,,,,,,7.5
2023-12-15,,,,,,,,,,,,,,,,,,,,7.0
2023-12-18,,,,,,,,,,,,,,,,,,,,7.5
2023-12-19,,,,,,,,,,,,,,,,,,,,7.5
2023-12-20,,,,,,,,,,,,,,,,,,,,7.5
2023-12-21,,,,,,,,,,,,,,,,,,,,7.0
2023-12-22,,,,,,,,,,,,,,,,,,,,7.0
2023-12-27,,,,,,,,,,,,,,,,,,,,7.0
2023-12-28,,,,,,,,,,,,,,,,,,,,7.0
2023-12-29,,,,,,,,,,,,,,,,,,,,7.0
2024-01-02,,,,,,,,,,,,,,,,,,,,7.0
2024-01-03,,,,,,,,,,,,,,,,,,,,7.0
2024-01-04,,,,,,,,,,,,,,,,,,,,8.3
2024-01-05,,,,,,,,,,,,,,,,,,,,8.3
2024-01-08,,,,,,,,,,,,,,,,,,,,7.95
2024-01-09,,,,,,,,,,,,,,,,,,,,7.5
2024-01-10,,,,,,,,,,,,,,,,,,,,7.05
2024-01-11,,,,,,,,,,,,,,,,,,,,7.5
2024-01-12,,,,,,,,,,,,,,,,,,,,7.6
2024-01-15,,,,,,,,,,,,,,,,,,,,8.3
2024-01-16,,,,,,,,,,,,,,,,,,,,8.25
2024-01-17,,,,,,,,,,,,,,,,,,,,8.25
2024-01-18,,,,,,,,,,,,,,,,,,,,8.25
2024-01-19,,,,,,,,,,,,,,,,,,,,7.5
2024-01-22,,,,,,,,,,,,,,,,,,,,7.4
2024-01-23,,,,,,,,,,,,,,,,,,,,7.05
2024-01-24,,,,,,,,,,,,,,,,,,,,7.5
2024-01-25,,,,,,,,,,,,,,,,,,,,7.1
2024-01-26,,,,,,,,,,,,,,,,,,,,6.8
2024-01-29,,,,,,,,,,,,,,,,,,,,6.7
2024-01-30,,,,,,,,,,,,,,,,,,,,6.8
2024-01-31,,,,,,,,,,,,,,,,,,,,7.1
2024-02-01,,,,,,,,,,,,,,,,,,,,6.5
2024-02-02,,,,,,,,,,,,,,,,,,,,6.7
2024-02-05,,,,,,,,,,,,,,,,,,,,7.5
2024-02-06,,,,,,,,,,,,,,,,,,,,6.6
2024-02-07,,,,,,,,,,,,,,,,,,,,6.9
2024-02-08,,,,,,,,,,,,,,,,,,,,7.5
2024-02-09,,,,,,,,,,,,,,,,,,,,7.4
2024-02-12,,,,,,,,,,,,,,,,,,,,7.4
2024-02-13,,,,,,,,,,,,,,,,,,,,7.2
2024-02-14,,,,,,,,,,,,,,,,,,,,7.0
2024-02-15,,,,,,,,,,,,,,,,,,,,7.0
2024-02-16,,,,,,,,,,,,,,,,,,,,7.0
2024-02-19,,,,,,,,,,,,,,,,,,,,7.0
2024-02-20,,,,,,,,,,,,,,,,,,,,7.1
2024-02-21,,,,,,,,,,,,,,,,,,,,7.0
2024-02-22,,,,,,,,,,,,,,,,,,,,7.0
2024-02-23,,,,,,,,,,,,,,,,,,,,7.0
2024-02-26,,,,,,,,,,,,,,,,,,,,7.0
2024-02-27,,,,,,,,,,,,,,,,,,,,7.05
2024-02-28,,,,,,,,,,,,,,,,,,,,7.05
2024-02-29,,,,,,,,,,,,,,,,,,,,7.05
2024-03-01,,,,,,,,,,,,,,,,,,,,7.4
2024-03-04,,,,,,,,,,,,,,,,,,,,7.4
2024-03-05,,,,,,,,,,,,,,,,,,,,7.5
2024-03-06,,,,,,,,,,,,,,,,,,,,6.85
2024-03-07,,,,,,,,,,,,,,,,,,,,6.85
2024-03-08,,,,,,,,,,,,,,,,,,,,6.6
2024-03-11,,,,,,,,,,,,,,,,,,,,6.6
2024-03-12,,,,,,,,,,,,,,,,,,,,7.5
2024-03-13,,,,,,,,,,,,,,,,,,,,7.5
2024-03-14,,,,,,,,,,,,,,,,,,,,7.5
2024-03-15,,,,,,,,,,,,,,,,,,,,7.5
2024-03-18,,,,,,,,,,,,,,,,,,,,7.5
2024-03-19,,,,,,,,,,,,,,,,,,,,7.5
2024-03-20,,,,,,,,,,,,,,,,,,,,7.5
2024-03-21,,,,,,,,,,,,,,,,,,,,7.75
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,6435.0,0.01,0.0,0.0,0.0,7.8
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,6435.0,0.01,0.0,0.0,0.0,7.8
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,9071.4,0.01,0.0,0.0,0.0,7.8
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,9071.4,0.01,0.0,0.0,0.0,7.8
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,8373.6,0.01,0.0,0.0,0.0,7.2
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,8373.6,0.01,0.0,0.0,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,8373.6,0.01,0.0,0.0,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,8373.6,0.01,0.0,0.0,0.0,7.2
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1163.0,8664.35,0.01,0.0,0.0,0.0,7.45
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15573.6,0.02,0.0,0.0,0.0,7.2
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15573.6,0.02,0.0,0.0,0.0,7.2
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15573.6,0.02,0.0,0.0,0.0,7.2
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,16114.35,0.02,0.0,0.0,0.0,7.45
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15789.9,0.02,0.0,0.0,0.0,7.3
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15789.9,0.02,0.0,0.0,0.0,7.3
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15789.9,0.02,0.0,0.0,0.0,7.3
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2163.0,15789.9,0.02,0.0,0.0,0.0,7.3
