,PROAC FP Equity_DX_SI_QTY,PROAC FP Equity_DX_SHORT_INTEREST_VALUE,PROAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PROAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PROAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PROAC FP Equity_DX_SI_MV,PROAC FP Equity_DX_DSS,PROAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PROAC FP Equity_DX_SUPPLY_SI_QTY,PROAC FP Equity_DX_BROKER_SI_QTY,PROAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PROAC FP Equity_DX_BROKER_SI_MV_NEW_x,PROAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PROAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,PROAC FP Equity_DX_BROKER_SI_MV_INC_x,PROAC FP Equity_DX_SUPPLY_SI_MV_NEW,PROAC FP Equity_DX_BROKER_SI_QTY_ADD,PROAC FP Equity_DX_BROKER_SI_QTY_NEW,PROAC FP Equity_DX_SUPPLY_SI_MV_DEC,PROAC FP Equity_DX_BROKER_SI_QTY_INC,PROAC FP Equity_DX_SUPPLY_SI_QTY_DEC,PROAC FP Equity_DX_BROKER_SI_MV_NEW_y,PROAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PROAC FP Equity_DX_BROKER_SI_MV_INC_y,PROAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,PROAC FP Equity_DX_BROKER_SI_MV_ADD,PROAC FP Equity_DX_SUPPLY_SI_QTY_ADD,PROAC FP Equity_DX_BROKER_SI_QTY_DEC,PROAC FP Equity_DX_SUPPLY_SI_MV,PROAC FP Equity_DX_BROKER_SI_MV_DEC,PROAC FP Equity_DX_SUPPLY_SI_MV_RMV,PROAC FP Equity_DX_BROKER_SI_MV_RMV,PROAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PROAC FP Equity_DX_UTILIZATION_QUANTITY,PROAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PROAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PROAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PROAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PROAC FP Equity_DX_ACTIVE_UTILIZATION_MV,PROAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PROAC FP Equity_DX_BROKER_SI_CON_RATIO,PROAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PROAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-21,6022.0,7166.18,0.03,0.03,0.01,0.01,0.0,6718.74,6022.0,5646.0,7166.18,,,,,,,,0.0,,12.0,,,,,,,,0.01,,,,33.66,33.66,11868.0,14122.92,,0.0,107.07,,1.0,100.0,0.3366
2006-09-22,6022.0,6985.52,0.03,0.03,0.01,0.01,0.0,6549.36,6022.0,5646.0,6985.52,,,0.0,,,,,,,,,,,0.0,,,,0.01,,,,33.85,33.85,11767.0,13649.72,,0.0,107.08,,1.0,100.0,0.3385
2006-09-25,6017.0,6919.55,0.03,0.03,0.01,0.01,0.0,6492.9,6017.0,5646.0,6919.55,,,,,,,,0.0,,5.0,,,,,,,,0.01,,,,34.19,34.19,11583.0,13320.45,,0.0,107.07,,1.0,100.0,0.3419
2006-09-26,6017.0,6979.72,0.03,0.03,0.01,0.01,0.0,6549.36,6017.0,5646.0,6979.72,,,,,,,,0.0,,0.0,,,,,,,,0.01,,,,34.35,34.35,11497.0,13336.52,,0.01,32.7,,1.0,100.0,0.3436
2006-09-27,6035.0,7000.6,0.03,0.03,0.01,0.01,0.0,6549.36,6035.0,5646.0,7000.6,,,18.0,,,,,,,,,,,18.0,,,,0.01,,,,33.12,33.12,12185.0,14134.6,,0.01,32.59,,1.0,100.0,0.3312
2006-09-28,6036.0,7122.48,0.03,0.03,0.01,0.01,0.0,6662.28,6036.0,5646.0,7122.48,,,1.0,,,,,,,,,,,1.0,,,,0.01,,,,33.06,33.06,12223.0,14423.14,,0.01,32.44,,1.0,100.0,0.3306
2006-09-29,6037.0,7002.92,0.03,0.03,0.01,0.01,0.0,6549.36,391.0,5646.0,453.56,,,0.0,,,,,0.01,,5646.0,,,,0.0,,,,0.0,,,,2.15,2.15,17814.0,20664.24,,0.02,2.17,,1.0,100.0,0.3316
2006-10-02,6026.0,7050.42,0.03,0.03,0.01,0.01,0.0,6605.82,380.0,5646.0,444.6,,,,,,,,0.0,,11.0,,,,,,,,0.0,,,,3.14,3.14,11720.0,13712.4,,0.01,3.14,,1.0,100.0,0.498
2006-10-03,6031.0,7176.89,0.03,0.03,0.01,0.01,0.0,6718.74,385.0,5646.0,458.15,,,5.0,,,,,,,,,,,5.0,,,,0.0,,,,3.1,3.1,12024.0,14308.56,,0.01,3.1,,1.0,100.0,0.486
2006-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,385.0,,,,,,,5646.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.01,3.09,,0.0,,0.0
2006-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.11,,0.0,,0.0
2006-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.12,,0.0,,0.0
2006-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.1,,0.0,,0.0
2006-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.12,,0.0,,0.0
2006-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.11,,0.0,,0.0
2006-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.09,,0.0,,0.0
2006-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.11,,0.0,,0.0
2006-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.1,,0.0,,0.0
2006-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.1,,0.0,,0.0
2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.11,,0.0,,0.0
2006-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.08,,0.0,,0.0
2006-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.11,,0.0,,0.0
2006-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.12,,0.0,,0.0
2006-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.1,,0.0,,0.0
2006-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.1,,0.0,,0.0
2006-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.08,,0.0,,0.0
2006-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.09,,0.0,,0.0
2006-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.1,,0.0,,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.1,,0.0,,0.0
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.11,,0.0,,0.0
2006-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.09,,0.0,,0.0
2006-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.11,,0.0,,0.0
2006-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.1,,0.0,,0.0
2006-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.08,,0.0,,0.0
2006-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.1,,0.0,,0.0
2006-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,3.09,,0.0,,0.0
2006-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.1,,0.0,,0.0
2006-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,3.12,,0.0,,0.0
2006-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,14.05,,0.0,,0.0
2006-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,14.69,,0.0,,0.0
2006-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,14.77,,0.0,,0.0
2006-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.02,14.69,,0.0,,0.0
2006-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,14.71,,0.0,,0.0
2006-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,14.68,,0.0,,0.0
2006-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,14.64,,0.0,,0.0
2006-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,14.69,,0.0,,0.0
2006-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,14.57,,0.0,,0.0
2006-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,29.16,,0.0,,0.0
2006-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,28.45,,0.0,,0.0
2006-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,28.72,,0.0,,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,28.53,,0.0,,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,28.51,,0.0,,0.0
2006-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,28.51,,0.0,,0.0
2006-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,17.04,,0.0,,0.0
2006-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,76.12,,0.0,,0.0
2006-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,75.66,,0.0,,0.0
2006-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.45,,0.0,,0.0
2006-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.02,,0.0,,0.0
2006-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.7,,0.0,,0.0
2006-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.56,,0.0,,0.0
2006-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.26,,0.0,,0.0
2006-12-15,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,0.19,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.72,,1.0,100.0,0.0
2006-12-18,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.77,,1.0,100.0,0.0
2006-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.19,,,0.0,0.0,0.0,0.0,,0.0,92.49,,0.0,,0.0
2006-12-20,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,0.18,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.11,,1.0,100.0,0.0
2006-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.18,,,0.0,0.0,0.0,0.0,,0.0,93.06,,0.0,,0.0
2006-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.43,,0.0,,0.0
2006-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.87,,0.0,,0.0
2006-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.62,,0.0,,0.0
2006-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.83,,0.0,,0.0
2006-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.79,,0.0,,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.98,,0.0,,0.0
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.14,,0.0,,0.0
2007-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.62,,0.0,,0.0
2007-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.73,,0.0,,0.0
2007-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.82,,0.0,,0.0
2007-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,93.71,,0.0,,0.0
2007-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,92.99,,0.0,,0.0
2007-01-09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.0,93.41,,0.0,,0.0
2007-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,55.37,,0.0,,0.0
2007-01-11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.0,55.31,,0.0,,0.0
2007-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.02,,0.0,,0.0
2007-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.18,,0.0,,0.0
2007-01-16,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.01,,,,0.0,0.0,0.0,0.0,,0.01,34.18,,0.0,,0.0
2007-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.18,,0.0,,0.0
2007-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.08,,0.0,,0.0
2007-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.14,,0.0,,0.0
2007-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.13,,0.0,,0.0
2007-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,33.89,,0.0,,0.0
2007-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.38,,0.0,,0.0
2007-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.2,,0.0,,0.0
2007-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.2,,0.0,,0.0
2007-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.15,,0.0,,0.0
2007-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.01,34.09,,0.0,,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,59.44,,0.0,,0.0
2007-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,55.24,,0.0,,0.0
2007-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,55.3,,0.0,,0.0
2007-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,55.35,,0.0,,0.0
2007-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,54.82,,0.0,,0.0
2007-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,55.11,,0.0,,0.0
2007-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,55.07,,0.0,,0.0
2007-02-09,5205.0,7339.05,0.02,0.01,0.01,0.01,0.0,3525.0,2705.0,2500.0,3814.05,,,2705.0,,,2500.0,,,,,,,,2705.0,0.0,,,0.0,,,,100.0,55.21,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0622
2007-02-12,5203.0,7076.08,0.02,0.01,0.01,0.01,0.0,3400.0,2703.0,2500.0,3676.08,,,,,,,,0.0,,3.0,,,,,,,,0.0,,,,100.0,55.16,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0618
2007-02-13,5180.0,7355.6,0.02,0.01,0.01,0.01,0.0,3550.0,2680.0,2500.0,3805.6,,,,,,,,0.0,,23.0,,,,,,,,0.0,,,,100.0,54.69,0.0,0.0,,0.0,100.0,,1.0,100.0,1.0571
2007-02-14,5719.0,8006.6,0.02,0.01,0.01,0.01,0.0,3500.0,3219.0,2500.0,4506.6,,,539.0,,,,,,,,,,,539.0,,,,0.0,,,,100.0,50.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9038
2007-02-15,5745.0,7813.2,0.02,0.01,0.01,0.01,0.0,3400.0,3245.0,2500.0,4413.2,,,26.0,,,,,,,,,,,26.0,,,,0.0,,,,100.0,51.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9079
2007-02-16,7009.0,9532.24,0.02,0.01,0.01,0.01,0.0,3400.0,4509.0,2500.0,6132.24,,,1265.0,,,,,,,,,,,1265.0,,,,0.01,,,,100.0,71.26,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1076
2007-02-19,6968.0,9615.84,0.02,0.01,0.01,0.01,0.0,3450.0,4468.0,2500.0,6165.84,,,,,,,,0.0,,41.0,,,,,,,,0.01,,,,100.0,70.61,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1011
2007-02-20,6982.0,9495.52,0.02,0.01,0.01,0.01,0.0,3400.0,4482.0,2500.0,6095.52,,,14.0,,,,,,,,,,,14.0,,,,0.01,,,,100.0,70.83,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1034
2007-02-21,8176.0,11282.88,0.03,0.02,0.02,0.01,0.0,5139.12,4452.0,3724.0,6143.76,,,,,,1224.0,,0.0,,30.0,,,,,0.0,,,0.01,,,,100.0,70.69,0.0,0.0,,0.0,100.0,33.18,0.5566,66.82,1.2982
2007-02-22,8211.0,11249.07,0.03,0.02,0.02,0.01,0.0,5101.88,4487.0,3724.0,6147.19,,,35.0,,,,,,,,,,,35.0,,,,0.01,,,,100.0,70.59,0.0,0.0,,0.0,100.0,32.56,0.5608,67.44,1.2916
