,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_x,CDI FP Equity_y,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity,CDI FP Equity
2006-09-11,807007.0,50062169.58,1.44,8.23,0.44,63.52,0.0,37041589.89,472962.0,597114.0,29339898.97,,,386.0,0.22,,,,,3305.0,,,,0.22,386.0,,,,37.11,,,,6.71,6.71,6570962.0,407625477.81,,520.08,6.66,13.92,0.2961,49.04,0.1146
2006-09-12,715064.0,44555442.7,1.27,7.25,0.39,56.67,0.0,36668526.68,389502.0,588488.0,24269763.32,,,,0.42,,,,6.53,2985.0,83461.0,,,0.42,,,,11611.0,30.75,0.88,,,5.54,5.54,6645619.0,414086706.28,,528.78,5.5,14.09,0.3037,50.07,0.1016
2006-09-13,773255.0,48546317.94,1.38,7.69,0.43,61.44,0.0,35589541.71,447297.0,566877.0,28082097.59,,,83406.0,0.12,,,,2.24,528.0,28320.0,,,0.12,83406.0,,2709.0,22139.0,35.46,1.72,,,6.36,6.36,6580363.0,413126839.57,,523.56,6.34,14.57,0.3178,51.76,0.11
2006-09-14,757149.0,47654290.47,1.35,7.47,0.42,60.32,0.0,34647355.22,447714.0,550490.0,28178724.4,,,481.0,0.21,,,,0.55,1613.0,7301.0,,,0.21,481.0,,7238.0,18000.0,35.63,1.48,,,6.38,6.38,6566928.0,413316658.13,,525.29,6.35,14.93,0.3321,53.26,0.1079
2006-09-15,797420.0,50439856.26,1.42,7.8,0.44,63.85,0.0,37399007.21,417524.0,591253.0,26409985.38,,,,4.16,,,,2.35,52000.0,30190.0,,,4.16,,,,11236.0,33.57,0.74,,,5.94,5.94,6608436.0,418008780.72,,529.55,5.96,15.34,0.3095,50.05,0.1135
2006-09-18,783617.0,49628414.07,1.4,7.42,0.43,62.62,0.0,36363107.84,420876.0,574162.0,26655124.12,,,3352.0,0.14,,,,,2770.0,,,,0.14,3352.0,,,19861.0,33.69,1.58,,,5.99,5.99,6611084.0,418696396.57,,530.23,5.97,15.76,0.3272,51.66,0.1114
2006-09-19,782101.0,49317043.75,1.39,7.29,0.43,62.76,0.0,36129591.05,412803.0,572966.0,26030172.07,,,,,,,,0.61,,8073.0,,,,,,,1196.0,33.22,0.0,,,5.87,5.87,6622134.0,417572758.73,,530.87,5.89,15.72,0.3267,51.6,0.1112
2006-09-20,773776.0,49187786.98,1.38,6.97,0.43,61.97,0.0,35886648.49,412895.0,564535.0,26247119.71,,,92.0,,,,,,,,,,,92.0,,,8432.0,33.14,0.74,,,5.83,5.83,6675353.0,424342240.35,,536.83,5.81,15.95,0.3336,52.11,0.1092
2006-09-21,776060.0,49607727.95,1.38,6.78,0.43,62.25,0.0,36237752.98,412158.0,566901.0,26346187.07,,,,0.23,,,,0.05,2366.0,737.0,,,0.23,,,,,33.12,,,,5.85,5.85,6628283.0,423696698.47,,535.52,5.82,15.86,0.3347,52.27,0.1102
2006-09-22,779620.0,49497945.6,1.39,6.79,0.43,62.77,0.0,36231427.01,411978.0,570665.0,26156415.48,,,,0.48,,,,0.0,4419.0,180.0,,,0.48,,,,654.0,33.28,0.05,,,5.85,5.85,6627645.0,420788091.23,,534.06,5.87,16.31,0.3338,52.08,0.1107
2006-09-25,776415.0,48866875.52,1.38,6.76,0.43,62.52,0.0,35753384.35,411363.0,568063.0,25890824.51,,,,,,,,0.05,,615.0,,,,,,,2603.0,33.27,0.19,,,5.84,5.84,6627584.0,417134293.28,,533.62,5.87,16.38,0.3331,51.96,0.1103
2006-09-26,770990.0,49192655.48,1.37,6.95,0.42,61.75,0.0,36060917.31,408821.0,565178.0,26084632.23,,,,,,,,0.25,,2542.0,,,,,,,2885.0,32.83,0.4,,,5.81,5.81,6629672.0,423003113.68,,535.33,5.78,16.26,0.3333,52.0,0.1095
2006-09-27,718747.0,46396508.32,1.28,6.57,0.4,57.96,0.0,33146578.52,408271.0,513487.0,26354682.31,,,,0.39,,,,0.0,2309.0,550.0,,,0.39,,,,54000.0,33.05,4.33,,,5.77,5.77,6671046.0,430628915.67,,544.44,5.72,15.95,0.3725,56.68,0.1015
2006-09-28,715309.0,46062026.48,1.27,6.64,0.39,58.24,0.0,32895587.58,407481.0,510844.0,26239570.05,,,,0.34,,,,0.0,370.0,789.0,,,0.34,,,,3013.0,33.39,0.24,,,5.79,5.79,6624938.0,426610135.74,,541.98,5.8,16.03,0.3768,57.05,0.1017
2006-09-29,713856.0,46108865.73,1.27,6.72,0.39,58.14,0.0,32942968.78,406850.0,510022.0,26278958.25,,,6.0,,,,,0.05,,637.0,,,,6.0,,,822.0,33.31,0.07,,,5.85,5.85,6542169.0,422567005.14,,535.41,5.86,16.05,0.3768,57.02,0.1027
2006-10-02,715290.0,45976391.0,1.27,6.67,0.39,58.25,0.0,32873161.35,406864.0,511433.0,26151824.22,,,14.0,0.09,,,,,1410.0,,,,0.09,14.0,,,,33.21,,,,5.81,5.81,6595877.0,423960379.67,,538.68,5.81,15.96,0.3771,57.07,0.1021
2006-10-03,749523.0,47734511.76,1.34,6.85,0.41,61.02,0.0,33477774.7,426867.0,525665.0,27185673.86,,,2.0,1.29,,,,,16000.0,,,,1.29,2.0,,20000.0,1768.0,34.86,0.14,,,6.11,6.11,6561481.0,417877892.96,,533.33,6.13,15.11,0.3394,53.85,0.1073
2006-10-04,1063652.0,67572931.4,1.9,9.6,0.59,85.73,0.0,52471157.69,440727.0,825938.0,27999021.61,,,,0.0,,300000.0,,0.25,273.0,2194.0,,,0.0,,24.12,16054.0,,35.68,,,,6.29,6.29,6563151.0,416951552.11,,531.61,6.29,31.25,0.2579,37.0,0.1519
2006-10-05,1293485.0,83446075.54,2.3,11.42,0.71,104.22,0.0,53238116.87,671258.0,825236.0,43304596.32,,,20.0,,,,,0.0,,23.0,,,,20.0,,230534.0,702.0,54.28,0.07,,,9.69,9.69,6256404.0,403616865.14,,509.25,9.63,25.16,0.1958,29.77,0.1867
2006-10-06,1285374.0,83125064.64,2.29,11.0,0.71,104.89,0.0,53369065.32,663146.0,825253.0,42885614.71,,,,0.44,,,,0.52,18.0,8112.0,,,0.44,,,,,54.65,,,,9.59,9.59,6250839.0,404241408.28,,511.82,9.65,25.03,0.1971,30.01,0.1859
2006-10-09,1284573.0,83123795.2,2.29,10.78,0.71,104.59,0.0,53333648.22,663391.0,824204.0,42927554.62,,,245.0,0.07,,,,,1937.0,,,,0.07,245.0,,,2987.0,54.46,0.24,,,9.59,9.59,6252342.0,404584555.27,,511.2,9.63,25.11,0.1984,30.18,0.1857
2006-10-10,1283069.0,83278832.54,2.29,10.5,0.71,104.76,0.0,53422867.18,663012.0,823081.0,43033434.15,,,,,,,,0.0,,379.0,,,,,,,1123.0,54.72,0.0,,,9.64,9.64,6212142.0,403205075.74,,509.34,9.7,25.06,0.1981,30.15,0.1866
2006-10-11,1353922.0,88836279.82,2.41,11.18,0.75,110.78,0.0,54047261.39,733227.0,823715.0,48109978.97,,,64255.0,0.09,,,,0.0,634.0,116.0,,,0.09,64255.0,,6076.0,,60.59,,,,10.55,10.55,6217474.0,407953530.57,,514.09,10.54,23.59,0.18,28.47,0.1948
2006-10-12,1285575.0,85009175.43,2.29,10.57,0.71,105.6,0.0,54607422.53,662784.0,825816.0,43826864.5,,,213.0,0.32,,,,5.65,2101.0,70656.0,,,0.32,213.0,,,,55.15,,,,9.68,9.68,6184568.0,408957101.74,,516.6,9.65,24.85,0.198,30.31,0.1877
2006-10-13,1503330.0,99467450.75,2.68,12.03,0.83,124.4,0.0,63004984.38,754129.0,952244.0,49896755.31,,,,10.42,,,,0.0,126600.0,655.0,,,10.42,,,92000.0,172.0,63.4,0.0,,,11.09,11.09,6043688.0,399879094.06,,505.64,11.14,20.82,0.1709,25.6,0.2211
2006-10-16,1514539.0,100328246.1,2.7,11.71,0.83,125.37,0.0,64100248.56,749925.0,967647.0,49677598.24,,,59.0,1.26,,,,0.36,15503.0,4263.0,,,1.26,59.0,,,100.0,62.85,0.0,,,11.03,11.03,6048221.0,400654855.99,,506.29,11.04,20.65,0.1713,25.4,0.2228
2006-10-17,1514972.0,98032748.83,2.7,11.71,0.83,125.37,0.0,62639942.88,749988.0,968021.0,48531184.22,,,63.0,0.04,,,,,374.0,,,,0.04,63.0,,,,62.81,,,,11.01,11.01,6063831.0,392386144.0,,501.43,11.13,20.65,0.1715,25.43,0.2223
2006-10-18,1684568.0,110465030.88,3.0,12.99,0.93,137.83,0.0,67383047.19,860002.0,1027577.0,56394367.87,,29000.0,64938.0,6.06,2.39,,,,73000.0,,,29000.0,6.06,64938.0,,16076.0,13444.0,70.8,1.51,,,12.45,12.45,6049621.0,396702045.03,,501.74,12.37,18.65,0.1549,21.8,0.2438
2006-10-19,1617523.0,106386717.63,2.88,12.31,0.89,132.79,0.0,67802661.86,789657.0,1030884.0,51936829.51,,,,0.38,,,,5.69,3307.0,70345.0,,,0.38,,,,,65.3,,,,11.53,11.53,6062000.0,398706097.09,,502.77,11.49,19.69,0.1558,23.32,0.2361
2006-10-20,1615652.0,105945885.28,2.88,12.42,0.89,133.38,0.0,67512557.21,789129.0,1029552.0,51746892.59,,,,,,,,0.0,,528.0,,,,,,,1332.0,65.81,0.0,,,11.52,11.52,6058732.0,397299496.06,,504.3,11.54,19.6,0.1555,23.28,0.2359
2006-10-23,1630392.0,108002745.26,2.91,12.61,0.9,134.81,0.0,69187743.37,788974.0,1044447.0,52264337.62,,,,,,16500.0,,0.0,,155.0,,,,,1.43,,1605.0,65.97,0.09,,,11.12,11.12,6304059.0,417602440.58,,526.64,11.13,19.37,0.1538,22.95,0.2299
2006-10-24,1732129.0,114265195.6,3.09,13.33,0.95,143.73,0.0,69040064.12,988591.0,1046568.0,65215433.71,,,,0.29,,,,0.0,2121.0,383.0,,,0.29,,,200000.0,,82.98,,,,13.94,13.94,6104822.0,402723284.42,,509.65,14.0,18.08,0.1391,21.63,0.2442
2006-10-25,1809645.0,121158423.82,3.22,13.87,1.0,150.04,0.0,70546112.41,1067038.0,1053690.0,71439780.86,,,64302.0,0.69,,,,,8000.0,,,,0.69,64302.0,,14144.0,878.0,89.46,0.12,,,14.86,14.86,6111386.0,409166380.76,,515.12,14.8,17.76,0.1299,20.57,0.2521
2006-10-26,1791667.0,119743333.84,3.19,13.87,0.99,149.51,0.0,70598406.44,1046491.0,1056333.0,69940631.37,,,50062.0,0.43,,,,5.65,2643.0,70608.0,,,0.43,50062.0,,,,88.48,,,,14.75,14.75,6049609.0,404316399.26,,514.19,14.68,17.83,0.132,20.96,0.2525
2006-10-27,1861920.0,122827256.51,3.32,14.58,1.02,155.1,1.0,69687078.89,1116711.0,1056376.0,73667261.99,,,64144.0,0.0,,,,,43.0,,,,0.0,64144.0,,6076.0,,94.03,,,,15.74,15.74,5978756.0,394406954.54,,504.51,15.71,17.14,0.1234,20.11,0.2624
2006-10-30,1857879.0,122195263.11,3.31,15.03,1.02,154.09,1.0,69296001.01,1115384.0,1053589.0,73360343.35,,,475.0,,,,,0.16,,1802.0,,,,475.0,,,2787.0,93.39,0.38,,,15.71,15.71,5984373.0,393600462.28,,500.98,15.71,17.05,0.1312,19.75,0.2617
2006-10-31,1858325.0,122370798.81,3.31,15.01,1.02,153.68,1.0,69389953.77,1115653.0,1053757.0,73465808.62,,,269.0,0.0,,,,,168.0,,,,0.0,269.0,,,,93.07,,,,15.58,15.58,6047080.0,398200535.47,,506.33,15.53,17.09,0.1312,19.75,0.2594
2006-11-01,1755401.0,115800404.37,3.13,14.46,0.97,145.4,0.0,69490428.09,913091.0,1053395.0,60234844.93,,25000.0,1187.0,,2.1,,,0.0,,274.0,,25000.0,,1187.0,,21525.0,361.0,76.39,0.0,20.92,,13.05,13.05,6082423.0,401245665.77,250000.0,509.41,13.04,18.35,0.1487,21.21,0.2509
2006-11-02,2001827.0,128906819.69,3.57,16.68,1.1,165.54,1.0,67914908.58,1258278.0,1054668.0,81026290.12,,250000.0,191.0,0.05,20.44,,,0.01,1273.0,4.0,,250000.0,0.05,191.0,,120000.0,,104.68,,2.1,,17.56,17.56,5906831.0,380367933.21,25000.0,489.43,17.62,15.97,0.124,18.49,0.2794
2006-11-03,2048509.0,132638126.57,3.65,16.71,1.13,168.03,1.0,71275667.11,1258687.0,1100806.0,81498243.66,,,1058.0,,,51000.0,,0.06,,649.0,,,,1058.0,4.4,,4862.0,103.48,0.69,,,17.58,17.58,5902725.0,382193285.77,,485.69,17.56,15.72,0.1211,17.77,0.286
2006-11-06,2049472.0,134151639.04,3.65,16.6,1.13,168.42,1.0,72137781.19,1258412.0,1102069.0,82371475.38,,,29.0,0.15,,,,0.01,1263.0,304.0,,,0.15,29.0,,,,103.81,,,,17.6,17.6,5890887.0,385597923.01,,487.53,17.56,15.67,0.121,17.82,0.2867
2006-11-07,2124580.0,141909492.42,3.79,17.05,1.17,175.93,1.0,73678143.65,1332547.0,1103063.0,89006329.91,,,75023.0,0.31,,,,0.0,994.0,888.0,,,0.31,75023.0,,,,111.1,,,,18.64,18.64,5815388.0,388433836.01,,488.79,18.52,14.96,0.1204,17.2,0.2972
2006-11-08,2300960.0,152423464.26,4.1,18.09,1.27,193.33,1.0,76477699.47,1457559.0,1154495.0,96553695.91,,25000.0,115.0,4.98,2.11,,,0.0,51431.0,1087.0,,25000.0,4.98,115.0,,100983.0,,123.5,,,,22.94,22.94,4895914.0,324322097.13,,413.64,22.99,13.56,0.1145,15.89,0.3622
2006-11-09,2463027.0,162481121.16,4.39,19.24,1.36,205.15,1.0,84539920.28,1492586.0,1281528.0,98463007.8,,,1028.0,0.0,,126500.0,,,534.0,,,,0.0,1028.0,10.59,59000.0,,125.07,,2.11,,23.84,23.84,4768222.0,314550370.95,25000.0,399.58,23.84,12.74,0.1031,14.8,0.3934
2006-11-10,2515808.0,164577482.56,4.48,18.45,1.38,209.17,1.0,74166392.76,1493149.0,1133742.0,97677844.85,,,580.0,4.94,,,,0.0,60000.0,17.0,,,4.94,580.0,,,207787.0,124.65,17.35,,,23.84,23.84,4770316.0,312061412.6,,398.58,23.82,12.48,0.1026,14.41,0.4017
2006-11-13,2720700.0,180977646.46,4.85,19.85,1.5,226.61,1.0,88589179.9,1499888.0,1331792.0,99770720.84,,,7400.0,16.53,,,,0.03,198050.0,662.0,,,16.53,7400.0,,,,125.6,,,,23.9,23.9,4776870.0,317751567.64,,399.04,23.94,11.47,0.1134,20.88,0.4335
2006-11-14,3276158.0,217797161.26,5.84,23.78,1.8,290.62,1.0,125338415.22,1501335.0,1885371.0,99807915.58,,,,,,562000.0,,0.0,,10008.0,,,,,60.86,11455.0,8421.0,127.56,0.0,,,24.02,24.02,4748889.0,315703498.83,,401.75,24.1,16.52,0.1165,21.7,0.5242
2006-11-15,4094733.0,273020943.38,7.3,29.85,2.25,370.05,1.0,161177472.09,1804440.0,2417319.0,120313073.18,,25000.0,188702.0,54.3,2.12,,,0.0,531948.0,564.0,,25000.0,54.3,188702.0,,89967.0,,154.13,,,,28.72,28.72,4479099.0,298648980.16,,380.11,28.85,13.97,0.1367,28.01,0.6517
2006-11-16,4273645.0,285286327.18,7.62,31.37,2.35,385.89,1.0,169802855.58,1983849.0,2543680.0,132431447.84,,,13880.0,5.85,,59000.0,,0.63,67361.0,7400.0,,,5.85,13880.0,4.75,172930.0,,169.86,,,,31.6,31.6,4294704.0,286692116.57,,365.24,31.74,13.42,0.1298,26.87,0.6807
2006-11-17,4280861.0,285094445.8,7.63,30.35,2.36,386.15,1.0,169445368.7,1990461.0,2544322.0,132559635.94,,,6612.0,0.02,,,,,642.0,,,,0.02,6612.0,,,,170.1,,,,31.68,31.68,4293392.0,285928978.5,,365.22,31.78,13.41,0.1301,26.91,0.6812
2006-11-20,4293501.0,286274024.08,7.65,29.38,2.36,387.28,1.0,169714683.58,2002097.0,2545359.0,133492076.7,,,8280.0,0.09,,,,0.24,1037.0,2844.0,,,0.09,8280.0,,6200.0,,171.12,,,,31.87,31.87,4279634.0,285349426.21,,363.82,31.99,13.4,0.1293,26.8,0.6835
2006-11-21,4400262.0,294430991.52,7.84,29.93,2.42,396.08,1.0,171423776.37,2092297.0,2561923.0,140000090.96,,,90872.0,0.0,,16500.0,,0.06,64.0,672.0,,,0.0,90872.0,1.4,,,178.69,,,,33.42,33.42,4168237.0,278905699.88,,355.02,33.48,13.07,0.1242,26.19,0.7029
2006-11-22,4706020.0,312668471.09,8.39,31.18,2.59,422.15,1.0,178048390.55,2281496.0,2679833.0,151582837.75,,,138952.0,0.02,,116500.0,,0.14,1410.0,1114.0,,,0.02,138952.0,10.22,51361.0,,194.29,,,,36.4,36.4,3986481.0,264862223.13,,338.91,36.44,14.28,0.1191,24.64,0.7508
2006-11-23,4958106.0,326686577.16,8.84,32.5,2.73,433.84,1.0,175787488.12,2777526.0,2667918.0,183009492.32,,,297156.0,24.37,,,,,298084.0,,,,24.37,297156.0,,198874.0,310000.0,235.15,33.76,,,43.78,43.78,3566033.0,234963737.12,,300.9,43.87,13.9,0.094,15.96,0.7816
2006-11-24,5069734.0,329055981.24,9.03,34.14,2.79,431.9,1.0,160748451.33,3081626.0,2476636.0,200015911.54,,374000.0,103424.0,0.0,30.85,,,5.49,8718.0,59717.0,,374000.0,0.0,103424.0,,46510.0,200000.0,256.08,22.13,13.94,,37.73,37.73,5086003.0,330111936.4,160117.0,420.4,37.85,11.41,0.0879,15.76,0.6207
2006-11-27,5369352.0,339209564.17,9.57,36.58,2.95,382.27,1.0,165088264.98,3337211.0,2613184.0,210828772.04,,,255586.0,0.0,,,,,553548.0,,,,0.0,255586.0,,,417000.0,252.21,45.24,,,37.49,37.49,5564444.0,351534528.57,,414.36,37.84,12.74,0.0961,17.78,0.6032
2006-11-28,4918951.0,309594438.8,8.77,25.13,2.71,395.68,1.0,136943185.31,3358603.0,2175804.0,211387511.47,,,224500.0,6.99,,,,0.14,94000.0,254161.0,,,6.99,224500.0,,51053.0,531380.0,269.59,0.0,,,41.11,41.09,4811318.0,302820112.68,,381.83,41.38,13.34,0.0963,16.93,0.6018
2006-11-29,4828745.0,306766174.13,8.6,23.44,2.66,389.55,1.0,140482186.24,3180394.0,2211302.0,202047799.09,,,185482.0,6.32,,,,30.04,76500.0,377553.0,,,6.32,185482.0,,21018.0,41003.0,256.13,3.27,0.57,,39.06,39.06,4962349.0,315253925.69,7157.0,393.8,39.41,16.72,0.1037,17.22,0.593
2006-11-30,5258823.0,328296424.14,9.37,25.09,2.89,408.43,1.0,123025219.47,3808919.0,1970682.0,237782197.18,,,253548.0,18.31,,,,2.08,225000.0,25782.0,,,18.31,253548.0,,400759.0,52500.0,285.73,4.15,,33.35,95.91,43.72,162244.0,10128525.91,,11.63,96.09,14.9,0.0987,16.87,0.6037
2006-12-01,6477885.0,397640077.91,11.54,30.57,3.56,428.46,1.0,230749391.44,3840373.0,3759098.0,235738395.93,64.32,,6461.0,3.97,,,1738416.0,0.07,50000.0,789.0,64.32,,3.97,6461.0,,25782.0,,283.07,,,,36.5,36.5,6680907.0,410102430.04,,495.15,36.37,15.37,0.1013,16.13,0.6157
2006-12-04,6314286.0,391091796.29,11.25,28.77,3.47,410.54,1.0,232717012.73,3728075.0,3757281.0,230908062.84,,,9957.0,0.0,,,,9.8,7198.0,122255.0,,,0.0,9957.0,,,9016.0,271.48,1.28,,,35.31,35.29,6831351.0,423117567.64,,498.14,35.27,15.71,0.1059,16.69,0.5977
2006-12-05,6186033.0,386571260.16,11.02,28.08,3.4,394.01,1.0,236148224.03,3588849.0,3778917.0,224270688.57,,,24016.0,1.44,,,,12.48,112436.0,163242.0,,,1.44,24016.0,,,90800.0,260.85,7.43,,,33.82,33.82,7023727.0,438919578.57,,515.08,33.62,16.54,0.1102,17.57,0.5829
2006-12-06,6737181.0,415953425.68,12.01,29.84,3.71,411.94,1.0,235388986.49,4007568.0,3812586.0,247427171.43,,,18457.0,0.57,,,,9.18,33669.0,121704.0,,,0.57,18457.0,,521966.0,,270.02,,,,37.25,37.25,6751085.0,416811858.38,,517.87,34.27,16.7,0.1114,17.63,0.6262
2006-12-07,6415138.0,400127557.19,11.43,28.04,3.53,391.65,1.0,226725048.35,3877130.0,3635022.0,241825905.51,,,47695.0,2.34,,,,13.52,30000.0,178133.0,,,2.34,47695.0,,,207563.0,258.3,8.55,,,36.12,36.12,6857776.0,427735951.85,,522.68,33.07,15.45,0.1042,15.81,0.5976
2006-12-08,6364816.0,397995162.13,11.34,27.35,3.5,385.58,1.0,224664227.55,3654992.0,3592874.0,228548497.49,,,27240.0,1.71,,,,19.12,62743.0,252140.0,,,1.71,27240.0,,2762.0,104892.0,241.4,7.92,,,33.86,33.86,7139563.0,446440483.7,,551.09,30.46,15.73,0.1139,19.01,0.5896
2006-12-11,6236267.0,393407874.44,11.11,26.37,3.43,384.16,1.0,212760265.33,3550043.0,3372657.0,223950461.2,,,15051.0,0.47,,,,9.39,6000.0,120000.0,,,0.47,15051.0,,,226217.0,231.97,8.12,,,32.81,32.81,7269553.0,458591557.07,,564.84,29.11,17.98,0.1152,19.08,0.5764
2006-12-12,4729409.0,298536371.71,8.43,19.96,2.6,378.52,1.0,156696579.02,2808259.0,2482385.0,177266853.57,,,,0.81,,,,10.07,10000.0,772361.0,,,0.81,,,30578.0,900272.0,224.92,0.0,,,28.14,28.14,7170258.0,452611057.23,,572.73,28.2,17.98,0.1166,19.14,0.474
2006-12-13,4399479.0,280840175.88,7.84,18.59,2.42,354.15,1.0,157402429.85,2494695.0,2465775.0,159248534.33,,,26629.0,,,,,26.96,,340194.0,,,,26629.0,,,16610.0,201.11,1.09,,,25.06,25.06,7461045.0,476274847.55,,598.88,25.14,19.51,0.1258,20.77,0.4419
2006-12-14,4406925.0,279225220.43,7.85,18.52,2.43,357.25,1.0,161167016.17,2342688.0,2543649.0,148434015.38,,,5500.0,21.92,,,,12.48,265874.0,157507.0,,,21.92,5500.0,,,188000.0,190.08,14.69,,,23.45,23.45,7647612.0,484556952.18,,620.14,23.46,17.91,0.1392,25.82,0.4411
2006-12-15,3175483.0,202078974.26,5.66,12.14,1.75,256.53,1.0,98396155.27,2091417.0,1546204.0,133092005.88,,,891.0,,,,,20.3,,252162.0,,,,891.0,,,997445.0,169.42,81.24,,,21.0,21.0,7868480.0,500728351.36,,636.53,21.02,19.15,0.1304,21.21,0.3188
2006-12-18,2983735.0,189758724.92,5.32,11.32,1.64,240.35,1.0,92156076.55,1908553.0,1449047.0,121379607.68,,,4966.0,0.0,,,,15.55,742.0,187830.0,,,0.0,4966.0,,,97900.0,153.4,7.95,,,17.61,17.61,8926270.0,567690365.76,,721.38,17.54,20.56,0.1397,22.74,0.2754
2006-12-19,3145318.0,199164776.25,5.6,11.86,1.73,252.79,1.0,101896708.46,1812690.0,1609208.0,114781398.34,,,4587.0,16.08,,,,8.08,200962.0,100450.0,,,16.08,4587.0,,,40800.0,145.23,3.24,,,16.72,16.72,9028403.0,571687779.56,,725.06,16.69,18.86,0.1563,28.48,0.2901
2006-12-20,2162846.0,137723039.47,3.85,8.18,1.19,174.12,1.0,64002027.31,1415158.0,1005108.0,90112685.36,,,,,,,,31.84,,397532.0,,,,,,,604100.0,113.67,48.7,,,13.01,13.01,9458218.0,602268738.0,,760.57,13.0,17.04,0.1554,29.32,0.1989
2006-12-21,2077423.0,131462451.93,3.7,7.1,1.14,167.56,1.0,66054372.97,1175266.0,1043818.0,74372600.11,,,297.0,15.35,,,,19.3,189710.0,240189.0,,,15.35,297.0,,,151000.0,94.51,12.11,,,10.82,10.82,9681840.0,612681396.91,,780.2,10.81,16.52,0.217,40.11,0.1913
2006-12-22,1452946.0,91657460.71,2.59,5.08,0.8,116.91,0.0,26495226.59,1135943.0,420000.0,71659683.77,,,144.0,,,,,3.19,,39467.0,,,,144.0,,,623818.0,91.15,50.39,,,10.11,10.11,10096316.0,636914714.72,,808.76,10.13,18.96,0.1387,24.03,0.1294
2006-12-25,895191.0,56472115.21,1.6,3.16,0.49,75.98,0.0,26495226.59,575191.0,420000.0,36285275.9,,,,,,,,0.01,,47627.0,,,,,,,,50.11,,41.21,,7.7,7.7,6893223.0,434851203.21,513124.0,562.54,8.18,19.22,0.1426,24.41,0.1199
2006-12-26,1354686.0,85458839.37,2.41,4.78,0.75,108.85,0.0,26495226.59,937673.0,420000.0,59152044.3,,513145.0,47538.0,,41.11,,,16.1,,200000.0,,513145.0,,47538.0,,1798.0,,75.1,,,,8.31,8.31,10342156.0,652423254.02,,825.21,8.34,20.41,0.1553,25.99,0.1201
2006-12-27,1495974.0,95968349.57,2.67,5.28,0.82,120.05,0.0,48167197.82,748152.0,750840.0,47994759.72,,,575.0,,,345840.0,,15.2,,190096.0,,,,575.0,27.75,,15000.0,59.89,1.26,,,6.73,6.73,10372711.0,665420625.81,,834.68,6.69,18.31,0.2092,38.48,0.1345
2006-12-28,1455960.0,92883470.64,2.59,5.18,0.8,118.03,0.0,46992799.51,722339.0,736618.0,46081865.78,,,,0.47,,,,1.99,2278.0,25813.0,,,0.47,,,,16500.0,58.48,1.32,,,6.5,6.5,10386464.0,662608055.17,,842.07,6.49,18.52,0.2147,39.09,0.1311
2006-12-29,1450541.0,92595098.09,2.58,5.18,0.8,116.95,0.0,46126758.85,730936.0,722595.0,46659205.51,,,25109.0,,,,,1.35,,16512.0,,,,25109.0,,,14023.0,58.88,1.37,,,6.58,6.58,10377786.0,662464633.99,,834.96,6.59,18.91,0.2228,39.95,0.1306
2007-01-01,1100986.0,69590673.43,1.96,3.96,0.61,92.45,0.0,45673489.64,378390.0,722595.0,23917120.58,,,183.0,,,,,0.0,,47855.0,,,,183.0,,,,34.34,,24.55,,4.4,4.4,8213738.0,519170596.87,304874.0,671.86,4.86,23.95,0.1965,32.14,0.1281
2007-01-02,1335597.0,86197130.11,2.38,4.81,0.73,107.75,0.0,46633100.64,616001.0,722565.0,39755643.61,,304895.0,47673.0,,24.5,,,9.24,,114957.0,,304895.0,,47673.0,,,30.0,49.61,0.0,,,5.5,5.5,10584271.0,683090621.27,,857.54,5.47,20.62,0.2524,43.53,0.1192
2007-01-03,3992484.0,255011669.63,7.11,14.7,2.2,107.97,1.0,191181338.22,1022581.0,2993151.0,65315249.39,,,425158.0,0.0,,,,1.5,2270586.0,18577.0,,,0.0,425158.0,,,,49.49,,,,7.47,7.47,12660324.0,808652047.52,,863.14,5.42,20.84,0.2522,43.41,0.2918
2007-01-04,3908630.0,247819965.12,6.97,14.45,2.15,119.87,1.0,185556168.16,1002754.0,2926602.0,63577893.36,,,,11.45,,,,0.0,140000.0,19828.0,,,11.45,,,,206549.0,49.42,0.0,,,7.49,7.49,12380548.0,784967360.31,,856.38,5.46,18.59,0.2235,39.4,0.2921
2007-01-05,3898921.0,244762857.9,6.95,14.39,2.15,119.02,1.0,183033657.37,1004000.0,2915613.0,63028183.78,,,1247.0,,,,,,,,,,,1247.0,,,10989.0,49.03,0.3,,,7.5,7.5,12381743.0,777289614.87,,852.91,5.44,18.63,0.223,39.3,0.2913
