,GLO FP Equity_DX_SI_QTY,GLO FP Equity_DX_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,GLO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GLO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GLO FP Equity_DX_SI_MV,GLO FP Equity_DX_DSS,GLO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY,GLO FP Equity_DX_BROKER_SI_QTY,GLO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GLO FP Equity_DX_BROKER_SI_MV_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_x,GLO FP Equity_DX_BROKER_SI_MV_INC_x,GLO FP Equity_DX_SUPPLY_SI_MV_NEW,GLO FP Equity_DX_BROKER_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_NEW,GLO FP Equity_DX_SUPPLY_SI_MV_DEC,GLO FP Equity_DX_BROKER_SI_QTY_INC,GLO FP Equity_DX_SUPPLY_SI_QTY_DEC,GLO FP Equity_DX_BROKER_SI_MV_NEW_y,GLO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GLO FP Equity_DX_BROKER_SI_MV_INC_y,GLO FP Equity_DX_SUPPLY_SI_QTY_INC_y,GLO FP Equity_DX_BROKER_SI_MV_ADD,GLO FP Equity_DX_SUPPLY_SI_QTY_ADD,GLO FP Equity_DX_BROKER_SI_QTY_DEC,GLO FP Equity_DX_SUPPLY_SI_MV,GLO FP Equity_DX_BROKER_SI_MV_DEC,GLO FP Equity_DX_SUPPLY_SI_MV_RMV,GLO FP Equity_DX_BROKER_SI_MV_RMV,GLO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GLO FP Equity_DX_UTILIZATION_QUANTITY,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GLO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GLO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GLO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GLO FP Equity_DX_ACTIVE_UTILIZATION_MV,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GLO FP Equity_DX_BROKER_SI_CON_RATIO,GLO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GLO FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-12-14,30228.0,859144.24,0.44,1.56,0.17,1.35,0.0,701117.18,12193.0,24668.0,346551.07,,,,,,3000.0,,,,,,,,,0.13,,,0.52,,,,4.83,1.61,240250.0,6828417.46,,10.49,4.73,23.49,0.3778,54.83,0.0398
2007-12-17,30228.0,827399.93,0.44,1.53,0.17,1.33,0.0,675211.78,12193.0,24668.0,333746.44,,,,,,,,,,,,,,,,,,0.51,,,,4.83,1.61,240250.0,6576115.99,,10.12,4.77,22.91,0.3828,55.53,0.0398
2007-12-18,20228.0,560532.7,0.29,1.03,0.11,0.86,0.0,406461.03,12193.0,14668.0,337876.97,,,,,,,,,,,,,,,,,10000.0,0.51,0.47,,,4.83,1.61,240250.0,6657503.56,,10.07,4.81,28.18,0.2734,36.99,0.0267
2007-12-19,20228.0,553680.23,0.29,1.04,0.11,0.85,0.0,401492.07,12193.0,14668.0,333746.44,,,,,,,,,,,,,,,,,,0.5,,,,4.83,1.61,240250.0,6576115.99,,9.83,4.8,28.44,0.276,37.49,0.0267
2007-12-20,20228.0,534493.29,0.29,1.05,0.11,0.85,0.0,387578.98,12193.0,14668.0,322180.97,,,,,,,,,,,,,,,,,,0.48,,,,4.83,1.61,240250.0,6348230.78,,9.71,4.74,28.53,0.2762,37.49,0.0267
2007-12-21,20228.0,542716.26,0.29,1.04,0.11,0.84,0.0,393541.73,12193.0,14668.0,327137.6,,,,,,,,,,,,,,,,,,0.48,,,,4.83,1.61,240250.0,6445895.87,,9.39,4.85,28.74,0.2754,37.14,0.0267
2007-12-24,20228.0,543264.46,0.29,1.02,0.11,0.84,0.0,393939.25,12193.0,14668.0,327468.04,,,,,,,,,,,,,,,,,,0.48,,,,4.83,1.61,240250.0,6452406.87,,9.52,4.84,28.86,0.2753,37.06,0.0267
2007-12-25,20228.0,543264.46,0.29,1.03,0.11,0.83,0.0,393939.25,12193.0,14668.0,327468.04,,,,,,,,,,,,,,,,,,0.48,,,,4.83,1.61,240250.0,6452406.87,,9.52,4.83,28.91,0.2756,37.12,0.0267
2007-12-26,20228.0,543264.46,0.29,1.03,0.11,0.84,0.0,393939.25,12193.0,14668.0,327468.04,,,,,,,,,,,,,,,,,,0.48,,,,4.83,1.61,240250.0,6452406.87,,9.52,4.83,28.9,0.2753,37.03,0.0267
2007-12-27,20228.0,549979.89,0.29,1.03,0.11,0.84,0.0,398808.83,12193.0,14668.0,331515.96,,,,,,,,,,,,,,,,,,0.49,,,,4.83,1.61,240250.0,6532166.7,,9.52,4.86,28.67,0.2769,37.55,0.0267
2007-12-28,22478.0,600951.54,0.32,1.15,0.13,0.92,0.0,452304.39,12193.0,16918.0,325981.05,,,,0.14,,1750.0,,,3500.0,,,,0.14,,0.07,,3000.0,0.49,0.13,,,4.83,1.61,240250.0,6423107.35,,9.64,4.83,33.55,0.3217,42.52,0.0296
2007-12-31,53478.0,1440247.05,0.77,2.79,0.3,2.14,0.0,455628.47,43193.0,16918.0,1163255.74,,,31000.0,,,,,,,,,,,31000.0,,,,1.71,,,,5.69,5.69,715818.0,19278109.86,,62.39,2.66,33.62,0.3229,42.68,0.0705
2008-01-01,53478.0,1440247.05,0.77,2.77,0.3,2.15,0.0,455628.47,43193.0,16918.0,1163255.74,,,,,,,,,,,,,,,,,,1.72,,,,5.69,5.69,715818.0,19278109.86,,62.48,2.67,33.59,0.3225,42.64,0.0705
2008-01-02,52158.0,1417065.76,0.75,2.7,0.29,2.1,0.0,423777.59,43193.0,15598.0,1173498.25,,,,,,,,,,,,,,,,,1320.0,1.72,0.05,,,5.69,5.69,715818.0,19447854.23,,62.03,2.7,36.07,0.3602,45.39,0.0687
2008-01-03,51838.0,1345153.09,0.75,2.7,0.29,2.13,0.0,396451.42,43193.0,15278.0,1120822.51,,,,,,1000.0,,,,,,,,,0.07,,1320.0,1.72,0.05,,,5.69,5.69,715818.0,18574883.21,,62.32,2.69,34.02,0.2941,38.19,0.0683
2008-01-04,50518.0,1232862.26,0.73,2.61,0.28,2.01,0.0,340636.83,43193.0,13958.0,1054099.92,,,,,,,,,,,,,,,,,1320.0,1.64,0.06,,,5.69,5.69,715818.0,17469119.93,,61.96,2.59,33.26,0.2843,36.81,0.0666
2008-01-07,38083.0,877273.02,0.55,2.04,0.21,1.45,0.0,321533.93,30758.0,13958.0,708535.66,,,,,,,,0.52,,12435.0,,,,,,,,1.11,,,,4.05,4.05,728253.0,16775902.85,,62.08,1.75,34.13,0.2789,34.75,0.0502
2008-01-08,38065.0,872989.88,0.55,3.83,0.21,1.4,0.0,320115.4,30740.0,13958.0,704996.95,,,,,,,,0.04,,18.0,,,,,,,,1.06,,,,4.05,4.05,728271.0,16702304.33,,61.15,1.71,34.11,0.2799,34.88,0.0502
2008-01-09,44065.0,986710.94,0.63,4.2,0.25,1.58,0.0,312549.9,36740.0,13958.0,822688.3,,,6000.0,,,,,,,,,,,6000.0,,,,1.24,,,,15.77,4.84,196203.0,4393410.77,,6.64,15.72,34.98,0.2865,35.92,0.0581
2008-01-10,25701.0,577938.97,0.37,2.45,0.14,0.95,0.0,313873.86,18376.0,13958.0,413221.53,,,,,,,,0.63,,18364.0,,,,,,,,0.61,,,,7.89,2.42,214567.0,4824972.97,,7.09,7.9,34.99,0.2877,36.18,0.0339
2008-01-11,25518.0,551693.85,0.37,2.34,0.14,0.95,0.0,301769.05,18193.0,13958.0,393328.87,,,,,,,,0.0,,183.0,,,,,,,,0.6,,,,7.81,2.42,214750.0,4642850.29,,7.13,7.71,34.91,0.287,36.13,0.0339
2008-01-14,26518.0,574930.63,0.38,2.37,0.15,0.96,0.0,324300.94,18193.0,14958.0,394438.23,,,,0.03,,,,,1000.0,,,,0.03,,,,,0.58,,,,7.81,2.4,214750.0,4655945.13,,6.85,7.82,33.4,0.2972,39.38,0.035
2008-01-15,18801.0,392334.38,0.27,1.63,0.1,0.7,0.0,312139.66,10476.0,14958.0,218610.45,,,,,,,,0.25,,7717.0,,,,,,,,0.33,,,,1.38,1.38,748012.0,15609320.02,,61.35,0.53,31.69,0.2953,40.32,0.0248
2008-01-16,20301.0,414833.17,0.29,1.72,0.11,0.74,0.0,336304.82,10476.0,16458.0,214067.89,,,,,,1500.0,,,,,,,,,0.05,,,0.32,,,,4.5,1.38,222467.0,4545918.43,,6.85,4.44,30.07,0.2651,37.87,0.0268
2008-01-17,20301.0,426386.88,0.29,1.62,0.11,0.74,0.0,345671.4,10476.0,16458.0,220029.99,,,,,,,,,,,,,,,,,,0.32,,,,4.5,1.38,222467.0,4672528.89,,6.71,4.57,30.14,0.2665,38.09,0.0268
2008-01-18,81301.0,1651950.6,1.17,6.33,0.45,2.63,0.0,557917.61,60476.0,27458.0,1228808.56,,,50000.0,0.34,,,,,11000.0,,,,0.34,50000.0,,,,1.87,,,,25.96,8.01,172467.0,3504347.6,,5.35,25.89,19.85,0.3927,58.2,0.1077
2008-01-21,91301.0,1701112.09,1.31,6.7,0.51,2.86,0.0,697914.12,60476.0,37458.0,1126783.44,,,,0.31,,,,,10000.0,,,,0.31,,,,,1.8,,,,25.96,8.17,172467.0,3213389.76,,5.17,25.79,14.31,0.5028,68.82,0.1234
2008-01-22,91301.0,1820499.23,1.31,6.29,0.51,2.74,0.0,746895.0,60476.0,37458.0,1205863.15,,,,,,,,,,,,,,,,,,1.68,,,,25.96,8.22,172467.0,3438911.3,,4.74,26.11,15.26,0.5016,68.6,0.1242
2008-01-23,90441.0,1837665.76,1.3,5.98,0.5,2.74,0.0,743632.77,60476.0,36598.0,1228808.56,,,,,,,,,,,,,,,,,860.0,1.78,0.1,,,25.96,8.32,172467.0,3504347.6,,5.08,26.0,16.42,0.4814,66.69,0.1244
2008-01-24,80441.0,1722222.45,1.16,5.08,0.45,2.48,0.0,569456.78,60476.0,26598.0,1294776.61,,,,,,,,,,,,,,,,,10000.0,1.81,0.31,,,25.96,8.22,172467.0,3692476.96,,5.17,25.96,23.09,0.3691,54.68,0.1094
2008-01-25,80441.0,1826318.81,1.16,5.02,0.45,2.57,0.0,603876.48,60476.0,26598.0,1373036.84,,,,,,,,,,,,,,,,,,1.91,,,,25.96,8.22,172467.0,3915661.49,,5.45,25.96,23.02,0.363,54.05,0.1094
2008-01-28,90441.0,2051518.83,1.3,5.61,0.5,2.97,0.0,830170.9,60476.0,36598.0,1371807.62,,,,0.29,,,,,10000.0,,,,0.29,,,,,2.03,,,,25.96,8.22,172467.0,3912155.97,,5.78,25.96,17.44,0.4564,64.4,0.123
2008-01-29,90889.0,2059217.86,1.31,5.56,0.51,2.99,0.0,847485.43,60116.0,37406.0,1362012.36,,,,0.01,,404.0,,0.01,404.0,360.0,,,0.01,,0.01,,,2.01,,,,25.85,8.18,172467.0,3907481.95,,5.77,25.84,17.86,0.4455,63.48,0.1236
2008-01-30,95553.0,2165534.72,1.38,5.68,0.53,3.16,0.0,953439.93,60116.0,42070.0,1362419.66,,,,0.17,,,,,4664.0,,,,0.17,,,,,2.01,,,,25.85,8.35,172467.0,3908650.46,,5.77,25.85,15.73,0.4634,65.53,0.1327
2008-01-31,56983.0,1275972.98,0.82,3.42,0.32,1.96,0.0,78372.59,53483.0,3500.0,1197600.38,,,,,,,,0.22,,6633.0,,,,,,,38570.0,1.79,1.2,,,23.67,7.38,172467.0,3861910.24,,5.77,23.67,26.72,0.2632,36.19,0.0787
2008-02-01,67825.0,1509098.73,0.98,3.93,0.38,2.28,0.0,830855.36,30483.0,37342.0,678243.37,,,7000.0,0.62,,14438.0,,1.01,19404.0,30000.0,,,0.62,7000.0,0.48,,,1.01,,,,4.27,4.27,682943.0,15195406.04,,53.81,1.84,29.8,0.3064,41.5,0.0951
2008-02-04,69859.0,1513650.22,1.01,3.9,0.39,2.34,0.0,853168.39,30483.0,39376.0,660481.82,,,,,,2034.0,,,,,,,,,0.07,,,1.0,,,,4.35,4.35,669982.0,14516646.37,,53.23,1.85,28.63,0.2844,39.94,0.0997
2008-02-05,69859.0,1487618.08,1.01,3.79,0.39,2.3,0.0,838495.39,30483.0,39376.0,649122.69,,,,,,,,,,,,,,,,,,0.97,,,,4.34,4.34,671559.0,14300567.02,,53.3,1.8,29.04,0.2844,39.75,0.0995
2008-02-06,69859.0,1466319.06,1.01,3.47,0.39,2.28,0.0,826490.21,30483.0,39376.0,639828.86,,,,,,,,,,,,,,,,,,0.96,,,,4.28,4.28,681533.0,14305169.42,,53.09,1.77,29.2,0.2861,39.97,0.0981
2008-02-07,66125.0,1392423.67,0.95,3.26,0.37,2.12,0.0,744212.29,30783.0,35342.0,648211.39,,,300.0,,,,,,,,,,,300.0,,,4034.0,0.95,0.14,,,4.31,4.31,683033.0,14382931.09,,53.36,1.76,23.26,0.2871,42.86,0.0926
2008-02-08,66425.0,1419442.99,0.96,3.25,0.37,2.13,0.0,761637.74,30783.0,35642.0,657805.25,,500.0,,0.01,0.02,,,0.02,300.0,500.0,,500.0,0.01,,,,,0.96,,,,4.33,4.33,680788.0,14547832.23,,53.26,1.76,23.11,0.2845,42.64,0.0934
2008-02-11,64391.0,1338895.74,0.93,3.11,0.36,2.09,0.0,698818.28,30783.0,33608.0,640077.46,,,,,,,,,,,,,,,,,2034.0,0.97,0.07,,,4.29,4.29,686852.0,14281859.57,,53.52,1.78,23.93,0.31,44.78,0.0897
2008-02-12,64391.0,1369870.52,0.93,3.04,0.36,2.06,0.0,714985.15,30783.0,33608.0,654885.38,,,,,,,,,,,,,,,,,,0.94,,,,4.29,4.29,686852.0,14612264.28,,53.31,1.74,24.06,0.3113,45.09,0.0897
2008-02-13,64391.0,1396046.39,0.93,2.91,0.36,2.08,0.0,728647.28,30783.0,33608.0,667399.11,,,,,,,,,,,,,,,,,,0.97,,,,4.29,4.29,686852.0,14891479.52,,53.63,1.77,23.91,0.3104,44.89,0.0897
2008-02-14,64391.0,1384267.25,0.93,2.81,0.36,2.1,0.0,722499.32,30783.0,33608.0,661767.93,,,,,,,,,,,,,,,,,,0.99,,,,4.29,4.29,686852.0,14765832.66,,53.58,1.81,23.84,0.3094,44.65,0.0897
2008-02-15,64391.0,1408698.06,0.93,2.8,0.36,2.09,0.0,735250.65,30783.0,33608.0,673447.42,,,,,,,,,,,,,,,,,,0.98,,,,4.29,4.29,686852.0,15026433.55,,53.23,1.8,23.95,0.3088,44.57,0.0897
2008-02-18,43987.0,986454.46,0.63,1.95,0.25,1.45,0.0,744634.41,10783.0,33204.0,241820.05,,,,,,,,0.63,,20000.0,,,,,,,404.0,0.35,0.01,,,1.5,1.5,706852.0,15851895.03,,54.33,0.64,23.13,0.3084,44.67,0.0613
2008-02-19,23583.0,520405.06,0.34,1.12,0.13,0.82,0.0,282457.06,10783.0,12800.0,237948.0,,,,,,,,,,,,,,,,,20404.0,0.36,0.64,,,1.5,1.5,706852.0,15598073.15,,54.42,0.65,41.31,0.3557,41.38,0.0329
2008-02-20,23583.0,520085.5,0.34,1.15,0.13,0.81,0.0,282283.61,10783.0,12800.0,237801.89,,,,,,,,,,,,,,,,,,0.35,,,,1.5,1.5,706852.0,15588494.96,,54.42,0.64,40.98,0.3548,41.58,0.0329
2008-02-21,23583.0,517369.23,0.34,1.16,0.13,0.81,0.0,280809.32,10783.0,12800.0,236559.91,,,,,,,,,,,,,,,,,,0.35,,,,1.5,1.5,706852.0,15507080.4,,54.53,0.64,40.96,0.3548,41.59,0.0329
2008-02-22,23583.0,515292.09,0.34,1.2,0.13,0.81,0.0,279681.92,10783.0,12800.0,235610.17,,,,,,,,,,,,,,,,,,0.35,,,,1.5,1.5,706852.0,15444822.2,,54.53,0.64,40.86,0.355,41.71,0.0329
2008-02-25,23583.0,552201.38,0.34,1.22,0.13,0.81,0.0,299714.95,10783.0,12800.0,252486.43,,,,,,,,,,,,,,,,,,0.35,,,,1.48,1.48,717401.0,16798109.75,,54.91,0.63,40.77,0.3549,41.78,0.0324
2008-02-26,23583.0,546449.28,0.34,1.22,0.13,0.83,0.0,296592.92,10783.0,12800.0,249856.36,,,,,,,,,,,,,,,,,,0.37,,,,1.49,1.49,712852.0,16517723.1,,55.45,0.67,40.57,0.3579,42.43,0.0326
2008-02-27,23583.0,543253.67,0.34,1.3,0.13,0.83,0.0,294858.46,10783.0,12800.0,248395.21,,,,,,,,,,,,,,,,,,0.37,,,,1.49,1.49,712852.0,16421128.23,,54.83,0.67,40.58,0.355,41.99,0.0326
2008-02-28,23583.0,539259.16,0.34,1.35,0.13,0.83,0.0,292690.38,10783.0,12800.0,246568.78,,,,,,,,,,,,,,,,,,0.37,,,,1.49,1.49,712852.0,16300384.64,,54.98,0.66,40.65,0.3543,41.82,0.0326
2008-02-29,23583.0,527275.62,0.34,1.36,0.13,0.83,0.0,286186.15,10783.0,12800.0,241089.47,,,,,,,,,,,,,,,,,,0.36,,,,1.5,1.5,706609.0,15798571.05,,54.24,0.67,40.78,0.354,41.64,0.0329
2008-03-03,23583.0,511137.79,0.34,1.43,0.13,0.82,0.0,277427.12,10783.0,12800.0,233710.67,,,,,,,,,,,,,,,,,,0.36,,,,1.51,1.51,704884.0,15277651.38,,53.66,0.66,41.12,0.3531,41.18,0.033
2008-03-04,23583.0,501710.74,0.34,1.51,0.13,0.81,0.0,272310.46,10783.0,12800.0,229400.29,,,,,,,,,,,,,,,,,,0.34,,,,1.51,1.51,703384.0,14963970.25,,53.39,0.64,40.37,0.3519,41.71,0.033
2008-03-05,23583.0,496118.43,0.34,1.58,0.13,0.8,0.0,269275.15,10783.0,12800.0,226843.28,,,,,,,,,,,,,,,,,,0.34,,,,1.51,1.51,702384.0,14776137.28,,53.13,0.63,40.12,0.3538,42.22,0.0331
2008-03-06,23583.0,493721.72,0.34,1.62,0.13,0.8,0.0,267974.3,10783.0,12800.0,225747.42,,,,,,,,,,,,,,,,,,0.33,,,,1.53,1.53,692474.0,14497284.25,,51.92,0.64,39.83,0.3532,42.4,0.0335
2008-03-07,23583.0,497556.45,0.34,1.64,0.13,0.8,0.0,270055.66,10783.0,12800.0,227500.79,,,,,,,,,,,,,,,,,,0.33,,,,1.53,1.53,695974.0,14683727.86,,52.25,0.63,39.73,0.3533,42.5,0.0334
2008-03-10,23583.0,494201.06,0.34,1.67,0.13,0.8,0.0,268234.47,10783.0,12800.0,225966.59,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.52,0.0,0.0,,0.0,100.0,39.89,0.3531,42.33,0.0332
2008-03-11,23583.0,494999.96,0.34,1.69,0.13,0.8,0.0,268668.09,10783.0,12800.0,226331.88,,,,,,,,,,,,,,,,,,0.33,,,,100.0,1.52,0.0,0.0,,0.0,100.0,39.75,0.3533,42.48,0.0332
2008-03-12,23583.0,516889.89,0.34,1.74,0.13,0.8,0.0,280549.15,10783.0,12800.0,236340.74,,,,,,,,,,,,,,,,,,0.33,,,,100.0,1.52,0.0,0.0,,0.0,100.0,39.81,0.3537,42.47,0.0332
2008-03-13,34083.0,738945.65,0.49,2.54,0.19,1.14,0.0,505161.92,10783.0,23300.0,233783.73,,,,0.33,,,,,10500.0,,,,0.33,,,,,0.35,,,,1.52,1.52,699974.0,15175974.57,,52.62,0.66,28.81,0.4212,57.39,0.048
2008-03-14,34083.0,721164.77,0.49,2.42,0.19,1.14,0.0,493006.46,10783.0,23300.0,228158.31,,,,,,,,,,,,,,,,,,0.35,,,,1.52,1.52,699974.0,14810802.68,,52.11,0.66,28.58,0.4219,57.56,0.048
2008-03-17,34083.0,719548.32,0.49,2.55,0.19,1.13,0.0,491901.42,10783.0,23300.0,227646.91,,,,,,,,,,,,,,,,,,0.34,,,,1.52,1.52,699974.0,14777605.23,,51.48,0.65,28.08,0.4237,57.95,0.048
2008-03-18,34083.0,717931.88,0.49,2.54,0.19,1.14,0.0,490796.37,10783.0,23300.0,227135.51,,,,,,,,,,,,,,,,,,0.34,,,,1.52,1.52,699974.0,14744407.79,,52.81,0.63,27.86,0.4252,58.18,0.048
2008-03-19,34083.0,710080.58,0.49,2.98,0.19,1.13,0.0,485429.03,10783.0,23300.0,224651.55,,,,,,,,,,,,,,,,,,0.34,,,,1.52,1.52,699974.0,14583163.06,,51.92,0.64,28.03,0.4238,57.98,0.048
2008-03-20,34183.0,708226.8,0.49,3.1,0.19,1.13,0.0,484817.23,10783.0,23400.0,223409.58,,,,0.0,,,,,100.0,,,,0.0,,,,,0.33,,,,1.52,1.52,700311.0,14509522.89,,52.73,0.62,27.76,0.4216,57.88,0.0481
2008-03-21,34183.0,708226.8,0.49,2.99,0.19,1.12,0.0,484817.23,10783.0,23400.0,223409.58,,,,,,,,,,,,,,,,,,0.33,,,,1.52,1.52,700311.0,14509522.89,,52.6,0.63,27.76,0.4216,57.88,0.0481
2008-03-24,34183.0,708226.8,0.49,2.99,0.19,1.12,0.0,484817.23,10783.0,23400.0,223409.58,,,,,,,,,,,,,,,,,,0.33,,,,1.52,1.52,697379.0,14448775.71,,52.62,0.63,27.82,0.423,57.98,0.0483
2008-03-25,29138.0,609820.96,0.42,2.55,0.16,0.97,0.0,384146.61,10783.0,18355.0,225674.36,,,,,,,,,,,,,,,,,5045.0,0.33,0.16,,,1.52,1.52,697379.0,14595247.93,,51.87,0.63,32.3,0.379,51.19,0.0411
2008-03-26,26981.0,563032.5,0.39,2.41,0.15,0.9,0.0,338015.65,10783.0,16198.0,225016.84,,,,,,,,,,,,,,,,,2157.0,0.33,0.07,,,1.6,1.6,662729.0,13829656.54,,50.57,0.64,34.45,0.3602,47.61,0.0401
2008-03-27,26981.0,563032.5,0.39,2.46,0.15,0.9,0.0,338015.65,10783.0,16198.0,225016.84,,,,,,,,,,,,,,,,,,0.33,,,,1.6,1.6,662661.0,13828237.53,,51.11,0.65,34.79,0.3593,47.26,0.0401
2008-03-28,26981.0,556085.99,0.39,2.72,0.15,0.9,0.0,333845.33,10783.0,16198.0,222240.66,,,,,,,,,,,,,,,,,,0.33,,,,1.62,1.62,656729.0,13535369.22,,50.5,0.65,34.93,0.3586,47.07,0.0404
2008-03-31,26981.0,563032.5,0.39,2.89,0.15,0.89,0.0,338015.65,10783.0,16198.0,225016.84,,,,,,,,,,,,,,,,,,0.33,,,,1.63,1.63,650729.0,13579243.66,,50.44,0.65,34.7,0.3584,47.2,0.0408
2008-04-01,24183.0,516113.75,0.35,2.65,0.13,0.82,0.0,285982.89,10783.0,13400.0,230130.86,,,,,,,,,,,,,,,,,2798.0,0.33,0.08,,,100.0,1.63,0.0,0.0,,0.0,100.0,38.63,0.3394,41.45,0.0366
2008-04-02,24183.0,515949.91,0.35,2.53,0.13,0.82,0.0,285892.1,10783.0,13400.0,230057.8,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.62,0.0,0.0,,0.0,100.0,39.2,0.3407,41.13,0.0362
2008-04-03,24183.0,517424.52,0.35,2.52,0.13,0.82,0.0,286709.2,10783.0,13400.0,230715.32,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.62,0.0,0.0,,0.0,100.0,39.13,0.3399,41.07,0.0362
2008-04-04,24183.0,510379.16,0.35,2.47,0.13,0.82,0.0,282805.31,10783.0,13400.0,227573.85,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.63,0.0,0.0,,0.0,100.0,39.2,0.3401,41.02,0.0366
2008-04-07,24183.0,514475.3,0.35,2.45,0.13,0.82,0.0,285075.01,10783.0,13400.0,229400.29,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.6,0.0,0.0,,0.0,100.0,38.88,0.3397,41.26,0.036
2008-04-08,24183.0,519882.2,0.35,2.5,0.13,0.82,0.0,288071.02,10783.0,13400.0,231811.18,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.63,0.0,0.0,,0.0,100.0,39.06,0.3398,41.11,0.0366
2008-04-09,24183.0,517752.21,0.35,2.53,0.13,0.83,0.0,286890.78,10783.0,13400.0,230861.43,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.63,0.0,0.0,,0.0,100.0,39.3,0.3402,40.94,0.0366
2008-04-10,24183.0,514475.3,0.35,2.64,0.13,0.83,0.0,285075.01,10783.0,13400.0,229400.29,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.63,0.0,0.0,,0.0,100.0,39.18,0.3397,40.98,0.0366
2008-04-11,25183.0,540697.56,0.36,2.74,0.14,0.85,0.0,309178.61,10783.0,14400.0,231518.95,,,,0.03,,,,,1000.0,,,,0.03,,,,,0.34,,,,100.0,1.65,0.0,0.0,,0.0,100.0,37.58,0.3228,39.56,0.0385
2008-04-14,25183.0,536943.9,0.36,2.79,0.14,0.86,0.0,307032.21,10783.0,14400.0,229911.69,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.64,0.0,0.0,,0.0,100.0,37.78,0.3229,39.4,0.0383
2008-04-15,25183.0,544280.6,0.36,2.88,0.14,0.86,0.0,311227.44,10783.0,14400.0,233053.16,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.64,0.0,0.0,,0.0,100.0,37.62,0.3226,39.5,0.0383
2008-04-16,25183.0,541550.66,0.36,2.92,0.14,0.86,0.0,309666.42,10783.0,14400.0,231884.24,,,,,,,,,,,,,,,,,,0.34,,,,100.0,1.64,0.0,0.0,,0.0,100.0,37.91,0.323,39.28,0.0383
2008-04-17,25183.0,564755.1,0.36,2.98,0.14,0.86,0.0,322935.05,10783.0,14400.0,241820.05,,,,,,,,,,,,,,,,,,0.35,,,,100.0,1.64,0.0,0.0,,0.0,100.0,38.17,0.3231,39.07,0.0383
2008-04-18,25183.0,577551.67,0.36,2.81,0.14,0.88,0.0,330252.31,10783.0,14400.0,247299.35,,,,,,,,,,,,,,,,,,0.36,,,,100.0,1.64,0.0,0.0,,0.0,100.0,38.61,0.3233,38.66,0.0383
2008-04-21,25183.0,574992.35,0.36,2.89,0.14,0.88,0.0,328788.86,10783.0,14400.0,246203.49,,,,,,,,,,,,,,,,,,0.37,,,,100.0,1.64,0.0,0.0,,0.0,100.0,38.24,0.3241,39.16,0.0382
2008-04-22,25183.0,574821.73,0.36,3.0,0.14,0.88,0.0,328691.3,10783.0,14400.0,246130.43,,,,,,,,,,,,,,,,,,0.36,,,,100.0,1.64,0.0,0.0,,0.0,100.0,38.28,0.3235,39.03,0.0382
2008-04-23,25183.0,522952.99,0.36,3.16,0.14,0.88,0.0,299032.01,10783.0,14400.0,223920.98,,,,,,,,,,,,,,,,,,0.36,,,,100.0,1.64,0.0,0.0,,0.0,100.0,38.22,0.3232,39.03,0.0382
2008-04-24,25183.0,517493.12,0.36,2.45,0.14,0.85,0.0,295909.98,10783.0,14400.0,221583.14,,,,,,,,,,,,,,,,,,0.33,,,,100.0,1.66,0.0,0.0,,0.0,100.0,36.82,0.3198,39.71,0.0387
2008-04-25,25183.0,525171.06,0.36,2.43,0.14,0.85,0.0,300300.33,10783.0,14400.0,224870.73,,,,,,,,,,,,,,,,,,0.33,,,,100.0,1.66,0.0,0.0,,0.0,100.0,36.63,0.3201,39.92,0.0387
2008-04-28,25183.0,524659.19,0.36,2.4,0.14,0.85,0.0,300007.64,10783.0,14400.0,224651.55,,,,,,,,,,,,,,,,,,0.33,,,,100.0,1.66,0.0,0.0,,0.0,100.0,36.98,0.3209,39.74,0.0389
