,ALAQU FP Equity_DX_SI_QTY,ALAQU FP Equity_DX_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAQU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAQU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAQU FP Equity_DX_SI_MV,ALAQU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAQU FP Equity_DX_SUPPLY_SI_QTY,ALAQU FP Equity_DX_BROKER_SI_QTY,ALAQU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAQU FP Equity_DX_SUPPLY_SI_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_UTILIZATION_QUANTITY,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAQU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAQU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAQU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAQU FP Equity_DX_BROKER_SI_CON_RATIO,ALAQU FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAQU FP Equity_PX_LAST
2015-05-18,,,,,,,,,,,,,,,,,,,,5.95
2015-05-19,,,,,,,,,,,,,,,,,,,,5.94
2015-05-20,,,,,,,,,,,,,,,,,,,,5.91
2015-05-21,,,,,,,,,,,,,,,,,,,,5.65
2015-05-22,,,,,,,,,,,,,,,,,,,,5.65
2015-05-25,,,,,,,,,,,,,,,,,,,,5.64
2015-05-26,,,,,,,,,,,,,,,,,,,,5.64
2015-05-28,,,,,,,,,,,,,,,,,,,,5.63
2015-05-29,,,,,,,,,,,,,,,,,,,,5.63
2015-06-02,,,,,,,,,,,,,,,,,,,,5.65
2015-06-03,,,,,,,,,,,,,,,,,,,,5.95
2015-06-04,,,,,,,,,,,,,,,,,,,,5.85
2015-06-05,,,,,,,,,,,,,,,,,,,,5.65
2015-06-08,,,,,,,,,,,,,,,,,,,,5.63
2015-06-09,,,,,,,,,,,,,,,,,,,,5.6
2015-06-10,,,,,,,,,,,,,,,,,,,,5.5
2015-06-11,,,,,,,,,,,,,,,,,,,,5.35
2015-06-12,,,,,,,,,,,,,,,,,,,,5.49
2015-06-15,,,,,,,,,,,,,,,,,,,,5.26
2015-06-16,,,,,,,,,,,,,,,,,,,,5.48
2015-06-18,,,,,,,,,,,,,,,,,,,,5.3
2015-06-19,,,,,,,,,,,,,,,,,,,,5.26
2015-06-22,,,,,,,,,,,,,,,,,,,,5.3
2015-06-23,,,,,,,,,,,,,,,,,,,,5.34
2015-06-24,,,,,,,,,,,,,,,,,,,,5.48
2015-06-29,,,,,,,,,,,,,,,,,,,,5.25
2015-06-30,,,,,,,,,,,,,,,,,,,,5.25
2015-07-01,,,,,,,,,,,,,,,,,,,,5.47
2015-07-02,,,,,,,,,,,,,,,,,,,,5.44
2015-07-03,,,,,,,,,,,,,,,,,,,,5.06
2015-07-07,,,,,,,,,,,,,,,,,,,,5.2
2015-07-09,,,,,,,,,,,,,,,,,,,,5.18
2015-07-10,,,,,,,,,,,,,,,,,,,,5.16
2015-07-13,,,,,,,,,,,,,,,,,,,,5.19
2015-07-14,,,,,,,,,,,,,,,,,,,,5.31
2015-07-15,,,,,,,,,,,,,,,,,,,,5.45
2015-07-16,,,,,,,,,,,,,,,,,,,,5.5
2015-07-17,,,,,,,,,,,,,,,,,,,,5.89
2015-07-20,,,,,,,,,,,,,,,,,,,,5.75
2015-07-21,,,,,,,,,,,,,,,,,,,,5.79
2015-07-23,,,,,,,,,,,,,,,,,,,,5.78
2015-07-27,,,,,,,,,,,,,,,,,,,,5.6
2015-07-29,,,,,,,,,,,,,,,,,,,,5.6
2015-07-30,,,,,,,,,,,,,,,,,,,,5.89
2015-07-31,,,,,,,,,,,,,,,,,,,,5.63
2015-08-03,,,,,,,,,,,,,,,,,,,,5.6
2015-08-04,,,,,,,,,,,,,,,,,,,,5.79
2015-08-05,,,,,,,,,,,,,,,,,,,,5.9
2015-08-06,,,,,,,,,,,,,,,,,,,,5.61
2015-08-10,,,,,,,,,,,,,,,,,,,,5.48
2015-08-11,,,,,,,,,,,,,,,,,,,,5.62
2015-08-18,,,,,,,,,,,,,,,,,,,,5.51
2015-08-20,,,,,,,,,,,,,,,,,,,,5.62
2015-08-24,,,,,,,,,,,,,,,,,,,,5.07
2015-08-25,,,,,,,,,,,,,,,,,,,,5.78
2015-08-27,,,,,,,,,,,,,,,,,,,,5.8
2015-08-31,,,,,,,,,,,,,,,,,,,,5.52
2015-09-04,,,,,,,,,,,,,,,,,,,,5.55
2015-09-07,,,,,,,,,,,,,,,,,,,,5.54
2015-09-08,,,,,,,,,,,,,,,,,,,,5.6
2015-09-09,,,,,,,,,,,,,,,,,,,,5.54
2015-09-14,,,,,,,,,,,,,,,,,,,,5.91
2015-09-15,,,,,,,,,,,,,,,,,,,,5.92
2015-09-16,,,,,,,,,,,,,,,,,,,,5.89
2015-09-21,,,,,,,,,,,,,,,,,,,,5.85
2015-09-22,,,,,,,,,,,,,,,,,,,,5.85
2015-09-23,,,,,,,,,,,,,,,,,,,,5.82
2015-09-24,,,,,,,,,,,,,,,,,,,,5.6
2015-09-25,,,,,,,,,,,,,,,,,,,,5.7
2015-09-28,,,,,,,,,,,,,,,,,,,,5.92
2015-09-29,,,,,,,,,,,,,,,,,,,,5.92
2015-10-01,,,,,,,,,,,,,,,,,,,,5.92
2015-10-02,,,,,,,,,,,,,,,,,,,,5.92
2015-10-12,,,,,,,,,,,,,,,,,,,,5.63
2015-10-13,,,,,,,,,,,,,,,,,,,,5.86
2015-10-15,,,,,,,,,,,,,,,,,,,,5.85
2015-10-22,,,,,,,,,,,,,,,,,,,,5.84
2015-10-23,,,,,,,,,,,,,,,,,,,,5.84
2015-10-27,,,,,,,,,,,,,,,,,,,,5.84
2015-10-28,,,,,,,,,,,,,,,,,,,,5.84
2015-10-29,,,,,,,,,,,,,,,,,,,,5.54
2015-10-30,,,,,,,,,,,,,,,,,,,,5.49
2015-11-03,,,,,,,,,,,,,,,,,,,,5.4
2015-11-04,,,,,,,,,,,,,,,,,,,,5.59
2015-11-05,,,,,,,,,,,,,,,,,,,,5.58
2015-11-06,,,,,,,,,,,,,,,,,,,,5.5
2015-11-09,,,,,,,,,,,,,,,,,,,,5.45
2015-11-10,,,,,,,,,,,,,,,,,,,,5.45
2015-11-11,,,,,,,,,,,,,,,,,,,,5.41
2015-11-12,,,,,,,,,,,,,,,,,,,,5.52
2015-11-13,,,,,,,,,,,,,,,,,,,,5.78
2015-11-16,,,,,,,,,,,,,,,,,,,,5.53
2015-11-17,,,,,,,,,,,,,,,,,,,,5.55
2015-11-18,,,,,,,,,,,,,,,,,,,,5.75
2015-11-19,,,,,,,,,,,,,,,,,,,,5.74
2015-11-23,,,,,,,,,,,,,,,,,,,,5.74
2015-11-25,,,,,,,,,,,,,,,,,,,,5.6
2015-11-26,,,,,,,,,,,,,,,,,,,,5.74
2015-11-27,,,,,,,,,,,,,,,,,,,,5.74
2015-11-30,,,,,,,,,,,,,,,,,,,,5.78
2015-12-01,,,,,,,,,,,,,,,,,,,,5.8
2015-12-02,,,,,,,,,,,,,,,,,,,,5.82
2015-12-04,,,,,,,,,,,,,,,,,,,,5.92
2015-12-07,,,,,,,,,,,,,,,,,,,,5.91
2015-12-08,,,,,,,,,,,,,,,,,,,,5.91
2015-12-11,,,,,,,,,,,,,,,,,,,,5.77
2015-12-14,,,,,,,,,,,,,,,,,,,,5.56
2015-12-15,,,,,,,,,,,,,,,,,,,,5.75
2015-12-17,,,,,,,,,,,,,,,,,,,,5.8
2015-12-18,,,,,,,,,,,,,,,,,,,,5.56
2015-12-21,,,,,,,,,,,,,,,,,,,,5.8
2015-12-23,,,,,,,,,,,,,,,,,,,,5.8
2015-12-24,,,,,,,,,,,,,,,,,,,,5.8
2015-12-28,,,,,,,,,,,,,,,,,,,,5.58
2015-12-30,,,,,,,,,,,,,,,,,,,,5.9
2015-12-31,,,,,,,,,,,,,,,,,,,,5.91
2016-01-05,,,,,,,,,,,,,,,,,,,,5.91
2016-01-06,,,,,,,,,,,,,,,,,,,,5.9
2016-01-07,,,,,,,,,,,,,,,,,,,,5.6
2016-01-11,,,,,,,,,,,,,,,,,,,,5.9
2016-01-12,,,,,,,,,,,,,,,,,,,,5.91
2016-01-13,,,,,,,,,,,,,,,,,,,,5.91
2016-01-14,,,,,,,,,,,,,,,,,,,,5.9
2016-01-15,,,,,,,,,,,,,,,,,,,,5.91
2016-01-18,,,,,,,,,,,,,,,,,,,,5.61
2016-01-19,,,,,,,,,,,,,,,,,,,,5.87
2016-01-20,,,,,,,,,,,,,,,,,,,,5.9
2016-01-25,,,,,,,,,,,,,,,,,,,,5.8
2016-01-26,,,,,,,,,,,,,,,,,,,,5.8
2016-01-28,,,,,,,,,,,,,,,,,,,,5.9
2016-01-29,,,,,,,,,,,,,,,,,,,,5.95
2016-02-01,,,,,,,,,,,,,,,,,,,,6.05
2016-02-02,,,,,,,,,,,,,,,,,,,,5.64
2016-02-03,,,,,,,,,,,,,,,,,,,,5.72
2016-02-04,,,,,,,,,,,,,,,,,,,,5.63
2016-02-05,,,,,,,,,,,,,,,,,,,,5.67
2016-02-08,,,,,,,,,,,,,,,,,,,,5.7
2016-02-09,,,,,,,,,,,,,,,,,,,,5.7
2016-02-10,,,,,,,,,,,,,,,,,,,,5.75
2016-02-11,,,,,,,,,,,,,,,,,,,,5.75
2016-02-12,,,,,,,,,,,,,,,,,,,,5.84
2016-02-15,,,,,,,,,,,,,,,,,,,,5.79
2016-02-16,,,,,,,,,,,,,,,,,,,,5.79
2016-02-18,,,,,,,,,,,,,,,,,,,,5.65
2016-02-19,,,,,,,,,,,,,,,,,,,,5.67
2016-02-22,,,,,,,,,,,,,,,,,,,,5.79
2016-02-24,,,,,,,,,,,,,,,,,,,,5.75
2016-02-25,,,,,,,,,,,,,,,,,,,,5.85
2016-02-26,,,,,,,,,,,,,,,,,,,,5.9
2016-02-29,,,,,,,,,,,,,,,,,,,,5.9
2016-03-01,,,,,,,,,,,,,,,,,,,,5.89
2016-03-02,,,,,,,,,,,,,,,,,,,,5.9
2016-03-03,,,,,,,,,,,,,,,,,,,,5.88
2016-03-04,,,,,,,,,,,,,,,,,,,,5.91
2016-03-07,,,,,,,,,,,,,,,,,,,,5.9
2016-03-08,,,,,,,,,,,,,,,,,,,,5.9
2016-03-09,,,,,,,,,,,,,,,,,,,,5.9
2016-03-10,,,,,,,,,,,,,,,,,,,,5.9
2016-03-14,,,,,,,,,,,,,,,,,,,,5.86
2016-03-15,,,,,,,,,,,,,,,,,,,,5.84
2016-03-16,,,,,,,,,,,,,,,,,,,,5.85
2016-03-17,,,,,,,,,,,,,,,,,,,,5.92
2016-03-18,,,,,,,,,,,,,,,,,,,,5.92
2016-03-21,,,,,,,,,,,,,,,,,,,,5.85
2016-03-22,,,,,,,,,,,,,,,,,,,,5.93
2016-03-23,,,,,,,,,,,,,,,,,,,,5.92
2016-03-24,,,,,,,,,,,,,,,,,,,,5.93
2016-03-29,,,,,,,,,,,,,,,,,,,,5.93
2016-03-30,,,,,,,,,,,,,,,,,,,,5.9
2016-03-31,,,,,,,,,,,,,,,,,,,,5.9
2016-04-01,,,,,,,,,,,,,,,,,,,,5.9
2016-04-04,,,,,,,,,,,,,,,,,,,,5.9
2016-04-05,,,,,,,,,,,,,,,,,,,,5.95
2016-04-06,,,,,,,,,,,,,,,,,,,,5.9
2016-04-07,,,,,,,,,,,,,,,,,,,,5.9
2016-04-08,,,,,,,,,,,,,,,,,,,,5.95
2016-04-11,,,,,,,,,,,,,,,,,,,,6.0
2016-04-12,,,,,,,,,,,,,,,,,,,,6.04
2016-04-13,,,,,,,,,,,,,,,,,,,,6.12
2016-04-15,,,,,,,,,,,,,,,,,,,,6.15
2016-04-18,,,,,,,,,,,,,,,,,,,,6.23
2016-04-19,,,,,,,,,,,,,,,,,,,,6.29
2016-04-20,,,,,,,,,,,,,,,,,,,,6.29
2016-04-21,,,,,,,,,,,,,,,,,,,,6.29
2016-04-22,,,,,,,,,,,,,,,,,,,,6.29
2016-04-25,,,,,,,,,,,,,,,,,,,,6.29
2016-04-26,,,,,,,,,,,,,,,,,,,,6.29
2016-04-27,,,,,,,,,,,,,,,,,,,,6.26
2016-04-28,,,,,,,,,,,,,,,,,,,,6.31
2016-04-29,,,,,,,,,,,,,,,,,,,,6.4
2016-05-02,,,,,,,,,,,,,,,,,,,,6.44
2016-05-03,,,,,,,,,,,,,,,,,,,,6.35
2016-05-04,,,,,,,,,,,,,,,,,,,,6.35
2016-05-05,,,,,,,,,,,,,,,,,,,,6.39
2016-05-06,,,,,,,,,,,,,,,,,,,,6.42
2016-05-09,,,,,,,,,,,,,,,,,,,,6.35
2016-05-10,,,,,,,,,,,,,,,,,,,,6.35
2016-05-11,,,,,,,,,,,,,,,,,,,,6.32
2016-05-12,,,,,,,,,,,,,,,,,,,,6.45
2016-05-13,,,,,,,,,,,,,,,,,,,,6.49
2016-05-16,,,,,,,,,,,,,,,,,,,,6.55
2016-05-17,,,,,,,,,,,,,,,,,,,,6.55
2016-05-18,,,,,,,,,,,,,,,,,,,,6.54
2016-05-19,,,,,,,,,,,,,,,,,,,,6.04
2016-05-20,,,,,,,,,,,,,,,,,,,,5.85
2016-05-23,,,,,,,,,,,,,,,,,,,,5.85
2016-05-24,,,,,,,,,,,,,,,,,,,,5.68
2016-05-25,,,,,,,,,,,,,,,,,,,,5.72
2016-05-26,,,,,,,,,,,,,,,,,,,,5.91
2016-05-27,,,,,,,,,,,,,,,,,,,,6.06
2016-05-30,,,,,,,,,,,,,,,,,,,,6.06
2016-05-31,,,,,,,,,,,,,,,,,,,,6.06
2016-06-01,,,,,,,,,,,,,,,,,,,,5.99
2016-06-03,,,,,,,,,,,,,,,,,,,,5.75
2016-06-06,,,,,,,,,,,,,,,,,,,,5.88
2016-06-07,,,,,,,,,,,,,,,,,,,,5.89
2016-06-08,,,,,,,,,,,,,,,,,,,,5.83
2016-06-10,,,,,,,,,,,,,,,,,,,,5.85
2016-06-13,,,,,,,,,,,,,,,,,,,,5.8
2016-06-16,,,,,,,,,,,,,,,,,,,,5.75
2016-06-17,,,,,,,,,,,,,,,,,,,,5.75
2016-06-20,,,,,,,,,,,,,,,,,,,,5.71
2016-06-21,,,,,,,,,,,,,,,,,,,,5.73
2016-06-22,,,,,,,,,,,,,,,,,,,,5.76
2016-06-23,,,,,,,,,,,,,,,,,,,,5.93
2016-06-24,,,,,,,,,,,,,,,,,,,,5.72
2016-06-27,,,,,,,,,,,,,,,,,,,,5.94
2016-06-28,,,,,,,,,,,,,,,,,,,,5.94
2016-06-29,,,,,,,,,,,,,,,,,,,,5.94
2016-06-30,,,,,,,,,,,,,,,,,,,,5.95
2016-07-01,,,,,,,,,,,,,,,,,,,,5.95
2016-07-04,,,,,,,,,,,,,,,,,,,,5.82
2016-07-05,,,,,,,,,,,,,,,,,,,,5.9
2016-07-06,,,,,,,,,,,,,,,,,,,,5.8
2016-07-07,,,,,,,,,,,,,,,,,,,,5.9
2016-07-11,,,,,,,,,,,,,,,,,,,,5.9
2016-07-13,,,,,,,,,,,,,,,,,,,,5.9
2016-07-14,,,,,,,,,,,,,,,,,,,,5.9
2016-07-15,,,,,,,,,,,,,,,,,,,,5.88
2016-07-18,,,,,,,,,,,,,,,,,,,,5.9
2016-07-19,,,,,,,,,,,,,,,,,,,,5.9
2016-07-20,,,,,,,,,,,,,,,,,,,,5.92
2016-07-21,,,,,,,,,,,,,,,,,,,,5.95
2016-07-22,,,,,,,,,,,,,,,,,,,,6.04
2016-07-25,,,,,,,,,,,,,,,,,,,,6.1
2016-07-26,,,,,,,,,,,,,,,,,,,,6.13
2016-07-27,,,,,,,,,,,,,,,,,,,,6.32
2016-07-28,,,,,,,,,,,,,,,,,,,,6.32
2016-07-29,,,,,,,,,,,,,,,,,,,,6.4
2016-08-01,,,,,,,,,,,,,,,,,,,,6.4
2016-08-02,,,,,,,,,,,,,,,,,,,,6.4
2016-08-03,,,,,,,,,,,,,,,,,,,,6.41
2016-08-04,,,,,,,,,,,,,,,,,,,,6.46
2016-08-05,,,,,,,,,,,,,,,,,,,,6.4
2016-08-08,,,,,,,,,,,,,,,,,,,,6.24
2016-08-09,,,,,,,,,,,,,,,,,,,,6.34
2016-08-10,,,,,,,,,,,,,,,,,,,,6.42
2016-08-11,,,,,,,,,,,,,,,,,,,,6.4
2016-08-12,,,,,,,,,,,,,,,,,,,,6.59
2016-08-15,,,,,,,,,,,,,,,,,,,,6.23
2016-08-16,,,,,,,,,,,,,,,,,,,,6.54
2016-08-17,,,,,,,,,,,,,,,,,,,,6.4
2016-08-18,,,,,,,,,,,,,,,,,,,,6.34
2016-08-19,,,,,,,,,,,,,,,,,,,,6.32
2016-08-22,,,,,,,,,,,,,,,,,,,,6.3
2016-08-23,,,,,,,,,,,,,,,,,,,,6.27
2016-08-24,,,,,,,,,,,,,,,,,,,,6.25
2016-08-25,,,,,,,,,,,,,,,,,,,,6.25
2016-08-26,,,,,,,,,,,,,,,,,,,,6.4
2016-08-29,,,,,,,,,,,,,,,,,,,,6.43
2016-08-30,,,,,,,,,,,,,,,,,,,,6.57
2016-08-31,,,,,,,,,,,,,,,,,,,,6.59
2016-09-01,,,,,,,,,,,,,,,,,,,,6.9
2016-09-02,,,,,,,,,,,,,,,,,,,,6.99
2016-09-05,,,,,,,,,,,,,,,,,,,,6.99
2016-09-06,,,,,,,,,,,,,,,,,,,,6.95
2016-09-07,,,,,,,,,,,,,,,,,,,,7.01
2016-09-08,,,,,,,,,,,,,,,,,,,,7.43
2016-09-09,,,,,,,,,,,,,,,,,,,,7.24
2016-09-12,,,,,,,,,,,,,,,,,,,,6.95
2016-09-13,,,,,,,,,,,,,,,,,,,,6.96
2016-09-14,,,,,,,,,,,,,,,,,,,,6.8
2016-09-15,,,,,,,,,,,,,,,,,,,,6.8
2016-09-16,,,,,,,,,,,,,,,,,,,,6.81
2016-09-19,,,,,,,,,,,,,,,,,,,,6.7
2016-09-20,,,,,,,,,,,,,,,,,,,,6.7
2016-09-21,,,,,,,,,,,,,,,,,,,,6.7
2016-09-22,,,,,,,,,,,,,,,,,,,,6.8
2016-09-23,,,,,,,,,,,,,,,,,,,,6.71
2016-09-26,,,,,,,,,,,,,,,,,,,,7.27
2016-09-27,,,,,,,,,,,,,,,,,,,,7.02
2016-09-28,,,,,,,,,,,,,,,,,,,,6.96
2016-09-29,,,,,,,,,,,,,,,,,,,,7.19
2016-09-30,,,,,,,,,,,,,,,,,,,,7.18
2016-10-03,,,,,,,,,,,,,,,,,,,,6.84
2016-10-04,,,,,,,,,,,,,,,,,,,,6.87
2016-10-05,,,,,,,,,,,,,,,,,,,,6.98
2016-10-06,,,,,,,,,,,,,,,,,,,,6.99
2016-10-07,,,,,,,,,,,,,,,,,,,,6.87
2016-10-10,,,,,,,,,,,,,,,,,,,,7.1
2016-10-11,,,,,,,,,,,,,,,,,,,,7.0
2016-10-12,,,,,,,,,,,,,,,,,,,,7.1
2016-10-13,,,,,,,,,,,,,,,,,,,,7.17
2016-10-14,,,,,,,,,,,,,,,,,,,,7.24
2016-10-17,,,,,,,,,,,,,,,,,,,,7.16
2016-10-18,,,,,,,,,,,,,,,,,,,,7.21
2016-10-19,,,,,,,,,,,,,,,,,,,,7.25
2016-10-20,,,,,,,,,,,,,,,,,,,,7.5
2016-10-21,,,,,,,,,,,,,,,,,,,,7.5
2016-10-24,,,,,,,,,,,,,,,,,,,,7.5
2016-10-25,,,,,,,,,,,,,,,,,,,,7.5
2016-10-26,,,,,,,,,,,,,,,,,,,,7.27
2016-10-27,,,,,,,,,,,,,,,,,,,,7.48
2016-10-28,,,,,,,,,,,,,,,,,,,,7.27
2016-10-31,,,,,,,,,,,,,,,,,,,,7.49
2016-11-01,,,,,,,,,,,,,,,,,,,,7.49
2016-11-02,,,,,,,,,,,,,,,,,,,,7.28
2016-11-03,,,,,,,,,,,,,,,,,,,,7.3
2016-11-04,,,,,,,,,,,,,,,,,,,,7.3
2016-11-07,,,,,,,,,,,,,,,,,,,,7.28
2016-11-08,,,,,,,,,,,,,,,,,,,,7.23
2016-11-09,,,,,,,,,,,,,,,,,,,,7.16
2016-11-10,,,,,,,,,,,,,,,,,,,,7.09
2016-11-11,,,,,,,,,,,,,,,,,,,,6.99
2016-11-14,,,,,,,,,,,,,,,,,,,,6.52
2016-11-15,,,,,,,,,,,,,,,,,,,,6.54
2016-11-16,,,,,,,,,,,,,,,,,,,,6.6
2016-11-17,,,,,,,,,,,,,,,,,,,,6.78
2016-11-18,,,,,,,,,,,,,,,,,,,,6.78
2016-11-21,,,,,,,,,,,,,,,,,,,,7.1
2016-11-22,,,,,,,,,,,,,,,,,,,,7.47
2016-11-23,,,,,,,,,,,,,,,,,,,,7.29
2016-11-24,,,,,,,,,,,,,,,,,,,,7.0
2016-11-25,,,,,,,,,,,,,,,,,,,,6.8
2016-11-28,,,,,,,,,,,,,,,,,,,,6.81
2016-11-29,,,,,,,,,,,,,,,,,,,,6.8
2016-11-30,,,,,,,,,,,,,,,,,,,,6.71
2016-12-01,,,,,,,,,,,,,,,,,,,,6.75
2016-12-02,,,,,,,,,,,,,,,,,,,,6.76
2016-12-05,,,,,,,,,,,,,,,,,,,,7.4
2016-12-08,,,,,,,,,,,,,,,,,,,,7.17
2016-12-12,,,,,,,,,,,,,,,,,,,,7.35
2016-12-13,,,,,,,,,,,,,,,,,,,,7.3
2016-12-14,,,,,,,,,,,,,,,,,,,,7.3
2016-12-15,,,,,,,,,,,,,,,,,,,,7.34
2016-12-19,,,,,,,,,,,,,,,,,,,,7.4
2016-12-22,,,,,,,,,,,,,,,,,,,,7.41
2016-12-23,,,,,,,,,,,,,,,,,,,,7.41
2016-12-27,,,,,,,,,,,,,,,,,,,,7.15
2016-12-28,,,,,,,,,,,,,,,,,,,,7.38
2016-12-29,,,,,,,,,,,,,,,,,,,,7.41
2016-12-30,,,,,,,,,,,,,,,,,,,,7.41
2017-01-02,,,,,,,,,,,,,,,,,,,,7.48
2017-01-03,,,,,,,,,,,,,,,,,,,,7.5
2017-01-04,,,,,,,,,,,,,,,,,,,,7.52
2017-01-05,,,,,,,,,,,,,,,,,,,,7.5
2017-01-06,,,,,,,,,,,,,,,,,,,,7.52
2017-01-09,,,,,,,,,,,,,,,,,,,,7.52
2017-01-10,,,,,,,,,,,,,,,,,,,,7.5
2017-01-11,,,,,,,,,,,,,,,,,,,,7.52
2017-01-12,,,,,,,,,,,,,,,,,,,,7.63
2017-01-16,,,,,,,,,,,,,,,,,,,,7.6
2017-01-17,,,,,,,,,,,,,,,,,,,,7.6
2017-01-18,,,,,,,,,,,,,,,,,,,,7.55
2017-01-19,,,,,,,,,,,,,,,,,,,,7.79
2017-01-23,,,,,,,,,,,,,,,,,,,,7.75
2017-01-24,,,,,,,,,,,,,,,,,,,,7.85
2017-01-25,,,,,,,,,,,,,,,,,,,,7.85
2017-01-26,,,,,,,,,,,,,,,,,,,,8.0
2017-01-27,,,,,,,,,,,,,,,,,,,,7.52
2017-01-30,,,,,,,,,,,,,,,,,,,,7.52
2017-01-31,,,,,,,,,,,,,,,,,,,,7.75
2017-02-01,,,,,,,,,,,,,,,,,,,,7.75
2017-02-02,,,,,,,,,,,,,,,,,,,,7.75
2017-02-03,,,,,,,,,,,,,,,,,,,,7.4
2017-02-06,,,,,,,,,,,,,,,,,,,,7.41
2017-02-07,,,,,,,,,,,,,,,,,,,,7.75
2017-02-08,,,,,,,,,,,,,,,,,,,,7.75
2017-02-09,,,,,,,,,,,,,,,,,,,,7.9
2017-02-10,,,,,,,,,,,,,,,,,,,,8.0
2017-02-13,,,,,,,,,,,,,,,,,,,,8.02
2017-02-14,,,,,,,,,,,,,,,,,,,,8.34
2017-02-15,,,,,,,,,,,,,,,,,,,,8.05
2017-02-16,,,,,,,,,,,,,,,,,,,,8.13
2017-02-17,,,,,,,,,,,,,,,,,,,,7.91
2017-02-20,,,,,,,,,,,,,,,,,,,,8.25
2017-02-21,,,,,,,,,,,,,,,,,,,,7.82
2017-02-22,,,,,,,,,,,,,,,,,,,,8.23
2017-02-23,,,,,,,,,,,,,,,,,,,,8.27
2017-02-24,,,,,,,,,,,,,,,,,,,,7.84
2017-02-27,,,,,,,,,,,,,,,,,,,,7.83
2017-02-28,,,,,,,,,,,,,,,,,,,,7.83
2017-03-01,,,,,,,,,,,,,,,,,,,,8.0
2017-03-02,,,,,,,,,,,,,,,,,,,,8.19
2017-03-03,,,,,,,,,,,,,,,,,,,,8.1
2017-03-06,,,,,,,,,,,,,,,,,,,,8.05
2017-03-07,,,,,,,,,,,,,,,,,,,,8.09
2017-03-09,,,,,,,,,,,,,,,,,,,,8.05
2017-03-10,,,,,,,,,,,,,,,,,,,,8.24
2017-03-14,,,,,,,,,,,,,,,,,,,,8.2
2017-03-16,,,,,,,,,,,,,,,,,,,,7.97
2017-03-17,,,,,,,,,,,,,,,,,,,,7.97
2017-03-20,,,,,,,,,,,,,,,,,,,,7.97
2017-03-21,,,,,,,,,,,,,,,,,,,,7.95
2017-03-22,,,,,,,,,,,,,,,,,,,,7.93
2017-03-24,,,,,,,,,,,,,,,,,,,,7.91
2017-03-27,,,,,,,,,,,,,,,,,,,,7.98
2017-03-29,,,,,,,,,,,,,,,,,,,,7.95
2017-03-31,,,,,,,,,,,,,,,,,,,,7.95
2017-04-03,,,,,,,,,,,,,,,,,,,,8.0
2017-04-04,,,,,,,,,,,,,,,,,,,,8.0
2017-04-05,,,,,,,,,,,,,,,,,,,,8.0
2017-04-06,,,,,,,,,,,,,,,,,,,,8.0
2017-04-10,,,,,,,,,,,,,,,,,,,,7.87
2017-04-11,,,,,,,,,,,,,,,,,,,,7.9
2017-04-12,,,,,,,,,,,,,,,,,,,,7.9
2017-04-13,,,,,,,,,,,,,,,,,,,,7.64
2017-04-18,,,,,,,,,,,,,,,,,,,,7.66
2017-04-19,,,,,,,,,,,,,,,,,,,,7.58
2017-04-20,,,,,,,,,,,,,,,,,,,,7.51
2017-04-21,,,,,,,,,,,,,,,,,,,,7.47
2017-04-24,,,,,,,,,,,,,,,,,,,,7.57
2017-04-25,,,,,,,,,,,,,,,,,,,,7.6
2017-04-27,,,,,,,,,,,,,,,,,,,,7.5
2017-04-28,,,,,,,,,,,,,,,,,,,,7.55
2017-05-02,,,,,,,,,,,,,,,,,,,,7.55
2017-05-03,,,,,,,,,,,,,,,,,,,,7.39
2017-05-04,,,,,,,,,,,,,,,,,,,,7.55
2017-05-05,,,,,,,,,,,,,,,,,,,,7.55
2017-05-08,,,,,,,,,,,,,,,,,,,,7.56
2017-05-09,,,,,,,,,,,,,,,,,,,,7.47
2017-05-10,,,,,,,,,,,,,,,,,,,,7.8
2017-05-11,,,,,,,,,,,,,,,,,,,,7.42
2017-05-12,,,,,,,,,,,,,,,,,,,,7.5
2017-05-15,,,,,,,,,,,,,,,,,,,,6.8
2017-05-16,,,,,,,,,,,,,,,,,,,,6.82
2017-05-17,,,,,,,,,,,,,,,,,,,,6.8
2017-05-18,,,,,,,,,,,,,,,,,,,,6.79
2017-05-19,,,,,,,,,,,,,,,,,,,,6.8
2017-05-22,,,,,,,,,,,,,,,,,,,,6.81
2017-05-23,,,,,,,,,,,,,,,,,,,,6.81
2017-05-24,,,,,,,,,,,,,,,,,,,,6.85
2017-05-25,,,,,,,,,,,,,,,,,,,,6.85
2017-05-26,,,,,,,,,,,,,,,,,,,,6.95
2017-05-29,,,,,,,,,,,,,,,,,,,,6.95
