,ALNRG FP Equity_DX_SI_QTY,ALNRG FP Equity_DX_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNRG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNRG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNRG FP Equity_DX_SI_MV,ALNRG FP Equity_DX_DSS,ALNRG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNRG FP Equity_DX_SUPPLY_SI_QTY,ALNRG FP Equity_DX_BROKER_SI_QTY,ALNRG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_x,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNRG FP Equity_DX_BROKER_SI_MV_INC_x,ALNRG FP Equity_DX_BROKER_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_NEW,ALNRG FP Equity_DX_SUPPLY_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_QTY_INC,ALNRG FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_NEW_y,ALNRG FP Equity_DX_BROKER_SI_MV_INC_y,ALNRG FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNRG FP Equity_DX_BROKER_SI_MV_ADD,ALNRG FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNRG FP Equity_DX_BROKER_SI_QTY_DEC,ALNRG FP Equity_DX_SUPPLY_SI_MV,ALNRG FP Equity_DX_BROKER_SI_MV_DEC,ALNRG FP Equity_DX_BROKER_SI_MV_RMV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_UTILIZATION_QUANTITY,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNRG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNRG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNRG FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNRG FP Equity_DX_BROKER_SI_CON_RATIO,ALNRG FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNRG FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNRG FP Equity_PX_LAST
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,442539.0,2646383.22,0.44,0.0,,0.0,,0.0,5.98
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,442539.0,2637532.44,0.44,0.0,,0.0,,0.0,5.96
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,442539.0,2628681.66,0.45,0.0,,0.0,,0.0,5.94
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,442539.0,2628681.66,0.44,0.0,,0.0,,0.0,
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3378796.24,1.25,0.0,,0.0,,0.0,5.84
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3413509.9,1.24,0.0,,0.0,,0.0,5.9
2021-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3471366.0,1.24,0.0,,0.0,,0.0,6.0
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3471366.0,1.26,0.0,,0.0,,0.0,6.0
2021-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3401938.68,1.26,0.0,,0.0,,0.0,5.88
2021-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3390367.46,1.25,0.0,,0.0,,0.0,5.86
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,578561.0,3448223.56,1.24,0.0,,0.0,,0.0,5.96
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,593561.0,3442653.8,1.34,0.0,,0.0,,0.0,5.8
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,593561.0,3751305.52,1.32,0.0,,0.0,,0.0,6.32
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,593561.0,3573237.22,1.4,0.0,,0.0,,0.0,6.02
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,593561.0,3537623.56,1.35,0.0,,0.0,,0.0,5.96
2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,593561.0,3442653.8,3.51,0.0,,0.0,,0.0,5.8
2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,593561.0,3442653.8,3.45,0.0,,0.0,,0.0,5.8
2021-01-21,17000.0,98600.0,0.23,1.89,0.23,0.1,0.0,98600.0,0.0,17000.0,0.0,,,,17000.0,,,,,,,,0.1,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0286,5.8
2021-01-22,17000.0,96560.0,0.23,1.9,0.23,0.1,0.0,96560.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0286,5.68
2021-01-25,17000.0,91120.0,0.23,1.85,0.23,0.1,0.0,91120.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0256,5.36
2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17000.0,0.0,0.1,,0.0,0.0,663561.0,3715941.6,3.55,0.0,,0.0,100.0,0.0,5.6
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3689399.16,3.73,0.0,,0.0,,0.0,5.56
2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3662856.72,3.69,0.0,,0.0,,0.0,5.52
2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3649585.5,3.68,0.0,,0.0,,0.0,5.5
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3609771.84,3.67,0.0,,0.0,,0.0,5.44
2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3636314.28,3.62,0.0,,0.0,,0.0,5.48
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3609771.84,3.62,0.0,,0.0,,0.0,5.44
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3649585.5,3.62,0.0,,0.0,,0.0,5.5
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3649585.5,3.64,0.0,,0.0,,0.0,5.5
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3649585.5,3.64,0.0,,0.0,,0.0,5.5
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3636314.28,3.64,0.0,,0.0,,0.0,5.48
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3636314.28,3.63,0.0,,0.0,,0.0,5.48
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3649585.5,3.64,0.0,,0.0,,0.0,5.5
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,3981366.0,3.65,0.0,,0.0,,0.0,6.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,663561.0,4631655.78,3.87,0.0,,0.0,,0.0,6.98
2021-02-16,50000.0,337000.0,0.69,3.06,0.69,0.35,0.0,0.0,50000.0,0.0,337000.0,,,,,,,,,,,,,50000.0,,0.35,,,22.62,7.54,171022.0,1152688.28,1.19,22.62,,1.0,100.0,0.0754,6.74
2021-02-17,50000.0,328000.0,0.69,2.73,0.69,0.34,0.0,0.0,50000.0,0.0,328000.0,,,,,,,,,,,,,,,0.34,,,19.23,7.58,210015.0,1377698.4,1.42,19.23,,1.0,100.0,0.0758,6.56
2021-02-18,50000.0,325000.0,0.69,2.79,0.69,0.33,0.0,0.0,50000.0,0.0,325000.0,,,,,,,,,,,,,,,0.33,,,18.95,7.53,213849.0,1390018.5,1.4,18.95,,1.0,100.0,0.0753,6.5
2021-02-19,50000.0,340000.0,0.69,2.61,0.69,0.33,0.0,0.0,50000.0,0.0,340000.0,,,,,,,,,,,,,,,0.33,,,18.95,7.53,213849.0,1454173.2,1.39,18.95,,1.0,100.0,0.0753,6.8
2021-02-22,62000.0,409200.0,0.86,3.19,0.86,0.42,0.0,79200.0,62000.0,12000.0,409200.0,,,,12000.0,,,,,,,,0.08,12000.0,,0.42,,,9.3,9.3,604320.0,3988512.0,4.1,9.31,19.32,0.6882,80.68,0.093,6.6
2021-02-23,50809.0,330258.5,0.7,2.58,0.7,0.34,0.0,5258.5,50809.0,809.0,330258.5,,,,,,0.08,,11191.0,,,,,,11191.0,0.34,0.08,,7.27,7.27,647736.0,4210284.0,4.27,7.28,1.64,0.9678,98.36,0.0727,6.5
2021-02-24,50541.0,333570.6,0.7,2.56,0.7,0.33,0.0,3570.6,50541.0,541.0,333570.6,,,,,,0.0,,268.0,,,,,,268.0,0.33,0.0,,7.2,7.2,651614.0,4300652.4,4.23,7.2,1.07,0.9788,98.93,0.072,6.6
2021-02-25,50000.0,329000.0,0.69,2.56,0.69,0.33,0.0,0.0,50000.0,0.0,329000.0,,,,,,0.0,,541.0,,,,,,541.0,0.33,0.0,,16.68,7.12,249684.0,1642920.72,1.65,16.68,,1.0,100.0,0.0712,6.58
2021-02-26,50000.0,330000.0,0.69,3.0,0.69,0.33,0.0,0.0,50000.0,0.0,330000.0,,,,,,,,,,,,,,,0.33,,,16.18,7.03,258942.0,1709017.2,1.7,16.18,,1.0,100.0,0.0703,6.6
2021-03-01,50000.0,330000.0,0.69,3.12,0.69,0.33,0.0,0.0,50000.0,0.0,330000.0,,,,,,,,,,,,,,,0.33,,,16.18,7.03,258942.0,1709017.2,1.71,16.18,,1.0,100.0,0.0703,6.6
2021-03-02,50000.0,322000.0,0.69,3.11,0.69,0.33,0.0,0.0,50000.0,0.0,322000.0,,,,,,,,,,,,,,,0.33,,,16.18,7.03,258942.0,1667586.48,1.71,16.18,,1.0,100.0,0.0703,6.44
2021-03-03,50000.0,325000.0,0.69,3.27,0.69,0.32,0.0,0.0,50000.0,0.0,325000.0,,,,,,,,,,,,,,,0.32,,,15.62,6.92,270168.0,1756092.0,1.74,15.62,,1.0,100.0,0.0692,6.5
2021-03-04,50000.0,325000.0,0.69,3.3,0.69,0.32,0.0,0.0,50000.0,0.0,325000.0,,,,,,,,,,,,,,,0.32,,,15.62,6.9,270168.0,1756092.0,1.75,15.62,,1.0,100.0,0.069,6.5
2021-03-05,65000.0,409500.0,0.9,4.3,0.9,0.42,0.0,94500.0,65000.0,15000.0,409500.0,,,,15000.0,,,,,,,,0.1,15000.0,,0.42,,,8.96,8.96,660073.0,4158459.9,4.32,8.94,23.26,0.643,76.74,0.0896,6.3
2021-03-08,50750.0,324800.0,0.7,3.36,0.7,0.32,0.0,4800.0,50750.0,750.0,324800.0,,,,,,0.09,,14250.0,,,,,,14250.0,0.32,0.09,,7.0,7.0,674723.0,4318227.2,4.26,6.98,1.55,0.9695,98.45,0.07,6.4
2021-03-09,50000.0,320000.0,0.69,3.4,0.69,0.32,0.0,0.0,50000.0,0.0,320000.0,,,,,,0.0,,750.0,,,,,,750.0,0.32,0.01,,15.58,6.87,271022.0,1734540.8,1.73,15.58,,1.0,100.0,0.0687,6.4
2021-03-10,50000.0,344000.0,0.69,3.45,0.69,0.32,0.0,0.0,50000.0,0.0,344000.0,,,,,,,,,,,,,,,0.32,,,15.58,6.87,271022.0,1864631.36,1.73,15.58,,1.0,100.0,0.0687,6.88
2021-03-11,50000.0,347000.0,0.69,3.19,0.69,0.34,0.0,0.0,50000.0,0.0,347000.0,,,,,,,,,,,,,,,0.34,,,15.58,6.82,271022.0,1880892.68,1.86,15.58,,1.0,100.0,0.0682,6.94
2021-03-12,50000.0,357000.0,0.69,3.18,0.69,0.35,0.0,0.0,50000.0,0.0,357000.0,,,,,,,,,,,,,,,0.35,,,15.58,6.82,271022.0,1935097.08,1.88,15.58,,1.0,100.0,0.0682,7.14
2021-03-15,50000.0,345000.0,0.69,3.17,0.69,0.36,0.0,0.0,50000.0,0.0,345000.0,,,,,,,,,,,,,,,0.36,,,15.58,6.81,271022.0,1870051.8,1.94,15.58,,1.0,100.0,0.0681,6.9
2021-03-16,50000.0,345000.0,0.69,3.14,0.69,0.35,0.0,0.0,50000.0,0.0,345000.0,,,,,,,,,,,,,,,0.35,,,15.58,6.78,271022.0,1870051.8,1.87,15.58,,1.0,100.0,0.0678,6.9
2021-03-17,50000.0,360000.0,0.69,3.27,0.69,0.35,0.0,0.0,50000.0,0.0,360000.0,,,,,,,,,,,,,,,0.35,,,100.0,6.76,0.0,0.0,0.0,100.0,,1.0,100.0,0.0676,7.2
2021-03-18,50000.0,345000.0,0.69,3.23,0.69,0.35,0.0,0.0,50000.0,0.0,345000.0,,,,,,,,,,,,,,,0.35,,,100.0,6.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0674,6.9
2021-03-19,50000.0,345000.0,0.69,3.23,0.69,0.35,0.0,0.0,50000.0,0.0,345000.0,,,,,,,,,,,,,,,0.35,,,100.0,6.74,0.0,0.0,0.0,100.0,,1.0,100.0,0.0674,6.9
2021-03-22,50000.0,348000.0,0.69,3.27,0.69,0.34,0.0,0.0,50000.0,0.0,348000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.71,0.0,0.0,0.0,100.0,,1.0,100.0,0.0671,6.96
2021-03-23,50000.0,345000.0,0.69,3.4,0.69,0.34,0.0,0.0,50000.0,0.0,345000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.9
2021-03-24,50000.0,343000.0,0.69,3.39,0.69,0.35,0.0,0.0,50000.0,0.0,343000.0,,,,,,,,,,,,,,,0.35,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.86
2021-03-25,50000.0,340000.0,0.69,3.49,0.69,0.34,0.0,0.0,50000.0,0.0,340000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.8
2021-03-26,50000.0,342000.0,0.69,3.71,0.69,0.34,0.0,0.0,50000.0,0.0,342000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.84
2021-03-29,50000.0,345000.0,0.69,4.24,0.69,0.34,0.0,0.0,50000.0,0.0,345000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.9
2021-03-30,50000.0,339000.0,0.69,5.24,0.69,0.35,0.0,0.0,50000.0,0.0,339000.0,,,,,,,,,,,,,,,0.35,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.78
2021-03-31,50000.0,326000.0,0.69,6.4,0.69,0.34,0.0,0.0,50000.0,0.0,326000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,,1.0,100.0,0.067,6.52
2021-04-01,100000.0,674000.0,1.38,12.76,1.38,0.61,0.0,337000.0,50000.0,50000.0,337000.0,0.29,,,,50000.0,,,,0.29,,,,,,0.33,,,100.0,6.7,0.0,0.0,0.0,100.0,46.82,0.502,53.18,0.134,6.74
2021-04-02,100000.0,674000.0,1.38,15.42,1.38,0.61,0.0,337000.0,50000.0,50000.0,337000.0,,,,,,,,,,,,,,,0.33,,,100.0,6.7,0.0,0.0,0.0,100.0,46.8,0.502,53.2,0.134,
2021-04-05,100000.0,674000.0,1.38,15.42,1.38,0.61,0.0,337000.0,50000.0,50000.0,337000.0,,,,,,,,,,,,,,,0.33,,,100.0,6.7,0.0,0.0,0.0,100.0,46.77,0.5021,53.23,0.134,
2021-04-06,100000.0,670000.0,1.38,15.42,1.38,0.61,0.0,335000.0,50000.0,50000.0,335000.0,,,,,,,,,,,,,,,0.32,,,100.0,6.7,0.0,0.0,0.0,100.0,47.05,0.5017,52.95,0.134,6.7
2021-04-07,100000.0,676000.0,1.38,15.62,1.38,0.62,0.0,338000.0,50000.0,50000.0,338000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,46.14,0.503,53.86,0.134,6.76
2021-04-08,100000.0,746000.0,1.38,16.44,1.38,0.63,0.0,373000.0,50000.0,50000.0,373000.0,,,,,,,,,,,,,,,0.34,,,100.0,6.7,0.0,0.0,0.0,100.0,45.92,0.5033,54.08,0.134,7.46
2021-04-09,100000.0,704000.0,1.38,9.47,1.38,0.66,0.0,352000.0,50000.0,50000.0,352000.0,,,,,,,,,,,,,,,0.37,,,100.0,6.7,0.0,0.0,0.0,100.0,43.48,0.5085,56.52,0.134,7.04
2021-04-12,105000.0,724500.0,1.45,9.07,1.45,0.74,0.0,379500.0,55000.0,55000.0,379500.0,,,,5000.0,,,,,,,,0.04,5000.0,,0.39,,,11.57,7.37,420309.0,2900132.1,2.95,11.59,47.51,0.4539,47.51,0.1407,6.9
2021-04-13,100532.0,679596.32,1.39,8.61,1.39,0.74,0.0,341596.32,50532.0,50532.0,341596.32,,,,,,0.03,,4468.0,,,,,,4468.0,0.35,0.0,,10.63,6.77,424777.0,2871492.52,2.92,10.83,47.5,0.4546,47.61,0.1347,6.76
2021-04-14,60932.0,400932.56,0.84,5.2,0.84,0.41,0.0,202216.56,30732.0,30732.0,202216.56,,,,,,0.15,,19800.0,,,,,,19800.0,0.21,0.18,,6.75,4.12,424777.0,2795032.66,2.86,6.78,41.91,0.4269,49.36,0.0816,6.58
2021-04-15,60932.0,409463.04,0.84,5.14,0.84,0.41,0.0,206519.04,30732.0,30732.0,206519.04,,,,,,,,,,,,,,,0.2,,,6.75,4.12,424777.0,2854501.44,2.79,6.75,42.47,0.4252,48.68,0.0816,6.72
2021-04-16,60932.0,409463.04,0.84,5.14,0.84,0.46,0.0,206519.04,30732.0,30732.0,206519.04,,,,,,,,,,,,,,,0.21,,,6.75,4.12,424777.0,2854501.44,2.85,6.75,43.89,0.432,48.3,0.0816,6.72
2021-04-19,60932.0,419212.16,0.84,5.12,0.84,0.43,0.0,211436.16,30732.0,30732.0,211436.16,,,,,,,,,,,,,,,0.21,,,6.75,4.12,424777.0,2922465.76,2.84,6.81,47.33,0.4922,51.78,0.0816,6.88
2021-04-20,30200.0,201132.0,0.42,2.47,0.42,0.2,0.0,0.0,30200.0,0.0,201132.0,,,,,,0.0,,532.0,,,,,,30732.0,0.2,0.23,,100.0,4.05,0.0,0.0,0.0,100.0,,1.0,100.0,0.0405,6.66
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.2,,30200.0,,,,,,,0.0,,,0.0,0.0,746331.0,5030270.94,4.97,0.0,,0.0,,0.0,6.74
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,746331.0,5060124.18,5.03,0.0,,0.0,,0.0,6.78
2021-04-23,11000.0,73260.0,0.15,0.92,0.15,0.08,0.0,69930.0,10500.0,10500.0,69930.0,,,,10500.0,,,,,,,,0.07,10500.0,,0.07,,,2.47,1.41,415309.0,2765957.94,2.8,2.47,,1.0,100.0,0.0147,6.66
2021-04-26,1989.0,13167.18,0.03,0.19,0.03,0.08,0.0,9857.18,1489.0,1489.0,9857.18,,,,,,0.06,,9011.0,,,,,,9011.0,0.01,0.0,,0.35,0.2,424320.0,2808998.4,2.82,0.35,,1.0,100.0,0.0027,6.62
2021-04-27,1000.0,6580.0,0.01,0.1,0.01,0.01,0.0,3290.0,500.0,500.0,3290.0,,,,,,0.01,,989.0,,,,,,989.0,0.0,0.07,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0013,6.58
2021-04-28,1000.0,6580.0,0.01,0.1,0.01,0.01,0.0,3290.0,500.0,500.0,3290.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.58
2021-04-29,1000.0,6420.0,0.01,0.1,0.01,0.01,0.0,3210.0,500.0,500.0,3210.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.42
2021-04-30,1000.0,6360.0,0.01,0.1,0.01,0.01,0.0,3180.0,500.0,500.0,3180.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.36
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.0,,500.0,,,,,,500.0,0.0,0.0,,0.0,0.0,321122.0,1984533.96,2.07,0.0,,0.0,,0.0,6.18
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1894029.8,1.98,0.0,,0.0,,0.0,5.9
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1919711.56,1.89,0.0,,0.0,,0.0,5.98
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1894029.8,1.92,0.0,,0.0,,0.0,5.9
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1900450.24,1.89,0.0,,0.0,,0.0,5.92
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1913291.12,1.9,0.0,,0.0,,0.0,5.96
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1926132.0,1.91,0.0,,0.0,,0.0,6.0
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1926132.0,1.93,0.0,,0.0,,0.0,6.0
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1938972.88,1.93,0.0,,0.0,,0.0,6.04
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1938972.88,1.94,0.0,,0.0,,0.0,6.04
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1919711.56,1.94,0.0,,0.0,,0.0,5.98
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,321022.0,1913291.12,1.92,0.0,,0.0,,0.0,5.96
2021-05-19,1000.0,6000.0,0.01,0.08,0.01,0.01,0.0,3000.0,500.0,500.0,3000.0,,,,500.0,,,,,,,,0.0,500.0,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.0
2021-05-20,1000.0,6100.0,0.01,0.08,0.01,0.01,0.0,3050.0,500.0,500.0,3050.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.1
2021-05-21,1000.0,6100.0,0.01,0.12,0.01,0.01,0.0,3050.0,500.0,500.0,3050.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.1
2021-05-24,1000.0,6540.0,0.01,0.14,0.01,0.01,0.0,3270.0,500.0,500.0,3270.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.54
2021-05-25,1000.0,6360.0,0.01,0.12,0.01,0.01,0.0,3180.0,500.0,500.0,3180.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.36
2021-05-26,1000.0,6180.0,0.01,0.12,0.01,0.01,0.0,3090.0,500.0,500.0,3090.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.18
2021-05-27,1000.0,6180.0,0.01,0.12,0.01,0.01,0.0,3090.0,500.0,500.0,3090.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.18
2021-05-28,1000.0,6180.0,0.01,0.12,0.01,0.01,0.0,3090.0,500.0,500.0,3090.0,,,,,,,,,,,,,,,0.0,,,100.0,0.16,0.0,0.0,0.0,100.0,,1.0,100.0,0.0031,6.18
