,ENX FP Equity_DX_SI_QTY,ENX FP Equity_DX_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ENX FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ENX FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ENX FP Equity_DX_SI_MV,ENX FP Equity_DX_DSS,ENX FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY,ENX FP Equity_DX_BROKER_SI_QTY,ENX FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ENX FP Equity_DX_BROKER_SI_MV_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_x,ENX FP Equity_DX_BROKER_SI_MV_INC_x,ENX FP Equity_DX_SUPPLY_SI_MV_NEW,ENX FP Equity_DX_BROKER_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_NEW,ENX FP Equity_DX_SUPPLY_SI_MV_DEC,ENX FP Equity_DX_BROKER_SI_QTY_INC,ENX FP Equity_DX_SUPPLY_SI_QTY_DEC,ENX FP Equity_DX_BROKER_SI_MV_NEW_y,ENX FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ENX FP Equity_DX_BROKER_SI_MV_INC_y,ENX FP Equity_DX_SUPPLY_SI_QTY_INC_y,ENX FP Equity_DX_BROKER_SI_MV_ADD,ENX FP Equity_DX_SUPPLY_SI_QTY_ADD,ENX FP Equity_DX_BROKER_SI_QTY_DEC,ENX FP Equity_DX_SUPPLY_SI_MV,ENX FP Equity_DX_BROKER_SI_MV_DEC,ENX FP Equity_DX_SUPPLY_SI_MV_RMV,ENX FP Equity_DX_BROKER_SI_MV_RMV,ENX FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ENX FP Equity_DX_UTILIZATION_QUANTITY,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ENX FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ENX FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ENX FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ENX FP Equity_DX_ACTIVE_UTILIZATION_MV,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ENX FP Equity_DX_BROKER_SI_CON_RATIO,ENX FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ENX FP Equity_DX_DEMAND_SUPPLY_RATIO,ENX FP Equity_PX_LAST
2014-10-27,38105.0,686692.32,0.07,0.32,0.05,0.73,0.0,686692.32,18105.0,38105.0,326271.21,,,,,,,,,,,,,,,,3000.0,,0.35,,,,100.0,0.23,0.0,0.0,,0.0,100.0,40.31,0.5188,59.69,0.0049,19.59
2014-10-28,41105.0,752099.37,0.08,0.35,0.06,0.79,0.0,752099.37,18105.0,41105.0,331267.71,,,,0.06,,,,,3000.0,,,,0.06,,,,,0.35,,,,100.0,0.23,0.0,0.0,,0.0,100.0,37.37,0.5319,62.63,0.0053,19.89
2014-10-29,41105.0,756258.8,0.08,0.35,0.06,0.8,0.0,756258.8,18105.0,41105.0,333099.76,,,,,,,,,,,,,,,,,,0.36,,,,100.0,0.24,0.0,0.0,,0.0,100.0,37.6,0.5307,62.4,0.0055,20.0
2014-10-30,41105.0,752477.5,0.08,0.36,0.06,0.8,0.0,752477.5,18105.0,41105.0,331434.26,,,,,,,,,,,,,,,,,,0.36,,,,100.0,0.24,0.0,0.0,,0.0,100.0,37.72,0.5302,62.28,0.0055,19.9
2014-10-31,41105.0,760040.09,0.08,0.36,0.06,0.8,0.0,760040.09,18105.0,41105.0,334765.26,,,,,,,,,,,,,,,,,,0.36,,,,100.0,0.24,0.0,0.0,,0.0,100.0,37.62,0.5307,62.38,0.0055,20.1
2014-11-03,41105.0,762308.87,0.08,0.36,0.06,0.8,0.0,762308.87,18105.0,41105.0,335764.55,,,,,,,,,,,,,,,,,,0.36,,,,100.0,0.24,0.0,0.0,,0.0,100.0,37.8,0.5298,62.2,0.0055,20.16
2014-11-04,41105.0,771383.97,0.08,0.35,0.06,0.8,0.0,771383.97,18105.0,41105.0,339761.75,,,,,,,,,,,,,,,,,,0.36,,,,100.0,0.24,0.0,0.0,,0.0,100.0,37.88,0.5294,62.12,0.0055,20.4
2014-11-05,31280.0,594199.92,0.06,0.26,0.04,0.61,0.0,594199.92,8280.0,31280.0,157288.21,,,,,,,,0.2,,9825.0,,,,,,,9825.0,0.17,0.2,,,100.0,0.11,0.0,0.0,,0.0,100.0,17.68,0.7089,82.32,0.0042,20.65
2014-11-06,31280.0,612903.55,0.06,0.23,0.04,0.61,0.0,612903.55,8280.0,31280.0,162239.18,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.11,0.0,0.0,,0.0,100.0,17.81,0.7072,82.19,0.0042,21.3
2014-11-07,31280.0,627290.96,0.06,0.23,0.04,0.62,0.0,627290.96,8280.0,31280.0,166047.61,,,,,,,,,,,,,,,,,,0.17,,,,100.0,0.11,0.0,0.0,,0.0,100.0,18.18,0.7025,81.82,0.0042,21.8
2014-11-10,31280.0,648872.07,0.06,0.22,0.04,0.62,0.0,648872.07,8280.0,31280.0,171760.25,,,,,,,,,,,,,,,,,,0.18,,,,100.0,0.11,0.0,0.0,,0.0,100.0,18.48,0.6987,81.52,0.0041,22.55
2014-11-11,5280.0,112345.41,0.01,0.04,0.01,0.12,0.0,112345.41,5280.0,5280.0,112345.41,,,,,,,,0.07,,3000.0,,,,,,,26000.0,0.12,0.51,,,0.07,0.07,7582299.0,161332673.21,,160.09,0.07,35.5,1.0,100.0,0.0007,23.13
2014-11-12,5280.0,112636.84,0.01,0.04,0.01,0.12,0.0,112636.84,5280.0,5280.0,112636.84,,,,,,,,,,,,,,,,,,0.12,,,,0.07,0.07,7628546.0,162737750.6,,164.89,0.07,,1.0,100.0,0.0007,23.19
2014-11-13,5280.0,113656.84,0.01,0.04,0.01,0.12,0.0,113656.84,5280.0,5280.0,113656.84,,,,,,,,,,,,,,,,,,0.12,,,,0.07,0.07,7667627.0,165052697.37,,166.6,0.07,,1.0,100.0,0.0007,23.4
2014-11-14,37280.0,802486.16,0.07,0.25,0.05,0.91,0.0,802486.16,5280.0,37280.0,113656.84,,,,,,32000.0,,,,,,,,,0.78,,,0.12,,,,0.07,0.07,7716263.0,166099631.84,,168.79,0.07,13.61,0.7648,86.39,0.0048,23.4
2014-11-17,37280.0,805915.59,0.07,0.25,0.05,0.91,0.0,805915.59,5280.0,37280.0,114142.55,,,,,,,,,,,,,,,,,,0.12,,,,0.07,0.07,7733659.0,167185524.44,,169.81,0.07,13.51,0.7663,86.49,0.0048,23.5
2014-11-18,32000.0,688829.32,0.06,0.21,0.05,0.78,0.0,688829.32,0.0,32000.0,0.0,,,,,,,,0.12,,5280.0,,,,,,,5280.0,0.0,0.12,,,0.0,0.0,7756485.0,166965447.25,,170.27,0.0,13.51,1.0,100.0,0.0041,23.4
2014-11-19,32000.0,686474.35,0.06,0.22,0.05,0.78,0.0,686474.35,0.0,32000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,7758825.0,166444823.64,,169.89,0.0,,1.0,100.0,0.0041,23.32
2014-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,32000.0,0.0,0.78,,,0.0,0.0,7216374.0,152683694.44,,156.82,0.0,,0.0,100.0,0.0,23.0
2014-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6724435.0,141409249.31,,154.61,0.0,,0.0,,0.0,22.86
2014-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6737544.0,141932838.25,,153.25,0.0,,0.0,,0.0,22.9
2014-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6616044.0,135660759.48,,150.27,0.0,,0.0,,0.0,22.29
2014-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6616069.0,137852302.07,,147.4,0.0,,0.0,,0.0,22.65
2014-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6798512.0,142466704.67,,153.51,0.0,,0.0,,0.0,22.78
2014-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6891797.0,145816309.87,,156.39,0.0,,0.0,,0.0,23.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,6949940.0,147046496.67,,158.71,0.0,,0.0,,0.0,23.0
2014-12-02,20000.0,424630.9,0.04,0.14,0.03,0.48,0.0,424630.9,0.0,20000.0,0.0,,,,,,20000.0,,,,,,,,,0.48,,,0.0,,,,0.0,0.0,7618088.0,161743776.97,,164.18,0.0,,1.0,100.0,0.0026,23.08
2014-12-03,25000.0,532398.47,0.05,0.17,0.04,0.6,0.0,425918.77,5000.0,20000.0,106479.69,,,,,,,,,,,,,,,,5000.0,,0.12,,,,0.07,0.07,7630053.0,162489140.26,,164.96,0.07,19.23,0.6893,80.77,0.0033,23.15
2014-12-04,25000.0,542977.44,0.05,0.17,0.04,0.6,0.0,434381.95,5000.0,20000.0,108595.49,,,,,,,,,,,,,,,,,,0.12,,,,0.07,0.07,7671518.0,166618448.54,,165.97,0.07,19.23,0.6893,80.77,0.0033,23.61
2014-12-05,26000.0,568284.19,0.05,0.18,0.04,0.64,0.0,437141.69,6000.0,20000.0,131142.51,,,1000.0,,,,,,,,,,,1000.0,,,,0.14,,,,0.08,0.08,7666273.0,167562375.15,,170.07,0.08,22.22,0.6543,77.78,0.0034,23.76
2014-12-08,36000.0,816660.15,0.07,0.24,0.05,0.88,0.0,453700.08,16000.0,20000.0,362960.07,,,10000.0,,,,,,,,,,,10000.0,,,,0.38,,,,0.21,0.21,7688451.0,174412542.83,,171.33,0.22,43.24,0.5091,56.76,0.0047,24.66
2014-12-09,36000.0,780562.84,0.07,0.24,0.05,0.91,0.0,433646.02,16000.0,20000.0,346916.82,,,,,,,,,,,,,,,,,,0.39,,,,0.21,0.21,7702708.0,167012434.97,,175.18,0.22,43.24,0.5091,56.76,0.0047,23.57
2014-12-10,36000.0,823945.84,0.07,0.2,0.05,0.9,0.0,457747.69,16000.0,20000.0,366198.15,,,,,,,,,,,,,,,,,,0.38,,,,0.21,0.21,7732696.0,176981187.03,,171.18,0.22,42.14,0.5124,57.86,0.0046,24.88
2014-12-11,20000.0,442477.17,0.04,0.11,0.03,0.5,0.0,0.0,20000.0,0.0,442477.17,,,4000.0,,,,,,,,,,,4000.0,,,20000.0,0.5,0.52,,,100.0,0.25,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0025,24.05
2014-12-12,20000.0,451860.26,0.04,0.1,0.03,0.48,0.0,0.0,20000.0,0.0,451860.26,,,,,,,,,,,,,,,,,,0.48,,,,100.0,0.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,24.56
2014-12-15,22936.0,521147.22,0.04,0.12,0.03,0.56,0.0,0.0,22936.0,0.0,521147.22,,,2862.0,,,,,,,,,,,2862.0,,74.0,,0.56,,,,100.0,0.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0027,24.7
2014-12-16,27936.0,637583.07,0.05,0.14,0.04,0.69,0.0,114114.95,22936.0,5000.0,523468.12,,,,,,5000.0,,,,,,,,,0.12,,,0.57,,,,100.0,0.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,24.81
2014-12-17,27936.0,636041.15,0.05,0.14,0.04,0.69,0.0,113838.98,22936.0,5000.0,522202.17,,,,,,,,,,,,,,,,,,0.57,,,,100.0,0.27,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0033,24.75
2014-12-18,34110.0,802339.62,0.06,0.18,0.05,0.85,0.0,117610.62,29110.0,5000.0,684729.0,,,,,,,,,,,,,,,,6174.0,,0.73,,,,100.0,0.35,0.0,0.0,,0.0,100.0,17.96,0.7053,82.04,0.0041,25.57
2014-12-19,34110.0,810811.72,0.06,0.18,0.05,0.87,0.0,118852.5,29110.0,5000.0,691959.23,,,,,,,,,,,,,,,,,,0.74,,,,100.0,0.35,0.0,0.0,,0.0,100.0,18.1,0.7035,81.9,0.0041,25.84
2014-12-22,19957.0,477325.24,0.04,0.1,0.03,0.52,0.0,119588.42,14957.0,5000.0,357736.81,,,,,,,,0.36,,14153.0,,,,,,,,0.39,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,26.0
2014-12-23,19957.0,479711.86,0.04,0.1,0.03,0.52,0.0,120186.37,14957.0,5000.0,359525.5,,,,,,,,,,,,,,,,,,0.39,,,,100.0,0.18,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0024,26.13
2014-12-24,24632.0,598883.89,0.05,0.12,0.04,0.64,0.0,121566.23,19632.0,5000.0,477317.66,,,,,,,,,,,,,,,,4675.0,,0.51,,,,30.46,0.23,44825.0,1089841.28,,1.17,30.46,18.98,0.6925,81.02,0.0029,26.43
2014-12-25,24632.0,598883.89,0.05,0.13,0.04,0.65,0.0,121566.23,19632.0,5000.0,477317.66,,,,,,,,,,,,,,,,,,0.52,,,,30.46,0.23,44825.0,1089841.28,,1.17,30.68,18.77,0.695,81.23,0.0029,
2014-12-26,24632.0,598883.89,0.05,0.13,0.04,0.65,0.0,121566.23,19632.0,5000.0,477317.66,,,,,,,,,,,,,,,,,,0.52,,,,30.46,0.23,44825.0,1089841.28,,1.18,30.46,18.98,0.6925,81.02,0.0029,
2014-12-29,22065.0,535862.85,0.04,0.12,0.03,0.58,0.0,121428.25,17065.0,5000.0,414434.6,,,,,,,,0.07,,2567.0,,,,,,,,0.45,,,,26.48,0.19,47392.0,1150945.49,,1.25,26.48,9.55,0.8272,90.45,0.0025,26.4
2014-12-30,22065.0,533731.58,0.04,0.12,0.03,0.58,0.0,120945.29,17065.0,5000.0,412786.28,,,,,,,,,,,,,,,,,,0.45,,,,26.48,0.19,47392.0,1146367.86,,1.25,26.48,9.55,0.8272,90.45,0.0025,26.295
2014-12-31,14957.0,368675.3,0.03,0.08,0.02,0.4,0.0,0.0,14957.0,0.0,368675.3,,,,,,,,0.06,,2108.0,,,,,,,5000.0,0.4,0.13,,,0.17,0.17,8847014.0,218070172.28,,218.73,0.18,,1.0,100.0,0.0017,26.795
2015-01-01,14957.0,368675.3,0.03,0.08,0.02,0.4,0.0,0.0,14957.0,0.0,368675.3,,,,,,,,,,,,,,,,,,0.4,,,,0.17,0.17,8847014.0,218070172.28,,219.96,0.18,,1.0,100.0,0.0017,
2015-01-02,14957.0,363928.41,0.03,0.08,0.02,0.39,0.0,0.0,14957.0,0.0,363928.41,,,,,,,,,,,,,,,,,,0.39,,,,0.17,0.17,9035278.0,219843174.59,,227.22,0.17,,1.0,100.0,0.0017,26.45
2015-01-05,7000.0,170031.74,0.01,0.04,0.01,0.19,0.0,0.0,7000.0,0.0,170031.74,,,,,,,,0.21,,7957.0,,,,,,,,0.19,,,,0.08,0.08,9071519.0,220349453.19,,225.62,0.08,,1.0,100.0,0.0008,26.405
2015-01-06,7000.0,170643.48,0.01,0.04,0.01,0.18,0.0,0.0,7000.0,0.0,170643.48,,,,,,,,,,,,,,,,,,0.18,,,,0.08,0.08,9103364.0,221918533.17,,225.83,0.08,,1.0,100.0,0.0008,26.5
2015-01-07,7000.0,170933.25,0.01,0.04,0.01,0.19,0.0,0.0,7000.0,0.0,170933.25,,,,,,,,,,,,,,,,,,0.19,,,,0.07,0.07,9365871.0,228705543.92,,233.69,0.08,,1.0,100.0,0.0007,26.545
2015-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.19,,7000.0,,,,,,,,0.0,,,,0.0,0.0,9389968.0,224456726.16,,233.4,0.0,,0.0,100.0,0.0,25.985
2015-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8427393.0,199082945.33,,203.6,0.0,,0.0,,0.0,25.68
2015-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8429455.0,194130102.15,,201.08,0.0,,0.0,,0.0,25.035
2015-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8430065.0,199727685.01,,197.93,0.0,,0.0,,0.0,25.755
2015-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8444683.0,197510461.54,,201.8,0.0,,0.0,,0.0,25.425
2015-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8437286.0,202382463.74,,201.97,0.0,,0.0,,0.0,26.075
2015-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8470131.0,209247883.9,,205.5,0.0,,0.0,,0.0,26.855
2015-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8493692.0,216940170.45,,212.69,0.0,,0.0,,0.0,27.765
2015-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8522620.0,218855037.7,,220.32,0.0,,0.0,,0.0,27.915
2015-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8525647.0,217717129.39,,220.38,0.0,,0.0,,0.0,27.76
2015-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8508390.0,219154912.76,,221.16,0.0,,0.0,,0.0,28.0
2015-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8549396.0,221862708.52,,224.08,0.0,,0.0,,0.0,28.21
2015-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,8696814.0,228888424.84,,228.64,0.0,,0.0,,0.0,28.61
2015-01-27,8990.0,237803.84,0.02,0.06,0.01,0.26,0.0,0.0,8990.0,0.0,237803.84,,,,,,,,,,,,,,,,8990.0,,0.26,,,,0.1,0.1,8694877.0,229997229.93,,230.26,0.11,,1.0,100.0,0.001,28.755
2015-01-28,43337.0,1148146.01,0.08,0.31,0.06,1.25,0.0,1148146.01,34347.0,43337.0,909970.03,,,,,,43337.0,,0.26,,8990.0,,,,,1.25,34347.0,,0.99,,,,0.4,0.4,8660010.0,229433416.39,,232.41,0.42,,1.0,100.0,0.005,28.8
2015-01-29,18022.0,480117.28,0.03,0.13,0.03,0.52,0.0,480117.28,18022.0,18022.0,480117.28,,,,,,,,0.47,,16325.0,,,,,,,25315.0,0.52,0.73,,,0.21,0.21,8635983.0,230067952.27,,231.33,0.22,,1.0,100.0,0.0021,28.96
2015-01-30,38022.0,1005934.33,0.07,0.29,0.05,1.14,0.0,1005934.33,38022.0,38022.0,1005934.33,,,,,,20000.0,,,,,,,,,0.61,20000.0,,1.1,,,,0.44,0.44,8605339.0,227668347.95,,231.46,0.47,46.17,0.5029,53.83,0.0044,28.76
2015-02-02,38022.0,1010656.21,0.07,0.3,0.05,1.12,0.0,1010656.21,38022.0,38022.0,1010656.21,,,,,,,,,,,,,,,,,,1.09,,,,0.44,0.44,8549823.0,227261366.41,,227.92,0.48,46.18,0.5029,53.82,0.0044,28.895
2015-02-03,58022.0,1571895.91,0.11,0.46,0.08,1.68,0.0,1030068.36,38022.0,38022.0,1030068.36,,,,,,,,0.58,,20000.0,,,,,,20000.0,,1.09,,,,0.44,0.44,8580074.0,232446024.77,,229.71,0.47,34.0,0.3345,35.36,0.0067,29.45
2015-02-04,38022.0,1043009.8,0.07,0.29,0.05,1.13,0.0,494374.9,38022.0,18022.0,1043009.8,,,,,,,,,,,,,,,,,20000.0,1.13,0.59,,,0.45,0.45,8481716.0,232668267.73,,233.07,0.48,47.31,0.5014,52.69,0.0045,29.82
2015-02-05,22065.0,607108.25,0.04,0.19,0.03,0.65,0.0,56817.52,22065.0,2065.0,607108.25,,,,,,,,0.47,,15957.0,,,,,,,15957.0,0.65,0.47,,,0.26,0.26,8543380.0,235067142.23,,235.92,0.28,9.36,0.8303,90.64,0.0026,29.91
2015-02-06,25809.0,692553.61,0.05,0.23,0.04,0.78,0.0,0.0,25809.0,0.0,692553.61,,,,,,,,0.06,,2065.0,,,,,,5809.0,2065.0,0.78,0.06,,,0.3,0.3,8498894.0,228057643.54,,235.68,0.33,22.29,0.6536,77.71,0.003,29.17
2015-02-09,25809.0,690891.67,0.05,0.23,0.04,0.75,0.0,155503.5,25809.0,5809.0,690891.67,,,,,,5809.0,,,,,,,,,0.17,,,0.75,,,,0.3,0.3,8489573.0,227260850.08,,229.89,0.33,22.52,0.6511,77.48,0.003,29.1
2015-02-10,25809.0,702287.82,0.05,0.22,0.04,0.75,0.0,158068.5,20648.0,5809.0,561852.03,,,,,,,,0.15,,5161.0,,,,,,,,0.6,,,,0.24,0.24,8509917.0,231563062.55,,230.48,0.26,22.49,0.6514,77.51,0.003,29.58
2015-02-11,20648.0,559382.77,0.04,0.18,0.03,0.61,0.0,17555.21,20000.0,648.0,541827.55,,,,,,,,0.02,,648.0,,,,,,,5161.0,0.59,0.15,,,0.23,0.23,8511262.0,230581812.89,,233.43,0.25,3.14,0.9391,96.86,0.0024,29.45
2015-02-12,20000.0,551302.64,0.04,0.17,0.03,0.58,0.0,0.0,20000.0,0.0,551302.64,,,,,,,,,,,,,,,,,648.0,0.58,0.02,,,0.23,0.23,8566702.0,236142269.42,,234.14,0.25,,1.0,100.0,0.0023,29.965
2015-02-13,20000.0,553694.4,0.04,0.15,0.03,0.6,0.0,0.0,20000.0,0.0,553694.4,,,,,,,,,,,,,,,,,,0.6,,,,0.23,0.23,8570502.0,237271949.75,,238.24,0.25,,1.0,100.0,0.0023,30.095
2015-02-16,20000.0,552866.48,0.04,0.15,0.03,0.6,0.0,0.0,20000.0,0.0,552866.48,,,,,,,,,,,,,,,,,,0.6,,,,0.23,0.23,8561934.0,236680317.31,,239.65,0.25,,1.0,100.0,0.0023,30.05
2015-02-17,20000.0,551946.57,0.04,0.15,0.03,0.6,0.0,0.0,20000.0,0.0,551946.57,,,,,,,,,,,,,,,,,,0.6,,,,0.23,0.23,8561934.0,236286506.46,,238.73,0.25,,1.0,100.0,0.0023,30.0
2015-02-18,20000.0,569240.9,0.04,0.15,0.03,0.6,0.0,0.0,20000.0,0.0,569240.9,,,,,,,,,,,,,,,,,,0.6,,,,0.24,0.24,8422452.0,239720207.38,,235.51,0.25,,1.0,100.0,0.0024,30.94
2015-02-19,20000.0,564457.36,0.04,0.15,0.03,0.62,0.0,0.0,20000.0,0.0,564457.36,,,,,,,,,,,,,,,,,,0.62,,,,0.24,0.24,8479888.0,239326760.51,,242.95,0.25,,1.0,100.0,0.0024,30.68
2015-02-20,20000.0,561145.68,0.04,0.15,0.03,0.61,0.0,0.0,20000.0,0.0,561145.68,,,,,,,,,,,,,,,,,,0.61,,,,0.23,0.23,8493430.0,238302578.71,,241.84,0.25,,1.0,100.0,0.0023,30.5
2015-02-23,26211.0,759521.26,0.05,0.2,0.04,0.8,0.0,0.0,26211.0,0.0,759521.26,,,,,,,,,,,,,,,,6211.0,,0.8,,,,0.31,0.31,8477367.0,245650317.33,,241.57,0.33,23.58,0.6396,76.42,0.0031,31.5
2015-02-24,32422.0,945612.82,0.06,0.25,0.05,1.02,0.0,181148.64,26211.0,6211.0,764464.18,,,,,,6211.0,,,,,,,,,0.2,,,0.83,,,,0.31,0.31,8498125.0,247854417.19,,248.47,0.33,38.33,0.5272,61.67,0.0038,31.705
2015-02-25,59579.0,1862628.63,0.11,0.48,0.09,1.88,0.0,1237365.16,42536.0,39579.0,1329810.36,,,,1.06,,,,,33368.0,,,,1.06,,,16325.0,,1.38,,,,0.44,0.44,9594557.0,299956303.06,,287.17,0.48,33.58,0.554,66.42,0.0062,33.985
2015-02-26,105713.0,3181907.01,0.2,0.77,0.15,3.61,0.0,2579917.28,36325.0,85713.0,1093363.85,,,,1.67,,,,0.2,46134.0,6211.0,,,1.67,,,,,1.22,,,,0.37,0.37,9700092.0,291967787.68,,309.85,0.39,19.09,0.691,80.91,0.0109,32.72
2015-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.22,,36325.0,,,,,,,85713.0,0.0,2.92,,,0.0,0.0,9816443.0,302513490.72,,303.76,0.0,,0.0,100.0,0.0,33.5
2015-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9801532.0,303000714.53,,309.03,0.0,,0.0,,0.0,33.605
2015-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9850680.0,304384130.29,,311.26,0.0,,0.0,,0.0,33.59
2015-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9853997.0,313687396.74,,314.7,0.0,,0.0,,0.0,34.605
2015-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9806006.0,315226696.15,,320.81,0.0,,0.0,,0.0,34.945
2015-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,9886848.0,314551259.27,,327.44,0.0,,0.0,,0.0,34.585
2015-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10170325.0,325488051.79,,331.28,0.0,,0.0,,0.0,34.79
2015-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10203239.0,323444018.1,,335.37,0.0,,0.0,,0.0,34.46
2015-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10182723.0,337219143.8,,336.23,0.0,,0.0,,0.0,36.0
2015-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10163016.0,360733856.45,,348.47,0.0,,0.0,,0.0,38.585
