,ALRIB FP Equity_DX_SI_QTY,ALRIB FP Equity_DX_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALRIB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALRIB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALRIB FP Equity_DX_SI_MV,ALRIB FP Equity_DX_DSS,ALRIB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY,ALRIB FP Equity_DX_BROKER_SI_QTY,ALRIB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALRIB FP Equity_DX_BROKER_SI_MV_INC_x,ALRIB FP Equity_DX_SUPPLY_SI_MV_NEW,ALRIB FP Equity_DX_BROKER_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_NEW,ALRIB FP Equity_DX_SUPPLY_SI_MV_DEC,ALRIB FP Equity_DX_BROKER_SI_QTY_INC,ALRIB FP Equity_DX_SUPPLY_SI_QTY_DEC,ALRIB FP Equity_DX_BROKER_SI_MV_NEW_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALRIB FP Equity_DX_BROKER_SI_MV_INC_y,ALRIB FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALRIB FP Equity_DX_BROKER_SI_MV_ADD,ALRIB FP Equity_DX_SUPPLY_SI_QTY_ADD,ALRIB FP Equity_DX_BROKER_SI_QTY_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV,ALRIB FP Equity_DX_BROKER_SI_MV_DEC,ALRIB FP Equity_DX_SUPPLY_SI_MV_RMV,ALRIB FP Equity_DX_BROKER_SI_MV_RMV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_UTILIZATION_QUANTITY,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALRIB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALRIB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALRIB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALRIB FP Equity_DX_ACTIVE_UTILIZATION_MV,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALRIB FP Equity_DX_BROKER_SI_CON_RATIO,ALRIB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALRIB FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-12-30,10000.0,24327.02,0.09,0.22,0.05,0.03,0.0,0.0,10000.0,0.0,24327.02,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2010-12-31,10000.0,24139.17,0.09,0.23,0.05,0.03,0.0,0.0,10000.0,0.0,24139.17,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-03,10000.0,24233.1,0.09,0.22,0.05,0.03,0.0,0.0,10000.0,0.0,24233.1,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-04,10000.0,23951.32,0.09,0.22,0.05,0.03,0.0,0.0,10000.0,0.0,23951.32,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-05,10000.0,23951.32,0.09,0.22,0.05,0.03,0.0,0.0,10000.0,0.0,23951.32,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-06,10000.0,27050.9,0.09,0.23,0.05,0.03,0.0,0.0,10000.0,0.0,27050.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-07,10000.0,28835.51,0.09,0.17,0.05,0.03,0.0,0.0,10000.0,0.0,28835.51,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-10,10000.0,28929.43,0.09,0.16,0.05,0.03,0.0,0.0,10000.0,0.0,28929.43,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-11,10000.0,28929.43,0.09,0.15,0.05,0.03,0.0,0.0,10000.0,0.0,28929.43,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-12,10000.0,30807.97,0.09,0.14,0.05,0.03,0.0,0.0,10000.0,0.0,30807.97,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-13,10000.0,30807.97,0.09,0.14,0.05,0.03,0.0,0.0,10000.0,0.0,30807.97,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-14,10000.0,31089.75,0.09,0.13,0.05,0.03,0.0,0.0,10000.0,0.0,31089.75,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-17,10000.0,29774.78,0.09,0.13,0.05,0.03,0.0,0.0,10000.0,0.0,29774.78,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-18,10000.0,29211.21,0.09,0.12,0.05,0.03,0.0,0.0,10000.0,0.0,29211.21,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-19,10000.0,28178.02,0.09,0.12,0.05,0.03,0.0,0.0,10000.0,0.0,28178.02,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-20,10000.0,28741.58,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,28741.58,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-21,10000.0,30714.04,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,30714.04,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-24,10000.0,30901.9,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,30901.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-25,10000.0,30995.82,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,30995.82,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-26,10000.0,31183.68,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,31183.68,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-27,10000.0,31277.6,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,31277.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-28,10000.0,30995.82,0.09,0.11,0.05,0.03,0.0,0.0,10000.0,0.0,30995.82,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-01-31,10000.0,31747.24,0.09,0.12,0.05,0.03,0.0,0.0,10000.0,0.0,31747.24,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-01,10000.0,34283.26,0.09,0.12,0.05,0.03,0.0,0.0,10000.0,0.0,34283.26,,,,,,,,,,,,,,,,,,0.03,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-02,10000.0,34189.33,0.09,0.12,0.05,0.04,0.0,0.0,10000.0,0.0,34189.33,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-03,10000.0,34377.19,0.09,0.12,0.05,0.04,0.0,0.0,10000.0,0.0,34377.19,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-04,10000.0,34283.26,0.09,0.13,0.05,0.04,0.0,0.0,10000.0,0.0,34283.26,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-07,10000.0,34471.11,0.09,0.13,0.05,0.04,0.0,0.0,10000.0,0.0,34471.11,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-08,10000.0,34471.11,0.09,0.13,0.05,0.04,0.0,0.0,10000.0,0.0,34471.11,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-09,10000.0,34189.33,0.09,0.13,0.05,0.04,0.0,0.0,10000.0,0.0,34189.33,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-10,10000.0,33343.99,0.09,0.13,0.05,0.04,0.0,0.0,10000.0,0.0,33343.99,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-11,10000.0,32968.28,0.09,0.13,0.05,0.04,0.0,0.0,10000.0,0.0,32968.28,,,,,,,,,,,,,,,,,,0.04,,,,100.0,20.0,0.0,0.0,,0.0,100.0,,0.0,,0.2
2011-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.04,,10000.0,,,,,,,,0.0,,,,0.0,0.0,50000.0,164841.42,,0.18,0.0,,0.0,,0.0
2011-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,164371.79,,0.18,0.0,,0.0,,0.0
2011-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,164371.79,,0.18,0.0,,0.0,,0.0
2011-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,168598.49,,0.18,0.0,,0.0,,0.0
2011-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,169068.12,,0.18,0.0,,0.0,,0.0
2011-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,169068.12,,0.18,0.0,,0.0,,0.0
2011-02-22,1211.0,3935.59,0.01,0.02,0.01,0.0,0.0,0.0,1211.0,0.0,3935.59,,,,,,,,,,,,,,,,1211.0,,0.0,,,,100.0,2.42,0.0,0.0,,0.0,100.0,,0.0,,0.0242
2011-02-23,1211.0,3935.59,0.01,0.02,0.01,0.0,0.0,0.0,1211.0,0.0,3935.59,,,,,,,,,,,,,,,,,,0.0,,,,100.0,2.42,0.0,0.0,,0.0,100.0,,0.0,,0.0242
2011-02-24,2211.0,6894.71,0.02,0.04,0.01,0.01,0.0,0.0,2211.0,0.0,6894.71,,,1000.0,,,,,,,,,,,1000.0,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-02-25,2211.0,6936.25,0.02,0.04,0.01,0.01,0.0,0.0,2211.0,0.0,6936.25,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-02-28,2211.0,6998.55,0.02,0.04,0.01,0.01,0.0,0.0,2211.0,0.0,6998.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-03-01,2211.0,6998.55,0.02,0.05,0.01,0.01,0.0,0.0,2211.0,0.0,6998.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-03-02,2211.0,6998.55,0.02,0.05,0.01,0.01,0.0,0.0,2211.0,0.0,6998.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-03-03,2211.0,6998.55,0.02,0.05,0.01,0.01,0.0,0.0,2211.0,0.0,6998.55,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-03-04,2211.0,6977.78,0.02,0.05,0.01,0.01,0.0,0.0,2211.0,0.0,6977.78,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.42,0.0,0.0,,0.0,100.0,,0.0,,0.0442
2011-03-07,3480.0,11342.22,0.03,0.09,0.02,0.01,0.0,0.0,3480.0,0.0,11342.22,,,1269.0,,,,,,,,,,,1269.0,,,,0.01,,,,100.0,6.96,0.0,0.0,,0.0,100.0,,0.0,,0.0696
2011-03-08,3480.0,11832.51,0.03,0.09,0.02,0.01,0.0,0.0,3480.0,0.0,11832.51,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.96,0.0,0.0,,0.0,100.0,,0.0,,0.0696
2011-03-09,3480.0,11799.83,0.03,0.09,0.02,0.01,0.0,0.0,3480.0,0.0,11799.83,,,,,,,,,,,,,,,,,,0.01,,,,100.0,6.96,0.0,0.0,,0.0,100.0,,0.0,,0.0696
2011-03-10,5480.0,18375.45,0.05,0.15,0.03,0.02,0.0,0.0,5480.0,0.0,18375.45,,,2000.0,,,,,,,,,,,2000.0,,,,0.02,,,,100.0,10.96,0.0,0.0,,0.0,100.0,,0.0,,0.1096
2011-03-11,5480.0,17809.26,0.05,0.15,0.03,0.02,0.0,0.0,5480.0,0.0,17809.26,,,,,,,,,,,,,,,,,,0.02,,,,100.0,10.96,0.0,0.0,,0.0,100.0,,0.0,,0.1096
2011-03-14,5480.0,17448.96,0.05,0.15,0.03,0.02,0.0,0.0,5480.0,0.0,17448.96,,,,,,,,,,,,,,,,,,0.02,,,,100.0,10.96,0.0,0.0,,0.0,100.0,,0.0,,0.1096
2011-03-15,5480.0,16728.35,0.05,0.16,0.03,0.02,0.0,0.0,5480.0,0.0,16728.35,,,,,,,,,,,,,,,,,,0.02,,,,100.0,10.96,0.0,0.0,,0.0,100.0,,0.0,,0.1096
2011-03-16,5480.0,16522.46,0.05,0.17,0.03,0.02,0.0,0.0,5480.0,0.0,16522.46,,,,,,,,,,,,,,,,,,0.02,,,,100.0,10.96,0.0,0.0,,0.0,100.0,,0.0,,0.1096
2011-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.02,,5480.0,,,,,,,,0.0,,,,0.0,0.0,50000.0,151691.68,,0.16,0.0,,0.0,,0.0
2011-03-18,397.0,1264.09,0.0,0.01,0.0,0.0,0.0,0.0,397.0,0.0,1264.09,,,,,,,,,,,,,,,,397.0,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,0.0,,0.0079
2011-03-21,397.0,1301.38,0.0,0.01,0.0,0.0,0.0,0.0,397.0,0.0,1301.38,,,,,,,,,,,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,0.0,,0.0079
2011-03-22,1497.0,4977.53,0.01,0.05,0.01,0.01,0.0,0.0,1497.0,0.0,4977.53,,,1100.0,,,,,,,,,,,1100.0,,,,0.01,,,,100.0,2.99,0.0,0.0,,0.0,100.0,,0.0,,0.0299
2011-03-23,397.0,1323.76,0.0,0.01,0.0,0.0,0.0,0.0,397.0,0.0,1323.76,,,,,,,,0.0,,1100.0,,,,,,,,0.0,,,,100.0,0.79,0.0,0.0,,0.0,100.0,,0.0,,0.0079
2011-03-24,2397.0,8150.15,0.02,0.07,0.01,0.01,0.0,0.0,2397.0,0.0,8150.15,,,2000.0,,,,,,,,,,,2000.0,,,,0.01,,,,100.0,4.79,0.0,0.0,,0.0,100.0,,0.0,,0.0479
2011-03-25,2397.0,7947.53,0.02,0.07,0.01,0.01,0.0,0.0,2397.0,0.0,7947.53,,,,,,,,,,,,,,,,,,0.01,,,,100.0,4.79,0.0,0.0,,0.0,100.0,,0.0,,0.0479
2011-03-28,3497.0,11331.93,0.03,0.1,0.02,0.01,0.0,0.0,3497.0,0.0,11331.93,,,1100.0,,,,,,,,,,,1100.0,,,,0.01,,,,100.0,6.99,0.0,0.0,,0.0,100.0,,0.0,,0.0699
2011-03-29,32497.0,104695.16,0.31,0.97,0.17,0.11,0.0,0.0,32497.0,0.0,104695.16,,,29000.0,,,,,,,,,,,29000.0,,,,0.11,,,,64.99,64.99,17503.0,56389.19,,0.06,64.98,,0.0,,0.6499
2011-03-30,61497.0,198701.71,0.58,1.85,0.32,0.21,0.0,93701.31,32497.0,29000.0,105000.4,,,,,,29000.0,,,,,,,,,0.1,,,0.11,,,,64.99,64.99,17503.0,56553.59,,0.06,64.99,,1.0,100.0,1.2299
2011-03-31,61497.0,198124.09,0.58,1.84,0.32,0.21,0.0,93428.92,32497.0,29000.0,104695.16,,,,,,,,,,,,,,,,,,0.11,,,,64.99,64.99,17503.0,56389.19,,0.06,64.98,,1.0,100.0,1.2299
2011-04-01,61497.0,205055.54,0.58,1.89,0.32,0.21,0.0,96697.57,32497.0,29000.0,108357.97,,,,,,,,,,,,,,,,,,0.11,,,,64.99,64.99,17503.0,58361.99,,0.06,64.97,,1.0,100.0,1.2299
2011-04-04,58814.0,199976.3,0.55,1.82,0.3,0.21,0.0,98604.29,29814.0,29000.0,101372.01,,,,,,,,0.01,,2683.0,,,,,,,,0.11,,,,59.63,59.63,20186.0,68635.38,,0.07,59.63,,1.0,100.0,1.1763
2011-04-05,58814.0,202738.4,0.55,1.78,0.3,0.21,0.0,99966.23,29814.0,29000.0,102772.17,,,,,,,,,,,,,,,,,,0.11,,,,59.63,59.63,20186.0,69583.39,,0.07,59.63,,1.0,100.0,1.1763
2011-04-06,59814.0,211803.64,0.56,1.86,0.31,0.22,0.0,102690.1,30814.0,29000.0,109113.54,,,1000.0,,,,,,,,,,,1000.0,,,,0.11,,,,61.63,61.63,19186.0,67938.35,,0.07,61.6,,1.0,100.0,1.1963
2011-04-07,59814.0,212927.27,0.56,1.85,0.31,0.23,0.0,103234.88,30814.0,29000.0,109692.39,,,,,,,,,,,,,,,,,,0.12,,,,61.63,61.63,19186.0,68298.77,,0.07,61.63,,1.0,100.0,1.1963
2011-04-08,59814.0,212927.27,0.56,1.9,0.31,0.23,0.0,103234.88,30814.0,29000.0,109692.39,,,,,,,,,,,,,,,,,,0.12,,,,61.63,61.63,19186.0,68298.77,,0.07,61.58,,1.0,100.0,1.1963
2011-04-11,59814.0,213489.08,0.56,1.91,0.31,0.23,0.0,103507.26,30814.0,29000.0,109981.82,,,,,,,,,,,,,,,,,,0.12,,,,61.63,61.63,19186.0,68478.98,,0.07,61.64,,1.0,100.0,1.1963
2011-04-12,59814.0,208994.58,0.56,1.9,0.31,0.23,0.0,101328.16,30814.0,29000.0,107666.41,,,,,,,,,,,,,,,,,,0.12,,,,61.63,61.63,19186.0,67037.31,,0.07,61.61,,1.0,100.0,1.1963
2011-04-13,59814.0,210118.2,0.56,1.86,0.31,0.22,0.0,101872.94,30814.0,29000.0,108245.27,,,,,,,,,,,,,,,,,,0.11,,,,61.63,61.63,19186.0,67397.73,,0.07,61.64,,1.0,100.0,1.1963
2011-04-14,30814.0,104482.73,0.29,0.85,0.16,0.12,0.0,98331.9,1814.0,29000.0,6150.83,,,,,,,,0.11,,29000.0,,,,,,,,0.01,,,,3.63,3.63,48186.0,163386.93,,0.18,3.62,,1.0,100.0,0.6163
2011-04-15,1814.0,6082.68,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,6082.68,,,,,,,,,,,,,,,,,29000.0,0.01,0.11,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-18,1814.0,5963.41,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,5963.41,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-19,1814.0,5963.41,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,5963.41,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-20,1814.0,6048.6,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,6048.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-21,1814.0,6048.6,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,6048.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-22,1814.0,6048.6,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,6048.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-25,1814.0,6048.6,0.02,0.05,0.01,0.01,0.0,0.0,1814.0,0.0,6048.6,,,,,,,,,,,,,,,,,,0.01,,,,100.0,3.63,0.0,0.0,,0.0,100.0,,0.0,,0.0363
2011-04-26,2814.0,9118.69,0.03,0.08,0.01,0.01,0.0,0.0,2814.0,0.0,9118.69,,,1000.0,,,,,,,,,,,1000.0,,,,0.01,,,,5.63,5.63,47186.0,152904.93,,0.17,5.56,,1.0,100.0,0.0563
2011-04-27,3814.0,12574.1,0.04,0.1,0.02,0.01,0.0,3296.83,2814.0,1000.0,9277.28,,,,,,1000.0,,,,,,,,,0.0,,,0.01,,,,5.63,5.63,47186.0,155564.15,,0.16,5.57,,1.0,100.0,0.0763
2011-04-28,3814.0,12538.28,0.04,0.1,0.02,0.01,0.0,3287.44,2814.0,1000.0,9250.84,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,155120.94,,0.17,5.61,,1.0,100.0,0.0763
2011-04-29,2814.0,9330.14,0.03,0.08,0.01,0.01,0.0,3315.61,2814.0,1000.0,9330.14,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,156450.55,,0.17,5.63,,1.0,100.0,0.0563
2011-05-02,2814.0,9145.12,0.03,0.08,0.01,0.01,0.0,3249.87,2814.0,1000.0,9145.12,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,153348.13,,0.17,5.62,,1.0,100.0,0.0563
2011-05-03,2814.0,9171.55,0.03,0.09,0.01,0.01,0.0,3259.26,2814.0,1000.0,9171.55,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,153791.34,,0.16,5.63,,1.0,100.0,0.0563
2011-05-04,2814.0,8827.95,0.03,0.09,0.01,0.01,0.0,3137.15,2814.0,1000.0,8827.95,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,148029.7,,0.16,5.62,,1.0,100.0,0.0563
2011-05-05,2814.0,8933.67,0.03,0.09,0.01,0.01,0.0,3174.72,2814.0,1000.0,8933.67,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,149802.51,,0.16,5.74,,1.0,100.0,0.0563
2011-05-06,2814.0,8854.38,0.03,0.09,0.01,0.01,0.0,3146.55,2814.0,1000.0,8854.38,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,148472.9,,0.16,5.72,,1.0,100.0,0.0563
2011-05-09,2814.0,8854.38,0.03,0.09,0.01,0.01,0.0,3146.55,2814.0,1000.0,8854.38,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,148472.9,,0.16,5.6,,1.0,100.0,0.0563
2011-05-10,3814.0,12645.75,0.04,0.12,0.02,0.01,0.0,3315.61,2814.0,1000.0,9330.14,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,156450.55,,0.16,5.61,,1.0,100.0,0.0763
2011-05-11,3814.0,12645.75,0.04,0.13,0.02,0.01,0.0,3315.61,2814.0,1000.0,9330.14,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,156450.55,,0.17,5.71,,1.0,100.0,0.0763
2011-05-12,2814.0,9250.84,0.03,0.1,0.01,0.01,0.0,3287.44,2814.0,1000.0,9250.84,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,155120.94,,0.17,5.61,,1.0,100.0,0.0563
2011-05-13,3814.0,12430.81,0.04,0.13,0.02,0.01,0.0,3259.26,2814.0,1000.0,9171.55,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,153791.34,,0.17,5.67,,1.0,100.0,0.0763
2011-05-16,2814.0,9145.12,0.03,0.1,0.01,0.01,0.0,3249.87,2814.0,1000.0,9145.12,,,,,,,,,,,,,,,,,,0.01,,,,5.63,5.63,47186.0,153348.13,,0.16,5.61,,1.0,100.0,0.0563
2011-05-17,2814.0,8960.1,0.03,0.1,0.01,0.01,0.0,3184.12,1814.0,1000.0,5775.99,,,,,,,,0.0,,1000.0,,,,,,,,0.01,,,,3.63,3.63,48186.0,153429.83,,0.17,3.61,,1.0,100.0,0.0563
2011-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,1814.0,,,,,,,1000.0,0.0,0.0,,,0.0,0.0,50000.0,160145.08,,0.17,0.0,,0.0,,0.0
2011-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,160145.08,,0.17,0.0,,0.0,,0.0
2011-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,160145.08,,0.17,0.0,,0.0,,0.0
2011-05-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,157796.92,,0.17,0.0,,0.0,,0.0
2011-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,157796.92,,0.17,0.0,,0.0,,0.0
2011-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,157327.28,,0.17,0.0,,0.0,,0.0
2011-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,157327.28,,0.17,0.0,,0.0,,0.0
2011-05-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,155918.38,,0.17,0.0,,0.0,,0.0
2011-05-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,50000.0,154979.11,,0.17,0.0,,0.0,,0.0
