,DBV FP Equity_DX_SI_QTY,DBV FP Equity_DX_SHORT_INTEREST_VALUE,DBV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,DBV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DBV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DBV FP Equity_DX_SI_MV,DBV FP Equity_DX_DSS,DBV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DBV FP Equity_DX_SUPPLY_SI_QTY,DBV FP Equity_DX_BROKER_SI_QTY,DBV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DBV FP Equity_DX_BROKER_SI_MV_NEW_x,DBV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DBV FP Equity_DX_SUPPLY_SI_QTY_INC_x,DBV FP Equity_DX_BROKER_SI_MV_INC_x,DBV FP Equity_DX_SUPPLY_SI_MV_NEW,DBV FP Equity_DX_BROKER_SI_QTY_ADD,DBV FP Equity_DX_BROKER_SI_QTY_NEW,DBV FP Equity_DX_SUPPLY_SI_MV_DEC,DBV FP Equity_DX_BROKER_SI_QTY_INC,DBV FP Equity_DX_SUPPLY_SI_QTY_DEC,DBV FP Equity_DX_BROKER_SI_MV_NEW_y,DBV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DBV FP Equity_DX_BROKER_SI_MV_INC_y,DBV FP Equity_DX_SUPPLY_SI_QTY_INC_y,DBV FP Equity_DX_BROKER_SI_MV_ADD,DBV FP Equity_DX_SUPPLY_SI_QTY_ADD,DBV FP Equity_DX_BROKER_SI_QTY_DEC,DBV FP Equity_DX_SUPPLY_SI_MV,DBV FP Equity_DX_BROKER_SI_MV_DEC,DBV FP Equity_DX_SUPPLY_SI_MV_RMV,DBV FP Equity_DX_BROKER_SI_MV_RMV,DBV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DBV FP Equity_DX_UTILIZATION_QUANTITY,DBV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DBV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DBV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DBV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DBV FP Equity_DX_ACTIVE_UTILIZATION_MV,DBV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DBV FP Equity_DX_BROKER_SI_CON_RATIO,DBV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DBV FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-11-08,706156.0,45709477.88,4.36,21.78,2.87,45.99,1.0,42902137.78,249813.0,662786.0,16170395.49,,,,0.41,,,,0.2,3000.0,3622.0,,,0.41,,,,5981.0,16.03,0.0,,,80.62,27.79,60047.0,3886842.31,,3.86,80.6,18.31,0.2592,44.41,0.7855
2016-11-09,681845.0,44422201.75,4.21,21.48,2.77,44.89,1.0,41596646.25,226583.0,638475.0,14761882.45,,,376.0,,,,,1.49,,23606.0,,,,376.0,,,24311.0,14.73,1.34,,,77.77,25.21,64785.0,4220742.75,,4.2,77.82,19.01,0.249,42.76,0.7587
2016-11-10,679039.0,45162883.89,4.19,20.17,2.76,45.05,1.0,42278345.19,223859.0,635669.0,14888862.09,,,,,,,,0.17,,2724.0,,,,,,,2806.0,14.63,0.09,,,76.83,24.88,67509.0,4490023.59,,4.41,76.84,19.01,0.2468,42.41,0.7547
2016-11-11,656603.0,43992401.0,4.05,18.75,2.66,44.2,1.0,41086611.0,223859.0,613233.0,14998553.0,,,,,,,,,,,,,,,,,22436.0,14.92,1.13,,,76.83,24.88,67509.0,4523103.0,,4.49,76.84,19.7,0.2437,41.65,0.7297
2016-11-14,648709.0,43898138.03,4.01,18.4,2.63,44.24,1.0,41064795.13,218012.0,606839.0,14752872.04,,,,,,,,0.38,,5847.0,,,,,,,6394.0,14.67,0.12,,,74.98,24.2,72733.0,4921842.11,,4.88,75.04,19.97,0.2442,41.51,0.7202
2016-11-15,691350.0,47239945.5,4.27,19.35,2.81,47.46,1.0,44378968.4,218012.0,649480.0,14896759.96,,,,3.47,,,,,49141.0,,,,3.47,,,,6500.0,14.77,0.39,,,74.94,24.19,72887.0,4980368.71,,4.94,74.94,18.72,0.2735,46.01,0.7671
2016-11-16,679318.0,46295521.7,4.19,18.73,2.76,46.98,1.0,43442081.2,208984.0,637448.0,14242259.6,,,,,,,,0.61,,9028.0,,,,,,,12032.0,14.29,0.59,,,88.21,23.05,27920.0,1902748.0,,1.91,88.23,19.12,0.2739,45.86,0.7493
2016-11-17,672350.0,45753417.5,4.15,18.51,2.73,46.4,1.0,42910969.0,202016.0,630580.0,13747188.8,,,,,,,,0.47,,6968.0,,,,,,,6868.0,13.79,0.54,,,87.3,21.15,29383.0,1999513.15,,2.0,87.31,19.32,0.2733,45.69,0.704
2016-11-18,664404.0,45179472.0,4.1,18.78,2.7,45.8,1.0,42446416.0,197873.0,624212.0,13455364.0,,,,,,,,0.29,,4143.0,,,,,,,6368.0,13.49,0.46,,,85.06,20.7,34743.0,2362524.0,,2.36,85.1,19.55,0.2758,45.86,0.6952
2016-11-21,661382.0,44868154.88,4.08,19.58,2.68,45.44,1.0,42141529.6,197515.0,621190.0,13399417.6,,,,,,,,0.03,,358.0,,,,,,,3022.0,13.4,0.26,,,84.95,20.51,34981.0,2373111.04,,2.38,84.94,19.62,0.2778,46.06,0.6869
2016-11-22,655874.0,44107526.5,4.05,19.59,2.66,44.92,1.0,41404614.5,197515.0,615682.0,13282883.75,,,,,,,,0.83,,12205.0,,,,,,,5508.0,13.38,0.47,,,84.95,20.55,34981.0,2352472.25,,2.36,85.0,19.82,0.2783,46.05,0.6824
2016-11-23,655435.0,43606090.55,4.05,19.96,2.66,44.69,1.0,40944890.55,195564.0,615435.0,13010872.92,,,,0.11,,,,0.13,1512.0,1951.0,,,0.11,,,,1759.0,13.18,0.13,,,84.83,20.34,34981.0,2327285.93,,2.36,84.81,20.1,0.2783,45.96,0.6816
2016-11-24,659202.0,44107205.82,4.07,19.99,2.68,44.74,1.0,41430805.82,194030.0,619202.0,12982547.3,,,,0.08,,,,0.1,3767.0,1534.0,,,0.08,,,,,12.91,,,,92.39,20.12,15993.0,1070091.63,,1.07,92.34,20.07,0.2793,46.08,0.6835
2016-11-25,645366.0,43807444.08,3.99,19.76,2.62,43.82,1.0,41105277.04,193555.0,605558.0,13138513.4,,,,0.36,,,,0.03,5032.0,475.0,,,0.36,,,,18676.0,13.0,1.18,,,92.37,20.08,15993.0,1085604.84,,1.09,92.26,20.02,0.2921,47.89,0.6694
2016-11-28,644934.0,43668481.14,3.98,19.65,2.62,44.26,1.0,40973081.46,193123.0,605126.0,13076358.33,,,,0.33,,,,0.04,213.0,645.0,,,0.33,,,213.0,645.0,13.09,0.03,,,92.35,20.03,15993.0,1082886.03,,1.08,92.36,20.13,0.2945,48.15,0.6689
2016-11-29,640818.0,43575624.0,3.96,19.51,2.6,43.88,1.0,40868680.0,193123.0,601010.0,13132364.0,,,,,,,,,,,,,,,,,4116.0,13.06,0.36,,,92.35,20.02,15993.0,1087524.0,,1.09,92.3,20.22,0.293,47.92,0.6644
2016-11-30,640818.0,43953706.62,3.96,19.61,2.6,44.21,1.0,41223275.9,193123.0,601010.0,13246306.57,,,,,,,,0.02,,355.0,,,,,,355.0,,13.16,,,,92.35,20.02,15993.0,1096959.87,,1.1,92.3,20.24,0.2926,47.86,0.6642
2016-12-01,628954.0,42561317.18,3.88,18.77,2.55,43.47,1.0,39880502.46,190643.0,589338.0,12900811.81,,,361.0,,,,,0.2,,2841.0,,,,361.0,,,11672.0,13.03,0.72,,,92.26,19.77,15993.0,1082246.31,,1.08,92.34,20.67,0.2997,48.64,0.6523
2016-12-02,622471.0,41854950.04,3.84,18.36,2.53,42.53,1.0,39204013.04,185704.0,583046.0,12486736.96,,,,,,,,0.37,,4939.0,,,,,,,6292.0,12.55,0.72,,,92.07,19.26,15993.0,1075369.32,,1.07,92.11,20.87,0.2976,48.29,0.6456
2016-12-05,622471.0,42514769.3,3.84,18.24,2.53,42.36,1.0,39822041.8,185704.0,583046.0,12683583.2,,,,,,,,,,,,,,,,,,12.46,,,,92.07,19.11,15993.0,1092321.9,,1.1,91.9,20.76,0.2961,48.12,0.6404
2016-12-06,617971.0,42077645.39,3.82,18.17,2.51,42.69,1.0,39393197.14,179738.0,578546.0,12238360.42,,,,0.6,,,,0.63,3096.0,9746.0,,,0.6,,,3780.0,7596.0,12.28,0.49,,,82.78,18.41,37397.0,2546361.73,,2.55,82.81,21.04,0.3004,48.62,0.6329
2016-12-07,617099.0,41592472.6,3.81,19.51,2.5,42.4,1.0,38935227.6,178866.0,577674.0,12055568.4,,,,,,,,0.07,,872.0,,,,,,,872.0,12.16,0.15,,,82.71,18.3,37397.0,2520557.8,,2.53,82.77,21.06,0.3005,48.63,0.6314
2016-12-08,612837.0,41826125.25,3.78,19.65,2.49,42.01,1.0,39135369.0,178416.0,573412.0,12176892.0,,,,,,,,0.03,,450.0,,,,,,,4262.0,12.09,0.3,,,82.67,18.25,37397.0,2552345.25,,2.55,82.56,21.18,0.3023,48.74,0.6269
2016-12-09,608251.0,42425507.25,3.75,20.5,2.47,42.19,1.0,39675613.5,174286.0,568826.0,12156448.5,,,,,,,,0.25,,4130.0,,,,,,450.0,4586.0,11.94,0.11,,,91.59,17.65,15993.0,1115511.75,,1.12,91.43,21.29,0.2997,48.38,0.6161
2016-12-12,606683.0,42267604.61,3.74,20.36,2.46,42.7,1.0,39520864.86,173995.0,567258.0,12122231.65,,,,,,,,0.02,,291.0,,,,,,,1568.0,12.1,0.0,,,91.58,17.59,15993.0,1114232.31,,1.12,91.56,21.38,0.3008,48.49,0.6134
2016-12-13,590204.0,40842116.8,3.64,20.01,2.39,41.49,1.0,38113906.8,160916.0,550779.0,11135387.2,,,,,,,,0.91,,13079.0,,,,,,,16479.0,11.2,1.18,,,90.96,16.23,15993.0,1106715.6,,1.11,91.02,22.06,0.2961,47.63,0.5952
2016-12-14,578033.0,39687745.78,3.57,19.4,2.35,40.43,1.0,37571301.28,148245.0,547208.0,10178501.7,,,,,,500.0,,1.97,,28171.0,,,,,0.03,15500.0,4071.0,10.29,0.4,,,90.26,14.88,15993.0,1098079.38,,1.09,90.39,22.56,0.3003,47.92,0.5802
2016-12-15,525047.0,36412009.45,3.24,17.72,2.13,36.64,1.0,34274295.7,144102.0,494222.0,9993473.7,,,,,,,,0.29,,4143.0,,,,,,,52986.0,9.96,3.77,,,90.01,14.27,15993.0,1109114.55,,1.11,89.99,24.79,0.3477,52.02,0.5199
2016-12-16,523365.0,36206390.7,3.23,17.82,2.12,36.66,1.0,34073917.2,142602.0,492540.0,9865206.36,,,,,,,,0.16,,2500.0,,,,,,1000.0,1682.0,9.87,0.0,,,89.92,14.06,15993.0,1106395.74,,1.11,89.92,24.83,0.3502,52.3,0.516
2016-12-19,516638.0,35389703.0,3.19,17.73,2.1,36.11,1.0,33278190.5,142602.0,485813.0,9768237.0,,,,,,,,,,,,,,,,,6727.0,9.86,0.51,,,100.0,14.08,0.0,0.0,,0.0,100.0,25.21,0.3525,52.36,0.5101
2016-12-20,509828.0,34703991.96,3.15,17.5,2.07,35.3,1.0,32762295.21,137421.0,481303.0,9354247.47,,,,,,,,0.37,,5181.0,,,,,,,4510.0,9.42,0.51,,,100.0,13.55,0.0,0.0,,0.0,100.0,25.42,0.3523,52.23,0.5026
2016-12-21,500136.0,33704165.04,3.09,17.13,2.03,34.35,1.0,31781865.29,130029.0,471611.0,8762654.31,,,,,,,,0.51,,7392.0,,,,,,,9692.0,8.83,0.88,,,100.0,12.8,0.0,0.0,,0.0,100.0,24.37,0.3543,52.86,0.4924
2016-12-22,501136.0,33716430.08,3.09,18.68,2.03,34.13,1.0,31797268.08,130029.0,472611.0,8748351.12,,,,0.0,,,,,1000.0,,,,0.0,,,,,8.76,,,,100.0,12.79,0.0,0.0,,0.0,100.0,24.32,0.3544,52.89,0.4928
2016-12-23,500190.0,33462711.0,3.09,19.56,2.03,33.98,1.0,31554388.5,129083.0,471665.0,8635652.7,,,,,,,,0.07,,946.0,,,,,,,946.0,8.67,0.1,,,100.0,12.69,0.0,0.0,,0.0,100.0,24.37,0.3542,52.85,0.4916
2016-12-26,499690.0,33429261.0,3.08,19.98,2.03,33.89,1.0,31520938.5,129182.0,471165.0,8642275.8,,,99.0,,,,,,,,,,,99.0,,,500.0,8.65,0.03,,,100.0,12.7,0.0,0.0,,0.0,100.0,24.45,0.3546,52.85,0.4912
2016-12-27,497580.0,33283126.2,3.07,19.9,2.02,33.68,1.0,31445791.68,126973.0,470112.0,8493223.97,,,,,,,,0.15,,2209.0,,,,,,,1053.0,8.49,0.09,,,100.0,12.47,0.0,0.0,,0.0,100.0,24.46,0.3558,52.94,0.4888
2016-12-28,497510.0,33109290.5,3.07,20.3,2.02,33.64,1.0,31281295.1,126903.0,470042.0,8445394.65,,,,,,,,0.0,,70.0,,,,,,,70.0,8.5,0.0,,,100.0,12.48,0.0,0.0,,0.0,100.0,24.53,0.3558,52.91,0.4891
2016-12-29,495661.0,32921803.62,3.06,20.52,2.01,33.28,1.0,31097379.06,126720.0,468193.0,8416742.4,,,,,,,,0.02,,183.0,,,,,,,1849.0,8.41,0.26,,,100.0,12.45,0.0,0.0,,0.0,100.0,24.55,0.3549,52.8,0.4871
2016-12-30,491599.0,32617593.65,3.03,20.22,1.99,32.98,1.0,30828266.85,125332.0,464631.0,8315778.2,,,500.0,,,,,0.13,,1888.0,,,,500.0,,,3562.0,8.31,0.27,,,100.0,12.3,0.0,0.0,,0.0,100.0,24.81,0.3533,52.51,0.4826
2017-01-02,484822.0,33229699.88,2.99,20.09,1.97,32.68,1.0,31381313.16,125553.0,457854.0,8605402.62,,,221.0,,,,,,,,,,,221.0,,,6777.0,8.38,0.45,,,100.0,12.34,0.0,0.0,,0.0,100.0,25.1,0.3469,51.65,0.4767
2017-01-03,471583.0,31761115.05,2.91,20.03,1.91,32.61,1.0,29944820.25,121093.0,444615.0,8155613.55,,,,,,,,0.28,,4460.0,,,,,,,13239.0,8.29,0.09,,,100.0,11.91,0.0,0.0,,0.0,100.0,23.76,0.3528,52.85,0.4639
2017-01-04,467861.0,31313936.73,2.89,19.62,1.9,31.73,1.0,29508968.49,117371.0,440893.0,7855641.03,,,,,,,,0.26,,3722.0,,,,,,,3722.0,7.87,0.6,,,100.0,11.54,0.0,0.0,,0.0,100.0,23.85,0.3494,52.43,0.4602
2017-01-05,462430.0,30982810.0,2.85,19.46,1.88,31.18,1.0,29175954.0,114648.0,435462.0,7681416.0,,,,,,,,0.18,,2723.0,,,,,,,5431.0,7.64,0.49,,,100.0,11.28,0.0,0.0,,0.0,100.0,24.09,0.3524,52.59,0.4548
2017-01-06,441284.0,29415991.44,2.72,18.05,1.79,29.8,1.0,27618304.56,110651.0,414316.0,7375995.66,,,,,,,,0.27,,3997.0,,,,,,,21146.0,7.43,1.38,,,100.0,10.88,0.0,0.0,,0.0,100.0,21.82,0.3669,54.94,0.4339
2017-01-09,439934.0,29198419.58,2.72,17.15,1.78,29.53,1.0,27408553.42,96604.0,412966.0,6411607.48,,,,,,,,1.03,,15047.0,,,,,,1000.0,1350.0,6.43,0.19,,,90.57,9.51,10055.0,667350.35,,0.67,90.62,21.86,0.3691,55.13,0.4333
2017-01-10,382399.0,25506013.3,2.36,14.91,1.55,25.55,1.0,23707247.7,71436.0,355431.0,4764781.2,,,,0.11,,,,1.67,1600.0,25168.0,,,0.11,,,,59135.0,4.74,4.1,,,78.67,7.03,19363.0,1291512.1,,1.3,78.54,16.09,0.3896,58.4,0.3763
2017-01-11,382894.0,25661555.88,2.36,15.11,1.55,25.7,1.0,23854160.52,71931.0,355926.0,4820815.62,,,,0.14,,,,0.03,1000.0,505.0,,,0.14,,,1000.0,505.0,4.8,0.04,,,78.79,7.08,19363.0,1297708.26,,1.28,78.89,16.06,0.3919,58.61,0.3766
2017-01-12,378838.0,24669930.56,2.34,14.62,1.54,25.43,1.0,22913774.4,66801.0,351870.0,4350081.12,,,,0.72,,,,0.34,11074.0,5130.0,,,0.72,,,,15130.0,4.47,1.0,,,77.53,6.57,19363.0,1260918.56,,1.27,77.92,13.65,0.3963,59.54,0.3724
2017-01-13,371498.0,24671182.18,2.29,14.42,1.51,24.49,1.0,22880237.3,65885.0,344530.0,4375422.85,,,,,,,,0.06,,916.0,,,,,,,7340.0,4.29,0.89,,,100.0,6.48,0.0,0.0,,0.0,100.0,14.17,0.3937,59.2,0.3652
2017-01-16,372090.0,24598869.9,2.3,14.91,1.51,24.81,1.0,22816015.42,64885.0,345122.0,4289547.35,,,,0.32,,,,0.07,5000.0,1000.0,,,0.32,,,,4408.0,4.31,0.0,,,100.0,6.39,0.0,0.0,,0.0,100.0,13.87,0.3874,58.49,0.3663
2017-01-17,370201.0,24351821.78,2.29,15.0,1.5,24.57,1.0,22577866.74,64885.0,343233.0,4268135.3,,,,,,,,,,,,,,,,,1889.0,4.28,0.13,,,100.0,6.39,0.0,0.0,,0.0,100.0,13.92,0.3911,58.81,0.3645
2017-01-18,367140.0,23875114.2,2.27,14.6,1.49,24.25,1.0,22121385.16,64885.0,340172.0,4219471.55,,,,,,,,,,,,,,,,,3061.0,4.27,0.31,,,100.0,6.39,0.0,0.0,,0.0,100.0,14.13,0.3956,59.24,0.3614
2017-01-19,366321.0,23503155.36,2.26,14.6,1.49,23.9,1.0,21772888.48,64885.0,339353.0,4163021.6,,,,,,,,,,,,,,,,,819.0,4.22,0.22,,,100.0,6.38,0.0,0.0,,0.0,100.0,14.12,0.3951,59.2,0.3604
2017-01-20,362421.0,22981115.61,2.24,14.03,1.47,23.33,1.0,21271074.73,64885.0,335453.0,4114357.85,,,,0.08,,,,,2000.0,,,,0.08,,,,5900.0,4.16,0.57,,,100.0,6.38,0.0,0.0,,0.0,100.0,14.79,0.3878,58.36,0.3566
2017-01-23,365545.0,23340048.25,2.26,14.08,1.48,23.32,1.0,21515981.45,66485.0,336977.0,4245067.25,,,,0.15,,,,,2600.0,,,,0.15,,,1600.0,1076.0,4.22,0.23,,,100.0,6.51,0.0,0.0,,0.0,100.0,14.62,0.3772,57.45,0.3577
2017-01-24,364889.0,23283567.09,2.25,14.77,1.48,23.42,1.0,21460643.01,66485.0,336321.0,4242407.85,,,,0.2,,,,,3000.0,,,,0.2,,,,3656.0,4.25,0.14,,,100.0,6.5,0.0,0.0,,0.0,100.0,14.71,0.3691,56.67,0.3569
2017-01-25,372929.0,23830163.1,2.3,15.23,1.51,23.92,1.0,22012655.4,66360.0,344486.0,4240404.0,,,,0.63,,,,0.01,10000.0,125.0,,,0.63,,,,1835.0,4.23,0.13,,,100.0,6.61,0.0,0.0,,0.0,100.0,15.71,0.3535,54.96,0.3716
2017-01-26,367562.0,23851098.18,2.27,15.54,1.49,23.67,1.0,22005431.91,66360.0,339119.0,4306100.4,,,,,,,,,,,,,,,,,5367.0,4.25,0.32,,,100.0,6.44,0.0,0.0,,0.0,100.0,15.95,0.3563,55.14,0.3566
2017-01-27,367775.0,24181206.25,2.27,15.58,1.49,24.03,1.0,22157815.75,68691.0,337001.0,4516433.25,,,2331.0,,,,,,,,,,,2331.0,,,2118.0,4.46,0.12,,,57.09,6.66,51629.0,3394606.75,,3.35,57.09,15.9,0.3562,55.16,0.3567
2017-01-30,360543.0,23651620.8,2.23,15.06,1.46,23.82,1.0,21785760.0,68691.0,332100.0,4506129.6,,,,,,2331.0,,,,,,,,,0.16,,7232.0,4.52,0.31,,,57.09,6.66,51629.0,3386862.4,,3.39,57.09,16.27,0.3608,55.75,0.3493
2017-01-31,366505.0,23119135.4,2.26,15.16,1.49,24.03,1.0,21324950.96,67852.0,338062.0,4280104.16,,,,0.42,,,,0.06,6801.0,839.0,,,0.42,,,,839.0,4.44,0.06,,,56.39,6.56,52468.0,3309681.44,,3.44,56.33,16.02,0.3725,56.99,0.3542
2017-02-01,377860.0,24183040.0,2.33,15.17,1.53,24.04,1.0,22362688.0,70796.0,349417.0,4530944.0,,,,0.03,,3000.0,,0.02,8411.0,56.0,,,0.03,,0.21,3000.0,56.0,4.47,0.01,,,57.41,6.68,52524.0,3361536.0,,3.31,57.43,15.48,0.3725,57.08,0.3564
2017-02-02,360097.0,22966986.66,2.22,14.19,1.46,23.16,1.0,21182741.16,72599.0,332122.0,4630364.22,,,,0.45,,,,0.03,6700.0,468.0,,,0.45,,,2271.0,23995.0,4.65,1.36,,,48.71,6.84,76437.0,4875151.86,,4.89,48.72,16.29,0.3385,53.36,0.3394
2017-02-03,356234.0,22136380.76,2.2,13.83,1.45,22.76,1.0,20398014.26,83291.0,328259.0,5175702.74,,,13700.0,,,,,0.19,,3008.0,,,,13700.0,,,3863.0,5.31,0.26,,,57.03,7.83,62757.0,3899719.98,,4.0,57.03,16.5,0.346,54.14,0.3351
2017-02-06,365934.0,22980655.2,2.26,13.69,1.48,22.94,1.0,21134900.4,83291.0,336543.0,5230674.8,,,,0.58,,,,,13700.0,,,,0.58,,,,5416.0,5.18,0.32,,,57.03,7.82,62757.0,3941139.6,,3.9,57.04,15.98,0.3646,56.27,0.3434
2017-02-07,345346.0,22081423.24,2.13,12.84,1.4,21.9,1.0,20395005.74,76250.0,318971.0,4875425.0,,,,,,,,0.43,,7041.0,,,,,,,17572.0,4.8,0.95,,,85.22,7.24,13226.0,845670.44,,0.84,85.18,16.93,0.3639,55.78,0.3278
2017-02-08,344725.0,21514287.25,2.13,12.77,1.4,22.12,1.0,19868223.5,75629.0,318350.0,4720005.89,,,,,,,,0.03,,621.0,,,,,,,621.0,4.83,0.0,,,84.52,7.1,13847.0,864191.27,,0.88,84.53,17.03,0.3656,55.97,0.3235
2017-02-09,344949.0,21793877.82,2.13,12.81,1.4,21.72,1.0,20127505.32,74853.0,318574.0,4729212.54,,,,0.03,,,,0.06,1000.0,776.0,,,0.03,,,,776.0,4.68,0.33,,,83.66,7.01,14623.0,923881.14,,0.92,83.61,16.96,0.3608,55.47,0.3231
2017-02-10,347687.0,22008587.1,2.15,13.05,1.41,22.12,1.0,20143959.0,77509.0,318230.0,4906319.7,,,3000.0,,,82.0,,0.02,,426.0,,,,3000.0,0.01,82.0,426.0,4.9,0.0,,,54.01,7.26,66009.0,4178369.7,,4.17,54.01,16.84,0.3557,54.99,0.3255
2017-02-13,399687.0,25627930.44,2.47,14.92,1.62,25.67,1.0,23931507.6,129509.0,373230.0,8304117.08,,,,,,55000.0,,,,,,,,,3.66,52000.0,,8.21,,,,33.79,12.11,253732.0,16269295.84,,16.09,33.78,14.55,0.2833,47.5,0.3738
2017-02-14,380832.0,24335164.8,2.35,14.1,1.55,24.72,1.0,22644562.5,120374.0,354375.0,7691898.6,,,1000.0,0.07,,,,0.64,1000.0,10135.0,,,0.07,1000.0,,,19855.0,7.73,1.16,,,33.53,11.19,238683.0,15251843.7,,15.34,33.51,15.3,0.2724,45.95,0.354
2017-02-15,379832.0,24438390.88,2.35,14.22,1.54,24.56,1.0,22736147.5,117974.0,353375.0,7590447.16,,,,,,,,0.15,,2400.0,,,,,,,1000.0,7.52,0.1,,,33.08,10.95,238683.0,15356864.22,,15.21,33.1,15.31,0.2714,45.82,0.3524
2017-02-16,379309.0,24499568.31,2.34,14.21,1.54,24.65,1.0,22790710.68,117974.0,352852.0,7619940.66,,,,0.07,,,,,1000.0,,,,0.07,,,,1523.0,7.55,0.02,,,33.08,10.94,238683.0,15416534.97,,15.24,33.13,15.33,0.2696,45.58,0.3519
2017-02-17,392227.0,26710658.7,2.42,15.24,1.59,25.8,1.0,24914521.2,132292.0,365852.0,9009085.2,,,,1.02,,,,0.01,14400.0,82.0,,,1.02,,,14400.0,1400.0,8.58,0.09,,,34.65,12.27,249467.0,16988702.7,,16.19,34.63,14.65,0.2837,47.5,0.3639
2017-02-20,384413.0,26493743.96,2.37,14.27,1.56,26.11,1.0,24675978.96,132292.0,358038.0,9117564.64,,,,,,,,,,,,,,,,,7814.0,9.02,0.0,,,34.65,12.26,249467.0,17193265.64,,17.01,34.64,14.52,0.2814,47.24,0.3563
2017-02-21,371217.0,25536017.43,2.29,13.76,1.51,25.94,1.0,23721681.18,125096.0,344842.0,8605353.84,,,,,,,,0.48,,7196.0,,,,,,,13196.0,8.66,0.72,,,32.77,11.59,256663.0,17655847.77,,17.79,32.73,15.7,0.2772,46.39,0.344
2017-02-22,355549.0,24586213.35,2.2,12.99,1.44,24.74,1.0,22762382.1,111892.0,329174.0,7737331.8,,,,,,,,0.91,,13204.0,,,,,,,15668.0,7.69,1.14,,,37.35,10.39,187723.0,12981045.45,,12.88,37.38,16.37,0.2772,46.14,0.3302
2017-02-23,355113.0,24161888.52,2.19,13.19,1.44,24.8,1.0,22367333.52,111892.0,328738.0,7613131.68,,,,,,,,,,,,,,,,,436.0,7.72,0.0,,,37.35,10.39,187723.0,12772672.92,,12.94,37.38,16.42,0.2775,46.17,0.3297
2017-02-24,353706.0,23553282.54,2.18,13.58,1.43,24.31,1.0,21796971.29,111892.0,327331.0,7450888.28,,,,,,,,,,,,,,,,,1407.0,7.62,0.12,,,37.35,10.4,187723.0,12500474.57,,12.8,37.32,16.5,0.2792,46.32,0.3287
2017-02-27,339531.0,22976062.77,2.1,12.91,1.38,22.91,1.0,21191266.52,111892.0,313156.0,7571731.64,,,,,,,,,,,,,,,,,14175.0,7.44,1.18,,,37.35,10.39,187723.0,12703215.41,,12.48,37.37,17.11,0.2635,43.99,0.3153
2017-02-28,278909.0,19155470.12,1.72,10.37,1.13,19.19,1.0,17344035.12,118484.0,252534.0,8137481.12,,,6592.0,,,,,,,,,,,6592.0,,,60622.0,8.02,3.92,,,37.64,11.01,196271.0,13479892.28,,13.33,37.58,20.78,0.2055,31.96,0.2591
2017-03-01,266290.0,18368684.2,1.64,9.93,1.08,18.61,1.0,16549336.7,105300.0,239915.0,7263594.0,,,,,,,,0.88,,13184.0,,,,,,,12619.0,7.26,0.75,,,35.94,9.87,187723.0,12949132.54,,12.99,35.86,21.78,0.1969,28.95,0.2497
2017-03-02,265013.0,18338899.6,1.64,9.79,1.08,18.59,1.0,16499909.6,105500.0,238438.0,7300600.0,,,200.0,,,,,,,,,,,200.0,,,1477.0,7.3,0.07,,,35.98,10.02,187723.0,12990431.6,,13.01,35.94,21.89,0.1957,28.57,0.2516
2017-03-03,277574.0,19152606.0,1.71,10.4,1.13,19.43,1.0,17332731.0,125700.0,251199.0,8673300.0,,,200.0,1.37,,200.0,,,20000.0,,,,1.37,200.0,0.02,20000.0,7439.0,8.66,0.5,,,38.63,11.78,199723.0,13780887.0,,13.71,38.7,20.91,0.185,24.76,0.2601
2017-03-06,263895.0,18435704.7,1.63,9.76,1.07,18.54,1.0,16460343.34,127743.0,235619.0,8924125.98,,,142.0,0.01,,,,,142.0,,,,0.01,142.0,,1901.0,15722.0,8.83,1.09,,,39.01,11.96,199723.0,13952648.78,,13.77,39.06,19.65,0.1814,23.93,0.2471
2017-03-07,253484.0,17224237.8,1.56,8.51,1.03,17.92,1.0,15302883.6,127743.0,225208.0,8680136.85,,,,0.02,,,,,200.0,,,,0.02,,,,10611.0,8.93,0.67,,,39.01,12.01,199723.0,13571177.85,,13.99,38.97,20.68,0.1805,22.06,0.2383
2017-03-08,206322.0,14320810.02,1.27,6.75,0.84,14.36,0.0,12358172.86,127201.0,178046.0,8829021.41,,,,,,,,0.07,,542.0,,,,,,,47162.0,8.69,3.31,,,38.91,11.88,199723.0,13862773.43,,13.63,38.93,23.39,0.1874,25.16,0.1927
