,FORSE FP Equity_DX_SI_QTY,FORSE FP Equity_DX_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,FORSE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FORSE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FORSE FP Equity_DX_SI_MV,FORSE FP Equity_DX_DSS,FORSE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY,FORSE FP Equity_DX_BROKER_SI_QTY,FORSE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FORSE FP Equity_DX_BROKER_SI_MV_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_x,FORSE FP Equity_DX_BROKER_SI_MV_INC_x,FORSE FP Equity_DX_SUPPLY_SI_MV_NEW,FORSE FP Equity_DX_BROKER_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_NEW,FORSE FP Equity_DX_SUPPLY_SI_MV_DEC,FORSE FP Equity_DX_BROKER_SI_QTY_INC,FORSE FP Equity_DX_SUPPLY_SI_QTY_DEC,FORSE FP Equity_DX_BROKER_SI_MV_NEW_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,FORSE FP Equity_DX_BROKER_SI_MV_INC_y,FORSE FP Equity_DX_SUPPLY_SI_QTY_INC_y,FORSE FP Equity_DX_BROKER_SI_MV_ADD,FORSE FP Equity_DX_SUPPLY_SI_QTY_ADD,FORSE FP Equity_DX_BROKER_SI_QTY_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV,FORSE FP Equity_DX_BROKER_SI_MV_DEC,FORSE FP Equity_DX_SUPPLY_SI_MV_RMV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FORSE FP Equity_DX_UTILIZATION_QUANTITY,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FORSE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FORSE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,FORSE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FORSE FP Equity_DX_ACTIVE_UTILIZATION_MV,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FORSE FP Equity_DX_BROKER_SI_CON_RATIO,FORSE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FORSE FP Equity_DX_DEMAND_SUPPLY_RATIO,FORSE FP Equity_PX_LAST
2023-04-18,32475.0,102458.63,0.37,1.26,0.06,0.1,0.0,57853.24,15837.0,18337.0,49965.74,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,17.93,0.6503,78.56,1.2901,3.155
2023-04-19,32475.0,106842.75,0.37,1.27,0.06,0.1,0.0,60328.73,15837.0,18337.0,52103.73,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,17.57,0.6557,78.98,1.2901,3.29
2023-04-20,32475.0,105543.75,0.37,1.24,0.06,0.11,0.0,59595.25,15837.0,18337.0,51470.25,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,18.07,0.6485,78.41,1.2901,3.25
2023-04-21,32475.0,101322.0,0.36,1.27,0.06,0.1,0.0,57211.44,15837.0,18337.0,49411.44,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,18.33,0.6444,78.09,1.2901,3.12
2023-04-24,32475.0,100672.5,0.36,1.26,0.06,0.1,0.0,56844.7,15837.0,18337.0,49094.7,,,,,,,,,,,,,,,,,,0.05,,,100.0,62.91,0.0,0.0,,0.0,100.0,18.02,0.6489,78.45,1.2901,3.1
2023-04-25,30475.0,91729.75,0.34,1.18,0.06,0.09,0.0,52184.37,14837.0,17337.0,44659.37,,,,,,,,0.0,,1000.0,,,,,,,1000.0,0.05,0.0,,100.0,61.38,0.0,0.0,,0.0,100.0,12.06,0.723,84.1,1.2607,3.01
2023-04-26,30475.0,91425.0,0.34,1.23,0.06,0.09,0.0,52011.0,14837.0,17337.0,44511.0,,,,,,,,,,,,,,,,,,0.04,,,100.0,61.38,0.0,0.0,,0.0,100.0,11.89,0.7261,84.31,1.2607,3.0
2023-04-27,30475.0,96453.38,0.34,1.19,0.06,0.09,0.0,54871.61,14837.0,17337.0,46959.11,,,,,,,,,,,,,,,,,,0.04,,,100.0,61.38,0.0,0.0,,0.0,100.0,11.51,0.7335,84.8,1.2607,3.165
2023-04-28,30475.0,97215.25,0.34,1.16,0.06,0.1,0.0,55305.03,14837.0,17337.0,47330.03,,,,,,,,,,,,,,,,,,0.05,,,100.0,61.38,0.0,0.0,,0.0,100.0,11.82,0.7278,84.42,1.2607,3.19
2023-05-01,30475.0,97215.25,0.34,1.13,0.06,0.1,0.0,55305.03,14837.0,17337.0,47330.03,,,,,,,,,,,,,,,,,,0.05,,,100.0,61.38,0.0,0.0,,0.0,100.0,11.84,0.7272,84.38,1.2607,
2023-05-02,30475.0,93863.0,0.34,1.13,0.06,0.1,0.0,53397.96,14837.0,17337.0,45697.96,,,,,,,,,,,,,,,,,,0.05,,,100.0,61.38,0.0,0.0,,0.0,100.0,12.1,0.7224,84.06,1.2607,3.08
2023-05-03,30475.0,96605.75,0.34,1.14,0.06,0.1,0.0,54958.29,14837.0,17337.0,47033.29,,,,,,,,,,,,,,,,,,0.05,,,100.0,61.38,0.0,0.0,,0.0,100.0,11.68,0.7303,84.59,1.2607,3.17
2023-05-04,30475.0,89444.13,0.34,1.16,0.06,0.09,0.0,50884.1,14837.0,17337.0,43546.6,,,,,,,,,,,,,,,,,,0.05,,,100.0,61.38,0.0,0.0,,0.0,100.0,12.36,0.7172,83.71,1.2607,2.935
2023-05-05,27975.0,79449.0,0.31,1.02,0.05,0.08,0.0,42137.08,14837.0,14837.0,42137.08,,,,,,,,,,,,,,,,,2500.0,0.04,0.01,,100.0,61.38,0.0,0.0,,0.0,100.0,13.3,0.6986,82.43,1.1573,2.84
2023-05-08,35846.0,98755.73,0.39,1.19,0.07,0.1,0.0,51895.94,18708.0,18837.0,51540.54,,,3871.0,0.01,,,,,4000.0,,,,0.01,3871.0,,,,0.05,,,100.0,77.39,0.0,0.0,,0.0,100.0,15.1,0.5321,70.39,1.4829,2.755
2023-05-09,37285.0,102533.75,0.14,1.19,0.05,0.1,0.0,55759.0,18708.0,20276.0,51447.0,,,,0.0,,,,,1568.0,,,,0.0,,,,129.0,0.05,0.0,,100.0,77.39,0.0,0.0,,0.0,100.0,14.14,0.5544,72.26,1.5424,2.75
2023-05-10,36241.0,95313.83,0.14,1.11,0.05,0.1,0.0,50580.16,18708.0,19232.0,49202.04,,,,,,,,,,,,,,,,,1044.0,0.05,0.0,,100.0,77.39,0.0,0.0,,0.0,100.0,14.94,0.5359,70.72,1.4992,2.63
2023-05-11,36765.0,94118.4,0.14,1.07,0.05,0.1,0.0,49233.92,19232.0,19232.0,49233.92,,,524.0,,,,,,,,,,,524.0,,,,0.05,,,100.0,52.32,0.0,0.0,,0.0,100.0,15.12,0.5395,70.99,1.0001,2.56
2023-05-12,50765.0,138080.8,0.19,1.43,0.07,0.14,0.0,76791.04,24232.0,28232.0,65911.04,,,9000.0,0.03,,,,0.01,9000.0,4000.0,,,0.03,9000.0,,,,0.06,,,100.0,44.13,0.0,0.0,,0.0,100.0,9.29,0.6921,82.4,0.9245,2.72
2023-05-15,46765.0,131175.83,0.17,1.25,0.07,0.13,0.0,67970.76,24232.0,24232.0,67970.76,,,,,,,,,,,,,,,,,4000.0,0.07,0.01,,100.0,44.13,0.0,0.0,,0.0,100.0,7.26,0.8283,90.7,0.8517,2.805
2023-05-16,46065.0,123223.88,0.17,1.18,0.06,0.13,0.0,62948.1,23532.0,23532.0,62948.1,,,,,,,,0.0,,700.0,,,,,,,700.0,0.07,0.0,,100.0,43.41,0.0,0.0,,0.0,100.0,7.68,0.8494,91.84,0.8498,2.675
2023-05-17,48065.0,125930.3,0.18,1.19,0.07,0.13,0.0,64273.84,24532.0,24532.0,64273.84,,,,,,1000.0,,,,,,,,,0.0,1000.0,,0.07,,,100.0,45.25,0.0,0.0,,0.0,100.0,7.39,0.8111,89.72,0.8867,2.62
2023-05-18,48065.0,127131.93,0.18,1.15,0.07,0.13,0.0,64887.14,24532.0,24532.0,64887.14,,,,,,,,,,,,,,,,,,0.06,,,100.0,45.25,0.0,0.0,,0.0,100.0,7.28,0.8129,89.83,0.8867,2.645
2023-05-19,48065.0,128814.2,0.18,1.14,0.07,0.13,0.0,65745.76,24532.0,24532.0,65745.76,,,,,,,,,,,,,,,,,,0.06,,,100.0,45.25,0.0,0.0,,0.0,100.0,7.27,0.8136,89.87,0.8867,2.68
2023-05-22,48065.0,128333.55,0.18,1.17,0.07,0.13,0.0,65500.44,24532.0,24532.0,65500.44,,,,,,,,,,,,,,,,,,0.07,,,100.0,45.25,0.0,0.0,,0.0,100.0,7.33,0.8126,89.81,0.8867,2.67
2023-05-23,47194.0,131907.23,0.18,1.22,0.07,0.13,0.0,68566.94,23661.0,24532.0,66132.5,,,,,,,,0.0,,871.0,,,,,,,,0.06,,,100.0,43.65,0.0,0.0,,0.0,100.0,7.15,0.8167,90.06,0.8706,2.795
2023-05-24,46323.0,127851.48,0.17,1.27,0.07,0.13,0.0,65304.36,23661.0,23661.0,65304.36,,,,,,,,,,,,,,,,,871.0,0.07,0.0,,100.0,43.65,0.0,0.0,,0.0,100.0,7.52,0.8467,91.71,0.8545,2.76
2023-05-25,46323.0,128083.1,0.17,1.24,0.07,0.13,0.0,65422.67,23661.0,23661.0,65422.67,,,,,,,,,,,,,,,,,,0.07,,,100.0,43.65,0.0,0.0,,0.0,100.0,7.47,0.8476,91.76,0.8545,2.765
2023-05-26,46123.0,128452.56,0.17,1.24,0.06,0.13,0.0,65338.89,23461.0,23461.0,65338.89,,,,,,,,0.0,,200.0,,,,,,,200.0,0.06,0.0,,100.0,43.28,0.0,0.0,,0.0,100.0,7.48,0.8559,92.21,0.8508,2.785
2023-05-29,45123.0,126344.4,0.17,1.19,0.06,0.13,0.0,62890.8,23461.0,22461.0,65690.8,,,,,,,,,,,,,,,,,1000.0,0.07,0.0,,100.0,43.44,0.0,0.0,,0.0,100.0,7.67,0.8527,92.02,0.8355,2.8
2023-05-30,44123.0,121779.48,0.16,1.18,0.06,0.12,0.0,61992.36,22461.0,22461.0,61992.36,,,,,,,,0.0,,1000.0,,,,,,,,0.06,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.94,0.848,91.74,0.8324,2.76
2023-05-31,44123.0,119573.33,0.16,1.16,0.06,0.12,0.0,60869.31,22461.0,22461.0,60869.31,,3371.0,,,0.01,,,,,,,3371.0,,,,,,0.06,,0.01,100.0,42.37,0.0,0.0,3371.0,0.0,100.0,7.95,0.8476,91.72,0.8324,2.71
2023-06-01,44123.0,121117.64,0.16,1.1,0.06,0.12,0.0,61655.45,22461.0,22461.0,61655.45,,,,,,,,,,,,,,,,,,0.06,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.83,0.8497,91.85,0.8324,2.745
2023-06-02,44123.0,122000.1,0.16,1.1,0.06,0.12,0.0,62104.67,22461.0,22461.0,62104.67,,,,,,,,,,,,,,,,,,0.06,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.85,0.8494,91.83,0.8324,2.765
2023-06-05,44123.0,122661.94,0.16,1.08,0.06,0.12,0.0,62441.58,22461.0,22461.0,62441.58,,,,,,,,,,,,,,,,,,0.06,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.86,0.8493,91.82,0.8324,2.78
2023-06-06,44123.0,125309.32,0.16,1.07,0.06,0.12,0.0,63789.24,22461.0,22461.0,63789.24,,,,,,,,,,,,,,,,,,0.06,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.79,0.8505,91.89,0.8324,2.84
2023-06-07,44123.0,133913.31,0.16,1.03,0.06,0.13,0.0,68169.13,22461.0,22461.0,68169.13,,,,,,,,,,,,,,,,,,0.06,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.61,0.8538,92.09,0.8324,3.035
2023-06-08,44123.0,130162.85,0.16,0.98,0.06,0.13,0.0,66259.95,22461.0,22461.0,66259.95,,,,,,,,,,,,,,,,,,0.07,,,100.0,42.37,0.0,0.0,,0.0,100.0,7.99,0.8474,91.71,0.8324,2.95
2023-06-09,40923.0,122359.77,0.15,0.88,0.06,0.12,0.0,62374.39,20861.0,20861.0,62374.39,,,,,,,,0.01,,1600.0,,,,,,,1600.0,0.06,0.0,,100.0,39.35,0.0,0.0,,0.0,100.0,0.33,0.9935,99.67,0.772,2.99
2023-06-12,40923.0,126452.07,0.15,0.9,0.06,0.12,0.0,64460.49,20861.0,20861.0,64460.49,,,,,,,,,,,,,,,,,,0.06,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.32,0.9937,99.68,0.796,3.09
2023-06-13,40923.0,124815.15,0.15,0.9,0.06,0.13,0.0,63626.05,20861.0,20861.0,63626.05,,,,,,,,,,,,,,,,,,0.06,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.32,0.9937,99.68,0.796,3.05
2023-06-14,40923.0,126452.07,0.15,0.9,0.06,0.13,0.0,64460.49,20861.0,20861.0,64460.49,,,,,,,,,,,,,,,,,,0.06,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.31,0.9937,99.69,0.796,3.09
2023-06-15,40923.0,126247.46,0.15,0.9,0.06,0.13,0.0,64356.19,20861.0,20861.0,64356.19,,,,,,,,,,,,,,,,,,0.06,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.31,0.9937,99.69,0.796,3.085
2023-06-16,40923.0,126861.3,0.15,0.92,0.06,0.13,0.0,64669.1,20861.0,20861.0,64669.1,,,,,,,,,,,,,,,,,,0.06,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.31,0.9938,99.69,0.796,3.1
2023-06-19,40923.0,132181.29,0.15,0.97,0.06,0.13,0.0,67381.03,20861.0,20861.0,67381.03,,,,,,,,,,,,,,,,,,0.06,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.31,0.9939,99.69,0.796,3.23
2023-06-20,40923.0,137501.28,0.15,0.96,0.06,0.13,0.0,70092.96,20861.0,20861.0,70092.96,,,,,,,,,,,,,,,,,,0.07,,,100.0,40.58,0.0,0.0,,0.0,100.0,0.29,0.9942,99.71,0.796,3.36
2023-06-21,40923.0,137705.89,0.15,0.94,0.06,0.14,0.0,70197.27,20861.0,20861.0,70197.27,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.29,0.9943,99.71,0.7735,3.365
2023-06-22,40923.0,130135.14,0.15,0.94,0.06,0.13,0.0,66337.98,20861.0,20861.0,66337.98,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.3,0.9941,99.7,0.7735,3.18
2023-06-23,40923.0,131772.06,0.15,0.89,0.06,0.13,0.0,67172.42,20861.0,20861.0,67172.42,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.3,0.994,99.7,0.7735,3.22
2023-06-26,40923.0,132385.91,0.15,0.92,0.06,0.13,0.0,67485.34,20861.0,20861.0,67485.34,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.3,0.994,99.7,0.7735,3.235
2023-06-27,40923.0,133408.98,0.15,0.95,0.06,0.13,0.0,68006.86,20861.0,20861.0,68006.86,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.3,0.9941,99.7,0.7735,3.26
2023-06-28,40923.0,135045.9,0.15,0.96,0.06,0.13,0.0,68841.3,20861.0,20861.0,68841.3,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.29,0.9941,99.71,0.7735,3.3
2023-06-29,40923.0,135250.52,0.15,0.98,0.06,0.14,0.0,68945.61,20861.0,20861.0,68945.61,,,,,,,,,,,,,,,,,,0.07,,,100.0,39.43,0.0,0.0,,0.0,100.0,0.29,0.9942,99.71,0.7735,3.305
2023-06-30,40923.0,134841.29,0.15,0.99,0.06,0.13,0.0,68737.0,20861.0,20861.0,68737.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,35.99,0.0,0.0,,0.0,100.0,0.29,0.9941,99.71,0.706,3.295
2023-07-03,40923.0,134636.67,0.15,0.98,0.06,0.13,0.0,68632.69,20861.0,20861.0,68632.69,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.29,0.9941,99.71,0.5613,3.29
2023-07-04,40923.0,132999.75,0.15,1.0,0.06,0.13,0.0,67798.25,20861.0,20861.0,67798.25,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.29,0.9941,99.71,0.5613,3.25
2023-07-05,40923.0,126452.07,0.15,1.04,0.06,0.13,0.0,64460.49,20861.0,20861.0,64460.49,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.31,0.9939,99.69,0.5613,3.09
2023-07-06,40923.0,127270.53,0.15,1.06,0.06,0.13,0.0,64877.71,20861.0,20861.0,64877.71,,,,,,,,,,,,,,,,,,0.06,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.31,0.9938,99.69,0.5613,3.11
2023-07-07,40923.0,127679.76,0.15,1.07,0.06,0.13,0.0,65086.32,20861.0,20861.0,65086.32,,,,,,,,,,,,,,,,,,0.06,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.31,0.9938,99.69,0.5613,3.12
2023-07-10,40923.0,128498.22,0.15,1.09,0.06,0.13,0.0,65503.54,20861.0,20861.0,65503.54,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.31,0.9938,99.69,0.5613,3.14
2023-07-11,40923.0,131362.83,0.15,1.1,0.06,0.13,0.0,66963.81,20861.0,20861.0,66963.81,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.3,0.9939,99.7,0.5613,3.21
2023-07-12,40923.0,130544.37,0.15,1.11,0.06,0.13,0.0,66546.59,20861.0,20861.0,66546.59,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.61,0.0,0.0,,0.0,100.0,0.3,0.994,99.7,0.5613,3.19
2023-07-13,40594.0,131930.5,0.15,1.17,0.06,0.13,0.0,67148.25,20732.0,20661.0,67379.0,,,,,,,,0.0,,129.0,,,,,,,200.0,0.07,0.0,,100.0,28.44,0.0,0.0,,0.0,100.0,0.3,0.994,99.7,0.5568,3.25
2023-07-14,40265.0,128646.68,0.15,1.17,0.06,0.13,0.0,65599.74,20532.0,20532.0,65599.74,,,,,,,,0.0,,200.0,,,,,,,129.0,0.07,0.0,,100.0,28.16,0.0,0.0,,0.0,100.0,0.3,1.0,100.0,0.5523,3.195
2023-07-17,40265.0,128042.7,0.15,1.18,0.06,0.13,0.0,65291.76,20532.0,20532.0,65291.76,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5538,3.18
2023-07-18,40265.0,128042.7,0.15,1.21,0.06,0.13,0.0,65291.76,20532.0,20532.0,65291.76,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5538,3.18
2023-07-19,40265.0,128646.68,0.15,1.27,0.06,0.13,0.0,65599.74,20532.0,20532.0,65599.74,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5538,3.195
2023-07-20,40265.0,130861.25,0.15,1.35,0.06,0.13,0.0,66729.0,20532.0,20532.0,66729.0,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5538,3.25
2023-07-21,40265.0,128244.03,0.15,1.5,0.06,0.13,0.0,65394.42,20532.0,20532.0,65394.42,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.24,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5538,3.185
2023-07-24,39923.0,129350.52,0.15,1.49,0.06,0.13,0.0,65969.64,20361.0,20361.0,65969.64,,,,,,,,0.0,,171.0,,,,,,,171.0,0.06,0.0,,100.0,28.0,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5491,3.24
2023-07-25,39923.0,129350.52,0.15,1.53,0.06,0.13,0.0,65969.64,20361.0,20361.0,65969.64,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5504,3.24
2023-07-26,39923.0,130947.44,0.15,1.53,0.06,0.13,0.0,66784.08,20361.0,20361.0,66784.08,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5504,3.28
2023-07-27,39923.0,133342.82,0.15,1.54,0.06,0.13,0.0,68005.74,20361.0,20361.0,68005.74,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5504,3.34
2023-07-28,39923.0,131546.29,0.15,1.52,0.06,0.13,0.0,67089.5,20361.0,20361.0,67089.5,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.36,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5561,3.295
2023-07-31,39923.0,131745.9,0.15,1.53,0.06,0.13,0.0,67191.3,20361.0,20361.0,67191.3,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.562,3.3
2023-08-01,39923.0,128751.68,0.15,1.62,0.06,0.13,0.0,65664.23,20361.0,20361.0,65664.23,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.562,3.225
2023-08-02,39923.0,127553.99,0.15,1.77,0.06,0.13,0.0,65053.4,20361.0,20361.0,65053.4,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.562,3.195
2023-08-03,39923.0,127753.6,0.15,1.93,0.06,0.13,0.0,65155.2,20361.0,20361.0,65155.2,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.562,3.2
2023-08-04,39923.0,126555.91,0.15,2.34,0.06,0.13,0.0,64544.37,20361.0,20361.0,64544.37,,,,,,,,,,,,,,,,,,0.07,,,100.0,28.66,0.0,0.0,,0.0,100.0,,1.0,100.0,0.562,3.17
2023-08-07,39423.0,130095.9,0.15,2.52,0.06,0.13,0.0,67191.3,19861.0,20361.0,65541.3,,,,,,,,0.0,,500.0,,,,,,,,0.06,,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5589,3.3
2023-08-08,38923.0,126499.75,0.15,2.51,0.05,0.13,0.0,64548.25,19861.0,19861.0,64548.25,,,,,,,,,,,,,,,,,500.0,0.07,0.0,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5518,3.25
2023-08-09,38923.0,127083.6,0.15,2.58,0.05,0.13,0.0,64846.17,19861.0,19861.0,64846.17,,,,,,,,,,,,,,,,,,0.06,,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5518,3.265
2023-08-10,38923.0,126110.52,0.15,2.62,0.05,0.13,0.0,64349.64,19861.0,19861.0,64349.64,,,,,,,,,,,,,,,,,,0.06,,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5518,3.24
2023-08-11,38923.0,126499.75,0.15,2.71,0.05,0.13,0.0,64548.25,19861.0,19861.0,64548.25,,,,,,,,,,,,,,,,,,0.06,,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5518,3.25
2023-08-14,38923.0,127667.44,0.15,2.92,0.05,0.13,0.0,65144.08,19861.0,19861.0,65144.08,,,,,,,,,,,,,,,,,,0.06,,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5518,3.28
2023-08-15,38223.0,126135.9,0.14,2.85,0.05,0.13,0.0,63231.3,19861.0,19161.0,65541.3,,,,,,,,,,,,,,,,,700.0,0.07,0.0,,100.0,28.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5419,3.3
2023-08-16,37523.0,124388.75,0.14,2.91,0.05,0.12,0.0,63518.72,19161.0,19161.0,63518.72,,,,,,,,0.0,,700.0,,,,,,,,0.06,,,100.0,27.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.532,3.315
2023-08-17,37523.0,123825.9,0.14,3.06,0.05,0.12,0.0,63231.3,19161.0,19161.0,63231.3,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.532,3.3
2023-08-18,37523.0,122137.37,0.14,3.34,0.05,0.12,0.0,62369.06,19161.0,19161.0,62369.06,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.532,3.255
2023-08-21,37523.0,123075.44,0.14,3.39,0.05,0.12,0.0,62848.08,19161.0,19161.0,62848.08,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.28
2023-08-22,37523.0,123825.9,0.14,3.45,0.05,0.12,0.0,63231.3,19161.0,19161.0,63231.3,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.3
2023-08-23,37523.0,124576.36,0.14,3.5,0.05,0.12,0.0,63614.52,19161.0,19161.0,63614.52,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.32
2023-08-24,37523.0,123075.44,0.14,3.54,0.05,0.12,0.0,62848.08,19161.0,19161.0,62848.08,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.28
2023-08-25,37523.0,117071.76,0.14,3.73,0.05,0.12,0.0,59782.32,19161.0,19161.0,59782.32,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.12
2023-08-28,37523.0,119510.76,0.14,3.55,0.05,0.12,0.0,61027.79,19161.0,19161.0,61027.79,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.185
2023-08-29,37523.0,120073.6,0.14,3.51,0.05,0.12,0.0,61315.2,19161.0,19161.0,61315.2,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.2
2023-08-30,37523.0,118760.3,0.14,3.51,0.05,0.12,0.0,60644.57,19161.0,19161.0,60644.57,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.165
2023-08-31,37523.0,119323.14,0.14,3.61,0.05,0.12,0.0,60931.98,19161.0,19161.0,60931.98,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.18
2023-09-01,37523.0,118572.68,0.14,3.49,0.05,0.12,0.0,60548.76,19161.0,19161.0,60548.76,,,,,,,,,,,,,,,,,,0.06,,,100.0,27.44,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5373,3.16
