,MLUMG FP Equity_DX_SI_QTY,MLUMG FP Equity_DX_SHORT_INTEREST_VALUE,MLUMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLUMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLUMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLUMG FP Equity_DX_SI_MV,MLUMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLUMG FP Equity_DX_SUPPLY_SI_QTY,MLUMG FP Equity_DX_BROKER_SI_QTY,MLUMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLUMG FP Equity_DX_SUPPLY_SI_MV,MLUMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLUMG FP Equity_DX_UTILIZATION_QUANTITY,MLUMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLUMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLUMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLUMG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLUMG FP Equity_DX_BROKER_SI_CON_RATIO,MLUMG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLUMG FP Equity_PX_LAST
2023-11-28,,,,,,,,,,,,,,,,,,,,2.14
2023-11-29,,,,,,,,,,,,,,,,,,,,2.56
2023-11-30,,,,,,,,,,,,,,,,,,,,2.7
2023-12-01,,,,,,,,,,,,,,,,,,,,2.7
2023-12-04,,,,,,,,,,,,,,,,,,,,2.7
2023-12-05,,,,,,,,,,,,,,,,,,,,2.7
2023-12-06,,,,,,,,,,,,,,,,,,,,2.7
2023-12-07,,,,,,,,,,,,,,,,,,,,2.4
2023-12-08,,,,,,,,,,,,,,,,,,,,2.4
2023-12-11,,,,,,,,,,,,,,,,,,,,2.4
2023-12-12,,,,,,,,,,,,,,,,,,,,2.4
2023-12-13,,,,,,,,,,,,,,,,,,,,2.4
2023-12-14,,,,,,,,,,,,,,,,,,,,2.4
2023-12-15,,,,,,,,,,,,,,,,,,,,2.4
2023-12-18,,,,,,,,,,,,,,,,,,,,2.4
2023-12-19,,,,,,,,,,,,,,,,,,,,2.4
2023-12-20,,,,,,,,,,,,,,,,,,,,2.4
2023-12-21,,,,,,,,,,,,,,,,,,,,2.4
2023-12-22,,,,,,,,,,,,,,,,,,,,2.4
2023-12-27,,,,,,,,,,,,,,,,,,,,2.4
2023-12-28,,,,,,,,,,,,,,,,,,,,2.4
2023-12-29,,,,,,,,,,,,,,,,,,,,2.4
2024-01-02,,,,,,,,,,,,,,,,,,,,2.4
2024-01-03,,,,,,,,,,,,,,,,,,,,2.4
2024-01-04,,,,,,,,,,,,,,,,,,,,3.32
2024-01-05,,,,,,,,,,,,,,,,,,,,3.32
2024-01-08,,,,,,,,,,,,,,,,,,,,3.32
2024-01-09,,,,,,,,,,,,,,,,,,,,3.32
2024-01-10,,,,,,,,,,,,,,,,,,,,3.32
2024-01-11,,,,,,,,,,,,,,,,,,,,3.32
2024-01-12,,,,,,,,,,,,,,,,,,,,3.32
2024-01-15,,,,,,,,,,,,,,,,,,,,3.32
2024-01-16,,,,,,,,,,,,,,,,,,,,3.32
2024-01-17,,,,,,,,,,,,,,,,,,,,3.32
2024-01-18,,,,,,,,,,,,,,,,,,,,3.32
2024-01-19,,,,,,,,,,,,,,,,,,,,3.32
2024-01-22,,,,,,,,,,,,,,,,,,,,3.32
2024-01-23,,,,,,,,,,,,,,,,,,,,3.32
2024-01-24,,,,,,,,,,,,,,,,,,,,3.32
2024-01-25,,,,,,,,,,,,,,,,,,,,3.32
2024-01-26,,,,,,,,,,,,,,,,,,,,3.26
2024-01-29,,,,,,,,,,,,,,,,,,,,3.32
2024-01-30,,,,,,,,,,,,,,,,,,,,3.26
2024-01-31,,,,,,,,,,,,,,,,,,,,3.26
2024-02-01,,,,,,,,,,,,,,,,,,,,2.7
2024-02-02,,,,,,,,,,,,,,,,,,,,3.0
2024-02-05,,,,,,,,,,,,,,,,,,,,3.0
2024-02-06,,,,,,,,,,,,,,,,,,,,3.0
2024-02-07,,,,,,,,,,,,,,,,,,,,3.0
2024-02-08,,,,,,,,,,,,,,,,,,,,3.0
2024-02-09,,,,,,,,,,,,,,,,,,,,3.0
2024-02-12,,,,,,,,,,,,,,,,,,,,2.6
2024-02-13,,,,,,,,,,,,,,,,,,,,2.6
2024-02-14,,,,,,,,,,,,,,,,,,,,2.6
2024-02-15,,,,,,,,,,,,,,,,,,,,2.6
2024-02-16,,,,,,,,,,,,,,,,,,,,2.6
2024-02-19,,,,,,,,,,,,,,,,,,,,2.6
2024-02-20,,,,,,,,,,,,,,,,,,,,2.6
2024-02-21,,,,,,,,,,,,,,,,,,,,3.2
2024-02-22,,,,,,,,,,,,,,,,,,,,3.2
2024-02-23,,,,,,,,,,,,,,,,,,,,3.2
2024-02-26,,,,,,,,,,,,,,,,,,,,3.2
2024-02-27,,,,,,,,,,,,,,,,,,,,3.2
2024-02-28,,,,,,,,,,,,,,,,,,,,3.2
2024-02-29,,,,,,,,,,,,,,,,,,,,3.2
2024-03-01,,,,,,,,,,,,,,,,,,,,3.2
2024-03-04,,,,,,,,,,,,,,,,,,,,3.2
2024-03-05,,,,,,,,,,,,,,,,,,,,3.2
2024-03-06,,,,,,,,,,,,,,,,,,,,3.2
2024-03-07,,,,,,,,,,,,,,,,,,,,3.2
2024-03-08,,,,,,,,,,,,,,,,,,,,3.2
2024-03-11,,,,,,,,,,,,,,,,,,,,3.2
2024-03-12,,,,,,,,,,,,,,,,,,,,3.2
2024-03-13,,,,,,,,,,,,,,,,,,,,3.2
2024-03-14,,,,,,,,,,,,,,,,,,,,2.6
2024-03-15,,,,,,,,,,,,,,,,,,,,2.6
2024-03-18,,,,,,,,,,,,,,,,,,,,2.6
2024-03-19,,,,,,,,,,,,,,,,,,,,2.6
2024-03-20,,,,,,,,,,,,,,,,,,,,2.6
2024-03-21,,,,,,,,,,,,,,,,,,,,2.6
2024-03-22,,,,,,,,,,,,,,,,,,,,2.6
2024-03-25,,,,,,,,,,,,,,,,,,,,2.6
2024-03-26,,,,,,,,,,,,,,,,,,,,2.6
2024-03-27,,,,,,,,,,,,,,,,,,,,2.6
2024-03-28,,,,,,,,,,,,,,,,,,,,2.6
2024-04-02,,,,,,,,,,,,,,,,,,,,2.6
2024-04-03,,,,,,,,,,,,,,,,,,,,2.6
2024-04-04,,,,,,,,,,,,,,,,,,,,2.6
2024-04-05,,,,,,,,,,,,,,,,,,,,2.6
2024-04-08,,,,,,,,,,,,,,,,,,,,2.6
2024-04-09,,,,,,,,,,,,,,,,,,,,2.6
2024-04-10,,,,,,,,,,,,,,,,,,,,2.6
2024-04-11,,,,,,,,,,,,,,,,,,,,2.6
2024-04-12,,,,,,,,,,,,,,,,,,,,2.6
2024-04-15,,,,,,,,,,,,,,,,,,,,2.6
2024-04-16,,,,,,,,,,,,,,,,,,,,2.6
2024-04-17,,,,,,,,,,,,,,,,,,,,2.2
2024-04-18,,,,,,,,,,,,,,,,,,,,2.56
2024-04-19,,,,,,,,,,,,,,,,,,,,2.56
2024-04-22,,,,,,,,,,,,,,,,,,,,2.56
2024-04-23,,,,,,,,,,,,,,,,,,,,2.56
2024-04-24,,,,,,,,,,,,,,,,,,,,2.56
2024-04-25,,,,,,,,,,,,,,,,,,,,2.56
2024-04-26,,,,,,,,,,,,,,,,,,,,2.56
2024-04-29,,,,,,,,,,,,,,,,,,,,2.56
2024-04-30,,,,,,,,,,,,,,,,,,,,2.22
2024-05-02,,,,,,,,,,,,,,,,,,,,2.54
2024-05-03,,,,,,,,,,,,,,,,,,,,2.54
2024-05-06,,,,,,,,,,,,,,,,,,,,2.54
2024-05-07,,,,,,,,,,,,,,,,,,,,2.54
2024-05-08,,,,,,,,,,,,,,,,,,,,2.22
2024-05-09,,,,,,,,,,,,,,,,,,,,2.22
2024-05-10,,,,,,,,,,,,,,,,,,,,2.6
2024-05-13,,,,,,,,,,,,,,,,,,,,2.6
2024-05-14,,,,,,,,,,,,,,,,,,,,2.6
2024-05-15,,,,,,,,,,,,,,,,,,,,2.6
2024-05-16,,,,,,,,,,,,,,,,,,,,2.2
2024-05-17,,,,,,,,,,,,,,,,,,,,2.2
2024-05-20,,,,,,,,,,,,,,,,,,,,2.2
2024-05-21,,,,,,,,,,,,,,,,,,,,2.2
2024-05-22,,,,,,,,,,,,,,,,,,,,2.2
2024-05-23,,,,,,,,,,,,,,,,,,,,2.2
2024-05-24,,,,,,,,,,,,,,,,,,,,2.2
2024-05-27,,,,,,,,,,,,,,,,,,,,2.2
2024-05-28,,,,,,,,,,,,,,,,,,,,2.2
2024-05-29,,,,,,,,,,,,,,,,,,,,2.2
2024-05-30,,,,,,,,,,,,,,,,,,,,2.2
2024-05-31,,,,,,,,,,,,,,,,,,,,2.2
2024-06-03,,,,,,,,,,,,,,,,,,,,2.2
2024-06-04,,,,,,,,,,,,,,,,,,,,2.2
2024-06-05,,,,,,,,,,,,,,,,,,,,2.2
2024-06-06,,,,,,,,,,,,,,,,,,,,2.2
2024-06-07,,,,,,,,,,,,,,,,,,,,2.2
2024-06-10,,,,,,,,,,,,,,,,,,,,2.2
2024-06-11,,,,,,,,,,,,,,,,,,,,2.2
2024-06-12,,,,,,,,,,,,,,,,,,,,2.2
2024-06-13,,,,,,,,,,,,,,,,,,,,2.2
2024-06-14,,,,,,,,,,,,,,,,,,,,1.9
2024-06-17,,,,,,,,,,,,,,,,,,,,1.9
2024-06-18,,,,,,,,,,,,,,,,,,,,1.9
2024-06-19,,,,,,,,,,,,,,,,,,,,1.9
2024-06-20,,,,,,,,,,,,,,,,,,,,2.88
2024-06-21,,,,,,,,,,,,,,,,,,,,2.84
2024-06-24,,,,,,,,,,,,,,,,,,,,2.84
2024-06-25,,,,,,,,,,,,,,,,,,,,2.84
2024-06-26,,,,,,,,,,,,,,,,,,,,2.86
2024-06-27,,,,,,,,,,,,,,,,,,,,2.86
2024-06-28,,,,,,,,,,,,,,,,,,,,2.86
2024-07-01,,,,,,,,,,,,,,,,,,,,2.86
2024-07-02,,,,,,,,,,,,,,,,,,,,2.86
2024-07-03,,,,,,,,,,,,,,,,,,,,2.86
2024-07-04,,,,,,,,,,,,,,,,,,,,2.86
2024-07-05,,,,,,,,,,,,,,,,,,,,2.86
2024-07-08,,,,,,,,,,,,,,,,,,,,2.86
2024-07-09,,,,,,,,,,,,,,,,,,,,2.86
2024-07-10,,,,,,,,,,,,,,,,,,,,2.86
2024-07-11,,,,,,,,,,,,,,,,,,,,2.86
2024-07-12,,,,,,,,,,,,,,,,,,,,2.86
2024-07-15,,,,,,,,,,,,,,,,,,,,2.86
2024-07-16,,,,,,,,,,,,,,,,,,,,2.86
2024-07-17,,,,,,,,,,,,,,,,,,,,3.08
2024-07-18,,,,,,,,,,,,,,,,,,,,3.08
2024-07-19,,,,,,,,,,,,,,,,,,,,3.18
2024-07-22,,,,,,,,,,,,,,,,,,,,3.18
2024-07-23,,,,,,,,,,,,,,,,,,,,3.18
2024-07-24,,,,,,,,,,,,,,,,,,,,3.2
2024-07-25,,,,,,,,,,,,,,,,,,,,3.2
2024-07-26,,,,,,,,,,,,,,,,,,,,3.2
2024-07-29,,,,,,,,,,,,,,,,,,,,3.2
2024-07-30,,,,,,,,,,,,,,,,,,,,3.2
2024-07-31,,,,,,,,,,,,,,,,,,,,3.2
2024-08-01,,,,,,,,,,,,,,,,,,,,3.2
2024-08-02,,,,,,,,,,,,,,,,,,,,3.2
2024-08-05,,,,,,,,,,,,,,,,,,,,3.18
2024-08-06,,,,,,,,,,,,,,,,,,,,3.18
2024-08-07,,,,,,,,,,,,,,,,,,,,3.18
2024-08-08,,,,,,,,,,,,,,,,,,,,3.18
2024-08-09,,,,,,,,,,,,,,,,,,,,3.18
2024-08-12,,,,,,,,,,,,,,,,,,,,3.18
2024-08-13,,,,,,,,,,,,,,,,,,,,3.18
2024-08-14,,,,,,,,,,,,,,,,,,,,3.18
2024-08-15,,,,,,,,,,,,,,,,,,,,3.18
2024-08-16,,,,,,,,,,,,,,,,,,,,3.18
2024-08-19,,,,,,,,,,,,,,,,,,,,3.18
2024-08-20,,,,,,,,,,,,,,,,,,,,3.2
2024-08-21,,,,,,,,,,,,,,,,,,,,3.2
2024-08-22,,,,,,,,,,,,,,,,,,,,3.2
2024-08-23,,,,,,,,,,,,,,,,,,,,3.2
2024-08-26,,,,,,,,,,,,,,,,,,,,3.2
2024-08-27,,,,,,,,,,,,,,,,,,,,3.2
2024-08-28,,,,,,,,,,,,,,,,,,,,3.2
2024-08-29,,,,,,,,,,,,,,,,,,,,3.2
2024-08-30,,,,,,,,,,,,,,,,,,,,3.2
2024-09-02,,,,,,,,,,,,,,,,,,,,3.2
2024-09-03,,,,,,,,,,,,,,,,,,,,3.2
2024-09-04,,,,,,,,,,,,,,,,,,,,3.2
2024-09-05,,,,,,,,,,,,,,,,,,,,3.2
2024-09-06,,,,,,,,,,,,,,,,,,,,3.2
2024-09-09,,,,,,,,,,,,,,,,,,,,3.2
2024-09-10,,,,,,,,,,,,,,,,,,,,3.2
2024-09-11,,,,,,,,,,,,,,,,,,,,3.2
2024-09-12,,,,,,,,,,,,,,,,,,,,3.2
2024-09-13,,,,,,,,,,,,,,,,,,,,3.2
2024-09-16,,,,,,,,,,,,,,,,,,,,3.2
2024-09-17,,,,,,,,,,,,,,,,,,,,1.71
2024-09-18,,,,,,,,,,,,,,,,,,,,1.8
2024-09-19,,,,,,,,,,,,,,,,,,,,1.7
2024-09-20,,,,,,,,,,,,,,,,,,,,1.37
2024-09-23,,,,,,,,,,,,,,,,,,,,1.3
2024-09-24,,,,,,,,,,,,,,,,,,,,1.3
2024-09-25,,,,,,,,,,,,,,,,,,,,1.49
2024-09-26,,,,,,,,,,,,,,,,,,,,1.5
2024-09-27,,,,,,,,,,,,,,,,,,,,1.3
2024-09-30,,,,,,,,,,,,,,,,,,,,1.3
2024-10-01,,,,,,,,,,,,,,,,,,,,1.3
2024-10-02,,,,,,,,,,,,,,,,,,,,1.3
2024-10-03,,,,,,,,,,,,,,,,,,,,1.5
2024-10-04,,,,,,,,,,,,,,,,,,,,1.5
2024-10-07,,,,,,,,,,,,,,,,,,,,1.5
2024-10-08,,,,,,,,,,,,,,,,,,,,1.5
2024-10-09,,,,,,,,,,,,,,,,,,,,1.95
2024-10-10,,,,,,,,,,,,,,,,,,,,1.45
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.1,0.0,0.0,0.0,0.0,1.91
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.5,0.0,0.0,0.0,0.0,1.45
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.7,0.0,0.0,0.0,0.0,1.67
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.7,0.0,0.0,0.0,0.0,1.67
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.7,0.0,0.0,0.0,0.0,1.67
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.7,0.0,0.0,0.0,0.0,1.67
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.7,0.0,0.0,0.0,0.0,1.67
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.8,0.0,0.0,0.0,0.0,1.88
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.8,0.0,0.0,0.0,0.0,1.88
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,1.6
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.1,0.0,0.0,0.0,0.0,1.61
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.8,0.0,0.0,0.0,0.0,1.88
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.7,0.0,0.0,0.0,0.0,1.77
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.9,0.0,0.0,0.0,0.0,1.89
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,1.3
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,1.3
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,0.0,0.0,1.06
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.4,0.0,0.0,0.0,0.0,1.54
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.4,0.0,0.0,0.0,0.0,1.54
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.4,0.0,0.0,0.0,0.0,1.54
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.4,0.0,0.0,0.0,0.0,1.54
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.4,0.0,0.0,0.0,0.0,1.54
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.5,0.0,0.0,0.0,0.0,1.85
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.6,0.0,0.0,0.0,0.0,2.16
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.6,0.0,0.0,0.0,0.0,2.16
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,2.1
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,0.0,0.0,2.1
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0,2.2
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,2.4
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,2.4
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0,2.4
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.4,0.0,0.0,0.0,0.0,2.14
