,ALORD FP Equity_DX_SI_QTY,ALORD FP Equity_DX_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALORD FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALORD FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALORD FP Equity_DX_SI_MV,ALORD FP Equity_DX_DSS,ALORD FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALORD FP Equity_DX_SUPPLY_SI_QTY,ALORD FP Equity_DX_BROKER_SI_QTY,ALORD FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALORD FP Equity_DX_BROKER_SI_QTY_ADD,ALORD FP Equity_DX_SUPPLY_SI_MV_DEC,ALORD FP Equity_DX_SUPPLY_SI_QTY_DEC,ALORD FP Equity_DX_BROKER_SI_MV_ADD,ALORD FP Equity_DX_SUPPLY_SI_QTY_ADD,ALORD FP Equity_DX_BROKER_SI_QTY_DEC,ALORD FP Equity_DX_SUPPLY_SI_MV,ALORD FP Equity_DX_BROKER_SI_MV_DEC,ALORD FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALORD FP Equity_DX_UTILIZATION_QUANTITY,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALORD FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALORD FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALORD FP Equity_DX_ACTIVE_UTILIZATION_MV,ALORD FP Equity_DX_BROKER_SI_CON_RATIO,ALORD FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALORD FP Equity_DX_DEMAND_SUPPLY_RATIO,ALORD FP Equity_PX_LAST
2022-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.785
2022-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78
2022-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81
2022-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.805
2022-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2022-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.795
2022-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2022-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8
2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73
2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725
2022-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725
2022-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2022-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2022-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.455
2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545
2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.485
2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545
2022-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535
2022-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535
2022-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535
2022-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2022-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.615
2022-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2022-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2022-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2022-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2022-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2022-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2022-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2022-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2022-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2022-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2022-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2022-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2022-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71
2022-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705
2022-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2022-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2022-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645
2022-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645
2022-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645
2022-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2022-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2022-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2022-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2022-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2022-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.605
2022-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645
2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.645
2022-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2022-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2022-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2022-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2022-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2022-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2022-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.485
2022-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2022-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2022-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62
2022-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.665
2022-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.625
2022-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51
2022-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475
2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475
2022-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2022-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2022-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585
2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2022-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2022-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2022-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2022-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57
2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2022-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.545
2022-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.525
2022-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.515
2022-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.515
2022-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.515
2022-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.515
2022-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.515
2022-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2022-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.525
2022-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505
2022-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49
2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495
2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2022-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2022-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2022-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2022-11-08,1700.0,2482.0,0.14,2.42,0.07,0.0,0.0,0.0,1700.0,0.0,2482.0,,,,,1700.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,1.46
2022-11-09,1700.0,2490.5,0.14,2.42,0.07,0.0,0.0,0.0,1700.0,0.0,2490.5,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,1.465
2022-11-10,1700.0,2584.0,0.14,2.44,0.07,0.0,0.0,0.0,1700.0,0.0,2584.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,1.52
2022-11-11,1700.0,2456.5,0.14,1.95,0.07,0.0,0.0,0.0,1700.0,0.0,2456.5,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,1.445
2022-11-14,1700.0,2473.5,0.14,2.04,0.07,0.0,0.0,0.0,1700.0,0.0,2473.5,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,1.455
2022-11-15,1700.0,2448.0,0.14,2.04,0.07,0.0,0.0,0.0,1700.0,0.0,2448.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,1.0,1.44
2022-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.445
2022-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44
2022-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45
2022-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2022-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395
2022-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395
2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2022-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41
2022-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2022-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33
2022-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.315
2022-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34
2022-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4
2022-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35
2022-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.355
2022-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.355
2022-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38
2022-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31
2022-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.385
2022-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.395
2022-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325
2022-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325
2022-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325
2022-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.345
2022-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.305
2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.465
2022-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47
2022-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2022-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2022-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.685
2023-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
2023-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2023-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69
2023-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.625
2023-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2023-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.725
2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2023-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2023-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.495
2023-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.635
2023-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52
2023-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2023-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2023-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2023-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2023-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565
2023-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.595
2023-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565
2023-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.565
2023-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2023-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535
2023-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475
2023-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555
2023-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56
2023-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55
2023-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.505
2023-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5
2023-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2023-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.625
2023-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2023-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.575
2023-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59
2023-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535
2023-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.525
2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.475
2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46
2023-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2023-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
2023-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2023-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2023-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54
2023-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.58
2023-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64
2023-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6
2023-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68
2023-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2023-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53
2023-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
2023-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2023-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65
2023-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2023-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7
2023-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72
2023-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36
2023-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28
2023-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2023-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2023-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2023-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05
2023-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21
2023-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2
2023-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19
2023-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07
2023-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2023-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2023-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15
2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12
2023-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2023-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99
2023-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.995
2023-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02
2023-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03
2023-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2023-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98
2023-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08
2023-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1
2023-06-07,4000.0,4040.0,0.33,0.13,0.16,0.0,0.0,2020.0,2000.0,2000.0,2020.0,2000.0,,,0.0,2000.0,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,1.01
2023-06-08,4000.0,4040.0,0.33,0.13,0.16,0.0,0.0,2020.0,2000.0,2000.0,2020.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,1.01
2023-06-09,4000.0,4120.0,0.33,0.13,0.16,0.0,0.0,2060.0,2000.0,2000.0,2060.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,1.03
2023-06-12,4000.0,3840.0,0.33,0.14,0.16,0.0,0.0,1920.0,2000.0,2000.0,1920.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.96
2023-06-13,4000.0,3620.0,0.33,0.14,0.16,0.0,0.0,1810.0,2000.0,2000.0,1810.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.905
2023-06-14,4000.0,3740.0,0.33,0.15,0.16,0.0,0.0,1870.0,2000.0,2000.0,1870.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.935
2023-06-15,4000.0,3700.0,0.33,0.18,0.16,0.0,0.0,1850.0,2000.0,2000.0,1850.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.925
2023-06-16,4000.0,3820.0,0.33,0.18,0.16,0.0,0.0,1910.0,2000.0,2000.0,1910.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.955
2023-06-19,4000.0,3820.0,0.33,0.2,0.16,0.0,0.0,1910.0,2000.0,2000.0,1910.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.955
2023-06-20,4000.0,3840.0,0.33,0.21,0.16,0.0,0.0,1920.0,2000.0,2000.0,1920.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.96
2023-06-21,4000.0,3860.0,0.33,0.21,0.16,0.0,0.0,1930.0,2000.0,2000.0,1930.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.965
2023-06-22,4000.0,3660.0,0.33,0.22,0.16,0.0,0.0,1830.0,2000.0,2000.0,1830.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.915
2023-06-23,4000.0,3480.0,0.33,0.21,0.16,0.0,0.0,1740.0,2000.0,2000.0,1740.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.87
2023-06-26,4000.0,3380.0,0.33,0.2,0.16,0.0,0.0,1690.0,2000.0,2000.0,1690.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.845
2023-06-27,4000.0,3280.0,0.33,0.2,0.16,0.0,0.0,1640.0,2000.0,2000.0,1640.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.82
2023-06-28,4000.0,3080.0,0.33,0.21,0.16,0.0,0.0,1540.0,2000.0,2000.0,1540.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.77
2023-06-29,4000.0,3360.0,0.33,0.2,0.16,0.0,0.0,1680.0,2000.0,2000.0,1680.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.84
2023-06-30,4000.0,3340.0,0.33,0.2,0.16,0.0,0.0,1670.0,2000.0,2000.0,1670.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.835
2023-07-03,4000.0,3340.0,0.33,0.21,0.16,0.0,0.0,1670.0,2000.0,2000.0,1670.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.835
2023-07-04,4000.0,3340.0,0.33,0.21,0.16,0.0,0.0,1670.0,2000.0,2000.0,1670.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,2.0,0.835
