,AEJ FP Equity_DX_SI_QTY,AEJ FP Equity_DX_SHORT_INTEREST_VALUE,AEJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AEJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AEJ FP Equity_DX_SI_MV,AEJ FP Equity_DX_DSS,AEJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AEJ FP Equity_DX_SUPPLY_SI_QTY,AEJ FP Equity_DX_BROKER_SI_QTY,AEJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AEJ FP Equity_DX_BROKER_SI_MV_NEW_x,AEJ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AEJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,AEJ FP Equity_DX_BROKER_SI_MV_INC_x,AEJ FP Equity_DX_SUPPLY_SI_MV_NEW,AEJ FP Equity_DX_BROKER_SI_QTY_ADD,AEJ FP Equity_DX_BROKER_SI_QTY_NEW,AEJ FP Equity_DX_SUPPLY_SI_MV_DEC,AEJ FP Equity_DX_BROKER_SI_QTY_INC,AEJ FP Equity_DX_SUPPLY_SI_QTY_DEC,AEJ FP Equity_DX_BROKER_SI_MV_NEW_y,AEJ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AEJ FP Equity_DX_BROKER_SI_MV_INC_y,AEJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,AEJ FP Equity_DX_BROKER_SI_MV_ADD,AEJ FP Equity_DX_SUPPLY_SI_QTY_ADD,AEJ FP Equity_DX_BROKER_SI_QTY_DEC,AEJ FP Equity_DX_SUPPLY_SI_MV,AEJ FP Equity_DX_BROKER_SI_MV_DEC,AEJ FP Equity_DX_SUPPLY_SI_MV_RMV,AEJ FP Equity_DX_BROKER_SI_MV_RMV,AEJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AEJ FP Equity_DX_UTILIZATION_QUANTITY,AEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AEJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AEJ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AEJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AEJ FP Equity_DX_ACTIVE_UTILIZATION_MV,AEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AEJ FP Equity_DX_BROKER_SI_CON_RATIO,AEJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AEJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-05-16,94200.0,5145204.0,15.5,1.45,5.07,,5145204.0,0.0,94200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.93,0.5074,56.07,4.7944
2018-05-17,94200.0,5126364.0,14.44,1.45,5.15,,5126364.0,0.0,94200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.88,0.5075,56.12,4.7944
2018-05-18,94200.0,5094336.0,15.0,1.47,5.12,,5094336.0,0.0,94200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.97,0.5073,56.03,4.7944
2018-05-21,94200.0,5129190.0,14.35,1.47,5.14,,5129190.0,0.0,94200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.92,0.5074,56.08,4.7944
2018-05-22,94200.0,5131074.0,13.25,1.47,5.13,,5131074.0,0.0,94200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.95,0.5073,56.05,4.7944
2018-05-23,94200.0,5116473.0,13.52,1.47,5.16,,5116473.0,0.0,94200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,43.89,0.5075,56.11,4.7944
2018-05-24,58400.0,3147760.0,5.33,0.91,3.17,,3147760.0,8500.0,58400.0,458150.0,,,,0.45,,8500.0,,,8500.0,,,,0.45,,0.46,8500.0,52800.0,0.46,2.88,,,100.0,43.26,0.0,0.0,,0.0,100.0,14.54,0.7514,85.46,2.9723
2018-05-25,32000.0,1751840.0,2.24,0.5,1.73,,1751840.0,8500.0,32000.0,465332.5,,,,,,,,,,,,,,,,,26400.0,0.47,1.46,,,100.0,43.26,0.0,0.0,,0.0,100.0,26.54,0.6101,73.46,1.6287
2018-05-28,32000.0,1759520.0,2.09,0.5,1.75,,1759520.0,8500.0,32000.0,467372.5,,,,,,,,,,,,,,,,,,0.47,,,,100.0,43.26,0.0,0.0,,0.0,100.0,26.56,0.6099,73.44,1.6287
2018-05-29,17000.0,931005.0,1.11,0.27,0.93,,931005.0,8500.0,17000.0,465502.5,,,,,,,,,,,,,,,,,15000.0,0.47,0.83,,,100.0,43.26,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.8652
2018-05-30,17000.0,920720.0,1.12,0.27,0.93,,920720.0,8500.0,17000.0,460360.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,43.26,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,0.8652
2018-05-31,17000.0,923780.0,1.17,0.27,0.92,,923780.0,8500.0,17000.0,461890.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,51.06,0.0,0.0,,0.0,100.0,50.0,0.5,50.0,1.0211
2018-06-01,44600.0,2441181.0,2.96,0.7,2.43,,2441181.0,8500.0,44600.0,465247.5,,,,0.5,,18400.0,,,9200.0,,,,0.5,,1.01,,,0.47,,,,100.0,51.06,0.0,0.0,,0.0,100.0,39.56,0.3643,41.44,2.679
2018-06-04,44600.0,2460136.0,2.97,0.7,2.45,,2460136.0,8500.0,44600.0,468860.0,,,,,,,,,,,,,,,,,,0.47,,,,100.0,51.06,0.0,0.0,,0.0,100.0,39.57,0.3643,41.44,2.679
2018-06-05,71400.0,3953418.0,4.56,1.12,3.95,,3848215.0,14900.0,69500.0,825013.0,,,4500.0,1.4,,,,,24900.0,,,,1.4,4500.0,,1900.0,,0.83,,,,100.0,89.5,0.0,0.0,,0.0,100.0,32.01,0.3464,41.99,4.2888
2018-06-06,71400.0,3952704.0,4.57,1.12,3.94,,3847520.0,14900.0,69500.0,824864.0,,,,,,,,,,,,,,,,,,0.82,,,,100.0,89.5,0.0,0.0,,0.0,100.0,31.74,0.3465,42.14,4.2888
2018-06-07,71400.0,3946278.0,4.57,1.12,3.95,,3841265.0,14900.0,69500.0,823523.0,,,,,,,,,,,,,,,,,,0.82,,,,100.0,89.5,0.0,0.0,,0.0,100.0,31.9,0.3465,42.06,4.2888
2018-06-08,71400.0,3912720.0,4.22,1.12,3.94,,3808600.0,14900.0,69500.0,816520.0,,,,,,,,,,,,,,,,,,0.82,,,,100.0,75.83,0.0,0.0,,0.0,100.0,31.76,0.3465,42.13,3.634
2018-06-11,71400.0,3920574.0,4.21,1.12,3.92,,3816245.0,14900.0,69500.0,818159.0,,,,,,,,,,,,,,,,,,0.82,,,,100.0,75.83,0.0,0.0,,0.0,100.0,31.97,0.3464,42.01,3.634
2018-06-12,71400.0,3919503.0,4.18,1.12,3.91,,3815202.5,14900.0,69500.0,817935.5,,,,,,,,,,,,,,,,,,0.82,,,,100.0,75.83,0.0,0.0,,0.0,100.0,31.94,0.3464,42.02,3.634
2018-06-13,65000.0,3565575.0,3.7,1.02,3.57,,3461350.5,14900.0,63100.0,817339.5,,,,,,,,,,,,,,,,,6400.0,0.82,0.34,,,100.0,75.83,0.0,0.0,,0.0,100.0,35.16,0.3493,41.22,3.3082
2018-06-14,46600.0,2566262.0,2.65,0.73,2.54,,2461629.0,14900.0,44700.0,820543.0,,,,,,,,,,,,,,,,,18400.0,0.82,1.03,,,100.0,75.83,0.0,0.0,,0.0,100.0,33.32,0.4564,58.14,2.3717
2018-06-15,37400.0,2028950.0,2.19,0.58,2.06,,1925875.0,14900.0,35500.0,808325.0,,,,,,,,,,,,,,,,,9200.0,0.81,0.5,,,100.0,75.83,0.0,0.0,,0.0,100.0,42.04,0.4125,47.39,1.9035
2018-06-18,37400.0,2025958.0,2.18,0.58,2.03,,1923035.0,14900.0,35500.0,807133.0,,,,,,,,,,,,,,,,,,0.81,,,,100.0,75.83,0.0,0.0,,0.0,100.0,41.98,0.4117,47.33,1.9035
2018-06-19,37400.0,1998843.0,2.18,0.58,2.03,,1897297.5,14900.0,35500.0,796330.5,,,,,,,,,,,,,,,,,,0.8,,,,100.0,75.83,0.0,0.0,,0.0,100.0,42.03,0.4124,47.38,1.9035
2018-06-20,37400.0,2012868.0,2.19,0.58,2.0,,1910610.0,14900.0,35500.0,801918.0,,,,,,,,,,,,,,,,,,0.8,,,,100.0,71.72,0.0,0.0,,0.0,100.0,41.96,0.4114,47.31,1.8003
2018-06-21,58100.0,3090048.5,3.39,0.91,3.12,,2988997.0,14900.0,56200.0,792456.5,,,,1.11,,,,,20700.0,,,,1.11,,,,,0.79,,,,100.0,71.72,0.0,0.0,,0.0,100.0,31.06,0.3465,42.34,2.7968
2018-06-22,58100.0,3108931.0,3.22,0.91,3.1,,3007262.0,14900.0,56200.0,797299.0,,,,,,,,,,,,,,,,,,0.8,,,,100.0,71.72,0.0,0.0,,0.0,100.0,31.45,0.3461,42.09,2.7968
2018-06-25,58100.0,3023814.5,3.14,0.91,3.1,,2924929.0,14900.0,56200.0,775470.5,,,,,,,,,,,,,,,,,,0.78,,,,100.0,71.72,0.0,0.0,,0.0,100.0,31.23,0.3463,42.22,2.7968
2018-06-26,58100.0,3041825.5,3.07,0.91,3.03,,2942351.0,14900.0,56200.0,780089.5,,,,,,,,,,,,,,,,,,0.78,,,,100.0,71.72,0.0,0.0,,0.0,100.0,31.44,0.3461,42.1,2.7968
2018-06-27,58100.0,3032820.0,2.96,0.89,3.03,,2933640.0,14900.0,56200.0,777780.0,,,,,,,,,,,,,,,,,,0.78,,,,100.0,71.72,0.0,0.0,,0.0,100.0,31.26,0.3462,42.2,2.7968
2018-06-28,38600.0,1999287.0,1.32,0.59,2.01,,1999287.0,13000.0,38600.0,673335.0,,,,,,,,0.1,,1900.0,,,,,,,17600.0,0.67,0.92,,,100.0,62.58,0.0,0.0,,0.0,100.0,38.62,0.5259,61.38,1.8581
2018-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.67,,13000.0,,,,,,,38600.0,0.0,2.0,,,0.0,0.0,20774.0,1085026.02,,1.08,0.0,,0.0,,0.0
2018-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20774.0,1073911.93,,1.07,0.0,,0.0,,0.0
2018-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20774.0,1077858.99,,1.08,0.0,,0.0,,0.0
2018-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21117.0,1086047.31,,1.08,0.0,,0.0,,0.0
2018-07-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,21117.0,1082879.76,,1.08,0.0,,0.0,,0.0
2018-07-06,10000.0,515900.0,0.43,0.16,0.51,,257950.0,5000.0,5000.0,257950.0,,,,,,5000.0,,,,,,,,,0.26,5000.0,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-09,10000.0,522700.0,0.44,0.16,0.52,,261350.0,5000.0,5000.0,261350.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-10,10000.0,522850.0,0.44,0.16,0.52,,261425.0,5000.0,5000.0,261425.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-11,10000.0,517000.0,0.45,0.16,0.52,,258500.0,5000.0,5000.0,258500.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-12,10000.0,523050.0,0.45,0.16,0.52,,261525.0,5000.0,5000.0,261525.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-13,10000.0,525050.0,0.46,0.16,0.52,,262525.0,5000.0,5000.0,262525.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-16,10000.0,519900.0,0.47,0.16,0.52,,259950.0,5000.0,5000.0,259950.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,23.68,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4736
2018-07-17,10000.0,521300.0,0.48,0.16,0.52,,260650.0,5000.0,5000.0,260650.0,,,,,,,,,,,,,,,,,,0.26,,,,100.0,24.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4855
2018-07-18,5000.0,261650.0,0.24,0.08,0.26,,261650.0,0.0,5000.0,0.0,,,,,,,,0.26,,5000.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2428
2018-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.26,,,0.0,0.0,20596.0,1071197.96,,1.07,0.0,,0.0,,0.0
2018-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1077582.72,,1.08,0.0,,0.0,,0.0
2018-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1069447.3,,1.07,0.0,,0.0,,0.0
2018-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1085512.18,,1.08,0.0,,0.0,,0.0
2018-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1090764.16,,1.09,0.0,,0.0,,0.0
2018-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1090146.28,,1.09,0.0,,0.0,,0.0
2018-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1097045.94,,1.09,0.0,,0.0,,0.0
2018-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1084070.46,,1.08,0.0,,0.0,,0.0
2018-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1087674.76,,1.08,0.0,,0.0,,0.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1083246.62,,1.08,0.0,,0.0,,0.0
2018-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1070992.0,,1.07,0.0,,0.0,,0.0
2018-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1081290.0,,1.07,0.0,,0.0,,0.0
2018-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1080363.18,,1.08,0.0,,0.0,,0.0
2018-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20596.0,1091279.06,,1.09,0.0,,0.0,,0.0
2018-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1096652.46,,1.1,0.0,,0.0,,0.0
2018-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1107554.61,,1.1,0.0,,0.0,,0.0
2018-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1105270.35,,1.1,0.0,,0.0,,0.0
2018-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1091149.47,,1.09,0.0,,0.0,,0.0
2018-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1093122.24,,1.09,0.0,,0.0,,0.0
2018-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1071421.77,,1.07,0.0,,0.0,,0.0
2018-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1083362.22,,1.08,0.0,,0.0,,0.0
2018-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1079832.0,,1.08,0.0,,0.0,,0.0
2018-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,20766.0,1085438.82,,1.09,0.0,,0.0,,0.0
2018-08-21,7400.0,388648.0,2.19,0.12,0.39,,336128.0,1000.0,6400.0,52520.0,,,,,,6400.0,,,,,,,,,0.33,1000.0,,0.05,,,,100.0,4.82,0.0,0.0,,0.0,100.0,15.63,0.7363,84.38,0.3564
2018-08-22,13565.0,710399.05,4.07,0.21,0.71,,565596.0,8165.0,10800.0,427601.05,,,1765.0,0.12,,2200.0,,,2200.0,,,,0.12,1765.0,0.12,5400.0,,0.43,,,,100.0,39.32,0.0,0.0,,0.0,100.0,20.37,0.5452,70.37,0.6532
2018-08-23,18530.0,962355.55,5.51,0.29,0.97,,818755.28,8165.0,15765.0,424049.28,,,,0.28,,,,,5400.0,,,,0.28,,,,435.0,0.42,0.02,,,100.0,39.32,0.0,0.0,,0.0,100.0,48.21,0.4661,48.21,0.8923
2018-08-24,18530.0,968007.2,5.53,0.29,0.96,,823563.6,8165.0,15765.0,426539.6,,,,,,,,,,,,,,,,,,0.43,,,,100.0,43.51,0.0,0.0,,0.0,100.0,48.21,0.4661,48.21,0.9874
2018-08-27,18530.0,978384.0,5.21,0.29,0.97,,832392.0,8165.0,15765.0,431112.0,,,,,,,,,,,,,,,,,,0.43,,,,100.0,43.51,0.0,0.0,,0.0,100.0,48.19,0.4661,48.23,0.9874
2018-08-28,18530.0,973195.6,5.29,0.29,0.98,,827977.8,8165.0,15765.0,428825.8,,,,,,,,,,,,,,,,,,0.43,,,,100.0,43.51,0.0,0.0,,0.0,100.0,48.2,0.4661,48.21,0.9874
2018-08-29,18530.0,977642.8,5.32,0.29,0.97,,831761.4,8165.0,15765.0,430785.4,,,,,,,,,,,,,,,,,,0.43,,,,100.0,43.51,0.0,0.0,,0.0,100.0,48.19,0.4661,48.22,0.9874
2018-08-30,7730.0,404201.7,2.25,0.12,0.41,,259619.85,2765.0,4965.0,144581.85,,,,,,,,0.29,,5400.0,,,,,,,10800.0,0.14,0.57,,,100.0,14.73,0.0,0.0,,0.0,100.0,44.3,0.4056,44.32,0.4119
2018-08-31,5530.0,288500.1,1.66,0.09,0.29,,259024.05,565.0,4965.0,29476.05,,,,,,,,0.12,,2200.0,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,44.28,0.4056,44.34,0.2947
2018-09-03,1130.0,58923.85,0.34,0.02,0.06,,29461.93,565.0,565.0,29461.93,,,,,,,,,,,,,,,,,4400.0,0.03,0.23,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-04,1130.0,58669.6,0.34,0.02,0.06,,29334.8,565.0,565.0,29334.8,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-05,1130.0,57471.8,0.36,0.02,0.06,,28735.9,565.0,565.0,28735.9,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-06,1130.0,57178.0,0.36,0.02,0.06,,28589.0,565.0,565.0,28589.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-07,11930.0,605089.6,4.09,0.19,0.6,,576432.8,5965.0,11365.0,302544.8,,,,,,10800.0,,,,,,,,,0.55,5400.0,,0.3,,,,100.0,31.79,0.0,0.0,,0.0,100.0,47.47,0.454,47.55,0.6357
2018-09-10,35330.0,1767206.6,11.88,0.56,1.79,,1638905.3,16965.0,32765.0,848589.3,,,11000.0,1.09,,,,,21400.0,,,,1.09,11000.0,,,,0.85,,,,100.0,90.4,0.0,0.0,,0.0,100.0,48.16,0.4834,50.11,1.8827
2018-09-11,40730.0,2027335.75,13.74,0.64,2.04,,1899662.88,16965.0,38165.0,844432.88,,,,0.25,,,,,5400.0,,,,0.25,,,,,0.85,,,,100.0,90.4,0.0,0.0,,0.0,100.0,49.24,0.4855,49.28,2.1704
2018-09-12,40730.0,2044646.0,13.68,0.64,2.03,,1915883.0,16965.0,38165.0,851643.0,,,,,,,,,,,,,,,,,,0.85,,,,100.0,90.4,0.0,0.0,,0.0,100.0,49.26,0.4855,49.26,2.1704
2018-09-13,40730.0,2055439.45,13.34,0.64,2.05,,1925996.73,16965.0,38165.0,856138.73,,,,,,,,,,,,,,,,,,0.86,,,,100.0,90.4,0.0,0.0,,0.0,100.0,49.24,0.4855,49.28,2.1704
2018-09-14,40730.0,2072342.4,13.11,0.64,2.05,,1941835.2,16965.0,38165.0,863179.2,,,,,,,,,,,,,,,,,,0.86,,,,100.0,90.4,0.0,0.0,,0.0,100.0,49.26,0.4855,49.26,2.1704
2018-09-17,40730.0,2047700.75,13.17,0.64,2.07,,1918745.38,16965.0,38165.0,852915.38,,,,,,,,,,,,,,,,,,0.85,,,,100.0,90.4,0.0,0.0,,0.0,100.0,49.25,0.4855,49.27,2.1704
2018-09-18,38730.0,1958963.4,12.63,0.61,1.95,,1930385.7,14965.0,38165.0,756929.7,,,,,,,,0.1,,2000.0,,,,,,,,0.76,,,,100.0,79.75,0.0,0.0,,0.0,100.0,49.26,0.4855,49.26,2.0638
2018-09-19,1130.0,57731.7,0.36,0.02,0.06,,28865.85,565.0,565.0,28865.85,,,,,,,,0.73,,14400.0,,,,,,,37600.0,0.03,1.89,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-20,1130.0,57726.05,0.36,0.02,0.06,,28863.03,565.0,565.0,28863.03,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-21,1130.0,58206.3,0.35,0.02,0.06,,29103.15,565.0,565.0,29103.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-24,1130.0,57291.0,0.35,0.02,0.06,,28645.5,565.0,565.0,28645.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,3.01,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0602
2018-09-25,773.0,39403.68,0.18,0.01,0.04,,28800.88,208.0,565.0,10602.8,,,,,,,,0.02,,357.0,,,,,,,,0.01,,,,100.0,1.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0412
2018-09-26,208.0,10682.88,0.03,0.0,0.01,,10682.88,0.0,208.0,0.0,,,,,,,,0.01,,208.0,,,,,,,357.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0111
2018-09-27,17700.0,912258.0,3.05,0.28,0.91,,773100.0,15000.0,15000.0,773100.0,,,,,,15000.0,,,,,,,,,0.77,15000.0,208.0,0.77,0.01,,,100.0,79.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9432
2018-09-28,17700.0,911196.0,3.22,0.28,0.91,,772200.0,15000.0,15000.0,772200.0,,,,,,,,,,,,,,,,,,0.77,,,,100.0,79.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9432
2018-10-01,17700.0,916240.5,3.62,0.28,0.91,,776475.0,15000.0,15000.0,776475.0,,,,,,,,,,,,,,,,,,0.78,,,,100.0,79.93,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9432
2018-10-02,17700.0,902611.5,3.49,0.28,0.91,,764925.0,15000.0,15000.0,764925.0,,,,,,,,,,,,,,,,,,0.76,,,,100.0,78.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9243
2018-10-03,17700.0,902700.0,3.48,0.28,0.9,,765000.0,15000.0,15000.0,765000.0,,,,,,,,,,,,,,,,,,0.76,,,,100.0,78.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.9243
2018-10-04,15000.0,747075.0,2.96,0.24,0.77,,747075.0,12300.0,15000.0,612601.5,,,,,,,,0.14,,2700.0,,,,,,,,0.61,,,,100.0,64.88,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7912
2018-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.61,,12300.0,,,,,,,15000.0,0.0,0.77,,,0.0,0.0,18958.0,935482.51,,0.93,0.0,,0.0,,0.0
2018-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18958.0,928847.21,,0.92,0.0,,0.0,,0.0
2018-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18958.0,929605.53,,0.92,0.0,,0.0,,0.0
2018-10-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18958.0,907235.09,,0.9,0.0,,0.0,,0.0
2018-10-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18958.0,887518.77,,0.88,0.0,,0.0,,0.0
2018-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18958.0,905149.71,,0.9,0.0,,0.0,,0.0
2018-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,18958.0,900031.05,,0.89,0.0,,0.0,,0.0
