,ALDRV FP Equity_DX_SI_QTY,ALDRV FP Equity_DX_SHORT_INTEREST_VALUE,ALDRV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALDRV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALDRV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALDRV FP Equity_DX_SI_MV,ALDRV FP Equity_DX_DSS,ALDRV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALDRV FP Equity_DX_SUPPLY_SI_QTY,ALDRV FP Equity_DX_BROKER_SI_QTY,ALDRV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALDRV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALDRV FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALDRV FP Equity_DX_BROKER_SI_MV_INC_x,ALDRV FP Equity_DX_SUPPLY_SI_MV_NEW,ALDRV FP Equity_DX_BROKER_SI_QTY_ADD,ALDRV FP Equity_DX_SUPPLY_SI_MV_DEC,ALDRV FP Equity_DX_BROKER_SI_QTY_INC,ALDRV FP Equity_DX_SUPPLY_SI_QTY_DEC,ALDRV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALDRV FP Equity_DX_BROKER_SI_MV_INC_y,ALDRV FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALDRV FP Equity_DX_BROKER_SI_MV_ADD,ALDRV FP Equity_DX_SUPPLY_SI_QTY_ADD,ALDRV FP Equity_DX_BROKER_SI_QTY_DEC,ALDRV FP Equity_DX_SUPPLY_SI_MV,ALDRV FP Equity_DX_BROKER_SI_MV_DEC,ALDRV FP Equity_DX_SUPPLY_SI_MV_RMV,ALDRV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALDRV FP Equity_DX_UTILIZATION_QUANTITY,ALDRV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALDRV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALDRV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALDRV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALDRV FP Equity_DX_ACTIVE_UTILIZATION_MV,ALDRV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALDRV FP Equity_DX_BROKER_SI_CON_RATIO,ALDRV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALDRV FP Equity_DX_DEMAND_SUPPLY_RATIO,ALDRV FP Equity_PX_LAST
2024-04-22,11049240.0,87289.0,0.63,1.24,0.63,0.1,5.0,53555.36,6457310.0,6779159.0,51012.75,,,,,,0.01,,1850553.0,,,,,,1850553.0,0.05,0.02,,100.0,49.38,0.0,0.0,,0.0,100.0,16.06,0.3926,58.8,0.845,0.0079
2024-04-23,11049240.0,86184.07,0.63,1.24,0.63,0.1,5.0,52877.44,6457310.0,6779159.0,50367.02,,,,,,,,,,,,,,,0.05,,,100.0,49.38,0.0,0.0,,0.0,100.0,16.14,0.3908,58.61,0.845,0.0078
2024-04-24,11049240.0,87289.0,0.63,1.24,0.63,0.09,5.0,53555.36,6457310.0,6779159.0,51012.75,,,,,,,,,,,,,,,0.05,,,100.0,49.35,0.0,0.0,,0.0,100.0,16.38,0.4034,59.76,0.8445,0.0079
2024-04-25,11049240.0,86184.07,0.63,1.25,0.63,0.1,5.0,52877.44,6457310.0,6779159.0,50367.02,,,,,,,,,,,,,,,0.05,,,100.0,49.35,0.0,0.0,,0.0,100.0,16.14,0.3908,58.61,0.8445,0.0078
2024-04-26,11049240.0,83974.22,0.63,1.25,0.63,0.09,5.0,51521.61,6457310.0,6779159.0,49075.56,,,,,,,,,,,,,,,0.05,,,100.0,49.35,0.0,0.0,,0.0,100.0,16.58,0.3986,59.27,0.8445,0.0076
2024-04-29,12241240.0,96705.8,0.7,1.4,0.7,0.1,5.0,62972.16,7649310.0,7971159.0,60429.55,,1192000.0,0.01,,,,1192000.0,,,0.01,1192000.0,,,,0.06,,,100.0,53.58,0.0,0.0,,0.0,100.0,16.68,0.3437,53.14,0.8575,0.0079
2024-04-30,12723193.0,99240.91,0.73,1.45,0.73,0.11,5.0,56636.67,6939263.0,7261112.0,54126.25,,,,,,0.0,,710047.0,,,,,,710047.0,0.05,0.01,,100.0,48.61,0.0,0.0,,0.0,100.0,18.72,0.3349,51.76,0.8912,0.0078
2024-05-01,12723193.0,99240.91,0.73,1.45,0.73,0.11,5.0,56636.67,6939263.0,7261112.0,54126.25,,,,,,,,,,,,,,,0.05,,,100.0,48.61,0.0,0.0,,0.0,100.0,18.67,0.336,51.91,0.8912,
2024-05-02,12723193.0,100513.22,0.73,1.45,0.73,0.11,5.0,57362.78,6939263.0,7261112.0,54820.18,,,,,,,,,,,,,,,0.05,,,100.0,48.61,0.0,0.0,,0.0,100.0,18.55,0.3365,51.98,0.8912,0.0079
2024-05-03,12723193.0,100513.22,0.73,1.47,0.73,0.11,5.0,57362.78,6939263.0,7261112.0,54820.18,,,,,,,,,,,,,,,0.05,,,100.0,48.61,0.0,0.0,,0.0,100.0,18.66,0.3364,51.94,0.8912,0.0079
2024-05-06,14560593.0,120852.92,0.83,1.83,0.83,0.25,5.0,85411.25,9968663.0,10290512.0,82739.9,,3029400.0,0.15,,,,3029400.0,,,0.15,3029400.0,,,,0.08,,,100.0,69.83,0.0,0.0,,0.0,100.0,22.02,0.4874,65.84,1.0199,0.0083
2024-05-07,12209382.0,100116.93,0.7,1.5,0.7,0.11,5.0,65102.27,7617452.0,7939301.0,62463.11,,,,,,0.02,,2351211.0,,,,,,2351211.0,0.06,0.15,,100.0,53.36,0.0,0.0,,0.0,100.0,15.44,0.3535,54.44,0.8552,0.0082
2024-05-08,12209382.0,102558.81,0.7,1.61,0.7,0.11,5.0,66690.13,7617452.0,7939301.0,63986.6,,,,,,,,,,,,,,,0.06,,,100.0,53.36,0.0,0.0,,0.0,100.0,15.25,0.3564,54.79,0.8552,0.0084
2024-05-09,11017382.0,94749.49,0.63,1.49,0.63,0.1,5.0,58026.79,6425452.0,6747301.0,55258.89,,,,,,0.01,,1192000.0,,,,,,1192000.0,0.05,0.01,,100.0,49.11,0.0,0.0,,0.0,100.0,15.82,0.4152,60.98,0.8421,0.0086
2024-05-10,11017382.0,94749.49,0.63,1.53,0.63,0.1,5.0,58026.79,6425452.0,6747301.0,55258.89,,,,,,,,,,,,,,,0.05,,,100.0,49.11,0.0,0.0,,0.0,100.0,15.6,0.4079,60.35,0.8421,0.0086
2024-05-13,10239896.0,87039.12,0.59,1.48,0.59,0.09,5.0,57352.06,5647966.0,6747301.0,48007.71,,,,,,0.01,,777486.0,,,,,,,0.05,,,100.0,62.17,0.0,0.0,,0.0,100.0,15.66,0.4065,60.21,1.1272,0.0085
2024-05-14,12096907.0,100404.33,0.69,1.85,0.69,0.11,5.0,60894.71,6237377.0,7336712.0,51770.23,,1267600.0,0.0,,,0.01,589411.0,678189.0,,0.0,1267600.0,,,,0.05,,,100.0,60.26,0.0,0.0,,0.0,100.0,19.99,0.3364,51.67,1.1686,0.0083
2024-05-15,13646881.0,111904.42,0.78,2.09,0.78,0.12,5.0,72870.83,8310686.0,8886686.0,68147.63,,2145607.0,0.02,,,0.0,1549974.0,72298.0,,0.02,2145607.0,,,,0.07,,,100.0,62.08,0.0,0.0,,0.0,100.0,25.38,0.3016,44.67,1.0193,0.0082
2024-05-16,12096907.0,102823.71,0.69,1.91,0.69,0.11,5.0,62362.05,6760712.0,7336712.0,57466.05,,,,,,0.01,,1549974.0,,,,,,1549974.0,0.06,0.02,,100.0,65.77,0.0,0.0,,0.0,100.0,19.35,0.3356,51.63,1.1768,0.0085
2024-05-17,12096907.0,100404.33,0.69,1.83,0.69,0.11,5.0,60894.71,6760712.0,7336712.0,56113.91,,,,,,,,,,,,,,,0.06,,,100.0,65.77,0.0,0.0,,0.0,100.0,19.83,0.3332,51.25,1.1768,0.0083
2024-05-20,12096907.0,100404.33,0.69,1.83,0.69,0.11,5.0,60894.71,6760712.0,7336712.0,56113.91,,,,,,,,,,,,,,,0.06,,,100.0,65.77,0.0,0.0,,0.0,100.0,19.59,0.3334,51.31,1.1768,0.0083
2024-05-21,12096907.0,101614.02,0.69,1.83,0.69,0.11,5.0,61628.38,6760712.0,7336712.0,56789.98,,,,,,,,,,,,,,,0.06,,,100.0,65.77,0.0,0.0,,0.0,100.0,19.53,0.3344,51.45,1.1768,0.0084
2024-05-22,12096907.0,100404.33,0.69,1.84,0.69,0.11,5.0,60894.71,6760712.0,7336712.0,56113.91,,,,,,,,,,,,,,,0.06,,,100.0,65.77,0.0,0.0,,0.0,100.0,19.71,0.3331,51.26,1.1768,0.0083
2024-05-23,12096907.0,99194.64,0.69,1.85,0.69,0.11,5.0,60161.04,6760712.0,7336712.0,55437.84,,,,,,,,,,,,,,,0.06,,,100.0,65.27,0.0,0.0,,0.0,100.0,19.66,0.332,51.13,1.1678,0.0082
2024-05-24,12096907.0,99194.64,0.69,1.83,0.69,0.11,5.0,60161.04,6760712.0,7336712.0,55437.84,,,,,,,,,,,,,,,0.06,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.53,0.3318,51.13,1.1577,0.0082
2024-05-27,12096907.0,97984.95,0.69,1.79,0.69,0.11,5.0,59427.37,6760712.0,7336712.0,54761.77,,,,,,,,,,,,,,,0.06,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.53,0.3319,51.14,1.1577,0.0081
2024-05-28,12096907.0,97984.95,0.69,1.82,0.69,0.11,5.0,59427.37,6760712.0,7336712.0,54761.77,,,,,,,,,,,,,,,0.05,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.49,0.331,51.02,1.1577,0.0081
2024-05-29,12096907.0,99194.64,0.69,1.82,0.69,0.11,5.0,60161.04,6760712.0,7336712.0,55437.84,,,,,,,,,,,,,,,0.05,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.42,0.332,51.17,1.1577,0.0082
2024-05-30,12096907.0,99194.64,0.69,1.82,0.69,0.11,5.0,60161.04,6760712.0,7336712.0,55437.84,,,,,,,,,,,,,,,0.06,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.54,0.3321,51.15,1.1577,0.0082
2024-05-31,12096907.0,96775.26,0.69,1.85,0.69,0.11,5.0,58693.7,6760712.0,7336712.0,54085.7,,,,,,,,,,,,,,,0.06,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.67,0.3298,50.84,1.1577,0.008
2024-06-03,12096907.0,99194.64,0.69,2.75,0.69,0.11,5.0,60161.04,6760712.0,7336712.0,55437.84,,,,,,,,,,,,,,,0.05,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.31,0.3322,51.2,1.1577,0.0082
2024-06-04,12096907.0,97984.95,0.69,2.96,0.69,0.11,5.0,59427.37,6760712.0,7336712.0,54761.77,,,,,,,,,,,,,,,0.06,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.61,0.3309,50.99,1.1577,0.0081
2024-06-05,12096907.0,97984.95,0.69,3.05,0.69,0.11,5.0,59427.37,6760712.0,7336712.0,54761.77,,,,,,,,,,,,,,,0.05,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.49,0.331,51.02,1.1577,0.0081
2024-06-06,12096907.0,96775.26,0.69,3.06,0.69,0.11,5.0,58693.7,6760712.0,7336712.0,54085.7,,,,,,,,,,,,,,,0.05,,,100.0,64.7,0.0,0.0,,0.0,100.0,19.5,0.3308,51.0,1.1577,0.008
2024-06-07,12196907.0,97575.26,0.7,3.06,0.7,0.11,5.0,58693.7,6860712.0,7336712.0,54885.7,,100000.0,,,,,,,,,100000.0,,,,0.06,,,100.0,65.04,0.0,0.0,,0.0,100.0,19.28,0.3247,50.47,1.1562,0.008
2024-06-10,12496907.0,99975.26,0.71,3.25,0.71,0.11,5.0,58693.7,7160712.0,7336712.0,57285.7,,300000.0,,,,,,,,,300000.0,,,,0.06,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.85,0.3111,49.33,1.196,0.008
2024-06-11,12496907.0,97475.87,0.71,3.24,0.71,0.11,5.0,57226.35,7160712.0,7336712.0,55853.55,,,,,,,,,,,,,,,0.06,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.98,0.3088,49.01,1.196,0.0078
2024-06-12,12496907.0,88728.04,0.71,3.29,0.71,0.1,5.0,52090.66,7160712.0,7336712.0,50841.06,,,,,,,,,,,,,,,0.06,,,100.0,68.53,0.0,0.0,,0.0,100.0,19.2,0.3009,47.88,1.196,0.0071
2024-06-13,12496907.0,91227.42,0.71,2.93,0.71,0.1,5.0,53558.0,7160712.0,7336712.0,52273.2,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.2,0.3036,48.35,1.196,0.0073
2024-06-14,12496907.0,88728.04,0.71,2.87,0.71,0.1,5.0,52090.66,7160712.0,7336712.0,50841.06,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.59,0.3008,47.94,1.196,0.0071
2024-06-17,12496907.0,91227.42,0.71,2.77,0.71,0.1,5.0,53558.0,7160712.0,7336712.0,52273.2,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.29,0.3051,48.54,1.196,0.0073
2024-06-18,12496907.0,91227.42,0.71,3.17,0.71,0.1,5.0,53558.0,7160712.0,7336712.0,52273.2,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.48,0.3041,48.38,1.196,0.0073
2024-06-19,12496907.0,91227.42,0.71,3.21,0.71,0.1,5.0,53558.0,7160712.0,7336712.0,52273.2,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.49,0.3041,48.38,1.196,0.0073
2024-06-20,12496907.0,89977.73,0.71,3.21,0.71,0.1,5.0,52824.33,7160712.0,7336712.0,51557.13,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.52,0.3021,48.13,1.196,0.0072
2024-06-21,12496907.0,89977.73,0.71,3.22,0.71,0.1,5.0,52824.33,7160712.0,7336712.0,51557.13,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.4,0.3022,48.15,1.196,0.0072
2024-06-24,12496907.0,88728.04,0.71,3.27,0.71,0.1,5.0,52090.66,7160712.0,7336712.0,50841.06,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.47,0.3012,47.99,1.196,0.0071
2024-06-25,12496907.0,88728.04,0.71,3.19,0.71,0.1,5.0,52090.66,7160712.0,7336712.0,50841.06,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.34,0.3011,47.99,1.196,0.0071
2024-06-26,12496907.0,87478.35,0.71,3.2,0.71,0.1,5.0,51356.98,7160712.0,7336712.0,50124.98,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.4,0.2998,47.8,1.196,0.007
2024-06-27,12496907.0,89977.73,0.71,3.16,0.71,0.1,5.0,52824.33,7160712.0,7336712.0,51557.13,,,,,,,,,,,,,,,0.05,,,100.0,68.53,0.0,0.0,,0.0,100.0,18.14,0.3026,48.21,1.196,0.0072
2024-06-28,12491302.0,88688.24,0.71,3.35,0.71,0.1,5.0,52050.86,7155107.0,7331107.0,50801.26,,,,,,0.0,,5605.0,,,,,,5605.0,0.05,0.0,,100.0,67.83,0.0,0.0,,0.0,100.0,18.48,0.3012,48.0,1.1841,0.0071
2024-07-01,12491302.0,84940.85,0.71,3.29,0.71,0.1,5.0,49851.53,7155107.0,7331107.0,48654.73,,,,,,,,,,,,,,,0.05,,,100.0,67.83,0.0,0.0,,0.0,100.0,18.55,0.2976,47.47,1.1841,0.0068
2024-07-02,12491302.0,84940.85,0.71,3.16,0.71,0.09,5.0,49851.53,7155107.0,7331107.0,48654.73,,,,,,,,,,,,,,,0.05,,,100.0,67.83,0.0,0.0,,0.0,100.0,18.16,0.2979,47.52,1.1841,0.0068
2024-07-03,12491302.0,91186.5,0.71,3.12,0.71,0.1,5.0,53517.08,7155107.0,7331107.0,52232.28,,,,,,,,,,,,,,,0.05,,,100.0,67.83,0.0,0.0,,0.0,100.0,17.83,0.3045,48.48,1.1841,0.0073
2024-07-04,12462354.0,87236.48,0.71,3.09,0.71,0.1,5.0,51115.11,7126159.0,7302159.0,49883.11,,,,,,0.0,,28948.0,,,,,,28948.0,0.05,0.0,,100.0,67.55,0.0,0.0,,0.0,100.0,18.78,0.3021,48.08,1.1814,0.007
2024-07-05,12239893.0,88127.23,0.7,3.06,0.7,0.1,5.0,50973.83,6903698.0,7079698.0,49706.63,,,,,,0.0,,222461.0,,,,,,222461.0,0.05,0.0,,100.0,65.54,0.0,0.0,,0.0,100.0,18.64,0.3112,49.52,1.162,0.0072
2024-07-08,12029377.0,92626.2,0.69,3.07,0.69,0.1,5.0,52892.7,6693182.0,6869182.0,51537.5,,,,,,0.0,,210516.0,,,,,,210516.0,0.05,0.0,,100.0,63.54,0.0,0.0,,0.0,100.0,18.96,0.3262,51.46,1.142,0.0077
2024-07-09,12029377.0,92626.2,0.69,1.81,0.69,0.1,5.0,52892.7,6693182.0,6869182.0,51537.5,,,,,,,,,,,,,,,0.05,,,100.0,63.54,0.0,0.0,,0.0,100.0,19.57,0.3251,51.22,1.142,0.0077
2024-07-10,11852341.0,91263.03,0.68,1.57,0.68,0.1,5.0,51529.52,6516146.0,6692146.0,50174.32,,,,,,0.0,,177036.0,,,,,,177036.0,0.05,0.0,,100.0,61.86,0.0,0.0,,0.0,100.0,19.93,0.3333,52.15,1.1252,0.0077
2024-07-11,11581399.0,77595.37,0.66,1.48,0.66,0.09,5.0,43022.07,6245204.0,6421204.0,41842.87,,,,,,0.0,,270942.0,,,,,,270942.0,0.05,0.0,,100.0,61.66,0.0,0.0,,0.0,100.0,21.28,0.3341,51.88,1.1435,0.0067
2024-07-12,11175975.0,77114.23,0.64,1.23,0.64,0.09,5.0,50255.32,7331543.0,7283380.0,50587.65,,2353939.0,0.02,,,0.01,1582500.0,1267600.0,,0.02,2353939.0,,,720324.0,0.05,0.01,,100.0,84.66,0.0,0.0,,0.0,100.0,31.52,0.3601,49.94,1.2906,0.0069
2024-07-15,8598051.0,56747.14,0.49,0.91,0.49,0.07,5.0,32535.49,5095456.0,4929619.0,33630.01,,,,,,0.01,,2236087.0,,,,,,2353761.0,0.04,0.02,,100.0,98.82,0.0,0.0,,0.0,100.0,12.7,0.4917,67.79,1.6676,0.0066
2024-07-16,8462214.0,56696.83,0.48,0.87,0.48,0.06,5.0,33028.45,4959619.0,4929619.0,33229.45,,,,,,0.0,,135837.0,,,,,,,0.03,,,100.0,98.79,0.0,0.0,,0.0,100.0,12.54,0.5414,71.78,1.6856,0.0067
2024-07-17,7624038.0,50318.65,0.44,0.77,0.44,0.06,5.0,27003.52,4121443.0,4091443.0,27201.52,,,,,,0.01,,838176.0,,,,,,838176.0,0.03,0.01,,100.0,98.55,0.0,0.0,,0.0,100.0,13.76,0.6436,78.85,1.823,0.0066
2024-07-18,7919046.0,51473.8,0.45,0.79,0.45,0.06,5.0,25639.4,3974523.0,3944523.0,25834.4,,,,,,0.0,,146920.0,,,,,,146920.0,0.03,0.0,,100.0,46.87,0.0,0.0,,0.0,100.0,18.64,0.6255,76.72,0.9338,0.0065
2024-07-19,7035190.0,45728.74,0.4,0.69,0.4,0.05,5.0,22766.87,3532595.0,3502595.0,22961.87,,,,,,0.0,,441928.0,,,,,,441928.0,0.02,0.01,,100.0,41.66,0.0,0.0,,0.0,100.0,5.7,0.8925,94.3,0.8296,0.0065
2024-07-22,7678790.0,49912.14,0.44,0.72,0.44,0.05,5.0,24858.57,3854395.0,3824395.0,25053.57,,321800.0,,,321800.0,,,,,,321800.0,0.0,,,0.03,,,100.0,43.79,0.0,0.0,,0.0,100.0,8.38,0.7564,86.41,0.8724,0.0065
2024-07-23,7678790.0,49912.14,0.44,0.71,0.44,0.05,5.0,24858.57,3854395.0,3824395.0,25053.57,,,,,,,,,,,,,,,0.03,,,100.0,43.79,0.0,0.0,,0.0,100.0,8.38,0.7562,86.4,0.8724,0.0065
2024-07-24,7678790.0,49912.14,0.44,0.7,0.44,0.05,5.0,24858.57,3854395.0,3824395.0,25053.57,,,,,,,,,,,,,,,0.03,,,100.0,41.89,0.0,0.0,,0.0,100.0,8.38,0.7565,86.41,0.8345,0.0065
2024-07-25,7762544.0,49680.28,0.44,0.73,0.44,0.05,5.0,25012.15,3938149.0,3908149.0,25204.15,,83754.0,,,83754.0,,,,,,83754.0,0.0,,,0.03,,,100.0,42.41,0.0,0.0,,0.0,100.0,8.35,0.7386,85.37,0.836,0.0064
2024-07-26,7762544.0,49680.28,0.44,0.73,0.44,0.05,5.0,25012.15,3938149.0,3908149.0,25204.15,,,,,,,,,,,,,,,0.03,,,100.0,42.41,0.0,0.0,,0.0,100.0,8.29,0.7403,85.48,0.836,0.0064
2024-07-29,7240744.0,44892.61,0.41,0.69,0.41,0.05,5.0,22235.36,3738149.0,3586349.0,23176.52,,,,,,0.0,,200000.0,,,,,,321800.0,0.02,0.0,,100.0,40.7,0.0,0.0,,0.0,100.0,4.51,0.8402,91.5,0.7883,0.0062
2024-07-30,6918944.0,42205.56,0.4,0.63,0.4,0.04,5.0,21876.73,3416349.0,3586349.0,20839.73,,,,,,0.0,,321800.0,,,,,,,0.02,,,100.0,38.11,0.0,0.0,,0.0,100.0,2.91,0.92,95.86,0.7719,0.0061
2024-07-31,9498990.0,53194.34,0.54,0.81,0.54,0.06,5.0,27073.17,4664495.0,4834495.0,26121.17,,1248146.0,,,1331900.0,,,,,,1248146.0,0.01,,83754.0,0.03,0.0,,100.0,45.68,0.0,0.0,,0.0,100.0,28.92,0.559,68.91,0.9302,0.0056
2024-08-01,9498990.0,49394.75,0.54,0.77,0.54,0.05,5.0,25139.37,4664495.0,4834495.0,24255.37,,,,,,,,,,,,,,,0.03,,,100.0,45.68,0.0,0.0,,0.0,100.0,28.8,0.56,69.03,0.9302,0.0052
2024-08-02,9502734.0,51314.76,0.47,0.73,0.47,0.05,5.0,26116.38,4666367.0,4836367.0,25198.38,,,,,1872.0,,,,,,,0.0,1872.0,,0.02,,,100.0,45.63,0.0,0.0,,0.0,100.0,27.64,0.5704,70.25,0.9293,0.0054
2024-08-05,9498990.0,49394.75,0.47,0.71,0.47,0.05,5.0,25139.37,4664495.0,4834495.0,24255.37,,,,,,0.0,,1872.0,,,,,,1872.0,0.03,0.0,,100.0,45.61,0.0,0.0,,0.0,100.0,28.43,0.5635,69.44,0.9289,0.0052
2024-08-06,9498990.0,47494.95,0.47,0.7,0.47,0.05,5.0,24172.48,4664495.0,4834495.0,23322.48,,,,,,,,,,,,,,,0.02,,,100.0,45.29,0.0,0.0,,0.0,100.0,28.44,0.5632,69.41,0.9223,0.005
2024-08-07,9498990.0,48444.85,0.47,0.69,0.47,0.05,5.0,24655.92,4664495.0,4834495.0,23788.92,,,,,,,,,,,,,,,0.02,,,100.0,45.29,0.0,0.0,,0.0,100.0,27.84,0.5689,70.07,0.9223,0.0051
2024-08-08,9498990.0,48444.85,0.47,0.68,0.47,0.05,5.0,24655.92,4664495.0,4834495.0,23788.92,,,,,,,,,,,,,,,0.02,,,100.0,45.29,0.0,0.0,,0.0,100.0,28.04,0.567,69.85,0.9223,0.0051
2024-08-09,9498990.0,48444.85,0.47,0.69,0.47,0.05,5.0,24655.92,4664495.0,4834495.0,23788.92,,,,,,,,,,,,,,,0.02,,,100.0,45.29,0.0,0.0,,0.0,100.0,28.05,0.5671,69.85,0.9223,0.0051
2024-08-12,9498990.0,51294.55,0.47,0.69,0.47,0.05,5.0,26106.27,4664495.0,4834495.0,25188.27,,,,,,,,,,,,,,,0.02,,,100.0,45.29,0.0,0.0,,0.0,100.0,27.45,0.5727,70.49,0.9223,0.0054
2024-08-13,6366395.0,35651.81,0.32,0.46,0.32,0.03,5.0,9530.64,4664495.0,1701900.0,26121.17,,,,,,,,,,,,,,3132595.0,0.03,0.02,,100.0,45.29,0.0,0.0,,0.0,100.0,41.77,0.4792,55.11,0.6182,0.0056
2024-08-14,3233800.0,17462.52,0.16,0.23,0.16,0.02,5.0,9190.26,1531900.0,1701900.0,8272.26,,,,,,0.02,,3132595.0,,,,,,,0.01,,,100.0,14.87,0.0,0.0,,0.0,100.0,11.1,0.7005,82.73,0.314,0.0054
2024-08-15,3233800.0,17462.52,0.16,0.23,0.16,0.02,5.0,9190.26,1531900.0,1701900.0,8272.26,,,,,,,,,,,,,,,0.01,,,100.0,17.07,0.0,0.0,,0.0,100.0,11.45,0.6949,82.34,0.3603,0.0054
2024-08-16,3233800.0,17139.14,0.16,0.23,0.16,0.02,5.0,9020.07,1531900.0,1701900.0,8119.07,,,,,,,,,,,,,,,0.01,,,100.0,17.07,0.0,0.0,,0.0,100.0,11.21,0.699,82.62,0.3603,0.0053
2024-08-19,3233800.0,16169.0,0.16,0.23,0.16,0.02,5.0,8509.5,1531900.0,1701900.0,7659.5,,,,,,,,,,,,,,,0.01,,,100.0,17.07,0.0,0.0,,0.0,100.0,10.86,0.704,82.97,0.3603,0.005
2024-08-20,3233800.0,16492.38,0.16,0.28,0.16,0.02,5.0,8679.69,1531900.0,1701900.0,7812.69,,,,,,,,,,,,,,,0.01,,,100.0,17.2,0.0,0.0,,0.0,100.0,11.63,0.6935,82.23,0.3632,0.0051
2024-08-21,570000.0,2793.0,0.03,0.05,0.03,0.0,1.0,1813.0,200000.0,370000.0,980.0,,,,,,0.01,,1331900.0,,,,,,1331900.0,0.0,0.01,,100.0,2.03,0.0,0.0,,0.0,100.0,35.98,0.5393,64.02,0.0577,0.0049
2024-08-22,570000.0,2622.0,0.03,0.05,0.03,0.0,1.0,1702.0,200000.0,370000.0,920.0,,,,,,,,,,,,,,,0.0,,,100.0,2.08,0.0,0.0,,0.0,100.0,36.56,0.5361,63.44,0.0593,0.0046
2024-08-23,4694800.0,22535.04,0.23,0.48,0.23,0.21,5.0,21575.04,4324800.0,4494800.0,20759.04,,4124800.0,,,4124800.0,,,,,,4124800.0,0.21,,,0.02,,,100.0,31.47,0.0,0.0,,0.0,100.0,0.81,0.9753,98.75,0.3416,0.0048
2024-08-26,1064122.0,5107.79,0.05,0.11,0.05,0.01,2.0,4147.79,694122.0,864122.0,3331.79,,,,,,0.02,,3630678.0,,,,,,3630678.0,0.0,0.2,,100.0,7.22,0.0,0.0,,0.0,100.0,23.14,0.4832,64.34,0.1106,0.0048
2024-08-27,1064122.0,5214.2,0.05,0.11,0.05,0.01,2.0,4234.2,694122.0,864122.0,3401.2,,,,,,,,,,,,,,,0.0,,,100.0,7.22,0.0,0.0,,0.0,100.0,23.48,0.4813,64.08,0.1106,0.0049
2024-08-28,1064122.0,5107.79,0.05,0.11,0.05,0.01,2.0,4147.79,694122.0,864122.0,3331.79,,,,,,,,,,,,,,,0.0,,,100.0,7.22,0.0,0.0,,0.0,100.0,34.3,0.3719,46.71,0.1106,0.0048
2024-08-29,1064122.0,5001.37,0.05,0.11,0.05,0.01,2.0,4061.37,694122.0,864122.0,3262.37,,,,,,,,,,,,,,,0.0,,,100.0,7.22,0.0,0.0,,0.0,100.0,22.73,0.4856,64.66,0.1106,0.0047
2024-08-30,1064122.0,4894.96,0.05,0.11,0.05,0.01,2.0,3974.96,694122.0,864122.0,3192.96,,,,,,,,,,,,,,,0.0,,,100.0,7.22,0.0,0.0,,0.0,100.0,22.46,0.49,65.13,0.1106,0.0046
