,AB FP Equity_DX_SI_QTY,AB FP Equity_DX_SHORT_INTEREST_VALUE,AB FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AB FP Equity_DX_SI_MV,AB FP Equity_DX_DSS,AB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AB FP Equity_DX_SUPPLY_SI_QTY,AB FP Equity_DX_BROKER_SI_QTY,AB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AB FP Equity_DX_BROKER_SI_MV_NEW_x,AB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AB FP Equity_DX_SUPPLY_SI_QTY_INC_x,AB FP Equity_DX_BROKER_SI_MV_INC_x,AB FP Equity_DX_SUPPLY_SI_MV_NEW,AB FP Equity_DX_BROKER_SI_QTY_ADD,AB FP Equity_DX_BROKER_SI_QTY_NEW,AB FP Equity_DX_SUPPLY_SI_MV_DEC,AB FP Equity_DX_BROKER_SI_QTY_INC,AB FP Equity_DX_SUPPLY_SI_QTY_DEC,AB FP Equity_DX_BROKER_SI_MV_NEW_y,AB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AB FP Equity_DX_BROKER_SI_MV_INC_y,AB FP Equity_DX_SUPPLY_SI_QTY_INC_y,AB FP Equity_DX_BROKER_SI_MV_ADD,AB FP Equity_DX_SUPPLY_SI_QTY_ADD,AB FP Equity_DX_BROKER_SI_QTY_DEC,AB FP Equity_DX_SUPPLY_SI_MV,AB FP Equity_DX_BROKER_SI_MV_DEC,AB FP Equity_DX_SUPPLY_SI_MV_RMV,AB FP Equity_DX_BROKER_SI_MV_RMV,AB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AB FP Equity_DX_UTILIZATION_QUANTITY,AB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AB FP Equity_DX_ACTIVE_UTILIZATION_MV,AB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AB FP Equity_DX_BROKER_SI_CON_RATIO,AB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AB FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-04-13,303853.0,4946726.84,1.83,2.59,0.91,5.05,0.0,2855056.16,169225.0,175372.0,2754983.0,,,,,,,,0.0,,1474.0,,,,,,,8673.0,2.81,0.05,,,100.0,50.49,0.0,0.0,,0.0,100.0,19.62,0.25,42.73,0.9066
2015-04-14,294911.0,4771659.98,1.78,2.55,0.88,4.8,0.0,2676657.4,167880.0,165430.0,2716298.4,,,,,,,,0.02,,1385.0,,,,,,40.0,9942.0,2.73,0.2,,,100.0,50.17,0.0,0.0,,0.0,100.0,20.53,0.2482,41.88,0.8813
2015-04-15,289165.0,4652664.85,1.74,2.52,0.87,4.68,0.0,2645549.98,163142.0,164422.0,2624954.78,,,,,,,,0.09,,4738.0,,,,,,,1008.0,2.64,0.02,,,100.0,48.73,0.0,0.0,,0.0,100.0,20.78,0.2532,42.28,0.8638
2015-04-16,283445.0,4540788.9,1.71,2.53,0.85,4.56,0.0,2564705.88,161750.0,160094.0,2591235.0,,,3.0,,,,,0.03,,1395.0,,,,3.0,,,4328.0,2.6,0.07,,,100.0,48.32,0.0,0.0,,0.0,100.0,21.25,0.2643,43.4,0.8467
2015-04-17,282885.0,4396032.9,1.71,2.56,0.85,4.53,0.0,2479158.36,161062.0,159534.0,2502903.48,,,,0.02,,,,0.01,1520.0,688.0,,,0.02,,,,2080.0,2.58,0.03,,,100.0,48.12,0.0,0.0,,0.0,100.0,21.39,0.2734,44.44,0.8451
2015-04-20,281323.0,4498354.77,1.7,2.55,0.84,4.39,0.0,2525972.28,159229.0,157972.0,2546071.71,,,,0.0,,,,0.04,271.0,1833.0,,,0.0,,,,1833.0,2.48,0.03,,,100.0,47.56,0.0,0.0,,0.0,100.0,21.53,0.277,44.74,0.8403
2015-04-21,288323.0,4581452.47,1.74,2.62,0.86,4.62,0.0,2573735.08,162229.0,161972.0,2577818.81,,,3000.0,,,4000.0,,,,,,,,3000.0,0.07,,,2.59,,,,100.0,48.44,0.0,0.0,,0.0,100.0,21.07,0.2661,43.84,0.8609
2015-04-22,299163.0,4693867.47,1.8,2.72,0.9,4.76,0.0,2649915.48,166149.0,168892.0,2606877.81,,,3920.0,0.11,,,,,6920.0,,,,0.11,3920.0,,,,2.64,,,,100.0,50.12,0.0,0.0,,0.0,100.0,20.27,0.2661,44.39,0.9024
2015-04-23,297609.0,4630796.04,1.79,2.75,0.89,4.67,0.0,2603779.28,164595.0,167338.0,2561098.2,,,,,,,,0.03,,1554.0,,,,,,,1554.0,2.58,0.03,,,100.0,49.65,0.0,0.0,,0.0,100.0,20.4,0.2709,44.86,0.8977
2015-04-24,298083.0,4709711.4,1.8,2.94,0.89,4.65,0.0,2651429.6,163670.0,167812.0,2585986.0,,,,0.01,,,,0.02,1399.0,925.0,,,0.01,,,,925.0,2.54,0.02,,,100.0,49.41,0.0,0.0,,0.0,100.0,20.32,0.2754,45.43,0.8998
2015-04-27,330083.0,5248319.7,1.99,3.31,0.99,5.22,1.0,2700010.8,193670.0,169812.0,3079353.0,,,30000.0,,,2000.0,,,,,,,,30000.0,0.03,,,3.06,,,,100.0,58.43,0.0,0.0,,0.0,100.0,20.13,0.2697,44.94,0.9959
2015-04-28,330083.0,5182303.1,1.99,3.31,0.99,5.25,1.0,2666048.4,193670.0,169812.0,3040619.0,,,,,,,,,,,,,,,,,,3.07,,,,100.0,58.43,0.0,0.0,,0.0,100.0,20.14,0.2708,45.06,0.9959
2015-04-29,325790.0,5075808.2,1.96,3.81,0.97,5.12,0.0,2625526.02,190670.0,168519.0,2970638.6,,,,,,,,0.08,,3000.0,,,,,,,1293.0,2.98,0.04,,,100.0,57.5,0.0,0.0,,0.0,100.0,20.25,0.2682,44.69,0.9826
2015-04-30,325790.0,5026939.7,1.96,3.9,0.97,5.08,0.0,2600248.17,190670.0,168519.0,2942038.1,,,,,,,,,,,,,,,,,,2.96,,,,100.0,57.5,0.0,0.0,,0.0,100.0,20.27,0.2679,44.63,0.9825
2015-05-01,325790.0,5026939.7,1.96,3.98,0.97,5.04,0.0,2600248.17,190670.0,168519.0,2942038.1,,,,,,,,,,,,,,,,,,2.94,,,,100.0,57.55,0.0,0.0,,0.0,100.0,20.32,0.2671,44.51,0.9834
2015-05-04,328811.0,5017655.86,1.98,4.01,0.98,5.06,0.0,2640269.94,203191.0,173019.0,3100694.66,,,1647.0,0.07,,,,0.07,4500.0,3126.0,,,0.07,1647.0,,14000.0,,3.12,,,,100.0,61.36,0.0,0.0,,0.0,100.0,19.87,0.2757,45.81,0.9929
2015-05-05,323009.0,4738542.03,1.95,3.94,0.97,4.93,0.0,2472481.8,201868.0,168540.0,2961403.56,,,5.0,,,,,0.02,,1328.0,,,,5.0,,,4479.0,3.08,0.08,,,100.0,60.96,0.0,0.0,,0.0,100.0,20.35,0.2749,45.41,0.9754
2015-05-06,321686.0,4799555.12,1.94,3.82,0.96,4.72,0.0,2494877.64,201868.0,167217.0,3011870.56,,,,,,,,,,,,,,,,,1323.0,2.95,0.02,,,100.0,61.17,0.0,0.0,,0.0,100.0,20.38,0.277,45.57,0.9748
2015-05-07,321296.0,4700560.48,1.94,3.89,0.96,4.81,0.0,2445302.09,201478.0,167143.0,2947623.14,,,,,,,,0.0,,390.0,,,,,,,74.0,3.01,0.0,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.49,0.2769,45.51,0.9716
2015-05-08,323296.0,4914099.2,1.95,4.04,0.97,4.75,0.0,2570973.6,201478.0,169143.0,3062465.6,,,,0.03,,,,,2000.0,,,,0.03,,,,,2.95,,,,100.0,60.91,0.0,0.0,,0.0,100.0,20.16,0.2701,44.93,0.9775
2015-05-11,322846.0,4987970.7,1.95,4.03,0.97,4.92,0.0,2606306.85,201344.0,168693.0,3110764.8,,,,,,,,0.0,,134.0,,,,,,,450.0,3.06,0.0,,,100.0,60.93,0.0,0.0,,0.0,100.0,20.26,0.2717,45.04,0.977
2015-05-12,317462.0,4784152.34,1.91,3.97,0.95,4.9,0.0,2461066.63,200081.0,163309.0,3015220.67,,,,,,,,0.02,,1263.0,,,,,,,5384.0,3.09,0.07,,,100.0,60.54,0.0,0.0,,0.0,100.0,20.92,0.2629,43.57,0.9606
2015-05-13,319678.0,4785579.66,1.93,4.42,0.96,4.82,0.0,2477909.25,202297.0,165525.0,3028386.09,,,,,,2216.0,,,,,,,,,0.04,2216.0,,3.04,,,,100.0,61.21,0.0,0.0,,0.0,100.0,20.61,0.2559,42.98,0.9673
2015-05-14,319628.0,4794420.0,1.93,4.81,0.96,4.79,0.0,2482125.0,202399.0,165475.0,3035985.0,,,,,,,,0.0,,50.0,,,,,,152.0,50.0,3.03,0.01,,,100.0,61.27,0.0,0.0,,0.0,100.0,20.63,0.2553,42.89,0.9675
2015-05-15,319628.0,4778438.6,1.93,5.07,0.96,4.8,0.0,2473851.25,202399.0,165475.0,3025865.05,,,,,,,,,,,,,,,,,,3.03,,,,100.0,61.32,0.0,0.0,,0.0,100.0,20.65,0.2554,42.89,0.9684
2015-05-18,334541.0,4917752.7,2.02,5.44,1.0,5.01,1.0,2416503.6,217312.0,164388.0,3194486.4,,,11707.0,,,,,0.02,,1087.0,,,,11707.0,,4293.0,1087.0,3.26,0.02,,,100.0,65.85,0.0,0.0,,0.0,100.0,19.15,0.2218,39.04,1.0138
2015-05-19,334746.0,5191910.46,1.85,5.56,1.0,4.95,1.0,2552837.43,217312.0,164593.0,3370509.12,,,,0.0,,,,,205.0,,,,0.0,,,,,3.21,,,,100.0,65.84,0.0,0.0,,0.0,100.0,19.01,0.2198,38.86,1.0142
2015-05-20,334746.0,5335851.24,1.85,5.3,1.0,5.21,1.0,2623612.42,217312.0,164593.0,3463953.28,,,,,,,,,,,,,,,,,,3.38,,,,100.0,65.84,0.0,0.0,,0.0,100.0,19.03,0.221,39.02,1.0142
2015-05-21,332754.0,5297443.68,1.84,5.18,1.0,5.31,1.0,2588607.92,216320.0,162601.0,3443814.4,,,,0.02,,,,0.01,1000.0,992.0,,,0.02,,,,2992.0,3.45,0.01,,,100.0,65.53,0.0,0.0,,0.0,100.0,19.26,0.2236,39.17,1.0079
2015-05-22,330135.0,5447227.5,1.83,5.12,0.99,5.27,1.0,2639703.0,216320.0,159982.0,3569280.0,,,,,,,,,,,,,,,,,2619.0,3.45,0.04,,,100.0,65.43,0.0,0.0,,0.0,100.0,19.55,0.2263,39.26,0.9986
2015-05-25,330135.0,5394405.9,1.83,4.68,0.99,5.44,1.0,2614105.88,215701.0,159982.0,3524554.34,,,,,,,,0.0,,619.0,,,,,,,,3.56,,,,100.0,65.24,0.0,0.0,,0.0,100.0,19.45,0.227,39.38,0.9985
2015-05-26,332655.0,5651808.45,1.84,5.0,1.0,5.47,1.0,2760908.98,215701.0,162502.0,3664759.99,,,,0.06,,,,,3916.0,,,,0.06,,,,1396.0,3.54,0.02,,,100.0,64.4,0.0,0.0,,0.0,100.0,19.22,0.2265,39.44,0.9932
2015-05-27,333919.0,5629874.34,1.85,4.52,1.0,5.68,1.0,2761094.76,214153.0,163766.0,3610619.58,,,,0.07,,,,0.03,1264.0,1548.0,,,0.07,,,,,3.64,,,,100.0,64.86,0.0,0.0,,0.0,100.0,19.13,0.2306,40.08,1.0113
2015-05-28,346394.0,5968368.62,1.91,4.67,1.04,5.85,1.0,2916022.43,222653.0,169241.0,3836311.19,,,8500.0,0.05,,2000.0,,,3475.0,,,,0.05,8500.0,0.03,,,3.75,,,,100.0,66.57,0.0,0.0,,0.0,100.0,18.56,0.2252,39.88,1.0357
2015-05-29,355844.0,6138309.0,1.97,4.45,1.06,6.14,1.0,3082419.75,222653.0,178691.0,3840764.25,,,,0.19,,,,,9450.0,,,,0.19,,,,,3.83,,,,100.0,63.11,0.0,0.0,,0.0,100.0,17.77,0.2097,38.36,1.0086
2015-06-01,355218.0,6131062.68,1.96,4.36,1.06,6.14,1.0,3073401.9,222027.0,178065.0,3832186.02,,,,,,,,0.01,,626.0,,,,,,,626.0,3.83,0.01,,,100.0,63.01,0.0,0.0,,0.0,100.0,17.84,0.2104,38.42,1.0082
2015-06-02,357461.0,5994620.97,2.02,4.41,1.07,6.15,1.0,3023765.16,222027.0,180308.0,3723392.79,,,,0.04,,,,,2595.0,,,,0.04,,,,352.0,3.81,0.01,,,100.0,62.83,0.0,0.0,,0.0,100.0,17.55,0.2099,38.54,1.0116
2015-06-03,353721.0,5854082.55,2.0,4.32,1.06,5.93,1.0,2922200.4,221935.0,176568.0,3673024.25,,,,,,,,0.01,,92.0,,,,,,,3740.0,3.71,0.12,,,100.0,63.53,0.0,0.0,,0.0,100.0,16.52,0.2114,39.07,1.0125
2015-06-04,363151.0,5915729.79,2.05,4.41,1.09,6.02,1.0,2932167.42,227870.0,179998.0,3712002.3,,,6000.0,0.1,,,,0.0,6000.0,65.0,,,0.1,6000.0,,,2570.0,3.77,0.06,,,100.0,65.34,0.0,0.0,,0.0,100.0,15.83,0.1954,37.19,1.0413
2015-06-05,361325.0,5705321.75,2.04,4.42,1.08,5.9,1.0,2813335.88,226044.0,178172.0,3569234.76,,,,,,,,0.03,,1826.0,,,,,,,1826.0,3.69,0.05,,,100.0,64.48,0.0,0.0,,0.0,100.0,16.01,0.1968,37.34,1.0307
2015-06-08,361325.0,5680029.0,2.04,4.41,1.08,5.7,1.0,2800863.84,226044.0,178172.0,3553411.68,,,,,,,,,,,,,,,,,,3.56,,,,100.0,64.46,0.0,0.0,,0.0,100.0,15.91,0.1972,37.45,1.0303
2015-06-09,355238.0,5676703.24,2.01,4.37,1.06,5.6,1.0,2861778.3,219957.0,179085.0,3514912.86,,,1000.0,0.02,,,,0.12,1000.0,7087.0,,,0.02,1000.0,,,87.0,3.46,0.01,,,100.0,62.74,0.0,0.0,,0.0,100.0,15.85,0.1944,37.1,1.0133
2015-06-10,350165.0,5669171.35,1.98,4.4,1.05,5.61,1.0,2817254.28,215884.0,174012.0,3495161.96,,,,0.03,,,,0.06,2000.0,4073.0,,,0.03,,,,7073.0,3.45,0.09,,,100.0,61.58,0.0,0.0,,0.0,100.0,16.2,0.201,37.96,0.9989
2015-06-11,350165.0,5606141.65,1.93,4.34,1.03,5.68,1.0,2785932.12,215884.0,174012.0,3456302.84,,,,,,,,,,,,,,,,,,3.5,,,,100.0,61.58,0.0,0.0,,0.0,100.0,16.28,0.2012,37.95,0.9989
2015-06-12,326772.0,5107446.36,1.8,4.05,0.96,5.24,0.0,2713664.97,192491.0,173619.0,3008634.33,,,,,,,,0.4,,23393.0,,,,,,,393.0,3.08,0.02,,,100.0,54.87,0.0,0.0,,0.0,100.0,16.29,0.2014,37.96,0.9315
2015-06-15,322967.0,4796059.95,1.78,4.0,0.95,5.04,0.0,2521737.9,202491.0,169814.0,3006991.35,,,10000.0,,,,,,,,,,,10000.0,,,3805.0,3.16,0.06,,,100.0,57.72,0.0,0.0,,0.0,100.0,16.65,0.209,38.76,0.9207
2015-06-16,318952.0,4793848.56,1.76,3.95,0.94,4.75,0.0,2549148.12,198476.0,169604.0,2983094.28,,,,,,,,0.08,,4015.0,,,,,,,210.0,2.95,0.07,,,100.0,56.54,0.0,0.0,,0.0,100.0,16.89,0.2137,39.17,0.9086
2015-06-17,344574.0,5013551.7,1.9,4.3,1.02,5.17,1.0,2476788.3,223476.0,170226.0,3251575.8,,,21656.0,0.02,,,,,622.0,,,,0.02,21656.0,,3344.0,,3.35,,,,100.0,63.67,0.0,0.0,,0.0,100.0,16.48,0.2074,38.69,0.9816
2015-06-18,360932.0,5110797.12,1.99,4.52,1.06,5.26,1.0,2712829.44,219834.0,191584.0,3112849.44,,,,0.3,,1577.0,,0.06,20000.0,3642.0,,,0.3,,0.02,,219.0,3.19,0.04,,,100.0,62.63,0.0,0.0,,0.0,100.0,15.26,0.1858,35.62,1.0282
2015-06-19,360620.0,5153259.8,1.99,4.5,1.06,5.18,1.0,2754397.5,218356.0,192750.0,3120307.24,,,,0.0,,,,0.02,1166.0,1478.0,,,0.0,,,,,3.16,,,,100.0,62.29,0.0,0.0,,0.0,100.0,15.25,0.1881,36.03,1.0287
2015-06-22,317535.0,4743972.9,1.75,3.9,0.94,4.55,0.0,2699135.1,187356.0,180665.0,2799098.64,,,,,,,,0.48,,31000.0,,,,,,,12085.0,2.69,0.16,,,100.0,54.81,0.0,0.0,,0.0,100.0,16.0,0.2032,37.58,0.9289
2015-06-23,317535.0,4877337.6,1.75,3.89,0.94,4.76,0.0,2775014.4,187356.0,180665.0,2877788.16,,,1126.0,,,,,0.0,,1126.0,,,,1126.0,,,,2.81,,,,100.0,56.8,0.0,0.0,,0.0,100.0,15.86,0.2044,37.78,0.9627
2015-06-24,342345.0,5152292.25,1.89,4.18,1.01,5.24,1.0,2719008.25,212126.0,180665.0,3192496.3,,,24810.0,,,,,0.0,,40.0,,,,24810.0,,,,3.25,,,,100.0,64.38,0.0,0.0,,0.0,100.0,14.81,0.1959,36.15,1.039
2015-06-25,326885.0,4818284.9,1.8,4.0,0.96,4.91,0.0,2629100.1,198861.0,178365.0,2931211.14,,,,,,,,0.25,,13265.0,,,,,,,2300.0,2.99,0.07,,,100.0,61.41,0.0,0.0,,0.0,100.0,15.29,0.2015,36.78,1.0094
2015-06-26,317375.0,4605111.25,1.75,3.86,0.94,4.68,0.0,2462376.02,198013.0,169702.0,2873168.63,,,,0.01,,,,0.05,2303.0,848.0,,,0.01,,,,10966.0,2.92,0.16,,,100.0,61.83,0.0,0.0,,0.0,100.0,16.08,0.2191,39.27,0.991
2015-06-29,311955.0,4267544.4,1.72,3.71,0.92,4.53,0.0,2282576.4,185440.0,166855.0,2536819.2,,,,,,,,0.21,,12573.0,,,,,,,2847.0,2.68,0.05,,,100.0,60.05,0.0,0.0,,0.0,100.0,16.35,0.2244,39.78,1.0101
2015-06-30,306298.0,4184030.68,1.69,3.38,0.9,4.25,0.0,2221006.72,183744.0,162592.0,2509943.04,,,1209.0,,,,,0.14,,2905.0,,,,1209.0,,,4263.0,2.52,0.13,,,100.0,58.95,0.0,0.0,,0.0,100.0,17.09,0.218,38.43,0.9827
2015-07-01,352903.0,5099448.35,1.94,3.93,1.04,4.87,1.0,3124046.65,174077.0,216197.0,2515412.65,,,,0.84,,,,0.14,62272.0,10000.0,,,0.84,,,333.0,8667.0,2.39,0.12,,,100.0,57.29,0.0,0.0,,0.0,100.0,31.03,0.235,33.38,1.1615
2015-07-02,367798.0,5292613.22,2.03,4.0,1.08,5.33,1.0,3325413.88,190138.0,231092.0,2736085.82,,,17000.0,0.26,,,,0.01,17000.0,939.0,,,0.26,17000.0,,,2105.0,2.75,0.0,,,100.0,63.31,0.0,0.0,,0.0,100.0,28.82,0.2179,31.81,1.2246
2015-07-03,345805.0,4879308.55,1.9,3.74,1.02,4.99,1.0,3009945.2,184434.0,213320.0,2602363.74,,,,,,,,0.09,,5704.0,,,,,,,17772.0,2.65,0.26,,,100.0,61.75,0.0,0.0,,0.0,100.0,28.85,0.2281,34.02,1.1578
2015-07-06,345805.0,4875850.5,1.9,4.04,1.02,4.93,1.0,3007812.0,184434.0,213320.0,2600519.4,,,,,,,,,,,,,,,,,,2.6,,,,100.0,61.75,0.0,0.0,,0.0,100.0,28.61,0.2294,34.49,1.1578
2015-07-07,345517.0,4768134.6,1.9,3.96,1.02,4.91,1.0,2939841.6,184146.0,213032.0,2541214.8,,,,,,,,0.0,,288.0,,,,,,,288.0,2.6,0.01,,,100.0,61.68,0.0,0.0,,0.0,100.0,28.56,0.2292,34.47,1.1573
2015-07-08,346797.0,4830882.21,1.91,4.38,1.02,4.8,1.0,2966797.47,182570.0,212979.0,2543200.1,,,,0.02,,,,0.02,2856.0,1576.0,,,0.02,,,,2909.0,2.51,0.04,,,100.0,61.15,0.0,0.0,,0.0,100.0,29.76,0.2321,33.87,1.1615
2015-07-09,345464.0,4950499.12,1.9,4.33,1.02,4.83,1.0,3051989.07,181237.0,212979.0,2597126.21,,,,,,,,0.02,,1333.0,,,,,,,,2.52,,,,100.0,60.7,0.0,0.0,,0.0,100.0,29.87,0.2341,34.04,1.1571
2015-07-10,346464.0,5051445.12,1.91,4.69,1.02,4.97,1.0,3119813.82,181237.0,213979.0,2642435.46,,,,0.04,,,,,1000.0,,,,0.04,,,,,2.59,,,,100.0,60.47,0.0,0.0,,0.0,100.0,30.2,0.2351,33.93,1.156
2015-07-13,346462.0,5241970.06,1.91,4.71,1.02,5.07,1.0,3237472.01,181235.0,213977.0,2742085.55,,,,,,,,0.0,,2.0,,,,,,,2.0,2.65,0.0,,,100.0,60.46,0.0,0.0,,0.0,100.0,30.13,0.2347,33.92,1.1559
2015-07-14,346898.0,5317946.34,1.91,4.7,1.02,5.27,1.0,3286951.29,181235.0,214413.0,2778332.55,,,,0.05,,,,,436.0,,,,0.05,,,,,2.74,,,,100.0,60.46,0.0,0.0,,0.0,100.0,30.28,0.2351,33.85,1.1573
2015-07-15,339352.0,5131002.24,1.87,4.58,1.0,5.22,1.0,3127829.04,179130.0,206867.0,2708445.6,,,,,,,,0.02,,2105.0,,,,,,,7546.0,2.75,0.1,,,100.0,59.76,0.0,0.0,,0.0,100.0,28.26,0.2322,34.92,1.1321
2015-07-16,338414.0,5231880.44,1.86,4.55,1.0,5.14,1.0,3183662.34,178197.0,205929.0,2754925.62,,,,0.02,,,,0.02,1995.0,933.0,,,0.02,,,,2933.0,2.7,0.04,,,100.0,59.39,0.0,0.0,,0.0,100.0,29.11,0.2371,34.98,1.1279
2015-07-17,337434.0,5213355.3,1.86,4.44,1.0,5.23,1.0,3166462.05,177217.0,204949.0,2738002.65,,,,,,,,0.0,,980.0,,,,,,,980.0,2.74,0.02,,,100.0,59.06,0.0,0.0,,0.0,100.0,29.28,0.2392,35.19,1.1246
2015-07-20,337434.0,5223478.32,1.86,4.47,1.0,5.23,1.0,3172610.52,177217.0,204949.0,2743319.16,,,,,,,,,,,,,,,,,,2.74,,,,100.0,59.06,0.0,0.0,,0.0,100.0,29.26,0.239,35.18,1.1245
2015-07-21,327910.0,4921929.1,1.81,4.35,0.97,5.08,0.0,3068419.25,167693.0,204425.0,2517071.93,,,,,,,,0.15,,9524.0,,,,,,,524.0,2.59,0.01,,,100.0,55.88,0.0,0.0,,0.0,100.0,29.4,0.2405,35.29,1.0927
2015-07-22,323021.0,4964832.77,1.78,4.24,0.95,4.87,0.0,3066868.32,163804.0,199536.0,2517667.48,,,,,,,,0.08,,3889.0,,,,,,,4889.0,2.46,0.11,,,100.0,54.55,0.0,0.0,,0.0,100.0,29.5,0.2452,35.94,1.0757
2015-07-23,311771.0,4713977.52,1.72,4.11,0.92,4.8,0.0,2846884.32,162543.0,188286.0,2457650.16,,,4.0,,,,,0.01,,1265.0,,,,4.0,,,11250.0,2.49,0.17,,,100.0,54.1,0.0,0.0,,0.0,100.0,31.03,0.2641,37.79,1.0377
2015-07-24,299757.0,4640238.36,1.65,3.97,0.88,4.56,0.0,2728690.56,171279.0,176272.0,2651398.92,,,10000.0,,,,,0.02,,1264.0,,,,10000.0,,,12014.0,2.61,0.2,,,100.0,57.01,0.0,0.0,,0.0,100.0,32.52,0.2872,39.71,0.9977
2015-07-27,299757.0,4685201.91,1.65,3.83,0.88,4.64,0.0,2755131.36,171279.0,176272.0,2677090.77,,,,,,,,,,,,,,,,,,2.64,,,,100.0,57.27,0.0,0.0,,0.0,100.0,32.69,0.2889,39.87,1.0022
2015-07-28,298822.0,4688517.18,1.65,3.69,0.88,4.68,0.0,2751037.53,170344.0,175337.0,2672697.36,,,,,,,,0.01,,935.0,,,,,,,935.0,2.66,0.01,,,100.0,56.93,0.0,0.0,,0.0,100.0,32.8,0.291,40.06,0.9986
2015-07-29,298822.0,4661623.2,1.65,3.74,0.88,4.7,0.0,2735257.2,170344.0,175337.0,2657366.4,,,,,,,,,,,,,,,,,,2.68,,,,100.0,56.93,0.0,0.0,,0.0,100.0,32.77,0.2906,40.03,0.9986
2015-07-30,300228.0,4560463.32,1.65,3.76,0.89,4.7,0.0,2684726.17,170344.0,176743.0,2587525.36,,,,0.02,,,,,1406.0,,,,0.02,,,,,2.66,,,,100.0,56.93,0.0,0.0,,0.0,100.0,33.2,0.2911,39.78,1.0033
2015-07-31,305533.0,4656322.92,1.68,3.89,0.9,4.65,0.0,2774411.52,175649.0,182048.0,2676890.76,,,6500.0,0.09,,,,0.03,6500.0,1195.0,,,0.09,6500.0,,,1195.0,2.66,0.02,,,100.0,58.7,0.0,0.0,,0.0,100.0,32.43,0.3002,41.7,1.021
2015-08-03,306553.0,4705588.55,1.69,3.99,0.9,4.69,0.0,2794436.8,176258.0,182048.0,2705560.3,,,,,,,,0.0,,411.0,,,,,,1020.0,,2.69,,,,100.0,58.81,0.0,0.0,,0.0,100.0,32.25,0.2978,41.53,1.0229
2015-08-04,319110.0,4808987.7,1.76,4.21,0.94,4.91,0.0,2948068.75,180725.0,195625.0,2723525.75,,,4467.0,0.22,,,,,13577.0,,,,0.22,4467.0,,,,2.78,,,,100.0,60.3,0.0,0.0,,0.0,100.0,32.5,0.2831,39.33,1.0648
2015-08-05,318111.0,4784389.44,1.75,4.22,0.94,4.85,0.0,2927175.04,180725.0,194626.0,2718104.0,,,,,,,,,,,,,,,,,999.0,2.78,0.02,,,100.0,60.3,0.0,0.0,,0.0,100.0,32.53,0.2835,39.27,1.0615
2015-08-06,282961.0,4320814.47,1.52,3.74,0.83,4.26,0.0,2867354.79,145575.0,187777.0,2222930.25,,,,,,,,0.52,,34524.0,,,,,,,6223.0,2.19,0.1,,,100.0,48.58,0.0,0.0,,0.0,100.0,33.59,0.2996,40.75,0.9442
2015-08-07,285160.0,4291658.0,1.53,3.73,0.84,4.36,0.0,2859138.8,145575.0,189976.0,2190903.75,,,,0.07,,,,,3199.0,,,,0.07,,,,1000.0,2.22,0.02,,,100.0,48.55,0.0,0.0,,0.0,100.0,34.77,0.3042,40.38,0.9511
2015-08-10,281259.0,4252636.08,1.51,3.77,0.83,4.24,0.0,2813454.0,144174.0,186075.0,2179910.88,,,,,,,,0.02,,1401.0,,,,,,,3901.0,2.17,0.06,,,100.0,48.09,0.0,0.0,,0.0,100.0,35.37,0.3143,41.04,0.9381
2015-08-11,278757.0,4147904.16,1.49,4.12,0.82,4.22,0.0,2731566.24,143154.0,183573.0,2130131.52,,,,,,,,0.02,,1020.0,,,,,,,2502.0,2.16,0.04,,,100.0,47.75,0.0,0.0,,0.0,100.0,35.76,0.3207,41.53,0.9298
2015-08-12,281528.0,4065264.32,1.51,4.27,0.83,4.19,0.0,2690807.36,143154.0,186344.0,2067143.76,,,,0.0,,2000.0,,,911.0,,,,0.0,,0.03,,140.0,2.12,0.0,,,100.0,47.75,0.0,0.0,,0.0,100.0,35.77,0.3161,41.01,0.939
2015-08-13,282075.0,4225483.5,1.51,4.52,0.83,4.08,0.0,2799627.18,144226.0,186891.0,2160505.48,,,52.0,0.01,,,,,1072.0,,,,0.01,52.0,,1020.0,525.0,2.08,0.01,,,100.0,48.1,0.0,0.0,,0.0,100.0,35.58,0.3133,40.86,0.9408
2015-08-14,281255.0,4151323.8,1.51,4.56,0.83,4.22,0.0,2746407.96,144755.0,186071.0,2136583.8,,,529.0,,,,,,,,,,,529.0,,,820.0,2.17,0.01,,,100.0,48.28,0.0,0.0,,0.0,100.0,35.77,0.3163,41.07,0.938
