,SRIJ FP Equity_DX_SI_QTY,SRIJ FP Equity_DX_SHORT_INTEREST_VALUE,SRIJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SRIJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SRIJ FP Equity_DX_SI_MV,SRIJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SRIJ FP Equity_DX_SUPPLY_SI_QTY,SRIJ FP Equity_DX_BROKER_SI_QTY,SRIJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SRIJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,SRIJ FP Equity_DX_BROKER_SI_MV_INC_x,SRIJ FP Equity_DX_BROKER_SI_QTY_ADD,SRIJ FP Equity_DX_SUPPLY_SI_MV_DEC,SRIJ FP Equity_DX_BROKER_SI_QTY_INC,SRIJ FP Equity_DX_SUPPLY_SI_QTY_DEC,SRIJ FP Equity_DX_BROKER_SI_MV_INC_y,SRIJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,SRIJ FP Equity_DX_BROKER_SI_MV_ADD,SRIJ FP Equity_DX_SUPPLY_SI_QTY_ADD,SRIJ FP Equity_DX_BROKER_SI_QTY_DEC,SRIJ FP Equity_DX_SUPPLY_SI_MV,SRIJ FP Equity_DX_BROKER_SI_MV_DEC,SRIJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SRIJ FP Equity_DX_UTILIZATION_QUANTITY,SRIJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SRIJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SRIJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SRIJ FP Equity_DX_ACTIVE_UTILIZATION_MV,SRIJ FP Equity_DX_BROKER_SI_CON_RATIO,SRIJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SRIJ FP Equity_DX_DEMAND_SUPPLY_RATIO,SRIJ FP Equity_PX_LAST
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5336
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6991
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7953
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6969
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5921
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6429
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4954
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4774
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5347
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6138
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5447
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6628
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8743
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.883
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6472
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5934
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6821
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7786
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9758
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0653
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1685
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9834
2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8204
2019-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3571
2019-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.337
2019-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4632
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5183
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9013
2019-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9787
2019-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1166
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1228
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1087
2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0427
2019-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.819
2019-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.867
2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9244
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9233
2019-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9721
2019-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8588
2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8632
2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5974
2019-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8951
2019-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8881
2019-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1325
2019-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1323
2019-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9807
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.045
2019-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8977
2019-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.866
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0438
2019-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1939
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6355
2019-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3301
2019-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.139
2019-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3229
2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5789
2019-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4541
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3603
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4868
2019-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2359
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4083
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6539
2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7119
2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.652
2019-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7839
2019-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6379
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4508
2019-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7481
2019-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7432
2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7428
2019-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8643
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9828
2019-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0799
2019-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1613
2019-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.229
2019-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3897
2019-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4417
2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6097
2019-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5518
2019-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8067
2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9212
2019-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1421
2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1787
2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1144
2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.973
2019-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2352
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.302
2019-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2045
2019-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3999
2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4885
2019-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5818
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3414
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.375
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3525
2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0524
2019-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0499
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3607
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3909
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2468
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3352
2019-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3183
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.512
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3937
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6535
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.562
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3907
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2946
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5097
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6119
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7117
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8196
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7828
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.793
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9178
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8668
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.896
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1768
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3993
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6444
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5956
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5707
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4833
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6653
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5306
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.385
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.476
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4591
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4075
2019-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3811
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3255
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4267
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6143
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6287
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7476
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6422
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4965
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2402
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3845
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7041
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.582
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0507
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0008
2019-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.002
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9405
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8972
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9966
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0904
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9833
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9158
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8963
2019-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9745
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9214
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8409
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7572
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4741
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.368
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7447
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6753
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.567
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8303
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8109
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0227
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8894
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8394
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9531
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8471
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8931
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9175
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0601
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9222
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0131
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.067
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1734
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7236
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8865
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8894
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5946
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3244
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5163
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9726
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2127
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4099
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2627
2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2727
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.4179
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2861
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.267
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0345
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9647
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.7316
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.877
2020-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4964
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3138
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6137
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6456
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8314
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9927
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3715
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.419
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4478
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7795
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4877
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9416
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0689
2020-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2028
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1211
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6107
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6777
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1678
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8052
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7892
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8351
2020-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1385
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3566
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7105
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5418
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2471
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4119
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4313
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2971
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4458
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5456
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4742
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4269
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9987
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6212
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7655
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8395
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8112
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7664
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7848
2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7577
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4843
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9244
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1078
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9335
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1942
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0026
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4481
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4598
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8187
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2313
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4026
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6612
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7396
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9009
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9072
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8531
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4839
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5229
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9434
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7122
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8479
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5373
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6883
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0055
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.985
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1806
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.4107
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9148
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0817
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.09
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1186
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.816
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1665
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1227
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0956
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0883
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4419
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7246
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4874
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9689
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2039
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0578
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2835
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0819
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2448
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7961
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9605
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0022
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9129
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8596
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6242
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9805
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7966
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0309
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9777
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7162
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6671
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0304
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0754
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8768
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2095
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8457
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8737
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9897
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0329
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6976
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.736
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5434
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.741
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8026
