,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_x,KER FP Equity_y,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity,KER FP Equity
2021-10-05,780078.0,484272422.4,1.07,3.62,0.62,493.52,0.0,446260838.4,637442.0,718848.0,395723993.6,,,39171.0,,,24571.0,,20.78,,32793.0,,,,39171.0,15.25,,43610.0,396.38,27.91,,,2.26,2.26,27569146.0,17114925836.8,,17099.28,2.27,26.31,0.2144,34.75,0.0277
2021-10-06,858425.0,529304855.0,1.18,3.99,0.69,542.91,0.0,476219294.6,727595.0,772331.0,448635077.0,,,87166.0,62.85,,,,32.46,100117.0,52391.0,,,62.85,87166.0,,55378.0,46634.0,453.24,28.93,,,2.58,2.58,27484868.0,16947169608.8,,17062.85,2.59,26.74,0.1965,31.39,0.0304
2021-10-07,898374.0,571904888.4,1.23,4.12,0.72,573.71,0.0,502987209.0,742386.0,790115.0,472602927.6,,,2959.0,12.52,,19174.0,,8.11,11653.0,12891.0,,,12.52,2959.0,12.46,24723.0,13043.0,461.03,8.13,,,2.63,2.63,27467918.0,17486076598.8,,17045.25,2.63,25.06,0.1862,30.8,0.0318
2021-10-08,814853.0,510912831.0,1.12,3.68,0.65,524.3,0.0,432369168.0,686669.0,689584.0,430541463.0,,,1000.0,2.87,,,,44.08,2250.0,76102.0,,,2.87,1000.0,,19385.0,102781.0,436.45,64.7,,,2.44,2.44,27505412.0,17245893324.0,,17439.19,2.44,16.99,0.1741,32.97,0.0289
2021-10-11,808636.0,512998678.4,1.11,3.65,0.65,522.12,0.0,446281368.0,634891.0,703470.0,402774850.4,,,30.0,2.58,,50069.0,,35.76,445.0,55190.0,,,2.58,30.0,31.76,3382.0,36628.0,400.14,23.52,,,2.25,2.25,27523904.0,17461164697.6,,17316.37,2.26,13.81,0.1709,33.6,0.0287
2021-10-12,796864.0,505849267.2,1.09,3.58,0.64,516.54,0.0,445798456.8,631550.0,702266.0,400907940.0,,,2138.0,17.04,,,,19.24,25550.0,31029.0,,,17.04,2138.0,,25550.0,26754.0,401.61,16.79,,,2.24,2.24,27565074.0,17498308975.2,,17476.16,2.25,12.14,0.1714,34.1,0.0283
2021-10-13,778979.0,501896169.7,1.07,3.54,0.62,507.44,0.0,450439794.5,623899.0,699115.0,401978125.7,,,1026.0,0.18,,11852.0,,12.3,723.0,18710.0,,,0.18,1026.0,7.6,10033.0,15726.0,396.39,10.48,,,2.21,2.21,27552940.0,17752359242.0,,17509.36,2.21,12.55,0.1773,35.15,0.0276
2021-10-14,585758.0,387830371.8,0.8,2.67,0.47,382.19,0.0,328668426.3,420124.0,496403.0,278164100.4,,,22229.0,30.43,,,,162.61,46218.0,258146.0,,,30.43,22229.0,,32142.0,248930.0,272.55,166.59,,,1.49,1.49,27805792.0,18410214883.2,,17997.58,1.49,17.13,0.1187,20.88,0.0208
2021-10-15,644575.0,431091760.0,0.88,2.91,0.52,430.37,0.0,372837942.4,501718.0,557473.0,335548998.4,,848.0,51076.0,47.8,0.56,,,1.29,66342.0,2958.0,,848.0,47.8,51076.0,,32628.0,5272.0,333.57,3.25,,,1.78,1.78,27742646.0,18554281644.8,,18404.85,1.78,19.46,0.1374,25.0,0.0228
2021-10-18,684367.0,446754777.6,0.94,3.07,0.55,456.33,0.0,390839846.4,536016.0,598713.0,349911244.8,,,50330.0,41.31,,500.0,,25.16,63416.0,36604.0,,,41.31,50330.0,0.33,20572.0,22676.0,356.95,15.19,,,1.89,1.89,27818478.0,18159902438.4,,18505.5,1.89,19.61,0.1501,28.32,0.0241
2021-10-19,1044743.0,679500847.2,1.43,4.61,0.84,684.63,0.0,462183996.0,790026.0,710615.0,513832910.4,,,236912.0,76.43,,,,23.45,121470.0,35573.0,,,76.43,236912.0,,53519.0,9568.0,514.78,8.08,0.57,,2.71,2.71,28330966.0,18426460286.4,848.0,18454.03,2.71,20.47,0.1509,22.77,0.0359
2021-10-20,1167080.0,754633928.0,1.6,5.12,0.93,762.4,0.0,575207600.8,775437.0,889588.0,501397564.2,,,42897.0,156.06,,40.0,,50.46,240997.0,77183.0,,,156.06,42897.0,0.03,19697.0,62064.0,504.02,40.88,,,2.66,2.66,28425968.0,18380230908.8,,18459.83,2.66,24.24,0.1996,33.79,0.04
2021-10-21,1098819.0,707199908.4,1.51,4.61,0.88,716.43,0.0,573934161.6,858363.0,891756.0,552442426.8,,,41163.0,18.28,,,,41.83,28790.0,64089.0,,,18.28,41163.0,,105852.0,26622.0,555.48,17.15,,,2.94,2.94,28377552.0,18263792467.2,,18347.15,2.94,19.36,0.1423,23.58,0.0376
2021-10-22,1070081.0,691379334.1,1.47,4.42,0.86,691.61,0.0,554888770.8,624822.0,858828.0,403697494.2,,,22598.0,17.66,,10798.0,,176.7,27592.0,272516.0,,,17.66,22598.0,5.06,16377.0,71318.0,402.02,49.8,,,2.15,2.15,28420590.0,18362543199.0,,18306.63,2.15,19.12,0.1315,19.81,0.0368
2021-10-25,844694.0,540604160.0,1.16,3.45,0.68,547.13,0.0,394979840.0,594161.0,617156.0,380263040.0,,,31725.0,11.5,,24945.0,,48.03,17071.0,75321.0,,,11.5,31725.0,16.04,12935.0,283688.0,383.8,182.5,,,2.05,2.05,28331548.0,18132190720.0,,18295.88,2.05,16.86,0.1306,20.79,0.0292
2021-10-26,742871.0,481974704.8,1.02,3.06,0.59,479.7,0.0,366608981.6,510680.0,565057.0,331329184.0,,,912.0,,,,,55.26,,84919.0,,,,912.0,,526.0,52099.0,327.81,34.65,,,1.77,1.77,28389742.0,18419264609.6,,18234.05,1.77,13.37,0.1265,22.67,0.0257
2021-10-27,715026.0,463336848.0,0.98,3.0,0.57,464.92,0.0,339088032.0,487830.0,523284.0,316113840.0,0.49,,27991.0,6.73,,,756.0,32.24,10032.0,50841.0,0.49,,6.73,27991.0,,,51805.0,316.26,32.75,,0.49,1.69,1.69,28372866.0,18385617168.0,,18393.2,1.69,14.72,0.1276,22.29,0.0248
2021-10-28,645214.0,419969792.6,0.89,2.8,0.52,416.89,0.0,306340877.8,442869.0,470642.0,288263432.1,,,10240.0,6.64,,,,49.66,10240.0,76210.0,,,6.64,10240.0,,21009.0,62882.0,286.17,43.1,,,1.54,1.54,28390412.0,18479319170.8,,18342.14,1.54,15.44,0.1162,16.3,0.0224
2021-10-29,618941.0,401197556.2,0.85,2.75,0.5,403.52,0.0,290247106.8,421969.0,447774.0,273520305.8,,,203.0,2.36,,,,14.6,3601.0,24704.0,,,2.36,203.0,,3601.0,26469.0,276.36,15.02,,,1.47,1.47,28338308.0,18368891245.6,,18513.98,1.47,15.89,0.1173,17.09,0.0215
2021-11-01,549286.0,358024614.8,0.75,2.53,0.44,355.45,0.0,236353108.8,394549.0,362616.0,257167038.2,,,11987.0,0.82,,,,43.49,1083.0,66512.0,,,0.82,11987.0,,27105.0,86241.0,255.47,57.37,,,1.37,1.37,28402860.0,18512984148.0,,18396.51,1.37,18.15,0.1482,26.24,0.0191
2021-11-02,532743.0,342340651.8,0.73,2.51,0.43,344.57,0.0,197356597.2,354349.0,307122.0,227704667.4,,,12812.0,4.05,,,,42.2,6353.0,65677.0,,,4.05,12812.0,,12665.0,61847.0,230.85,39.63,,,1.23,1.23,28438224.0,18274402742.4,,18488.61,1.23,18.52,0.1539,28.68,0.0185
2021-11-03,518479.0,335455913.0,0.71,2.46,0.41,333.65,0.0,180830677.0,330341.0,279491.0,213730627.0,,,,0.45,,143.0,,29.76,783.0,45243.0,,,0.45,,0.09,21235.0,28557.0,212.51,18.85,,,1.15,1.15,28439020.0,18400045940.0,,18275.04,1.15,19.26,0.1511,27.89,0.018
2021-11-04,407743.0,264625207.0,0.56,1.96,0.33,263.57,0.0,170213879.0,254424.0,262271.0,165121176.0,,,6593.0,4.02,,20852.0,,57.34,6193.0,89266.0,,,4.02,6593.0,14.06,6756.0,44265.0,164.74,28.92,,,0.88,0.88,28509824.0,18502875776.0,,18480.67,0.88,24.49,0.1636,26.31,0.0142
2021-11-05,382441.0,252372815.9,0.52,1.84,0.31,249.59,0.0,163541037.3,235691.0,247827.0,155532490.9,,,3259.0,2.54,,1844.0,,15.37,3259.0,23836.0,,,2.54,3259.0,1.2,1844.0,19547.0,153.12,12.56,,,0.82,0.82,28467032.0,18785394416.8,,18525.91,0.82,25.05,0.1683,26.31,0.0133
2021-11-08,381817.0,253602851.4,0.52,1.83,0.31,252.34,0.0,166044686.4,235067.0,249992.0,156131501.4,,,6511.0,1.26,,300.0,,5.88,1865.0,9000.0,,,1.26,6511.0,0.2,1865.0,,155.24,,,,0.82,0.82,28426660.0,18880987572.0,,18747.82,0.82,24.33,0.1642,26.2,0.0133
2021-11-09,399779.0,272609300.1,0.55,1.93,0.32,268.62,0.0,172352270.7,253029.0,252753.0,172540475.1,,,4196.0,2.41,,1000.0,,7.82,2604.0,12467.0,,,2.41,4196.0,0.66,26233.0,843.0,168.63,0.55,,,0.88,0.88,28444848.0,19396541851.2,,18990.86,0.88,20.51,0.146,25.25,0.0139
2021-11-10,457180.0,303933264.0,0.63,2.22,0.37,308.57,0.0,226833084.0,307792.0,341205.0,204620121.6,,,102046.0,40.46,,49428.0,,33.08,58763.0,50349.0,,,40.46,102046.0,33.71,3066.0,19739.0,211.27,14.31,,,1.07,1.07,28458564.0,18919253347.2,,19390.22,1.08,12.64,0.1147,21.36,0.0159
2021-11-11,411828.0,271229920.8,0.57,2.0,0.33,272.18,0.0,219932225.4,277726.0,333939.0,182910343.6,,,9233.0,1.07,,9600.0,,40.24,1777.0,58231.0,,,1.07,9233.0,6.33,18932.0,18643.0,186.85,13.06,,,0.97,0.97,28492722.0,18765306709.2,,18959.86,0.98,14.03,0.1287,24.12,0.0143
2021-11-12,469475.0,318210155.0,0.64,2.33,0.38,311.34,0.0,265416990.8,322135.0,391586.0,218343103.0,,,58000.0,45.68,,,,9.07,69386.0,13591.0,,,45.68,58000.0,,,11739.0,214.7,7.85,,,1.12,1.12,28410556.0,19256674856.8,,18851.1,1.13,21.67,0.1386,22.78,0.0163
2021-11-15,391159.0,266574858.5,0.54,1.98,0.31,264.7,0.0,218867132.5,241391.0,321155.0,164507966.5,,,123.0,,,8591.0,,57.36,,89458.0,,,,123.0,5.87,8591.0,79022.0,166.13,51.3,,,0.84,0.84,28404076.0,19357377794.0,,19330.35,0.85,13.04,0.1252,25.68,0.0137
2021-11-16,494163.0,351448725.6,0.68,2.53,0.4,341.68,0.0,320352928.0,344975.0,450440.0,245346220.0,,,74485.0,94.16,,,,23.82,133849.0,35427.0,,,94.16,74485.0,,64526.0,4564.0,240.13,3.1,,,1.21,1.21,28260120.0,20098597344.0,,19523.43,1.21,20.71,0.1547,28.36,0.0173
2021-11-17,468106.0,337551236.6,0.64,2.3,0.37,334.34,0.0,309361995.4,268490.0,429014.0,193608139.0,,,2341.0,4.48,,1000.0,,58.45,5973.0,82458.0,,,4.48,2341.0,0.72,3632.0,28399.0,191.53,17.27,,,0.94,0.94,28379754.0,20464640609.4,,20266.77,0.94,21.44,0.1381,23.74,0.0163
2021-11-18,351480.0,252608676.0,0.48,1.71,0.28,252.35,0.0,225935562.9,195892.0,314367.0,140787580.4,,,8329.0,9.08,,,,65.54,12352.0,92288.0,,,9.08,8329.0,,11361.0,126999.0,141.09,90.08,,,0.68,0.68,28496332.0,20480313808.4,,20471.89,0.68,14.33,0.1372,28.23,0.0123
2021-11-19,352971.0,253044909.9,0.48,1.71,0.28,252.8,0.0,226438600.2,209711.0,315858.0,150341815.9,,,,33.78,,10600.0,,37.87,46525.0,53038.0,,,33.78,,8.04,66857.0,55634.0,151.4,41.32,,,0.73,0.73,28501552.0,20432762628.8,,20517.68,0.73,14.27,0.1425,28.11,0.0123
2021-11-22,339083.0,239969039.1,0.47,1.62,0.27,240.82,0.0,213704169.0,188695.0,301970.0,133539451.5,,,,2.78,,,,21.12,3922.0,28909.0,,,2.78,,,7893.0,17810.0,135.45,12.89,,,0.66,0.66,28600496.0,20240571019.2,,20515.62,0.66,14.9,0.1486,29.13,0.0118
2021-11-23,343150.0,241680545.0,0.47,1.63,0.27,241.12,0.0,215241827.3,193654.0,305611.0,136390512.2,,,,35.39,,,,34.78,50551.0,47910.0,,,35.39,,,52869.0,46910.0,136.92,33.95,,,0.67,0.67,28650278.0,20178390795.4,,20251.76,0.67,18.37,0.1581,28.99,0.0119
2021-11-24,347435.0,246817824.0,0.48,1.64,0.28,245.03,0.0,220150118.4,183829.0,309896.0,130592121.6,,,,8.42,,,,15.45,11962.0,21837.0,,,8.42,,,12012.0,7677.0,129.88,5.42,,,0.64,0.64,28663996.0,20362902758.4,,20274.12,0.64,18.08,0.1565,28.77,0.012
2021-11-25,401806.0,288737791.6,0.55,1.91,0.32,285.16,0.0,221928112.4,242529.0,308834.0,174281339.4,,,,,,3870.0,,4.12,,5864.0,,,,,2.73,64564.0,4932.0,172.58,3.4,,,0.84,0.84,28612992.0,20561296051.2,,20362.14,0.84,15.51,0.136,24.99,0.0139
2021-11-26,433483.0,288482936.5,0.59,2.1,0.35,301.85,0.0,264120978.0,277723.0,396876.0,184824656.5,,,130.0,34.17,,49008.0,,11.18,47426.0,15749.0,,,34.17,130.0,37.42,50813.0,8392.0,196.34,6.81,,,0.96,0.96,28621616.0,19047685448.0,,20145.72,0.97,14.53,0.1208,21.85,0.015
2021-11-29,440831.0,301440237.8,0.6,2.07,0.35,297.56,0.0,276408371.2,322439.0,404224.0,220483788.2,,,20865.0,14.73,,4865.0,,9.15,22729.0,13874.0,,,14.73,20865.0,3.25,37725.0,20246.0,215.14,16.93,,,1.11,1.11,28603940.0,19559374172.0,,19166.16,1.11,12.71,0.1194,22.77,0.0152
2021-11-30,476286.0,324541280.4,0.65,2.22,0.38,326.88,0.0,298881800.6,331974.0,438629.0,226207083.6,,,20273.0,37.61,,500.0,,24.01,51114.0,37131.0,,,37.61,20273.0,0.34,26393.0,17209.0,226.23,11.31,,,1.15,1.15,28597154.0,19486100735.6,,19478.59,1.15,16.59,0.1228,20.65,0.0165
2021-12-01,557183.0,392869733.3,0.76,2.53,0.45,385.02,0.0,365279170.3,336023.0,518053.0,236929817.3,,,3110.0,54.14,,300.0,,0.36,79624.0,534.0,,,54.14,3110.0,0.2,1473.0,500.0,229.64,0.44,,,1.16,1.16,28624120.0,20182867012.0,,19595.73,1.16,15.63,0.1153,18.13,0.0192
2021-12-02,651773.0,452004575.5,0.89,3.07,0.52,457.31,0.0,416271988.0,506664.0,600248.0,351371484.0,,,31395.0,85.76,,650.0,,23.12,116982.0,35292.0,,,85.76,31395.0,0.47,174538.0,35437.0,357.25,24.33,,,1.75,1.75,28461376.0,19737964256.0,,20020.54,1.75,15.22,0.1099,17.8,0.0225
2021-12-03,618881.0,423314604.0,0.85,2.94,0.5,427.31,0.0,388704888.0,470610.0,568282.0,321897240.0,,,284.0,0.29,,,,27.66,3013.0,39178.0,,,0.29,284.0,,2840.0,34979.0,326.14,26.06,,,1.63,1.63,28420658.0,19439730072.0,,19651.21,1.63,16.09,0.114,16.62,0.0214
2021-12-06,569064.0,395670199.2,0.78,2.71,0.46,393.04,0.0,361279270.6,457355.0,519602.0,317998931.5,,,42123.0,20.46,,,,38.48,30721.0,55378.0,,,20.46,42123.0,,,79401.0,313.55,54.16,,,1.59,1.59,28313856.0,19686624076.8,,19428.75,1.59,17.84,0.1229,17.88,0.0198
2021-12-07,550187.0,404497482.4,0.76,2.61,0.44,390.28,0.0,349081047.2,367055.0,474811.0,269858836.0,,,28309.0,10.71,,,,83.96,14080.0,123812.0,,,10.71,28309.0,,5203.0,58871.0,256.94,39.81,,,1.27,1.27,28545060.0,20986328112.0,,20089.09,1.26,19.09,0.1312,19.58,0.019
2021-12-08,485656.0,348458180.0,0.67,2.26,0.39,352.93,0.0,296388487.5,310069.0,413085.0,222474507.5,,,6223.0,0.71,,1648.0,,45.84,1000.0,69340.0,,,0.71,6223.0,1.2,6131.0,64374.0,225.7,37.83,,,1.06,1.06,28999052.0,20806819810.0,,21103.73,1.06,20.31,0.131,20.79,0.0166
2021-12-09,477836.0,338642373.2,0.66,2.21,0.38,340.39,0.0,272195369.9,333663.0,384077.0,236466968.1,,,28857.0,0.15,,1227.0,,23.29,347.0,31097.0,,,0.15,28857.0,0.88,25834.0,30582.0,239.39,24.45,,,1.14,1.14,28960620.0,20524391394.0,,20750.73,1.14,20.31,0.1332,21.04,0.0163
2021-12-10,417258.0,292289229.0,0.57,1.94,0.33,293.34,0.0,221068693.5,266138.0,315587.0,186429669.0,,,4740.0,5.41,,,,54.83,7646.0,76236.0,,,5.41,4740.0,,3971.0,76136.0,188.83,55.44,,,0.91,0.91,28895116.0,20241028758.0,,20423.18,0.92,23.62,0.1555,24.49,0.0143
2021-12-13,465965.0,323426306.5,0.64,2.18,0.37,324.11,0.0,201687413.4,248073.0,290574.0,172187469.3,,,,,,,,18.78,,26481.0,,,,,,8416.0,25013.0,174.06,17.42,,,0.86,0.86,28536608.0,19807259612.8,,19960.27,0.86,21.85,0.2187,37.57,0.0162
2021-12-14,463415.0,319756350.0,0.64,2.17,0.37,320.6,0.0,198736560.0,244126.0,288024.0,168446940.0,,,8411.0,5.87,,,,8.79,8411.0,12358.0,,,5.87,8411.0,,,10961.0,169.7,8.12,,,0.85,0.85,28487990.0,19656713100.0,,19749.29,0.85,20.79,0.2175,37.91,0.0161
2021-12-15,391251.0,271684694.4,0.54,1.83,0.31,269.04,0.0,153670720.0,265304.0,221300.0,184227097.6,64.86,,164.0,,,,94000.0,9.82,,14115.0,64.86,,,164.0,,35129.0,66724.0,183.5,46.02,,66.05,0.92,0.92,28451778.0,19756914643.2,,19631.17,0.93,13.47,0.2519,44.9,0.0136
2021-12-16,441187.0,307022033.3,0.61,2.06,0.35,305.04,0.0,159792558.0,280124.0,229620.0,194938291.6,,,49.0,5.74,,49.0,,,8271.0,,,,5.74,49.0,0.03,14771.0,,194.69,,,,0.99,0.99,28125872.0,19572794324.8,,19472.07,0.99,16.61,0.2182,39.66,0.0155
2021-12-17,403309.0,278202548.2,0.55,1.88,0.32,279.23,0.0,160794449.4,280721.0,233103.0,193641345.8,,,1128.0,6.06,,,,5.33,8129.0,7682.0,,,6.06,1128.0,,7151.0,4646.0,195.87,3.31,,,0.99,0.99,28069076.0,19362048624.8,,19550.34,0.99,12.72,0.2347,43.07,0.0142
2021-12-20,325033.0,221640002.7,0.45,1.49,0.26,222.02,0.0,118573545.3,202822.0,173887.0,138304321.8,,,,11.88,,10786.0,,62.97,18000.0,89979.0,,,11.88,,7.55,12080.0,88002.0,139.74,61.49,,,0.72,0.72,28059168.0,19133546659.2,,19311.23,0.72,21.64,0.1396,22.47,0.0115
2021-12-21,232668.0,159005311.2,0.32,1.06,0.19,158.19,0.0,112115870.4,142814.0,164056.0,97599087.6,,,6971.0,9.08,,12236.0,,55.34,13338.0,80317.0,,,9.08,6971.0,8.77,13338.0,35405.0,97.75,24.2,,,0.51,0.51,28100190.0,19203669846.0,,19167.37,0.51,12.1,0.1516,30.89,0.0082
2021-12-22,239617.0,164832534.3,0.33,1.13,0.19,163.19,0.0,112854122.4,146276.0,164056.0,100623260.4,,,,,,,,,,,,,,,,3462.0,,100.17,,,,0.51,0.51,28355952.0,19506059380.8,,19350.6,0.51,11.7,0.1438,30.1,0.0084
2021-12-23,259427.0,178667374.9,0.36,1.25,0.21,177.66,0.0,113169938.8,137539.0,164324.0,94723109.3,,,750.0,6.94,,,,6.26,9923.0,9487.0,,,6.94,750.0,,,9655.0,94.97,6.75,,,0.48,0.48,28352312.0,19526237274.4,,19502.68,0.48,9.85,0.1733,35.67,0.0091
2021-12-24,239677.0,164658099.0,0.33,1.17,0.19,163.66,0.0,115385772.0,127567.0,167956.0,87638529.0,,,9923.0,,,23944.0,,30.35,,43671.0,,,,9923.0,16.47,23776.0,20312.0,87.9,13.97,,,0.45,0.45,28367536.0,19488497232.0,,19513.67,0.45,10.14,0.1359,28.79,0.0084
2021-12-27,243103.0,169928997.0,0.34,1.21,0.19,166.55,0.0,120367800.0,131728.0,172200.0,92077872.0,,,,3.49,,,,0.62,5062.0,901.0,,,3.49,,,5062.0,818.0,90.48,0.56,,,0.46,0.46,28336792.0,19807417608.0,,19551.09,0.46,12.07,0.1384,28.78,0.0085
2021-12-28,242935.0,170200261.0,0.33,1.23,0.19,168.36,0.0,120525619.2,131728.0,172032.0,92288636.8,,,,,,,,,,,,,,,,,168.0,92.19,0.11,,,0.46,0.46,28330074.0,19848049844.4,,19813.38,0.46,11.88,0.1372,28.54,0.0085
2021-12-29,244954.0,172325139.0,0.34,1.31,0.2,169.94,0.0,111757306.5,146920.0,158859.0,103358220.0,,,10712.0,2.05,,,,0.05,2910.0,17.0,,,2.05,10712.0,,4497.0,16083.0,102.75,11.12,,,0.52,0.52,28314410.0,19919187435.0,,19810.09,0.52,13.01,0.1153,21.72,0.0086
2021-12-30,411632.0,291353129.6,0.57,2.29,0.33,287.87,0.0,213770463.8,158368.0,302021.0,112092870.4,,,17427.0,109.23,,,,9.2,155230.0,13068.0,,,109.23,17427.0,,7089.0,12068.0,111.73,8.91,,,0.56,0.56,28282528.0,20018373318.4,,19948.52,0.56,12.83,0.3008,51.72,0.0145
2021-12-31,566446.0,400420677.4,0.78,3.27,0.45,398.26,0.0,214863668.8,311251.0,303952.0,220023331.9,,,,2.08,,,,,1931.0,,,,2.08,,,152883.0,,220.0,,,,1.09,1.09,28145608.0,19896130295.2,,19879.71,1.09,9.25,0.4412,65.1,0.0199
2022-01-03,536469.0,379820052.0,0.74,3.23,0.43,377.8,0.0,205083528.0,287011.0,289666.0,203203788.0,,,,6.56,,,,17.11,9490.0,24240.0,,,6.56,,,,23776.0,203.36,16.35,,,1.01,1.01,28257044.0,20005987152.0,,20037.8,1.0,9.77,0.5095,70.3,0.0188
2022-01-04,1869777.0,1345304551.5,2.58,11.42,1.5,1322.81,1.0,202606163.5,1616607.0,281593.0,1163148736.5,,,70104.0,14.19,,,,14.55,19774.0,20404.0,,,14.19,70104.0,,1279896.0,27847.0,1144.75,19.69,,,5.61,5.61,27218512.0,19583719384.0,,19344.39,5.59,20.95,0.5676,72.29,0.0648
2022-01-05,2121627.0,1571701281.6,2.92,12.99,1.7,1566.93,1.0,1060044796.8,1640719.0,1430946.0,1215444635.2,,,6390.0,,,1150000.0,,93.7,,133278.0,,,,6390.0,868.47,151000.0,647.0,1180.44,0.0,,,5.7,5.7,27163924.0,20123034899.2,,19679.7,5.66,11.82,0.6665,80.71,0.0737
2022-01-06,1688003.0,1212154954.3,2.33,10.17,1.35,1299.12,1.0,1179722685.9,1573587.0,1642839.0,1129992824.7,,,1343.0,294.58,,,,46.33,350000.0,68475.0,,,294.58,1343.0,,,138107.0,1168.67,98.14,,,5.46,5.46,27267436.0,19580745791.6,,20075.83,5.5,3.5,0.8046,89.56,0.0585
2022-01-07,1609540.0,1154683996.0,2.22,9.45,1.29,1214.75,1.0,1122821392.4,1552937.0,1565126.0,1114077003.8,,,100.0,,,,,22.62,,30391.0,,,,100.0,,9641.0,77713.0,1110.75,57.87,,,5.39,5.39,27275452.0,19567409264.8,,19528.25,5.38,3.08,0.8803,93.76,0.0558
2022-01-10,1871326.0,1298887376.6,2.58,11.45,1.5,1353.28,1.0,501110353.7,1604319.0,721957.0,1113557817.9,,,63.0,,,56831.0,,2.53,,3518.0,,,,63.0,42.12,54837.0,900000.0,1148.59,693.85,,,5.56,5.56,27273084.0,18930247604.4,,19416.84,5.59,2.67,0.8316,91.12,0.0648
2022-01-11,811193.0,576190387.9,1.12,4.99,0.65,577.7,0.0,500034863.1,770690.0,703977.0,547421107.0,,,,,,1951.0,,664.17,,927791.0,,,,,1.36,94162.0,19931.0,534.79,13.33,,,2.7,2.7,27810334.0,19753680240.2,,19364.2,2.69,9.53,0.5699,74.53,0.0284
2022-01-12,830742.0,591156256.92,1.15,5.3,0.67,595.42,0.0,510648645.31,790071.0,717606.0,562214761.1,,,1139.0,7.63,,3729.0,,0.26,9900.0,3039.0,,,7.63,1139.0,2.65,21281.0,,559.45,,,,2.76,2.76,27818852.0,19795903445.55,,19701.01,2.76,9.56,0.5484,72.99,0.029
2022-01-13,997371.0,684096768.9,1.37,6.39,0.8,714.37,0.0,516152096.2,898276.0,752518.0,616127508.4,,,25902.0,50.63,,,,9.06,70800.0,12909.0,,,50.63,25902.0,,95212.0,35888.0,639.51,25.65,,,3.13,3.13,27791532.0,19062211798.8,,19660.34,3.15,17.41,0.4187,61.4,0.0348
2022-01-14,997403.0,663771696.5,1.37,6.39,0.8,694.11,0.0,500867279.0,898208.0,752618.0,597757424.0,,,,0.06,,,,0.12,100.0,168.0,,,0.06,,,100.0,,615.64,,,,3.13,3.13,27814106.0,18510287543.0,,18985.34,3.14,17.27,0.4208,61.62,0.0347
2022-01-17,1182403.0,805571163.9,1.63,7.51,0.95,812.42,0.0,522288667.8,918313.0,766606.0,625646646.9,,,,,,17803.0,,1.37,,1918.0,,,,,11.84,22023.0,3815.0,612.86,2.54,,,3.17,3.17,28016768.0,19087824038.4,,18776.73,3.16,12.65,0.4986,68.85,0.0409
2022-01-18,965798.0,644863324.6,1.33,6.14,0.77,671.93,0.0,491964698.5,886758.0,736805.0,592088316.6,,,1000.0,9.9,,,,30.09,13687.0,46565.0,,,9.9,1000.0,,14010.0,43488.0,604.97,30.34,,,3.06,3.06,28076726.0,18746829950.2,,19097.4,3.07,15.72,0.3888,59.1,0.0333
2022-01-19,1250797.0,851542597.6,1.72,8.08,1.0,847.56,1.0,416224780.8,929364.0,611376.0,632711011.2,,,12311.0,20.6,,,,122.41,31383.0,177312.0,,,20.6,12311.0,,207607.0,156812.0,621.56,114.27,,,3.21,3.21,28035328.0,19086451302.4,,18806.75,3.2,14.23,0.4168,61.89,0.0432
2022-01-20,941685.0,642135001.5,1.3,6.08,0.76,656.34,0.0,530662080.9,832954.0,778211.0,567991332.6,,,1012.0,123.93,,7000.0,,68.97,168035.0,104422.0,,,123.93,1012.0,5.02,7000.0,8200.0,568.44,4.49,,,2.88,2.88,28058478.0,19133076148.2,,19137.47,2.88,11.38,0.4065,61.25,0.0326
2022-01-21,852548.0,570184102.4,1.18,5.51,0.68,589.61,0.0,466905331.2,751675.0,698124.0,502720240.0,,,317.0,9.18,,,,68.77,13480.0,100265.0,,,9.18,317.0,,18669.0,93567.0,511.35,68.08,,,2.6,2.6,28158916.0,18832683020.8,,19112.26,2.61,12.25,0.3692,57.45,0.0295
2022-01-24,723561.0,469518732.9,1.0,4.59,0.58,494.16,0.0,401364765.9,656972.0,618531.0,426309130.8,,,146.0,,,,,64.82,,94849.0,,,,146.0,,,79593.0,438.57,59.08,,,2.27,2.27,28303124.0,18365897163.6,,18814.43,2.28,9.11,0.4771,67.44,0.025
2022-01-25,778696.0,502103180.8,1.07,4.81,0.62,520.66,0.0,442757723.2,594598.0,686659.0,383396790.4,,,44595.0,20.65,,170209.0,,88.89,29943.0,130476.0,,,20.65,44595.0,109.81,23507.0,132024.0,386.4,94.5,,,2.05,2.05,28358810.0,18285760688.0,,18380.79,2.06,19.36,0.3449,54.23,0.0269
