,RI FP Equity_DX_SI_QTY,RI FP Equity_DX_SHORT_INTEREST_VALUE,RI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RI FP Equity_DX_SI_MV,RI FP Equity_DX_DSS,RI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RI FP Equity_DX_SUPPLY_SI_QTY,RI FP Equity_DX_BROKER_SI_QTY,RI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RI FP Equity_DX_BROKER_SI_MV_NEW_x,RI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RI FP Equity_DX_SUPPLY_SI_QTY_INC_x,RI FP Equity_DX_BROKER_SI_MV_INC_x,RI FP Equity_DX_SUPPLY_SI_MV_NEW,RI FP Equity_DX_BROKER_SI_QTY_ADD,RI FP Equity_DX_BROKER_SI_QTY_NEW,RI FP Equity_DX_SUPPLY_SI_MV_DEC,RI FP Equity_DX_BROKER_SI_QTY_INC,RI FP Equity_DX_SUPPLY_SI_QTY_DEC,RI FP Equity_DX_BROKER_SI_MV_NEW_y,RI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RI FP Equity_DX_BROKER_SI_MV_INC_y,RI FP Equity_DX_SUPPLY_SI_QTY_INC_y,RI FP Equity_DX_BROKER_SI_MV_ADD,RI FP Equity_DX_SUPPLY_SI_QTY_ADD,RI FP Equity_DX_BROKER_SI_QTY_DEC,RI FP Equity_DX_SUPPLY_SI_MV,RI FP Equity_DX_BROKER_SI_MV_DEC,RI FP Equity_DX_SUPPLY_SI_MV_RMV,RI FP Equity_DX_BROKER_SI_MV_RMV,RI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RI FP Equity_DX_UTILIZATION_QUANTITY,RI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RI FP Equity_DX_ACTIVE_UTILIZATION_MV,RI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RI FP Equity_DX_BROKER_SI_CON_RATIO,RI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RI FP Equity_DX_DEMAND_SUPPLY_RATIO,RI FP Equity_PX_LAST
2015-11-27,17953406.0,1867879465.12,10.66,42.97,6.76,1995.16,2.0,1636642194.68,5500776.0,15730834.0,572302911.92,,,47.0,1.11,,,,58.47,7122.0,531751.0,,,1.11,47.0,,,3333157.0,592.22,349.86,,,12.94,12.94,36997492.0,3849233709.06,,3983.71,12.94,26.84,0.2172,34.69,0.4225,107.8
2015-11-30,15744262.0,1636519732.18,9.35,39.18,5.93,1750.45,2.0,1447565032.07,4428228.0,13926409.0,460287214.52,,,665531.0,2.23,,100025.0,,225.45,21000.0,2098680.0,,,2.23,665531.0,10.78,360601.0,1925450.0,477.94,212.54,,,9.91,9.91,40252344.0,4183984947.82,,4342.46,9.92,30.83,0.3201,45.71,0.3524,107.7
2015-12-01,8305135.0,865672629.53,4.93,20.67,3.13,906.38,1.0,391334892.37,6612712.0,3754409.0,689265591.15,,,700000.0,8.33,,,,22.98,75289.0,213104.0,,,8.33,700000.0,,1697588.0,10247289.0,711.98,1145.62,,,14.79,14.79,38102436.0,3971547237.2,,4098.97,14.8,17.76,0.282,46.74,0.1857,108.0
2015-12-02,10236467.0,1075379513.48,6.08,25.64,3.86,1133.58,1.0,864887149.06,6503477.0,8232804.0,683214817.4,,,24270.0,5.68,,4970137.0,,21.96,50960.0,206003.0,,,5.68,24270.0,536.77,72498.0,542702.0,704.46,43.41,,,14.67,14.67,37833040.0,3974503717.8,,4094.77,14.68,12.41,0.4113,61.66,0.2309,108.85
2015-12-03,8199472.0,828544432.64,4.87,20.94,3.09,895.42,1.0,672166102.85,5191552.0,6651915.0,524598596.88,,,754.0,3.91,,,,149.67,34338.0,1346922.0,,,3.91,754.0,,34243.0,1615227.0,554.8,192.21,,,11.78,11.78,38860672.0,3926813023.37,,4133.86,11.83,12.2,0.4184,62.45,0.1861,104.7
2015-12-04,7024119.0,705709274.05,4.17,18.43,2.65,744.5,1.0,590392866.72,4242514.0,5876343.0,426242988.63,,,23.0,0.0,,,,106.09,1685.0,949061.0,,,0.0,23.0,,,777257.0,445.82,85.2,,,9.63,9.63,39790384.0,3997717437.12,,4168.38,9.66,14.72,0.5471,72.25,0.1595,104.1
2015-12-07,6901565.0,701056340.82,4.1,18.54,2.6,728.6,1.0,594796845.95,4122613.0,5855491.0,418772261.71,,,1912.0,,,,,15.42,,146813.0,,,,1912.0,,25000.0,20852.0,431.11,2.31,,,9.37,9.37,39879484.0,4050931220.19,,4179.88,9.35,14.88,0.5529,72.64,0.1568,105.25
2015-12-08,7027031.0,706680036.86,4.17,18.97,2.65,745.24,1.0,575079839.06,4322239.0,5718435.0,434670064.19,,,101089.0,,,,,7.25,,69788.0,,,,101089.0,,168325.0,137056.0,452.73,14.82,,,9.8,9.8,39802864.0,4002812766.67,,4169.11,9.8,14.29,0.539,71.69,0.1593,104.2
2015-12-09,5785233.0,572305546.42,3.44,15.66,2.18,603.77,1.0,484112708.26,3880661.0,4893723.0,383895309.67,,,195000.0,1.85,,,,72.48,16367.0,685399.0,,,1.85,195000.0,,48821.0,841079.0,400.86,98.39,,,8.92,8.92,39603500.0,3917785628.94,,4088.05,8.93,6.58,0.582,75.53,0.133,102.5
2015-12-10,4918896.0,488739258.9,2.92,13.23,1.85,506.73,1.0,414544010.51,3512411.0,4172161.0,348991551.98,,,1799.0,,,,,39.51,,378526.0,,,,1799.0,,8477.0,721562.0,362.12,81.38,,,8.08,8.08,39942484.0,3968666958.75,,4126.14,8.07,7.95,0.5975,76.35,0.1132,102.95
2015-12-11,4398821.0,433031706.1,2.61,11.8,1.66,454.46,1.0,397140885.0,3052833.0,4034235.0,300529046.86,,,17.0,,,,,47.39,,459944.0,,,,17.0,,349.0,137926.0,313.03,14.56,,,7.09,7.09,40016316.0,3939313190.85,,4105.98,7.08,8.45,0.6751,81.53,0.1021,102.0
2015-12-14,3901860.0,378272577.26,2.32,10.41,1.47,398.23,1.0,198197511.92,2880113.0,2044396.0,279217544.28,,,,,,,,17.84,,172720.0,,,,,,,1989839.0,292.84,208.03,,,6.63,6.63,40548560.0,3931050395.28,,4123.83,6.63,4.05,0.7955,89.03,0.0898,100.45
2015-12-15,3885924.0,384228433.22,2.31,10.34,1.46,392.05,1.0,202341458.25,2870741.0,2046396.0,283850203.09,,,26089.0,,,2000.0,,6.14,,58750.0,,,,26089.0,0.2,23289.0,,290.56,,,,6.61,6.61,40562628.0,4010710194.96,,4115.63,6.59,4.66,0.7797,88.1,0.0895,102.45
2015-12-16,3886539.0,389353083.24,2.31,10.13,1.46,398.71,1.0,205078571.13,2882006.0,2047103.0,288719069.08,,,19214.0,0.11,,,,0.76,707.0,7949.0,,,0.11,19214.0,,,,296.03,,,,6.58,6.58,40904096.0,4097768192.91,,4210.32,6.57,4.65,0.7801,88.13,0.0888,103.8
2015-12-17,3861309.0,394837826.87,2.29,9.83,1.45,403.3,1.0,208375885.56,2837562.0,2037808.0,290154663.53,,,,,,,,5.24,,53072.0,,,,,,8628.0,9295.0,298.04,1.0,,,6.49,6.49,40892824.0,4181492276.99,,4286.37,6.5,4.05,0.7913,88.79,0.0883,105.95
2015-12-18,3873508.0,389356084.78,2.3,9.74,1.46,409.51,1.0,207081624.05,2861529.0,2060151.0,287634291.17,,,3268.0,,,30719.0,,1.52,,14633.0,,,,3268.0,3.22,35332.0,8376.0,301.22,0.75,,,6.55,6.55,40799620.0,4101083643.95,,4297.43,6.55,4.08,0.7867,88.54,0.0887,104.15
2015-12-21,3918424.0,388387376.62,2.33,9.6,1.48,407.13,1.0,205974984.05,2876741.0,2078073.0,285137568.11,,,52813.0,5.66,,1400.0,,6.99,54964.0,65324.0,,,5.66,52813.0,0.15,27723.0,38442.0,297.8,4.29,,,6.62,6.62,40555936.0,4019833889.68,,4202.94,6.62,3.98,0.7696,87.55,0.0902,102.7
2015-12-22,2548031.0,251695695.92,1.51,6.25,0.96,261.66,0.0,216977818.56,984208.0,2196566.0,97220527.34,,,12124.0,3.37,,107747.0,,198.84,33940.0,1916942.0,,,3.37,12124.0,11.03,12285.0,23194.0,100.74,5.03,,,2.28,2.28,42221332.0,4170642955.52,,4329.6,2.27,6.78,0.6205,78.14,0.059,102.35
2015-12-23,1231758.0,124170111.34,0.73,3.04,0.46,126.77,0.0,100198555.4,349394.0,993962.0,35221441.13,,,17206.0,0.91,,2000.0,,68.28,8560.0,666669.0,,,0.91,17206.0,0.21,14649.0,1213164.0,36.06,124.82,,,0.82,0.82,42177400.0,4251786839.53,,4350.74,0.82,14.03,0.34,54.48,0.029,104.45
2015-12-24,655606.0,66437832.16,0.39,1.62,0.25,68.25,0.0,44942512.16,323242.0,443491.0,32756713.25,,,,,,,,2.69,,26152.0,,,,,,,550471.0,33.53,56.14,,,0.76,0.76,42292768.0,4285866545.11,,4405.3,0.76,23.27,0.1883,28.54,0.0154,105.0
2015-12-25,619606.0,62789662.44,0.37,1.58,0.23,64.67,0.0,41294342.44,323242.0,407491.0,32756713.25,,,,,,,,,,,,,,,,,36000.0,33.62,3.7,,,0.76,0.76,42286856.0,4285267434.58,,4419.92,0.75,23.23,0.1882,28.53,0.0145,
2015-12-28,626000.0,62833450.13,0.37,1.6,0.24,65.11,0.0,41207200.4,331036.0,410541.0,33227051.11,,,6450.0,0.51,,,,0.01,4450.0,64.0,,,0.51,6450.0,,1408.0,1400.0,34.45,0.15,,,0.78,0.78,41905268.0,4206154260.62,,4386.1,0.78,22.94,0.1867,28.43,0.0148,104.0
2015-12-29,612949.0,62824941.4,0.36,1.59,0.23,64.21,0.0,39511258.95,343036.0,385490.0,35159885.41,,,5000.0,,,,,,,,,,,5000.0,,7000.0,25051.0,35.84,2.54,,,0.8,0.8,42493452.0,4355417223.84,,4454.82,0.8,21.76,0.1838,29.15,0.0143,106.2
2015-12-30,557420.0,57052733.15,0.33,1.47,0.21,58.95,0.0,33607603.23,339507.0,328355.0,34749026.36,,,1459.0,,,41.0,,0.5,,4988.0,,,,1459.0,0.0,,57176.0,35.97,5.67,,,0.79,0.79,42499036.0,4349837034.97,,4508.44,0.79,23.49,0.1995,32.78,0.013,106.05
2015-12-31,579621.0,58849541.86,0.34,1.55,0.22,61.41,0.0,35592326.7,339793.0,350556.0,34499547.77,,,286.0,2.42,,,,,22201.0,,,,2.42,286.0,,,,35.92,,,,0.79,0.79,42513764.0,4316468061.37,,4503.6,0.79,26.8,0.2031,31.14,0.0135,105.2
2016-01-01,579621.0,58849541.86,0.34,1.57,0.22,61.33,0.0,35592326.7,361708.0,350556.0,36724601.23,,,,,,,,,,,,,,,,21915.0,,38.14,,,,0.84,0.84,42525008.0,4317609676.75,,4489.05,0.84,26.77,0.203,31.13,0.0135,
2016-01-04,545269.0,53677738.96,0.32,1.47,0.21,57.27,0.0,31455978.6,364356.0,319536.0,35868179.29,,,3668.0,,,7000.0,,0.1,,1020.0,,,,3668.0,0.78,,38020.0,38.24,4.04,3.67,,0.85,0.85,42752744.0,4208694483.13,35056.0,4471.41,0.85,28.65,0.2314,34.07,0.0126,102.0
2016-01-05,540133.0,53172137.38,0.32,1.43,0.2,55.41,0.0,31671764.94,359220.0,321728.0,35362577.72,,,4331.0,0.1,,,,1.0,2192.0,9467.0,,,0.1,4331.0,,,,36.86,,,,0.83,0.83,42818588.0,4215176342.62,,4380.34,0.83,28.9,0.2228,32.31,0.0125,102.0
2016-01-06,526538.0,51579721.91,0.31,1.4,0.2,53.62,0.0,30006064.21,352053.0,306309.0,34487151.62,,150.0,8620.0,,0.02,,,1.68,,16199.0,,150.0,,8620.0,,262.0,15419.0,35.83,1.73,,,0.81,0.81,42862628.0,4198827876.86,,4360.68,0.81,26.8,0.2309,35.08,0.0122,101.5
2016-01-07,562942.0,54320032.2,0.33,1.49,0.21,56.85,0.0,27141006.96,365767.0,281274.0,35294000.48,,,64529.0,5.06,,,,5.35,48966.0,52493.0,,,5.06,64529.0,,1828.0,74001.0,36.8,7.59,0.02,,0.85,0.85,42888036.0,4138400575.41,150.0,4310.73,0.85,18.78,0.2695,44.87,0.013,99.98
2016-01-08,621240.0,59453737.83,0.37,1.61,0.23,62.38,0.0,39547014.02,339899.0,413232.0,32528919.64,,,,15.56,,,,8.45,154458.0,82166.0,,,15.56,,,56298.0,22500.0,33.85,2.25,,,0.79,0.79,42842244.0,4100076529.1,,4267.18,0.79,27.34,0.2989,45.1,0.0144,99.16
2016-01-11,621057.0,59466194.28,0.37,1.58,0.23,61.99,0.0,40194787.64,339716.0,419789.0,32527799.63,,,3209.0,0.64,,,,1.0,6557.0,10028.0,,,0.64,3209.0,,6636.0,,33.94,,,,0.78,0.78,43146096.0,4131237755.97,,4291.42,0.78,25.89,0.2885,44.64,0.0143,99.21
2016-01-12,699353.0,67597499.37,0.42,1.76,0.26,69.64,0.0,48461307.89,315714.0,501373.0,30516029.7,,,,10.15,,,,2.38,102298.0,24002.0,,,10.15,,,,20714.0,31.33,2.07,,,0.73,0.73,43162552.0,4171971210.3,,4296.93,0.72,22.5,0.3076,46.53,0.0161,100.15
2016-01-13,773673.0,75079738.35,0.46,1.91,0.29,77.63,0.0,53215895.29,343034.0,548373.0,33289132.44,,,27320.0,2.14,,26000.0,,,21000.0,,,,2.14,27320.0,2.6,,,34.35,,,,0.79,0.79,43138864.0,4186335340.42,,4319.34,0.79,20.83,0.2672,42.84,0.0178,100.55
2016-01-14,979837.0,93280342.75,0.58,2.43,0.37,98.45,0.0,56045298.49,536609.0,588712.0,51085100.32,,,64555.0,3.31,,15000.0,,0.86,30932.0,8741.0,,,3.31,64555.0,1.51,137761.0,5593.0,53.86,0.56,,,1.23,1.23,42928476.0,4086784796.81,,4292.88,1.24,18.82,0.2177,36.46,0.0225,98.64
2016-01-15,953800.0,89374794.0,0.57,2.32,0.36,94.82,0.0,73657367.84,298319.0,786065.0,27953658.18,,,,14.53,,73000.0,,24.24,150353.0,238390.0,,,14.53,,7.56,100.0,26000.0,29.3,2.6,,,0.69,0.69,43202192.0,4048214521.12,,4240.62,0.69,13.64,0.3431,54.91,0.0219,97.09
2016-01-18,953928.0,88852805.84,0.57,2.25,0.36,93.83,0.0,73216884.88,355633.0,786060.0,33125130.93,,,4374.0,,,,,0.0,,5.0,,,,4374.0,,52945.0,5.0,34.82,0.97,,,0.81,0.81,43343300.0,4037174524.22,,4218.67,0.82,13.81,0.3383,54.38,0.0218,96.51
2016-01-19,1163807.0,110895350.18,0.69,2.78,0.44,114.23,0.0,88945101.67,483341.0,933447.0,46055977.88,,,127941.0,9.62,,75000.0,,0.02,94186.0,233.0,,,9.62,127941.0,7.4,,21799.0,46.8,2.48,,,1.1,1.1,43473716.0,4142467745.53,,4227.1,1.09,16.39,0.2407,41.55,0.0265,98.73
2016-01-20,1405797.0,131538734.77,0.83,3.39,0.53,139.46,0.0,109283957.71,496986.0,1167953.0,46502382.38,,,,26.6,,,,5.76,263779.0,62100.0,,,26.6,,,75745.0,29273.0,49.29,2.68,,,1.13,1.13,43518360.0,4071960612.95,,4280.91,1.14,27.74,0.231,34.44,0.0319,96.95
2016-01-21,1653059.0,159939587.03,0.98,3.79,0.62,161.81,0.0,108455294.44,969407.0,1120942.0,93793721.37,,,10795.0,1.6,,,,12.94,16051.0,127584.0,,,1.6,10795.0,,589210.0,63062.0,94.16,6.8,,,2.2,2.2,43038064.0,4164092257.38,,4216.68,2.18,23.91,0.3247,50.13,0.0376,100.25
2016-01-22,1241932.0,123697450.7,0.74,2.71,0.47,125.74,0.0,111124838.67,1025967.0,1115702.0,102187158.72,,,34.0,2.12,,,,19.9,8978.0,207226.0,,,2.12,34.0,,263752.0,14218.0,103.12,0.0,,,2.33,2.33,43002508.0,4283085236.11,,4353.2,2.31,33.11,0.2937,40.27,0.0282,103.2
2016-01-25,1963850.0,194653398.81,1.17,4.21,0.74,203.37,0.0,137778051.54,1165333.0,1390037.0,115505781.6,,,136140.0,36.97,,52231.0,,0.36,351028.0,3565.0,,,36.97,136140.0,5.3,6791.0,128924.0,120.08,11.07,,,2.64,2.64,42999560.0,4262041653.52,,4427.16,2.64,14.62,0.2369,41.9,0.0445,102.7
2016-01-26,2136170.0,214001294.16,1.27,4.61,0.8,221.32,0.0,162532168.16,1174488.0,1622403.0,117660088.84,,,1440.0,24.57,,1700.0,,1.13,234231.0,10406.0,,,24.57,1440.0,0.17,18121.0,3565.0,120.52,0.5,,,2.65,2.65,43123500.0,4320107860.76,,4436.11,2.64,24.4,0.1871,26.13,0.0482,103.8
2016-01-27,2359668.0,236846775.73,1.4,5.12,0.89,246.25,0.0,187169505.8,1238574.0,1864741.0,124319293.39,,,36539.0,27.42,,,,2.45,257565.0,24525.0,,,27.42,36539.0,,52072.0,15227.0,128.4,1.44,,,2.79,2.79,43099616.0,4326034461.1,,4469.74,2.79,22.42,0.1713,23.26,0.0532,104.0
2016-01-28,2394865.0,239570631.71,1.42,5.15,0.9,250.51,0.0,185597577.61,1287261.0,1855324.0,128771321.53,,,25841.0,5.92,,,,0.29,55340.0,2851.0,,,5.92,25841.0,,25697.0,64757.0,133.65,6.71,,,2.9,2.9,43107124.0,4312226755.04,,4469.51,2.9,21.74,0.1646,22.03,0.0539,103.65
2016-01-29,2413115.0,251410782.94,1.43,5.21,0.91,253.2,0.0,175738076.68,1120081.0,1686786.0,116695823.1,,,,,,,,17.16,,167180.0,,,,,,,168538.0,116.61,17.0,,,2.52,2.52,43383472.0,4519914161.67,,4566.11,2.49,21.52,0.206,34.43,0.0542,107.95
2016-02-01,2255592.0,236631918.22,1.34,4.8,0.85,243.91,0.0,161929675.92,987611.0,1543525.0,103609289.88,,,1935.0,,,1774.0,,15.22,,146812.0,,,,1935.0,0.19,12407.0,145035.0,106.4,13.35,,,2.22,2.22,43584092.0,4572363837.91,,4697.98,2.21,23.16,0.2286,36.87,0.0506,108.7
2016-02-02,2586378.0,267215658.53,1.54,5.5,0.97,281.12,0.0,187912765.66,1210052.0,1818806.0,125018401.04,,,86136.0,34.41,,,,0.95,309834.0,8769.0,,,34.41,86136.0,,145074.0,34553.0,131.35,3.93,,,2.71,2.71,43485976.0,4492821124.21,,4699.26,2.72,20.45,0.2121,34.11,0.0579,107.05
2016-02-03,2554469.0,261207012.64,1.52,5.55,0.96,273.24,0.0,181447973.76,1280161.0,1774467.0,130902755.33,,,49014.0,15.96,,,,1.11,160364.0,6690.0,,,15.96,49014.0,,27785.0,204703.0,136.01,23.11,,,2.86,2.86,43492044.0,4447275299.36,,4611.37,2.86,20.85,0.2055,30.45,0.0571,105.95
2016-02-04,3024693.0,303305358.74,1.8,6.45,1.14,320.55,1.0,196470168.41,1461785.0,1959286.0,146582553.61,,,296755.0,29.83,,,,14.25,294183.0,133120.0,,,29.83,296755.0,,17989.0,109364.0,154.13,11.51,,,3.24,3.24,43707080.0,4382789122.38,,4582.52,3.25,22.85,0.2218,32.2,0.067,103.9
2016-02-05,2603435.0,254027731.14,1.55,5.44,0.98,270.97,0.0,182306306.3,1894082.0,1868389.0,184813276.71,,,15927.0,8.46,,,,2.36,104112.0,22026.0,,,8.46,15927.0,,438396.0,195009.0,195.7,21.02,,,4.14,4.14,43806160.0,4274345022.9,,4521.96,4.15,24.48,0.2148,29.86,0.057,101.1
2016-02-08,2719646.0,263267073.52,1.62,5.52,1.02,275.44,1.0,184965029.86,1925393.0,1910757.0,186381823.4,,,29269.0,3.83,,,,0.7,49800.0,11151.0,,,3.83,29269.0,,13193.0,7432.0,194.97,3.71,,,4.22,4.22,43662920.0,4226656399.24,,4399.87,4.24,25.05,0.21,28.47,0.0597,100.3
2016-02-09,2289129.0,217085222.84,1.36,4.46,0.86,229.08,0.0,161047863.83,1844401.0,1698224.0,174910283.39,,,56648.0,0.54,,,,13.46,9133.0,137640.0,,,0.54,56648.0,,,221666.0,185.87,23.72,,,4.05,4.05,43683032.0,4142597789.89,,4340.04,4.11,22.73,0.205,31.27,0.0503,98.26
2016-02-10,2115746.0,203338157.99,1.26,3.91,0.8,209.46,0.0,157791381.66,2055870.0,1641829.0,197583650.81,,,3930.0,0.26,,,,14.06,9605.0,161069.0,,,0.26,3930.0,,368608.0,66000.0,206.65,7.64,,,4.56,4.56,43062368.0,4138598200.2,,4251.03,4.64,22.35,0.1932,27.66,0.0469,99.58
2016-02-11,2374070.0,212836308.4,1.41,4.26,0.89,234.54,0.0,159417673.5,1792672.0,1778215.0,160713749.23,,,5537.0,19.01,,,,32.13,186838.0,270611.0,,,19.01,5537.0,,1876.0,50452.0,176.93,4.39,,,3.98,3.98,43226468.0,3875269842.14,,4208.47,4.03,24.63,0.2048,24.78,0.0527,92.89
2016-02-12,3390616.0,305344450.38,2.01,5.66,1.28,317.24,1.0,274423990.39,1558202.0,3047268.0,140325042.19,,,151.0,131.03,,70000.0,,25.74,1432987.0,247122.0,,,131.03,151.0,6.5,12501.0,233934.0,145.17,28.59,,,3.51,3.51,42840232.0,3858009014.88,,4011.67,3.49,16.35,0.3285,52.45,0.0764,93.31
2016-02-15,3671664.0,338379511.64,2.18,5.85,1.38,343.84,1.0,279840489.45,1379374.0,3036473.0,127122716.15,,,,20.07,,,,18.22,213770.0,196817.0,,,20.07,,,17989.0,224565.0,129.14,22.22,,,3.12,3.12,42813256.0,3945657515.74,,4040.96,3.1,23.26,0.3234,48.76,0.0831,95.49
2016-02-16,3202888.0,290509559.35,1.9,5.04,1.21,302.03,1.0,249810767.25,1186591.0,2754181.0,107626625.89,,,58843.0,,,,,27.44,,295594.0,,,,58843.0,,43968.0,282292.0,113.24,24.93,,,2.71,2.71,42676544.0,3870864042.73,,4059.53,2.71,17.69,0.3712,56.05,0.073,93.98
2016-02-17,3193587.0,298357763.95,1.9,4.89,1.2,301.37,1.0,249525678.05,1214765.0,2670894.0,113488240.38,,,31042.0,1.19,,35074.0,,7.43,9000.0,72868.0,,,1.19,31042.0,3.47,70000.0,127361.0,114.18,12.97,,,2.71,2.71,43665212.0,4079380024.65,,4142.48,2.68,17.89,0.3749,56.81,0.0712,96.8
2016-02-18,2009046.0,187324765.4,1.19,3.02,0.76,194.55,0.0,146444332.53,1088931.0,1570606.0,101532639.93,,,6594.0,7.44,,2100.0,,12.12,70000.0,134897.0,,,7.44,6594.0,0.2,2469.0,1172388.0,105.43,107.86,,,2.43,2.43,43703312.0,4074925446.04,,4225.35,2.43,29.46,0.2592,38.43,0.0449,96.61
2016-02-19,2395073.0,223757369.0,1.42,3.62,0.9,231.69,0.0,170082461.71,1262162.0,1820543.0,117916259.07,,,164594.0,37.07,,3539.0,,2.77,383758.0,28504.0,,,37.07,164594.0,0.34,37141.0,137360.0,121.91,13.23,,,2.85,2.85,43038688.0,4020847628.41,,4147.63,2.86,25.02,0.2701,42.29,0.0541,96.8
2016-02-22,2510541.0,238736617.14,1.49,3.81,0.95,245.06,0.0,174665243.97,1379637.0,1836770.0,131194778.44,,,54300.0,27.82,,,,2.3,272451.0,24628.0,,,27.82,54300.0,,87803.0,256224.0,133.72,24.46,,,3.11,3.11,43026140.0,4091514582.8,,4194.4,3.09,30.22,0.2409,34.13,0.0565,98.53
2016-02-23,2595763.0,247742576.1,1.54,3.91,0.98,257.23,0.0,186810853.55,1516910.0,1957341.0,144775617.46,,,55444.0,11.67,,40702.0,,4.31,112038.0,45522.0,,,11.67,55444.0,4.12,127351.0,32169.0,149.5,1.37,,,3.42,3.42,42899488.0,4094375977.54,,4225.08,3.42,28.9,0.2247,32.17,0.0584,98.89
2016-02-24,2443410.0,228909918.73,1.45,3.65,0.92,243.33,0.0,196340088.5,1369415.0,2095756.0,128293113.46,,,46628.0,14.59,,,,24.71,138415.0,251012.0,,,14.59,46628.0,,56889.0,,135.2,,,,3.09,3.09,42927752.0,4021669806.42,,4220.92,3.1,30.7,0.2498,34.01,0.0552,97.07
2016-02-25,2114054.0,200523122.56,1.26,3.09,0.8,207.07,0.0,150401874.59,1171461.0,1585641.0,111115902.28,,,69137.0,10.78,,20000.0,,62.65,118404.0,630833.0,,,10.78,69137.0,1.97,363742.0,648519.0,114.22,66.29,,,2.64,2.64,43237760.0,4101205857.45,,4211.83,2.64,21.18,0.1495,22.75,0.0476,98.28
2016-02-26,2220400.0,210738874.96,1.32,3.28,0.84,219.14,0.0,156591778.01,1515625.0,1649892.0,143848454.05,,,158560.0,11.87,,,,4.16,118089.0,43114.0,,,11.87,158560.0,,228718.0,53838.0,149.27,5.09,,,3.41,3.41,42960636.0,4077407718.55,,4228.6,3.41,19.26,0.1296,21.2,0.0499,98.34
2016-02-29,2308696.0,218606595.53,1.37,3.48,0.87,228.48,0.0,151753028.19,1403847.0,1602658.0,132927944.31,,,,9.11,,,,21.69,86086.0,220577.0,,,9.11,,,108799.0,133320.0,138.19,13.01,,,3.17,3.17,42857728.0,4058127189.68,,4215.58,3.17,18.67,0.1667,28.53,0.0522,98.11
2016-03-01,2225575.0,215654826.13,1.32,3.35,0.84,220.63,0.0,133879779.61,1547096.0,1381650.0,149911244.91,,,,10.59,,,,1.48,102881.0,14856.0,,,10.59,,,158105.0,323889.0,152.34,32.12,,,3.49,3.49,42730632.0,4140533127.04,,4215.72,3.49,18.12,0.1355,24.73,0.0503,100.4
2016-03-02,1969959.0,186798326.49,1.17,2.97,0.74,198.91,0.0,127178455.93,1319896.0,1341213.0,125157104.26,,,8401.0,6.94,,,,24.05,57152.0,245823.0,,,6.94,8401.0,,10222.0,97589.0,131.75,8.17,,,2.98,2.98,42981792.0,4075682191.95,,4284.84,2.98,14.41,0.1105,17.1,0.0445,98.25
2016-03-03,2021617.0,190838227.62,1.2,3.1,0.76,200.38,0.0,127627466.66,1338803.0,1352003.0,126381402.44,,,9000.0,3.32,,,,4.66,34284.0,44851.0,,,3.32,9000.0,,54758.0,23494.0,131.06,3.29,,,3.04,3.04,42659260.0,4026983137.81,,4170.68,3.05,14.44,0.1081,16.2,0.0459,97.81
2016-03-04,2057206.0,197076702.84,1.22,3.28,0.78,204.24,0.0,137247927.24,1329541.0,1432677.0,127367680.52,,,51350.0,17.34,,40251.0,,9.35,172380.0,95799.0,,,17.34,51350.0,3.95,35187.0,131957.0,130.51,13.47,,,3.02,3.02,42695364.0,4090140493.34,,4183.26,3.03,13.78,0.1147,19.89,0.0467,99.26
2016-03-07,1893286.0,180551190.92,1.12,3.07,0.71,188.68,0.0,114668734.76,1223450.0,1202433.0,116672998.45,,,27448.0,0.87,,,,21.94,4586.0,227878.0,,,0.87,27448.0,,94339.0,234830.0,121.28,23.85,,,2.78,2.78,42780992.0,4079763466.51,,4236.98,2.78,15.56,0.1159,15.95,0.043,98.81
2016-03-08,1840367.0,175202676.1,1.09,3.0,0.69,182.68,0.0,108458246.43,1239287.0,1139269.0,117979945.77,,,49162.0,1.02,,,,4.26,10500.0,42728.0,,,1.02,49162.0,,9403.0,73664.0,122.34,7.43,,,2.82,2.82,42749568.0,4069752780.7,,4220.18,2.82,16.43,0.1176,17.27,0.0418,98.64
2016-03-09,1686857.0,162802662.19,1.0,2.77,0.64,168.04,0.0,106544603.67,1124893.0,1103947.0,108566152.95,,,3794.0,1.24,,7653.0,,11.65,13197.0,118188.0,,,1.24,3794.0,0.79,,56172.0,111.59,5.67,,,2.55,2.55,42927732.0,4143059578.38,,4257.07,2.55,16.41,0.1195,18.32,0.0383,100.0
