,EN FP Equity_DX_SI_QTY,EN FP Equity_DX_SHORT_INTEREST_VALUE,EN FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,EN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EN FP Equity_DX_SI_MV,EN FP Equity_DX_DSS,EN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EN FP Equity_DX_SUPPLY_SI_QTY,EN FP Equity_DX_BROKER_SI_QTY,EN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EN FP Equity_DX_BROKER_SI_MV_NEW_x,EN FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EN FP Equity_DX_SUPPLY_SI_QTY_INC_x,EN FP Equity_DX_BROKER_SI_MV_INC_x,EN FP Equity_DX_SUPPLY_SI_MV_NEW,EN FP Equity_DX_BROKER_SI_QTY_ADD,EN FP Equity_DX_BROKER_SI_QTY_NEW,EN FP Equity_DX_SUPPLY_SI_MV_DEC,EN FP Equity_DX_BROKER_SI_QTY_INC,EN FP Equity_DX_SUPPLY_SI_QTY_DEC,EN FP Equity_DX_BROKER_SI_MV_NEW_y,EN FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EN FP Equity_DX_BROKER_SI_MV_INC_y,EN FP Equity_DX_SUPPLY_SI_QTY_INC_y,EN FP Equity_DX_BROKER_SI_MV_ADD,EN FP Equity_DX_SUPPLY_SI_QTY_ADD,EN FP Equity_DX_BROKER_SI_QTY_DEC,EN FP Equity_DX_SUPPLY_SI_MV,EN FP Equity_DX_BROKER_SI_MV_DEC,EN FP Equity_DX_SUPPLY_SI_MV_RMV,EN FP Equity_DX_BROKER_SI_MV_RMV,EN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EN FP Equity_DX_UTILIZATION_QUANTITY,EN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EN FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EN FP Equity_DX_ACTIVE_UTILIZATION_MV,EN FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EN FP Equity_DX_BROKER_SI_CON_RATIO,EN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EN FP Equity_DX_DEMAND_SUPPLY_RATIO,EN FP Equity_PX_LAST
2008-10-20,23110174.0,417456714.63,8.82,8.03,6.74,717.25,2.0,337763834.32,10954465.0,18698420.0,197878863.63,,,52618.0,2.79,,6000.0,,3.95,125431.0,151632.0,,,2.79,52618.0,0.17,305059.0,,317.24,,,,22.52,22.52,37695624.0,680924832.12,,1073.25,22.82,13.31,0.1471,29.11,0.475,29.06
2008-10-21,23538532.0,439313972.04,8.98,8.16,6.87,747.82,2.0,357970047.99,11101925.0,19180108.0,207201994.12,,,222000.0,18.97,,42000.0,,2.11,505200.0,104279.0,,,18.97,222000.0,1.21,29739.0,65513.0,337.39,0.0,,,22.99,22.99,37186884.0,694041485.58,,1101.44,23.45,15.01,0.1437,28.01,0.4875,30.025
2008-10-22,23069346.0,395782867.23,8.8,7.97,6.73,734.59,2.0,317497129.99,10842688.0,18506236.0,186019583.96,,,18065.0,4.5,,,,12.54,135000.0,414432.0,,,4.5,18065.0,,344800.0,808872.0,329.84,25.89,6.16,,22.67,22.67,36978076.0,634404154.49,207670.0,1062.23,23.69,13.4,0.143,28.7,0.4824,27.6
2008-10-23,23950736.0,407182233.23,9.14,8.25,6.99,729.38,2.0,322615955.4,11471694.0,18976490.0,195028243.89,,207670.0,68024.0,8.73,5.68,,,2.57,510255.0,69389.0,,207670.0,8.73,68024.0,,422701.0,40000.0,323.84,2.11,,,23.71,23.71,36913640.0,627562274.99,,1015.48,24.18,13.32,0.1507,30.51,0.495,27.35
2008-10-24,25627312.0,422702458.55,9.78,8.81,7.48,770.76,2.0,343495510.62,10967666.0,20825208.0,180903068.68,,,113714.0,57.09,,,,21.55,2091300.0,767932.0,,,57.09,113714.0,,228594.0,242583.0,310.26,6.84,2.15,,22.64,22.64,37471680.0,618066040.71,78404.0,1016.36,23.39,12.59,0.1747,35.24,0.5291,26.535
2008-10-27,26335800.0,420882838.4,10.05,8.85,7.68,775.92,2.0,344929785.49,10978153.0,21583208.0,175446206.12,,19400.0,134.0,17.2,0.51,,,1.89,761500.0,69047.0,,19400.0,17.2,134.0,,60000.0,3500.0,301.95,0.14,,,22.6,22.6,37590080.0,600741939.34,,985.72,23.45,12.62,0.1718,34.94,0.5422,25.71
2008-10-28,26517922.0,459727654.04,10.12,9.03,7.74,773.66,2.0,374903404.94,10912639.0,21625106.0,189186842.27,,,231500.0,11.87,,,,11.34,548000.0,419853.0,,,11.87,231500.0,,122839.0,506101.0,293.73,14.95,,,22.32,22.32,37975868.0,658368204.94,,1014.59,22.45,14.45,0.1751,34.81,0.5424,27.89
2008-10-29,26979348.0,547051272.16,10.3,9.24,7.87,837.33,2.0,448221455.89,11303718.0,22105282.0,229201732.82,,,371389.0,24.6,,50000.0,,4.03,430176.0,180659.0,,,24.6,371389.0,1.32,200349.0,,334.62,,,,23.09,23.09,37657544.0,763569503.3,,1139.1,22.71,15.35,0.1677,33.01,0.551,32.62
2008-10-30,26412344.0,524882637.24,10.08,8.95,7.71,863.45,2.0,420451828.0,11756449.0,21157336.0,233631515.47,,,195061.0,9.37,,,,6.38,200818.0,225244.0,,,9.37,195061.0,,482914.0,1148765.0,386.42,12.57,,,23.98,23.98,37275956.0,740771136.82,,1202.12,24.33,14.63,0.1505,30.41,0.5387,31.97
2008-10-31,26550360.0,547594933.66,10.13,9.0,7.75,875.52,2.0,438293496.95,12338681.0,21250836.0,254482395.1,,59004.0,156590.0,5.19,1.92,,,0.71,126100.0,23959.0,,59004.0,5.19,156590.0,,405597.0,32600.0,406.85,1.97,0.49,,25.8,25.8,35486692.0,731904680.44,15000.0,1154.41,26.06,15.33,0.1495,29.96,0.5552,33.18
2008-11-03,26237916.0,543271091.03,10.01,8.98,7.66,872.29,2.0,439161563.94,12068875.0,21209824.0,249892975.06,,15000.0,290849.0,10.28,0.5,130000.0,,19.87,252445.0,628961.0,,15000.0,10.28,290849.0,4.26,53306.0,423456.0,403.37,12.88,,,24.58,24.58,37035676.0,766844901.38,,1229.34,24.71,15.44,0.1493,30.07,0.5343,33.31
2008-11-04,26432582.0,562417872.06,10.09,9.05,7.71,898.5,2.0,453484618.47,11771141.0,21312924.0,250459832.98,,,45500.0,3.67,,,,21.9,103100.0,684725.0,,,3.67,45500.0,,341491.0,,397.83,,,,23.98,23.98,37311604.0,793895689.98,,1249.58,24.15,15.46,0.1524,30.44,0.5385,34.23
2008-11-05,26685088.0,559828549.15,10.18,9.08,7.79,912.82,2.0,450575929.24,12134662.0,21477394.0,254574023.58,,,60827.0,13.53,,,,13.17,366200.0,409024.0,,,13.53,60827.0,,711718.0,201730.0,416.7,5.07,,,24.75,24.75,36897760.0,774080994.14,,1252.77,24.96,14.89,0.1467,29.81,0.5442,33.75
2008-11-06,26543964.0,510503489.04,10.13,9.02,7.74,891.28,2.0,410023557.39,11942287.0,21319444.0,229678550.67,,,56656.0,10.43,,,,12.54,308300.0,341056.0,,,10.43,56656.0,,92025.0,466250.0,399.28,15.91,,,24.37,24.37,37053076.0,712618679.63,,1198.89,24.98,14.0,0.1502,30.26,0.5418,30.94
2008-11-07,27453172.0,533023880.75,10.48,9.33,8.01,893.05,2.0,415146522.99,11527238.0,21381948.0,223809952.93,,,6172.0,0.66,,,,2.31,112505.0,77539.0,,,0.66,6172.0,,316744.0,50000.0,364.53,1.29,22.46,,23.97,23.97,36572688.0,710086109.07,660426.0,1137.76,24.26,14.2,0.151,29.62,0.5708,31.235
2008-11-10,28454292.0,536631282.58,10.86,9.68,8.3,924.13,2.0,406507132.34,12142505.0,21554600.0,229000532.92,,,156965.0,11.73,,,,6.59,362845.0,199718.0,,,11.73,156965.0,,658020.0,190193.0,382.53,4.25,,,25.24,25.24,35973064.0,678430919.06,,1108.51,25.66,14.79,0.1454,28.61,0.5914,30.34
2008-11-11,26736724.0,477813776.71,10.2,9.22,7.8,868.12,2.0,372678041.39,10962297.0,20853710.0,195907940.37,,,83000.0,,,,,40.16,,1263208.0,,,,83000.0,,,700891.0,336.78,16.46,,,22.72,22.72,37291468.0,666438310.25,,1106.17,23.34,14.87,0.1524,30.13,0.5541,28.75
2008-11-12,26139326.0,458851021.76,9.97,9.22,7.63,822.69,2.0,355569735.42,10177838.0,20255710.0,178662271.76,,,53464.0,,,,,31.38,,1035487.0,,,,53464.0,,197564.0,598000.0,304.37,22.1,,,21.05,21.05,38175784.0,670139600.95,,1094.93,21.75,14.02,0.1533,30.78,0.5406,28.24
2008-11-13,25851862.0,454929734.89,9.86,9.13,7.54,784.86,2.0,349898230.74,10762998.0,19883336.0,189402520.67,,400832.0,84484.0,0.54,11.05,,,5.65,20900.0,189015.0,,400832.0,0.54,84484.0,,288859.0,393274.0,305.25,27.32,,,22.06,22.06,38022272.0,669099274.98,,1070.02,22.2,13.68,0.1569,31.83,0.5299,28.31
2008-11-14,26533504.0,476078746.62,10.12,9.44,7.74,810.06,2.0,355997004.49,11306427.0,19840936.0,202866142.18,,,534890.0,2.54,,,,2.21,75000.0,78099.0,,,2.54,534890.0,,487470.0,117400.0,327.05,3.26,11.05,,23.35,23.35,37121132.0,666047801.14,400832.0,1060.19,23.58,13.32,0.1527,31.26,0.5479,28.865
2008-11-17,26689246.0,471407611.65,10.18,9.67,7.79,822.22,2.0,353039415.39,11311402.0,19987704.0,199791369.2,,,140000.0,10.82,,,,3.75,289768.0,135025.0,,,10.82,140000.0,,,143000.0,332.07,3.65,,,23.02,23.02,37819136.0,667992965.27,,1083.95,23.45,13.12,0.1514,31.19,0.5432,28.415
2008-11-18,26699972.0,464709405.9,10.19,10.0,7.79,815.28,2.0,349210026.13,12104021.0,20063932.0,210668850.43,,,658976.0,1.39,,,,4.85,102688.0,167128.0,,,1.39,658976.0,,300771.0,26460.0,349.19,0.62,,,24.55,24.55,37205520.0,647557049.69,,1050.75,24.94,13.22,0.1536,31.59,0.5415,28.0
2008-11-19,26368788.0,441079112.38,10.06,10.07,7.69,797.8,2.0,335080504.49,11738635.0,20031932.0,196355885.09,,,202897.0,,,,,17.19,,627532.0,,,,202897.0,,59249.0,32000.0,335.73,1.09,5.55,,23.78,23.78,37615016.0,629198348.8,195403.0,1036.62,24.46,13.39,0.1529,31.37,0.5343,26.91
2008-11-20,26874710.0,419806250.72,10.25,10.78,7.84,789.61,2.0,321829959.37,11680693.0,20602568.0,182462543.19,,,158199.0,8.92,,,,16.4,614636.0,580948.0,,,8.92,158199.0,,364807.0,44000.0,320.53,2.1,,,23.81,23.81,37386560.0,584010453.73,,977.29,24.7,13.55,0.1561,31.98,0.5477,25.13
2008-11-21,27515180.0,423311617.06,10.5,11.26,8.03,776.12,2.0,320988845.44,12259021.0,20864218.0,188600837.9,,195403.0,61589.0,7.87,4.88,100000.0,,5.78,350000.0,191296.0,,195403.0,7.87,61589.0,2.62,710913.0,188350.0,315.78,6.78,0.08,,24.95,24.95,36884124.0,567449610.51,2878.0,919.91,25.55,13.6,0.1602,32.67,0.5599,24.75
2008-11-24,27312356.0,478763351.45,10.42,11.73,7.97,770.46,2.0,370772385.9,11839546.0,21151718.0,207537596.63,,,231033.0,18.28,,,,22.02,1010000.0,878527.0,,,18.28,231033.0,,228019.0,722500.0,307.66,16.21,,,24.57,24.57,36354848.0,637270870.01,,960.76,24.26,13.97,0.1565,31.78,0.5667,28.2
2008-11-25,27605352.0,518218434.26,10.53,12.13,8.05,835.9,2.0,396872353.59,12174961.0,21141280.0,228553116.32,,,35201.0,12.24,,,,1.96,275000.0,93894.0,,,12.24,35201.0,,394108.0,285439.0,354.38,0.0,,,25.24,25.24,36061820.0,676966549.71,,1052.24,25.19,13.07,0.1525,31.23,0.5723,30.2
2008-11-26,26984692.0,503547888.19,10.3,11.96,7.87,846.73,2.0,386647683.09,11519911.0,20720112.0,214967317.63,,,3467.0,9.37,,,,17.94,152200.0,659117.0,,,9.37,3467.0,,600.0,573366.0,355.88,13.08,,,23.97,23.97,36546128.0,681969079.95,,1101.81,24.41,12.96,0.1567,31.9,0.5614,30.02
2008-11-27,27241402.0,538818199.11,10.39,12.3,7.95,862.19,2.0,415084493.33,11511022.0,20985712.0,227680944.76,,,20500.0,6.73,,,,0.94,271500.0,29389.0,,,6.73,20500.0,,,5900.0,356.88,0.2,,,23.94,23.94,36570544.0,723342897.64,,1133.35,23.95,13.43,0.1552,31.38,0.5666,31.82
2008-11-28,26371292.0,528164940.25,10.06,12.54,7.69,863.77,2.0,410944505.03,11090191.0,20518472.0,222114641.44,,,40772.0,2.06,,,,13.41,18418.0,467090.0,,,2.06,40772.0,,5487.0,485660.0,362.17,4.85,,,22.87,22.87,37407852.0,749205458.6,,1197.02,23.23,13.6,0.1497,29.91,0.5438,32.22
2008-12-01,26042064.0,479240036.84,9.94,12.81,7.6,846.25,2.0,372772970.84,10775379.0,20256608.0,198294306.82,,25372.0,,2.86,0.82,,,11.3,87600.0,340184.0,,25372.0,2.86,,,,349464.0,349.18,15.84,,,22.57,22.57,36975988.0,680451973.83,,1140.26,23.44,13.9,0.147,29.47,0.5454,29.605
2008-12-02,27467300.0,543798534.92,10.48,13.66,8.01,866.7,2.0,419968089.42,11221584.0,21212616.0,222165299.78,,,273900.0,24.43,,,,10.51,1059458.0,371959.0,,,24.43,273900.0,,544264.0,103449.0,342.57,4.1,,,22.97,22.97,37623640.0,744874097.94,,1156.45,22.85,13.29,0.1616,32.62,0.5623,31.85
2008-12-03,27635958.0,500240120.42,10.55,13.76,8.06,887.12,2.0,387654390.22,11440322.0,21416116.0,207081949.35,7.48,,268820.0,7.47,,,235000.0,0.0,10000.0,11982.0,7.48,,7.47,268820.0,,208900.0,41499.0,364.92,9.36,7.32,,23.01,23.01,38273408.0,692789235.92,247000.0,1169.37,23.78,13.04,0.1605,32.84,0.5559,29.12
2008-12-04,26545564.0,473820016.16,10.13,12.86,7.74,819.48,2.0,363341851.17,11310994.0,20356072.0,201893444.79,,,29038.0,0.0,,,,5.23,9427.0,158366.0,,,0.0,29038.0,,,1069473.0,334.27,40.08,,,23.27,23.27,37292032.0,665637061.06,,1077.28,23.68,13.85,0.1513,30.77,0.5462,28.715
2008-12-05,26721676.0,453543033.34,10.2,13.02,7.8,812.25,2.0,342294140.01,11619947.0,20167156.0,197223632.59,,247000.0,154480.0,,7.13,,,1.92,,65000.0,,247000.0,,154480.0,,9819.0,188914.0,337.95,8.38,1.07,,23.63,23.63,37561184.0,637520390.83,37346.0,1052.98,24.3,13.95,0.1477,30.24,0.5433,27.305
2008-12-08,26623520.0,498959638.94,10.16,13.36,7.77,795.13,2.0,377917689.51,11379091.0,20164956.0,213259070.81,,,800.0,,,,,9.01,,291368.0,,,,800.0,,121627.0,2200.0,323.9,3.61,2.08,,23.15,23.15,37766124.0,707786633.59,71915.0,1084.8,22.99,14.11,0.1505,30.38,0.5417,30.15
2008-12-09,26308690.0,488643855.81,10.04,13.14,7.68,820.1,2.0,369677947.86,11285811.0,19903540.0,209616754.12,,,15009.0,,,,,10.52,,393865.0,,,,15009.0,,285576.0,261417.0,346.93,0.02,,,22.95,22.95,37892796.0,703800985.34,,1137.78,23.37,13.58,0.1486,30.38,0.535,29.88
2008-12-10,26234384.0,497374294.44,10.01,13.11,7.65,820.12,2.0,371653775.97,11121193.0,19603160.0,210845260.24,,,195833.0,,,,,16.01,,531808.0,,,,195833.0,,171357.0,300380.0,339.27,10.04,,,22.65,22.65,37984124.0,720136095.99,,1146.11,22.84,13.57,0.1469,30.44,0.5342,30.5
2008-12-11,25790862.0,491691000.32,9.84,13.32,7.52,811.23,2.0,374175212.03,10673810.0,19626760.0,203491310.84,,,60968.0,0.52,,,,15.84,28600.0,531634.0,,,0.52,60968.0,,23283.0,5000.0,327.25,0.0,,,21.69,21.69,38545072.0,734844186.64,,1171.93,21.83,13.81,0.1514,30.99,0.524,30.67
2008-12-12,25629012.0,472992971.81,9.78,13.85,7.48,808.7,2.0,359464155.25,10597430.0,19477480.0,195579521.72,,,53300.0,,,,,5.58,,179468.0,,,,53300.0,,49788.0,149281.0,327.99,4.12,,,22.19,22.19,37152168.0,685657112.0,,1117.39,22.69,13.9,0.1499,30.66,0.5367,29.69
2008-12-15,25601260.0,479642009.45,9.77,14.14,7.47,793.52,2.0,366409575.1,10477295.0,19557392.0,196293105.4,,,500.0,0.86,,,,3.92,110300.0,121385.0,,,0.86,500.0,,750.0,30387.0,315.05,1.0,,,21.3,21.3,38704644.0,725135138.79,,1155.15,21.43,14.08,0.1523,30.98,0.5205,30.14
2008-12-16,25502360.0,481989975.09,9.73,14.13,7.44,794.34,2.0,374242714.67,10148405.0,19801392.0,191803012.47,,,230.0,,,557800.0,,16.88,,572092.0,,,,230.0,16.32,242972.0,313800.0,307.61,8.6,,,21.34,21.34,37400884.0,706869919.0,,1126.56,21.45,14.04,0.1464,29.99,0.5363,30.405
2008-12-17,26299184.0,505714049.94,10.04,14.75,7.67,822.3,2.0,388650075.46,10563314.0,20211382.0,203124792.91,,,19016.0,1.87,,571664.0,,1.12,30218.0,41343.0,,,1.87,19016.0,17.31,437236.0,191892.0,321.1,5.84,,,21.45,21.45,38686280.0,743908835.19,,1180.01,21.39,13.54,0.1454,30.17,0.534,30.935
2008-12-18,25074388.0,484500064.41,9.57,14.29,7.32,810.27,2.0,372595536.61,10152638.0,19282980.0,196174429.66,,,27482.0,,,,,14.51,,501856.0,,,,27482.0,,63698.0,928401.0,324.96,24.71,,,20.61,20.61,39101184.0,755532943.28,,1219.09,21.05,13.79,0.138,28.44,0.5091,31.085
2008-12-19,25096776.0,476820545.37,9.58,14.37,7.32,811.68,2.0,365330748.56,10169145.0,19228668.0,193206380.96,,,135439.0,3.73,,,,14.25,87016.0,457777.0,,,3.73,135439.0,,338845.0,141330.0,327.98,4.42,,,20.6,20.6,39187884.0,744541379.37,,1213.17,21.28,13.81,0.1394,28.46,0.5085,30.565
2008-12-22,23192436.0,423772194.05,8.85,13.41,6.77,734.14,2.0,350083556.27,9886485.0,19159564.0,180645855.4,,,34013.0,2.71,,,,12.68,126400.0,366215.0,,,2.71,34013.0,,49542.0,195502.0,307.37,5.96,,,19.82,19.82,39989224.0,730683106.9,,1198.98,20.4,15.16,0.1544,31.62,0.465,29.395
2008-12-23,23354476.0,425063511.37,8.91,13.73,6.81,725.62,2.0,348713948.89,10048525.0,19159564.0,182888338.86,,,34252.0,,,,,2.99,,89215.0,,,,34252.0,,217003.0,,302.41,,,,20.1,20.1,39945668.0,727031764.88,,1172.19,20.51,15.27,0.1547,31.66,0.4671,29.28
2008-12-24,23313856.0,432729535.64,8.9,13.89,6.8,722.6,2.0,355297272.48,10025376.0,19142094.0,186081457.36,,,,,,,,0.75,,23149.0,,,,,,,17471.0,301.28,1.03,,,20.05,20.05,39981536.0,742099097.95,,1173.43,20.43,15.31,0.1549,31.68,0.4662,29.86
2008-12-25,23344732.0,433302626.47,8.91,14.29,6.81,721.56,2.0,355297272.48,10056253.0,19142094.0,186654566.75,,,9810.0,0.0,,,,,12.0,,,,0.0,9810.0,,21067.0,,301.23,,6.85,,20.1,20.1,39972272.0,741927148.43,235062.0,1171.57,20.45,15.33,0.1556,31.83,0.4666,
2008-12-26,23340474.0,433223593.54,8.91,14.29,6.81,728.86,2.0,355000295.76,10067995.0,19126094.0,186872510.54,,,13803.0,,,,,0.06,,2061.0,,,,13803.0,,,16000.0,305.84,0.23,,,20.11,20.11,39991604.0,742285970.56,,1187.26,20.48,15.19,0.1541,31.53,0.4663,
2008-12-29,23187744.0,418713785.21,8.85,14.2,6.77,726.12,2.0,343862542.81,10232301.0,19042594.0,184770259.8,,,234535.0,,,,,2.05,,70229.0,,,,234535.0,,,83500.0,311.92,2.13,,,21.0,21.0,38494920.0,695123840.61,,1135.06,21.56,15.27,0.1532,31.36,0.4759,29.05
2008-12-30,22888398.0,426041926.37,8.73,14.23,6.68,711.92,2.0,349803116.37,10192422.0,18792594.0,189720534.53,,,8100.0,,,,,1.6,,50147.0,,,,8100.0,,2168.0,250000.0,307.32,8.95,,,20.35,20.35,39887304.0,742457546.99,,1180.76,20.65,15.53,0.1571,31.76,0.457,29.945
2008-12-31,22874800.0,429414667.13,8.73,14.46,6.67,721.84,2.0,352499867.58,10186214.0,18777570.0,191219581.99,,,3457.0,,,,,0.14,,12744.0,,,,3457.0,,3079.0,15024.0,313.53,0.0,,,20.55,20.55,39373592.0,739136425.34,,1189.19,20.86,15.38,0.1556,31.53,0.4616,30.2
2009-01-01,22771948.0,427483889.27,8.69,14.58,6.64,718.67,2.0,350680259.82,10020894.0,18680640.0,188116130.47,,,,6.83,,,,4.99,228070.0,165320.0,,,6.83,,,,24.0,309.22,0.0,,9.91,20.04,20.04,39979256.0,750506186.16,,1205.02,20.42,15.45,0.1536,31.72,0.4554,
2009-01-02,22983124.0,440734303.56,8.77,14.71,6.71,728.24,2.0,364498169.92,9909499.0,19007612.0,190028829.0,10.0,,8569.0,2.49,,,325000.0,3.56,93996.0,119964.0,10.0,,2.49,8569.0,,,92024.0,308.11,2.5,,,20.98,20.98,37314052.0,715550363.0,,1138.84,21.29,15.22,0.156,31.65,0.4867,30.85
2009-01-05,22735344.0,439091882.72,8.68,14.83,6.63,732.13,2.0,358465519.6,9661005.0,18560664.0,186584767.5,,,4985.0,,,,,7.27,,253479.0,,,,4985.0,,,197547.0,308.25,2.49,,7.9,20.4,20.4,37698340.0,728074978.14,,1170.27,20.85,15.2,0.1535,31.14,0.4801,31.07
2009-01-06,22601072.0,462278355.38,8.62,14.88,6.59,736.9,2.0,380719549.19,9716055.0,18613612.0,198730481.73,8.21,,80224.0,0.16,,,249400.0,1.09,4059.0,35174.0,8.21,,0.16,80224.0,,10000.0,200511.0,313.07,5.58,,,20.49,20.49,37703852.0,771187963.74,,1208.78,20.57,15.2,0.1545,31.04,0.4766,32.905
2009-01-07,22878180.0,480674184.83,8.73,15.5,6.67,769.34,2.0,392943873.43,9934893.0,18702566.0,208733675.24,,,205118.0,10.3,,,,0.0,265395.0,19620.0,,,10.3,205118.0,,33340.0,176442.0,332.04,0.0,,,21.15,21.15,37028564.0,777975993.55,,1233.83,21.2,14.57,0.1477,30.14,0.4871,33.8
2009-01-08,21806572.0,451991998.9,8.32,14.73,6.36,735.94,2.0,369062368.89,9800949.0,17805592.0,203147497.44,,,45953.0,1.07,,,,5.67,28009.0,187288.0,,,1.07,45953.0,,7391.0,924982.0,333.9,32.7,,,20.92,20.92,37048844.0,767923590.03,,1243.37,21.17,15.26,0.1444,29.0,0.4655,33.345
2009-01-09,21512262.0,446092319.69,8.21,14.86,6.28,728.58,2.0,362661505.47,9765218.0,17488912.0,202497940.47,,,191203.0,0.94,,,,7.7,33318.0,226934.0,,,0.94,191203.0,,,350000.0,334.95,11.51,,,20.84,20.84,37082912.0,768975491.04,,1241.19,21.25,15.53,0.1442,29.4,0.4592,33.36
2009-01-12,21236618.0,408430616.63,8.1,15.33,6.2,706.47,2.0,331203050.35,9544181.0,17221120.0,183557275.04,,,31245.0,1.09,,,,9.72,53042.0,273108.0,,,1.09,31245.0,,20826.0,320832.0,318.78,12.14,,,20.15,20.15,37823116.0,727428378.23,,1216.68,20.76,16.04,0.1486,30.33,0.4483,30.94
2009-01-13,20668884.0,381965873.31,7.89,14.92,6.03,662.58,2.0,311561419.01,8400721.0,16859168.0,155247314.43,,,55995.0,2.14,,,,40.9,84000.0,1210667.0,,,2.14,55995.0,,11212.0,445953.0,265.16,20.57,,,17.75,17.75,38929296.0,719422613.44,,1182.19,18.32,16.98,0.1597,31.64,0.4367,29.73
2009-01-14,20563344.0,357263113.41,7.85,14.56,6.0,641.05,2.0,291355591.28,9051485.0,16769840.0,157258552.5,,,,0.0,,1921.0,,1.78,40000.0,43697.0,,,0.0,,0.06,694461.0,131249.0,275.73,7.07,,,19.23,19.23,38025608.0,660648730.25,,1100.32,20.04,17.49,0.162,31.91,0.4368,27.95
2009-01-15,20798508.0,362706284.22,7.93,14.68,6.07,631.79,2.0,297365779.79,9037917.0,17051716.0,157612713.96,,,1250.0,6.67,,,,2.31,367447.0,36471.0,,,6.67,1250.0,,21653.0,85572.0,262.16,4.5,,,19.27,19.27,37862096.0,660279100.45,,1061.64,19.8,17.47,0.166,32.53,0.4435,28.055
2009-01-16,21684314.0,384489041.37,8.27,15.05,6.33,655.66,2.0,301261915.94,9938451.0,16990492.0,176220723.32,,,492964.0,0.91,,,,3.84,37531.0,131758.0,,,0.91,492964.0,,539328.0,98753.0,285.46,3.18,,,21.25,21.25,36820000.0,652863009.79,,1036.0,21.6,16.76,0.1557,31.31,0.4638,28.525
2009-01-19,21676824.0,376338988.02,8.27,15.15,6.32,659.27,2.0,295786130.75,10160881.0,17037044.0,176406639.32,,,102699.0,0.52,,,,1.77,53991.0,65008.0,,,0.52,102699.0,,184739.0,7441.0,296.35,0.04,,,21.72,21.72,36611368.0,635622874.61,,1029.21,22.36,16.72,0.1555,31.31,0.4635,27.93
2009-01-20,21772026.0,366758983.8,8.31,16.18,6.35,656.88,2.0,288869420.95,10258898.0,17148244.0,172815474.56,,,115014.0,3.81,,,,0.8,151200.0,19196.0,,,3.81,115014.0,,2199.0,40000.0,295.73,1.11,,,21.93,21.93,36515784.0,615123821.39,,1008.2,22.68,16.99,0.1563,31.37,0.4655,27.1
2009-01-21,23215708.0,382708473.53,8.86,17.39,6.77,681.3,2.0,296323015.91,11060265.0,17975428.0,182327290.43,,,237930.0,22.47,,,,3.82,875404.0,130914.0,,,22.47,237930.0,,694351.0,48219.0,304.85,3.13,,,23.69,23.69,35636928.0,587470962.17,,953.76,24.22,17.14,0.155,31.49,0.4972,26.52
2009-01-22,24058542.0,389723273.32,9.18,17.68,7.02,696.8,2.0,302208314.09,11471488.0,18656036.0,185826134.15,,,441737.0,16.16,,,,1.27,680608.0,39299.0,,,16.16,441737.0,,8785.0,,310.67,,,,24.5,24.5,35360216.0,572798597.89,,928.89,25.06,16.74,0.157,31.65,0.5137,26.06
2009-01-23,23730096.0,379830079.25,9.05,17.72,6.92,682.93,2.0,293312852.25,11711679.0,18324884.0,187460175.58,,,3347.0,0.0,,25000.0,,1.7,20600.0,39962.0,,,0.0,3347.0,0.67,276806.0,376753.0,312.76,10.01,,,25.02,25.02,35092368.0,561697555.65,,908.9,25.6,17.08,0.159,32.22,0.507,25.75
2009-01-26,24185044.0,410789825.18,9.23,18.41,7.05,693.39,2.0,315838524.34,12049677.0,18594834.0,204667178.12,,,212926.0,4.51,,35000.0,,2.22,234951.0,73374.0,,,4.51,212926.0,0.9,198446.0,,318.65,,,,25.75,25.75,34736264.0,590005286.57,,922.53,25.67,17.06,0.1595,32.19,0.5169,27.325
2009-01-27,24396316.0,409449777.82,9.31,18.53,7.12,717.64,2.0,316569054.35,12043444.0,18862188.0,202128283.22,,,24028.0,13.07,,,,1.8,275000.0,69530.0,,,13.07,24028.0,,39269.0,7645.0,336.29,0.0,,,25.66,25.66,34882792.0,585447058.24,,947.69,26.19,16.57,0.1561,32.0,0.5199,27.0
2009-01-28,25043136.0,433070362.28,9.55,18.65,7.31,737.72,2.0,334166192.18,12226546.0,19323810.0,211433372.63,,8567.0,210527.0,14.79,0.24,,,1.3,461621.0,48104.0,,8567.0,14.79,210527.0,,20679.0,,341.48,,0.23,,26.11,26.11,34601144.0,598356769.99,8567.0,951.94,26.4,16.47,0.1524,31.25,0.5348,27.82
