,CRP FP Equity_DX_SI_QTY,CRP FP Equity_DX_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CRP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CRP FP Equity_DX_SI_MV,CRP FP Equity_DX_DSS,CRP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY,CRP FP Equity_DX_BROKER_SI_QTY,CRP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CRP FP Equity_DX_BROKER_SI_MV_NEW_x,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_x,CRP FP Equity_DX_BROKER_SI_MV_INC_x,CRP FP Equity_DX_BROKER_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_NEW,CRP FP Equity_DX_SUPPLY_SI_MV_DEC,CRP FP Equity_DX_BROKER_SI_QTY_INC,CRP FP Equity_DX_SUPPLY_SI_QTY_DEC,CRP FP Equity_DX_BROKER_SI_MV_NEW_y,CRP FP Equity_DX_BROKER_SI_MV_INC_y,CRP FP Equity_DX_SUPPLY_SI_QTY_INC_y,CRP FP Equity_DX_BROKER_SI_MV_ADD,CRP FP Equity_DX_SUPPLY_SI_QTY_ADD,CRP FP Equity_DX_BROKER_SI_QTY_DEC,CRP FP Equity_DX_SUPPLY_SI_MV,CRP FP Equity_DX_BROKER_SI_MV_DEC,CRP FP Equity_DX_SUPPLY_SI_MV_RMV,CRP FP Equity_DX_BROKER_SI_MV_RMV,CRP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CRP FP Equity_DX_UTILIZATION_QUANTITY,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CRP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CRP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CRP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CRP FP Equity_DX_ACTIVE_UTILIZATION_MV,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CRP FP Equity_DX_BROKER_SI_CON_RATIO,CRP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CRP FP Equity_DX_DEMAND_SUPPLY_RATIO,CRP FP Equity_PX_LAST
2021-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2020531.19,,1.96,0.0,,0.0,,0.0,156.509
2021-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2017368.24,,1.97,0.0,,0.0,,0.0,156.264
2021-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2014966.98,,1.96,0.0,,0.0,,0.0,156.078
2021-03-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2015147.72,,1.96,0.0,,0.0,,0.0,156.092
2021-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2019963.15,,1.96,0.0,,0.0,,0.0,156.465
2021-03-23,3900.0,610424.1,1.81,0.08,0.61,,610424.1,8800.0,3900.0,1377367.2,,,,3900.0,,,,,,,,0.61,8800.0,,1.38,,,,100.0,68.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3021,156.519
2021-03-24,5700.0,892095.6,2.68,0.12,0.89,,751238.4,9700.0,4800.0,1518127.6,,,0.14,,,,900.0,,,0.14,,,900.0,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4415,156.508
2021-03-25,10600.0,1661783.2,5.38,0.23,1.66,,1520688.4,9700.0,9700.0,1520688.4,,,0.76,,,,4900.0,,,0.76,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,156.772
2021-03-26,10600.0,1660543.0,5.48,0.23,1.66,,1519553.5,9700.0,9700.0,1519553.5,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,156.655
2021-03-29,10600.0,1659705.6,5.47,0.23,1.66,,1518787.2,9700.0,9700.0,1518787.2,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,156.576
2021-03-30,10600.0,1658921.2,5.43,0.23,1.66,,1518069.4,9700.0,9700.0,1518069.4,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,156.502
2021-03-31,10600.0,1661327.4,5.44,0.23,1.65,,1520271.3,9700.0,9700.0,1520271.3,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,156.729
2021-04-01,10600.0,1665090.4,5.6,0.23,1.66,,1523714.8,9700.0,9700.0,1523714.8,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,157.084
2021-04-02,10600.0,1665090.4,5.45,0.23,1.67,,1523714.8,9700.0,9700.0,1523714.8,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,
2021-04-05,10600.0,1665090.4,5.45,0.23,1.66,,1523714.8,9700.0,9700.0,1523714.8,,,,,,,,,,,,,,,1.52,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,
2021-04-06,10600.0,1665482.6,5.45,0.23,1.67,,1524073.7,9700.0,9700.0,1524073.7,,,,,,,,,,,,,,,1.51,,,,100.0,75.14,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8211,157.121
2021-04-07,14600.0,2288228.8,7.75,0.31,2.27,,909022.4,8800.0,5800.0,1379206.4,,,,,,0.14,,900.0,,,,,,3900.0,1.36,0.61,,,100.0,68.16,0.0,0.0,,0.0,100.0,,1.0,100.0,1.1309,156.728
2021-04-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,1.36,,8800.0,,,,,,5800.0,0.0,0.91,,,0.0,0.0,12910.0,2026611.8,,1.96,0.0,,0.0,,0.0,156.98
2021-04-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2025307.89,,1.97,0.0,,0.0,,0.0,156.879
2021-04-12,700.0,109650.8,0.36,0.01,0.11,,109650.8,700.0,700.0,109650.8,,,,700.0,,,,,,,,0.11,700.0,,0.11,,,,100.0,4.89,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0489,156.644
2021-04-13,4700.0,736696.8,2.47,0.1,0.74,,423208.8,2700.0,2700.0,423208.8,,,0.31,,,,2000.0,,,0.31,,,2000.0,,0.42,,,,100.0,18.87,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3284,156.744
2021-04-14,5400.0,844495.2,2.93,0.12,0.85,,531719.2,3400.0,3400.0,531719.2,,,0.11,,,,700.0,,,0.11,,,700.0,,0.53,,,,29.39,24.8,8169.0,1277533.57,,1.28,29.36,,1.0,100.0,0.3939,156.388
2021-04-15,6100.0,957620.7,3.51,0.13,0.95,,643646.7,4100.0,4100.0,643646.7,,700.0,0.11,,,,700.0,,,0.11,700.0,,,,0.64,,,,35.44,28.65,7469.0,1172535.9,,1.17,35.46,,1.0,100.0,0.4263,156.987
2021-04-16,6100.0,955040.4,3.56,0.13,0.96,,641912.4,4100.0,4100.0,641912.4,,,,,,,,,,,,,,,0.64,,,,35.44,28.65,7469.0,1169376.52,,1.17,35.41,,1.0,100.0,0.4263,156.564
2021-04-19,4100.0,642014.9,2.36,0.09,0.64,,642014.9,2100.0,4100.0,328836.9,,,,,,0.31,,2000.0,,,,,,,0.33,,,,21.95,15.32,7469.0,1169563.24,,1.17,21.95,,1.0,100.0,0.2991,156.589
2021-04-20,1400.0,219317.0,0.82,0.03,0.22,,219317.0,1400.0,1400.0,219317.0,,,,,,0.11,,700.0,,,,,,2700.0,0.22,0.42,,,15.79,10.84,7469.0,1170056.2,,1.17,15.79,,1.0,100.0,0.1084,156.655
2021-04-21,1400.0,219415.0,0.87,0.03,0.22,,109707.5,700.0,700.0,109707.5,,,,,,0.11,,700.0,,,,,,700.0,0.11,0.11,,,7.89,5.42,8169.0,1280286.52,,1.28,7.89,,1.0,100.0,0.1084,156.725
2021-04-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,0.11,,700.0,,,,,,700.0,0.0,0.11,,,0.0,0.0,12910.0,2022958.27,,1.96,0.0,,0.0,,0.0,156.697
2021-04-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2021641.45,,1.97,0.0,,0.0,,0.0,156.595
2021-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2023319.75,,1.96,0.0,,0.0,,0.0,156.725
2021-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12910.0,2022777.53,,1.97,0.0,,0.0,,0.0,156.683
2021-04-28,8000.0,1251912.0,6.44,0.17,1.26,,1251912.0,8000.0,8000.0,1251912.0,,,,8000.0,,,,,,,,1.26,8000.0,,1.26,,,,100.0,61.97,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6197,156.489
2021-04-29,8000.0,1250832.0,6.25,0.17,1.26,,1250832.0,8000.0,8000.0,1250832.0,,,,,,,,,,,,,,,1.25,,,,100.0,61.97,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6197,156.354
2021-04-30,8800.0,1374762.4,7.14,0.19,1.37,,1374762.4,8800.0,8800.0,1374762.4,,,0.11,,,,800.0,,,0.11,,,800.0,,1.38,,,,100.0,60.65,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6065,156.223
2021-05-03,8800.0,1379118.4,7.12,0.19,1.38,,1379118.4,8800.0,8800.0,1379118.4,,,,,,,,,,,,,,,1.38,,,,100.0,63.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6372,156.718
2021-05-04,8800.0,1378872.0,7.1,0.19,1.38,,1378872.0,8800.0,8800.0,1378872.0,,,,,,,,,,,,,,,1.38,,,,100.0,63.72,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6372,156.69
2021-05-05,8800.0,1377393.6,7.08,0.19,1.38,,1377393.6,7300.0,8800.0,1142610.6,,,,,,0.24,,1500.0,,,,,,,1.14,,,,100.0,50.31,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6065,156.522
2021-05-06,8100.0,1267722.9,6.59,0.17,1.27,,1267722.9,8100.0,8100.0,1267722.9,,800.0,,,,,,,,,800.0,,,700.0,1.27,0.1,,,100.0,55.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5582,156.509
2021-05-07,8100.0,1269164.7,6.44,0.17,1.27,,1269164.7,8100.0,8100.0,1269164.7,,,,,,,,,,,,,,,1.27,,,,100.0,55.82,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5582,156.687
2021-05-10,7300.0,1143815.1,5.68,0.16,1.14,,1143815.1,800.0,7300.0,125349.6,,,,,,1.14,,7300.0,,,,,,800.0,0.13,0.13,,,10.04,6.66,7169.0,1123289.1,,1.12,10.04,,1.0,100.0,0.6078,156.687
2021-05-11,800.0,125009.6,0.62,0.02,0.13,,125009.6,800.0,800.0,125009.6,,,,,,,,,,,,,,6500.0,0.13,1.02,,,10.04,6.66,7169.0,1120242.28,,1.12,10.04,,1.0,100.0,0.0666,156.262
2021-05-12,800.0,124736.0,0.58,0.02,0.12,,124736.0,0.0,800.0,0.0,,,,,,0.13,,800.0,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.065,155.92
2021-05-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,800.0,0.0,0.12,,,0.0,0.0,12010.0,1869656.75,,1.81,0.0,,0.0,,0.0,155.675
2021-05-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12510.0,1950283.98,,1.89,0.0,,0.0,,0.0,155.898
2021-05-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010.0,1869008.21,,1.81,0.0,,0.0,,0.0,155.621
2021-05-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010.0,1870281.27,,1.81,0.0,,0.0,,0.0,155.727
2021-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010.0,1866414.05,,1.81,0.0,,0.0,,0.0,155.405
2021-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,12010.0,1869128.31,,1.81,0.0,,0.0,,0.0,155.631
2021-05-21,2200.0,342051.6,1.78,0.05,0.34,,233217.0,1500.0,1500.0,233217.0,,,,1500.0,,,,,,,,0.23,1500.0,,0.23,,,,100.0,11.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1616,155.478
2021-05-24,2200.0,342463.0,1.84,0.05,0.34,,233497.5,1500.0,1500.0,233497.5,,,,,,,,,,,,,,,0.23,,,,100.0,11.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1616,155.665
2021-05-25,2200.0,343182.4,1.87,0.05,0.34,,233988.0,1500.0,1500.0,233988.0,,,,,,,,,,,,,,,0.23,,,,100.0,11.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1616,155.992
2021-05-26,2200.0,343120.8,1.77,0.05,0.34,,233946.0,1500.0,1500.0,233946.0,,,,,,,,,,,,,,,0.23,,,,100.0,11.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1704,155.964
2021-05-27,5100.0,795997.8,4.06,0.12,0.8,,686743.2,4400.0,4400.0,686743.2,,,0.45,,,,2900.0,,,0.45,,,2900.0,,0.69,,,,46.47,32.33,5069.0,791159.38,,0.79,46.47,,1.0,100.0,0.3747,156.078
2021-05-28,5100.0,796523.1,4.03,0.12,0.8,,687196.4,4400.0,4400.0,687196.4,,,,,,,,,,,,,,,0.69,,,,46.47,34.08,5069.0,791681.49,,0.79,46.47,,1.0,100.0,0.395,156.181
2021-05-31,6600.0,1028695.8,5.94,0.15,1.03,,919591.7,7400.0,5900.0,1153386.2,,3000.0,0.24,,,,1500.0,,,0.24,3000.0,,,,1.16,,,,100.0,54.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4849,155.863
2021-06-01,6600.0,1030821.0,6.1,0.15,1.03,,921491.5,7400.0,5900.0,1155769.0,,,,,,,,,,,,,,,1.15,,,,100.0,54.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4849,156.185
2021-06-02,6600.0,1030464.6,5.88,0.15,1.03,,921172.9,7400.0,5900.0,1155369.4,,,,,,,,,,,,,,,1.16,,,,100.0,54.37,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4849,156.131
2021-06-03,8000.0,1250544.0,6.59,0.19,1.25,,1031698.8,8100.0,6600.0,1266175.8,,,0.1,,,,700.0,,,0.1,,,700.0,,1.27,,,,100.0,59.52,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5878,156.318
2021-06-04,9400.0,1471617.0,8.51,0.22,1.47,,1142851.5,8800.0,7300.0,1377684.0,,,0.11,,,,700.0,,,0.11,,,700.0,,1.38,,,,100.0,64.66,0.0,0.0,,0.0,100.0,8.77,0.84,91.23,0.6907,156.555
2021-06-07,9400.0,1468374.0,8.44,0.22,1.47,,1140333.0,7300.0,7300.0,1140333.0,,,,,,0.23,,1500.0,,,,,,,1.14,,,,100.0,53.64,0.0,0.0,,0.0,100.0,8.75,0.8404,91.25,0.6907,156.21
2021-06-08,5000.0,783200.0,4.4,0.12,0.78,,454256.0,2900.0,2900.0,454256.0,,,,,,0.69,,4400.0,,,,,,4400.0,0.45,0.69,,,100.0,22.46,0.0,0.0,,0.0,100.0,19.48,0.6862,80.52,0.3873,156.64
2021-06-09,5000.0,784460.0,4.35,0.12,0.78,,454986.8,2900.0,2900.0,454986.8,,,,,,,,,,,,,,,0.45,,,,100.0,21.31,0.0,0.0,,0.0,100.0,19.46,0.6865,80.54,0.3674,156.892
2021-06-10,5000.0,784475.0,4.75,0.12,0.78,,454995.5,2900.0,2900.0,454995.5,,,,,,,,,,,,,,,0.45,,,,100.0,21.31,0.0,0.0,,0.0,100.0,19.43,0.687,80.57,0.3674,156.895
2021-06-11,4300.0,675130.1,3.97,0.1,0.68,,455320.3,2200.0,2900.0,345415.4,,,,,,0.11,,700.0,,,,,,,0.35,,,,100.0,16.16,0.0,0.0,,0.0,100.0,19.45,1.0,100.0,0.3159,157.007
2021-06-14,3600.0,564832.8,3.48,0.08,0.57,,345175.6,2200.0,2200.0,345175.6,,,,,,,,,,,,,,700.0,0.35,0.11,,,100.0,16.16,0.0,0.0,,0.0,100.0,,1.0,100.0,0.2645,156.898
2021-06-15,4300.0,673921.8,4.13,0.1,0.67,,454505.4,2900.0,2900.0,454505.4,,,0.11,,,,700.0,,,0.11,,,700.0,,0.45,,,,28.52,21.31,7269.0,1139241.29,,1.14,28.51,,1.0,100.0,0.3159,156.726
2021-06-16,4300.0,674381.9,4.02,0.1,0.67,,454815.7,2900.0,2900.0,454815.7,,,,,,,,,,,,,,,0.45,,,,28.52,21.31,7269.0,1140019.08,,1.13,28.52,,1.0,100.0,0.3159,156.833
2021-06-17,2900.0,453887.7,2.84,0.07,0.46,,344328.6,2200.0,2200.0,344328.6,,,,,,0.11,,700.0,,,,,,700.0,0.35,0.11,,,23.23,16.16,7269.0,1137693.0,,1.14,23.23,,1.0,100.0,0.2131,156.513
2021-06-18,2900.0,454612.7,2.95,0.07,0.45,,344878.6,2200.0,2200.0,344878.6,,,,,,,,,,,,,,,0.34,,,,23.23,16.16,7269.0,1139510.25,,1.14,23.23,,1.0,100.0,0.2131,156.763
2021-06-21,5100.0,798501.9,5.27,0.12,0.8,,579305.3,2900.0,3700.0,454050.1,,700.0,0.24,,,,1500.0,,,0.24,700.0,,,,0.45,,,,28.52,21.31,7269.0,1138100.06,,1.14,28.53,,1.0,100.0,0.3747,156.569
2021-06-22,5800.0,906859.0,5.75,0.13,0.91,,687962.0,3600.0,4400.0,562878.0,,700.0,0.11,,,,700.0,,,0.11,700.0,,,,0.56,,,,35.4,26.45,6569.0,1027096.0,,1.03,35.4,,1.0,100.0,0.4262,156.355
2021-06-23,6500.0,1017445.0,6.89,0.15,1.02,,798303.0,4300.0,5100.0,673079.0,,700.0,0.11,,,,700.0,,,0.11,700.0,,,,0.67,,,,42.29,31.59,5869.0,918674.57,,0.92,42.29,,1.0,100.0,0.4776,156.53
2021-06-24,6500.0,1017523.0,6.97,0.15,1.02,,798364.2,4300.0,5100.0,673130.6,,,,,,,,,,,,,,,0.67,,,,42.29,31.59,5869.0,918745.0,,0.92,42.29,,1.0,100.0,0.4776,156.542
2021-06-25,11500.0,1797680.0,12.34,0.27,1.8,,1578832.0,9300.0,10100.0,1453776.0,,5000.0,0.78,,,,5000.0,,,0.78,5000.0,,,,1.46,,,,100.0,68.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.845,156.32
2021-06-28,11500.0,1799669.5,11.99,0.27,1.8,,1580579.3,9300.0,10100.0,1455384.9,,,,,,,,,,,,,,,1.45,,,,100.0,68.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.845,156.493
2021-06-29,11500.0,1800934.5,9.71,0.27,1.8,,1581690.3,9300.0,10100.0,1456407.9,,,,,,,,,,,,,,,1.46,,,,100.0,68.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.845,156.603
2021-06-30,12200.0,1914045.8,10.37,0.28,1.91,,1694401.2,9300.0,10800.0,1459067.7,,,0.1,,,0.11,700.0,700.0,,0.1,,,700.0,,1.46,,,,100.0,68.33,0.0,0.0,,0.0,100.0,,1.0,100.0,0.8964,156.889
2021-07-01,6400.0,1003417.6,5.39,0.15,1.0,,893668.8,5700.0,5700.0,893668.8,,,,,,0.56,,3600.0,,,,,,5100.0,0.89,0.8,,,100.0,45.56,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5116,156.784
2021-07-02,1400.0,219627.8,1.17,0.03,0.22,,109813.9,700.0,700.0,109813.9,,,,,,0.78,,5000.0,,,,,,5000.0,0.11,0.78,,,100.0,5.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1166,156.877
2021-07-05,1400.0,219487.8,1.21,0.03,0.22,,109743.9,700.0,700.0,109743.9,,,,,,,,,,,,,,,0.11,,,,100.0,5.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1166,156.777
2021-07-06,1400.0,220287.2,1.2,0.03,0.22,,110143.6,700.0,700.0,110143.6,,,,,,,,,,,,,,,0.11,,,,100.0,5.83,0.0,0.0,,0.0,100.0,,1.0,100.0,0.1166,157.348
2021-07-07,3600.0,567190.8,3.25,0.08,0.57,,456903.7,2900.0,2900.0,456903.7,,,0.35,,,,2200.0,,,0.35,,,2200.0,,0.46,,,,33.45,24.15,5769.0,908923.26,,0.91,33.45,,1.0,100.0,0.2998,157.553
2021-07-08,3600.0,567475.2,3.16,0.08,0.57,,457132.8,2900.0,2900.0,457132.8,,,,,,,,,,,,,,,0.46,,,,33.45,24.15,5769.0,909379.01,,0.91,33.45,,1.0,100.0,0.2998,157.632
2021-07-09,7200.0,1133323.2,5.98,0.17,1.13,,1133323.2,7200.0,7200.0,1133323.2,,5000.0,0.68,,,0.11,4300.0,700.0,,0.68,5000.0,,,,1.14,,,,100.0,59.95,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5995,157.406
2021-07-12,8600.0,1354328.0,6.88,0.2,1.35,,1244092.0,7900.0,7900.0,1244092.0,,,0.11,,,,700.0,,,0.11,,,700.0,,1.24,,,,100.0,65.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7161,157.48
2021-07-13,8600.0,1352797.2,6.39,0.2,1.35,,1242685.8,7900.0,7900.0,1242685.8,,,,,,,,,,,,,,,1.24,,,,100.0,65.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7161,157.302
2021-07-14,8600.0,1353941.0,6.75,0.2,1.35,,1243736.5,7900.0,7900.0,1243736.5,,,,,,,,,,,,,,,1.24,,,,100.0,65.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7161,157.435
2021-07-15,8600.0,1356779.0,7.17,0.2,1.36,,1246343.5,7900.0,7900.0,1246343.5,,,,,,,,,,,,,,,1.25,,,,100.0,65.78,0.0,0.0,,0.0,100.0,,1.0,100.0,0.7161,157.765
2021-07-16,6400.0,1009939.2,5.34,0.15,1.01,,899477.1,5700.0,5700.0,899477.1,,,,,,0.35,,2200.0,,,,,,2200.0,0.9,0.35,,,100.0,47.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5329,157.803
2021-07-19,6400.0,1010169.6,5.52,0.15,1.01,,899682.3,5700.0,5700.0,899682.3,,,,,,,,,,,,,,,0.9,,,,100.0,47.46,0.0,0.0,,0.0,100.0,,1.0,100.0,0.5329,157.839
2021-07-20,7800.0,1232259.6,6.3,0.18,1.23,,1011084.8,6400.0,6400.0,1011084.8,,,0.11,,,,700.0,,,0.11,,,700.0,,1.01,,,,100.0,53.29,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6495,157.982
2021-07-21,9200.0,1453406.8,7.52,0.21,1.34,,1121650.9,7100.0,7100.0,1121650.9,,,0.0,,,,700.0,,,0.0,,,700.0,,1.12,,,,100.0,59.12,0.0,0.0,,0.0,100.0,9.86,0.8223,90.14,0.766,157.979
2021-07-22,9200.0,1455246.8,5.59,0.21,1.34,,1123070.9,7100.0,7100.0,1123070.9,,,,,,,,,,,,,,,1.12,,,,100.0,59.12,0.0,0.0,,0.0,100.0,9.87,0.8221,90.13,0.766,158.179
2021-07-23,7950.0,1257872.85,4.91,0.17,1.15,,925604.55,5850.0,5850.0,925604.55,,,,,,0.2,,1250.0,,,,,,1250.0,0.93,0.2,,,58.1,48.71,4219.0,667542.84,,0.67,58.1,11.96,0.7894,88.04,0.6619,158.223
2021-07-26,4900.0,775513.2,2.84,0.11,0.66,,443150.4,2100.0,2800.0,332362.8,,,,,,0.59,,3750.0,,,,,,3050.0,0.33,0.48,,,100.0,17.49,0.0,0.0,,0.0,100.0,25.0,0.625,75.0,0.408,158.268
2021-07-27,3500.0,554459.5,2.02,0.08,0.44,,332675.7,1400.0,2100.0,221783.8,,,,,,0.11,,700.0,,,,,,700.0,0.22,0.11,,,100.0,11.66,0.0,0.0,,0.0,100.0,33.32,0.5556,66.68,0.2914,158.417
2021-07-28,3500.0,554624.0,2.04,0.08,0.44,,332774.4,1400.0,2100.0,221849.6,,,,,,,,,,,,,,,0.22,,,,100.0,11.66,0.0,0.0,,0.0,100.0,33.33,0.5556,66.67,0.2914,158.464
2021-07-29,4900.0,776831.3,2.14,0.11,0.67,,443903.6,2100.0,2800.0,332927.7,,700.0,0.11,,,,700.0,,,0.11,700.0,,,,0.33,,,,100.0,17.49,0.0,0.0,,0.0,100.0,25.01,0.6249,74.99,0.408,158.537
2021-07-30,6300.0,998720.1,2.75,0.13,0.89,,554844.5,2800.0,3500.0,443875.6,,,0.11,,,,700.0,,,0.11,,,700.0,,0.44,,,,100.0,23.31,0.0,0.0,,0.0,100.0,19.99,0.6801,80.01,0.5246,158.527
2021-08-02,12000.0,1904964.0,5.25,0.25,1.79,,1460472.4,8500.0,9200.0,1349349.5,,,0.9,,,,5700.0,,,0.9,,,5700.0,,1.35,,,,100.0,70.77,0.0,0.0,,0.0,100.0,7.62,0.8592,92.38,0.9992,158.747
2021-08-03,14000.0,2219462.0,6.23,0.3,2.11,,1775569.6,10500.0,11200.0,1664596.5,,2000.0,0.32,,,,2000.0,,,0.32,2000.0,,,,1.67,,,,100.0,87.43,0.0,0.0,,0.0,100.0,6.25,0.8829,93.75,1.1657,158.533
2021-08-04,13300.0,2108329.3,4.27,0.28,2.0,,1775435.2,9800.0,11200.0,1553505.8,,,,,,0.11,,700.0,,,,,,,1.55,,,,100.0,81.6,0.0,0.0,,0.0,100.0,6.25,0.8827,93.75,1.1074,158.521
2021-08-05,10500.0,1659105.0,3.36,0.22,1.56,,1548498.0,8400.0,9800.0,1327284.0,,,,,,0.22,,1400.0,,,,,,1400.0,1.33,0.22,,,100.0,69.94,0.0,0.0,,0.0,100.0,7.15,1.0,100.0,0.8743,158.01
2021-08-06,7700.0,1219895.6,1.78,0.16,1.22,,1219895.6,7700.0,7700.0,1219895.6,,,,,,0.11,,700.0,,,,,,2100.0,1.22,0.23,,,100.0,64.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6411,158.428
2021-08-09,7700.0,1219633.8,1.69,0.16,1.22,,1219633.8,7700.0,7700.0,1219633.8,,,,,,,,,,,,,,,1.22,,,,100.0,64.11,0.0,0.0,,0.0,100.0,,1.0,100.0,0.6411,158.394
