,CA FP Equity_DX_SI_QTY,CA FP Equity_DX_SHORT_INTEREST_VALUE,CA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,CA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CA FP Equity_DX_SI_MV,CA FP Equity_DX_DSS,CA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CA FP Equity_DX_SUPPLY_SI_QTY,CA FP Equity_DX_BROKER_SI_QTY,CA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CA FP Equity_DX_BROKER_SI_MV_NEW_x,CA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,CA FP Equity_DX_SUPPLY_SI_QTY_INC_x,CA FP Equity_DX_BROKER_SI_MV_INC_x,CA FP Equity_DX_SUPPLY_SI_MV_NEW,CA FP Equity_DX_BROKER_SI_QTY_ADD,CA FP Equity_DX_BROKER_SI_QTY_NEW,CA FP Equity_DX_SUPPLY_SI_MV_DEC,CA FP Equity_DX_BROKER_SI_QTY_INC,CA FP Equity_DX_SUPPLY_SI_QTY_DEC,CA FP Equity_DX_BROKER_SI_MV_NEW_y,CA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,CA FP Equity_DX_BROKER_SI_MV_INC_y,CA FP Equity_DX_SUPPLY_SI_QTY_INC_y,CA FP Equity_DX_BROKER_SI_MV_ADD,CA FP Equity_DX_SUPPLY_SI_QTY_ADD,CA FP Equity_DX_BROKER_SI_QTY_DEC,CA FP Equity_DX_SUPPLY_SI_MV,CA FP Equity_DX_BROKER_SI_MV_DEC,CA FP Equity_DX_SUPPLY_SI_MV_RMV,CA FP Equity_DX_BROKER_SI_MV_RMV,CA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CA FP Equity_DX_UTILIZATION_QUANTITY,CA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CA FP Equity_DX_ACTIVE_UTILIZATION_MV,CA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CA FP Equity_DX_BROKER_SI_CON_RATIO,CA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CA FP Equity_DX_DEMAND_SUPPLY_RATIO,CA FP Equity_PX_LAST
2023-10-04,55335992.0,879565592.84,9.77,31.11,7.69,895.46,2.0,448640507.7,48599032.0,28225260.0,772481613.64,,,1522937.0,17.09,,,,13.03,1290139.0,777658.0,,,17.09,1522937.0,,146246.0,1199660.0,780.73,20.36,,,21.39,21.39,178583744.0,2838588610.88,,2849.61,21.51,12.72,0.1553,32.8,0.2436,15.895
2023-10-05,54632540.0,877125429.7,9.65,30.38,7.59,878.56,2.0,449741907.68,47796696.0,28012576.0,767375954.28,,,797791.0,16.63,,,,27.24,1039376.0,1677542.0,,,16.63,797791.0,,77414.0,1252060.0,763.15,23.04,,,21.06,21.06,179132736.0,2875976076.48,,2845.37,21.15,13.11,0.1573,33.09,0.2407,16.055
2023-10-06,54931016.0,888234528.72,9.7,29.8,7.63,888.84,2.0,459136671.84,48162120.0,28394352.0,778781480.4,,,748928.0,8.37,,144812.0,,6.68,515819.0,434140.0,,,8.37,748928.0,2.33,50637.0,278856.0,774.46,2.8,,,21.24,21.24,178634368.0,2888517730.56,,2859.78,21.31,13.16,0.154,32.53,0.2422,16.17
2023-10-09,55409876.0,897362941.82,9.79,29.66,7.7,905.25,2.0,458027896.92,49535232.0,28282056.0,802223082.24,,,892179.0,6.91,,,,3.98,388624.0,262360.0,,,6.91,892179.0,,743293.0,500919.0,804.28,4.74,,,21.73,21.73,178393408.0,2889081242.56,,2877.11,21.85,13.03,0.1493,31.94,0.2431,16.195
2023-10-10,55014240.0,880227840.0,9.72,29.59,7.64,897.26,2.0,451001728.0,49162560.0,28187608.0,786600960.0,,,299447.0,9.64,,,,11.54,573718.0,709084.0,,,9.64,299447.0,,36968.0,668166.0,797.21,12.0,,,21.55,21.55,178921984.0,2862751744.0,,2878.78,21.69,13.05,0.1473,31.69,0.2412,16.0
2023-10-11,55577700.0,884241207.0,9.82,29.9,7.72,896.99,2.0,458470133.16,48973856.0,28816476.0,779174048.96,,,1646031.0,14.75,,,,41.68,962925.0,2435817.0,,,14.75,1646031.0,,601082.0,334057.0,785.42,7.46,,,21.49,21.49,178894336.0,2846208885.76,,2853.28,21.59,12.94,0.1418,30.95,0.2439,15.91
2023-10-12,58920520.0,938603883.6,10.41,32.24,8.18,950.6,2.0,511516123.2,51499352.0,32110240.0,820384677.36,,,2610164.0,64.53,,,,40.78,4037943.0,2534509.0,,,64.53,2610164.0,,2449838.0,744181.0,826.34,12.0,,,22.55,22.55,176923968.0,2818398810.24,,2821.62,22.65,12.15,0.1361,29.87,0.2579,15.93
2023-10-13,59572108.0,940047864.24,10.52,33.02,8.27,958.43,2.0,529305194.64,52286100.0,33542788.0,825074658.0,,,476596.0,34.17,,,,29.33,2122002.0,1780858.0,,,34.17,476596.0,,2091009.0,689453.0,835.86,11.32,,,22.87,22.87,176287104.0,2781810501.12,,2804.12,22.96,12.08,0.1557,33.25,0.2606,15.78
2023-10-16,59624992.0,949229872.64,10.53,33.58,8.28,950.28,2.0,535470346.24,52138132.0,33635072.0,830039061.44,,,370391.0,0.73,,,,11.36,372099.0,622741.0,,,0.73,370391.0,,104383.0,279816.0,825.25,4.58,,,22.74,22.74,177156800.0,2820336256.0,,2794.2,22.8,12.05,0.1541,32.9,0.26,15.92
2023-10-17,60570844.0,957322189.42,10.7,34.15,8.41,970.47,2.0,534825521.44,52898044.0,33839008.0,836053585.42,,,1300521.0,5.69,,,,11.43,365058.0,762367.0,,,5.69,1300521.0,,221757.0,161119.0,843.04,0.15,,,23.13,23.13,175755792.0,2777820292.56,,2789.01,23.21,11.81,0.1491,32.29,0.2649,15.805
2023-10-18,61575964.0,975979029.4,10.87,35.26,8.55,985.0,2.0,549405063.0,53920156.0,34662780.0,854634472.6,,,1222783.0,18.2,,,,8.37,1177509.0,510728.0,,,18.2,1222783.0,,310059.0,353741.0,857.27,5.74,,,23.51,23.51,175436480.0,2780668208.0,,2776.22,23.59,11.58,0.146,31.82,0.2685,15.85
2023-10-19,60071308.0,950328092.56,10.61,35.27,8.34,958.36,2.0,536526061.12,52561000.0,33914416.0,831515020.0,,,373748.0,10.61,,6000.0,,34.49,665751.0,2154252.0,,,10.61,373748.0,0.1,421347.0,1420114.0,833.68,24.29,,,22.93,22.93,176687648.0,2795198591.36,,2793.34,22.99,11.91,0.1499,32.47,0.262,15.82
2023-10-20,60069368.0,935880753.44,10.61,35.79,8.34,956.18,2.0,525747972.48,52580824.0,33745056.0,819209237.92,,,1854810.0,23.19,,,,32.17,1490361.0,2032938.0,,,23.19,1854810.0,,197950.0,1659720.0,831.94,26.95,,,22.96,22.96,176436096.0,2748874375.68,,2775.45,23.06,11.83,0.1489,32.1,0.2623,15.58
2023-10-23,58592988.0,920495841.48,10.35,35.16,8.14,921.76,2.0,524365552.2,50919920.0,33377820.0,799951943.2,,,92306.0,1.91,,,,30.55,157818.0,1853010.0,,,1.91,92306.0,,99803.0,525054.0,795.24,13.19,,,22.23,22.23,178177168.0,2799163309.28,,2772.8,22.29,12.16,0.1529,32.53,0.2558,15.71
2023-10-24,59163692.0,933011422.84,10.45,36.06,8.22,940.36,2.0,536906303.12,50818788.0,34046056.0,801412286.76,,,1100965.0,15.77,,,,21.02,932530.0,1327470.0,,,15.77,1100965.0,,125373.0,264293.0,803.09,0.76,,,22.13,22.13,178824480.0,2820062049.6,,2813.07,22.21,12.09,0.15,31.9,0.2576,15.77
2023-10-25,59191172.0,924270150.78,10.45,36.23,8.22,941.67,2.0,530495452.98,50882592.0,33973452.0,794531674.08,,,575002.0,8.7,,,,9.75,508692.0,621753.0,,,8.7,575002.0,,110554.0,581298.0,804.85,9.44,,,22.16,22.16,178683616.0,2790144663.84,,2811.9,22.25,12.08,0.1537,32.58,0.2578,15.615
2023-10-26,59570544.0,974276247.12,10.52,36.5,8.27,947.05,2.0,559682884.92,51476848.0,34220904.0,841903849.04,,,361204.0,8.35,,,,1.17,612663.0,84963.0,,,8.35,361204.0,,318018.0,365210.0,813.14,4.53,,,22.44,22.44,177935632.0,2910137261.36,,2813.36,22.42,12.02,0.1527,32.6,0.2597,16.355
2023-10-27,59491696.0,978638399.2,10.72,35.38,8.39,977.37,2.0,561467715.2,51335440.0,34131776.0,844467988.0,,,147474.0,16.07,,16539.0,,2.69,242036.0,373559.0,,,16.07,147474.0,0.27,84674.0,347704.0,840.07,3.31,,,22.42,22.42,177667344.0,2922627808.8,,2902.92,22.44,12.12,0.1558,33.17,0.2598,16.45
2023-10-30,58173800.0,970048115.0,10.48,35.71,8.21,959.5,2.0,556776615.85,50571000.0,33389902.0,843271425.0,,,867105.0,16.6,,,,27.85,996955.0,1743009.0,,,16.6,867105.0,,111462.0,1738828.0,832.91,27.76,,,22.14,22.14,177813600.0,2965041780.0,,2930.34,22.13,12.32,0.1574,33.54,0.2547,16.675
2023-10-31,58412804.0,968484290.32,10.52,35.47,8.24,977.34,2.0,565973686.24,50977624.0,34135928.0,845209005.92,,52075.0,409817.0,24.59,0.87,,,14.88,1064052.0,1009129.0,,52075.0,24.59,409817.0,,953862.0,318024.0,850.59,4.52,,,22.33,22.33,177292736.0,2939513562.88,,2954.42,22.35,12.2,0.1588,33.86,0.2559,16.58
2023-11-01,59952840.0,1013202996.0,10.8,35.9,8.46,1000.57,2.0,597518833.6,52474744.0,35356144.0,886823173.6,,,1342611.0,19.1,,,,2.62,1280999.0,153531.0,,,19.1,1342611.0,,308042.0,60786.0,873.54,0.32,,,23.01,23.01,175591712.0,2967499932.8,,2923.99,23.0,11.9,0.1537,32.94,0.2629,16.9
2023-11-02,61694128.0,1050034058.56,11.11,36.37,8.7,1041.14,2.0,607103263.84,53852704.0,35669992.0,916573022.08,,,1589981.0,16.68,,21000.0,,12.63,952160.0,794630.0,,,16.68,1589981.0,0.36,582612.0,659312.0,908.24,7.17,,,23.66,23.66,173760176.0,2957398195.52,,2933.5,23.64,11.63,0.1431,31.1,0.271,17.02
2023-11-03,62237440.0,1066127347.2,11.21,36.42,8.78,1057.5,2.0,616597159.32,53801860.0,35995164.0,921625861.8,,,464847.0,25.28,,,,25.5,1446365.0,1556447.0,,,25.28,464847.0,,1040751.0,1121191.0,913.16,16.54,,,23.61,23.61,174042848.0,2981353986.24,,2957.56,23.59,11.57,0.1371,30.37,0.2732,17.13
2023-11-06,63930160.0,1091607482.0,11.52,37.57,9.02,1096.1,2.0,627011894.6,54950552.0,36721048.0,938280675.4,,,2752538.0,39.13,,148582.0,,26.5,2107332.0,1659633.0,,,39.13,2752538.0,2.55,55788.0,1530032.0,942.26,24.39,,,24.1,24.1,173066560.0,2955111512.0,,2965.02,24.12,11.38,0.1366,30.34,0.2804,17.075
2023-11-07,64831752.0,1119968515.8,11.68,38.29,9.15,1112.24,2.0,629474327.4,55648416.0,36438456.0,961326386.4,,,971056.0,6.59,,,,11.78,373344.0,670027.0,,,6.59,971056.0,,396837.0,655934.0,953.21,12.07,,,24.42,24.42,172245056.0,2975533342.4,,2955.2,24.39,11.2,0.1306,29.41,0.2845,17.275
2023-11-08,64800288.0,1112944946.4,11.67,37.6,9.14,1118.04,2.0,634273917.9,55494192.0,36930068.0,953112747.6,,,730257.0,12.93,,,,14.96,605717.0,896649.0,,,12.93,730257.0,,12165.0,114106.0,956.72,2.01,,,24.35,24.35,172400736.0,2960982640.8,,2973.3,24.34,11.21,0.1344,30.13,0.2843,17.175
2023-11-09,66536852.0,1131126484.0,11.99,38.3,9.39,1144.18,2.0,650573340.0,57692156.0,38269020.0,980766652.0,,,1169085.0,37.37,,,,7.55,2263181.0,413445.0,,,37.37,1169085.0,,1442326.0,924230.0,991.22,16.05,,,25.35,25.35,169888960.0,2888112320.0,,2916.23,25.37,11.43,0.1341,29.4,0.2924,17.0
2023-11-10,64103864.0,1096496593.72,11.55,36.23,9.04,1093.06,2.0,611618285.08,56016296.0,35756696.0,958158743.08,,,1373770.0,16.97,,,,57.05,1041836.0,3204008.0,,,16.97,1373770.0,,154376.0,3554158.0,953.9,65.31,,,24.63,24.63,171373984.0,2931351996.32,,2921.69,24.61,13.2,0.1431,29.95,0.2819,17.105
2023-11-13,63112584.0,1091216577.36,11.37,36.03,8.9,1082.89,2.0,618570774.64,55088608.0,35776216.0,952482032.32,,,508993.0,6.59,,,,28.47,308322.0,1726892.0,,,6.59,508993.0,,311924.0,288804.0,944.36,4.17,0.37,,24.2,24.2,172565120.0,2983650924.8,21715.0,2957.62,24.2,13.39,0.1484,30.61,0.2772,17.29
2023-11-14,62885240.0,1088229078.2,11.33,35.99,8.87,1080.99,2.0,617165935.32,54797100.0,35664024.0,948263815.5,,21715.0,78786.0,3.44,0.38,4000.0,,6.05,138934.0,392008.0,,21715.0,3.44,78786.0,0.07,,255124.0,941.8,3.72,,,24.15,24.15,172150944.0,2979072085.92,,2959.35,24.14,13.69,0.149,30.59,0.2771,17.305
2023-11-15,63985224.0,1098626296.08,11.53,36.62,9.03,1104.97,2.0,609044556.12,55920496.0,35471436.0,960154916.32,,37503.0,1562468.0,1.97,0.65,,,9.35,142328.0,582255.0,,37503.0,1.97,1562468.0,,127397.0,334918.0,966.65,2.65,0.38,,24.57,24.57,171707728.0,2948221689.76,21715.0,2966.35,24.58,13.36,0.1438,29.98,0.2811,17.17
2023-11-16,63412240.0,1078642202.4,11.42,36.31,8.95,1086.37,2.0,593783991.36,55555524.0,34907936.0,944999463.24,,,95393.0,0.0,,,,12.08,60486.0,663839.0,,,0.0,95393.0,,203473.0,623984.0,953.57,12.51,,,24.56,24.56,170690352.0,2903442887.52,,2926.9,24.57,13.44,0.146,30.27,0.2803,17.01
2023-11-17,63350832.0,1077914406.48,11.41,36.59,8.94,1077.07,2.0,588962790.92,55411228.0,34614328.0,942822044.42,,,353125.0,0.0,,,,9.37,121442.0,498681.0,,,0.0,353125.0,,4000.0,415048.0,941.36,6.62,0.05,,24.51,24.51,170654224.0,2903681621.36,2741.0,2899.78,24.51,13.36,0.1468,30.43,0.2802,17.015
2023-11-20,63537024.0,1069963484.16,11.45,36.48,8.96,1078.44,2.0,581868006.88,55471416.0,34552732.0,934138645.44,,,302953.0,4.48,,,,5.23,264648.0,307486.0,,,4.48,302953.0,,64724.0,326247.0,941.35,6.67,,,24.56,24.56,170425856.0,2869971415.04,,2887.59,24.59,13.05,0.1464,30.41,0.2813,16.84
2023-11-21,63383720.0,1071818705.2,11.42,36.43,8.94,1072.93,2.0,581034093.44,55537716.0,34360384.0,939142777.56,,,350468.0,5.93,,,,5.23,397494.0,284171.0,,,5.93,350468.0,,,589844.0,938.63,10.09,,,24.54,24.54,170748752.0,2887361396.32,,2881.14,24.57,13.49,0.1485,30.69,0.2801,16.91
2023-11-22,63819268.0,1096415024.24,11.5,38.53,9.0,1086.15,2.0,597873345.92,55460404.0,34800544.0,952809740.72,,,394061.0,8.76,,10903.0,,7.25,444343.0,476901.0,,,8.76,394061.0,0.18,5532.0,15084.0,942.49,0.25,,,24.52,24.52,170701296.0,2932648265.28,,2903.43,24.51,13.48,0.1478,30.56,0.2822,17.18
2023-11-23,63977436.0,1103610771.0,11.53,39.0,9.03,1097.22,2.0,583700049.0,55876764.0,33837684.0,963874179.0,,,781058.0,12.67,,,,23.98,713755.0,1506616.0,,,12.67,781058.0,,1141916.0,1676613.0,959.65,26.49,,,24.62,24.62,171095424.0,2951396064.0,,2934.6,24.64,13.37,0.1399,28.58,0.2819,17.25
2023-11-24,64080280.0,1112754062.2,11.54,40.0,9.04,1087.9,2.0,595522464.38,55643820.0,34294412.0,966254934.3,,,535623.0,0.0,,,,13.25,692463.0,813434.0,,,0.0,535623.0,,44864.0,235738.0,960.57,1.16,,,24.56,24.56,170919664.0,2968019965.36,,2951.89,24.55,13.47,0.1393,28.78,0.2828,17.365
2023-11-27,64270216.0,1118623109.48,11.58,40.4,9.07,1096.53,2.0,591887170.46,54887356.0,34006732.0,955314431.18,,,1124165.0,22.95,,,,34.13,1297805.0,2016802.0,,,22.95,1124165.0,,136175.0,1585484.0,952.62,26.94,,,24.24,24.24,171502176.0,2984995373.28,,2978.93,24.23,13.27,0.1385,28.24,0.2839,17.405
2023-11-28,65829484.0,1145103874.18,11.86,42.04,9.29,1124.37,2.0,605449117.56,56175028.0,34805928.0,977164612.06,,,1341678.0,14.23,,,,3.82,807065.0,220537.0,,,14.23,1341678.0,,166533.0,7871.0,975.82,0.13,,,24.74,24.74,170928128.0,2973294786.56,,2968.49,24.74,13.28,0.1409,28.81,0.2899,17.395
2023-11-29,66273876.0,1150183117.98,11.94,42.53,9.35,1134.07,2.0,611908907.22,56660444.0,35258364.0,983342005.62,,,561810.0,8.92,,,,3.12,458968.0,177840.0,,,8.92,561810.0,,101447.0,6529.0,986.04,0.0,,,24.99,24.99,170107568.0,2952216842.64,,2957.93,25.0,13.15,0.1411,28.95,0.2923,17.355
2023-11-30,65780168.0,1144246022.36,11.85,42.09,9.28,1126.91,2.0,609502639.62,56509832.0,35038956.0,982988527.64,,,481180.0,5.35,,,,10.92,283976.0,631795.0,,,5.35,481180.0,,,503385.0,985.4,8.85,,,25.0,25.0,169546112.0,2949254618.24,,2954.12,25.01,13.73,0.1401,28.46,0.291,17.395
2023-12-01,65143104.0,1126649983.68,11.74,40.11,9.19,1113.27,2.0,595005004.32,55532568.0,34403296.0,960435763.56,,,386089.0,2.45,,,,25.43,133520.0,1374352.0,,,2.45,386089.0,,11000.0,769178.0,965.1,13.23,,,24.62,24.62,170000928.0,2940166049.76,,2955.28,24.62,13.78,0.144,29.16,0.2888,17.295
2023-12-04,63516044.0,1093428697.46,11.44,39.74,8.96,1078.98,2.0,564913495.85,54380696.0,32815190.0,936163681.64,,,165664.0,1.95,,,,23.4,112844.0,1346537.0,,,1.95,165664.0,,29000.0,1700951.0,940.06,33.12,,,24.13,24.13,171011424.0,2943961664.16,,2953.17,24.15,12.87,0.1441,29.4,0.2818,17.215
2023-12-05,63544328.0,1100587760.96,11.45,39.52,8.97,1077.84,2.0,575141360.32,54218832.0,33206776.0,939070170.24,,,678983.0,11.86,,,,18.87,643410.0,1066321.0,,,11.86,678983.0,,225476.0,251824.0,935.29,5.4,,,24.06,24.06,171146176.0,2964251768.32,,2951.48,24.06,13.89,0.1442,29.09,0.282,17.32
2023-12-06,62603476.0,1073649613.4,11.28,38.71,8.83,1064.48,2.0,557032617.4,53490464.0,32480036.0,917361457.6,,,397075.0,3.69,,64568.0,,19.67,259403.0,1149070.0,,,3.69,397075.0,1.12,23627.0,1050711.0,926.03,16.25,,,23.67,23.67,172516064.0,2958650497.6,,2983.95,23.68,14.08,0.1402,28.07,0.277,17.15
2023-12-07,63531152.0,1094324093.2,11.45,39.44,8.96,1072.72,2.0,565823956.1,54208680.0,32848996.0,933744513.0,,,1235647.0,13.13,,10546.0,,9.82,762028.0,530480.0,,,13.13,1235647.0,0.2,13045.0,403616.0,930.49,10.13,,,23.96,23.96,172021376.0,2963068201.6,,2952.97,23.96,15.12,0.1382,27.29,0.2808,17.225
2023-12-08,63181536.0,1086090603.84,11.38,41.11,8.91,1069.62,2.0,564272854.74,54855444.0,32825646.0,942965082.36,,,968306.0,8.95,,,,8.45,426149.0,501128.0,,,8.95,968306.0,,179588.0,449497.0,945.12,7.86,,,24.23,24.23,171543664.0,2948835584.16,,2953.57,24.24,15.14,0.14,27.57,0.2791,17.19
2023-12-11,64841016.0,1121749576.8,11.68,42.52,9.15,1117.7,2.0,592036032.8,55761824.0,34221736.0,964679555.2,,,1068998.0,46.43,,,,8.32,1587685.0,488947.0,,,46.43,1068998.0,,326330.0,191595.0,960.13,2.53,,,24.56,24.56,171323232.0,2963891913.6,,2949.87,24.56,14.4,0.134,27.07,0.2855,17.3
2023-12-12,65054500.0,1108203407.5,11.72,43.51,9.18,1120.3,2.0,585596045.82,55843448.0,34376052.0,951293136.68,,,432475.0,9.33,,,,6.58,523496.0,376260.0,,,9.33,432475.0,,25408.0,369181.0,961.58,5.55,,,24.67,24.67,170473888.0,2904022682.08,,2935.0,24.68,14.18,0.1314,26.57,0.2874,17.035
2023-12-13,66304060.0,1068821447.2,11.95,45.05,9.35,1109.03,2.0,597278562.4,58045104.0,37052020.0,935687076.48,,,1655680.0,90.44,,,,61.09,6166103.0,3389103.0,,,90.44,1655680.0,,3935077.0,3490136.0,974.98,64.28,,,25.51,25.51,169531728.0,2732851455.36,,2851.54,25.48,17.26,0.1201,21.25,0.2913,16.12
2023-12-14,67037656.0,1093048981.08,12.08,44.12,9.46,1088.92,2.0,583749914.28,58564272.0,35801896.0,954890454.96,,,831184.0,0.0,,,,41.93,299294.0,1978836.0,,,0.0,831184.0,,1666823.0,1549419.0,941.82,23.88,,,25.8,25.8,168435216.0,2746336196.88,,2703.86,25.83,16.93,0.1178,20.29,0.2953,16.305
2023-12-15,69114312.0,1125526570.92,12.45,45.18,9.75,1134.69,2.0,620389712.16,58381092.0,38095776.0,950736083.22,,,940759.0,51.83,,,,16.9,2991443.0,1177299.0,,,51.83,940759.0,,53358.0,697561.0,956.84,11.47,,,25.66,25.66,169094688.0,2753706994.08,,2762.97,25.72,16.72,0.1204,20.16,0.3038,16.285
2023-12-18,69781944.0,1132560951.12,12.57,42.77,9.85,1138.48,2.0,623592241.08,58204788.0,38422196.0,944663709.24,,,922637.0,16.62,,,,18.66,1119967.0,1117308.0,,,16.62,922637.0,,18371.0,793548.0,947.96,15.65,,,25.7,25.7,168285888.0,2731279962.24,,2736.12,25.73,16.4,0.1256,20.83,0.3081,16.23
2023-12-19,70629136.0,1168205909.44,12.72,43.72,9.96,1153.78,2.0,636230617.2,58604660.0,38466180.0,969321076.4,,,997234.0,8.97,,,,16.17,634737.0,966922.0,,,8.97,997234.0,,369561.0,590752.0,953.2,5.98,,,25.72,25.72,169216384.0,2798838991.36,,2754.53,25.71,16.72,0.1267,20.51,0.31,16.54
2023-12-20,73624624.0,1229899343.92,13.26,46.21,10.39,1224.17,3.0,670794754.24,59803016.0,40155328.0,999009382.28,,,2423022.0,37.45,,,,35.91,1939846.0,2389609.0,,,37.45,2423022.0,,1164940.0,250700.0,993.4,0.07,,,26.21,26.21,168328960.0,2811935276.8,,2795.42,26.22,18.3,0.128,20.48,0.3227,16.705
2023-12-21,73158304.0,1211135722.72,13.18,46.49,10.32,1217.17,3.0,651364156.52,59912780.0,39345464.0,991856072.9,,,831410.0,2.04,,13500.0,,12.13,116704.0,740222.0,,,2.04,831410.0,0.23,18574.0,940067.0,997.74,16.59,,,26.22,26.22,168608080.0,2791306764.4,,2806.01,26.23,18.03,0.127,20.65,0.3201,16.555
2023-12-22,70423024.0,1170430658.88,12.69,45.95,9.94,1168.22,2.0,621508356.96,58158748.0,37395208.0,966598391.76,,,147737.0,1.22,,,,31.93,77827.0,1902573.0,,,1.22,147737.0,,806.0,2028081.0,964.01,34.33,,,25.47,25.47,170201584.0,2828750326.08,,2818.93,25.48,17.8,0.1243,19.84,0.3084,16.62
2023-12-25,70423024.0,1170430658.88,12.69,46.38,9.94,1169.99,2.0,621508356.96,58158748.0,37395208.0,966598391.76,,,,,,,,,,,,,,,,,,966.54,,,,25.44,25.44,170445040.0,2832796564.8,,2826.75,25.48,17.78,0.1242,19.8,0.3081,
2023-12-26,70337624.0,1169011310.88,12.67,46.33,9.92,1167.7,2.0,620089008.96,58158748.0,37309808.0,966598391.76,,,,,,,,,,,,,,,,,85400.0,965.41,1.08,,,25.47,25.47,170209232.0,2828877435.84,,2824.39,25.47,17.77,0.1243,19.81,0.308,
2023-12-27,71990336.0,1196479384.32,12.97,47.42,10.16,1194.58,3.0,629285120.88,58165756.0,37863124.0,966714864.72,,,1799173.0,24.42,,,,47.07,1492680.0,2839907.0,,,24.42,1799173.0,,1047740.0,939365.0,964.82,15.34,,,25.49,25.49,170061424.0,2826420866.88,,2819.25,25.5,18.52,0.1297,21.04,0.3154,16.62
2023-12-28,72041808.0,1193732758.56,12.98,47.92,10.16,1198.89,3.0,623293806.0,58170856.0,37615800.0,963891083.92,,,269025.0,4.52,,,,3.68,200135.0,248228.0,,,4.52,269025.0,,5286.0,447458.0,968.81,7.28,,,25.51,25.51,169884480.0,2814985833.6,,2824.58,25.54,18.23,0.1296,20.98,0.3159,16.57
2023-12-29,72510264.0,1201132523.16,13.06,48.52,10.23,1205.16,3.0,627618563.08,58308944.0,37888232.0,965887657.36,,,179417.0,11.59,,,,1.31,707674.0,74123.0,,,11.59,179417.0,,32799.0,435244.0,969.53,7.87,,,25.57,25.57,169709840.0,2811243499.6,,2816.71,25.61,17.52,0.1308,21.78,0.318,16.565
2024-01-01,72988912.0,1209061327.28,13.15,49.91,10.3,1210.84,3.0,627618563.08,58721716.0,37888232.0,972725225.54,,,412769.0,,,,,,,,,,,412769.0,,,,974.49,,,,25.74,25.74,169428336.0,2806580385.84,,2809.8,25.75,17.43,0.132,22.32,0.3199,
2024-01-02,72682936.0,1218892836.72,13.09,49.7,10.25,1212.85,3.0,634807957.68,58426248.0,37853784.0,979808178.96,,46942.0,230247.0,2.78,0.78,,,10.48,115034.0,647510.0,,46942.0,2.78,230247.0,,74852.0,149482.0,974.79,2.52,,,25.77,25.77,168325984.0,2822826751.68,,2806.55,25.78,17.62,0.1324,22.35,0.3205,16.77
2024-01-03,74284208.0,1235717800.08,13.38,51.85,10.48,1245.53,3.0,642070610.22,59593392.0,38597572.0,991336075.92,,,1384262.0,22.74,,114000.0,,8.25,1161066.0,507405.0,,,22.74,1384262.0,1.91,290288.0,531279.0,1000.05,9.89,,,25.95,25.95,170056384.0,2828887947.84,,2846.16,26.0,16.06,0.1352,24.01,0.3235,16.635
2024-01-04,73568496.0,1235215047.84,13.25,52.42,10.38,1226.72,3.0,632450018.24,59429508.0,37668256.0,997821439.32,,,517463.0,0.54,,,,12.59,71140.0,685545.0,,,0.54,517463.0,,4195.0,1000451.0,989.71,18.51,,,25.91,25.91,169979008.0,2853947544.32,,2831.55,25.9,15.62,0.1343,24.14,0.3207,16.79
2024-01-05,71971840.0,1202649446.4,12.97,51.06,10.15,1208.22,3.0,639040262.64,57430172.0,38242984.0,959658174.12,,,705200.0,12.49,,11200.0,,44.77,695674.0,2863831.0,,,12.49,705200.0,0.19,159297.0,132150.0,964.69,0.0,,,25.06,25.06,171769776.0,2870272956.96,,2880.44,25.09,16.71,0.1283,21.51,0.314,16.71
2024-01-08,69256736.0,1157626342.24,12.48,49.78,9.77,1159.87,2.0,597163499.86,57170316.0,35726204.0,955601831.94,,,421066.0,5.71,,41997.0,,12.23,354198.0,713401.0,,,5.71,421066.0,0.7,32479.0,2912976.0,957.67,50.04,,,24.93,24.93,172190768.0,2878168687.12,,2879.72,24.96,17.41,0.1224,18.53,0.302,16.715
2024-01-09,70420128.0,1171790929.92,12.69,51.46,9.94,1177.8,2.0,612696980.48,58413904.0,36820732.0,972007362.56,,,1258756.0,21.37,,,,5.12,1356441.0,297471.0,,,21.37,1258756.0,,282302.0,261910.0,978.07,4.18,,,25.39,25.39,171624528.0,2855832145.92,,2868.28,25.43,18.19,0.124,18.86,0.3061,16.64
2024-01-10,70945496.0,1169891229.04,12.78,51.46,10.01,1178.15,2.0,609240727.28,58962772.0,36946072.0,972296110.28,,,853498.0,11.07,,,,10.0,721057.0,541290.0,,,11.07,853498.0,,236660.0,595718.0,979.74,13.5,,,25.53,25.53,172001776.0,2836309286.24,,2849.04,25.59,18.58,0.1234,19.51,0.3072,16.49
