,ACWI FP Equity_DX_SI_QTY,ACWI FP Equity_DX_SHORT_INTEREST_VALUE,ACWI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ACWI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ACWI FP Equity_DX_SI_MV,ACWI FP Equity_DX_DSS,ACWI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ACWI FP Equity_DX_SUPPLY_SI_QTY,ACWI FP Equity_DX_BROKER_SI_QTY,ACWI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ACWI FP Equity_DX_BROKER_SI_MV_NEW_x,ACWI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ACWI FP Equity_DX_SUPPLY_SI_QTY_INC_x,ACWI FP Equity_DX_BROKER_SI_MV_INC_x,ACWI FP Equity_DX_SUPPLY_SI_MV_NEW,ACWI FP Equity_DX_BROKER_SI_QTY_ADD,ACWI FP Equity_DX_BROKER_SI_QTY_NEW,ACWI FP Equity_DX_SUPPLY_SI_MV_DEC,ACWI FP Equity_DX_BROKER_SI_QTY_INC,ACWI FP Equity_DX_SUPPLY_SI_QTY_DEC,ACWI FP Equity_DX_BROKER_SI_MV_NEW_y,ACWI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ACWI FP Equity_DX_BROKER_SI_MV_INC_y,ACWI FP Equity_DX_SUPPLY_SI_QTY_INC_y,ACWI FP Equity_DX_BROKER_SI_MV_ADD,ACWI FP Equity_DX_SUPPLY_SI_QTY_ADD,ACWI FP Equity_DX_BROKER_SI_QTY_DEC,ACWI FP Equity_DX_SUPPLY_SI_MV,ACWI FP Equity_DX_BROKER_SI_MV_DEC,ACWI FP Equity_DX_SUPPLY_SI_MV_RMV,ACWI FP Equity_DX_BROKER_SI_MV_RMV,ACWI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ACWI FP Equity_DX_UTILIZATION_QUANTITY,ACWI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ACWI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ACWI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ACWI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ACWI FP Equity_DX_ACTIVE_UTILIZATION_MV,ACWI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ACWI FP Equity_DX_BROKER_SI_CON_RATIO,ACWI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ACWI FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-01-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,174.11,,0.0,0.0,,0.0,,0.0
2016-01-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,178.93,,0.0,0.0,,0.0,,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,178.98,,0.0,0.0,,0.0,,0.0
2016-02-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,176.59,,0.0,0.0,,0.0,,0.0
2016-02-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,172.15,,0.0,0.0,,0.0,,0.0
2016-02-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,172.42,,0.0,0.0,,0.0,,0.0
2016-02-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,171.02,,0.0,0.0,,0.0,,0.0
2016-02-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,166.33,,0.0,0.0,,0.0,,0.0
2016-02-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,164.22,,0.0,0.0,,0.0,,0.0
2016-02-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,166.46,,0.0,0.0,,0.0,,0.0
2016-02-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,1.0,160.23,,0.0,0.0,,0.0,,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,368249.92,,0.42,0.0,,0.0,,0.0
2016-02-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,377968.8,,0.42,0.0,,0.0,,0.0
2016-02-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,377190.4,,0.42,0.0,,0.0,,0.0
2016-02-17,5000.0,868800.0,1.2,1.77,0.85,,868800.0,0.0,5000.0,0.0,,,,,,5000.0,,,,,,,,,0.85,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-02-18,5000.0,870150.0,1.2,1.73,0.87,,870150.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-02-19,5000.0,865000.0,1.21,1.73,0.87,,865000.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-02-22,5000.0,884850.0,1.21,1.7,0.87,0.0,884850.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-02-23,5000.0,874250.0,1.23,1.7,0.88,0.0,874250.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-02-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.88,,,0.0,0.0,2224.0,381972.0,,0.42,0.0,,0.0,,0.0
2016-02-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,389244.48,,0.42,0.0,,0.0,,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,396717.12,,0.42,0.0,,0.0,,0.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,399385.92,,0.42,0.0,,0.0,,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,403411.36,,0.42,0.0,,0.0,,0.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,407792.64,,0.42,0.0,,0.0,,0.0
2016-03-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,405435.2,,0.42,0.0,,0.0,,0.0
2016-03-04,2000.0,367620.0,0.88,0.69,0.36,,367620.0,0.0,2000.0,0.0,,,,,,2000.0,,,,,,,,,0.36,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8993
2016-03-07,2000.0,367620.0,1.66,0.68,0.37,,367620.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8993
2016-03-08,2000.0,362980.0,1.43,0.68,0.37,,362980.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8993
2016-03-09,2000.0,365060.0,1.43,0.68,0.36,,365060.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8993
2016-03-10,2000.0,357100.0,1.43,0.68,0.36,,357100.0,0.0,2000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8993
2016-03-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.37,,,0.0,0.0,2224.0,406947.52,,0.41,0.0,,0.0,,0.0
2016-03-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,409371.68,,0.4,0.0,,0.0,,0.0
2016-03-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,405657.6,,0.4,0.0,,0.0,,0.0
2016-03-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,407459.04,,0.4,0.0,,0.0,,0.0
2016-03-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,405924.48,,0.39,0.0,,0.0,,0.0
2016-03-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,408748.96,,0.4,0.0,,0.0,,0.0
2016-03-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,409015.84,,0.4,0.0,,0.0,,0.0
2016-03-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,410884.0,,0.4,0.0,,0.0,,0.0
2016-03-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,409838.72,,0.4,0.0,,0.0,,0.0
2016-03-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,405079.36,,0.4,0.0,,0.0,,0.0
2016-03-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,405079.36,,0.4,0.0,,0.0,,0.0
2016-03-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,405079.36,,0.4,0.0,,0.0,,0.0
2016-03-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,406547.2,,0.39,0.0,,0.0,,0.0
2016-03-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2224.0,409371.68,,0.4,0.0,,0.0,,0.0
2016-03-31,1000.0,182820.0,0.99,0.28,0.18,,182820.0,0.0,1000.0,0.0,,,,,,1000.0,,,,,,,,,0.18,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4496
2016-04-01,1000.0,181590.0,0.34,0.28,0.18,,181590.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4496
2016-04-04,1000.0,181830.0,0.34,0.28,0.18,,181830.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4496
2016-04-05,1000.0,179300.0,0.37,0.28,0.18,,179300.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4496
2016-04-06,1000.0,180110.0,0.37,0.28,0.18,,180110.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4496
2016-04-07,5000.0,896150.0,1.82,1.4,0.9,,896150.0,0.0,5000.0,0.0,,,,0.72,,,,,4000.0,,,,0.72,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-04-08,5000.0,902800.0,1.71,1.4,0.9,,902800.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-04-11,5000.0,903950.0,1.72,1.38,0.9,,903950.0,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.2482
2016-04-12,6800.0,1239028.0,2.33,1.88,1.23,,1239028.0,0.0,6800.0,0.0,,,,0.33,,,,,1800.0,,,,0.33,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.0576
2016-04-13,6800.0,1269288.0,2.33,1.88,1.24,,1269288.0,0.0,6800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,3.0576
2016-04-14,2800.0,525224.0,0.96,0.77,0.52,,525224.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,,,4000.0,0.0,0.72,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.259
2016-04-15,2800.0,522732.0,0.97,0.66,0.52,,522732.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.259
2016-04-18,2800.0,523404.0,0.58,0.67,0.52,,523404.0,0.0,2800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.259
2016-04-19,800.0,150504.0,0.17,0.19,0.15,,150504.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.37,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3597
2016-04-20,800.0,151416.0,0.17,0.19,0.15,,151416.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3597
2016-04-21,800.0,151336.0,0.18,0.19,0.15,,151336.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3597
2016-04-22,800.0,151144.0,0.18,0.19,0.15,,151144.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3597
2016-04-25,800.0,150256.0,0.18,0.19,0.15,,150256.0,0.0,800.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3597
2016-04-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,800.0,0.0,0.15,,,0.0,0.0,10824.0,2033937.84,,2.03,0.0,,0.0,,0.0
2016-04-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,10824.0,2036535.6,,2.03,0.0,,0.0,,0.0
2016-04-28,1100.0,207009.0,0.23,0.21,0.21,,207009.0,0.0,1100.0,0.0,,,,,,1100.0,,,,,,,,,0.21,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0584
2016-04-29,1100.0,201212.0,0.13,0.19,0.21,,201212.0,0.0,1100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0584
2016-05-02,1100.0,201597.0,0.11,0.19,0.2,,201597.0,0.0,1100.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0584
2016-05-03,4250.0,768952.5,0.43,0.73,0.78,,768952.5,0.0,4250.0,0.0,,,,0.58,,,,,3150.0,,,,0.58,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2258
2016-05-04,4250.0,763470.0,0.43,0.75,0.77,,763470.0,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-05,4250.0,770397.5,0.42,0.74,0.76,,770397.5,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-06,4250.0,767550.0,0.42,0.74,0.77,,767550.0,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-09,4250.0,769802.5,0.42,0.74,0.77,,769802.5,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-10,4250.0,779407.5,0.42,0.74,0.77,,779407.5,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-11,4250.0,776687.5,0.38,0.74,0.78,,776687.5,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-12,4250.0,773415.0,0.38,0.74,0.78,,773415.0,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-13,4250.0,780385.0,0.46,0.74,0.77,,780385.0,0.0,4250.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.911
2016-05-16,1050.0,191971.5,0.11,0.2,0.19,,191971.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,3200.0,0.0,0.58,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-17,1050.0,192328.5,0.11,0.2,0.19,,192328.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-18,1050.0,192916.5,0.11,0.2,0.19,,192916.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-19,1050.0,191236.5,0.11,0.2,0.19,,191236.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-20,1050.0,193882.5,0.11,0.2,0.19,,193882.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-23,1050.0,193420.5,0.11,0.2,0.19,,193420.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-24,1050.0,196497.0,0.11,0.2,0.19,,196497.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-25,1050.0,198103.5,0.11,0.2,0.2,,198103.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.4721
2016-05-26,1050.0,198103.5,0.11,0.2,0.2,,198103.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0794
2016-05-27,1050.0,199279.5,0.09,0.2,0.2,,199279.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0794
2016-05-30,1050.0,199647.0,0.11,0.21,0.2,,199647.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0243
2016-05-31,1050.0,199017.0,0.11,0.21,0.2,,199017.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0208
2016-06-01,1050.0,197799.0,0.11,0.21,0.2,,197799.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0208
2016-06-02,6050.0,1142361.0,0.63,0.77,1.14,,1142361.0,0.0,6050.0,0.0,,,,0.94,,,,,5000.0,,,,0.94,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1197
2016-06-03,16050.0,2992683.0,1.66,1.96,3.04,,2992683.0,0.0,16050.0,0.0,,,,1.92,,,,,10000.0,,,,1.92,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3177
2016-06-06,16050.0,3012906.0,1.48,1.96,2.99,,3012906.0,0.0,16050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3177
2016-06-07,16050.0,3037462.5,1.48,2.01,3.02,,3037462.5,0.0,16050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3177
2016-06-08,16050.0,3025425.0,1.49,2.05,3.04,,3025425.0,0.0,16050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.3177
2016-06-09,11050.0,2079610.0,1.02,1.41,2.08,,2079610.0,0.0,11050.0,0.0,,,,,,,,,,,,,,,,,5000.0,0.0,0.98,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2427
2016-06-10,1050.0,196014.0,0.14,0.13,0.2,,196014.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,10000.0,0.0,1.89,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0244
2016-06-13,1050.0,193998.0,0.19,0.13,0.2,,193998.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.03
2016-06-14,1050.0,192423.0,0.19,0.14,0.19,,192423.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.03
2016-06-15,1050.0,193483.5,0.19,0.14,0.19,,193483.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-16,1050.0,193011.0,0.19,0.14,0.19,,193011.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-17,1050.0,192538.5,0.09,0.14,0.19,,192538.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-20,1050.0,196308.0,0.09,0.18,0.19,,196308.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-21,1050.0,196822.5,0.08,0.18,0.2,,196822.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-22,1050.0,197379.0,0.09,0.15,0.2,,197379.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-23,1050.0,197851.5,0.09,0.15,0.2,,197851.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-24,1050.0,193809.0,0.09,0.15,0.2,,193809.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-27,1050.0,189808.5,0.08,0.15,0.19,,189808.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-28,1050.0,192108.0,0.08,0.15,0.19,,192108.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-29,1050.0,195982.5,0.08,0.15,0.19,,195982.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-06-30,1050.0,197515.5,0.08,0.15,0.2,,197515.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-07-01,1050.0,198828.0,0.08,0.22,0.2,,198828.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-07-04,1050.0,199248.0,0.08,0.15,0.2,,199248.0,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-07-05,1050.0,197389.5,0.08,0.15,0.2,,197389.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
2016-07-06,1050.0,196423.5,0.08,0.22,0.2,,196423.5,0.0,1050.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1047
