,ALBKK FP Equity_DX_SI_QTY,ALBKK FP Equity_DX_SHORT_INTEREST_VALUE,ALBKK FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBKK FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBKK FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBKK FP Equity_DX_SI_MV,ALBKK FP Equity_DX_DSS,ALBKK FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBKK FP Equity_DX_SUPPLY_SI_QTY,ALBKK FP Equity_DX_BROKER_SI_QTY,ALBKK FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBKK FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBKK FP Equity_DX_BROKER_SI_MV_INC_x,ALBKK FP Equity_DX_BROKER_SI_QTY_ADD,ALBKK FP Equity_DX_SUPPLY_SI_MV_DEC,ALBKK FP Equity_DX_BROKER_SI_QTY_INC,ALBKK FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBKK FP Equity_DX_BROKER_SI_MV_INC_y,ALBKK FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBKK FP Equity_DX_BROKER_SI_MV_ADD,ALBKK FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBKK FP Equity_DX_BROKER_SI_QTY_DEC,ALBKK FP Equity_DX_SUPPLY_SI_MV,ALBKK FP Equity_DX_BROKER_SI_MV_DEC,ALBKK FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBKK FP Equity_DX_UTILIZATION_QUANTITY,ALBKK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBKK FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBKK FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBKK FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBKK FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBKK FP Equity_DX_BROKER_SI_CON_RATIO,ALBKK FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBKK FP Equity_DX_DEMAND_SUPPLY_RATIO
2019-06-03,8.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,8.0,8.0,120.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-04,8.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,8.0,8.0,120.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-05,8.0,120.8,0.0,0.0,0.0,0.0,0.0,120.8,8.0,8.0,120.8,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-06,8.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,8.0,8.0,120.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-07,8.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,8.0,8.0,120.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-10,8.0,121.2,0.0,0.0,0.0,0.0,0.0,121.2,8.0,8.0,121.2,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-11,8.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,8.0,8.0,120.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-12,8.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,8.0,8.0,120.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-13,8.0,123.2,0.0,0.0,0.0,0.0,0.0,123.2,8.0,8.0,123.2,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-14,8.0,124.8,0.0,0.0,0.0,0.0,0.0,124.8,8.0,8.0,124.8,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-17,8.0,124.8,0.0,0.0,0.0,0.0,0.0,124.8,8.0,8.0,124.8,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-18,8.0,124.8,0.0,0.0,0.0,0.0,0.0,124.8,8.0,8.0,124.8,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-19,8.0,125.6,0.0,0.01,0.0,0.0,0.0,125.6,8.0,8.0,125.6,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-20,8.0,124.8,0.0,0.01,0.0,0.0,0.0,124.8,8.0,8.0,124.8,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-21,8.0,128.02,0.0,0.01,0.0,0.0,0.0,128.02,8.0,8.0,128.02,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-24,8.0,131.2,0.0,0.01,0.0,0.0,0.0,131.2,8.0,8.0,131.2,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-25,8.0,129.6,0.0,0.01,0.0,0.0,0.0,129.6,8.0,8.0,129.6,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-26,8.0,128.0,0.0,0.01,0.0,0.0,0.0,128.0,8.0,8.0,128.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-27,8.0,128.0,0.0,0.01,0.0,0.0,0.0,128.0,8.0,8.0,128.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-06-28,8.0,127.2,0.0,0.01,0.0,0.0,0.0,127.2,8.0,8.0,127.2,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-01,8.0,130.4,0.0,0.01,0.0,0.0,0.0,130.4,8.0,8.0,130.4,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-02,8.0,132.0,0.0,0.01,0.0,0.0,0.0,132.0,8.0,8.0,132.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-03,8.0,132.0,0.0,0.01,0.0,0.0,0.0,132.0,8.0,8.0,132.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-04,8.0,132.0,0.0,0.01,0.0,0.0,0.0,132.0,8.0,8.0,132.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-05,8.0,132.0,0.0,0.01,0.0,0.0,0.0,132.0,8.0,8.0,132.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-08,8.0,132.0,0.0,0.01,0.0,0.0,0.0,132.0,8.0,8.0,132.0,,,,,,,,,,,,0.0,,100.0,0.03,0.0,0.0,0.0,100.0,,1.0,100.0,0.0003
2019-07-09,8.0,132.0,0.0,0.02,0.0,0.0,0.0,132.0,0.0,8.0,0.0,,,,0.0,,8.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-10,8.0,132.0,0.0,0.02,0.0,0.0,0.0,132.0,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-11,8.0,136.0,0.0,0.02,0.0,0.0,0.0,136.0,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-12,8.0,136.0,0.0,0.02,0.0,0.0,0.0,136.0,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-15,8.0,135.2,0.0,0.02,0.0,0.0,0.0,135.2,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-16,8.0,134.4,0.0,0.02,0.0,0.0,0.0,134.4,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-17,8.0,134.4,0.0,0.02,0.0,0.0,0.0,134.4,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-18,8.0,133.6,0.0,0.02,0.0,0.0,0.0,133.6,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-19,8.0,132.0,0.0,0.02,0.0,0.0,0.0,132.0,0.0,8.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006
2019-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,13381.0,220786.5,0.22,0.0,,0.0,,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13381.0,220786.5,0.22,0.0,,0.0,,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13381.0,221482.31,0.22,0.0,,0.0,,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13381.0,220786.5,0.22,0.0,,0.0,,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,220273.0,0.22,0.0,,0.0,,0.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,219217.8,0.22,0.0,,0.0,,0.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,219587.12,0.22,0.0,,0.0,,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,219455.22,0.22,0.0,,0.0,,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,219481.6,0.22,0.0,,0.0,,0.0
2019-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,219481.6,0.22,0.0,,0.0,,0.0
2019-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,217635.0,0.22,0.0,,0.0,,0.0
2019-08-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,13190.0,214997.0,0.22,0.0,,0.0,,0.0
2019-08-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,12672.0,211622.4,0.21,0.0,,0.0,,0.0
2019-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16764.0,278282.4,0.28,0.0,,0.0,,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16764.0,277947.12,0.28,0.0,,0.0,,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16764.0,278282.4,0.28,0.0,,0.0,,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,16764.0,278282.4,0.28,0.0,,0.0,,0.0
2019-08-14,4000.0,67992.0,0.11,6.05,0.11,0.07,0.0,67992.0,4000.0,4000.0,67992.0,,,4000.0,,,,,,0.07,4000.0,,0.07,,100.0,23.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.2386
2019-08-15,4000.0,67200.0,0.11,5.82,0.11,0.07,0.0,67200.0,4000.0,4000.0,67200.0,,,,,,,,,,,,0.07,,100.0,23.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.2386
2019-08-16,4000.0,67000.0,0.11,5.62,0.11,0.07,0.0,67000.0,4000.0,4000.0,67000.0,,,,,,,,,,,,0.07,,100.0,23.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.2386
2019-08-19,4000.0,67592.0,0.11,5.65,0.11,0.07,0.0,67592.0,4000.0,4000.0,67592.0,,,,,,,,,,,,0.07,,100.0,23.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.2386
2019-08-20,4000.0,66800.0,0.11,5.64,0.11,0.07,0.0,66800.0,4000.0,4000.0,66800.0,,,,,,,,,,,,0.07,,100.0,23.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.2386
2019-08-21,4000.0,67200.0,0.11,5.36,0.11,0.07,0.0,67200.0,4000.0,4000.0,67200.0,,,,,,,,,,,,0.07,,100.0,23.86,0.0,0.0,0.0,100.0,,1.0,100.0,0.2386
2019-08-22,4000.0,64808.0,0.11,5.35,0.11,0.07,0.0,64808.0,0.0,4000.0,0.0,,,,0.07,,4000.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3157
2019-08-23,4000.0,65592.0,0.11,5.46,0.11,0.07,0.0,65592.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3157
2019-08-26,4000.0,64800.0,0.11,5.4,0.11,0.07,0.0,64800.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3157
2019-08-27,4000.0,64800.0,0.11,5.62,0.11,0.07,0.0,64800.0,0.0,4000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3157
2019-08-28,150.0,2430.0,0.0,0.21,0.0,0.0,0.0,2430.0,0.0,150.0,0.0,,,,,,,,,,,3850.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-08-29,150.0,2430.0,0.0,0.21,0.0,0.0,0.0,2430.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-08-30,150.0,2400.3,0.0,0.21,0.0,0.0,0.0,2400.3,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-02,150.0,2370.0,0.0,0.22,0.0,0.0,0.0,2370.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-03,150.0,2398.5,0.0,0.22,0.0,0.0,0.0,2398.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-04,150.0,2370.0,0.0,0.21,0.0,0.0,0.0,2370.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-05,150.0,2395.2,0.0,0.22,0.0,0.0,0.0,2395.2,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-06,150.0,2272.5,0.0,0.21,0.0,0.0,0.0,2272.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-09,150.0,2250.0,0.0,0.21,0.0,0.0,0.0,2250.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-10,150.0,2295.0,0.0,0.25,0.0,0.0,0.0,2295.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-11,150.0,2325.0,0.0,0.25,0.0,0.0,0.0,2325.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-12,150.0,2295.0,0.0,0.23,0.0,0.0,0.0,2295.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-13,150.0,2295.0,0.0,0.25,0.0,0.0,0.0,2295.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-16,150.0,2295.0,0.0,0.25,0.0,0.0,0.0,2295.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-17,150.0,2295.0,0.0,0.25,0.0,0.0,0.0,2295.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-18,150.0,2287.5,0.0,0.26,0.0,0.0,0.0,2287.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0118
2019-09-19,150.0,2257.8,0.0,0.29,0.0,0.0,0.0,2257.8,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.012
2019-09-20,150.0,2250.0,0.0,0.31,0.0,0.0,0.0,2250.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.012
2019-09-23,150.0,2250.0,0.0,0.32,0.0,0.0,0.0,2250.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0122
2019-09-24,150.0,2235.0,0.0,0.18,0.0,0.0,0.0,2235.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0137
2019-09-25,150.0,2235.0,0.0,0.1,0.0,0.0,0.0,2235.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-09-26,150.0,2232.0,0.0,0.09,0.0,0.0,0.0,2232.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-09-27,150.0,2220.0,0.0,0.09,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-09-30,150.0,2233.5,0.0,0.09,0.0,0.0,0.0,2233.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-01,150.0,2220.0,0.0,0.09,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-02,150.0,2205.0,0.0,0.09,0.0,0.0,0.0,2205.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-03,150.0,2202.9,0.0,0.07,0.0,0.0,0.0,2202.9,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-04,150.0,2190.3,0.0,0.06,0.0,0.0,0.0,2190.3,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-07,150.0,2220.0,0.0,0.06,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-08,150.0,2190.0,0.0,0.06,0.0,0.0,0.0,2190.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-09,150.0,2199.6,0.0,0.06,0.0,0.0,0.0,2199.6,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-10,150.0,2205.3,0.0,0.06,0.0,0.0,0.0,2205.3,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-11,150.0,2220.0,0.0,0.06,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-14,150.0,2235.0,0.0,0.06,0.0,0.0,0.0,2235.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.014
2019-10-15,150.0,2205.0,0.0,0.06,0.0,0.0,0.0,2205.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0152
2019-10-16,150.0,2220.0,0.0,0.06,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0152
2019-10-17,150.0,2220.0,0.0,0.05,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174
2019-10-18,150.0,2220.0,0.0,0.05,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174
2019-10-21,150.0,2220.0,0.0,0.05,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174
2019-10-22,150.0,2205.0,0.0,0.05,0.0,0.0,0.0,2205.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174
2019-10-23,150.0,2205.0,0.0,0.05,0.0,0.0,0.0,2205.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174
2019-10-24,150.0,2205.0,0.0,0.05,0.0,0.0,0.0,2205.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0174
2019-10-25,150.0,2190.0,0.0,0.05,0.0,0.0,0.0,2190.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-10-28,150.0,2250.0,0.0,0.05,0.0,0.0,0.0,2250.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-10-29,150.0,2250.0,0.0,0.05,0.0,0.0,0.0,2250.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-10-30,150.0,2220.0,0.0,0.05,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-10-31,150.0,2190.3,0.0,0.05,0.0,0.0,0.0,2190.3,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-01,150.0,2220.0,0.0,0.05,0.0,0.0,0.0,2220.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-04,150.0,2190.0,0.0,0.05,0.0,0.0,0.0,2190.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-05,150.0,2190.0,0.0,0.06,0.0,0.0,0.0,2190.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-06,150.0,2179.2,0.0,0.08,0.0,0.0,0.0,2179.2,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-07,150.0,2175.0,0.0,0.09,0.0,0.0,0.0,2175.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-08,150.0,2137.5,0.0,0.09,0.0,0.0,0.0,2137.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-11,150.0,2139.0,0.0,0.09,0.0,0.0,0.0,2139.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-12,150.0,2130.0,0.0,0.08,0.0,0.0,0.0,2130.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-13,150.0,2137.5,0.0,0.08,0.0,0.0,0.0,2137.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0317
2019-11-14,150.0,2107.5,0.0,0.11,0.0,0.0,0.0,2107.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0339
2019-11-15,150.0,2077.5,0.0,0.13,0.0,0.0,0.0,2077.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0339
2019-11-18,150.0,2047.5,0.0,0.13,0.0,0.0,0.0,2047.5,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0339
2019-11-19,150.0,2025.0,0.0,0.13,0.0,0.0,0.0,2025.0,0.0,150.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0429
