,EMBI FP Equity_DX_SI_QTY,EMBI FP Equity_DX_SHORT_INTEREST_VALUE,EMBI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EMBI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EMBI FP Equity_DX_SI_MV,EMBI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EMBI FP Equity_DX_SUPPLY_SI_QTY,EMBI FP Equity_DX_BROKER_SI_QTY,EMBI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EMBI FP Equity_DX_SUPPLY_SI_QTY_INC_x,EMBI FP Equity_DX_BROKER_SI_MV_INC_x,EMBI FP Equity_DX_BROKER_SI_QTY_ADD,EMBI FP Equity_DX_SUPPLY_SI_MV_DEC,EMBI FP Equity_DX_BROKER_SI_QTY_INC,EMBI FP Equity_DX_SUPPLY_SI_QTY_DEC,EMBI FP Equity_DX_BROKER_SI_MV_INC_y,EMBI FP Equity_DX_SUPPLY_SI_QTY_INC_y,EMBI FP Equity_DX_BROKER_SI_MV_ADD,EMBI FP Equity_DX_SUPPLY_SI_QTY_ADD,EMBI FP Equity_DX_BROKER_SI_QTY_DEC,EMBI FP Equity_DX_SUPPLY_SI_MV,EMBI FP Equity_DX_BROKER_SI_MV_DEC,EMBI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EMBI FP Equity_DX_UTILIZATION_QUANTITY,EMBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EMBI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EMBI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EMBI FP Equity_DX_ACTIVE_UTILIZATION_MV,EMBI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EMBI FP Equity_DX_BROKER_SI_CON_RATIO,EMBI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EMBI FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-06-10,78800.0,650659.48,27.2,4.0,0.66,325329.74,39400.0,39400.0,325329.74,,,,,,,,,,,,0.33,,4.55,4.55,825600.0,6817061.76,6.82,4.55,,1.0,100.0,0.0911
2022-06-13,78800.0,634923.12,27.18,4.0,0.64,317461.56,39400.0,39400.0,317461.56,,,,,,,,,,,,0.32,,4.55,4.55,825600.0,6652189.44,6.65,4.55,,1.0,100.0,0.0911
2022-06-14,52000.0,418048.8,18.44,2.51,0.42,316752.36,12600.0,39400.0,101296.44,,,,0.22,,26800.0,,,,,,0.1,,1.46,1.46,852400.0,6852784.56,6.8,1.46,,1.0,100.0,0.0601
2022-06-15,12600.0,102191.04,4.09,0.61,0.1,102191.04,0.0,12600.0,0.0,,,,0.1,,12600.0,,,,,26800.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0146
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12600.0,0.0,0.1,0.0,0.0,865000.0,6967315.5,7.02,0.0,,0.0,,0.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6963942.0,6.96,0.0,,0.0,,0.0
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6965326.0,6.98,0.0,,0.0,,0.0
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6972419.0,6.97,0.0,,0.0,,0.0
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7005462.0,6.99,0.0,,0.0,,0.0
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7022243.0,7.01,0.0,,0.0,,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7060649.0,7.06,0.0,,0.0,,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7021897.0,7.05,0.0,,0.0,,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6934532.0,7.02,0.0,,0.0,,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6912215.0,6.93,0.0,,0.0,,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6874587.5,6.91,0.0,,0.0,,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7038418.5,7.04,0.0,,0.0,,0.0
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7029076.5,7.04,0.0,,0.0,,0.0
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6969997.0,7.03,0.0,,0.0,,0.0
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6943182.0,6.97,0.0,,0.0,,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6941625.0,6.94,0.0,,0.0,,0.0
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6913858.5,6.91,0.0,,0.0,,0.0
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6939635.5,6.91,0.0,,0.0,,0.0
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6857547.0,6.94,0.0,,0.0,,0.0
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6795094.0,6.86,0.0,,0.0,,0.0
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6759456.0,6.8,0.0,,0.0,,0.0
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6799851.5,6.8,0.0,,0.0,,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6816200.0,6.8,0.0,,0.0,,0.0
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6865505.0,6.82,0.0,,0.0,,0.0
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6919481.0,6.87,0.0,,0.0,,0.0
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6942663.0,6.92,0.0,,0.0,,0.0
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7024578.5,7.02,0.0,,0.0,,0.0
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7015409.5,7.02,0.0,,0.0,,0.0
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,6997936.5,7.02,0.0,,0.0,,0.0
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7000445.0,7.0,0.0,,0.0,,0.0
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7127513.5,7.0,0.0,,0.0,,0.0
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,865000.0,7233303.0,7.23,0.0,,0.0,,0.0
2022-08-01,38000.0,317060.6,13.84,2.74,0.32,158530.3,19000.0,19000.0,158530.3,,,19000.0,,,,,,0.16,19000.0,,0.16,,2.2,2.2,846000.0,7058770.2,7.07,2.2,,1.0,100.0,0.0439
2022-08-02,38000.0,315244.2,13.06,2.74,0.32,157622.1,19000.0,19000.0,157622.1,,,,,,,,,,,,0.16,,2.2,2.2,846000.0,7018331.4,7.06,2.2,,1.0,100.0,0.0439
2022-08-03,64600.0,535340.2,21.94,4.67,0.54,267670.1,32300.0,32300.0,267670.1,13300.0,0.11,,,13300.0,,0.11,13300.0,,,,0.27,,3.73,3.73,832700.0,6900584.9,6.91,3.73,,1.0,100.0,0.0747
2022-08-04,89400.0,747625.38,29.55,6.46,0.74,373812.69,44700.0,44700.0,373812.69,12400.0,0.11,,,12400.0,,0.11,12400.0,,,,0.37,,5.17,5.17,820300.0,6859922.81,6.8,5.17,,1.0,100.0,0.1034
2022-08-05,89400.0,743834.82,26.29,6.46,0.75,371917.41,44700.0,44700.0,371917.41,,,,,,,,,,,,0.37,,5.17,5.17,820300.0,6825142.09,6.83,5.17,,1.0,100.0,0.1034
2022-08-08,89400.0,756395.52,25.81,3.64,0.74,378197.76,44700.0,44700.0,378197.76,,,,,,,,,,,,0.37,,5.17,5.17,820300.0,6940394.24,6.83,5.17,,1.0,100.0,0.1034
2022-08-09,89400.0,749270.34,24.76,3.53,0.76,374635.17,44700.0,44700.0,374635.17,,,,,,,,,,,,0.38,,5.17,5.17,820300.0,6875016.33,6.94,5.17,,1.0,100.0,0.1034
2022-08-10,89400.0,759175.86,25.98,3.53,0.75,379587.93,44700.0,44700.0,379587.93,,,,,,,,,,,,0.37,,5.17,5.17,820300.0,6965905.57,6.88,5.17,,1.0,100.0,0.1034
2022-08-11,44700.0,378899.55,13.65,1.62,0.38,378899.55,0.0,44700.0,0.0,,,,0.37,,44700.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.044
2022-08-12,44700.0,378059.19,13.7,1.78,0.38,378059.19,0.0,44700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.044
2022-08-15,44700.0,375560.46,12.98,1.78,0.38,375560.46,0.0,44700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.044
2022-08-16,44700.0,374787.15,11.84,1.78,0.38,374787.15,0.0,44700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.044
2022-08-17,44700.0,370352.91,12.46,1.78,0.38,370352.91,0.0,44700.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.044
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44700.0,0.0,0.38,0.0,0.0,1015000.0,8423282.0,8.41,0.0,,0.0,,0.0
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8468652.5,8.47,0.0,,0.0,,0.0
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8264840.5,8.47,0.0,,0.0,,0.0
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8370908.0,8.26,0.0,,0.0,,0.0
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8360250.5,8.37,0.0,,0.0,,0.0
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8369182.5,8.36,0.0,,0.0,,0.0
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8354160.5,8.35,0.0,,0.0,,0.0
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8271844.0,8.35,0.0,,0.0,,0.0
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8257431.0,8.27,0.0,,0.0,,0.0
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8224443.5,8.26,0.0,,0.0,,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8149029.0,8.22,0.0,,0.0,,0.0
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8276310.0,8.28,0.0,,0.0,,0.0
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8182727.0,8.28,0.0,,0.0,,0.0
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8174099.5,8.18,0.0,,0.0,,0.0
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8159585.0,8.17,0.0,,0.0,,0.0
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8260780.5,8.16,0.0,,0.0,,0.0
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8307267.5,8.31,0.0,,0.0,,0.0
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,1015000.0,8339240.0,8.31,0.0,,0.0,,0.0
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7425325.1,7.55,0.0,,0.0,,0.0
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7406761.1,7.43,0.0,,0.0,,0.0
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7406761.1,7.41,0.0,,0.0,,0.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7377077.07,7.38,0.0,,0.0,,0.0
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7359891.59,7.38,0.0,,0.0,,0.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7313113.98,7.36,0.0,,0.0,,0.0
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7330575.17,7.31,0.0,,0.0,,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7257421.97,7.26,0.0,,0.0,,0.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7201821.87,7.2,0.0,,0.0,,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7100546.96,7.2,0.0,,0.0,,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7013884.32,7.1,0.0,,0.0,,0.0
2022-09-28,41800.0,317604.76,3.36,1.8,0.32,158802.38,20900.0,20900.0,158802.38,,,20900.0,,,,,,0.16,20900.0,,0.16,,2.27,2.27,898110.0,6824019.4,6.85,2.27,,1.0,100.0,0.0455
2022-09-29,67000.0,507933.7,5.33,2.89,0.51,253966.85,33500.0,33500.0,253966.85,12600.0,0.1,,,12600.0,,0.1,12600.0,,,,0.25,,3.65,3.65,885510.0,6713139.86,6.73,3.65,,1.0,100.0,0.0729
2022-09-30,67000.0,508114.6,5.26,3.1,0.51,254057.3,33500.0,33500.0,254057.3,,,,,,,,,,,,0.25,,3.65,3.65,885510.0,6715530.74,6.72,3.65,,1.0,100.0,0.0729
2022-10-03,882100.0,6804342.98,71.24,33.17,6.7,3531377.64,424300.0,457800.0,3272965.34,390800.0,3.23,,,424300.0,,3.23,390800.0,,,,3.22,,46.17,46.17,494710.0,3816094.0,3.75,46.17,,1.0,100.0,0.9598
2022-10-04,424300.0,3329185.09,30.79,15.56,3.33,3329185.09,0.0,424300.0,0.0,,,,3.22,,424300.0,,,,,33500.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4617
2022-10-05,424300.0,3253659.69,29.96,15.56,3.3,3253659.69,0.0,424300.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.4617
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,424300.0,0.0,3.3,0.0,0.0,919010.0,7065348.88,7.05,0.0,,0.0,,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7002396.7,7.0,0.0,,0.0,,0.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6941006.83,7.0,0.0,,0.0,,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6975010.2,6.94,0.0,,0.0,,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6920145.3,6.98,0.0,,0.0,,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6859214.94,6.92,0.0,,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6857928.32,6.86,0.0,,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6927956.89,6.86,0.0,,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6940914.93,6.93,0.0,,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6886877.14,6.94,0.0,,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6858020.22,6.89,0.0,,0.0,,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6778525.86,6.78,0.0,,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6867118.42,6.78,0.0,,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6953321.56,6.87,0.0,,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7027945.17,6.95,0.0,,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7072057.65,7.03,0.0,,0.0,,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7073528.07,7.07,0.0,,0.0,,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6987233.03,7.07,0.0,,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7056158.78,6.99,0.0,,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7052758.44,7.06,0.0,,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,6971701.76,7.05,0.0,,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7064154.17,7.06,0.0,,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7107163.84,7.06,0.0,,0.0,,0.0
2022-11-08,45000.0,350437.5,2.67,1.49,0.35,233625.0,15000.0,30000.0,116812.5,,,30000.0,,,,,,0.23,15000.0,,0.12,,1.63,1.63,904010.0,7039977.88,6.99,1.63,,1.0,100.0,0.049
2022-11-09,45000.0,349281.0,2.76,2.24,0.35,232854.0,15000.0,30000.0,116427.0,,,,,,,,,,,,0.12,,1.63,1.63,904010.0,7016744.82,7.04,1.63,,1.0,100.0,0.049
2022-11-10,30000.0,237672.0,1.89,1.49,0.24,237672.0,0.0,30000.0,0.0,,,,0.12,,15000.0,,,,,,0.0,,0.0,0.0,919010.0,7280764.82,7.13,0.0,,1.0,100.0,0.0326
2022-11-11,30000.0,239871.0,1.86,1.49,0.24,239871.0,0.0,30000.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7348128.26,7.35,0.0,,1.0,100.0,0.0326
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,30000.0,0.0,0.24,0.0,0.0,919010.0,7329104.75,7.35,0.0,,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7401890.34,7.33,0.0,,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7384796.76,7.4,0.0,,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7361729.61,7.38,0.0,,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7347944.46,7.35,0.0,,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7375330.95,7.35,0.0,,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,919010.0,7417513.51,7.38,0.0,,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7541444.36,7.47,0.0,,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7574128.98,7.54,0.0,,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7557832.97,7.56,0.0,,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7579221.49,7.56,0.0,,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7559592.2,7.58,0.0,,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7644312.96,7.56,0.0,,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7690608.46,7.64,0.0,,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7739774.28,7.74,0.0,,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7707645.2,7.74,0.0,,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7681719.72,7.71,0.0,,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7628016.94,7.68,0.0,,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7719219.08,7.63,0.0,,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,925910.0,7749774.11,7.75,0.0,,0.0,,0.0
