,PVL FP Equity_DX_SI_QTY,PVL FP Equity_DX_SHORT_INTEREST_VALUE,PVL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,PVL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PVL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PVL FP Equity_DX_SI_MV,PVL FP Equity_DX_DSS,PVL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PVL FP Equity_DX_SUPPLY_SI_QTY,PVL FP Equity_DX_BROKER_SI_QTY,PVL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PVL FP Equity_DX_BROKER_SI_MV_NEW_x,PVL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,PVL FP Equity_DX_SUPPLY_SI_QTY_INC_x,PVL FP Equity_DX_BROKER_SI_MV_INC_x,PVL FP Equity_DX_SUPPLY_SI_MV_NEW,PVL FP Equity_DX_BROKER_SI_QTY_ADD,PVL FP Equity_DX_BROKER_SI_QTY_NEW,PVL FP Equity_DX_SUPPLY_SI_MV_DEC,PVL FP Equity_DX_BROKER_SI_QTY_INC,PVL FP Equity_DX_SUPPLY_SI_QTY_DEC,PVL FP Equity_DX_BROKER_SI_MV_NEW_y,PVL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,PVL FP Equity_DX_BROKER_SI_MV_INC_y,PVL FP Equity_DX_SUPPLY_SI_QTY_INC_y,PVL FP Equity_DX_BROKER_SI_MV_ADD,PVL FP Equity_DX_SUPPLY_SI_QTY_ADD,PVL FP Equity_DX_BROKER_SI_QTY_DEC,PVL FP Equity_DX_SUPPLY_SI_MV,PVL FP Equity_DX_BROKER_SI_MV_DEC,PVL FP Equity_DX_SUPPLY_SI_MV_RMV,PVL FP Equity_DX_BROKER_SI_MV_RMV,PVL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PVL FP Equity_DX_UTILIZATION_QUANTITY,PVL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PVL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PVL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,PVL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PVL FP Equity_DX_ACTIVE_UTILIZATION_MV,PVL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,PVL FP Equity_DX_BROKER_SI_CON_RATIO,PVL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PVL FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-12-17,1000.0,12158.17,0.09,0.67,0.04,0.02,0.0,0.0,1000.0,0.0,12158.17,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.89,0.0,0.0,,0.0,100.0,,0.0,,0.1689
2009-12-18,1000.0,12158.17,0.09,0.69,0.04,0.02,0.0,0.0,1000.0,0.0,12158.17,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-21,1000.0,11800.58,0.09,0.69,0.04,0.02,0.0,0.0,1000.0,0.0,11800.58,,,,,,,,,,,,,,,,,,0.02,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-22,1000.0,11522.45,0.09,0.69,0.04,0.01,0.0,0.0,1000.0,0.0,11522.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-23,1000.0,11435.04,0.09,0.67,0.04,0.01,0.0,0.0,1000.0,0.0,11435.04,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-24,1000.0,11522.45,0.09,0.66,0.04,0.01,0.0,0.0,1000.0,0.0,11522.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-25,1000.0,11522.45,0.09,0.65,0.04,0.01,0.0,0.0,1000.0,0.0,11522.45,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-28,1000.0,11586.02,0.09,0.65,0.04,0.01,0.0,0.0,1000.0,0.0,11586.02,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-29,1000.0,11442.98,0.09,0.71,0.04,0.01,0.0,0.0,1000.0,0.0,11442.98,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-30,1000.0,11387.36,0.09,0.71,0.04,0.01,0.0,0.0,1000.0,0.0,11387.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2009-12-31,1000.0,11387.36,0.09,0.72,0.04,0.01,0.0,0.0,1000.0,0.0,11387.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2010-01-01,1000.0,11387.36,0.09,0.76,0.04,0.01,0.0,0.0,1000.0,0.0,11387.36,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2010-01-04,1000.0,11657.54,0.09,0.76,0.04,0.01,0.0,0.0,1000.0,0.0,11657.54,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2010-01-05,1000.0,11474.77,0.09,0.78,0.04,0.01,0.0,0.0,1000.0,0.0,11474.77,,,,,,,,,,,,,,,,,,0.01,,,,100.0,16.8,0.0,0.0,,0.0,100.0,,0.0,,0.168
2010-01-06,1000.0,11562.18,0.09,0.77,0.04,0.01,0.0,0.0,1000.0,0.0,11562.18,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,,0.0,,0.0264
2010-01-07,1000.0,11681.38,0.09,0.82,0.04,0.01,0.0,0.0,1000.0,0.0,11681.38,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.64,0.0,0.0,,0.0,100.0,,0.0,,0.0264
2010-01-08,1000.0,11625.75,0.09,0.9,0.04,0.01,0.0,0.0,1000.0,0.0,11625.75,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.75,0.0,0.0,,0.0,100.0,,0.0,,0.0275
2010-01-11,1000.0,12007.19,0.09,0.92,0.04,0.01,0.0,0.0,1000.0,0.0,12007.19,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-12,1000.0,11808.52,0.09,0.88,0.04,0.02,0.0,0.0,1000.0,0.0,11808.52,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-13,1000.0,12054.86,0.09,0.92,0.04,0.01,0.0,0.0,1000.0,0.0,12054.86,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-14,1000.0,12078.7,0.09,0.96,0.04,0.02,0.0,0.0,1000.0,0.0,12078.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-15,1000.0,12078.7,0.09,0.99,0.04,0.02,0.0,0.0,1000.0,0.0,12078.7,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-18,1000.0,11919.77,0.09,0.99,0.04,0.02,0.0,0.0,1000.0,0.0,11919.77,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-19,1000.0,11919.77,0.09,1.04,0.04,0.02,0.0,0.0,1000.0,0.0,11919.77,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-20,1000.0,11760.84,0.09,1.03,0.04,0.02,0.0,0.0,1000.0,0.0,11760.84,,,,,,,,,,,,,,,,,,0.02,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-21,1000.0,11570.13,0.09,1.03,0.04,0.01,0.0,0.0,1000.0,0.0,11570.13,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-22,1000.0,11681.38,0.09,1.01,0.04,0.01,0.0,0.0,1000.0,0.0,11681.38,,,,,,,,,,,,,,,,,,0.01,,,,100.0,2.69,0.0,0.0,,0.0,100.0,,0.0,,0.0269
2010-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.01,,1000.0,,,,,,,,0.0,,,,0.0,0.0,37159.0,434068.35,,0.55,0.0,,0.0,,0.0
2010-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,437021.19,,0.55,0.0,,0.0,,0.0
2010-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,436725.91,,0.55,0.0,,0.0,,0.0
2010-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,438497.62,,0.55,0.0,,0.0,,0.0
2010-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,449423.15,,0.55,0.0,,0.0,,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,442926.88,,0.57,0.0,,0.0,,0.0
2010-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,428162.66,,0.56,0.0,,0.0,,0.0
2010-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,432296.64,,0.54,0.0,,0.0,,0.0
2010-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,429639.08,,0.54,0.0,,0.0,,0.0
2010-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,427572.09,,0.54,0.0,,0.0,,0.0
2010-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,423733.39,,0.54,0.0,,0.0,,0.0
2010-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,422847.53,,0.53,0.0,,0.0,,0.0
2010-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,424914.52,,0.53,0.0,,0.0,,0.0
2010-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419894.69,,0.53,0.0,,0.0,,0.0
2010-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,410740.86,,0.53,0.0,,0.0,,0.0
2010-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,410740.86,,0.52,0.0,,0.0,,0.0
2010-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,403358.75,,0.52,0.0,,0.0,,0.0
2010-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,403358.75,,0.51,0.0,,0.0,,0.0
2010-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,403358.75,,0.51,0.0,,0.0,,0.0
2010-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,403358.75,,0.51,0.0,,0.0,,0.0
2010-02-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.51,0.0,,0.0,,0.0
2010-02-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419304.12,,0.52,0.0,,0.0,,0.0
2010-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419304.12,,0.53,0.0,,0.0,,0.0
2010-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,416646.56,,0.53,0.0,,0.0,,0.0
2010-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,424619.24,,0.52,0.0,,0.0,,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,422256.96,,0.53,0.0,,0.0,,0.0
2010-03-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,426686.23,,0.53,0.0,,0.0,,0.0
2010-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,429639.08,,0.54,0.0,,0.0,,0.0
2010-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413693.71,,0.54,0.0,,0.0,,0.0
2010-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,424914.52,,0.52,0.0,,0.0,,0.0
2010-03-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419304.12,,0.53,0.0,,0.0,,0.0
2010-03-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419304.12,,0.53,0.0,,0.0,,0.0
2010-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,417237.13,,0.53,0.0,,0.0,,0.0
2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,417827.69,,0.53,0.0,,0.0,,0.0
2010-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,417827.69,,0.53,0.0,,0.0,,0.0
2010-03-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.53,0.0,,0.0,,0.0
2010-03-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413988.99,,0.52,0.0,,0.0,,0.0
2010-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,406016.31,,0.52,0.0,,0.0,,0.0
2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.51,0.0,,0.0,,0.0
2010-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,427572.09,,0.52,0.0,,0.0,,0.0
2010-03-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,422256.96,,0.54,0.0,,0.0,,0.0
2010-03-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,422256.96,,0.53,0.0,,0.0,,0.0
2010-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,422552.25,,0.53,0.0,,0.0,,0.0
2010-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419008.83,,0.53,0.0,,0.0,,0.0
2010-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.53,0.0,,0.0,,0.0
2010-03-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.52,0.0,,0.0,,0.0
2010-03-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,410445.58,,0.52,0.0,,0.0,,0.0
2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,410445.58,,0.52,0.0,,0.0,,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,420485.26,,0.52,0.0,,0.0,,0.0
2010-04-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,420485.26,,0.53,0.0,,0.0,,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,420485.26,,0.53,0.0,,0.0,,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,425209.81,,0.53,0.0,,0.0,,0.0
2010-04-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,421666.39,,0.54,0.0,,0.0,,0.0
2010-04-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,421666.39,,0.53,0.0,,0.0,,0.0
2010-04-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,428162.66,,0.53,0.0,,0.0,,0.0
2010-04-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,426686.23,,0.54,0.0,,0.0,,0.0
2010-04-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,429639.08,,0.54,0.0,,0.0,,0.0
2010-04-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,430820.22,,0.54,0.0,,0.0,,0.0
2010-04-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,430524.93,,0.54,0.0,,0.0,,0.0
2010-04-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,420780.54,,0.54,0.0,,0.0,,0.0
2010-04-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419304.12,,0.53,0.0,,0.0,,0.0
2010-04-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,429639.08,,0.53,0.0,,0.0,,0.0
2010-04-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,425209.81,,0.54,0.0,,0.0,,0.0
2010-04-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,431115.5,,0.54,0.0,,0.0,,0.0
2010-04-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,434068.35,,0.54,0.0,,0.0,,0.0
2010-04-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,434068.35,,0.55,0.0,,0.0,,0.0
2010-04-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,439383.47,,0.55,0.0,,0.0,,0.0
2010-04-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,428162.66,,0.55,0.0,,0.0,,0.0
2010-04-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,434068.35,,0.54,0.0,,0.0,,0.0
2010-04-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,434068.35,,0.55,0.0,,0.0,,0.0
2010-05-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,433477.78,,0.55,0.0,,0.0,,0.0
2010-05-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,428753.22,,0.55,0.0,,0.0,,0.0
2010-05-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,428457.94,,0.54,0.0,,0.0,,0.0
2010-05-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,427867.37,,0.54,0.0,,0.0,,0.0
2010-05-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.54,0.0,,0.0,,0.0
2010-05-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,417827.69,,0.52,0.0,,0.0,,0.0
2010-05-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,413398.43,,0.53,0.0,,0.0,,0.0
2010-05-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,421666.39,,0.52,0.0,,0.0,,0.0
2010-05-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,426686.23,,0.53,0.0,,0.0,,0.0
2010-05-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,419894.69,,0.54,0.0,,0.0,,0.0
2010-05-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,437316.48,,0.53,0.0,,0.0,,0.0
2010-05-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,437316.48,,0.55,0.0,,0.0,,0.0
2010-05-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,441450.46,,0.55,0.0,,0.0,,0.0
2010-05-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,435544.77,,0.56,0.0,,0.0,,0.0
2010-05-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,429639.08,,0.55,0.0,,0.0,,0.0
2010-05-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,434658.92,,0.54,0.0,,0.0,,0.0
2010-05-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,423733.39,,0.55,0.0,,0.0,,0.0
2010-05-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,37159.0,436725.91,,0.53,0.0,,0.0,,0.0
