,ECRP3 FP Equity_DX_SI_QTY,ECRP3 FP Equity_DX_SHORT_INTEREST_VALUE,ECRP3 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ECRP3 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ECRP3 FP Equity_DX_SI_MV,ECRP3 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ECRP3 FP Equity_DX_SUPPLY_SI_QTY,ECRP3 FP Equity_DX_BROKER_SI_QTY,ECRP3 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_INC_x,ECRP3 FP Equity_DX_BROKER_SI_MV_INC_x,ECRP3 FP Equity_DX_BROKER_SI_QTY_ADD,ECRP3 FP Equity_DX_SUPPLY_SI_MV_DEC,ECRP3 FP Equity_DX_BROKER_SI_QTY_INC,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_DEC,ECRP3 FP Equity_DX_BROKER_SI_MV_INC_y,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_INC_y,ECRP3 FP Equity_DX_BROKER_SI_MV_ADD,ECRP3 FP Equity_DX_SUPPLY_SI_QTY_ADD,ECRP3 FP Equity_DX_BROKER_SI_QTY_DEC,ECRP3 FP Equity_DX_SUPPLY_SI_MV,ECRP3 FP Equity_DX_BROKER_SI_MV_DEC,ECRP3 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ECRP3 FP Equity_DX_UTILIZATION_QUANTITY,ECRP3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ECRP3 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ECRP3 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ECRP3 FP Equity_DX_ACTIVE_UTILIZATION_MV,ECRP3 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ECRP3 FP Equity_DX_BROKER_SI_CON_RATIO,ECRP3 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ECRP3 FP Equity_DX_DEMAND_SUPPLY_RATIO,ECRP3 FP Equity_PX_LAST
2023-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181482957.05,181.72,0.0,,0.0,,0.0,48.584
2023-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181800470.04,181.27,0.0,,0.0,,0.0,48.669
2023-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181557665.99,181.82,0.0,,0.0,,0.0,48.604
2023-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181624904.03,181.71,0.0,,0.0,,0.0,48.622
2023-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181595020.46,181.56,0.0,,0.0,,0.0,48.614
2023-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181393306.32,181.86,0.0,,0.0,,0.0,48.56
2023-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181468015.26,181.6,0.0,,0.0,,0.0,48.58
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181550195.09,181.37,0.0,,0.0,,0.0,48.602
2023-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181669729.4,181.92,0.0,,0.0,,0.0,48.634
2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181807940.94,182.6,0.0,,0.0,,0.0,48.671
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181867708.09,181.96,0.0,,0.0,,0.0,48.687
2023-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181934946.14,181.9,0.0,,0.0,,0.0,48.705
2023-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,3735447.0,181651052.16,181.92,0.0,,0.0,,0.0,48.629
2023-06-06,55200.0,2688074.4,13.36,0.16,2.69,1344037.2,27600.0,27600.0,1344037.2,,,27600.0,,,,,,1.34,27600.0,,1.34,,100.0,0.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.0147,48.697
2023-06-07,265200.0,12884742.0,64.09,0.78,12.92,6442371.0,132600.0,132600.0,6442371.0,,5.11,,,105000.0,,5.11,,,105000.0,,6.46,,100.0,3.43,0.0,0.0,0.0,100.0,39.6,0.5216,60.4,0.0685,48.585
2023-06-08,233162.0,11346129.24,56.03,0.68,11.33,5109510.0,128162.0,105000.0,6236619.24,,,,1.33,,27600.0,,,,23162.0,27600.0,6.23,1.3,3.87,3.34,3182253.0,154854795.49,154.6,3.87,45.02,0.4154,45.04,0.0607,48.662
2023-06-09,233162.0,11338901.22,55.72,0.68,11.35,6232646.22,128162.0,128162.0,6232646.22,,,23162.0,,,,,,1.13,,,6.24,,3.87,3.34,3182253.0,154756145.64,154.84,3.87,45.02,0.4155,45.05,0.0607,48.631
2023-06-12,233162.0,11352424.62,55.17,0.68,11.35,6240079.62,128162.0,128162.0,6240079.62,,,,,,,,,,,,6.24,,3.87,3.34,3182253.0,154940716.32,154.97,3.87,45.02,0.4154,45.04,0.0607,48.689
2023-06-13,233162.0,11335170.63,58.26,0.68,11.34,6230595.63,128162.0,128162.0,6230595.63,,,,,,,,,,,,6.24,,3.87,3.34,3182253.0,154705229.6,154.86,3.87,45.04,0.4156,45.04,0.0607,48.615
2023-06-14,23162.0,1126900.79,5.67,0.07,1.12,1126900.79,23162.0,23162.0,1126900.79,,,,5.08,,105000.0,,,,,105000.0,1.12,5.08,0.72,0.62,3182253.0,154826155.21,154.34,0.72,,1.0,100.0,0.0062,48.653
2023-06-15,23162.0,1125140.47,5.53,0.07,1.13,1125140.47,23162.0,23162.0,1125140.47,,,,,,,,,,,,1.13,,0.72,0.62,3182253.0,154584303.98,154.91,0.72,,1.0,100.0,0.0062,48.577
2023-06-16,23162.0,1126784.98,5.78,0.07,1.13,1126784.98,23162.0,23162.0,1126784.98,,,,,,,,,,,,1.13,,0.72,0.62,3182253.0,154810243.94,154.7,0.72,,1.0,100.0,0.0062,48.648
2023-06-19,2415.0,117349.68,0.55,0.01,0.12,117349.68,0.0,2415.0,0.0,,,,1.13,,23162.0,,,,,20747.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0006,48.592
2023-06-20,4830.0,234853.92,1.07,0.01,0.23,117426.96,2415.0,2415.0,117426.96,,,,,,,,,,2415.0,,0.12,,0.08,0.06,3203000.0,155742672.0,155.77,0.08,,1.0,100.0,0.0013,48.624
2023-06-21,4830.0,234641.4,1.08,0.01,0.24,117320.7,2415.0,2415.0,117320.7,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155601740.0,156.09,0.08,,1.0,100.0,0.0013,48.58
2023-06-22,4830.0,234515.82,1.0,0.01,0.23,117257.91,2415.0,2415.0,117257.91,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155518462.0,155.75,0.08,,1.0,100.0,0.0013,48.554
2023-06-23,4830.0,234916.71,1.09,0.01,0.24,117458.36,2415.0,2415.0,117458.36,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155784311.0,155.67,0.08,,1.0,100.0,0.0013,48.637
2023-06-26,4830.0,234940.86,1.11,0.01,0.24,117470.43,2415.0,2415.0,117470.43,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155800326.0,155.81,0.08,,1.0,100.0,0.0013,48.642
2023-06-27,4830.0,234617.25,1.12,0.01,0.23,117308.63,2415.0,2415.0,117308.63,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155585725.0,155.91,0.08,,1.0,100.0,0.0013,48.575
2023-06-28,4830.0,234858.75,1.12,0.01,0.23,117429.38,2415.0,2415.0,117429.38,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155745875.0,155.79,0.08,,1.0,100.0,0.0013,48.625
2023-06-29,4830.0,234747.66,1.02,0.01,0.23,117373.83,2415.0,2415.0,117373.83,,,,,,,,,,,,0.12,,0.08,0.06,3203000.0,155672206.0,155.81,0.08,,1.0,100.0,0.0013,48.602
2023-06-30,6215.0,302639.43,1.33,0.02,0.3,210118.93,4315.0,4315.0,210118.93,,,1900.0,,,,,,0.09,1900.0,,0.21,,0.13,0.12,3203000.0,155970085.0,155.89,0.13,38.9,0.5246,61.1,0.0017,48.695
2023-07-03,35415.0,1724427.18,7.45,0.1,1.72,921009.18,18915.0,18915.0,921009.18,14600.0,0.71,,,14600.0,,0.71,14600.0,,,,0.92,,0.59,0.5,3203000.0,155960476.0,155.93,0.59,6.82,0.8729,93.18,0.0094,48.692
2023-07-04,52615.0,2561035.13,10.58,0.16,2.56,1339292.63,27515.0,27515.0,1339292.63,8600.0,0.42,,,8600.0,,0.42,8600.0,,,,1.34,,0.85,0.73,3203000.0,155906025.0,155.67,0.85,4.61,0.912,95.39,0.014,48.675
2023-07-05,60830.0,2959440.33,12.11,0.18,2.96,1479720.17,30415.0,30415.0,1479720.17,,0.14,,,2900.0,,0.14,,,2900.0,,1.48,,0.85,0.81,3541774.0,172310846.87,172.48,0.85,7.94,0.8539,92.06,0.0162,48.651
2023-07-06,120088.0,5839399.09,23.95,0.35,5.86,2908564.19,60273.0,59815.0,2930834.9,29858.0,0.11,27300.0,,2100.0,,0.11,29858.0,1.33,,,2.94,,1.67,1.58,3541774.0,172222302.52,172.82,1.67,24.86,0.3492,48.38,0.0314,48.626
2023-07-07,117988.0,5739644.25,23.29,0.35,5.73,2807603.89,60273.0,57715.0,2932040.36,,,,,,,,,,,2100.0,2.93,0.09,1.67,1.58,3541774.0,172293138.0,172.01,1.67,25.31,0.3445,47.46,0.0309,48.646
2023-07-10,59573.0,2898524.32,11.57,0.18,2.9,1445783.33,29858.0,29715.0,1452740.99,,,,1.47,,30415.0,,,,,28000.0,1.45,1.36,100.0,0.79,0.0,0.0,0.0,100.0,45.83,0.4628,50.12,0.0157,48.655
2023-07-11,59573.0,2899120.05,11.53,0.18,2.9,1446080.48,29858.0,29715.0,1453039.57,,,,,,,,,,,,1.45,,100.0,0.79,0.0,0.0,0.0,100.0,45.83,0.4628,50.12,0.0157,48.665
2023-07-12,63225.0,3084241.95,12.29,0.19,3.08,1449557.13,33510.0,29715.0,1634684.82,3652.0,,,,,,,3652.0,,,,1.63,,100.0,0.88,0.0,0.0,0.0,100.0,43.18,0.4687,53.0,0.0167,48.782
2023-07-13,60810.0,2970507.69,11.73,0.18,2.97,1333577.7,33510.0,27300.0,1636929.99,,,,,,,,,,,2415.0,1.64,0.12,100.0,0.88,0.0,0.0,0.0,100.0,44.89,0.5052,55.11,0.016,48.849
2023-07-14,60810.0,2966919.9,11.59,0.18,2.97,1331967.0,33510.0,27300.0,1634952.9,,,,,,,,,,,,1.64,,100.0,0.88,0.0,0.0,0.0,100.0,44.89,0.5052,55.11,0.016,48.79
2023-07-17,61290.0,2989971.36,12.4,0.18,2.99,1343511.36,58095.0,27540.0,2834106.48,,,240.0,,,,,,0.01,24585.0,,2.84,,1.79,1.53,3181070.0,155185318.88,155.34,1.79,44.72,0.5013,54.89,0.0161,48.784
2023-07-18,85635.0,4185496.26,20.57,0.26,4.18,2535931.26,58095.0,51885.0,2839451.22,,1.19,,,24345.0,,1.19,,,,,2.84,,1.79,1.53,3181070.0,155477977.32,155.45,1.79,31.95,0.339,39.22,0.0226,48.876
2023-07-19,97544.0,4766585.1,23.68,0.29,4.77,3117357.6,70004.0,63794.0,3420815.46,11909.0,,11909.0,,,,,11909.0,0.58,,,3.42,,2.15,1.84,3181070.0,155446166.62,155.62,2.15,28.06,0.3604,46.68,0.0256,48.866
2023-07-20,95906.0,4687405.75,23.43,0.29,4.69,3037874.5,70004.0,62156.0,3421445.5,,,,,,,,,,,1638.0,3.42,0.09,2.15,1.84,3181070.0,155474796.25,155.62,2.15,28.53,0.3644,47.48,0.0252,48.875
2023-07-21,118613.0,5796854.54,27.84,0.35,5.8,3037688.03,68366.0,62156.0,3341183.15,,,,0.08,,1638.0,,,,,,3.34,,2.1,1.79,3182708.0,155545305.38,155.59,2.1,38.39,0.3491,38.54,0.0311,48.872
2023-07-24,118613.0,5803734.09,23.37,0.36,5.79,3041293.08,68366.0,62156.0,3345148.38,,,,,,,,,,,,3.34,,2.1,1.79,3182708.0,155729902.44,155.44,2.1,38.38,0.3491,38.56,0.0311,48.93
2023-07-25,118613.0,5802547.96,23.03,0.36,5.81,3040671.52,68366.0,62156.0,3344464.72,,,,,,,,,,,,3.35,,2.1,1.79,3182708.0,155698075.36,155.88,2.1,38.4,0.3491,38.53,0.0311,48.92
2023-07-26,118613.0,5799226.8,23.44,0.36,5.81,3038931.15,68366.0,62156.0,3342550.47,,,,,,,,,,,,3.35,,2.1,1.79,3182708.0,155608959.54,156.02,2.1,38.4,0.3491,38.52,0.0311,48.892
2023-07-27,118935.0,5821868.25,23.7,0.36,5.81,3050417.15,68527.0,62317.0,3354396.65,1800.0,,1800.0,0.09,,1639.0,,1800.0,0.09,,1639.0,3.34,0.09,2.11,1.8,3184347.0,155873785.65,155.49,2.11,35.69,0.3277,38.27,0.0312,48.95
2023-07-28,86375.0,4225551.38,16.98,0.26,4.23,2252176.08,52247.0,46037.0,2555975.49,3200.0,0.16,,0.95,3200.0,19480.0,0.16,3200.0,,,19480.0,2.56,0.95,1.6,1.37,3203827.0,156734420.67,156.79,1.6,31.7,0.3936,52.73,0.0226,48.921
2023-07-31,61025.0,2988272.2,12.67,0.18,2.98,2448253.1,56447.0,49997.0,2764096.7,4200.0,0.2,,,4200.0,,0.2,4200.0,,,240.0,2.76,0.01,1.73,1.48,3203827.0,156885000.54,156.81,1.73,30.27,0.3345,44.91,0.016,48.968
2023-08-01,84628.0,4148126.05,18.62,0.26,4.15,1921868.34,45419.0,39209.0,2226257.7,,,,0.54,,11028.0,,,,,10788.0,2.23,0.53,100.0,1.19,0.0,0.0,0.0,100.0,32.25,0.563,67.75,0.0222,49.016
2023-08-02,84628.0,4146179.6,17.42,0.26,4.14,1920966.54,45419.0,39209.0,2225213.07,,,,,,,,,,,,2.22,,100.0,1.19,0.0,0.0,0.0,100.0,32.26,0.5629,67.74,0.0222,48.993
2023-08-03,84628.0,4144825.56,18.6,0.26,4.15,1920339.19,45419.0,39209.0,2224486.36,,,,,,,,,,,,2.23,,100.0,1.19,0.0,0.0,0.0,100.0,32.26,0.5629,67.74,0.0222,48.977
2023-08-04,277406.0,13594003.62,59.01,0.84,13.56,11368290.95,238197.0,231987.0,11672605.79,,,192778.0,,,,,,9.43,192778.0,,11.64,,7.33,6.25,3012637.0,147631263.55,147.24,7.33,20.66,0.5354,69.5,0.0728,49.004
2023-08-07,251364.0,12316081.91,53.71,0.76,12.36,10463064.37,230597.0,213545.0,11298561.21,,,,0.45,,9200.0,,,,1600.0,18442.0,11.31,0.9,6.44,6.08,3352711.0,164272780.87,164.54,6.43,15.46,0.618,76.74,0.0663,48.997
2023-08-08,251364.0,12328147.38,54.7,0.76,12.34,10473314.53,230597.0,213545.0,11309629.87,,,,,,,,,,,,11.31,,6.44,6.08,3352711.0,164433711.0,164.62,6.43,15.48,0.6176,76.71,0.0663,49.045
2023-08-09,251364.0,12323120.1,55.2,0.7,12.32,10469043.63,230597.0,213545.0,11305017.93,,,,,,,,,,,,11.29,,6.44,6.08,3352711.0,164366656.78,164.48,6.42,15.49,0.6173,76.69,0.0663,49.025
2023-08-10,251364.0,12321863.28,60.83,0.7,12.3,10467975.9,230597.0,213545.0,11303864.94,,,,,,,,,,,,11.27,,6.44,6.08,3352711.0,164349893.22,164.14,6.43,15.49,0.6173,76.69,0.0663,49.02
2023-08-11,241137.0,11810166.85,58.23,0.68,11.87,9957905.69,230597.0,203318.0,11293949.27,,,,,,,,,,,10227.0,11.3,0.5,6.44,6.1,3352711.0,164205726.65,164.45,6.43,16.07,0.6675,80.03,0.0638,48.977
2023-08-14,384718.0,18840409.9,94.5,1.07,18.8,14398649.5,319697.0,294018.0,15656201.48,,,90700.0,0.08,,1600.0,,,4.43,90700.0,,15.62,,9.59,8.26,3012637.0,147534859.16,147.29,9.59,23.58,0.3627,50.11,0.0994,48.972
2023-08-15,386818.0,18953695.18,98.35,1.07,18.93,14509485.88,319697.0,296118.0,15664833.3,,0.1,,,2100.0,,0.1,,,,,15.64,,9.59,8.26,3012637.0,147616200.36,147.47,9.59,23.98,0.3614,49.85,0.0999,48.999
2023-08-16,384718.0,18844257.08,99.12,1.07,18.83,14401589.68,126919.0,294018.0,6216746.46,,,,9.46,,192778.0,,,,,2100.0,6.21,0.11,100.0,3.28,0.0,0.0,0.0,100.0,23.58,0.3627,50.1,0.0994,48.982
2023-08-17,204752.0,10023634.16,54.89,0.57,10.02,5583415.66,139731.0,114052.0,6840531.11,,,,,,,,,,12812.0,179966.0,6.84,8.82,4.19,3.61,3192603.0,156293879.87,156.4,4.19,44.3,0.398,44.3,0.0529,48.955
2023-08-18,204752.0,10029776.72,55.62,0.57,10.02,5586837.22,139731.0,114052.0,6844723.04,,,,,,,,,,,,6.84,,4.19,3.61,3192603.0,156389657.96,156.37,4.19,44.3,0.398,44.3,0.0529,48.985
2023-08-21,51444.0,2518749.68,13.7,0.14,2.52,878066.57,46322.0,17934.0,2267971.44,,,,4.56,,93409.0,,,,,96118.0,2.27,4.69,1.43,1.23,3192603.0,156313035.48,156.39,1.43,24.9,0.4963,65.15,0.0136,48.961
2023-08-22,51444.0,2519675.68,12.95,0.14,2.52,878389.39,46322.0,17934.0,2268805.24,,,,,,,,,,,,2.27,,1.43,1.23,3192603.0,156370502.34,156.34,1.43,24.91,0.4962,65.13,0.0136,48.979
2023-08-23,78618.0,3855662.57,19.58,0.22,3.85,879537.16,60684.0,17934.0,2976125.41,14362.0,,,,,,,14362.0,,,,2.97,,1.87,1.61,3178241.0,155870473.36,155.82,1.87,42.61,0.4446,50.87,0.0208,49.043
2023-08-24,65806.0,3229692.67,16.66,0.18,3.22,1585055.38,60684.0,32296.0,2978310.04,,0.7,,,14362.0,,0.7,,,,,2.97,,1.87,1.61,3178241.0,155984890.04,155.81,1.87,41.31,0.4359,50.91,0.0174,49.079
2023-08-25,65806.0,3227784.3,16.71,0.18,3.23,1584118.8,60684.0,32296.0,2976550.2,,,,,,,,,,,,2.98,,1.87,1.61,3178241.0,155892721.05,156.33,1.87,41.28,0.4359,50.93,0.0174,49.05
2023-08-28,65806.0,3227455.27,17.03,0.18,3.23,1583957.32,60684.0,32296.0,2976246.78,,,,,,,,,,,,2.98,,1.87,1.61,3178241.0,155876829.85,156.19,1.87,41.29,0.4359,50.92,0.0174,49.045
2023-08-29,181233.0,8891290.98,46.15,0.51,8.9,1584441.76,163299.0,32296.0,8011448.94,102615.0,,,,,,,102615.0,,,,8.02,,5.04,4.33,3075626.0,150890211.56,151.12,5.04,18.48,0.6542,78.69,0.048,49.06
2023-08-30,190733.0,9355453.65,49.61,0.53,9.35,7083359.55,172799.0,144411.0,8475790.95,9500.0,5.04,9500.0,,102615.0,,5.04,9500.0,0.47,,,8.48,,5.34,4.58,3066126.0,150393480.3,150.48,5.33,22.56,0.6105,74.76,0.0505,49.05
2023-08-31,190733.0,9367279.1,49.41,0.53,9.37,7092313.03,158437.0,144411.0,7781157.94,,,,0.75,,14362.0,,,,,,7.78,,4.89,4.2,3080488.0,151288926.66,151.3,4.89,22.53,0.6108,74.78,0.0505,49.112
2023-09-01,203332.0,9991327.82,53.47,0.57,10.0,7096067.72,171036.0,144411.0,8404366.97,12599.0,,,,,,,12599.0,,,,8.4,,5.28,4.53,3067889.0,150749929.68,150.91,5.27,21.15,0.628,76.33,0.0539,49.138
2023-09-04,278232.0,13668981.7,93.27,0.78,13.68,7094623.61,245936.0,144411.0,12082343.81,74900.0,,,,,,,74900.0,,,,12.07,,7.59,6.52,2992989.0,147039563.59,147.01,7.59,42.33,0.4912,55.83,0.0737,49.128
2023-09-05,351369.0,17248704.21,120.44,0.98,17.24,10679431.32,245936.0,217548.0,12072998.24,,3.67,,,74900.0,,3.67,,,,1763.0,12.07,0.15,7.59,6.52,2992989.0,146925830.01,146.88,7.59,43.64,0.4921,54.9,0.0931,49.09
2023-09-06,351369.0,17234649.45,118.46,0.98,17.26,10670729.4,245936.0,217548.0,12063160.8,,,,,,,,,,,,12.09,,7.59,6.52,2992989.0,146806110.45,147.17,7.59,43.63,0.4921,54.91,0.0931,49.05
2023-09-07,351369.0,17240622.72,121.59,0.98,17.23,10674427.72,245936.0,217548.0,12067341.71,,,,,,,,,,,,12.07,,7.59,6.52,2992989.0,146856991.26,146.82,7.59,43.65,0.4921,54.89,0.0931,49.067
2023-09-08,351369.0,17275408.25,125.05,0.98,17.27,10695964.97,245936.0,217548.0,12091689.38,,,,,,,,,,,,12.08,,7.59,6.52,2992989.0,147153297.17,147.08,7.59,43.69,0.492,54.85,0.0931,49.166
2023-09-11,267948.0,13172591.63,89.25,0.75,13.18,11933734.43,153226.0,242748.0,7532743.39,,,25200.0,5.75,,117910.0,,,1.24,25200.0,,7.53,,4.66,4.06,3137189.0,154227348.43,154.36,4.65,31.5,0.3456,47.78,0.071,49.161
2023-09-12,193048.0,9480587.28,60.72,0.54,9.5,8243015.28,183084.0,167848.0,8991255.24,,,,,,,,,,29858.0,74900.0,9.01,3.7,5.51,4.85,3137189.0,154067351.79,154.5,5.51,13.06,0.4769,66.3,0.0512,49.11
2023-09-13,167413.0,8225000.69,55.62,0.47,8.22,6986924.69,155960.0,142213.0,7662314.8,,,,1.34,,27124.0,,,,,25635.0,7.65,1.26,4.7,4.14,3164313.0,155462697.69,155.38,4.69,15.05,0.4236,61.17,0.0444,49.13
2023-09-14,176924.0,8699353.08,59.54,0.49,8.69,7189834.08,161460.0,146224.0,7938988.2,2400.0,0.26,,,5500.0,,0.26,2400.0,,3100.0,1489.0,7.92,0.11,4.41,4.28,3502887.0,172236953.79,172.0,4.4,20.45,0.3913,57.05,0.0469,49.17
2023-09-15,187524.0,9207428.4,67.51,0.53,9.21,7439828.4,166760.0,151524.0,8187916.0,5300.0,0.26,,,5300.0,,0.26,5300.0,,,,8.18,,4.55,4.42,3497587.0,171731521.7,171.84,4.55,24.97,0.373,53.78,0.0497,49.1
2023-09-18,191724.0,9406554.61,68.04,0.54,9.41,7537254.31,168860.0,153624.0,8284778.18,2100.0,0.11,,,2100.0,,0.11,2100.0,,,,8.29,,4.61,4.47,3495487.0,171499078.68,171.7,4.6,26.62,0.368,52.61,0.0508,49.063
2023-09-19,195924.0,9613794.76,68.52,0.55,9.61,7641220.96,170960.0,155724.0,8388836.24,2100.0,0.1,,,2100.0,,0.1,2100.0,,,,8.38,,4.67,4.53,3493387.0,171417006.7,171.38,4.66,28.18,0.3642,51.5,0.0519,49.069
2023-09-20,185324.0,9105338.77,63.89,0.52,9.04,7390631.97,165660.0,150424.0,8139207.12,,,,0.26,,5300.0,,,,,5300.0,8.08,0.26,4.52,4.39,3498687.0,171897489.68,170.58,4.52,24.05,0.3764,54.47,0.0491,49.132
2023-09-21,190724.0,9365502.02,64.06,0.53,9.37,7519154.02,168360.0,153124.0,8267317.8,2700.0,0.13,,,2700.0,,0.13,2700.0,,,,8.27,,4.59,4.46,3495987.0,171670441.64,171.8,4.59,26.23,0.3692,52.9,0.0505,49.105
2023-09-22,190724.0,9372749.53,64.62,0.53,9.38,7524972.73,168360.0,153124.0,8273715.48,,,,,,,,,,,,8.27,,4.59,4.46,3495987.0,171803289.14,171.87,4.59,26.2,0.3694,52.92,0.0505,49.143
2023-09-25,196524.0,9650704.07,66.56,0.55,9.66,7661870.57,171260.0,156024.0,8410064.82,2900.0,0.13,,,2900.0,,0.13,2900.0,,,,8.41,,4.67,4.54,3493087.0,171535023.31,171.76,4.67,28.41,0.3636,51.33,0.0521,49.107
2023-09-26,179324.0,8805346.37,63.51,0.5,8.81,7180037.07,163860.0,146224.0,8046017.58,,,,0.37,,7400.0,,,,,9800.0,8.05,0.49,4.47,4.35,3498087.0,171766565.96,171.94,4.47,22.87,0.3916,56.26,0.0476,49.103
2023-09-27,171424.0,8417089.82,59.43,0.48,8.42,7282856.72,153860.0,148324.0,7554679.86,,0.09,,0.5,2100.0,10000.0,0.09,,,,,7.55,,4.2,4.08,3508087.0,172250579.79,172.37,4.2,25.15,0.4208,58.85,0.0455,49.101
2023-09-28,274284.0,13457195.89,95.02,0.76,13.47,6295960.41,155460.0,128324.0,7627333.98,9500.0,,,0.39,,7900.0,,9500.0,,,20000.0,7.64,0.97,4.68,4.13,3164813.0,155275220.22,155.62,4.68,14.36,0.568,73.56,0.0728,49.063
2023-09-29,274284.0,13479687.18,95.39,0.75,13.46,6306482.98,145960.0,128324.0,7173204.2,,,,0.46,,9500.0,,,,,,7.16,,4.4,3.87,3174313.0,156001612.39,155.89,4.39,14.34,0.5682,73.58,0.0728,49.145
2023-10-02,143524.0,7055065.74,51.81,0.39,7.05,6307894.54,57870.0,128324.0,2844657.72,,,,4.36,,88090.0,,,,,,2.84,,45.33,1.54,69800.0,3431088.8,3.43,45.3,10.59,0.5214,70.3,0.0381,49.156
2023-10-03,235524.0,11562344.21,87.71,0.65,11.57,5553483.41,122400.0,113124.0,6008860.8,79730.0,,,0.75,,15200.0,,79730.0,,,15200.0,6.01,0.75,3.78,3.25,3112873.0,152817161.32,153.01,3.78,18.3,0.6823,80.54,0.0625,49.092
2023-10-04,98342.0,4826231.99,36.83,0.27,4.82,4826231.99,92542.0,98342.0,4541591.19,,,,1.46,,29858.0,,,,,14782.0,4.54,0.71,2.89,2.46,3112873.0,152767355.35,152.79,2.88,9.66,0.8254,90.34,0.0261,49.076
2023-10-05,223464.0,10982361.74,83.14,0.61,10.99,4966891.34,122400.0,101064.0,6015470.4,,,2722.0,,,,,,0.13,29858.0,,6.01,,3.78,3.25,3112873.0,152985256.46,153.06,3.78,19.26,0.6696,79.52,0.0593,49.146
2023-10-06,101064.0,4966487.09,38.91,0.28,4.97,4966487.09,46370.0,101064.0,2278714.54,,,,3.72,,76030.0,,,,,,2.28,,1.43,1.23,3188903.0,156709071.23,157.12,1.43,9.41,0.7822,87.9,0.0268,49.142
2023-10-09,627455.0,30878315.46,238.62,1.7,30.93,30878315.46,590912.0,627455.0,29079961.34,544300.0,26.67,,0.12,541000.0,2258.0,26.67,544300.0,,2500.0,14609.0,29.13,0.73,17.81,15.68,2727103.0,134206192.84,134.46,17.81,11.85,0.7766,87.32,0.1665,49.212
2023-10-10,688755.0,33903964.88,268.18,1.87,33.86,33903964.88,137733.0,688755.0,6779906.93,,3.15,,22.15,61300.0,453179.0,3.15,,,,,6.76,,4.29,3.68,3069882.0,151114941.45,150.87,4.29,10.78,0.7942,88.46,0.1841,49.225
2023-10-11,679833.0,33445064.27,256.11,1.84,33.48,33445064.27,76433.0,679833.0,3760197.87,,,,3.01,,61300.0,,,,,8922.0,3.75,0.41,2.38,2.04,3131182.0,154041629.67,154.32,2.38,10.92,0.8055,89.08,0.1818,49.196
