,ALAMA FP Equity_DX_SI_QTY,ALAMA FP Equity_DX_SHORT_INTEREST_VALUE,ALAMA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALAMA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALAMA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALAMA FP Equity_DX_SI_MV,ALAMA FP Equity_DX_DSS,ALAMA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALAMA FP Equity_DX_SUPPLY_SI_QTY,ALAMA FP Equity_DX_BROKER_SI_QTY,ALAMA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALAMA FP Equity_DX_BROKER_SI_QTY_ADD,ALAMA FP Equity_DX_SUPPLY_SI_MV_DEC,ALAMA FP Equity_DX_SUPPLY_SI_QTY_DEC,ALAMA FP Equity_DX_BROKER_SI_MV_ADD,ALAMA FP Equity_DX_SUPPLY_SI_QTY_ADD,ALAMA FP Equity_DX_BROKER_SI_QTY_DEC,ALAMA FP Equity_DX_SUPPLY_SI_MV,ALAMA FP Equity_DX_BROKER_SI_MV_DEC,ALAMA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALAMA FP Equity_DX_UTILIZATION_QUANTITY,ALAMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALAMA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALAMA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALAMA FP Equity_DX_ACTIVE_UTILIZATION_MV,ALAMA FP Equity_DX_BROKER_SI_CON_RATIO,ALAMA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALAMA FP Equity_DX_DEMAND_SUPPLY_RATIO,ALAMA FP Equity_PX_LAST
2024-09-27,2000.0,360.0,0.0,0.13,0.0,0.0,0.0,360.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,1.0,100.0,0.6667,0.18
2024-09-30,2000.0,349.0,0.0,0.12,0.0,0.0,0.0,349.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,523.5,0.0,0.0,1.0,100.0,0.6667,0.1745
2024-10-01,2000.0,360.0,0.0,0.13,0.0,0.0,0.0,360.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,1.0,100.0,0.6667,0.18
2024-10-02,2000.0,360.0,0.0,0.14,0.0,0.0,0.0,360.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,1.0,100.0,0.6667,0.18
2024-10-03,2000.0,361.0,0.0,0.17,0.0,0.0,0.0,361.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,541.5,0.0,0.0,1.0,100.0,0.6667,0.1805
2024-10-04,2000.0,340.0,0.0,0.18,0.0,0.0,0.0,340.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,1.0,100.0,0.6667,0.17
2024-10-07,2000.0,340.0,0.0,0.18,0.0,0.0,0.0,340.0,0.0,2000.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,1.0,100.0,0.6667,0.17
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,2000.0,0.0,0.0,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,481.5,0.0,0.0,0.0,,0.0,0.1605
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,448.5,0.0,0.0,0.0,,0.0,0.1495
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,447.0,0.0,0.0,0.0,,0.0,0.149
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,435.0,0.0,0.0,0.0,,0.0,0.145
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,432.0,0.0,0.0,0.0,,0.0,0.144
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,438.0,0.0,0.0,0.0,,0.0,0.146
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,448.5,0.0,0.0,0.0,,0.0,0.1495
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,468.0,0.0,0.0,0.0,,0.0,0.156
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,444.0,0.0,0.0,0.0,,0.0,0.148
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,436.5,0.0,0.0,0.0,,0.0,0.1455
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,436.5,0.0,0.0,0.0,,0.0,0.1455
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,466.5,0.0,0.0,0.0,,0.0,0.1555
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,468.0,0.0,0.0,0.0,,0.0,0.156
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-11-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,432.0,0.0,0.0,0.0,,0.0,0.144
2024-11-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,433.5,0.0,0.0,0.0,,0.0,0.1445
2024-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,433.5,0.0,0.0,0.0,,0.0,0.1445
2024-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,432.0,0.0,0.0,0.0,,0.0,0.144
2024-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-11-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,576.0,0.0,0.0,0.0,,0.0,0.192
2024-11-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,0.0,,0.0,0.18
2024-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,592.5,0.0,0.0,0.0,,0.0,0.1975
2024-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,0.0,,0.0,0.18
2024-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2024-11-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2024-11-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2024-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2024-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,492.0,0.0,0.0,0.0,,0.0,0.164
2024-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-11-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,465.0,0.0,0.0,0.0,,0.0,0.155
2024-11-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,600.0,0.0,0.0,0.0,,0.0,0.2
2024-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,531.0,0.0,0.0,0.0,,0.0,0.177
2024-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,522.0,0.0,0.0,0.0,,0.0,0.174
2024-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2024-12-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,492.0,0.0,0.0,0.0,,0.0,0.164
2024-12-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,462.0,0.0,0.0,0.0,,0.0,0.154
2024-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,496.5,0.0,0.0,0.0,,0.0,0.1655
2024-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,496.5,0.0,0.0,0.0,,0.0,0.1655
2024-12-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,0.1545
2024-12-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,0.1545
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,453.0,0.0,0.0,0.0,,0.0,0.151
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,0.1545
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,495.0,0.0,0.0,0.0,,0.0,0.165
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,0.1545
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,0.1545
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,463.5,0.0,0.0,0.0,,0.0,0.1545
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,451.5,0.0,0.0,0.0,,0.0,0.1505
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,508.5,0.0,0.0,0.0,,0.0,0.1695
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,492.0,0.0,0.0,0.0,,0.0,0.164
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,480.0,0.0,0.0,0.0,,0.0,0.16
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,441.0,0.0,0.0,0.0,,0.0,0.147
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,432.0,0.0,0.0,0.0,,0.0,0.144
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,420.0,0.0,0.0,0.0,,0.0,0.14
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,450.0,0.0,0.0,0.0,,0.0,0.15
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,630.0,0.0,0.0,0.0,,0.0,0.21
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,588.0,0.0,0.0,0.0,,0.0,0.196
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,559.5,0.0,0.0,0.0,,0.0,0.1865
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,523.5,0.0,0.0,0.0,,0.0,0.1745
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,499.5,0.0,0.0,0.0,,0.0,0.1665
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,501.0,0.0,0.0,0.0,,0.0,0.167
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,555.0,0.0,0.0,0.0,,0.0,0.185
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,0.0,,0.0,0.18
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,522.0,0.0,0.0,0.0,,0.0,0.174
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,522.0,0.0,0.0,0.0,,0.0,0.174
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,556.5,0.0,0.0,0.0,,0.0,0.1855
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,540.0,0.0,0.0,0.0,,0.0,0.18
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,511.5,0.0,0.0,0.0,,0.0,0.1705
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,522.0,0.0,0.0,0.0,,0.0,0.174
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,510.0,0.0,0.0,0.0,,0.0,0.17
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,495.0,0.0,0.0,0.0,,0.0,0.165
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,837.0,0.0,0.0,0.0,,0.0,0.279
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,675.0,0.0,0.0,0.0,,0.0,0.225
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,711.0,0.0,0.0,0.0,,0.0,0.237
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,702.0,0.0,0.0,0.0,,0.0,0.234
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,657.0,0.0,0.0,0.0,,0.0,0.219
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,672.0,0.0,0.0,0.0,,0.0,0.224
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,675.0,0.0,0.0,0.0,,0.0,0.225
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,561.0,0.0,0.0,0.0,,0.0,0.187
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,534.0,0.0,0.0,0.0,,0.0,0.178
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,534.0,0.0,0.0,0.0,,0.0,0.178
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,534.0,0.0,0.0,0.0,,0.0,0.178
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,514.5,0.0,0.0,0.0,,0.0,0.1715
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,514.5,0.0,0.0,0.0,,0.0,0.1715
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,538.5,0.0,0.0,0.0,,0.0,0.1795
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,699.0,0.0,0.0,0.0,,0.0,0.233
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,645.0,0.0,0.0,0.0,,0.0,0.215
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,735.0,0.0,0.0,0.0,,0.0,0.245
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,705.0,0.0,0.0,0.0,,0.0,0.235
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3000.0,750.0,0.0,0.0,0.0,,0.0,0.25
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,7000.0,1918.0,0.0,0.0,0.0,,0.0,0.274
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,12000.0,3444.0,0.0,0.0,0.0,,0.0,0.287
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8000.0,2080.0,0.0,0.0,0.0,,0.0,0.26
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8000.0,1960.0,0.0,0.0,0.0,,0.0,0.245
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8000.0,1936.0,0.0,0.0,0.0,,0.0,0.242
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8000.0,1984.0,0.0,0.0,0.0,,0.0,0.248
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8000.0,1840.0,0.0,0.0,0.0,,0.0,0.23
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,8000.0,1808.0,0.0,0.0,0.0,,0.0,0.226
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,11000.0,2629.0,0.0,0.0,0.0,,0.0,0.239
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3220.0,0.0,0.0,0.0,,0.0,0.23
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3234.0,0.0,0.0,0.0,,0.0,0.231
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3234.0,0.0,0.0,0.0,,0.0,0.231
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3150.0,0.0,0.0,0.0,,0.0,0.225
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3080.0,0.0,0.0,0.0,,0.0,0.22
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3094.0,0.0,0.0,0.0,,0.0,0.221
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3010.0,0.0,0.0,0.0,,0.0,0.215
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3066.0,0.0,0.0,0.0,,0.0,0.219
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,14000.0,3150.0,0.0,0.0,0.0,,0.0,0.225
