,VIV FP Equity_DX_SI_QTY,VIV FP Equity_DX_SHORT_INTEREST_VALUE,VIV FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VIV FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VIV FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VIV FP Equity_DX_SI_MV,VIV FP Equity_DX_DSS,VIV FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VIV FP Equity_DX_SUPPLY_SI_QTY,VIV FP Equity_DX_BROKER_SI_QTY,VIV FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VIV FP Equity_DX_BROKER_SI_MV_NEW_x,VIV FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VIV FP Equity_DX_SUPPLY_SI_QTY_INC_x,VIV FP Equity_DX_BROKER_SI_MV_INC_x,VIV FP Equity_DX_SUPPLY_SI_MV_NEW,VIV FP Equity_DX_BROKER_SI_QTY_ADD,VIV FP Equity_DX_BROKER_SI_QTY_NEW,VIV FP Equity_DX_SUPPLY_SI_MV_DEC,VIV FP Equity_DX_BROKER_SI_QTY_INC,VIV FP Equity_DX_SUPPLY_SI_QTY_DEC,VIV FP Equity_DX_BROKER_SI_MV_NEW_y,VIV FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VIV FP Equity_DX_BROKER_SI_MV_INC_y,VIV FP Equity_DX_SUPPLY_SI_QTY_INC_y,VIV FP Equity_DX_BROKER_SI_MV_ADD,VIV FP Equity_DX_SUPPLY_SI_QTY_ADD,VIV FP Equity_DX_BROKER_SI_QTY_DEC,VIV FP Equity_DX_SUPPLY_SI_MV,VIV FP Equity_DX_BROKER_SI_MV_DEC,VIV FP Equity_DX_SUPPLY_SI_MV_RMV,VIV FP Equity_DX_BROKER_SI_MV_RMV,VIV FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VIV FP Equity_DX_UTILIZATION_QUANTITY,VIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VIV FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VIV FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VIV FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VIV FP Equity_DX_ACTIVE_UTILIZATION_MV,VIV FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VIV FP Equity_DX_BROKER_SI_CON_RATIO,VIV FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VIV FP Equity_DX_DEMAND_SUPPLY_RATIO,VIV FP Equity_PX_LAST
2012-07-02,33568632.0,357553635.52,2.91,5.06,2.6,489.05,1.0,273796888.61,13880390.0,25705198.0,147845879.06,139.03,,,18.14,,,9756479.0,25.65,1124029.0,1861810.0,139.03,,18.14,,,,591100.0,203.59,7.1,,,4.88,4.88,270360960.0,2879728436.67,,3977.89,4.87,21.73,0.1277,21.94,0.1181,14.805
2012-07-03,34236956.0,366150137.55,2.97,5.1,2.66,504.13,1.0,286019054.98,12570381.0,26744280.0,134435045.34,,,7551.0,31.89,,300000.0,,18.54,2005493.0,1330804.0,,,31.89,7551.0,6.18,13244.0,1266410.0,186.3,18.77,,,4.44,4.44,270365568.0,2891448349.3,,4006.62,4.44,22.37,0.1352,23.06,0.121,14.865
2012-07-04,36171932.0,388535456.12,3.14,5.43,2.81,535.05,1.0,281306171.24,14007656.0,26189084.0,150461164.56,,,1606154.0,0.88,,,,3.52,35000.0,243521.0,,,0.88,1606154.0,,74642.0,590198.0,208.91,8.5,,,4.95,4.95,269169984.0,2891249560.76,,4014.42,4.95,22.26,0.1348,22.78,0.1277,14.93
2012-07-05,36380956.0,388424979.39,3.16,5.52,2.82,539.41,1.0,282772168.21,13690073.0,26485222.0,146163457.69,,,,6.43,,,,4.82,399139.0,317583.0,,,6.43,,,,103000.0,204.73,1.53,,,4.84,4.84,269322528.0,2875449380.38,,4023.19,4.84,21.98,0.1337,22.66,0.1285,14.84
2012-07-06,33018790.0,347302308.58,2.87,4.99,2.56,491.72,1.0,241293870.93,13662632.0,22940336.0,143707980.66,,,394659.0,3.81,,3.0,,8.8,258170.0,572100.0,,,3.81,394659.0,0.0,150000.0,3803059.0,202.44,51.97,,,4.8,4.8,271198624.0,2852554808.9,,4024.56,4.79,22.62,0.1448,24.27,0.1159,14.62
2012-07-09,33846352.0,362703308.97,2.94,5.14,2.63,498.12,1.0,254535389.44,13915899.0,23752456.0,149125158.73,,,306884.0,31.39,,102014.0,,1.01,2277352.0,53614.0,,,31.39,306884.0,1.54,,1567247.0,204.43,24.79,0.0,,4.91,4.91,269765696.0,2890855433.57,3.0,3978.01,4.89,20.18,0.1306,21.9,0.1193,14.895
2012-07-10,32641804.0,350499688.14,2.83,4.9,2.53,486.58,1.0,242855306.76,13834686.0,22616954.0,148553466.24,,,203500.0,0.0,,6800.0,,3.85,136.0,286114.0,,,0.0,203500.0,0.1,1401.0,1142437.0,206.47,15.41,,,4.88,4.88,269416352.0,2892926731.5,,4022.65,4.88,19.23,0.1258,20.82,0.1152,14.925
2012-07-11,30950470.0,331225196.33,2.69,4.6,2.4,461.44,1.0,238267009.85,12496070.0,22264236.0,133730222.48,,,79330.0,,,,,21.21,,1426895.0,,,,79330.0,,8949.0,352719.0,186.36,5.47,,,4.41,4.41,270833792.0,2898404319.16,,4038.05,4.41,19.46,0.1262,20.98,0.1092,14.875
2012-07-12,31226912.0,342271423.69,2.71,4.77,2.42,467.31,1.0,247954363.43,13047910.0,22621956.0,143015317.43,,,1023930.0,10.01,,170000.0,,7.27,687720.0,478822.0,,,10.01,1023930.0,2.55,6732.0,500000.0,195.71,7.64,,,4.59,4.59,271343040.0,2974132332.05,,4076.06,4.58,19.15,0.1207,21.05,0.1098,15.235
2012-07-13,29567496.0,335463584.69,2.57,4.49,2.29,451.88,1.0,237145029.23,13106472.0,20901776.0,148701942.15,,,228263.0,,,,,2.3,,169701.0,,,,228263.0,,,1720180.0,201.71,23.08,,,4.62,4.62,270437408.0,3068298455.89,,4148.64,4.64,20.35,0.1335,22.45,0.1043,15.77
2012-07-16,33149244.0,376697208.57,2.88,5.01,2.57,518.32,1.0,271953382.61,13308177.0,23931818.0,151229787.54,,,1127526.0,18.91,,2500000.0,,13.57,1008376.0,925821.0,,,18.91,1127526.0,39.42,,478333.0,209.11,4.25,,,4.69,4.69,270239840.0,3070917495.83,,4259.34,4.68,19.5,0.1237,21.5,0.1169,15.795
2012-07-17,32466264.0,364381280.37,2.82,4.89,2.52,506.87,1.0,260553302.85,12145769.0,23215222.0,136316604.19,,,209598.0,,,,,21.18,,1384821.0,,,,209598.0,,13905.0,716596.0,190.89,12.24,0.02,,4.22,4.22,275662464.0,3093865114.31,1090.0,4325.74,4.23,19.73,0.1257,21.91,0.1128,15.6
2012-07-18,32901784.0,375305420.25,2.86,4.94,2.55,512.17,1.0,271820003.14,12552791.0,23829560.0,143187691.63,,,13000.0,8.21,,98837.0,,2.66,515500.0,178815.0,,,8.21,13000.0,1.56,572837.0,,196.73,,,,4.37,4.37,274435072.0,3130437244.0,,4296.86,4.38,19.72,0.1242,21.38,0.1146,15.855
2012-07-19,30098600.0,339215616.72,2.61,4.58,2.34,472.71,1.0,236496981.46,12846791.0,20984376.0,144785210.34,,,745142.0,2.4,,,,6.66,92414.0,451142.0,,,2.4,745142.0,,,2937598.0,203.34,46.05,,,4.54,4.54,269949856.0,3042374292.69,,4260.46,4.56,20.49,0.1355,23.7,0.1064,15.665
2012-07-20,30693144.0,333771055.27,2.66,4.88,2.38,471.86,1.0,239465346.77,14572620.0,22020916.0,158469225.42,,,71000.0,24.33,,1000.0,,14.95,1763284.0,930298.0,,,24.33,71000.0,0.02,2585127.0,727742.0,227.07,15.49,,,5.11,5.11,270697632.0,2943687824.59,,4198.29,5.13,19.91,0.1283,21.96,0.1076,15.115
2012-07-23,34848044.0,369050127.59,2.99,5.45,2.68,521.49,1.0,279351213.65,16893636.0,26378106.0,178908133.88,,63200.0,21772.0,83.59,0.93,,,12.6,5531062.0,763955.0,,63200.0,83.59,21772.0,,3000000.0,1173873.0,254.17,21.09,,,5.92,5.92,268382656.0,2842244271.71,,4023.51,5.94,17.41,0.1089,18.99,0.1222,14.72
2012-07-24,39939372.0,416647113.52,3.43,6.25,3.07,586.18,1.0,304275724.44,19074764.0,29167564.0,198987739.76,,,417000.0,,,2917000.0,,4.9,,235396.0,,,,417000.0,42.34,2070104.0,127542.0,280.35,2.92,,,6.67,6.67,266747280.0,2782704852.0,,3910.76,6.69,15.14,0.1009,16.29,0.1397,14.5
2012-07-25,40139652.0,421624269.86,3.45,6.3,3.08,583.84,1.0,301891896.82,19681524.0,28740840.0,206733436.21,,,604500.0,,,,,,,,,,,604500.0,,2259.0,426723.0,284.93,7.6,,,6.83,6.83,268528416.0,2820604855.58,,3895.31,6.82,15.05,0.0973,15.26,0.1393,14.6
2012-07-26,37845488.0,414407785.05,3.25,6.0,2.91,558.01,1.0,290782530.39,17621588.0,26555502.0,192956244.93,,,,5.25,,2259.0,,30.38,361392.0,2112871.0,,,5.25,,0.03,,2548990.0,258.62,36.42,,,6.11,6.11,270609696.0,2963173964.92,,3990.28,6.09,15.0,0.103,16.52,0.1313,15.22
2012-07-27,32589772.0,361547064.08,2.8,5.13,2.5,492.81,1.0,256394419.63,15031205.0,23111336.0,166754404.95,,,82772.0,13.69,,,,40.75,780000.0,2880879.0,,,13.69,82772.0,,207725.0,4224166.0,229.15,61.89,,,5.23,5.23,272371104.0,3021652713.34,,4161.76,5.22,17.07,0.1165,19.13,0.1134,15.42
2012-07-30,40429952.0,456233206.85,3.47,6.47,3.11,619.61,1.0,336197802.94,16498429.0,29792792.0,186177098.87,,,972969.0,86.09,,1183700.0,,0.19,5554756.0,12833.0,,,86.09,972969.0,18.64,507088.0,57000.0,255.92,0.0,,,5.72,5.72,271787776.0,3066998660.49,,4224.78,5.71,19.02,0.1214,19.13,0.1402,15.685
2012-07-31,40157120.0,446653962.67,3.45,6.75,3.09,619.19,1.0,330684579.17,16296717.0,29730712.0,181262830.27,,,221588.0,3.31,,973938.0,,6.82,201200.0,434599.0,,,3.31,221588.0,15.03,11299.0,1237218.0,254.31,18.07,,,5.63,5.63,273202624.0,3038739696.0,,4256.84,5.64,19.29,0.1228,19.39,0.1387,15.46
2012-08-01,41111020.0,467320123.15,3.53,6.93,3.16,631.6,1.0,346369081.35,16224595.0,30470732.0,184429375.23,,,,14.92,,,,1.3,1124920.0,72122.0,,,14.92,,,,384900.0,252.05,6.29,,,5.6,5.6,273280416.0,3106452665.5,,4256.27,5.59,19.65,0.127,20.44,0.142,15.8
2012-08-02,47204488.0,508398470.33,4.05,7.98,3.63,728.32,1.0,380793195.14,17462282.0,35356416.0,188071046.49,,,372012.0,79.55,,5312.0,,10.5,4895000.0,648183.0,,,79.55,372012.0,0.09,1513858.0,14630.0,273.19,0.23,,,6.03,6.03,272050016.0,2930014027.19,,4227.8,6.07,18.51,0.1339,18.78,0.163,14.97
2012-08-03,45538908.0,510609113.83,3.91,7.63,3.5,686.18,1.0,384881846.5,16827248.0,34325864.0,188677036.12,,,50000.0,,,,,19.58,,1076635.0,,,,50000.0,,391602.0,1030548.0,253.48,19.35,,,5.82,5.82,272104960.0,3051001409.5,,4105.58,5.82,18.42,0.1362,19.11,0.1576,15.585
2012-08-06,43932192.0,490539216.71,3.77,7.29,3.38,674.53,1.0,378863402.88,16846168.0,33930620.0,188101382.59,,,30296.0,,,,,0.0,,11377.0,,,,30296.0,,,395245.0,261.48,3.52,,,5.85,5.85,271287200.0,3029145702.34,,4199.48,5.86,19.47,0.1424,19.53,0.1525,15.52
2012-08-07,43770716.0,498340877.88,3.76,7.29,3.36,674.34,1.0,383354739.89,16671804.0,33671152.0,189812783.53,,,191909.0,3.46,,,,5.59,223844.0,366273.0,,,3.46,191909.0,,,483311.0,259.94,7.22,,,5.79,5.79,271315872.0,3089001099.16,,4226.68,5.79,19.45,0.1396,19.5,0.152,15.825
2012-08-08,43234972.0,490997082.62,3.71,7.24,3.32,672.0,1.0,376301634.32,16851968.0,33135412.0,191379032.8,,,22.0,5.36,,,,0.98,327877.0,67081.0,,,5.36,22.0,,247223.0,863620.0,266.27,12.62,,,5.87,5.87,270024160.0,3066523896.35,,4260.27,5.88,19.7,0.1381,19.94,0.1507,15.785
2012-08-09,43382676.0,491426017.68,3.73,7.34,3.33,674.44,1.0,377067158.7,16780800.0,33287172.0,190087898.62,,,17499.0,2.41,,119260.0,,3.44,152499.0,223666.0,,,2.41,17499.0,1.97,135000.0,120000.0,264.8,1.91,,,5.87,5.87,268986336.0,3046997006.63,,4246.33,5.87,19.69,0.1361,19.81,0.1518,15.745
2012-08-10,41679500.0,468684533.15,3.58,7.79,3.2,646.04,1.0,360773122.8,16240165.0,32083080.0,182620092.64,,,239532.0,5.13,,,,12.49,326999.0,780168.0,,,5.13,239532.0,,,1531089.0,255.04,24.34,,,5.71,5.71,268216096.0,3016080704.8,,4214.0,5.71,20.69,0.1407,20.72,0.1465,15.63
2012-08-13,40970672.0,461450693.1,3.52,8.12,3.15,632.54,1.0,356661138.1,15949244.0,31666756.0,179635562.19,,,9000.0,,,,,4.96,,301044.0,,,,9000.0,,1123.0,416324.0,249.37,6.79,,,5.54,5.54,271838496.0,3061703805.83,,4249.64,5.54,21.01,0.1428,21.11,0.1424,15.655
2012-08-14,40477448.0,458662068.2,3.48,8.29,3.11,626.02,1.0,353354141.87,15838873.0,31183904.0,179475006.63,,,,,,,,1.9,,128017.0,,,,,,,482854.0,248.44,7.38,,,5.5,5.5,271953152.0,3081582493.78,,4266.54,5.5,21.02,0.1429,21.37,0.1406,15.75
2012-08-15,42010480.0,474824338.76,3.61,8.77,3.23,653.86,1.0,370012488.53,15787125.0,32737164.0,178434314.22,,,76151.0,45.19,,,,1.86,2689286.0,127899.0,,,45.19,76151.0,,,1136026.0,248.59,17.44,,,5.47,5.47,272891936.0,3084366878.54,,4295.97,5.47,20.43,0.1628,27.62,0.1455,15.71
2012-08-16,41915616.0,480386475.67,3.6,8.93,3.22,652.16,1.0,372496525.2,15806728.0,32501792.0,181157742.16,,,503156.0,,,,,14.56,,920906.0,,,,503156.0,,437353.0,235371.0,248.88,3.39,,,5.5,5.5,271762176.0,3114611841.76,,4281.51,5.49,20.01,0.1567,27.02,0.1458,15.93
2012-08-17,40494144.0,467008611.22,3.48,8.8,3.11,636.84,1.0,367800299.81,13684816.0,31891828.0,157823484.67,,,508326.0,31.78,,,,40.46,1851454.0,2630238.0,,,31.78,508326.0,,,2461416.0,218.58,38.55,,,4.8,4.8,271154880.0,3127159915.65,,4329.16,4.81,20.28,0.1755,31.07,0.1422,16.03
2012-08-20,38539836.0,440865515.82,3.31,8.31,2.96,607.22,1.0,353495047.55,12708007.0,30902034.0,145369639.38,,,49299.0,0.22,,,,24.2,10205.0,1526108.0,,,0.22,49299.0,,500000.0,1000000.0,202.95,16.23,,,4.44,4.44,273304224.0,3126386103.18,,4363.33,4.44,20.94,0.1867,33.44,0.1347,15.9
2012-08-21,37270488.0,425406673.97,3.2,8.22,2.86,584.19,1.0,335409218.2,11438660.0,29385682.0,130561271.57,,,55112.0,0.05,,25000.0,,25.08,8648.0,1550520.0,,,0.05,55112.0,0.4,226061.0,1550000.0,181.18,23.43,,,3.98,3.98,275934048.0,3149521025.74,,4370.6,3.98,21.64,0.1954,34.56,0.1297,15.865
2012-08-22,38463944.0,431003713.87,3.3,8.62,2.96,601.28,1.0,330569348.55,10979938.0,29500908.0,123034550.39,,,284565.0,1.72,,400000.0,,12.89,107448.0,808501.0,,,1.72,284565.0,6.32,65214.0,392222.0,173.04,5.9,,,3.84,3.84,275208864.0,3083824229.64,,4331.26,3.84,20.96,0.1823,33.18,0.1344,15.575
2012-08-23,36623008.0,416435414.23,3.14,8.27,2.81,565.79,1.0,315926304.79,10605779.0,27783832.0,120596920.14,,,327385.0,0.68,,,,11.57,51315.0,708806.0,,,0.68,327385.0,,7262.0,1768391.0,165.85,30.43,,,3.72,3.72,274740352.0,3124036460.66,,4290.64,3.72,22.06,0.1799,32.27,0.1283,15.805
2012-08-24,35919456.0,403654616.32,3.08,8.47,2.76,560.15,1.0,304180318.41,10891673.0,27067674.0,122398125.57,,,49629.0,3.67,,,,0.76,248428.0,63735.0,,,3.67,49629.0,,300000.0,964586.0,171.27,15.03,,,3.87,3.87,270375776.0,3038421019.64,,4256.02,3.87,22.63,0.1854,33.06,0.1277,15.62
2012-08-27,35762628.0,402664099.26,3.07,8.79,2.75,554.07,1.0,303375870.37,10858175.0,26944340.0,122256039.35,,,,0.39,,,,0.71,150000.0,33498.0,,,0.39,,,17646.0,273333.0,169.77,3.33,,,3.82,3.82,273516736.0,3079621836.87,,4276.5,3.82,22.6,0.1871,33.48,0.1258,15.65
2012-08-28,37443276.0,417546339.51,3.22,9.29,2.88,579.83,1.0,312684134.69,11456590.0,28039806.0,127757443.49,,,398010.0,17.14,,,,,1095465.0,,,,17.14,398010.0,,200405.0,,178.42,,,,4.01,4.01,274059296.0,3056155018.42,,4270.73,4.01,21.9,0.1773,32.42,0.1311,15.5
2012-08-29,32502568.0,353330626.35,2.79,8.18,2.5,498.58,1.0,252335100.58,11861116.0,23212080.0,128940443.89,,,1173155.0,,,483283.0,,12.75,,811146.0,,,,1173155.0,7.7,24871.0,5311010.0,182.43,84.41,,,4.14,4.14,274875552.0,2988131613.4,,4228.03,4.14,23.03,0.1468,25.32,0.1134,15.11
2012-08-30,32142090.0,360858574.5,2.76,8.03,2.47,486.83,1.0,271680927.64,10459266.0,24198934.0,117425961.38,,,,,,1160000.0,,22.21,,1401850.0,,,,,18.1,,173145.0,159.65,2.89,,,3.65,3.65,276145376.0,3100278380.7,,4214.66,3.65,21.98,0.1447,24.88,0.1121,15.605
2012-08-31,31943676.0,358286257.66,2.74,7.84,2.46,494.07,1.0,265190331.61,10819360.0,23643536.0,121351969.78,,,297076.0,1.84,,11000.0,,0.28,111659.0,34890.0,,,1.84,297076.0,0.17,97908.0,678057.0,168.17,6.87,,,3.8,3.8,273649376.0,3069302695.09,,4237.11,3.82,21.55,0.1466,25.66,0.1123,15.59
2012-09-03,31917372.0,361091215.24,2.74,8.16,2.45,494.99,1.0,263598515.37,10590897.0,23299852.0,119818131.27,,,2760.0,1.03,,,,3.25,66342.0,231223.0,,,1.03,2760.0,,,410026.0,165.38,5.66,,,3.72,3.72,274089632.0,3100861759.66,,4283.36,3.72,22.77,0.1509,25.58,0.1121,15.725
2012-09-04,30432668.0,339805879.09,2.61,8.09,2.34,472.7,1.0,255841144.54,10225332.0,22912872.0,114174279.08,,,272.0,0.2,,50000.0,,6.38,5004.0,426841.0,,,0.2,272.0,0.78,61004.0,441984.0,159.97,7.02,,,3.59,3.59,274696416.0,3067212415.38,,4309.7,3.58,22.56,0.1565,26.75,0.1068,15.52
2012-09-05,36580824.0,403323112.93,3.14,9.91,2.81,563.67,1.0,327063685.06,9628626.0,29664204.0,106160741.8,,,,109.22,,86000.0,,9.79,7065333.0,615553.0,,,109.22,,1.4,18847.0,400000.0,148.7,6.67,,,3.39,3.39,274439136.0,3025837981.18,,4237.81,3.39,21.97,0.193,34.83,0.1288,15.325
2012-09-06,36089456.0,398684452.55,3.1,9.79,2.77,550.7,1.0,319646128.71,9779901.0,28934800.0,108039713.21,,,291208.0,0.31,,,,3.32,20000.0,192985.0,,,0.31,291208.0,,53052.0,749406.0,149.74,14.4,,,3.45,3.45,273326176.0,3019466318.54,,4188.06,3.45,22.43,0.1938,34.48,0.1275,15.355
2012-09-07,35978940.0,405099632.7,3.09,9.65,2.77,551.09,1.0,325342240.08,9642694.0,28895284.0,108570508.13,,,46654.0,0.16,,,,2.85,10484.0,189314.0,,,0.16,46654.0,,5453.0,50000.0,148.47,0.83,,,3.42,3.42,272093664.0,3063598965.04,,4180.74,3.43,22.47,0.1947,34.54,0.1277,15.65
2012-09-10,36018464.0,405674214.4,3.09,9.72,2.77,560.19,1.0,325446183.29,9682220.0,28895284.0,109050374.61,,,62263.0,,,,,0.32,,22737.0,,,,62263.0,,,,151.45,,,,3.43,3.43,272554528.0,3069768439.54,,4263.29,3.43,22.52,0.195,34.62,0.1276,15.655
2012-09-11,35371568.0,402587174.17,3.04,9.73,2.72,550.28,1.0,326267700.87,9020023.0,28666090.0,102662838.43,,,1260.0,,,,,11.03,,710211.0,,,,1260.0,,46754.0,229193.0,141.51,3.59,,,3.21,3.21,272356352.0,3099867501.44,,4263.23,3.21,22.0,0.1944,34.83,0.1257,15.82
2012-09-12,35985000.0,409569048.86,3.09,9.99,2.77,564.37,1.0,323872521.5,9146968.0,28455648.0,104107683.3,,,394858.0,,,,,4.34,,277471.0,,,,394858.0,,9558.0,210442.0,144.4,3.15,,,3.25,3.25,271877824.0,3094421058.26,,4285.0,3.26,21.91,0.1931,34.7,0.128,15.82
2012-09-13,35840468.0,404829794.25,3.08,9.96,2.75,561.37,1.0,319918192.55,8881299.0,28323058.0,100317173.51,,,9316.0,,,,,7.85,,496725.0,,,,9316.0,,6214.0,132590.0,139.79,2.14,,,3.18,3.18,270746176.0,3058166504.0,,4252.65,3.18,22.03,0.1948,34.88,0.1282,15.7
2012-09-14,35453856.0,403778820.14,3.04,10.2,2.72,552.16,1.0,321775397.95,8507687.0,28253534.0,96892812.42,,,,,,,,9.48,,600579.0,,,,,,226967.0,69524.0,133.42,1.17,,,3.06,3.06,269392864.0,3068076227.86,,4210.44,3.07,22.05,0.1962,34.92,0.1276,15.83
2012-09-17,35638020.0,398312529.69,3.06,10.4,2.74,558.08,1.0,315347869.66,8761418.0,28214964.0,97923020.62,,,225331.0,0.49,,,,0.15,31000.0,10704.0,,,0.49,225331.0,,39104.0,69569.0,137.91,0.67,,,3.16,3.16,268388880.0,2999679941.06,,4220.64,3.16,22.14,0.1971,35.05,0.1286,15.535
2012-09-18,34723624.0,380972854.49,2.98,10.15,2.67,534.88,1.0,308043433.17,7975489.0,28076500.0,87503677.91,,,96132.0,,,,,14.42,,882061.0,,,,96132.0,,,138466.0,123.27,2.31,,,2.89,2.89,268168480.0,2942230664.37,,4149.81,2.88,22.54,0.2052,35.91,0.1257,15.25
2012-09-19,34269308.0,382152034.8,2.94,10.05,2.63,521.84,1.0,311702451.37,7645899.0,27951774.0,85262762.26,,,5027.0,,,,,5.16,,338258.0,,,,5027.0,,3641.0,124725.0,117.26,1.48,,,2.76,2.76,269596896.0,3006392845.22,,4132.93,2.76,22.68,0.2083,36.14,0.1236,15.5
2012-09-20,34887416.0,383020907.41,3.0,10.01,2.68,536.77,1.0,305046347.11,8380669.0,27785112.0,92009435.3,,,6668.0,,,,,1.6,,105569.0,,,,6668.0,,833671.0,166662.0,129.47,2.51,,,3.01,3.01,269992224.0,2964182461.41,,4171.39,3.01,22.39,0.2028,35.67,0.1253,15.26
2012-09-21,34869572.0,393612338.48,2.99,9.88,2.68,532.45,1.0,312387725.34,8473938.0,27673996.0,95654932.4,,,,1.5,,,,1.37,103000.0,91741.0,,,1.5,,,185010.0,214115.0,130.92,3.36,,,3.08,3.08,267098576.0,3015044036.24,,4118.22,3.08,22.22,0.2008,35.41,0.1265,15.69
2012-09-24,34276292.0,380257116.87,2.94,9.17,2.63,533.14,1.0,311116764.45,7695660.0,28043996.0,85374739.02,,,3957.0,,,370000.0,,13.69,,906735.0,,,,3957.0,6.06,124500.0,,120.14,,,,2.79,2.79,268180496.0,2975162605.36,,4188.74,2.79,22.82,0.2094,36.36,0.1242,15.42
2012-09-25,34850456.0,398787265.78,2.99,9.25,2.68,537.55,1.0,324792770.48,7929821.0,28383996.0,90739462.2,,,,6.51,,,,0.19,350000.0,13626.0,,,6.51,,,247787.0,10000.0,123.59,0.0,,,2.89,2.89,266461152.0,3049065247.31,,4153.46,2.89,22.23,0.2018,35.41,0.127,15.905
2012-09-26,33443724.0,374148636.98,2.87,8.7,2.57,526.09,1.0,311251521.42,7164398.0,27821590.0,80151054.54,,,,6.52,,,,11.26,49593.0,765423.0,,,6.52,,,,612000.0,113.12,9.62,,,2.62,2.62,265860784.0,2974293471.62,,4205.1,2.62,23.47,0.2196,37.3,0.1225,15.55
2012-09-27,32369448.0,365623489.46,2.78,8.24,2.49,501.65,1.0,287397433.48,8394488.0,25443924.0,94818484.23,,,,,,,,1.19,,73300.0,,,,,,1303390.0,2377665.0,131.02,41.22,,,3.09,3.09,263585120.0,2977280037.14,,4104.81,3.09,24.09,0.185,30.94,0.119,15.7
2012-09-28,30657492.0,334706746.85,2.58,7.86,2.32,462.42,1.0,257234508.96,8753139.0,23561416.0,95563416.58,,,12573.0,0.0,,51200.0,,0.19,5189.0,22215.0,,,0.0,12573.0,0.85,362079.0,1938897.0,134.82,41.34,,,3.17,3.17,267355824.0,2918888410.77,,4150.59,3.15,26.47,0.1852,29.03,0.111,15.175
2012-10-01,30031900.0,337059483.46,2.53,7.64,2.27,457.65,1.0,258868807.9,8669831.0,23065134.0,97304824.49,,,65916.0,2.18,,410000.0,,4.16,80811.0,245663.0,,,2.18,65916.0,6.41,102653.0,987094.0,133.85,3.19,,,3.15,3.15,266377536.0,2989656821.27,,4062.74,3.19,25.85,0.1786,28.35,0.1092,15.6
2012-10-02,30084046.0,333532398.18,2.53,7.54,2.27,465.4,1.0,257508724.54,8560268.0,23226842.0,94905010.95,,,875.0,2.59,,,,1.81,161708.0,116652.0,,,2.59,875.0,,,,132.78,,,,3.1,3.1,267305776.0,2963535440.58,,4146.39,3.1,26.15,0.1812,28.68,0.1091,15.41
2012-10-03,30109264.0,335436634.99,2.54,7.57,2.28,462.45,1.0,258762011.65,8585487.0,23226842.0,95647866.68,,,219.0,,,,,,,,,,,219.0,,25000.0,,132.66,,,,3.1,3.1,268587168.0,2992234411.14,,4146.65,3.1,25.99,0.1798,28.5,0.1086,15.485
2012-10-04,29984658.0,330057551.76,2.53,7.5,2.27,460.73,1.0,254431186.29,8512818.0,23114248.0,93705249.79,,,65.0,,,,,1.1,,72734.0,,,,65.0,,,112593.0,130.95,1.55,,,3.08,3.08,267450928.0,2943978834.45,,4115.34,3.08,26.21,0.1808,28.57,0.1087,15.3
2012-10-05,29850522.0,334057394.07,2.51,7.47,2.26,456.79,1.0,257025755.17,8525761.0,22967170.0,95411849.15,,,,,,,,,,,,,,,,12943.0,147079.0,131.67,2.39,,,3.09,3.09,267424512.0,2992749526.73,,4112.5,3.1,26.14,0.1808,28.49,0.1082,15.555
2012-10-08,29832002.0,329450311.61,2.51,7.43,2.25,460.57,1.0,255319601.15,8355008.0,23119404.0,92268698.2,,,,2.74,,,,2.66,170233.0,175419.0,,,2.74,,,4666.0,18000.0,129.28,0.0,,,3.04,3.04,266927648.0,2947820827.16,,4148.49,3.02,26.35,0.1826,28.72,0.1084,15.35
2012-10-09,29659132.0,334156057.24,2.5,7.31,2.24,455.66,1.0,258741114.65,8238112.0,22965428.0,92815090.64,,,52121.0,,,,,2.76,,169017.0,,,,52121.0,,,153975.0,127.85,4.34,,,2.99,2.99,267352128.0,3012135789.66,,4136.02,3.0,26.22,0.1795,28.1,0.1076,15.66
2012-10-10,28262230.0,313436160.59,2.38,6.67,2.14,438.38,1.0,253618472.95,6920864.0,22868528.0,76754348.12,,,4138.0,2.64,,,,24.1,10399.0,1543483.0,,,2.64,4138.0,,222097.0,107300.0,107.86,2.2,,,2.53,2.53,266757664.0,2958418285.21,,4159.08,2.53,27.87,0.1967,29.88,0.1033,15.415
2012-10-11,28337708.0,317025544.86,2.39,6.7,2.14,435.43,1.0,258322164.02,6774431.0,23090436.0,75788334.01,,,1580.0,1.77,,,,2.43,221910.0,148013.0,,,1.77,1580.0,,,,104.97,,,,2.49,2.49,265072832.0,2965478329.89,,4094.75,2.5,27.47,0.1959,29.98,0.1042,15.55
