,AMPLI FP Equity_DX_SI_QTY,AMPLI FP Equity_DX_SHORT_INTEREST_VALUE,AMPLI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,AMPLI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AMPLI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AMPLI FP Equity_DX_SI_MV,AMPLI FP Equity_DX_DSS,AMPLI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AMPLI FP Equity_DX_SUPPLY_SI_QTY,AMPLI FP Equity_DX_BROKER_SI_QTY,AMPLI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AMPLI FP Equity_DX_BROKER_SI_MV_NEW_x,AMPLI FP Equity_DX_SUPPLY_SI_QTY_NEW_x,AMPLI FP Equity_DX_SUPPLY_SI_QTY_INC_x,AMPLI FP Equity_DX_BROKER_SI_MV_INC_x,AMPLI FP Equity_DX_SUPPLY_SI_MV_NEW,AMPLI FP Equity_DX_BROKER_SI_QTY_ADD,AMPLI FP Equity_DX_BROKER_SI_QTY_NEW,AMPLI FP Equity_DX_SUPPLY_SI_MV_DEC,AMPLI FP Equity_DX_BROKER_SI_QTY_INC,AMPLI FP Equity_DX_SUPPLY_SI_QTY_DEC,AMPLI FP Equity_DX_BROKER_SI_MV_NEW_y,AMPLI FP Equity_DX_SUPPLY_SI_QTY_NEW_y,AMPLI FP Equity_DX_BROKER_SI_MV_INC_y,AMPLI FP Equity_DX_SUPPLY_SI_QTY_INC_y,AMPLI FP Equity_DX_BROKER_SI_MV_ADD,AMPLI FP Equity_DX_SUPPLY_SI_QTY_ADD,AMPLI FP Equity_DX_BROKER_SI_QTY_DEC,AMPLI FP Equity_DX_SUPPLY_SI_MV,AMPLI FP Equity_DX_BROKER_SI_MV_DEC,AMPLI FP Equity_DX_SUPPLY_SI_MV_RMV,AMPLI FP Equity_DX_BROKER_SI_MV_RMV,AMPLI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AMPLI FP Equity_DX_UTILIZATION_QUANTITY,AMPLI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AMPLI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AMPLI FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,AMPLI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AMPLI FP Equity_DX_ACTIVE_UTILIZATION_MV,AMPLI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AMPLI FP Equity_DX_BROKER_SI_CON_RATIO,AMPLI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AMPLI FP Equity_DX_DEMAND_SUPPLY_RATIO,AMPLI FP Equity_PX_LAST
2017-12-29,210000.0,743400.0,0.97,8.53,0.45,0.74,0.0,743400.0,210000.0,210000.0,743400.0,,,,,,,,0.05,,15453.0,,,,,,,13953.0,0.73,0.05,,,6.19,6.19,3184905.0,11274563.7,,11.11,6.17,,1.0,100.0,0.0619,3.54
2018-01-01,210000.0,743400.0,0.97,8.42,0.45,0.74,0.0,743400.0,210000.0,210000.0,743400.0,,,,,,,,,,,,,,,,,,0.73,,,,6.19,6.19,3184905.0,11274563.7,,11.18,6.15,,1.0,100.0,0.0619,
2018-01-02,210000.0,751800.0,0.97,8.42,0.45,0.75,0.0,751800.0,210000.0,210000.0,751800.0,,,,,,,,,,,,,,,,,,0.74,,,,6.17,6.17,3192624.0,11429593.92,,11.31,6.17,,1.0,100.0,0.0617,3.58
2018-01-03,210000.0,795900.0,0.97,8.52,0.45,0.79,0.0,795900.0,210000.0,210000.0,795900.0,,,,,,,,,,,,,,,,,,0.75,,,,6.17,6.17,3192624.0,12100044.96,,11.47,6.14,,1.0,100.0,0.0617,3.79
2018-01-04,210000.0,810600.0,0.97,8.3,0.45,0.81,0.0,810600.0,210000.0,210000.0,810600.0,,,,,,,,,,,,,,,,,,0.79,,,,6.17,6.17,3192624.0,12323528.64,,12.09,6.16,,1.0,100.0,0.0617,3.86
2018-01-05,210000.0,833700.0,0.97,8.04,0.45,0.83,0.0,833700.0,210000.0,210000.0,833700.0,,,,,,,,,,,,,,,,,,0.83,,,,6.17,6.17,3192624.0,12674717.28,,12.45,6.22,,1.0,100.0,0.0617,3.97
2018-01-08,210000.0,835800.0,0.97,7.99,0.45,0.84,0.0,835800.0,210000.0,210000.0,835800.0,,,,,,,,,,,,,,,,,,0.84,,,,6.17,6.17,3192624.0,12706643.52,,12.68,6.21,,1.0,100.0,0.0617,3.98
2018-01-09,210000.0,856800.0,0.97,7.99,0.45,0.86,0.0,856800.0,210000.0,210000.0,856800.0,,,,,,,,,,,,,,,,,,0.84,,,,6.17,6.17,3192624.0,13025905.92,,12.78,6.19,,1.0,100.0,0.0617,4.08
2018-01-10,210000.0,835800.0,0.97,8.09,0.45,0.84,0.0,835800.0,210000.0,210000.0,835800.0,,,,,,,,,,,,,,,,,,0.85,,,,6.17,6.17,3192624.0,12706643.52,,12.97,6.14,,1.0,100.0,0.0617,3.98
2018-01-11,210000.0,833700.0,0.97,8.09,0.45,0.84,0.0,833700.0,210000.0,210000.0,833700.0,,,,,,,,,,,,,,,,,,0.83,,,,6.17,6.17,3192624.0,12674717.28,,12.69,6.14,,1.0,100.0,0.0617,3.97
2018-01-12,210000.0,821100.0,0.97,7.94,0.45,0.82,0.0,821100.0,210000.0,210000.0,821100.0,,,,,,,,,,,,,,,,,,0.84,,,,6.17,6.17,3192624.0,12483159.84,,12.71,6.19,,1.0,100.0,0.0617,3.91
2018-01-15,210000.0,816900.0,0.97,7.73,0.45,0.82,0.0,816900.0,210000.0,210000.0,816900.0,,,,,,,,,,,,,,,,,,0.83,,,,6.17,6.17,3192624.0,12419307.36,,12.55,6.18,,1.0,100.0,0.0617,3.89
2018-01-16,210000.0,810600.0,0.97,6.93,0.45,0.81,0.0,810600.0,210000.0,210000.0,810600.0,,,,,,,,,,,,,,,,,,0.82,,,,6.17,6.17,3192624.0,12323528.64,,12.45,6.19,,1.0,100.0,0.0617,3.86
2018-01-17,270000.0,1020600.0,1.25,8.74,0.58,1.03,0.0,1020600.0,270000.0,270000.0,1020600.0,,,,0.21,,,,,60000.0,,,,0.21,,,60000.0,,1.04,,,,7.94,7.94,3132624.0,11841318.72,,12.06,7.95,,1.0,100.0,0.0794,3.78
2018-01-18,270000.0,1007100.0,1.25,8.83,0.58,1.01,0.0,1007100.0,270000.0,270000.0,1007100.0,,,,,,,,,,,,,,,,,,1.03,,,,7.94,7.94,3132624.0,11684687.52,,11.91,7.96,,1.0,100.0,0.0794,3.73
2018-01-19,285000.0,1057350.0,1.32,9.65,0.61,1.06,0.0,1057350.0,270000.0,285000.0,1001700.0,,,,,,15000.0,,,,,,,,,0.06,,,1.02,,,,7.94,7.94,3132624.0,11622035.04,,11.77,7.94,5.52,0.8958,94.48,0.0838,3.71
2018-01-22,285000.0,1083000.0,1.32,9.57,0.61,1.07,0.0,1083000.0,270000.0,285000.0,1026000.0,,,,,,,,,,,,,,,,,,1.02,,,,7.94,7.94,3132624.0,11903971.2,,11.66,8.02,5.22,0.901,94.78,0.0838,3.8
2018-01-23,285000.0,1083000.0,1.32,9.31,0.61,1.07,0.0,1083000.0,270000.0,285000.0,1026000.0,,,,,,,,,,,,,,,,,,1.02,,,,7.94,7.94,3132624.0,11903971.2,,11.83,7.91,5.35,0.8987,94.65,0.0838,3.8
2018-01-24,285000.0,1083000.0,1.26,9.11,0.61,1.08,0.0,1083000.0,270000.0,285000.0,1026000.0,,,,,,,,,,,,,,,,,,1.04,,,,7.94,7.94,3132624.0,11903971.2,,11.95,7.98,5.27,0.9002,94.73,0.0838,3.8
2018-01-25,285000.0,1080150.0,1.26,8.94,0.61,1.07,0.0,1080150.0,270000.0,285000.0,1023300.0,,,,,,,,,,,,,,,,,,1.03,,,,7.94,7.94,3132624.0,11872644.96,,11.95,7.91,5.3,0.8995,94.7,0.0838,3.79
2018-01-26,295000.0,1121000.0,1.31,9.4,0.63,1.12,0.0,1121000.0,270000.0,295000.0,1026000.0,,,,,,10000.0,,,,,,,,,0.04,,,1.03,,,,8.1,8.1,3061796.0,11634824.8,,11.66,8.09,5.09,0.8412,91.51,0.0885,3.8
2018-01-29,295000.0,1121000.0,1.31,9.63,0.63,1.12,0.0,1121000.0,270000.0,295000.0,1026000.0,,,,,,,,,,,,,,,,,,1.03,,,,7.94,7.94,3132624.0,11903971.2,,11.93,7.92,5.08,0.8415,91.53,0.0867,3.8
2018-01-30,295000.0,1097400.0,1.31,9.58,0.63,1.1,0.0,1097400.0,270000.0,295000.0,1004400.0,,,,,,,,,,,,,,,,,,1.02,,,,7.94,7.94,3132624.0,11653361.28,,11.86,7.91,5.17,0.839,91.38,0.0867,3.72
2018-01-31,345000.0,1248900.0,1.53,10.92,0.74,1.26,0.0,1248900.0,320000.0,345000.0,1158400.0,,,,,,50000.0,,,,,,,,,0.18,50000.0,,1.2,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.43,0.6347,78.17,0.1014,3.62
2018-02-01,345000.0,1259250.0,1.53,11.08,0.74,1.26,0.0,1259250.0,320000.0,345000.0,1168000.0,,,,,,,,,,,,,,,,,,1.18,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.51,0.6366,78.29,0.1014,3.65
2018-02-02,345000.0,1262700.0,1.53,11.67,0.74,1.26,0.0,1262700.0,320000.0,345000.0,1171200.0,,,,,,,,,,,,,,,,,,1.17,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.5,0.6361,78.25,0.1014,3.66
2018-02-05,345000.0,1248900.0,1.53,11.89,0.74,1.25,0.0,1248900.0,320000.0,345000.0,1158400.0,,,,,,,,,,,,,,,,,,1.17,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.46,0.6356,78.22,0.1014,3.62
2018-02-06,345000.0,1207500.0,1.53,12.44,0.74,1.21,0.0,1207500.0,320000.0,345000.0,1120000.0,,,,,,,,,,,,,,,,,,1.16,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.44,0.6335,78.09,0.1014,3.5
2018-02-07,335000.0,1162450.0,1.49,12.58,0.71,1.17,0.0,1162450.0,320000.0,335000.0,1110400.0,,,,,,,,,,,,,,,,,10000.0,1.13,0.04,,,100.0,9.4,0.0,0.0,,0.0,100.0,15.03,0.6724,80.48,0.0984,3.47
2018-02-08,335000.0,1162450.0,1.49,13.67,0.71,1.16,0.0,1162450.0,320000.0,335000.0,1110400.0,,,,,,,,,,,,,,,,,,1.12,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.92,0.6736,80.58,0.0984,3.47
2018-02-09,335000.0,1149050.0,1.49,13.88,0.71,1.15,0.0,1149050.0,320000.0,335000.0,1097600.0,,,,,,,,,,,,,,,,,,1.1,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.93,0.6731,80.55,0.0984,3.43
2018-02-12,335000.0,1155750.0,1.49,13.83,0.71,1.15,0.0,1155750.0,320000.0,335000.0,1104000.0,,,,,,,,,,,,,,,,,,1.1,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.97,0.6736,80.57,0.0984,3.45
2018-02-13,335000.0,984900.0,1.49,13.89,0.71,0.99,0.0,984900.0,320000.0,335000.0,940800.0,,,,,,,,,,,,,,,,,,1.08,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.84,0.6639,79.95,0.0984,2.94
2018-02-14,335000.0,1011700.0,1.49,9.31,0.71,1.01,0.0,1011700.0,320000.0,335000.0,966400.0,,,,,,,,,,,,,,,,,,0.96,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.94,0.6753,80.69,0.0984,3.02
2018-02-15,335000.0,1001650.0,1.49,8.73,0.71,1.0,0.0,1001650.0,320000.0,335000.0,956800.0,,,,,,,,,,,,,,,,,,0.97,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.94,0.6731,80.54,0.0984,2.99
2018-02-16,335000.0,994950.0,1.49,8.64,0.71,1.0,0.0,994950.0,320000.0,335000.0,950400.0,,,,,,,,,,,,,,,,,,0.96,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.9,0.6739,80.6,0.0984,2.97
2018-02-19,335000.0,1015050.0,1.49,8.43,0.71,1.01,0.0,1015050.0,320000.0,335000.0,969600.0,,,,,,,,,,,,,,,,,,0.97,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.69,0.678,80.9,0.0984,3.03
2018-02-20,335000.0,1031800.0,1.49,7.94,0.71,1.03,0.0,1031800.0,320000.0,335000.0,985600.0,,,,,,,,,,,,,,,,,,0.99,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.78,0.6767,80.8,0.0984,3.08
2018-02-21,335000.0,1055250.0,1.49,8.05,0.71,1.06,0.0,1055250.0,320000.0,335000.0,1008000.0,,,,,,,,,,,,,,,,,,0.98,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.9,0.6757,80.72,0.0984,3.15
2018-02-22,335000.0,1035150.0,1.49,7.37,0.71,1.04,0.0,1035150.0,320000.0,335000.0,988800.0,,,,,,,,,,,,,,,,,,1.01,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.92,0.6726,80.51,0.0984,3.09
2018-02-23,334926.0,1172241.0,1.49,7.11,0.71,1.17,0.0,1172241.0,320000.0,334926.0,1120000.0,,,,,,,,,,,,,,,,,74.0,1.02,0.0,,,100.0,9.4,0.0,0.0,,0.0,100.0,15.02,0.6806,81.02,0.0984,3.5
2018-02-26,334926.0,1225829.16,1.49,6.1,0.71,1.22,0.0,1225829.16,320000.0,334926.0,1171200.0,,,,,,,,,,,,,,,,,,1.13,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.99,0.676,80.73,0.0984,3.66
2018-02-27,331180.0,1225366.0,1.47,6.25,0.71,1.23,0.0,1225366.0,320000.0,331180.0,1184000.0,,,,,,,,,,,,,,,,,3746.0,1.17,0.01,,,100.0,9.4,0.0,0.0,,0.0,100.0,15.07,0.6897,81.6,0.0973,3.7
2018-02-28,331075.0,1205113.0,1.47,6.1,0.71,1.2,0.0,1205113.0,320000.0,331075.0,1164800.0,,,,,,,,,,,,,,,,,105.0,1.17,0.0,,,100.0,9.4,0.0,0.0,,0.0,100.0,15.09,0.6882,81.51,0.0973,3.64
2018-03-01,334075.0,1185966.25,1.48,6.03,0.71,1.18,0.0,1175316.25,323000.0,331075.0,1146650.0,,,3000.0,,,,,,,,,,,3000.0,,,,1.16,,,,100.0,9.49,0.0,0.0,,0.0,100.0,14.99,0.675,80.7,0.0982,3.55
2018-03-02,334075.0,1155899.5,1.48,5.97,0.71,1.16,0.0,1145519.5,323000.0,331075.0,1117580.0,,,,,,,,,,,,,,,,,,1.14,,,,100.0,9.49,0.0,0.0,,0.0,100.0,14.97,0.6755,80.74,0.0982,3.46
2018-03-05,335075.0,1326897.0,1.49,6.02,0.71,1.32,0.0,1326897.0,320000.0,335075.0,1267200.0,,,,,,4000.0,,0.0,,3000.0,,,,,0.01,,,1.15,,,,100.0,9.4,0.0,0.0,,0.0,100.0,15.01,0.6801,81.03,0.0985,3.96
2018-03-06,335075.0,1400613.5,1.49,5.37,0.71,1.4,0.0,1400613.5,320000.0,335075.0,1337600.0,,,,,,,,,,,,,,,,,,1.28,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.97,0.6756,80.75,0.0985,4.18
2018-03-07,335075.0,1363755.25,1.49,4.89,0.71,1.37,0.0,1363755.25,320000.0,335075.0,1302400.0,,,,,,,,,,,,,,,,,,1.33,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.87,0.6717,80.52,0.0985,4.07
2018-03-08,335075.0,1390561.25,1.49,4.88,0.71,1.39,0.0,1390561.25,320000.0,335075.0,1328000.0,,,,,,,,,,,,,,,,,,1.32,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.88,0.6748,80.72,0.0985,4.15
2018-03-09,335075.0,1360404.5,1.49,4.82,0.71,1.36,0.0,1360404.5,320000.0,335075.0,1299200.0,,,,,,,,,,,,,,,,,,1.32,,,,100.0,9.4,0.0,0.0,,0.0,100.0,14.9,0.6716,80.5,0.0985,4.06
2018-03-12,340075.0,1404509.75,1.51,4.83,0.72,1.4,0.0,1404509.75,320000.0,340075.0,1321600.0,,,,0.02,,,,,5000.0,,,,0.02,,,,,1.31,,,,100.0,9.4,0.0,0.0,,0.0,100.0,16.22,0.6578,79.39,0.0999,4.13
2018-03-13,440075.0,1861517.25,1.95,6.15,0.94,1.86,0.0,1861517.25,420000.0,440075.0,1776600.0,,,,0.43,,,,,100000.0,,,,0.43,,,100000.0,,1.75,,,,12.34,12.34,2982868.0,12617531.64,,12.38,12.38,35.25,0.5019,61.4,0.1293,4.23
2018-03-14,440075.0,1865918.0,1.95,6.14,0.94,1.86,0.0,1865918.0,420000.0,440075.0,1780800.0,,,,,,,,,,,,,,,,,,1.78,,,,12.34,12.34,2982868.0,12647360.32,,12.64,12.36,35.19,0.5014,61.39,0.1293,4.24
2018-03-15,440075.0,1817509.75,1.95,5.98,0.94,1.84,0.0,1817509.75,420000.0,440075.0,1734600.0,,,,,,,,,,,,,,,,,,1.78,,,,12.34,12.34,2982868.0,12319244.84,,12.62,12.34,35.83,0.4976,60.7,0.1293,4.13
2018-03-16,460075.0,1900109.75,2.04,6.21,0.98,1.9,0.0,1817509.75,440000.0,440075.0,1817200.0,,,20000.0,,,,,,,,,,,20000.0,,,,1.83,,,,29.14,12.9,1069844.0,4418455.72,,4.43,29.17,33.71,0.4602,58.65,0.1349,4.13
2018-03-19,460075.0,1904710.5,2.04,6.19,0.98,1.9,0.0,1821910.5,440000.0,440075.0,1821600.0,,,,,,,,,,,,,,,,,,1.85,,,,29.14,13.07,1069844.0,4429154.16,,4.48,29.17,33.75,0.4593,58.55,0.1367,4.14
2018-03-20,460075.0,1895509.0,2.04,6.16,0.98,1.91,0.0,1813109.0,440000.0,440075.0,1812800.0,,,,,,,,,,,,,,,,,,1.83,,,,29.14,13.17,1069844.0,4407757.28,,4.43,29.23,33.8,0.4597,58.55,0.1377,4.12
2018-03-21,460075.0,1895509.0,2.04,6.21,0.98,1.9,0.0,1813109.0,440000.0,440075.0,1812800.0,,,,,,,,,,,,,,,,,,1.81,,,,29.14,13.17,1069844.0,4407757.28,,4.39,29.21,33.76,0.4601,58.62,0.1377,4.12
2018-03-22,400075.0,1656310.5,1.77,5.4,0.85,1.65,0.0,1573510.5,380000.0,380075.0,1573200.0,,,,,,,,0.25,,60000.0,,,,,,,60000.0,1.55,0.24,,,26.21,11.58,1069844.0,4429154.16,,4.38,26.19,38.67,0.4297,52.61,0.122,4.14
2018-03-23,400075.0,1612302.25,1.77,5.37,0.85,1.63,0.0,1531702.25,380000.0,380075.0,1531400.0,,,,,,,,,,,,,,,,,,1.56,,,,26.21,11.58,1069844.0,4311471.32,,4.39,26.18,39.32,0.4266,51.83,0.122,4.03
2018-03-26,400075.0,1580296.25,1.77,5.36,0.85,1.58,0.0,1501296.25,380000.0,380075.0,1501000.0,,,,,,,,,,,,,,,,,,1.54,,,,26.21,11.58,1069844.0,4225883.8,,4.33,26.18,38.73,0.4272,52.31,0.122,3.95
2018-03-27,400075.0,1652309.75,1.77,5.33,0.85,1.62,0.0,1569709.75,380000.0,380075.0,1569400.0,,,,,,,,,,,,,,,,,,1.5,,,,26.21,11.58,1069844.0,4418455.72,,4.23,26.15,37.72,0.434,53.71,0.122,4.13
2018-03-28,395923.0,1603488.15,1.76,6.1,0.84,1.62,0.0,1522488.15,380000.0,375923.0,1539000.0,,,,,,,,,,,,,,,,,4152.0,1.57,0.01,,,26.21,11.58,1069844.0,4332868.2,,4.42,26.26,39.54,0.4361,52.57,0.1207,4.05
2018-03-29,249315.0,959862.75,1.11,3.99,0.53,0.99,0.0,882862.75,233392.0,229315.0,898559.2,,,,,,,,0.62,,146608.0,,,,,,,146608.0,0.93,0.61,,,16.1,7.14,1216452.0,4683340.2,,4.88,16.07,24.48,0.4655,63.02,0.0763,3.85
2018-03-30,249315.0,959862.75,1.11,4.02,0.53,0.99,0.0,882862.75,233392.0,229315.0,898559.2,,,,,,,,,,,,,,,,,,0.93,,,,16.1,7.14,1216452.0,4683340.2,,4.87,16.07,24.53,0.4673,63.15,0.0763,
2018-04-02,249315.0,959862.75,1.11,4.02,0.53,0.96,0.0,882862.75,238392.0,229315.0,917809.2,,5000.0,,,0.02,,,,,,,5000.0,,,,,,0.95,,,,16.39,7.28,1216452.0,4683340.2,,4.89,16.34,25.35,0.457,61.96,0.0762,
2018-04-03,249315.0,937424.4,1.11,4.02,0.53,0.96,0.0,862224.4,238392.0,229315.0,896353.92,,,,,,,,,,,,,,,,,,0.92,,,,16.39,7.28,1216452.0,4573859.52,,4.68,16.44,24.97,0.4622,62.56,0.0762,3.76
2018-04-04,249315.0,922465.5,1.11,4.09,0.53,0.94,0.0,848465.5,238392.0,229315.0,882050.4,,,,,,,,,,,,,,,,,,0.9,,,,16.39,7.28,1216452.0,4500872.4,,4.61,16.4,25.13,0.4607,62.37,0.0762,3.7
2018-04-05,249315.0,922465.5,1.11,4.27,0.53,0.92,0.0,848465.5,238392.0,229315.0,882050.4,,,,,,,,,,,,,,,,,,0.88,,,,16.39,7.28,1216452.0,4500872.4,,4.51,16.37,25.43,0.4594,62.15,0.0762,3.7
2018-04-06,249315.0,912492.9,1.11,4.3,0.53,0.92,0.0,839292.9,238392.0,229315.0,872514.72,,,,,,,,,,,,,,,,,,0.89,,,,16.39,7.28,1216452.0,4452214.32,,4.51,16.42,25.22,0.4606,62.33,0.0762,3.66
2018-04-09,257892.0,949042.56,1.14,4.8,0.55,0.95,0.0,875442.56,246969.0,237892.0,908845.92,,,,0.03,,,,,8577.0,,,,0.03,,,8577.0,,0.91,,,,16.88,7.55,1216452.0,4476543.36,,4.48,16.85,24.53,0.4327,60.06,0.0788,3.68
2018-04-10,254061.0,929863.26,1.13,4.92,0.54,0.93,0.0,856663.26,242138.0,234061.0,886225.08,,,,,,1000.0,,0.02,,4831.0,,,,,0.0,,4831.0,0.9,0.02,,,16.6,7.4,1216452.0,4452214.32,,4.5,16.59,24.92,0.4425,60.87,0.0776,3.66
2018-04-11,254061.0,940025.7,1.13,5.91,0.54,0.94,0.0,866025.7,242138.0,234061.0,895910.6,,,,,,,,,,,,,,,,,,0.89,,,,16.6,7.4,1216452.0,4500872.4,,4.48,16.58,25.0,0.4441,61.0,0.0776,3.7
2018-04-12,258861.0,962962.92,1.15,6.26,0.55,0.96,0.0,870706.92,246938.0,234061.0,918609.36,,,1758.0,,,,,,,,,,,1758.0,,3042.0,,0.92,,,,16.87,7.54,1216452.0,4525201.44,,4.52,16.96,24.5,0.43,59.78,0.0791,3.72
2018-04-13,258861.0,968140.14,1.15,6.58,0.55,0.97,0.0,875388.14,246938.0,234061.0,923548.12,,,,,,,,,,,,,,,,,,0.91,,,,16.87,7.54,1216452.0,4549530.48,,4.51,16.86,24.46,0.4313,59.93,0.0791,3.74
2018-04-16,258861.0,975905.97,1.15,6.81,0.55,0.97,0.0,882409.97,246938.0,234061.0,930956.26,,,,,,,,,,,,,,,,,,0.92,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.54,0.4313,59.9,0.0791,3.77
2018-04-17,258861.0,1009557.9,1.15,6.96,0.55,1.0,0.0,912837.9,246938.0,234061.0,963058.2,,,,,,,,,,,,,,,,,,0.93,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.58,0.4338,60.12,0.0791,3.9
2018-04-18,258861.0,1019912.34,1.15,6.95,0.55,1.02,0.0,922200.34,246938.0,234061.0,972935.72,,,,,,,,,,,,,,,,,,0.95,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.57,0.432,59.97,0.0791,3.94
2018-04-19,258848.0,1022449.6,1.15,8.8,0.55,1.01,0.0,924489.6,246925.0,234048.0,975353.75,,,,,,,,0.0,,13.0,,,,,,,13.0,0.96,0.0,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.49,0.4307,59.86,0.0791,3.95
2018-04-20,258793.0,1022232.35,1.15,11.33,0.55,1.02,0.0,924272.35,246870.0,233993.0,975136.5,,,,,,,,0.0,,55.0,,,,,,,55.0,0.97,0.0,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.48,0.4305,59.84,0.079,3.95
2018-04-23,258793.0,1027408.21,1.15,12.04,0.55,1.03,0.0,928952.21,246870.0,233993.0,980073.9,,,,,,,,,,,,,,,,,,0.99,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.49,0.4304,59.83,0.079,3.97
2018-04-24,258793.0,1022232.35,1.15,12.49,0.55,1.02,0.0,924272.35,246870.0,233993.0,975136.5,,,,,,,,,,,,,,,,,,0.99,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.46,0.4297,59.77,0.079,3.95
2018-04-25,258793.0,1014468.56,1.15,13.2,0.55,1.02,0.0,917252.56,246870.0,233993.0,967730.4,,,,,,,,,,,,,,,,,,0.98,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.44,0.4292,59.73,0.079,3.92
2018-04-26,258793.0,1014468.56,1.15,14.22,0.55,1.02,0.0,917252.56,246870.0,233993.0,967730.4,,,,,,,,,,,,,,,,,,0.97,,,,100.0,7.54,0.0,0.0,,0.0,100.0,24.5,0.4299,59.78,0.079,3.92
2018-04-27,258710.0,1021904.5,1.15,15.05,0.55,1.02,0.0,923944.5,246787.0,233910.0,974808.65,,,,,,,,0.0,,83.0,,,,,,,83.0,0.96,0.0,,,100.0,7.53,0.0,0.0,,0.0,100.0,24.51,0.4318,59.96,0.0789,3.95
2018-04-30,258710.0,1042601.3,1.15,16.7,0.55,1.04,0.0,942657.3,246787.0,233910.0,994551.61,,,,,,,,,,,,,,,,,,0.98,,,,100.0,7.53,0.0,0.0,,0.0,100.0,24.6,0.4324,59.98,0.079,4.03
2018-05-01,258710.0,1042601.3,1.15,17.06,0.55,1.04,0.0,942657.3,246787.0,233910.0,994551.61,,,,,,,,,,,,,,,,,,0.98,,,,100.0,7.53,0.0,0.0,,0.0,100.0,24.46,0.4319,59.98,0.079,
2018-05-02,258650.0,1032013.5,1.15,17.06,0.55,1.03,0.0,933061.5,246727.0,233850.0,984440.73,,,,,,,,0.0,,60.0,,,,,,,60.0,1.0,0.0,,,100.0,7.53,0.0,0.0,,0.0,100.0,24.46,0.4295,59.75,0.079,3.99
2018-05-03,258578.0,1026554.66,1.15,17.25,0.55,1.03,0.0,928098.66,246655.0,233778.0,979220.35,,,,,,,,0.0,,72.0,,,,,,,72.0,0.98,0.0,,,100.0,7.53,0.0,0.0,,0.0,100.0,24.47,0.4311,59.9,0.0789,3.97
2018-05-04,258483.0,1033932.0,1.15,17.73,0.55,1.03,0.0,934732.0,246560.0,233683.0,986240.0,,,,,,,,0.0,,95.0,,,,,,,95.0,0.99,0.0,,,100.0,7.52,0.0,0.0,,0.0,100.0,24.51,0.4318,59.95,0.0789,4.0
2018-05-07,257581.0,1025172.38,1.14,18.45,0.55,1.03,0.0,926468.38,245658.0,232781.0,977718.84,,,,,,,,0.0,,902.0,,,,,,,902.0,0.99,0.0,,,100.0,7.5,0.0,0.0,,0.0,100.0,24.54,0.434,60.14,0.0786,3.98
2018-05-08,257580.0,1025168.4,1.14,18.2,0.55,1.03,0.0,926464.4,245657.0,232780.0,977714.86,,,,,,,,0.0,,1.0,,,,,,,1.0,1.0,0.0,,,100.0,7.5,0.0,0.0,,0.0,100.0,24.61,0.4331,60.02,0.0786,3.98
2018-05-09,257580.0,1022592.6,1.14,18.4,0.55,1.02,0.0,924136.6,245657.0,232780.0,975258.29,,,,,,,,,,,,,,,,,,0.99,,,,100.0,7.53,0.0,0.0,,0.0,100.0,24.59,0.4331,60.04,0.079,3.97
