,ALVGO FP Equity_DX_SI_QTY,ALVGO FP Equity_DX_SHORT_INTEREST_VALUE,ALVGO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVGO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVGO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVGO FP Equity_DX_SI_MV,ALVGO FP Equity_DX_DSS,ALVGO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVGO FP Equity_DX_SUPPLY_SI_QTY,ALVGO FP Equity_DX_BROKER_SI_QTY,ALVGO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVGO FP Equity_DX_BROKER_SI_MV_NEW_x,ALVGO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVGO FP Equity_DX_BROKER_SI_MV_INC_x,ALVGO FP Equity_DX_BROKER_SI_QTY_ADD,ALVGO FP Equity_DX_BROKER_SI_QTY_NEW,ALVGO FP Equity_DX_SUPPLY_SI_MV_DEC,ALVGO FP Equity_DX_BROKER_SI_QTY_INC,ALVGO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVGO FP Equity_DX_BROKER_SI_MV_NEW_y,ALVGO FP Equity_DX_BROKER_SI_MV_INC_y,ALVGO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVGO FP Equity_DX_BROKER_SI_MV_ADD,ALVGO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVGO FP Equity_DX_BROKER_SI_QTY_DEC,ALVGO FP Equity_DX_SUPPLY_SI_MV,ALVGO FP Equity_DX_BROKER_SI_MV_DEC,ALVGO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVGO FP Equity_DX_UTILIZATION_QUANTITY,ALVGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVGO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVGO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVGO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVGO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVGO FP Equity_DX_BROKER_SI_CON_RATIO,ALVGO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVGO FP Equity_DX_DEMAND_SUPPLY_RATIO,ALVGO FP Equity_PX_LAST
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.15
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.24
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.35
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.15
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.55
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.05
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.75
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.45
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,960.0,10752.0,0.01,0.0,,0.0,,0.0,11.2
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,960.0,10992.0,0.01,0.0,,0.0,,0.0,11.45
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,960.0,10992.0,0.01,0.0,,0.0,,0.0,11.45
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,960.0,11184.0,0.01,0.0,,0.0,,0.0,11.65
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,960.0,11616.0,0.01,0.0,,0.0,,0.0,12.1
2021-01-19,3000.0,36150.0,0.13,0.06,0.07,0.04,0.0,36150.0,0.0,3000.0,0.0,,,,3000.0,,,,,,,,0.04,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.125,12.05
2021-01-20,3000.0,35700.0,0.13,0.06,0.07,0.04,0.0,35700.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.125,11.9
2021-01-21,3000.0,35250.0,0.13,0.06,0.07,0.04,0.0,35250.0,0.0,3000.0,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,3.125,11.75
2021-01-22,1604.0,19007.4,0.07,0.03,0.04,0.02,0.0,16637.4,200.0,1404.0,2370.0,,,,200.0,,,,,,,,0.0,200.0,1796.0,0.0,0.02,100.0,14.71,0.0,0.0,0.0,100.0,23.93,0.636,76.07,1.1794,11.85
2021-01-25,1483.0,17647.7,0.06,0.03,0.04,0.02,0.0,15267.7,200.0,1283.0,2380.0,,,,,,,,,,,,,,121.0,0.0,0.0,100.0,14.71,0.0,0.0,0.0,100.0,26.0,0.6152,74.0,1.0904,11.9
2021-01-26,1483.0,18240.9,0.06,0.03,0.04,0.02,0.0,15780.9,200.0,1283.0,2460.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,26.09,0.6144,73.91,1.0904,12.3
2021-01-27,2483.0,29423.55,0.11,0.04,0.06,0.03,0.0,27053.55,200.0,2283.0,2370.0,,,0.01,,,,1000.0,,,0.01,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,44.94,0.5051,55.06,1.8257,11.85
2021-01-28,2483.0,29920.15,0.11,0.04,0.06,0.03,0.0,27510.15,200.0,2283.0,2410.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,44.41,0.5063,55.59,1.8257,12.05
2021-01-29,3483.0,40751.1,0.15,0.06,0.09,0.04,0.0,38411.1,200.0,3283.0,2340.0,,,0.01,,,,1000.0,,,0.01,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,38.46,0.5266,61.54,2.561,11.7
2021-02-01,3817.0,48285.05,0.16,0.07,0.09,0.05,0.0,40695.05,600.0,3217.0,7590.0,,,,,,,,,,,,,400.0,66.0,0.01,0.0,100.0,44.12,0.0,0.0,0.0,100.0,40.56,0.5178,59.44,2.8066,12.65
2021-02-02,3817.0,47521.65,0.16,0.07,0.09,0.05,0.0,40051.65,600.0,3217.0,7470.0,,,,,,,,,,,,,,,0.01,,100.0,44.12,0.0,0.0,0.0,100.0,41.24,0.5153,58.76,2.8066,12.45
2021-02-03,3817.0,46758.25,0.16,0.06,0.09,0.05,0.0,39408.25,600.0,3217.0,7350.0,,,,,,,,,,,,,,,0.01,,100.0,44.12,0.0,0.0,0.0,100.0,39.38,0.5225,60.62,2.8066,12.25
2021-02-04,3817.0,47139.95,0.16,0.06,0.09,0.05,0.0,39729.95,600.0,3217.0,7410.0,,,,,,,,,,,,,,,0.01,,100.0,44.12,0.0,0.0,0.0,100.0,39.49,0.5221,60.51,2.8066,12.35
2021-02-05,3817.0,49621.0,0.16,0.06,0.09,0.05,0.0,41821.0,600.0,3217.0,7800.0,,,,,,,,,,,,,,,0.01,,100.0,44.12,0.0,0.0,0.0,100.0,40.96,0.5163,59.04,2.8066,13.0
2021-02-08,3677.0,46146.35,0.16,0.06,0.09,0.05,0.0,43636.35,200.0,3477.0,2510.0,,,0.01,,,0.01,260.0,400.0,,0.01,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,36.93,0.5342,63.07,2.7037,12.55
2021-02-09,3304.0,40639.2,0.14,0.05,0.08,0.04,0.0,38179.2,200.0,3104.0,2460.0,,,,,,,,,,,,,,373.0,0.0,0.01,100.0,14.71,0.0,0.0,0.0,100.0,40.88,0.5166,59.12,2.4294,12.3
2021-02-10,3291.0,41137.5,0.14,0.05,0.08,0.04,0.0,38637.5,200.0,3091.0,2500.0,,,,,,,,,,,,,,13.0,0.0,0.0,100.0,14.71,0.0,0.0,0.0,100.0,41.74,0.5136,58.26,2.4199,12.5
2021-02-11,3272.0,42536.0,0.14,0.05,0.08,0.04,0.0,39936.0,200.0,3072.0,2600.0,,,,,,,,,,,,,,19.0,0.0,0.0,100.0,14.71,0.0,0.0,0.0,100.0,42.41,0.5115,57.59,2.4059,13.0
2021-02-12,2985.0,37163.25,0.13,0.04,0.07,0.04,0.0,34673.25,200.0,2785.0,2490.0,,,,,,,,,,,,,,287.0,0.0,0.0,100.0,14.71,0.0,0.0,0.0,100.0,45.71,0.5037,54.29,2.1949,12.45
2021-02-15,2985.0,36864.75,0.13,0.04,0.07,0.04,0.0,34394.75,200.0,2785.0,2470.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,45.3,0.5044,54.7,2.1949,12.35
2021-02-16,2985.0,36864.75,0.13,0.04,0.07,0.04,0.0,34394.75,200.0,2785.0,2470.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,45.64,0.5038,54.36,2.1949,12.35
2021-02-17,2948.0,35670.8,0.13,0.04,0.07,0.04,0.0,33250.8,200.0,2748.0,2420.0,,,,,,,,,,,,,,37.0,0.0,0.0,100.0,14.71,0.0,0.0,0.0,100.0,46.18,0.5029,53.82,2.1676,12.1
2021-02-18,2947.0,35069.3,0.13,0.04,0.07,0.04,0.0,32689.3,200.0,2747.0,2380.0,,,,,,,,,,,,,,1.0,0.0,0.0,100.0,14.71,0.0,0.0,0.0,100.0,45.5,0.504,54.5,2.1669,11.9
2021-02-19,2947.0,33301.1,0.13,0.06,0.07,0.04,0.0,31041.1,200.0,2747.0,2260.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,45.3,0.5044,54.7,2.1669,11.3
2021-02-22,2947.0,34185.2,0.13,0.07,0.07,0.03,0.0,31865.2,200.0,2747.0,2320.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,46.87,0.502,53.13,2.1669,11.6
2021-02-23,3235.0,36393.75,0.14,0.07,0.08,0.04,0.0,34143.75,200.0,3035.0,2250.0,,,0.0,,,,288.0,,,0.0,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,42.11,0.5124,57.89,2.3787,11.25
2021-02-24,3235.0,36393.75,0.14,0.07,0.08,0.04,0.0,34143.75,200.0,3035.0,2250.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,41.28,0.5152,58.72,2.3787,11.25
2021-02-25,3235.0,35746.75,0.14,0.07,0.08,0.04,0.0,33536.75,200.0,3035.0,2210.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,41.86,0.5132,58.14,2.3787,11.05
2021-02-26,3235.0,34938.0,0.14,0.07,0.08,0.04,0.0,32778.0,200.0,3035.0,2160.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,41.39,0.5148,58.61,2.3787,10.8
2021-03-01,3235.0,36232.0,0.14,0.08,0.08,0.04,0.0,33992.0,200.0,3035.0,2240.0,,,,,,,,,,,,,,,0.0,,100.0,14.71,0.0,0.0,0.0,100.0,42.1,0.5125,57.9,2.3787,11.2
2021-03-02,4185.0,45616.5,0.18,0.1,0.1,0.05,0.0,33081.5,1150.0,3035.0,12535.0,,,,,,,,,,,,,950.0,,0.01,,100.0,84.56,0.0,0.0,0.0,100.0,42.43,0.5115,57.57,3.0772,10.9
2021-03-03,6185.0,69890.5,0.27,0.15,0.15,0.07,0.0,67630.5,200.0,5985.0,2260.0,,,0.04,,,0.01,2950.0,950.0,,0.04,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.96,0.6573,78.04,15.4625,11.3
2021-03-04,5235.0,56799.75,0.23,0.13,0.13,0.06,0.0,54629.75,200.0,5035.0,2170.0,,,,,,,,,,,,,,950.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,25.05,0.6245,74.95,13.0875,10.85
2021-03-05,5235.0,56276.25,0.23,0.13,0.13,0.06,0.0,54126.25,200.0,5035.0,2150.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,25.43,0.6207,74.57,13.0875,10.75
2021-03-08,5235.0,54705.75,0.23,0.14,0.13,0.06,0.0,52615.75,200.0,5035.0,2090.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,25.28,0.6222,74.72,13.0875,10.45
2021-03-09,5235.0,54967.5,0.23,0.14,0.13,0.06,0.0,52867.5,200.0,5035.0,2100.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,26.04,0.6148,73.96,13.0875,10.5
2021-03-10,5735.0,60791.0,0.25,0.16,0.14,0.06,0.0,58671.0,200.0,5535.0,2120.0,,,0.01,,,,500.0,,,0.01,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,32.27,0.5629,67.73,14.3375,10.6
2021-03-11,5735.0,63658.5,0.25,0.17,0.14,0.06,0.0,61438.5,200.0,5535.0,2220.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.08,0.5573,66.92,14.3375,11.1
2021-03-12,5735.0,63085.0,0.25,0.17,0.14,0.07,0.0,60885.0,200.0,5535.0,2200.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,31.84,0.5659,68.16,14.3375,11.0
2021-03-15,5735.0,62224.75,0.25,0.17,0.14,0.07,0.0,60054.75,200.0,5535.0,2170.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,31.74,0.5667,68.26,14.3375,10.85
2021-03-16,5736.0,63956.4,0.25,0.18,0.14,0.06,0.0,61726.4,200.0,5536.0,2230.0,,,0.0,,,,1.0,,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,32.53,0.561,67.47,14.34,11.15
2021-03-17,5736.0,61948.8,0.25,0.19,0.14,0.07,0.0,59788.8,200.0,5536.0,2160.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,31.47,0.5687,68.53,14.34,10.8
2021-03-18,5736.0,63669.6,0.25,0.19,0.14,0.06,0.0,61449.6,200.0,5536.0,2220.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,32.63,0.5604,67.37,14.34,11.1
2021-03-19,5736.0,62235.6,0.25,0.19,0.14,0.07,0.0,60065.6,200.0,5536.0,2170.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,31.57,0.5679,68.43,14.34,10.85
2021-03-22,5736.0,62809.2,0.25,0.23,0.14,0.06,0.0,60619.2,200.0,5536.0,2190.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,32.28,0.5628,67.72,14.34,10.95
2021-03-23,5250.0,57487.5,0.23,0.23,0.13,0.06,0.0,55297.5,200.0,5050.0,2190.0,,,,,,,,,,,,,,486.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,25.87,0.6164,74.13,13.125,10.95
2021-03-24,5250.0,58012.5,0.23,0.23,0.13,0.06,0.0,55802.5,200.0,5050.0,2210.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,26.06,0.6146,73.94,13.125,11.05
2021-03-25,5250.0,56962.5,0.23,0.24,0.13,0.06,0.0,54792.5,200.0,5050.0,2170.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,25.58,0.6193,74.42,13.125,10.85
2021-03-26,5250.0,57750.0,0.23,0.27,0.13,0.06,0.0,55550.0,200.0,5050.0,2200.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,26.24,0.6129,73.76,13.125,11.0
2021-03-29,5250.0,57225.0,0.23,0.28,0.13,0.06,0.0,55045.0,200.0,5050.0,2180.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,26.04,0.6148,73.96,13.125,10.9
2021-03-30,5250.0,57225.0,0.23,0.39,0.13,0.06,0.0,55045.0,200.0,5050.0,2180.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,25.9,0.6162,74.1,13.125,10.9
2021-03-31,5250.0,56962.5,0.23,0.4,0.13,0.06,0.0,54792.5,200.0,5050.0,2170.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,25.94,0.6158,74.06,13.125,10.85
2021-04-01,5850.0,64233.0,0.25,0.45,0.14,0.07,0.0,62037.0,200.0,5650.0,2196.0,0.01,,,,600.0,,,,0.01,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.6,0.5074,66.47,14.625,10.98
2021-04-02,5850.0,64233.0,0.25,0.49,0.14,0.07,0.0,62037.0,200.0,5650.0,2196.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.6,0.5074,66.48,14.625,
2021-04-05,5850.0,64233.0,0.25,0.49,0.14,0.07,0.0,62037.0,200.0,5650.0,2196.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.41,0.5102,66.76,14.625,
2021-04-06,5250.0,56175.0,0.23,0.44,0.13,0.06,0.0,54035.0,200.0,5050.0,2140.0,,,,,,,,,,,,,,600.0,0.0,0.01,100.0,66.67,0.0,0.0,0.0,100.0,25.66,0.6185,74.34,17.5,10.7
2021-04-07,4236.0,44223.84,0.18,0.37,0.1,0.05,0.0,42135.84,200.0,4036.0,2088.0,,,,,,,,,,,,,,1014.0,0.0,0.01,100.0,50.0,0.0,0.0,0.0,100.0,8.94,0.8371,91.06,10.59,10.44
2021-04-08,4236.0,43291.92,0.18,0.43,0.1,0.05,0.0,41247.92,200.0,4036.0,2044.0,,,,,,,,,,,,,,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,8.96,0.8369,91.04,14.12,10.22
2021-04-09,4236.0,42529.44,0.18,0.45,0.1,0.05,0.0,40521.44,200.0,4036.0,2008.0,,,,,,,,,,,,,,,0.0,,100.0,66.67,0.0,0.0,0.0,100.0,8.96,0.8369,91.04,14.12,10.04
2021-04-12,4236.0,41512.8,0.18,0.44,0.1,0.04,0.0,39552.8,200.0,4036.0,1960.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,8.95,0.8371,91.05,10.59,9.8
2021-04-13,4236.0,42317.64,0.18,0.45,0.1,0.04,0.0,40319.64,200.0,4036.0,1998.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,9.14,0.8339,90.86,10.59,9.99
2021-04-14,4236.0,41428.08,0.18,0.47,0.1,0.04,0.0,39472.08,200.0,4036.0,1956.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,8.98,0.8366,91.02,10.59,9.78
2021-04-15,4236.0,41512.8,0.18,0.43,0.1,0.04,0.0,39552.8,200.0,4036.0,1960.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,9.03,0.8357,90.97,10.59,9.8
2021-04-16,4236.0,42148.2,0.18,0.44,0.1,0.04,0.0,40158.2,200.0,4036.0,1990.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,9.1,0.8346,90.9,10.59,9.95
2021-04-19,4236.0,41724.6,0.18,0.45,0.1,0.04,0.0,39754.6,200.0,4036.0,1970.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,9.03,0.8357,90.97,10.59,9.85
2021-04-20,4236.0,41258.64,0.18,0.46,0.1,0.04,0.0,39310.64,200.0,4036.0,1948.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,8.99,0.8363,91.01,10.59,9.74
2021-04-21,4436.0,43561.52,0.19,0.46,0.11,0.05,0.0,39633.52,400.0,4036.0,3928.0,,200.0,,,,,,,,,200.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,8.66,0.7667,87.02,5.545,9.82
2021-04-22,4636.0,45340.08,0.2,0.5,0.11,0.05,0.0,40450.08,500.0,4136.0,4890.0,,100.0,0.0,,,,100.0,,,0.0,100.0,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,12.39,0.7139,83.48,4.636,9.78
2021-04-23,5804.0,56879.2,0.25,0.64,0.14,0.06,0.0,51979.2,500.0,5304.0,4900.0,,,,1168.0,,,,,,,,0.01,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,19.45,0.4997,67.13,5.804,9.8
2021-04-26,5804.0,55950.56,0.25,0.65,0.14,0.06,0.0,51130.56,600.0,5304.0,5784.0,,100.0,,,,,,,,,100.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,19.53,0.5006,67.19,4.8367,9.64
2021-04-27,5804.0,54905.84,0.25,0.68,0.14,0.06,0.0,50175.84,600.0,5304.0,5676.0,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,19.52,0.5009,67.22,4.8367,9.46
2021-04-28,5804.0,54731.72,0.25,0.67,0.14,0.06,0.0,50016.72,600.0,5304.0,5658.0,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,19.48,0.5001,67.16,4.8367,9.43
2021-04-29,5804.0,54557.6,0.25,0.67,0.14,0.06,0.0,49857.6,600.0,5304.0,5640.0,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,19.51,0.5001,67.15,4.8367,9.4
2021-04-30,5636.0,53260.2,0.24,0.65,0.14,0.06,0.0,48535.2,600.0,5136.0,5670.0,,,,,,,,,,,,,,168.0,0.01,0.0,100.0,50.0,0.0,0.0,0.0,100.0,17.18,0.5195,69.16,4.6967,9.45
2021-05-03,5636.0,51851.2,0.24,0.67,0.14,0.05,0.0,47251.2,500.0,5136.0,4600.0,,,,,,0.0,,100.0,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.16,0.5199,69.2,5.636,9.2
2021-05-04,5636.0,51513.04,0.24,0.65,0.14,0.05,0.0,46943.04,500.0,5136.0,4570.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.18,0.5195,69.16,5.636,9.14
2021-05-05,5636.0,53429.28,0.24,0.65,0.14,0.05,0.0,48689.28,500.0,5136.0,4740.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.12,0.5175,69.0,5.636,9.48
2021-05-06,5636.0,54049.24,0.24,0.66,0.14,0.06,0.0,49254.24,500.0,5136.0,4795.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.13,0.5179,69.03,5.636,9.59
2021-05-07,5636.0,54049.24,0.24,0.66,0.14,0.06,0.0,49254.24,500.0,5136.0,4795.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.14,0.518,69.05,5.636,9.59
2021-05-10,5636.0,53880.16,0.24,0.71,0.14,0.06,0.0,49100.16,500.0,5136.0,4780.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,17.18,0.5192,69.14,5.636,9.56
