,FPXU FP Equity_DX_SI_QTY,FPXU FP Equity_DX_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,FPXU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,FPXU FP Equity_DX_SI_MV,FPXU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,FPXU FP Equity_DX_SUPPLY_SI_QTY,FPXU FP Equity_DX_BROKER_SI_QTY,FPXU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,FPXU FP Equity_DX_BROKER_SI_QTY_ADD,FPXU FP Equity_DX_BROKER_SI_MV_ADD,FPXU FP Equity_DX_SUPPLY_SI_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,FPXU FP Equity_DX_UTILIZATION_QUANTITY,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,FPXU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,FPXU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,FPXU FP Equity_DX_ACTIVE_UTILIZATION_MV,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,FPXU FP Equity_DX_BROKER_SI_CON_RATIO,FPXU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,FPXU FP Equity_DX_DEMAND_SUPPLY_RATIO,FPXU FP Equity_PX_LAST
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,25.33
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,25.955
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,26.325
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,26.075
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,27.015
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,26.805
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,27.31
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,27.195
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,26.275
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,27.055
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,27.105
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,27.765
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,28.075
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,28.17
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,28.45
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,27.985
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,27.61
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,27.955
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,28.925
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,28.735
2020-05-20,,,,,,,,,,,,,,,,,,,,,,,29.12
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,28.65
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,28.865
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,29.425
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,29.085
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,28.355
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,29.41
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,29.4
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,30.17
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,30.165
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,30.68
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,30.335
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,30.525
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,30.46
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,30.55
2020-06-10,,,,,,,,,,,,,,,,,,,,,,,30.65
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,29.82
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,29.315
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,29.485
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,30.45
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,30.74
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,30.84
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,31.165
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,31.065
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,31.67
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,30.505
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,30.645
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,30.68
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,30.49
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,30.94
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,31.27
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,31.845
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,31.705
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,32.455
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,32.46
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,32.49
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,32.47
2020-07-10,,,,,,,,,,,,,,,,,,,,,,,32.695
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,33.27
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,31.74
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,32.245
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,31.955
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,32.425
2020-07-20,,,,,,,,,,,,,,,,,,,,,,,33.13
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,33.33
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,33.22
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,33.545
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,32.37
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,32.47
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,32.975
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,33.075
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,33.09
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,33.255
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,33.905
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,34.09
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,34.27
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,34.035
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,33.91
2020-08-10,,,,,,,,,,,,,,,,,,,,,,,33.105
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,33.06
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,33.275
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,33.565
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,33.43
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,33.8
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,34.14
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,34.205
2020-08-20,,,,,,,,,,,,,,,,,,,,,,,34.29
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,34.385
2020-08-24,,,,,,,,,,,,,,,,,,,,,,,34.155
2020-08-25,,,,,,,,,,,,,,,,,,,,,,,34.35
2020-08-26,,,,,,,,,,,,,,,,,,,,,,,35.09
2020-08-27,,,,,,,,,,,,,,,,,,,,,,,35.36
2020-08-28,,,,,,,,,,,,,,,,,,,,,,,35.495
2020-09-01,,,,,,,,,,,,,,,,,,,,,,,36.77
2020-09-02,,,,,,,,,,,,,,,,,,,,,,,36.485
2020-09-03,,,,,,,,,,,,,,,,,,,,,,,35.125
2020-09-04,,,,,,,,,,,,,,,,,,,,,,,33.655
2020-09-07,,,,,,,,,,,,,,,,,,,,,,,34.28
2020-09-08,,,,,,,,,,,,,,,,,,,,,,,33.7
2020-09-09,,,,,,,,,,,,,,,,,,,,,,,34.185
2020-09-10,,,,,,,,,,,,,,,,,,,,,,,34.73
2020-09-11,,,,,,,,,,,,,,,,,,,,,,,34.01
2020-09-14,,,,,,,,,,,,,,,,,,,,,,,34.355
2020-09-15,,,,,,,,,,,,,,,,,,,,,,,34.81
2020-09-16,,,,,,,,,,,,,,,,,,,,,,,34.92
2020-09-17,,,,,,,,,,,,,,,,,,,,,,,34.18
2020-09-18,,,,,,,,,,,,,,,,,,,,,,,34.26
2020-09-21,,,,,,,,,,,,,,,,,,,,,,,34.635
2020-09-22,,,,,,,,,,,,,,,,,,,,,,,34.645
2020-09-23,,,,,,,,,,,,,,,,,,,,,,,35.155
2020-09-24,,,,,,,,,,,,,,,,,,,,,,,34.205
2020-09-25,,,,,,,,,,,,,,,,,,,,,,,34.585
2020-09-28,,,,,,,,,,,,,,,,,,,,,,,35.495
2020-09-29,,,,,,,,,,,,,,,,,,,,,,,35.675
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,35.96
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,36.395
2020-10-02,,,,,,,,,,,,,,,,,,,,,,,36.425
2020-10-05,,,,,,,,,,,,,,,,,,,,,,,36.755
2020-10-06,,,,,,,,,,,,,,,,,,,,,,,36.99
2020-10-07,,,,,,,,,,,,,,,,,,,,,,,37.205
2020-10-08,,,,,,,,,,,,,,,,,,,,,,,37.27
2020-10-09,,,,,,,,,,,,,,,,,,,,,,,37.885
2020-10-12,,,,,,,,,,,,,,,,,,,,,,,38.23
2020-10-13,,,,,,,,,,,,,,,,,,,,,,,38.545
2020-10-14,,,,,,,,,,,,,,,,,,,,,,,38.36
2020-10-15,,,,,,,,,,,,,,,,,,,,,,,37.9
2020-10-16,,,,,,,,,,,,,,,,,,,,,,,38.21
2020-10-19,,,,,,,,,,,,,,,,,,,,,,,38.35
2020-10-20,,,,,,,,,,,,,,,,,,,,,,,37.78
2020-10-21,,,,,,,,,,,,,,,,,,,,,,,38.065
2020-10-22,,,,,,,,,,,,,,,,,,,,,,,37.745
2020-10-23,,,,,,,,,,,,,,,,,,,,,,,38.255
2020-10-26,,,,,,,,,,,,,,,,,,,,,,,37.675
2020-10-27,,,,,,,,,,,,,,,,,,,,,,,37.785
2020-10-28,,,,,,,,,,,,,,,,,,,,,,,37.03
2020-10-29,,,,,,,,,,,,,,,,,,,,,,,36.67
2020-10-30,,,,,,,,,,,,,,,,,,,,,,,35.755
2020-11-02,,,,,,,,,,,,,,,,,,,,,,,35.725
2020-11-03,,,,,,,,,,,,,,,,,,,,,,,36.48
2020-11-04,,,,,,,,,,,,,,,,,,,,,,,38.125
2020-11-05,,,,,,,,,,,,,,,,,,,,,,,39.015
2020-11-06,,,,,,,,,,,,,,,,,,,,,,,40.01
2020-11-09,,,,,,,,,,,,,,,,,,,,,,,39.28
2020-11-10,,,,,,,,,,,,,,,,,,,,,,,37.375
2020-11-11,,,,,,,,,,,,,,,,,,,,,,,38.195
2020-11-12,,,,,,,,,,,,,,,,,,,,,,,38.805
2020-11-13,,,,,,,,,,,,,,,,,,,,,,,38.455
2020-11-16,,,,,,,,,,,,,,,,,,,,,,,38.715
2020-11-17,,,,,,,,,,,,,,,,,,,,,,,38.8
2020-11-18,,,,,,,,,,,,,,,,,,,,,,,39.25
2020-11-19,,,,,,,,,,,,,,,,,,,,,,,39.675
2020-11-20,,,,,,,,,,,,,,,,,,,,,,,40.12
2020-11-23,,,,,,,,,,,,,,,,,,,,,,,40.28
2020-11-24,,,,,,,,,,,,,,,,,,,,,,,40.735
2020-11-25,,,,,,,,,,,,,,,,,,,,,,,40.87
2020-11-26,,,,,,,,,,,,,,,,,,,,,,,41.38
2020-11-27,,,,,,,,,,,,,,,,,,,,,,,41.855
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,41.45
2020-12-01,,,,,,,,,,,,,,,,,,,,,,,41.615
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,41.48
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,42.155
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,42.43
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,42.97
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,43.285
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,43.475
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,43.34
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,43.345
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,43.63
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,43.74
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,43.91
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,45.02
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,45.11
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,45.09
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,45.605
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,45.77
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,45.66
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,44.51
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,44.11
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,44.315
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,44.28
2021-01-04,,,,,,,,,,,,,,,,,,,,,,,43.26
2021-01-05,,,,,,,,,,,,,,,,,,,,,,,43.675
2021-01-06,,,,,,,,,,,,,,,,,,,,,,,44.2
2021-01-07,,,,,,,,,,,,,,,,,,,,,,,45.165
2021-01-08,,,,,,,,,,,,,,,,,,,,,,,45.83
2021-01-11,,,,,,,,,,,,,,,,,,,,,,,46.445
2021-01-12,,,,,,,,,,,,,,,,,,,,,,,46.96
2021-01-13,,,,,,,,,,,,,,,,,,,,,,,47.3
2021-01-14,,,,,,,,,,,,,,,,,,,,,,,47.11
2021-01-15,,,,,,,,,,,,,,,,,,,,,,,46.09
2021-01-18,,,,,,,,,,,,,,,,,,,,,,,46.33
2021-01-19,,,,,,,,,,,,,,,,,,,,,,,46.28
2021-01-20,,,,,,,,,,,,,,,,,,,,,,,46.97
2021-01-21,,,,,,,,,,,,,,,,,,,,,,,47.32
2021-01-22,,,,,,,,,,,,,,,,,,,,,,,47.09
2021-01-25,,,,,,,,,,,,,,,,,,,,,,,46.855
2021-01-26,,,,,,,,,,,,,,,,,,,,,,,47.07
2021-01-27,,,,,,,,,,,,,,,,,,,,,,,45.885
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,45.71
2021-01-29,,,,,,,,,,,,,,,,,,,,,,,45.595
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,46.0
2021-02-02,,,,,,,,,,,,,,,,,,,,,,,47.51
2021-02-03,,,,,,,,,,,,,,,,,,,,,,,47.41
2021-02-04,,,,,,,,,,,,,,,,,,,,,,,47.75
2021-02-05,,,,,,,,,,,,,,,,,,,,,,,48.815
2021-02-08,,,,,,,,,,,,,,,,,,,,,,,49.305
2021-02-09,,,,,,,,,,,,,,,,,,,,,,,49.625
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,59682.0,0.06,0.0,,0.0,,0.0,49.735
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,60444.0,0.06,0.0,,0.0,,0.0,50.37
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,60504.0,0.06,0.0,,0.0,,0.0,50.42
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,61152.0,0.06,0.0,,0.0,,0.0,50.96
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,60492.0,0.06,0.0,,0.0,,0.0,50.41
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58698.0,0.06,0.0,,0.0,,0.0,48.915
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58782.0,0.06,0.0,,0.0,,0.0,48.985
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,60156.0,0.06,0.0,,0.0,,0.0,50.13
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58800.0,0.06,0.0,,0.0,,0.0,49.0
2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56640.0,0.06,0.0,,0.0,,0.0,47.2
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,58374.0,0.06,0.0,,0.0,,0.0,48.645
2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57144.0,0.06,0.0,,0.0,,0.0,47.62
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56658.0,0.06,0.0,,0.0,,0.0,47.215
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57978.0,0.06,0.0,,0.0,,0.0,48.315
2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,57996.0,0.06,0.0,,0.0,,0.0,48.33
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56790.0,0.06,0.0,,0.0,,0.0,47.325
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54288.0,0.06,0.0,,0.0,,0.0,45.24
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,50340.0,0.05,0.0,,0.0,,0.0,41.95
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53298.0,0.05,0.0,,0.0,,0.0,44.415
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54072.0,0.05,0.0,,0.0,,0.0,45.06
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54930.0,0.05,0.0,,0.0,,0.0,45.775
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56406.0,0.05,0.0,,0.0,,0.0,47.005
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55974.0,0.06,0.0,,0.0,,0.0,46.645
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56826.0,0.06,0.0,,0.0,,0.0,47.355
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56700.0,0.06,0.0,,0.0,,0.0,47.25
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55572.0,0.06,0.0,,0.0,,0.0,46.31
2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55854.0,0.06,0.0,,0.0,,0.0,46.545
2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55302.0,0.06,0.0,,0.0,,0.0,46.085
2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55242.0,0.06,0.0,,0.0,,0.0,46.035
2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54288.0,0.06,0.0,,0.0,,0.0,45.24
2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53142.0,0.05,0.0,,0.0,,0.0,44.285
2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51978.0,0.05,0.0,,0.0,,0.0,43.315
2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,52422.0,0.05,0.0,,0.0,,0.0,43.685
2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51450.0,0.05,0.0,,0.0,,0.0,42.875
2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,52026.0,0.05,0.0,,0.0,,0.0,43.355
2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,52944.0,0.05,0.0,,0.0,,0.0,44.12
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53844.0,0.05,0.0,,0.0,,0.0,44.87
2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53844.0,0.05,0.0,,0.0,,0.0,
2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53844.0,0.05,0.0,,0.0,,0.0,
2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55164.0,0.05,0.0,,0.0,,0.0,45.97
2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54900.0,0.06,0.0,,0.0,,0.0,45.75
2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55530.0,0.05,0.0,,0.0,,0.0,46.275
2021-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55494.0,0.06,0.0,,0.0,,0.0,46.245
2021-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55488.0,0.06,0.0,,0.0,,0.0,46.24
2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56076.0,0.06,0.0,,0.0,,0.0,46.73
2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56322.0,0.06,0.0,,0.0,,0.0,46.935
2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56670.0,0.06,0.0,,0.0,,0.0,47.225
2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56460.0,0.06,0.0,,0.0,,0.0,47.05
2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55452.0,0.06,0.0,,0.0,,0.0,46.21
2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54144.0,0.06,0.0,,0.0,,0.0,45.12
2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54882.0,0.05,0.0,,0.0,,0.0,45.735
2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55650.0,0.05,0.0,,0.0,,0.0,46.375
2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55794.0,0.06,0.0,,0.0,,0.0,46.495
2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56508.0,0.06,0.0,,0.0,,0.0,47.09
2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56916.0,0.06,0.0,,0.0,,0.0,47.43
2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,56370.0,0.06,0.0,,0.0,,0.0,46.975
2021-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55920.0,0.06,0.0,,0.0,,0.0,46.6
2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,55476.0,0.06,0.0,,0.0,,0.0,46.23
2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,54966.0,0.06,0.0,,0.0,,0.0,45.805
2021-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53022.0,0.06,0.0,,0.0,,0.0,44.185
2021-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,53790.0,0.05,0.0,,0.0,,0.0,44.825
2021-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51654.0,0.05,0.0,,0.0,,0.0,43.045
2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,52692.0,0.05,0.0,,0.0,,0.0,43.91
2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51354.0,0.05,0.0,,0.0,,0.0,42.795
2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,50832.0,0.05,0.0,,0.0,,0.0,42.36
2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,49800.0,0.05,0.0,,0.0,,0.0,41.5
2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,49410.0,0.05,0.0,,0.0,,0.0,41.175
2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,50586.0,0.05,0.0,,0.0,,0.0,42.155
2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,50322.0,0.05,0.0,,0.0,,0.0,41.935
2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51288.0,0.05,0.0,,0.0,,0.0,42.74
2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,50334.0,0.05,0.0,,0.0,,0.0,41.945
2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1200.0,51516.0,0.05,0.0,,0.0,,0.0,42.93
