,ALMKT FP Equity_DX_SI_QTY,ALMKT FP Equity_DX_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMKT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMKT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMKT FP Equity_DX_SI_MV,ALMKT FP Equity_DX_DSS,ALMKT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY,ALMKT FP Equity_DX_BROKER_SI_QTY,ALMKT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALMKT FP Equity_DX_BROKER_SI_MV_INC_x,ALMKT FP Equity_DX_SUPPLY_SI_MV_NEW,ALMKT FP Equity_DX_BROKER_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_NEW,ALMKT FP Equity_DX_SUPPLY_SI_MV_DEC,ALMKT FP Equity_DX_BROKER_SI_QTY_INC,ALMKT FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMKT FP Equity_DX_BROKER_SI_MV_NEW_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALMKT FP Equity_DX_BROKER_SI_MV_INC_y,ALMKT FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALMKT FP Equity_DX_BROKER_SI_MV_ADD,ALMKT FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMKT FP Equity_DX_BROKER_SI_QTY_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV,ALMKT FP Equity_DX_BROKER_SI_MV_DEC,ALMKT FP Equity_DX_SUPPLY_SI_MV_RMV,ALMKT FP Equity_DX_BROKER_SI_MV_RMV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_UTILIZATION_QUANTITY,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMKT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMKT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALMKT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMKT FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMKT FP Equity_DX_BROKER_SI_CON_RATIO,ALMKT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMKT FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-01-03,46300.0,35651.0,0.14,0.11,0.1,0.04,0.0,7469.0,36600.0,9700.0,28182.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,48.03,0.0,0.0,,0.0,100.0,33.26,0.4779,60.26,0.6076
2022-01-04,49102.0,35844.46,0.15,0.12,0.11,0.04,0.0,8468.73,37501.0,11601.0,27375.73,,,901.0,0.0,,,,,1901.0,,,,0.0,901.0,,,,0.03,,,,100.0,48.08,0.0,0.0,,0.0,100.0,36.02,0.4459,55.6,0.6295
2022-01-05,66702.0,48025.44,0.2,0.16,0.15,0.05,0.0,14688.72,46301.0,20401.0,33336.72,,,8800.0,0.01,,,,,8800.0,,,,0.01,8800.0,,,,0.03,,,,100.0,48.43,0.0,0.0,,0.0,100.0,41.52,0.4511,52.46,0.6977
2022-01-06,63902.0,46009.44,0.2,0.16,0.14,0.05,0.0,13680.72,44901.0,19001.0,32328.72,,,,,,,,0.0,,1400.0,,,,,,,1400.0,0.03,0.0,,,100.0,48.38,0.0,0.0,,0.0,100.0,43.66,0.4453,50.08,0.6886
2022-01-07,63902.0,46648.46,0.2,0.16,0.14,0.05,0.0,13870.73,44901.0,19001.0,32777.73,,,,,,,,,,,,,,,,,,0.03,,,,100.0,48.38,0.0,0.0,,0.0,100.0,43.98,0.4453,49.8,0.6886
2022-01-10,91902.0,66169.44,0.28,0.23,0.21,0.07,0.0,33840.72,44901.0,47001.0,32328.72,,,,0.02,,,,,28000.0,,,,0.02,,,,,0.03,,,,100.0,48.38,0.0,0.0,,0.0,100.0,34.96,0.3349,34.96,0.9903
2022-01-11,91902.0,65801.83,0.28,0.23,0.21,0.07,0.0,33652.72,44901.0,47001.0,32149.12,,,,,,,,,,,,,,,,,,0.03,,,,100.0,48.38,0.0,0.0,,0.0,100.0,34.87,0.3348,34.88,0.9903
2022-01-12,108100.0,77832.0,0.33,0.27,0.24,0.08,0.0,38952.0,62000.0,54100.0,44640.0,,,18000.0,,,8000.0,,0.0,,901.0,,,,18000.0,0.01,,901.0,0.04,0.0,,,100.0,68.13,0.0,0.0,,0.0,100.0,29.54,0.2941,35.17,1.1879
2022-01-13,108100.0,77075.3,0.33,0.27,0.24,0.08,0.0,38573.3,62000.0,54100.0,44206.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,68.13,0.0,0.0,,0.0,100.0,29.71,0.2937,34.87,1.1879
2022-01-14,106100.0,76392.0,0.32,0.26,0.24,0.08,0.0,37512.0,64000.0,52100.0,46080.0,,,2000.0,0.01,,,,,7000.0,,,,0.01,2000.0,,,9000.0,0.05,0.01,,,100.0,70.33,0.0,0.0,,0.0,100.0,29.97,0.2784,35.84,1.1659
2022-01-17,97100.0,70980.1,0.3,0.24,0.22,0.07,0.0,38085.1,55000.0,52100.0,40205.0,,,,,,,,0.01,,9000.0,,,,,,,,0.04,,,,100.0,75.34,0.0,0.0,,0.0,100.0,32.77,0.3016,39.38,1.3301
2022-01-18,67100.0,47976.5,0.21,0.16,0.15,0.05,0.0,16516.5,54000.0,23100.0,38610.0,,,,,,,,0.0,,1000.0,,,,,,,29000.0,0.04,0.02,,,100.0,76.06,0.0,0.0,,0.0,100.0,22.36,0.4003,56.16,0.9451
2022-01-19,67100.0,47171.3,0.21,0.17,0.15,0.05,0.0,16239.3,54000.0,23100.0,37962.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,76.06,0.0,0.0,,0.0,100.0,22.68,0.3995,56.0,0.9451
2022-01-20,67100.0,46970.0,0.21,0.17,0.15,0.05,0.0,16170.0,54000.0,23100.0,37800.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,76.06,0.0,0.0,,0.0,100.0,22.82,0.4003,56.08,0.9451
2022-01-21,67100.0,44822.8,0.21,0.17,0.15,0.05,0.0,15430.8,54000.0,23100.0,36072.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,76.06,0.0,0.0,,0.0,100.0,23.42,0.3929,55.03,0.9451
2022-01-24,67100.0,41132.3,0.21,0.17,0.15,0.04,0.0,14160.3,54000.0,23100.0,33102.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,76.06,0.0,0.0,,0.0,100.0,24.76,0.3833,53.5,0.9451
2022-01-25,67100.0,40394.2,0.21,0.18,0.15,0.04,0.0,13906.2,54000.0,23100.0,32508.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,76.06,0.0,0.0,,0.0,100.0,25.51,0.388,53.93,0.9451
2022-01-26,67100.0,41199.4,0.21,0.18,0.15,0.04,0.0,14183.4,54000.0,23100.0,33156.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,85.71,0.0,0.0,,0.0,100.0,25.35,0.3927,54.58,1.0651
2022-01-27,71100.0,43157.7,0.22,0.19,0.16,0.05,0.0,16449.7,54000.0,27100.0,32778.0,,,,0.0,,,,,4000.0,,,,0.0,,,,,0.03,,,,100.0,85.71,0.0,0.0,,0.0,100.0,24.0,0.3538,51.16,1.1286
2022-01-28,83600.0,48906.0,0.26,0.23,0.19,0.05,0.0,22873.5,54500.0,39100.0,31882.5,,,500.0,0.01,,,,,12000.0,,,,0.01,500.0,,,,0.03,,,,100.0,85.83,0.0,0.0,,0.0,100.0,21.15,0.2991,43.6,1.3165
2022-01-31,83600.0,49992.8,0.26,0.23,0.19,0.05,0.0,23381.8,54500.0,39100.0,32591.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,85.83,0.0,0.0,,0.0,100.0,21.01,0.3045,44.62,1.3165
2022-02-01,83600.0,50578.0,0.26,0.23,0.19,0.05,0.0,23655.5,54500.0,39100.0,32972.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,85.83,0.0,0.0,,0.0,100.0,20.74,0.3041,44.58,1.3165
2022-02-02,83600.0,52417.2,0.26,0.23,0.19,0.05,0.0,24515.7,54500.0,39100.0,34171.5,,,,,,,,,,,,,,,,,,0.03,,,,100.0,85.83,0.0,0.0,,0.0,100.0,20.51,0.3075,45.25,1.3165
2022-02-03,79600.0,47998.8,0.24,0.22,0.18,0.05,0.0,21165.3,54500.0,35100.0,32863.5,,,,,,,,,,,,,,,,,4000.0,0.03,0.0,,,100.0,85.83,0.0,0.0,,0.0,100.0,21.41,0.3109,46.02,1.2535
2022-02-04,62600.0,37059.2,0.19,0.18,0.14,0.04,0.0,10715.2,54500.0,18100.0,32264.0,,,,,,,,,,,,,,,,,17000.0,0.03,0.01,,,100.0,85.83,0.0,0.0,,0.0,100.0,19.33,0.4204,58.95,0.9858
2022-02-07,70900.0,42540.0,0.22,0.21,0.16,0.04,0.0,15840.0,57800.0,26400.0,34680.0,,,3300.0,0.0,,3300.0,,,5000.0,,,,0.0,3300.0,0.0,,,0.03,,,,100.0,86.53,0.0,0.0,,0.0,100.0,23.43,0.3639,52.81,1.0614
2022-02-08,70900.0,42681.8,0.22,0.27,0.16,0.04,0.0,15892.8,57800.0,26400.0,34795.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,86.53,0.0,0.0,,0.0,100.0,23.31,0.3631,52.73,1.0614
2022-02-09,70900.0,42823.6,0.22,0.32,0.16,0.04,0.0,15945.6,57800.0,26400.0,34911.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,86.53,0.0,0.0,,0.0,100.0,23.25,0.3633,52.78,1.0614
2022-02-10,70900.0,42823.6,0.22,0.37,0.16,0.04,0.0,15945.6,57800.0,26400.0,34911.2,,,,,,,,,,,,,,,,,,0.03,,,,100.0,86.53,0.0,0.0,,0.0,100.0,23.23,0.363,52.74,1.0614
2022-02-11,75900.0,45160.5,0.23,0.42,0.17,0.05,0.0,18683.0,57800.0,31400.0,34391.0,,,,0.0,,,,,5000.0,,,,0.0,,,,,0.03,,,,100.0,86.53,0.0,0.0,,0.0,100.0,28.34,0.3478,48.98,1.1362
2022-02-14,75900.0,45008.7,0.23,0.46,0.17,0.05,0.0,18620.2,57800.0,31400.0,34275.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,86.53,0.0,0.0,,0.0,100.0,28.51,0.3489,49.06,1.1362
2022-02-15,75900.0,45008.7,0.23,0.47,0.17,0.05,0.0,18620.2,57800.0,31400.0,34275.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,68.65,0.0,0.0,,0.0,100.0,28.53,0.3492,49.09,0.9014
2022-02-16,75900.0,45312.3,0.23,0.51,0.17,0.05,0.0,18745.8,57800.0,31400.0,34506.6,,,,,,,,,,,,,,,,,,0.03,,,,100.0,68.65,0.0,0.0,,0.0,100.0,28.44,0.35,49.25,0.9014
2022-02-17,83700.0,50136.3,0.26,0.58,0.19,0.05,0.0,21144.7,61700.0,35300.0,36958.3,,,,0.01,,,,0.0,10000.0,6100.0,,,0.01,,,10000.0,6100.0,0.04,0.0,,,100.0,79.0,0.0,0.0,,0.0,100.0,42.28,0.4388,50.74,1.0717
2022-02-18,84700.0,49973.0,0.26,0.62,0.19,0.05,0.0,21417.0,61700.0,36300.0,36403.0,,,,0.0,,,,,1000.0,,,,0.0,,,,,0.04,,,,100.0,79.0,0.0,0.0,,0.0,100.0,42.02,0.4271,49.71,1.0845
2022-02-21,84700.0,49634.2,0.26,0.63,0.19,0.05,0.0,21271.8,61700.0,36300.0,36156.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.0,0.0,0.0,,0.0,100.0,42.22,0.4275,49.59,1.0845
2022-02-22,99300.0,56998.2,0.3,0.76,0.22,0.06,0.0,25026.4,69000.0,43600.0,39606.0,,,7300.0,0.0,,,,,7300.0,,,,0.0,7300.0,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,44.83,0.431,47.67,1.2715
2022-02-23,99300.0,57097.5,0.3,0.75,0.22,0.06,0.0,25070.0,69000.0,43600.0,39675.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,44.9,0.4322,47.74,1.2715
2022-02-24,106300.0,56339.0,0.32,0.8,0.24,0.06,0.0,26818.0,69000.0,50600.0,36570.0,,,,0.0,,,,,7000.0,,,,0.0,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,39.67,0.3782,45.51,1.3611
2022-02-25,106300.0,58465.0,0.32,0.76,0.24,0.06,0.0,27830.0,69000.0,50600.0,37950.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,40.96,0.3856,45.4,1.3611
2022-02-28,106300.0,57295.7,0.32,0.83,0.24,0.06,0.0,27273.4,69000.0,50600.0,37191.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,40.23,0.3821,45.57,1.3611
2022-03-01,106300.0,56976.8,0.32,0.86,0.24,0.06,0.0,27121.6,69000.0,50600.0,36984.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,40.67,0.382,45.17,1.3611
2022-03-02,106300.0,55169.7,0.32,0.89,0.24,0.06,0.0,26261.4,69000.0,50600.0,35811.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,39.97,0.3819,45.76,1.3611
2022-03-03,112100.0,55713.7,0.34,0.92,0.25,0.06,0.0,26589.5,71900.0,53500.0,35734.3,,,2900.0,,,2900.0,,,,,,,,2900.0,0.0,,,0.04,,,,100.0,88.77,0.0,0.0,,0.0,100.0,36.91,0.3452,44.1,1.384
2022-03-04,105100.0,48871.5,0.32,0.87,0.24,0.06,0.0,21622.5,71900.0,46500.0,33433.5,,,,,,,,,,,,,,,,,7000.0,0.03,0.0,,,100.0,88.77,0.0,0.0,,0.0,100.0,38.71,0.3885,48.21,1.2975
2022-03-07,105214.0,42927.31,0.32,0.85,0.24,0.05,0.0,18995.26,71957.0,46557.0,29358.46,,,57.0,,,57.0,,,,,,,,57.0,0.0,,,0.03,,,,100.0,88.84,0.0,0.0,,0.0,100.0,36.03,0.3968,51.08,1.299
2022-03-08,111076.0,59092.43,0.34,0.93,0.25,0.06,0.0,27917.23,71900.0,52476.0,38250.8,,,,0.0,,1700.0,,0.0,4219.0,57.0,,,0.0,,0.0,,,0.04,,,,100.0,88.77,0.0,0.0,,0.0,100.0,40.22,0.3689,44.77,1.3713
2022-03-09,111019.0,69497.89,0.34,0.55,0.25,0.07,0.0,32814.29,71900.0,52419.0,45009.4,,,,,,,,,,,,,,,,,57.0,0.04,0.0,,,100.0,88.77,0.0,0.0,,0.0,100.0,40.13,0.352,42.65,1.3706
2022-03-10,111019.0,70608.08,0.34,0.46,0.25,0.07,0.0,33338.48,71900.0,52419.0,45728.4,,,,,,,,,,,,,,,,,,0.05,,,,100.0,88.77,0.0,0.0,,0.0,100.0,38.54,0.3361,41.96,1.3706
2022-03-11,113363.0,79127.37,0.35,0.42,0.26,0.07,0.0,38224.57,71900.0,54763.0,50186.2,,,,,,2344.0,,,,,,,,,0.0,,,0.05,,,,100.0,88.77,0.0,0.0,,0.0,100.0,36.02,0.3242,42.81,1.3996
2022-03-14,118560.0,79435.2,0.36,0.36,0.27,0.08,0.0,40173.2,71900.0,59960.0,48173.0,,,,0.0,,,,,5197.0,,,,0.0,,,,,0.05,,,,100.0,88.77,0.0,0.0,,0.0,100.0,34.09,0.2871,39.25,1.4637
2022-03-15,112641.0,71076.47,0.34,0.32,0.25,0.07,0.0,34099.87,71900.0,54041.0,45368.9,,,,,,,,,,,,,,,,,5919.0,0.05,0.0,,,100.0,88.77,0.0,0.0,,0.0,100.0,37.41,0.3187,40.61,1.3906
2022-03-16,124641.0,82263.06,0.38,0.34,0.28,0.08,0.0,43587.06,71900.0,66041.0,47454.0,,,,0.01,,,,,12000.0,,,,0.01,,,,,0.05,,,,100.0,88.77,0.0,0.0,,0.0,100.0,34.4,0.28,36.65,1.5388
2022-03-17,124641.0,79894.88,0.38,0.34,0.28,0.08,0.0,42332.28,71900.0,66041.0,46087.9,,,,,,,,,,,,,,,,,,0.05,,,,100.0,88.77,0.0,0.0,,0.0,100.0,34.55,0.2743,35.44,1.5388
2022-03-18,116497.0,72228.14,0.36,0.31,0.26,0.07,0.0,37694.14,69000.0,60797.0,42780.0,,,,,,,,0.0,,2900.0,,,,,,,5244.0,0.04,0.0,,,100.0,88.35,0.0,0.0,,0.0,100.0,37.9,0.3166,38.18,1.4917
2022-03-21,113829.0,69663.35,0.35,0.3,0.26,0.07,0.0,35574.95,69000.0,58129.0,42228.0,,,,0.0,,,,,2529.0,,,,0.0,,,,5197.0,0.04,0.0,,,100.0,88.35,0.0,0.0,,0.0,100.0,38.86,0.3555,42.39,1.4575
2022-03-22,113829.0,70801.64,0.35,0.3,0.26,0.07,0.0,36156.24,69000.0,58129.0,42918.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,39.3,0.357,42.26,1.4575
2022-03-23,101829.0,62726.66,0.31,0.27,0.23,0.06,0.0,28415.46,69000.0,46129.0,42504.0,,,,,,,,,,,,,,,,,12000.0,0.04,0.01,,,100.0,88.35,0.0,0.0,,0.0,100.0,44.42,0.4325,48.21,1.3038
2022-03-24,101829.0,62319.35,0.31,0.27,0.23,0.06,0.0,28230.95,69000.0,46129.0,42228.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,44.3,0.433,48.38,1.3038
2022-03-25,101829.0,61199.23,0.31,0.26,0.23,0.06,0.0,27723.53,69000.0,46129.0,41469.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,43.91,0.4333,48.76,1.3038
2022-03-28,101829.0,61301.06,0.31,0.26,0.23,0.06,0.0,27769.66,69000.0,46129.0,41538.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,43.98,0.4343,48.82,1.3038
2022-03-29,101829.0,62726.66,0.31,0.27,0.23,0.06,0.0,28415.46,69000.0,46129.0,42504.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,44.51,0.4344,48.35,1.3038
2022-03-30,101829.0,61810.2,0.31,0.26,0.23,0.06,0.0,28000.3,69000.0,46129.0,41883.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,88.35,0.0,0.0,,0.0,100.0,44.15,0.4334,48.56,1.3038
2022-03-31,98529.0,59511.52,0.3,0.25,0.22,0.06,0.0,25868.72,65700.0,42829.0,39682.8,,,,,,,,0.0,,3300.0,,,,,,,3300.0,0.04,0.0,,,100.0,87.84,0.0,0.0,,0.0,100.0,46.34,0.4663,50.02,1.3173
2022-04-01,98529.0,61186.51,0.3,0.25,0.22,0.06,0.0,26596.81,65700.0,42829.0,40799.7,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,47.0,0.4664,49.42,1.192
2022-04-04,98529.0,60890.92,0.3,0.25,0.22,0.06,0.0,26468.32,65700.0,42829.0,40602.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,46.69,0.4658,49.65,1.192
2022-04-05,98529.0,57442.41,0.3,0.25,0.22,0.06,0.0,24969.31,65700.0,42829.0,38303.1,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,45.36,0.4662,50.9,1.192
2022-04-06,109529.0,58050.37,0.33,0.28,0.25,0.06,0.0,28529.37,65700.0,53829.0,34821.0,,,,0.01,,,,,11000.0,,,,0.01,,,,,0.03,,,,100.0,79.48,0.0,0.0,,0.0,100.0,38.36,0.3854,46.35,1.3251
2022-04-07,109529.0,62102.94,0.33,0.27,0.25,0.06,0.0,30521.04,65700.0,53829.0,37251.9,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,40.77,0.3907,45.27,1.3251
2022-04-08,109529.0,61555.3,0.33,0.27,0.25,0.06,0.0,30251.9,65700.0,53829.0,36923.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,40.17,0.3858,44.99,1.3251
2022-04-11,109529.0,60350.48,0.33,0.27,0.25,0.06,0.0,29659.78,65700.0,53829.0,36200.7,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,39.87,0.3863,45.32,1.3251
2022-04-12,109529.0,59255.19,0.33,0.27,0.25,0.06,0.0,29121.49,65700.0,53829.0,35543.7,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,39.35,0.3882,46.05,1.3251
2022-04-13,98529.0,61777.68,0.3,0.24,0.22,0.06,0.0,26853.78,65700.0,42829.0,41193.9,,,,,,,,,,,,,,,,,11000.0,0.04,0.01,,,100.0,79.48,0.0,0.0,,0.0,100.0,47.9,0.4691,48.84,1.192
2022-04-14,98529.0,59708.57,0.3,0.22,0.22,0.06,0.0,25954.37,65700.0,42829.0,39814.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,47.66,0.4646,48.59,1.192
2022-04-15,98529.0,59708.57,0.3,0.22,0.22,0.06,0.0,25954.37,65700.0,42829.0,39814.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,47.72,0.4657,48.65,1.192
2022-04-18,98529.0,59708.57,0.3,0.22,0.22,0.06,0.0,25954.37,65700.0,42829.0,39814.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,47.13,0.4655,49.19,1.192
2022-04-19,98529.0,57737.99,0.3,0.22,0.22,0.06,0.0,25097.79,65700.0,42829.0,38500.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,78.35,0.0,0.0,,0.0,100.0,46.3,0.4654,49.97,1.1749
2022-04-20,98529.0,57146.82,0.3,0.22,0.22,0.06,0.0,24840.82,65700.0,42829.0,38106.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,46.06,0.4665,50.31,1.192
2022-04-21,98529.0,56161.53,0.3,0.23,0.22,0.06,0.0,24412.53,65700.0,42829.0,37449.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,78.44,0.0,0.0,,0.0,100.0,45.66,0.467,50.72,1.1763
2022-04-22,99829.0,58399.97,0.31,0.29,0.23,0.06,0.0,25815.47,65700.0,44129.0,38434.5,,,,0.0,,,,,1300.0,,,,0.0,,,,,0.04,,,,100.0,78.44,0.0,0.0,,0.0,100.0,45.58,0.4547,49.44,1.1919
2022-04-25,99829.0,57102.19,0.31,0.33,0.23,0.06,0.0,25241.79,65700.0,44129.0,37580.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,45.03,0.4536,49.82,1.2077
2022-04-26,99829.0,54406.81,0.31,0.36,0.23,0.06,0.0,24050.31,65700.0,44129.0,35806.5,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,43.92,0.455,50.93,1.2077
2022-04-27,99829.0,54606.46,0.31,0.45,0.23,0.06,0.0,24138.56,65700.0,44129.0,35937.9,,,,,,,,,,,,,,,,,,0.04,,,,100.0,78.91,0.0,0.0,,0.0,100.0,44.11,0.4568,50.97,1.199
2022-04-28,99829.0,54706.29,0.31,0.52,0.23,0.06,0.0,24182.69,65700.0,44129.0,36003.6,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,44.15,0.4566,50.91,1.2077
2022-04-29,99829.0,54806.12,0.31,0.55,0.23,0.06,0.0,24226.82,65700.0,44129.0,36069.3,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,44.2,0.4565,50.87,1.2077
2022-05-02,99829.0,54506.63,0.31,0.58,0.23,0.06,0.0,24094.43,65700.0,44129.0,35872.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,79.48,0.0,0.0,,0.0,100.0,44.06,0.4565,50.98,1.2077
2022-05-03,99829.0,54306.98,0.31,0.59,0.23,0.06,0.0,24006.18,65700.0,44129.0,35740.8,,,,,,,,,,,,,,,,,,0.04,,,,100.0,78.35,0.0,0.0,,0.0,100.0,43.97,0.4565,51.06,1.1904
2022-05-04,99829.0,53907.66,0.31,0.61,0.23,0.06,0.0,23829.66,65700.0,44129.0,35478.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,78.35,0.0,0.0,,0.0,100.0,43.81,0.457,51.25,1.1904
2022-05-05,99829.0,54506.63,0.3,0.63,0.23,0.06,0.0,24094.43,65700.0,44129.0,35872.2,,,,,,,,,,,,,,,,,,0.04,,,,100.0,78.35,0.0,0.0,,0.0,100.0,44.06,0.4572,51.05,1.1904
2022-05-06,99829.0,52909.37,0.3,0.63,0.23,0.06,0.0,23388.37,65700.0,44129.0,34821.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.35,0.0,0.0,,0.0,100.0,43.35,0.4572,51.65,1.1904
2022-05-09,99829.0,52110.74,0.3,0.62,0.23,0.06,0.0,23035.34,65700.0,44129.0,34295.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.29,0.0,0.0,,0.0,100.0,43.05,0.4588,52.06,1.2048
2022-05-10,99829.0,50912.79,0.3,0.63,0.23,0.05,0.0,22505.79,65700.0,44129.0,33507.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,78.35,0.0,0.0,,0.0,100.0,42.79,0.4592,52.31,1.1904
2022-05-11,100829.0,50364.09,0.31,0.64,0.23,0.05,0.0,22541.94,66700.0,45129.0,33316.65,,,1000.0,,,1000.0,,,,,,,,1000.0,0.0,,,0.03,,,,100.0,79.73,0.0,0.0,,0.0,100.0,41.86,0.4506,52.25,1.2052
2022-05-12,100829.0,48397.92,0.31,0.64,0.23,0.05,0.0,21661.92,66700.0,45129.0,32016.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.73,0.0,0.0,,0.0,100.0,41.03,0.4532,53.14,1.2052
2022-05-13,100829.0,49859.94,0.31,0.64,0.23,0.05,0.0,22316.29,66700.0,45129.0,32983.15,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.73,0.0,0.0,,0.0,100.0,41.79,0.4538,52.63,1.2052
2022-05-16,100829.0,48599.58,0.31,0.65,0.23,0.05,0.0,21752.18,66700.0,45129.0,32149.4,,,,,,,,,,,,,,,,,,0.03,,,,100.0,79.73,0.0,0.0,,0.0,100.0,41.47,0.4522,52.71,1.2052
2022-05-17,132229.0,67436.79,0.4,0.85,0.3,0.07,0.0,32807.79,78900.0,64329.0,40239.0,,,12200.0,0.0,,12200.0,,,7000.0,,,,0.0,12200.0,0.01,,,0.04,,,,100.0,82.31,0.0,0.0,,0.0,100.0,32.06,0.299,38.83,1.3794
2022-05-18,132229.0,66907.87,0.4,0.85,0.3,0.07,0.0,32550.47,78900.0,64329.0,39923.4,,,,,,,,,,,,,,,,,,0.04,,,,100.0,82.31,0.0,0.0,,0.0,100.0,31.46,0.2946,38.25,1.3794
