,SU FP Equity_DX_SI_QTY,SU FP Equity_DX_SHORT_INTEREST_VALUE,SU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,SU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,SU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,SU FP Equity_DX_SI_MV,SU FP Equity_DX_DSS,SU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY,SU FP Equity_DX_BROKER_SI_QTY,SU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,SU FP Equity_DX_BROKER_SI_MV_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_x,SU FP Equity_DX_SUPPLY_SI_QTY_INC_x,SU FP Equity_DX_BROKER_SI_MV_INC_x,SU FP Equity_DX_SUPPLY_SI_MV_NEW,SU FP Equity_DX_BROKER_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_NEW,SU FP Equity_DX_SUPPLY_SI_MV_DEC,SU FP Equity_DX_BROKER_SI_QTY_INC,SU FP Equity_DX_SUPPLY_SI_QTY_DEC,SU FP Equity_DX_BROKER_SI_MV_NEW_y,SU FP Equity_DX_SUPPLY_SI_QTY_NEW_y,SU FP Equity_DX_BROKER_SI_MV_INC_y,SU FP Equity_DX_SUPPLY_SI_QTY_INC_y,SU FP Equity_DX_BROKER_SI_MV_ADD,SU FP Equity_DX_SUPPLY_SI_QTY_ADD,SU FP Equity_DX_BROKER_SI_QTY_DEC,SU FP Equity_DX_SUPPLY_SI_MV,SU FP Equity_DX_BROKER_SI_MV_DEC,SU FP Equity_DX_SUPPLY_SI_MV_RMV,SU FP Equity_DX_BROKER_SI_MV_RMV,SU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,SU FP Equity_DX_UTILIZATION_QUANTITY,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,SU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,SU FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,SU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,SU FP Equity_DX_ACTIVE_UTILIZATION_MV,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_2,SU FP Equity_DX_BROKER_SI_CON_RATIO,SU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,SU FP Equity_DX_DEMAND_SUPPLY_RATIO,SU FP Equity_PX_LAST
2023-03-10,7307064.0,1113011988.48,1.32,8.58,1.28,1153.81,1.0,677179838.72,5883916.0,4445771.0,896238085.12,,,91234.0,28.26,,28924.0,,85.41,182060.0,561011.0,,,28.26,91234.0,4.53,117851.0,444184.0,926.98,63.14,,,3.23,3.23,176213296.0,26840809246.72,,27498.62,3.26,20.14,0.1326,20.9,0.0401,152.32
2023-03-13,8035277.0,1194684984.36,1.45,9.35,1.41,1233.93,1.0,730838324.16,6435487.0,4915512.0,956828207.16,,,293211.0,79.0,,,,34.28,527660.0,203097.0,,,79.0,293211.0,,461457.0,57919.0,979.91,17.5,,,3.54,3.54,175453248.0,26086388912.64,,26561.82,3.56,17.71,0.1131,17.86,0.0442,148.68
2023-03-14,7940809.0,1211449821.04,1.44,9.0,1.39,1201.98,1.0,715805875.28,6301456.0,4691963.0,961350127.36,,,27467.0,41.44,,,,155.6,283188.0,1004172.0,,,41.44,27467.0,,842674.0,506737.0,939.93,86.92,,,3.46,3.46,175847120.0,26827236627.2,,26239.96,3.46,16.96,0.1231,18.85,0.0436,152.56
2023-03-15,8786311.0,1269621939.5,1.59,9.96,1.54,1345.08,1.0,783190289.0,7078442.0,5420002.0,1022834869.0,,,391045.0,109.64,,234502.0,,48.19,650534.0,311254.0,,,109.64,391045.0,36.04,697195.0,156997.0,1081.46,25.13,,,3.88,3.88,175232368.0,25321077176.0,,26631.21,3.9,14.5,0.1141,18.54,0.0482,144.5
2023-03-16,9208008.0,1370888231.04,1.67,10.19,1.61,1357.15,1.0,865887419.92,7492097.0,5816009.0,1115423401.36,,,690124.0,77.07,,,,53.15,646293.0,345758.0,,,77.07,690124.0,,69289.0,250286.0,1083.8,42.1,,,4.11,4.11,174839744.0,26030141086.72,,25311.96,4.11,15.09,0.1258,22.98,0.0505,148.88
2023-03-17,9269516.0,1354090897.28,1.68,10.05,1.62,1382.91,1.0,827677885.76,7534934.0,5665922.0,1100703158.72,,,63969.0,28.14,,,,29.5,121741.0,199832.0,,,28.14,63969.0,,178700.0,271828.0,1112.23,38.67,,,4.14,4.14,174550320.0,25498310745.6,,25851.14,4.12,14.56,0.1284,24.25,0.0509,146.08
2023-03-20,9471919.0,1395024230.32,1.71,9.98,1.66,1402.48,1.0,843510852.8,8662674.0,5727260.0,1275838626.72,,,393148.0,34.36,,190887.0,,52.36,239692.0,349313.0,,,34.36,393148.0,27.89,1083905.0,369241.0,1262.79,59.15,,,4.77,4.77,173123120.0,25497573113.6,,25250.76,4.76,14.33,0.1247,22.37,0.0521,147.28
2023-03-21,10059164.0,1498614252.72,1.82,10.53,1.76,1494.16,1.0,977368838.94,8600976.0,6560403.0,1281373404.48,,,292251.0,130.19,,,,74.01,885377.0,509949.0,,,130.19,292251.0,,156000.0,52234.0,1260.88,7.66,,,4.72,4.72,173548384.0,25855238248.32,,25567.59,4.7,19.97,0.129,20.94,0.0552,148.98
2023-03-22,9441146.0,1410318389.48,1.71,9.86,1.65,1410.5,1.0,903920936.38,7434332.0,6051151.0,1110540514.16,,,60000.0,42.33,,,,190.34,276751.0,1310067.0,,,42.33,60000.0,,83423.0,786003.0,1096.72,112.13,,,4.08,4.08,174663824.0,26091282029.12,,25949.49,4.06,20.06,0.1318,20.82,0.0518,149.38
2023-03-23,9908870.0,1485141435.6,1.79,10.41,1.74,1492.08,1.0,968255075.76,7764441.0,6460202.0,1163734417.08,,,863444.0,82.97,,,,83.21,532872.0,574162.0,,,82.97,863444.0,,40827.0,123821.0,1153.71,18.3,,,4.27,4.27,174155440.0,26102417347.2,,25994.34,4.25,20.61,0.1306,21.37,0.0545,149.88
2023-03-24,9269298.0,1319021105.4,1.68,9.88,1.62,1393.73,1.0,846770949.2,7328251.0,5950604.0,1042810117.3,,,96070.0,3.54,,,,107.15,21821.0,727904.0,,,3.54,96070.0,,195644.0,531419.0,1095.62,75.92,,,4.04,4.04,173974928.0,24756632254.4,,25965.96,4.05,20.38,0.1338,22.09,0.0511,142.3
2023-03-27,8481742.0,1229682955.16,1.53,8.97,1.49,1244.76,1.0,770030679.22,7073843.0,5311289.0,1025565758.14,,,34000.0,3.95,,,,40.69,35570.0,257937.0,,,3.95,34000.0,,,674885.0,1017.65,111.08,4.34,,3.91,3.91,173738576.0,25188618748.48,30471.0,24779.84,3.94,15.02,0.1251,23.04,0.0469,144.98
2023-03-28,7388597.0,1079326249.76,1.34,7.73,1.29,1092.49,1.0,632328899.84,5837492.0,4328648.0,852740831.36,,,85751.0,,,,,195.65,,1392558.0,,,,85751.0,,70456.0,982641.0,848.54,143.37,,,3.26,3.26,173032016.0,25276516897.28,,25038.02,3.28,17.42,0.1206,21.1,0.0413,146.08
2023-03-29,7463177.0,1112162636.54,1.35,7.85,1.31,1109.83,1.0,709862134.72,5834847.0,4763536.0,869508899.94,,,416579.0,74.33,,,,100.88,500030.0,700009.0,,,74.33,416579.0,,280785.0,65142.0,852.28,8.85,,,3.27,3.27,172818816.0,25753459960.32,,25286.13,3.26,16.23,0.1148,17.44,0.0418,149.02
2023-03-30,7640554.0,1169768817.4,1.38,8.03,1.34,1153.72,1.0,720708604.7,6174394.0,4707437.0,945299721.4,,,197219.0,36.71,,,,0.0,221036.0,3136.0,,,36.71,197219.0,,145464.0,277135.0,915.67,38.94,,,3.45,3.45,172553424.0,26417929214.4,,25722.46,3.44,15.73,0.1135,17.21,0.0428,153.1
2023-03-31,7007803.0,1076959165.04,1.27,7.43,1.23,1085.86,1.0,696105547.04,5457296.0,4529578.0,838677249.28,,,199921.0,32.66,,,,175.08,185829.0,1232995.0,,,32.66,199921.0,,315976.0,363688.0,839.6,50.05,,,3.06,3.06,172828512.0,26560285724.16,,26534.11,3.07,16.31,0.1225,18.43,0.0393,153.68
2023-04-03,7142780.0,1079845480.4,1.29,7.66,1.25,1106.69,1.0,715952196.8,5660361.0,4735760.0,855733375.98,,,121055.0,21.29,,81754.0,,19.14,127918.0,128025.0,,,21.29,121055.0,12.59,211635.0,3490.0,872.53,0.64,0.25,,3.26,3.26,168146976.0,25420459831.68,1600.0,25727.02,3.28,16.78,0.1234,18.38,0.0411,151.18
2023-04-04,7912366.0,1174669856.36,1.43,8.45,1.39,1206.22,1.0,709265868.48,6271768.0,4777488.0,931106677.28,,1600.0,145085.0,18.42,0.24,,,66.38,151556.0,426337.0,,1600.0,18.42,145085.0,,891059.0,109828.0,948.92,17.6,,,3.67,3.67,164833536.0,24471186754.56,,24792.25,3.69,15.85,0.1221,18.89,0.0462,148.46
2023-04-05,8005513.0,1143667587.18,1.45,8.6,1.4,1200.08,1.0,697970959.14,6328523.0,4885699.0,904092795.78,,,404303.0,23.36,,2903.0,,58.56,178321.0,375565.0,,,23.36,404303.0,0.44,28017.0,73013.0,942.01,11.31,,,3.73,3.73,163510256.0,23359075172.16,,24177.58,3.75,17.7,0.1249,18.42,0.0471,142.86
2023-04-06,7813106.0,1114461439.84,1.41,8.3,1.37,1148.91,1.0,701639170.64,6241147.0,4918951.0,890237208.08,,,129545.0,0.0,,26774.0,,51.58,6478.0,320496.0,,,0.0,129545.0,3.82,103575.0,,895.88,,,,3.68,3.68,163214576.0,23280927120.64,,23305.31,3.7,16.07,0.1237,18.44,0.0461,142.64
2023-04-07,7813368.0,1114498811.52,1.41,8.28,1.37,1148.16,1.0,701639170.64,6241409.0,4918951.0,890274579.76,,,262.0,,,,,,,,,,,262.0,,,,895.22,,,,3.69,3.69,163090112.0,23263173575.68,,23275.29,3.7,16.06,0.1237,18.43,0.0461,
2023-04-10,7885846.0,1124837073.44,1.43,8.35,1.38,1151.93,1.0,711977432.56,6241409.0,4991429.0,890274579.76,,,,3.11,,,,1.79,72478.0,12446.0,,,3.11,,,12446.0,,895.64,,,,3.71,3.71,162099264.0,23121839016.96,,23169.61,3.72,16.0,0.124,18.64,0.0468,
2023-04-11,7307659.0,1070279737.14,1.32,7.74,1.28,1066.73,1.0,648272236.5,6799392.0,4426275.0,995838952.32,,,640312.0,57.67,,,,102.39,406312.0,687051.0,,,57.67,640312.0,,604722.0,971466.0,973.06,143.9,,,3.99,3.99,163581264.0,23958111925.44,,23419.31,3.99,14.76,0.1148,20.0,0.0429,146.46
2023-04-12,7774955.0,1148205354.4,1.41,8.49,1.36,1148.82,1.0,523289607.36,7214086.0,3543402.0,1065376220.48,,,653152.0,23.86,,,,182.64,132899.0,1295263.0,,,23.86,653152.0,,1056805.0,1015772.0,1056.03,147.92,,,4.41,4.41,156398160.0,23096880268.8,,22882.49,4.41,19.39,0.1286,19.47,0.0475,147.68
2023-04-13,9823755.0,1454898115.5,1.78,10.75,1.72,1469.23,1.0,815331968.0,7344730.0,5505280.0,1087754513.0,,,308820.0,108.94,,1500000.0,,41.79,724617.0,288923.0,,,108.94,308820.0,231.14,110747.0,262739.0,1083.7,37.38,,,4.51,4.51,155687120.0,23057262472.0,,22944.94,4.51,17.57,0.1716,31.22,0.0603,148.1
2023-04-14,9865976.0,1484040109.92,1.79,10.96,1.73,1488.73,1.0,861426308.94,7611166.0,5726807.0,1144871589.72,,,241880.0,96.75,,5502.0,,63.79,628497.0,440626.0,,,96.75,241880.0,0.81,465182.0,412472.0,1131.81,62.09,,,4.64,4.64,156275424.0,23506949278.08,,23278.24,4.64,18.4,0.1794,31.55,0.0602,150.42
2023-04-17,10242436.0,1550499961.68,1.85,11.46,1.79,1567.77,1.0,913962805.2,7997401.0,6037540.0,1210646563.38,,,348384.0,56.21,,,,27.18,323148.0,188727.0,,,56.21,348384.0,,226578.0,12415.0,1207.23,1.4,,,4.87,4.87,156069984.0,23625874177.92,,23575.63,4.87,18.49,0.1749,30.43,0.0624,151.38
2023-04-18,10716945.0,1630047334.5,1.94,12.01,1.88,1647.56,1.0,991649107.8,8686400.0,6519718.0,1321201440.0,,,821279.0,103.54,,121949.0,,19.95,650094.0,132280.0,,,103.54,821279.0,18.46,,289865.0,1315.09,41.99,,,5.3,5.3,155173280.0,23601855888.0,,23458.61,5.31,18.44,0.175,28.91,0.0654,152.1
2023-04-19,10816245.0,1650775311.9,1.96,12.16,1.89,1674.1,1.0,1004177636.28,8784671.0,6579594.0,1340716488.02,,,130883.0,23.73,,,,16.38,138557.0,109862.0,,,23.73,130883.0,,77250.0,78681.0,1338.51,11.52,0.03,,5.36,5.36,155083952.0,23668912754.24,173.0,23604.34,5.37,19.39,0.1748,28.67,0.066,152.62
2023-04-20,11493533.0,1755062489.1,2.08,13.01,2.01,1779.75,1.0,1137168810.6,9475950.0,7447078.0,1446977565.0,,,402375.0,138.51,,6100.0,,43.21,906256.0,284821.0,,,138.51,402375.0,0.93,573725.0,44872.0,1447.12,6.7,,,5.8,5.8,153767824.0,23480346724.8,,23450.83,5.81,19.42,0.1621,27.0,0.0704,152.7
2023-04-21,11238904.0,1715056750.4,2.03,12.68,1.97,1740.33,1.0,1135795390.8,9385995.0,7442958.0,1432302837.0,,,4543.0,46.85,,2000.0,,55.09,307373.0,361299.0,,,46.85,4543.0,0.34,266801.0,313493.0,1433.25,47.65,,,5.75,5.75,153712864.0,23456583046.4,,23446.62,5.76,20.19,0.1681,27.64,0.0689,152.6
2023-04-24,14103961.0,2161290983.64,2.55,15.74,2.47,2192.34,1.0,1565898264.0,12046082.0,10218600.0,1845941605.68,,,1175346.0,350.12,,874847.0,,108.0,2190649.0,704532.0,,,350.12,1175346.0,133.58,2189273.0,289854.0,1859.65,44.33,,,7.36,7.36,151731264.0,23251298895.36,,23084.48,7.46,21.75,0.1785,28.64,0.0861,153.24
2023-04-25,14078440.0,2195110364.8,2.55,15.75,2.47,2215.97,1.0,1574799796.0,12034379.0,10100050.0,1876400373.68,,,173806.0,1.49,,,,73.41,5651.0,394667.0,,,1.49,173806.0,,209158.0,124201.0,1871.08,18.36,,,7.39,7.39,150743328.0,23503899701.76,,23222.1,7.46,21.74,0.1796,28.75,0.0865,155.92
2023-04-26,15111542.0,2295745460.64,2.73,17.08,2.65,2382.23,1.0,1495772264.88,13067481.0,9845789.0,1985211713.52,,,182180.0,,,,,69.64,,449078.0,,,,182180.0,,1300000.0,254261.0,2039.9,39.2,,,8.03,8.03,149611680.0,22729006425.6,,23099.46,8.11,26.91,0.1998,29.0,0.0929,151.92
2023-04-27,16534527.0,2609809741.68,2.99,18.9,2.9,2585.08,1.0,1759468681.44,16088896.0,11147166.0,2539471344.64,,,420972.0,155.63,,300450.0,,23.84,1080660.0,143529.0,,,155.63,420972.0,46.3,2743972.0,79733.0,2476.23,11.26,,,9.82,9.82,147728288.0,23317432977.92,,22651.43,9.85,24.76,0.2047,32.47,0.1009,157.84
2023-04-28,19679344.0,3105794070.08,3.56,22.42,3.45,3156.26,1.0,2231835992.1,16759126.0,14141655.0,2644925265.32,,,297866.0,476.92,,,,22.87,2994489.0,196781.0,,,476.92,297866.0,,569145.0,,2661.27,,,,10.22,10.22,147146288.0,23222627172.16,,23183.77,10.3,21.12,0.2336,39.96,0.1201,157.82
2023-05-01,19688126.0,3107180045.32,3.56,22.77,3.45,3166.13,1.0,2233194664.48,16759126.0,14150264.0,2644925265.32,,,164713.0,2.82,,,,45.27,12692.0,286800.0,,,2.82,164713.0,,122087.0,4083.0,2670.2,0.64,,,10.1,10.1,149134208.0,23536360706.56,,23563.13,10.18,21.05,0.2336,40.0,0.1187,
2023-05-02,23422370.0,3654358167.4,4.24,27.09,4.1,3758.74,1.0,2376538297.34,21216568.0,15232267.0,3310208939.36,,,947314.0,288.92,,,,106.09,1719755.0,666417.0,,,288.92,947314.0,,4176544.0,637752.0,3360.4,101.14,,,12.79,12.79,144606528.0,22561510498.56,,22738.51,12.88,25.49,0.2165,34.45,0.1412,156.02
2023-05-03,33379288.0,5269254403.68,6.04,39.74,5.84,5278.63,2.0,2922718544.64,30249328.0,18514624.0,4775158918.08,,,4835662.0,899.43,,159000.0,,135.76,5833158.0,850775.0,,,899.43,4835662.0,24.63,5047873.0,2709800.0,4726.12,445.65,,,18.23,18.23,135709632.0,21423122507.52,,21128.96,18.28,32.11,0.2506,35.55,0.2011,157.86
2023-05-04,36720992.0,5729943591.68,6.65,46.21,6.43,5908.56,2.0,3452014561.04,28051702.0,22122626.0,4377187580.08,,,597261.0,682.67,,,,558.25,3959754.0,3650072.0,,,682.67,597261.0,,855186.0,351753.0,4456.11,54.33,,,16.11,16.11,146080256.0,22794363146.24,,23024.73,16.22,32.02,0.2777,39.66,0.2109,156.04
2023-05-05,37921944.0,6015937196.16,6.86,48.31,6.64,6029.36,2.0,3608252839.68,29999380.0,22744912.0,4759101643.2,,,932960.0,87.11,,,,210.8,735973.0,1277484.0,,,87.11,932960.0,,2292202.0,113687.0,4702.32,17.95,,,17.05,17.05,145920256.0,23148789411.84,,22775.59,17.11,31.01,0.2697,39.23,0.2156,158.64
2023-05-08,39254272.0,6109929132.58,7.1,50.1,6.87,6321.78,2.0,3745226435.47,29913678.0,24061840.0,4656065272.97,,,247144.0,245.82,,14684.0,,54.25,1493955.0,360530.0,,,245.82,247144.0,2.33,27684.0,191712.0,4767.35,18.03,,,16.94,16.94,146666048.0,22828576707.17,,23243.04,17.02,30.06,0.2812,41.55,0.2223,158.8
2023-05-09,39156180.0,6084870372.0,7.09,50.44,6.86,6296.3,2.0,3730715150.4,30297976.0,24007176.0,4708305470.4,,,1034770.0,0.48,,,,110.61,3030.0,697013.0,,,0.48,1034770.0,,46542.0,57694.0,4826.39,7.1,,,17.12,17.12,146651552.0,22789651180.8,,23230.47,17.2,29.98,0.2803,41.47,0.2213,155.4
2023-05-10,39716512.0,6178300606.72,7.19,50.78,6.95,6309.93,2.0,4399050750.24,30188324.0,28278804.0,4696095681.44,,,30179.0,701.07,,,,84.71,4400629.0,511419.0,,,701.07,30179.0,,371588.0,129000.0,4705.8,36.45,,,16.99,16.99,147521408.0,22948430228.48,,22878.1,17.06,29.28,0.2662,39.49,0.2235,155.56
2023-05-11,37142592.0,5835844055.04,6.72,48.79,6.5,5936.36,2.0,4372367726.72,30270684.0,27828206.0,4756129870.08,,,3400.0,28.1,,66581.0,,40.41,154293.0,265935.0,,,28.1,3400.0,10.37,344895.0,671472.0,4746.44,105.65,,,17.04,17.04,147331616.0,23148743505.92,,22974.73,17.12,33.2,0.2921,40.61,0.2091,157.12
2023-05-12,36023280.0,5697441964.8,6.52,48.17,6.31,5822.72,2.0,4243044991.68,29170108.0,26827548.0,4613544281.28,,,270083.0,44.8,,28000.0,,213.41,283799.0,1400567.0,,,44.8,270083.0,4.4,29906.0,1312458.0,4621.06,178.98,,,16.21,16.21,150813840.0,23852716934.4,,23750.27,16.29,34.18,0.3034,41.33,0.2001,158.16
2023-05-15,37482336.0,5939450962.56,6.78,50.29,6.56,6085.9,2.0,4488877381.32,30051772.0,28328142.0,4762003791.12,,,1020837.0,261.77,,,,69.99,1500595.0,399434.0,,,261.77,1020837.0,,260261.0,,4769.54,,,,16.67,16.67,150193408.0,23799647431.68,,23728.81,16.74,32.85,0.2977,41.21,0.208,158.46
2023-05-16,35997132.0,5701225766.16,6.51,48.87,6.3,5848.2,2.0,4346685884.32,29138008.0,27444664.0,4614877707.04,,,245356.0,151.47,,20400.0,,579.29,943179.0,3664988.0,,,151.47,245356.0,3.24,2505870.0,1847057.0,4634.97,301.25,,,16.14,16.14,151353280.0,23971332486.4,,23957.77,16.21,34.29,0.2877,37.76,0.1994,158.38
2023-05-17,32057352.0,5113788791.04,5.8,44.37,5.61,5177.96,2.0,2549573544.16,23491262.0,15982783.0,3747326114.24,,,2786595.0,0.0,,1405159.0,,2579.48,131143.0,16274154.0,,,0.0,2786595.0,229.2,7840812.0,12998183.0,3748.43,2099.41,,,13.01,13.01,157034272.0,25050107069.44,,24905.84,13.08,24.81,0.3235,49.92,0.1776,159.52
2023-05-18,26445932.0,4287414495.84,4.79,37.31,4.63,4360.16,1.0,3726712100.16,20836044.0,22987368.0,3377939453.28,,,76350.0,1292.89,,,,556.28,7700623.0,3504686.0,,,1292.89,76350.0,,773117.0,696038.0,3359.25,102.95,,,11.75,11.75,156439888.0,25362034642.56,,25070.62,11.82,19.55,0.4007,59.36,0.1492,162.12
2023-05-19,21611918.0,3557321702.8,3.91,30.79,3.78,3575.88,1.0,3026572624.0,18291492.0,18387440.0,3010779583.2,,,473260.0,20.59,,391308.0,,487.36,75248.0,3062655.0,,,20.59,473260.0,64.33,44844.0,5066483.0,2987.25,845.08,,,10.31,10.31,159122640.0,26191586544.0,,25838.25,10.36,24.29,0.3094,48.49,0.1218,164.6
2023-05-22,20653066.0,3416843239.04,3.74,29.47,3.62,3461.23,1.0,2817939189.12,17576352.0,17032998.0,2907831674.88,,,722117.0,84.82,,573.0,,294.03,504946.0,1772398.0,,,84.82,722117.0,0.09,335141.0,1859962.0,2899.53,287.64,,,9.9,9.9,159993248.0,26469282949.12,,26318.06,9.92,25.44,0.3315,50.41,0.1163,165.44
2023-05-23,19746236.0,3224165414.08,3.57,28.76,3.46,3324.33,1.0,2703059906.56,16833468.0,16554752.0,2748568655.04,,,306325.0,28.71,,,,175.85,119773.0,1058210.0,,,28.71,306325.0,,9000.0,598019.0,2790.53,101.25,,,9.46,9.46,161128336.0,26309034702.08,,26577.15,9.5,26.99,0.3401,50.7,0.111,163.28
2023-05-24,18258440.0,2878625650.4,3.3,26.76,3.2,3036.66,1.0,2533348831.46,15417501.0,16068431.0,2430723207.66,,,41941.0,6.76,,,,292.66,42234.0,1748751.0,,,6.76,41941.0,,290844.0,528555.0,2516.19,109.61,,,8.66,8.66,162571456.0,25631015752.96,,26327.8,8.72,27.88,0.385,54.91,0.1026,157.66
2023-05-25,18182266.0,2931344924.52,3.29,26.37,3.18,2953.01,1.0,2576106005.28,15458867.0,15978824.0,2492278537.74,,,347916.0,0.0,,105395.0,,63.26,35362.0,366903.0,,,0.0,347916.0,16.61,60353.0,230364.0,2454.29,81.23,,,8.71,8.71,162006288.0,26118653751.36,,25694.43,8.72,28.02,0.3718,53.58,0.1025,161.22
2023-05-26,17974952.0,2947892128.0,3.25,25.61,3.15,2952.91,1.0,2580596416.0,14913280.0,15735344.0,2445777920.0,,,55699.0,41.74,,33000.0,,97.88,196064.0,673096.0,,,41.74,55699.0,5.32,71810.0,472544.0,2415.99,64.94,,,8.42,8.42,162201840.0,26601101760.0,,26248.85,8.43,28.11,0.3803,54.31,0.1015,164.0
2023-05-29,17699708.0,2904522082.8,3.2,24.9,3.1,2917.56,1.0,2606851903.2,13687911.0,15885752.0,2246186195.1,,,217426.0,33.56,,,,242.18,201480.0,1563664.0,,,33.56,217426.0,,120869.0,51072.0,2248.74,8.24,,,7.73,7.73,163377792.0,26810295667.2,,26697.96,7.77,27.9,0.3751,53.92,0.1,164.1
2023-05-30,13663033.0,2248935231.8,2.47,19.64,2.39,2275.31,1.0,2075215075.0,10795926.0,12607625.0,1777009419.6,,,339099.0,68.29,,,,567.2,414503.0,3451462.0,,,68.29,339099.0,,220378.0,3692630.0,1775.78,585.66,,,5.99,5.99,169420224.0,27886568870.4,,27772.19,6.01,34.35,0.3364,45.87,0.0758,164.6
2023-05-31,13358196.0,2155211342.64,2.42,19.24,2.34,2230.99,1.0,1991027886.48,10645369.0,12340572.0,1717523834.46,,478052.0,204052.0,25.23,78.99,,,69.93,112715.0,428291.0,,478052.0,25.23,204052.0,,73682.0,379768.0,1761.46,62.44,78.36,,5.92,5.92,169106032.0,27283567202.88,478052.0,27723.92,5.97,36.24,0.3576,46.81,0.0743,161.34
2023-06-01,13667279.0,2230499932.8,2.47,18.45,2.39,2241.99,1.0,2008451808.0,10698749.0,12306690.0,1746035836.8,,,65869.0,0.0,,,,49.39,42740.0,277493.0,,,0.0,65869.0,,265004.0,76622.0,1723.06,20.77,,,5.94,5.94,169310480.0,27631470336.0,,27278.3,5.94,35.17,0.3399,45.51,0.0759,163.2
2023-06-02,15055018.0,2493412081.16,2.72,20.19,2.64,2502.24,1.0,2138275765.08,11360568.0,12910734.0,1881537272.16,,,386444.0,137.31,,26122.0,,60.42,831895.0,382906.0,,,137.31,386444.0,4.28,658281.0,253973.0,1862.38,20.53,,,6.3,6.3,169087200.0,28004222064.0,,27676.03,6.3,31.06,0.2796,40.95,0.0834,165.62
2023-06-05,14474109.0,2373753876.0,2.62,19.45,2.53,2424.24,1.0,2039906292.0,11066680.0,12438453.0,1814935520.0,,,185346.0,0.49,,66300.0,,78.07,2038.0,479234.0,,,0.49,185346.0,10.98,,540619.0,1836.47,78.21,,,6.13,6.13,169429696.0,27786470144.0,,28012.57,6.15,32.37,0.2867,40.84,0.0802,164.0
2023-06-06,13847077.0,2273136160.32,2.51,18.98,2.42,2308.56,1.0,1934752495.68,9791999.0,11785773.0,1607454555.84,,,202062.0,39.65,,8900.0,,262.79,227964.0,1534104.0,,,39.65,202062.0,1.47,57361.0,889544.0,1607.45,157.69,,,5.42,5.42,170714112.0,28024428625.92,,28007.15,5.43,28.27,0.2792,42.4,0.0767,164.16
2023-06-07,12178457.0,1995074825.74,2.2,16.68,2.13,2019.13,1.0,1820341956.44,9374029.0,11111842.0,1535653430.78,,,12050.0,,,1854500.0,,376.5,,2292620.0,,,,12050.0,304.43,1862600.0,2528431.0,1539.9,430.47,,,5.2,5.2,170740480.0,27970705433.6,,27995.37,5.21,27.01,0.2019,30.1,0.0676,163.82
2023-06-08,11126972.0,1824600868.56,2.01,15.26,1.95,1836.37,1.0,1690547874.48,10009561.0,10309476.0,1641367812.78,,,14859.0,291.46,,586200.0,,305.46,1783000.0,1858387.0,,,291.46,14859.0,96.03,2479060.0,3171566.0,1638.93,528.31,,,5.56,5.56,170068784.0,27887879200.32,,27780.04,5.57,25.08,0.2336,37.76,0.0618,163.98
2023-06-09,9069887.0,1486917274.78,1.64,12.68,1.59,1501.43,1.0,1346888743.48,7435047.0,8215742.0,1218901605.18,,,181759.0,7.69,,121479.0,,446.88,43903.0,2737751.0,,,7.69,181759.0,19.82,19529.0,2259116.0,1221.9,369.88,7.88,,4.13,4.13,172582448.0,28293166525.12,38051.0,28308.16,4.14,28.6,0.1967,28.97,0.0504,163.94
2023-06-12,7315561.0,1201068804.98,1.32,10.46,1.28,1206.45,1.0,950304213.3,6819073.0,5788185.0,1119555405.14,,,603813.0,11.15,,,,249.95,69986.0,1517299.0,,,11.15,603813.0,,297512.0,2497543.0,1118.43,415.49,,,3.8,3.8,172837056.0,28376387854.08,,28334.71,3.8,16.72,0.1914,34.75,0.0407,164.18
2023-06-13,8394449.0,1395493201.76,1.52,12.21,1.47,1386.64,1.0,1058431294.88,6916740.0,6366887.0,1149838857.6,,,454254.0,181.92,,4946.0,,86.9,1109928.0,530508.0,,,181.92,454254.0,0.85,323921.0,536172.0,1135.46,87.99,24.62,,3.86,3.86,172135488.0,28615803525.12,150000.0,28290.2,3.86,28.89,0.2091,31.14,0.0469,166.24
2023-06-14,7799417.0,1296731070.42,1.41,11.36,1.37,1303.95,1.0,1060808296.68,5944709.0,6380418.0,988367318.34,,,8889.0,92.0,,,,202.83,531298.0,1259505.0,,,92.0,8889.0,,278585.0,517767.0,988.56,77.62,,,3.32,3.32,172939952.0,28752996419.52,,28710.97,3.33,28.0,0.2052,30.51,0.0436,166.26
