,DSB FP Equity_DX_SI_QTY,DSB FP Equity_DX_SHORT_INTEREST_VALUE,DSB FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DSB FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DSB FP Equity_DX_SI_MV,DSB FP Equity_DX_DSS,DSB FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DSB FP Equity_DX_SUPPLY_SI_QTY,DSB FP Equity_DX_BROKER_SI_QTY,DSB FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DSB FP Equity_DX_BROKER_SI_MV_NEW_x,DSB FP Equity_DX_SUPPLY_SI_QTY_NEW_x,DSB FP Equity_DX_SUPPLY_SI_QTY_INC_x,DSB FP Equity_DX_BROKER_SI_MV_INC_x,DSB FP Equity_DX_SUPPLY_SI_MV_NEW,DSB FP Equity_DX_BROKER_SI_QTY_ADD,DSB FP Equity_DX_BROKER_SI_QTY_NEW,DSB FP Equity_DX_SUPPLY_SI_MV_DEC,DSB FP Equity_DX_BROKER_SI_QTY_INC,DSB FP Equity_DX_SUPPLY_SI_QTY_DEC,DSB FP Equity_DX_BROKER_SI_MV_NEW_y,DSB FP Equity_DX_SUPPLY_SI_QTY_NEW_y,DSB FP Equity_DX_BROKER_SI_MV_INC_y,DSB FP Equity_DX_SUPPLY_SI_QTY_INC_y,DSB FP Equity_DX_BROKER_SI_MV_ADD,DSB FP Equity_DX_SUPPLY_SI_QTY_ADD,DSB FP Equity_DX_BROKER_SI_QTY_DEC,DSB FP Equity_DX_SUPPLY_SI_MV,DSB FP Equity_DX_BROKER_SI_MV_DEC,DSB FP Equity_DX_SUPPLY_SI_MV_RMV,DSB FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DSB FP Equity_DX_UTILIZATION_QUANTITY,DSB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DSB FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DSB FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,DSB FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DSB FP Equity_DX_ACTIVE_UTILIZATION_MV,DSB FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DSB FP Equity_DX_BROKER_SI_CON_RATIO,DSB FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DSB FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13732.0,633869.12,,0.49,0.0,,0.0,,0.0
2015-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13732.0,646914.52,,0.49,0.0,,0.0,,0.0
2015-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13732.0,644030.8,,0.5,0.0,,0.0,,0.0
2015-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,13732.0,641559.04,,0.49,0.0,,0.0,,0.0
2015-06-25,25000.0,1171500.0,0.22,0.17,1.17,,1171500.0,0.0,25000.0,0.0,,,,,,25000.0,,,,,,,,,1.17,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.8206
2015-06-26,25000.0,1183000.0,0.22,0.17,1.17,,1183000.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.8206
2015-06-29,25000.0,1157750.0,0.22,0.17,1.19,,1157750.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.3097
2015-06-30,25000.0,1152500.0,0.22,0.17,1.16,,1152500.0,0.0,25000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,1.5766
2015-07-01,38000.0,1767760.0,0.35,0.26,1.75,,1767760.0,0.0,38000.0,0.0,,,,0.58,,,,,13000.0,,,,0.58,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.3964
2015-07-02,38000.0,1774600.0,0.34,0.27,1.77,,1774600.0,0.0,38000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,2.3964
2015-07-03,13000.0,601120.0,0.12,0.09,0.61,,601120.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,25000.0,0.0,1.16,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.8198
2015-07-06,13000.0,597870.0,0.12,0.09,0.6,,597870.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7923
2015-07-07,13000.0,585130.0,0.12,0.09,0.6,,585130.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7923
2015-07-08,13000.0,589290.0,0.12,0.09,0.59,,589290.0,0.0,13000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.7923
2015-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,13000.0,0.0,0.59,,0.0,0.0,16407.0,749143.62,,0.51,0.0,,0.0,,0.0
2015-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,768832.02,,0.51,0.0,,0.0,,0.0
2015-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,763253.64,,0.52,0.0,,0.0,,0.0
2015-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,762269.22,,0.52,0.0,,0.0,,0.0
2015-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,752589.09,,0.52,0.0,,0.0,,0.0
2015-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,755870.49,,0.51,0.0,,0.0,,0.0
2015-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,748487.34,,0.51,0.0,,0.0,,0.0
2015-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,746190.36,,0.51,0.0,,0.0,,0.0
2015-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,748487.34,,0.5,0.0,,0.0,,0.0
2015-07-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,743729.31,,0.51,0.0,,0.0,,0.0
2015-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,743893.38,,0.5,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16407.0,738315.0,,0.5,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,726580.29,,0.49,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,726418.72,,0.49,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,728680.7,,0.49,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,720925.34,,0.49,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,720925.34,,0.48,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,718986.5,,0.48,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,719632.78,,0.48,0.0,,0.0,,0.0
2015-08-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,732558.38,,0.49,0.0,,0.0,,0.0
2015-08-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,725934.01,,0.49,0.0,,0.0,,0.0
2015-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,720279.06,,0.49,0.0,,0.0,,0.0
2015-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,724156.74,,0.48,0.0,,0.0,,0.0
2015-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,715755.1,,0.49,0.0,,0.0,,0.0
2015-08-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,712362.13,,0.48,0.0,,0.0,,0.0
2015-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,715916.67,,0.48,0.0,,0.0,,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,718663.36,,0.48,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,714947.25,,0.48,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,716078.24,,0.48,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,714785.68,,0.48,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,709938.58,,0.48,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,707353.46,,0.48,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,709453.87,,0.48,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,727226.57,,0.48,0.0,,0.0,,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,723348.89,,0.49,0.0,,0.0,,0.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,726580.29,,0.49,0.0,,0.0,,0.0
2015-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,726903.43,,0.49,0.0,,0.0,,0.0
2015-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,732235.24,,0.49,0.0,,0.0,,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,733689.37,,0.49,0.0,,0.0,,0.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,731750.53,,0.49,0.0,,0.0,,0.0
2015-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,724318.31,,0.49,0.0,,0.0,,0.0
2015-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,717532.37,,0.49,0.0,,0.0,,0.0
2015-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,717693.94,,0.48,0.0,,0.0,,0.0
2015-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,717693.94,,0.48,0.0,,0.0,,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,719471.21,,0.48,0.0,,0.0,,0.0
2015-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,718017.08,,0.48,0.0,,0.0,,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,713331.55,,0.48,0.0,,0.0,,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,713331.55,,0.48,0.0,,0.0,,0.0
2015-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,723025.75,,0.48,0.0,,0.0,,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,727226.57,,0.49,0.0,,0.0,,0.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,16157.0,727872.85,,0.49,0.0,,0.0,,0.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14507.0,640484.05,,0.41,0.0,,0.0,,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,629766.0,,0.39,0.0,,0.0,,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,621369.12,,0.4,0.0,,0.0,,0.0
2015-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,621226.8,,0.39,0.0,,0.0,,0.0
2015-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,620942.16,,0.39,0.0,,0.0,,0.0
2015-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,626492.64,,0.39,0.0,,0.0,,0.0
2015-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,620515.2,,0.39,0.0,,0.0,,0.0
2015-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,619661.28,,0.39,0.0,,0.0,,0.0
2015-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,619803.6,,0.39,0.0,,0.0,,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,614253.12,,0.39,0.0,,0.0,,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,611833.68,,0.38,0.0,,0.0,,0.0
2015-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,617099.52,,0.38,0.0,,0.0,,0.0
2015-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,620372.88,,0.39,0.0,,0.0,,0.0
2015-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,619234.32,,0.39,0.0,,0.0,,0.0
2015-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,14232.0,618807.36,,0.39,0.0,,0.0,,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,674687.04,,0.39,0.0,,0.0,,0.0
2015-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,670057.44,,0.39,0.0,,0.0,,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,671600.64,,0.39,0.0,,0.0,,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,666045.12,,0.39,0.0,,0.0,,0.0
2015-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,666971.04,,0.39,0.0,,0.0,,0.0
2015-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,666199.44,,0.39,0.0,,0.0,,0.0
2015-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,668205.6,,0.39,0.0,,0.0,,0.0
2015-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,674532.72,,0.39,0.0,,0.0,,0.0
2015-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,668514.24,,0.39,0.0,,0.0,,0.0
2015-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,660026.64,,0.39,0.0,,0.0,,0.0
2015-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,660952.56,,0.38,0.0,,0.0,,0.0
2015-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,659718.0,,0.38,0.0,,0.0,,0.0
2015-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,653545.2,,0.38,0.0,,0.0,,0.0
2015-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,653699.52,,0.37,0.0,,0.0,,0.0
2015-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,663730.32,,0.38,0.0,,0.0,,0.0
2015-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,662495.76,,0.38,0.0,,0.0,,0.0
2015-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,666353.76,,0.38,0.0,,0.0,,0.0
2015-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,667588.32,,0.39,0.0,,0.0,,0.0
2015-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,670829.04,,0.39,0.0,,0.0,,0.0
2015-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,670983.36,,0.39,0.0,,0.0,,0.0
2015-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,680242.56,,0.39,0.0,,0.0,,0.0
2015-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,676847.52,,0.39,0.0,,0.0,,0.0
2015-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,671446.32,,0.39,0.0,,0.0,,0.0
2015-11-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18663.0,810720.72,,0.39,0.0,,0.0,,0.0
2015-11-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,18663.0,809787.57,,0.39,0.0,,0.0,,0.0
2015-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,664501.92,,0.39,0.0,,0.0,,0.0
2015-11-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,661415.52,,0.38,0.0,,0.0,,0.0
2015-11-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,661106.88,,0.38,0.0,,0.0,,0.0
2015-11-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,658637.76,,0.38,0.0,,0.0,,0.0
2015-11-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,15432.0,655242.72,,0.38,0.0,,0.0,,0.0
2015-11-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,400671.36,,0.13,0.0,,0.0,,0.0
2015-11-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,403878.24,,0.13,0.0,,0.0,,0.0
2015-11-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,402557.76,,0.13,0.0,,0.0,,0.0
2015-11-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,399256.56,,0.13,0.0,,0.0,,0.0
2015-11-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,399067.92,,0.12,0.0,,0.0,,0.0
2015-11-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,397653.12,,0.12,0.0,,0.0,,0.0
2015-11-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,399067.92,,0.12,0.0,,0.0,,0.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,398690.64,,0.12,0.0,,0.0,,0.0
2015-12-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,398124.72,,0.12,0.0,,0.0,,0.0
2015-12-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,411046.56,,0.12,0.0,,0.0,,0.0
2015-12-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,412555.68,,0.13,0.0,,0.0,,0.0
2015-12-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,9432.0,405481.68,,0.13,0.0,,0.0,,0.0
