,ALADO FP Equity_DX_SI_QTY,ALADO FP Equity_DX_SHORT_INTEREST_VALUE,ALADO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALADO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALADO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALADO FP Equity_DX_SI_MV,ALADO FP Equity_DX_DSS,ALADO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALADO FP Equity_DX_SUPPLY_SI_QTY,ALADO FP Equity_DX_BROKER_SI_QTY,ALADO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALADO FP Equity_DX_BROKER_SI_MV_NEW_x,ALADO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALADO FP Equity_DX_BROKER_SI_MV_INC_x,ALADO FP Equity_DX_BROKER_SI_QTY_ADD,ALADO FP Equity_DX_BROKER_SI_QTY_NEW,ALADO FP Equity_DX_SUPPLY_SI_MV_DEC,ALADO FP Equity_DX_BROKER_SI_QTY_INC,ALADO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALADO FP Equity_DX_BROKER_SI_MV_NEW_y,ALADO FP Equity_DX_BROKER_SI_MV_INC_y,ALADO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALADO FP Equity_DX_BROKER_SI_MV_ADD,ALADO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALADO FP Equity_DX_BROKER_SI_QTY_DEC,ALADO FP Equity_DX_SUPPLY_SI_MV,ALADO FP Equity_DX_BROKER_SI_MV_DEC,ALADO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALADO FP Equity_DX_UTILIZATION_QUANTITY,ALADO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALADO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALADO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALADO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALADO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALADO FP Equity_DX_BROKER_SI_CON_RATIO,ALADO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALADO FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-11-23,93200.0,12488.8,0.35,0.13,0.31,0.01,0.0,6244.4,46600.0,46600.0,6244.4,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-24,93200.0,12078.72,0.35,0.13,0.31,0.01,0.0,6039.36,46600.0,46600.0,6039.36,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-25,93200.0,11873.68,0.35,0.13,0.31,0.01,0.0,5936.84,46600.0,46600.0,5936.84,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,1.0
2021-11-26,99200.0,12082.56,0.37,0.14,0.33,0.01,0.0,6406.68,52600.0,52600.0,6406.68,,6000.0,,6000.0,,,,,,,6000.0,0.0,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.12,0.8851,93.88,0.943
2021-11-29,99200.0,12995.2,0.37,0.14,0.33,0.01,0.0,6890.6,52600.0,52600.0,6890.6,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-11-30,99200.0,13689.6,0.37,0.13,0.33,0.01,0.0,7258.8,52600.0,52600.0,7258.8,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-01,99200.0,14126.08,0.37,0.13,0.33,0.01,0.0,7490.24,52600.0,52600.0,7490.24,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-02,99200.0,12300.8,0.37,0.12,0.33,0.01,0.0,6522.4,52600.0,52600.0,6522.4,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-03,99200.0,11110.4,0.37,0.14,0.33,0.01,0.0,5891.2,52600.0,52600.0,5891.2,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-06,99200.0,9394.24,0.37,0.14,0.33,0.01,0.0,4981.22,52600.0,52600.0,4981.22,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-07,99200.0,9672.0,0.37,0.14,0.33,0.01,0.0,5128.5,52600.0,52600.0,5128.5,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-08,99200.0,9324.8,0.37,0.13,0.33,0.01,0.0,4944.4,52600.0,52600.0,4944.4,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-09,99200.0,9304.96,0.37,0.14,0.33,0.01,0.0,4933.88,52600.0,52600.0,4933.88,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-10,99200.0,9324.8,0.37,0.14,0.33,0.01,0.0,4944.4,52600.0,52600.0,4944.4,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-13,99200.0,8670.08,0.37,0.15,0.33,0.01,0.0,4597.24,52600.0,52600.0,4597.24,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-14,99200.0,8511.36,0.37,0.15,0.33,0.01,0.0,4513.08,52600.0,52600.0,4513.08,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-15,99200.0,7936.0,0.37,0.15,0.33,0.01,0.0,4208.0,52600.0,52600.0,4208.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-16,99200.0,8253.44,0.37,0.15,0.33,0.01,0.0,4376.32,52600.0,52600.0,4376.32,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-17,99200.0,8332.8,0.37,0.16,0.33,0.01,0.0,4418.4,52600.0,52600.0,4418.4,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-20,99200.0,8322.88,0.37,0.16,0.33,0.01,0.0,4413.14,52600.0,52600.0,4413.14,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-21,99200.0,8035.2,0.37,0.18,0.33,0.01,0.0,4260.6,52600.0,52600.0,4260.6,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-22,99200.0,7916.16,0.37,0.18,0.33,0.01,0.0,4197.48,52600.0,52600.0,4197.48,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-23,99200.0,7678.08,0.37,0.19,0.33,0.01,0.0,4071.24,52600.0,52600.0,4071.24,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-24,99200.0,7638.4,0.37,0.19,0.33,0.01,0.0,4050.2,52600.0,52600.0,4050.2,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-27,99200.0,7737.6,0.37,0.2,0.33,0.01,0.0,4102.8,52600.0,52600.0,4102.8,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.08,0.8858,93.92,0.943
2021-12-28,99200.0,8610.56,0.37,0.2,0.33,0.01,0.0,4565.68,52600.0,52600.0,4565.68,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.0,0.8871,94.0,0.943
2021-12-29,99200.0,8203.84,0.37,0.18,0.33,0.01,0.0,4350.02,52600.0,52600.0,4350.02,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-30,99200.0,8441.92,0.37,0.19,0.33,0.01,0.0,4476.26,52600.0,52600.0,4476.26,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2021-12-31,99200.0,8451.84,0.37,0.19,0.33,0.01,0.0,4481.52,52600.0,52600.0,4481.52,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-03,99200.0,10713.6,0.37,0.19,0.33,0.01,0.0,5680.8,52600.0,52600.0,5680.8,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.04,0.8865,93.96,0.943
2022-01-04,99200.0,8878.4,0.37,0.17,0.33,0.01,0.0,4707.7,52600.0,52600.0,4707.7,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-05,99200.0,9424.0,0.37,0.16,0.33,0.01,0.0,4997.0,52600.0,52600.0,4997.0,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-06,99200.0,9334.72,0.37,0.15,0.33,0.01,0.0,4949.66,52600.0,52600.0,4949.66,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-07,99200.0,9691.84,0.37,0.14,0.33,0.01,0.0,5139.02,52600.0,52600.0,5139.02,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-10,99200.0,9632.32,0.37,0.14,0.33,0.01,0.0,5107.46,52600.0,52600.0,5107.46,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-11,99200.0,9424.0,0.37,0.14,0.33,0.01,0.0,4997.0,52600.0,52600.0,4997.0,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-12,99200.0,9255.36,0.37,0.14,0.33,0.01,0.0,4907.58,52600.0,52600.0,4907.58,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-13,99200.0,10019.2,0.37,0.15,0.33,0.01,0.0,5312.6,52600.0,52600.0,5312.6,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-14,99200.0,9523.2,0.37,0.13,0.33,0.01,0.0,5049.6,52600.0,52600.0,5049.6,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.27,0.8825,93.73,0.943
2022-01-17,99200.0,9810.88,0.37,0.12,0.33,0.01,0.0,5202.14,52600.0,52600.0,5202.14,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-18,99200.0,8928.0,0.37,0.13,0.33,0.01,0.0,4734.0,52600.0,52600.0,4734.0,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,6.05,0.8863,93.95,0.943
2022-01-19,120069.0,10037.77,0.45,0.15,0.4,0.01,0.0,5724.01,57600.0,68469.0,4815.36,,5000.0,0.0,,,,15869.0,,,0.0,5000.0,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,19.34,0.6251,76.55,1.0423
2022-01-20,120069.0,10554.07,0.23,0.11,0.22,0.01,0.0,6018.43,57600.0,68469.0,5063.04,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.25,0.637,77.59,1.0423
2022-01-21,120069.0,10133.82,0.23,0.11,0.22,0.01,0.0,5778.78,57600.0,68469.0,4861.44,,,,,,,,,,,,,,,0.01,,100.0,50.0,0.0,0.0,0.0,100.0,18.17,0.6379,77.66,1.0423
2022-01-24,120069.0,9245.31,0.22,0.09,0.21,0.01,0.0,5272.11,57600.0,68469.0,4435.2,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.22,0.6373,77.61,1.0423
2022-01-25,120069.0,8765.04,0.22,0.08,0.21,0.01,0.0,4998.24,57600.0,68469.0,4204.8,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,18.24,0.6372,77.6,1.0423
2022-01-26,120069.0,8224.73,0.22,0.08,0.21,0.01,0.0,4690.13,57600.0,68469.0,3945.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.27,0.6368,77.57,2.0845
2022-01-27,120069.0,10482.02,0.22,0.08,0.21,0.01,0.0,5977.34,57600.0,68469.0,5028.48,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.32,0.6363,77.52,2.0845
2022-01-28,120069.0,11214.44,0.22,0.07,0.21,0.01,0.0,6395.0,57600.0,68469.0,5379.84,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,18.2,0.6376,77.64,2.0845
2022-01-31,120069.0,9221.3,0.22,0.05,0.21,0.01,0.0,5258.42,57600.0,68469.0,4423.68,,,,,,,,,,,,,,,0.01,,100.0,100.0,0.0,0.0,0.0,100.0,18.13,0.6384,77.7,2.0845
2022-02-01,120069.0,9725.59,0.22,0.04,0.21,0.01,0.0,5545.99,57600.0,68469.0,4665.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.2,0.6376,77.64,2.0845
2022-02-02,120069.0,9485.45,0.22,0.04,0.21,0.01,0.0,5409.05,57600.0,68469.0,4550.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.15,0.6381,77.68,2.0845
2022-02-03,120069.0,9605.52,0.22,0.04,0.21,0.01,0.0,5477.52,57600.0,68469.0,4608.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.1,0.6387,77.73,2.0845
2022-02-04,73469.0,5723.24,0.13,0.02,0.13,0.01,0.0,1703.6,57600.0,21869.0,4487.04,,,,,,,,,,,,,,46600.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,30.14,0.4935,63.09,1.2755
2022-02-07,84269.0,5679.73,0.15,0.03,0.15,0.01,0.0,3408.35,39700.0,50569.0,2675.78,,,,28700.0,,0.0,,17900.0,,,,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,25.96,0.5348,68.11,2.1226
2022-02-08,84269.0,4912.88,0.15,0.03,0.15,0.01,0.0,2948.17,39700.0,50569.0,2314.51,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,25.99,0.5346,68.08,2.1226
2022-02-09,93339.0,4704.29,0.17,0.03,0.16,0.01,0.0,2852.84,42735.0,56604.0,2153.84,,3035.0,0.0,,,,6035.0,,,0.0,3035.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,23.37,0.5656,71.28,2.1841
2022-02-10,95339.0,4395.13,0.17,0.03,0.17,0.0,0.0,2609.44,44735.0,56604.0,2062.28,,2000.0,,,,,,,,,2000.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.91,0.5445,69.76,2.1312
2022-02-11,92339.0,4616.95,0.17,0.03,0.16,0.0,0.0,2680.2,44735.0,53604.0,2236.75,,,,,,,,,,,,,,3000.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,22.84,0.537,69.17,2.0641
2022-02-14,95539.0,4872.49,0.17,0.03,0.17,0.0,0.0,2815.4,46335.0,55204.0,2363.09,,1600.0,0.0,,,,1600.0,,,0.0,1600.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.92,0.5444,69.75,2.0619
2022-02-15,95539.0,5092.23,0.17,0.03,0.17,0.0,0.0,2942.37,46335.0,55204.0,2469.66,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.82,0.5453,69.85,2.0619
2022-02-16,95539.0,4681.41,0.17,0.03,0.17,0.01,0.0,2705.0,46335.0,55204.0,2270.42,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.86,0.5449,69.81,2.0619
2022-02-17,114539.0,5681.13,0.21,0.03,0.2,0.01,0.0,3333.32,53335.0,67204.0,2645.42,,7000.0,0.0,,,,12000.0,,,0.0,7000.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.03,0.6007,74.89,2.1475
2022-02-18,114539.0,5623.86,0.21,0.03,0.2,0.01,0.0,3299.72,53335.0,67204.0,2618.75,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.17,0.5996,74.78,2.1475
2022-02-21,112539.0,5548.17,0.21,0.03,0.19,0.01,0.0,3313.16,51335.0,67204.0,2530.82,,,,,,0.0,,2000.0,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.37,0.6201,76.2,2.1922
2022-02-22,98269.0,4952.76,0.18,0.03,0.17,0.0,0.0,2901.48,46700.0,57569.0,2353.68,,,,,,0.0,,4635.0,,,,,,9635.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,22.27,0.5799,72.65,2.1043
2022-02-23,98269.0,4716.91,0.18,0.03,0.17,0.01,0.0,2763.31,46700.0,57569.0,2241.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,22.28,0.5797,72.63,2.1043
2022-02-24,113478.0,5219.99,0.21,0.03,0.2,0.01,0.0,3347.79,46700.0,72778.0,2148.2,,,0.0,,,,15209.0,,,0.0,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.12,0.6243,76.54,2.4299
2022-02-25,113478.0,4357.56,0.21,0.03,0.2,0.01,0.0,2794.68,46700.0,72778.0,1793.28,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.85,0.6251,76.65,2.4299
2022-02-28,84269.0,3244.36,0.15,0.02,0.15,0.0,0.0,1946.91,39700.0,50569.0,1528.45,,,,,,0.0,,7000.0,,,,,,22209.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,26.02,0.5344,68.06,2.1226
2022-03-01,26869.0,972.66,0.05,0.01,0.05,0.0,0.0,791.66,11000.0,21869.0,398.2,,,,,,0.0,,28700.0,,,,,,28700.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,18.51,0.6983,81.49,2.4426
2022-03-02,26869.0,969.97,0.05,0.01,0.05,0.0,0.0,789.47,11000.0,21869.0,397.1,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.6,0.6972,81.4,2.4426
2022-03-03,26869.0,940.42,0.05,0.01,0.05,0.0,0.0,765.42,11000.0,21869.0,385.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.54,0.698,81.46,2.4426
2022-03-04,26869.0,940.42,0.05,0.01,0.05,0.0,0.0,765.42,11000.0,21869.0,385.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,19.0,0.6922,81.0,2.4426
2022-03-07,33869.0,988.97,0.06,0.01,0.06,0.0,0.0,813.77,12000.0,27869.0,350.4,,1000.0,,6000.0,,,,,,,1000.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.51,0.4744,64.0,2.8224
2022-03-08,33869.0,1036.39,0.06,0.01,0.06,0.0,0.0,852.79,12000.0,27869.0,367.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.41,0.4742,63.98,2.8224
2022-03-09,33869.0,1138.0,0.06,0.01,0.06,0.0,0.0,936.4,12000.0,27869.0,403.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.34,0.4738,63.93,2.8224
2022-03-10,33869.0,1178.64,0.06,0.01,0.06,0.0,0.0,969.84,12000.0,27869.0,417.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.49,0.4748,64.04,2.8224
2022-03-11,33869.0,1117.68,0.06,0.01,0.06,0.0,0.0,919.68,12000.0,27869.0,396.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.62,0.4778,64.36,2.8224
2022-03-14,33869.0,1168.48,0.06,0.02,0.06,0.0,0.0,961.48,12000.0,27869.0,414.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.42,0.4743,63.99,2.8224
2022-03-15,123269.0,4548.63,0.23,0.06,0.21,0.0,0.0,2851.23,52000.0,77269.0,1918.8,,40000.0,,49400.0,,,,,,,40000.0,0.0,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.8,0.5574,72.16,2.3706
2022-03-16,125269.0,4634.95,0.23,0.07,0.22,0.0,0.0,2932.95,52000.0,79269.0,1924.0,,,0.0,,,,2000.0,,,0.0,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.28,0.5671,72.98,2.409
2022-03-17,125269.0,4622.43,0.23,0.08,0.22,0.0,0.0,2925.03,52000.0,79269.0,1918.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.28,0.5669,72.95,2.409
2022-03-18,125269.0,4384.42,0.23,0.08,0.22,0.0,0.0,2774.42,52000.0,79269.0,1820.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.39,0.5656,72.84,2.409
2022-03-21,125269.0,4459.58,0.23,0.08,0.22,0.0,0.0,2821.98,52000.0,79269.0,1851.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.36,0.5655,72.84,2.409
2022-03-22,125269.0,4697.59,0.23,0.08,0.22,0.0,0.0,2972.59,52000.0,79269.0,1950.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.33,0.5664,72.91,2.409
2022-03-23,124869.0,4632.64,0.23,0.1,0.22,0.0,0.0,2926.04,52000.0,78869.0,1929.2,,,,,,,,,,,,,,400.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,17.76,0.5618,72.49,2.4013
2022-03-24,124869.0,4844.92,0.23,0.09,0.22,0.0,0.0,3060.12,52000.0,78869.0,2017.6,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.69,0.5624,72.55,2.4013
2022-03-25,124869.0,4620.15,0.23,0.1,0.22,0.0,0.0,2918.15,52000.0,78869.0,1924.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.99,0.5595,72.28,2.4013
2022-03-28,144869.0,4925.55,0.27,0.11,0.25,0.01,0.0,3021.55,62000.0,88869.0,2108.0,,10000.0,0.0,,,,10000.0,,,0.0,10000.0,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.37,0.449,62.54,2.3366
2022-03-29,144869.0,4519.91,0.27,0.11,0.25,0.01,0.0,2772.71,62000.0,88869.0,1934.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.33,0.4502,62.66,2.3366
2022-03-30,144869.0,4375.04,0.27,0.11,0.25,0.0,0.0,2683.84,62000.0,88869.0,1872.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.41,0.4489,62.53,2.3366
2022-03-31,144869.0,4563.37,0.27,0.1,0.25,0.0,0.0,2799.37,62000.0,88869.0,1953.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.4,0.4482,62.45,2.3366
2022-04-01,144869.0,4708.24,0.27,0.1,0.25,0.0,0.0,2888.24,62000.0,88869.0,2015.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.39,0.4474,62.35,2.3366
2022-04-04,144869.0,4737.22,0.27,0.11,0.25,0.0,0.0,2906.02,62000.0,88869.0,2027.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.33,0.4478,62.37,2.3366
2022-04-05,144869.0,4693.76,0.27,0.12,0.25,0.0,0.0,2879.36,62000.0,88869.0,2008.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.32,0.4495,62.59,2.3366
2022-04-06,144869.0,4490.94,0.27,0.12,0.25,0.0,0.0,2754.94,62000.0,88869.0,1922.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.32,0.4501,62.66,2.3366
2022-04-07,144869.0,4563.37,0.27,0.12,0.25,0.0,0.0,2799.37,62000.0,88869.0,1953.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.39,0.4486,62.5,2.3366
2022-04-08,144869.0,4780.68,0.27,0.12,0.25,0.0,0.0,2932.68,62000.0,88869.0,2046.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.4483,62.45,2.3366
2022-04-11,144869.0,4432.99,0.27,0.14,0.25,0.0,0.0,2719.39,62000.0,88869.0,1897.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.32,0.4499,62.64,2.3366
2022-04-12,144869.0,4273.64,0.27,0.14,0.25,0.0,0.0,2621.64,62000.0,88869.0,1829.0,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.37,0.4486,62.5,2.3366
2022-04-13,144869.0,4375.04,0.27,0.14,0.25,0.0,0.0,2683.84,62000.0,88869.0,1872.4,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.36,0.4496,62.6,2.3366
2022-04-14,144869.0,4867.6,0.27,0.14,0.25,0.0,0.0,2986.0,62000.0,88869.0,2083.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.14,0.4495,62.6,2.3366
2022-04-15,144869.0,4867.6,0.27,0.14,0.25,0.0,0.0,2986.0,62000.0,88869.0,2083.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,17.21,0.4574,63.42,2.3366
2022-04-18,144869.0,4867.6,0.27,0.14,0.25,0.0,0.0,2986.0,62000.0,88869.0,2083.2,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.42,0.4495,62.53,2.3366
2022-04-19,144869.0,4404.02,0.27,0.14,0.25,0.0,0.0,2701.62,62000.0,88869.0,1884.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.32,0.45,62.64,2.3366
2022-04-20,144869.0,4838.62,0.27,0.14,0.25,0.0,0.0,2968.22,62000.0,88869.0,2070.8,,,,,,,,,,,,,,,0.0,,100.0,100.0,0.0,0.0,0.0,100.0,18.38,0.4492,62.57,2.3366
