,INEA FP Equity_DX_SI_QTY,INEA FP Equity_DX_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,INEA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INEA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INEA FP Equity_DX_SI_MV,INEA FP Equity_DX_DSS,INEA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INEA FP Equity_DX_SUPPLY_SI_QTY,INEA FP Equity_DX_BROKER_SI_QTY,INEA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_x,INEA FP Equity_DX_BROKER_SI_MV_INC_x,INEA FP Equity_DX_BROKER_SI_QTY_ADD,INEA FP Equity_DX_SUPPLY_SI_MV_DEC,INEA FP Equity_DX_BROKER_SI_QTY_INC,INEA FP Equity_DX_SUPPLY_SI_QTY_DEC,INEA FP Equity_DX_BROKER_SI_MV_INC_y,INEA FP Equity_DX_SUPPLY_SI_QTY_INC_y,INEA FP Equity_DX_BROKER_SI_MV_ADD,INEA FP Equity_DX_SUPPLY_SI_QTY_ADD,INEA FP Equity_DX_BROKER_SI_QTY_DEC,INEA FP Equity_DX_SUPPLY_SI_MV,INEA FP Equity_DX_BROKER_SI_MV_DEC,INEA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INEA FP Equity_DX_UTILIZATION_QUANTITY,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INEA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INEA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INEA FP Equity_DX_ACTIVE_UTILIZATION_MV,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INEA FP Equity_DX_BROKER_SI_CON_RATIO,INEA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INEA FP Equity_DX_DEMAND_SUPPLY_RATIO,INEA FP Equity_PX_LAST
2023-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70.0,2513.0,0.0,0.0,,0.0,,0.0,35.9
2023-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70.0,2506.0,0.0,0.0,,0.0,,0.0,35.8
2023-12-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70.0,2506.0,0.0,0.0,,0.0,,0.0,
2023-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70.0,2506.0,0.0,0.0,,0.0,,0.0,
2023-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70.0,2590.0,0.0,0.0,,0.0,,0.0,37.0
2023-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,70.0,2660.0,0.0,0.0,,0.0,,0.0,38.0
2023-12-29,50.0,1900.0,0.0,0.05,0.0,0.0,0.0,1900.0,50.0,50.0,1900.0,,,50.0,,,,,,0.0,50.0,,0.0,,100.0,41.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.4167,38.0
2024-01-01,50.0,1900.0,0.0,0.05,0.0,0.0,0.0,1900.0,50.0,50.0,1900.0,,,,,,,,,,,,0.0,,100.0,41.67,0.0,0.0,0.0,100.0,,1.0,100.0,0.4167,
2024-01-02,50.0,1890.0,0.0,0.05,0.0,0.0,0.0,1890.0,50.0,50.0,1890.0,,,,,,,,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.7143,37.8
2024-01-03,50.0,1880.0,0.0,0.05,0.0,0.0,0.0,1880.0,50.0,50.0,1880.0,,,,,,,,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.7143,37.6
2024-01-04,50.0,1865.0,0.0,0.05,0.0,0.0,0.0,1865.0,50.0,50.0,1865.0,,,,,,,,,,,,0.0,,100.0,71.43,0.0,0.0,0.0,100.0,,1.0,100.0,0.7143,37.3
2024-01-05,2050.0,76465.0,0.04,2.01,0.02,0.08,0.0,39165.0,1050.0,1050.0,39165.0,,,1000.0,,,,,,0.04,1000.0,,0.04,,100.0,98.13,0.0,0.0,0.0,100.0,2.44,0.9524,97.56,1.9159,37.3
2024-01-08,2000.0,74800.0,0.04,2.0,0.02,0.07,0.0,37400.0,1000.0,1000.0,37400.0,,,,0.0,,50.0,,,,,50.0,0.04,0.0,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.4
2024-01-09,2000.0,74800.0,0.04,2.06,0.02,0.07,0.0,37400.0,1000.0,1000.0,37400.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.4
2024-01-10,2000.0,75000.0,0.04,2.07,0.02,0.07,0.0,37500.0,1000.0,1000.0,37500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.5
2024-01-11,2000.0,75000.0,0.04,2.11,0.02,0.08,0.0,37500.0,1000.0,1000.0,37500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.5
2024-01-12,2000.0,75600.0,0.04,2.13,0.02,0.08,0.0,37800.0,1000.0,1000.0,37800.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.8
2024-01-15,2000.0,75600.0,0.04,2.12,0.02,0.08,0.0,37800.0,1000.0,1000.0,37800.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.8
2024-01-16,2000.0,75600.0,0.04,2.1,0.02,0.08,0.0,37800.0,1000.0,1000.0,37800.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.8
2024-01-17,2000.0,75200.0,0.04,2.15,0.02,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.6
2024-01-18,2000.0,75200.0,0.04,2.11,0.02,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.6
2024-01-19,2000.0,74800.0,0.04,2.28,0.02,0.08,0.0,37400.0,1000.0,1000.0,37400.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.4
2024-01-22,2000.0,75000.0,0.04,2.55,0.02,0.07,0.0,37500.0,1000.0,1000.0,37500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.5
2024-01-23,2000.0,75200.0,0.04,2.62,0.02,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.6
2024-01-24,2000.0,75600.0,0.04,2.73,0.02,0.08,0.0,37800.0,1000.0,1000.0,37800.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.8
2024-01-25,2000.0,75000.0,0.04,2.72,0.02,0.08,0.0,37500.0,1000.0,1000.0,37500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.5
2024-01-26,2000.0,75000.0,0.04,2.72,0.02,0.08,0.0,37500.0,1000.0,1000.0,37500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.5
2024-01-29,2000.0,75200.0,0.04,2.74,0.02,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.6
2024-01-30,2000.0,75200.0,0.04,2.77,0.02,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.6
2024-01-31,2000.0,75000.0,0.04,2.79,0.02,0.08,0.0,37500.0,1000.0,1000.0,37500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.5
2024-02-01,2000.0,75200.0,0.04,2.73,0.02,0.08,0.0,37600.0,1000.0,1000.0,37600.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.6
2024-02-02,2000.0,74800.0,0.04,2.8,0.02,0.08,0.0,37400.0,1000.0,1000.0,37400.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.4
2024-02-05,2000.0,74200.0,0.04,2.37,0.02,0.07,0.0,37100.0,1000.0,1000.0,37100.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,37.1
2024-02-06,2000.0,73800.0,0.04,2.37,0.02,0.07,0.0,36900.0,1000.0,1000.0,36900.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,36.9
2024-02-07,2000.0,72000.0,0.04,3.58,0.02,0.07,0.0,36000.0,1000.0,1000.0,36000.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,36.0
2024-02-08,2000.0,72800.0,0.04,3.57,0.02,0.07,0.0,36400.0,1000.0,1000.0,36400.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,36.4
2024-02-09,2000.0,73000.0,0.04,4.1,0.02,0.07,0.0,36500.0,1000.0,1000.0,36500.0,,,,,,,,,,,,0.04,,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.8692,36.5
2024-02-12,1900.0,68780.0,0.04,4.03,0.02,0.07,0.0,32580.0,1000.0,900.0,36200.0,,,,,,,,,,,100.0,0.04,0.0,100.0,93.46,0.0,0.0,0.0,100.0,,1.0,100.0,1.7757,36.2
2024-02-13,1800.0,64980.0,0.04,4.34,0.02,0.07,0.0,32490.0,900.0,900.0,32490.0,,,,0.0,,100.0,,,,,,0.03,,100.0,92.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.8557,36.1
2024-02-14,1700.0,61370.0,0.04,4.33,0.02,0.06,0.0,28880.0,900.0,800.0,32490.0,,,,,,,,,,,100.0,0.03,0.0,100.0,92.78,0.0,0.0,0.0,100.0,,1.0,100.0,1.7526,36.1
2024-02-15,1600.0,57440.0,0.03,4.18,0.01,0.06,0.0,28720.0,800.0,800.0,28720.0,,,,0.0,,100.0,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,35.9
2024-02-16,1600.0,56000.0,0.03,4.35,0.01,0.06,0.0,28000.0,800.0,800.0,28000.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,35.0
2024-02-19,1600.0,55840.0,0.03,4.13,0.01,0.06,0.0,27920.0,800.0,800.0,27920.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,34.9
2024-02-20,1600.0,56160.0,0.03,4.13,0.01,0.06,0.0,28080.0,800.0,800.0,28080.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,35.1
2024-02-21,1600.0,56000.0,0.03,4.13,0.01,0.06,0.0,28000.0,800.0,800.0,28000.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,35.0
2024-02-22,1600.0,56000.0,0.03,4.05,0.01,0.06,0.0,28000.0,800.0,800.0,28000.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,35.0
2024-02-23,1600.0,55520.0,0.03,4.03,0.01,0.06,0.0,27760.0,800.0,800.0,27760.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,34.7
2024-02-26,1600.0,55200.0,0.03,4.04,0.01,0.06,0.0,27600.0,800.0,800.0,27600.0,,,,,,,,,,,,0.03,,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.8391,34.5
2024-02-27,1500.0,52050.0,0.03,3.78,0.01,0.05,0.0,24290.0,800.0,700.0,27760.0,,,,,,,,,,,100.0,0.03,0.0,100.0,91.95,0.0,0.0,0.0,100.0,,1.0,100.0,1.7241,34.7
2024-02-28,1400.0,49280.0,0.03,3.61,0.01,0.05,0.0,24640.0,700.0,700.0,24640.0,,,,0.0,,100.0,,,,,,0.02,,100.0,90.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.8182,35.2
2024-02-29,1300.0,46800.0,0.03,3.28,0.01,0.05,0.0,21600.0,700.0,600.0,25200.0,,,,,,,,,,,100.0,0.02,0.0,100.0,90.91,0.0,0.0,0.0,100.0,,1.0,100.0,1.6883,36.0
2024-03-01,2000.0,72000.0,0.04,3.93,0.02,0.07,0.0,50400.0,600.0,1400.0,21600.0,,,800.0,0.0,,100.0,,,0.03,,,0.02,,100.0,77.92,0.0,0.0,0.0,100.0,39.94,0.5202,60.06,2.5974,36.0
2024-03-04,2000.0,70600.0,0.04,3.95,0.02,0.07,0.0,49420.0,600.0,1400.0,21180.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,40.17,0.5193,59.83,2.9851,35.3
2024-03-05,2000.0,70600.0,0.04,3.61,0.02,0.07,0.0,49420.0,600.0,1400.0,21180.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,40.01,0.5199,59.99,2.9851,35.3
2024-03-06,2000.0,70600.0,0.04,3.56,0.02,0.07,0.0,49420.0,600.0,1400.0,21180.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,39.94,0.5202,60.06,2.9851,35.3
2024-03-07,2000.0,70400.0,0.04,3.59,0.02,0.07,0.0,49280.0,600.0,1400.0,21120.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,39.93,0.5203,60.07,2.9851,35.2
2024-03-08,2000.0,69000.0,0.04,3.52,0.02,0.07,0.0,48300.0,600.0,1400.0,20700.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,40.31,0.5188,59.69,2.9851,34.5
2024-03-11,1200.0,41520.0,0.03,2.09,0.01,0.04,0.0,20760.0,600.0,600.0,20760.0,,,,,,,,,,,800.0,0.02,0.03,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,34.6
2024-03-12,1200.0,41160.0,0.03,2.08,0.01,0.04,0.0,20580.0,600.0,600.0,20580.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,34.3
2024-03-13,1200.0,40560.0,0.03,2.06,0.01,0.04,0.0,20280.0,600.0,600.0,20280.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.8
2024-03-14,1200.0,39960.0,0.03,2.07,0.01,0.04,0.0,19980.0,600.0,600.0,19980.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.3
2024-03-15,1200.0,40200.0,0.03,1.97,0.01,0.04,0.0,20100.0,600.0,600.0,20100.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.5
2024-03-18,1200.0,40800.0,0.03,2.49,0.01,0.04,0.0,20400.0,600.0,600.0,20400.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,34.0
2024-03-19,1200.0,40200.0,0.03,2.47,0.01,0.04,0.0,20100.0,600.0,600.0,20100.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.5
2024-03-20,1200.0,40800.0,0.03,2.54,0.01,0.04,0.0,20400.0,600.0,600.0,20400.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,34.0
2024-03-21,1200.0,40800.0,0.03,2.57,0.01,0.04,0.0,20400.0,600.0,600.0,20400.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,34.0
2024-03-22,1200.0,40320.0,0.03,2.59,0.01,0.04,0.0,20160.0,600.0,600.0,20160.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.6
2024-03-25,1200.0,40320.0,0.03,2.67,0.01,0.04,0.0,20160.0,600.0,600.0,20160.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.6
2024-03-26,1200.0,39600.0,0.03,2.66,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-03-27,1200.0,39480.0,0.03,2.45,0.01,0.04,0.0,19740.0,600.0,600.0,19740.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.9
2024-03-28,1200.0,39120.0,0.03,2.25,0.01,0.04,0.0,19560.0,600.0,600.0,19560.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.6
2024-03-29,1200.0,39120.0,0.03,1.92,0.01,0.04,0.0,19560.0,600.0,600.0,19560.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,
2024-04-01,1200.0,39120.0,0.03,1.92,0.01,0.04,0.0,19560.0,600.0,600.0,19560.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,
2024-04-02,1200.0,39240.0,0.03,1.92,0.01,0.04,0.0,19620.0,600.0,600.0,19620.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.7
2024-04-03,1200.0,39120.0,0.03,2.0,0.01,0.04,0.0,19560.0,600.0,600.0,19560.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.6
2024-04-04,1200.0,39360.0,0.03,1.86,0.01,0.04,0.0,19680.0,600.0,600.0,19680.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.8
2024-04-05,1200.0,39600.0,0.03,1.44,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-04-08,1200.0,39600.0,0.03,1.2,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-04-09,1200.0,39600.0,0.03,1.16,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-04-10,1252.0,41316.0,0.03,1.19,0.01,0.04,0.0,21516.0,652.0,652.0,21516.0,,,52.0,,,,,,0.0,52.0,,0.02,,100.0,90.3,0.0,0.0,0.0,100.0,4.35,0.9167,95.65,1.7341,33.0
2024-04-11,1252.0,41316.0,0.03,1.16,0.01,0.04,0.0,21516.0,652.0,652.0,21516.0,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.15,0.9204,95.85,1.8687,33.0
2024-04-12,1252.0,41316.0,0.03,1.16,0.01,0.04,0.0,21516.0,652.0,652.0,21516.0,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.15,0.9204,95.85,1.8687,33.0
2024-04-15,1252.0,40940.4,0.03,1.19,0.01,0.04,0.0,21320.4,652.0,652.0,21320.4,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.17,0.92,95.83,1.8687,32.7
2024-04-16,1252.0,41190.8,0.03,1.32,0.01,0.04,0.0,21450.8,652.0,652.0,21450.8,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.14,0.9206,95.86,1.8687,32.9
2024-04-17,1252.0,41316.0,0.03,1.31,0.01,0.04,0.0,21516.0,652.0,652.0,21516.0,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.15,0.9205,95.85,1.8687,33.0
2024-04-18,1200.0,39240.0,0.03,1.31,0.01,0.04,0.0,19620.0,600.0,600.0,19620.0,,,,0.0,,52.0,,,,,52.0,0.02,0.0,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.7
2024-04-19,1200.0,39120.0,0.03,1.32,0.01,0.04,0.0,19560.0,600.0,600.0,19560.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.6
2024-04-22,1200.0,39240.0,0.03,1.32,0.01,0.04,0.0,19620.0,600.0,600.0,19620.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.7
2024-04-23,1200.0,39360.0,0.03,1.33,0.01,0.04,0.0,19680.0,600.0,600.0,19680.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.8
2024-04-24,1200.0,39480.0,0.03,1.32,0.01,0.04,0.0,19740.0,600.0,600.0,19740.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.9
2024-04-25,1252.0,41691.6,0.03,1.39,0.01,0.04,0.0,21711.6,652.0,652.0,21711.6,,,52.0,,,,,,0.0,52.0,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.33,0.9172,95.67,1.8687,33.3
2024-04-26,1252.0,41190.8,0.03,1.36,0.01,0.04,0.0,21450.8,652.0,652.0,21450.8,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.18,0.9199,95.82,1.8687,32.9
2024-04-29,1252.0,41816.8,0.03,1.32,0.01,0.04,0.0,21776.8,652.0,652.0,21776.8,,,,,,,,,,,,0.02,,100.0,97.31,0.0,0.0,0.0,100.0,4.12,0.9209,95.88,1.8687,33.4
2024-04-30,1200.0,39480.0,0.03,1.3,0.01,0.04,0.0,19740.0,600.0,600.0,19740.0,,,,0.0,,52.0,,,,,52.0,0.02,0.0,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.9
2024-05-01,1200.0,39480.0,0.03,1.27,0.01,0.04,0.0,19740.0,600.0,600.0,19740.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,
2024-05-02,1200.0,39240.0,0.03,1.27,0.01,0.04,0.0,19620.0,600.0,600.0,19620.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.7
2024-05-03,1200.0,38760.0,0.03,1.27,0.01,0.04,0.0,19380.0,600.0,600.0,19380.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.3
2024-05-06,1200.0,39600.0,0.03,1.24,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-05-07,1200.0,39600.0,0.03,1.21,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-05-08,1200.0,39600.0,0.03,1.19,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-05-09,1200.0,39600.0,0.03,1.16,0.01,0.04,0.0,19800.0,600.0,600.0,19800.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.0
2024-05-10,1200.0,38640.0,0.03,1.13,0.01,0.04,0.0,19320.0,600.0,600.0,19320.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.2
2024-05-13,1200.0,39000.0,0.03,1.12,0.01,0.04,0.0,19500.0,600.0,600.0,19500.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.5
2024-05-14,1200.0,39240.0,0.03,1.16,0.01,0.04,0.0,19620.0,600.0,600.0,19620.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.7
2024-05-15,1200.0,40080.0,0.03,1.24,0.01,0.04,0.0,20040.0,600.0,600.0,20040.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,33.4
2024-05-16,1200.0,39240.0,0.03,1.2,0.01,0.04,0.0,19620.0,600.0,600.0,19620.0,,,,,,,,,,,,0.02,,100.0,89.55,0.0,0.0,0.0,100.0,,1.0,100.0,1.791,32.7
2024-05-17,1252.0,41566.4,0.03,1.18,0.01,0.04,0.0,21646.4,652.0,652.0,21646.4,,,52.0,,,,,,0.0,52.0,,0.02,,100.0,90.3,0.0,0.0,0.0,100.0,4.41,0.9156,95.59,1.7341,33.2
2024-05-20,1252.0,41942.0,0.03,1.41,0.01,0.04,0.0,21842.0,652.0,652.0,21842.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,4.15,0.9204,95.85,1.9202,33.5
2024-05-21,1252.0,41942.0,0.03,1.63,0.01,0.04,0.0,21842.0,652.0,652.0,21842.0,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,4.15,0.9204,95.85,1.9202,33.5
2024-05-22,1252.0,41816.8,0.03,1.63,0.01,0.04,0.0,21776.8,652.0,652.0,21776.8,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,4.16,0.9203,95.84,1.9202,33.4
2024-05-23,1215.0,40338.0,0.03,1.29,0.01,0.04,0.0,20418.0,615.0,615.0,20418.0,,,,0.0,,37.0,,,,,37.0,0.02,0.0,100.0,100.0,0.0,0.0,0.0,100.0,1.24,0.9755,98.76,1.9756,33.2
2024-05-24,1215.0,37216.6,0.03,1.3,0.01,0.04,0.0,18838.03,615.0,615.0,18838.03,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,1.23,0.9756,98.77,1.9756,33.3
2024-05-27,1215.0,39001.5,0.03,1.18,0.01,0.04,0.0,19741.5,615.0,615.0,19741.5,,,,,,,,,,,,0.02,,100.0,100.0,0.0,0.0,0.0,100.0,1.23,0.9756,98.77,1.9756,32.1
