,ALVAL FP Equity_DX_SI_QTY,ALVAL FP Equity_DX_SHORT_INTEREST_VALUE,ALVAL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALVAL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALVAL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALVAL FP Equity_DX_SI_MV,ALVAL FP Equity_DX_DSS,ALVAL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALVAL FP Equity_DX_SUPPLY_SI_QTY,ALVAL FP Equity_DX_BROKER_SI_QTY,ALVAL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALVAL FP Equity_DX_BROKER_SI_MV_NEW_x,ALVAL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALVAL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALVAL FP Equity_DX_BROKER_SI_MV_INC_x,ALVAL FP Equity_DX_SUPPLY_SI_MV_NEW,ALVAL FP Equity_DX_BROKER_SI_QTY_ADD,ALVAL FP Equity_DX_BROKER_SI_QTY_NEW,ALVAL FP Equity_DX_SUPPLY_SI_MV_DEC,ALVAL FP Equity_DX_BROKER_SI_QTY_INC,ALVAL FP Equity_DX_SUPPLY_SI_QTY_DEC,ALVAL FP Equity_DX_BROKER_SI_MV_NEW_y,ALVAL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALVAL FP Equity_DX_BROKER_SI_MV_INC_y,ALVAL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALVAL FP Equity_DX_BROKER_SI_MV_ADD,ALVAL FP Equity_DX_SUPPLY_SI_QTY_ADD,ALVAL FP Equity_DX_BROKER_SI_QTY_DEC,ALVAL FP Equity_DX_SUPPLY_SI_MV,ALVAL FP Equity_DX_BROKER_SI_MV_DEC,ALVAL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALVAL FP Equity_DX_UTILIZATION_QUANTITY,ALVAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALVAL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALVAL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALVAL FP Equity_DX_ACTIVE_UTILIZATION_MV,ALVAL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALVAL FP Equity_DX_BROKER_SI_CON_RATIO,ALVAL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALVAL FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-09-23,2000.0,13720.0,0.03,0.53,0.03,0.01,0.0,6860.0,1000.0,1000.0,6860.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,49.87,0.5,50.13,0.024
2021-09-24,2000.0,14160.0,0.03,0.51,0.03,0.01,0.0,7080.0,1000.0,1000.0,7080.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-09-27,2000.0,14200.0,0.03,0.38,0.03,0.01,0.0,7100.0,1000.0,1000.0,7100.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-09-28,2000.0,14040.0,0.03,0.37,0.03,0.01,0.0,7020.0,1000.0,1000.0,7020.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,49.66,0.5,50.34,0.024
2021-09-29,2000.0,14060.0,0.03,0.35,0.03,0.01,0.0,7030.0,1000.0,1000.0,7030.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,49.93,0.5,50.07,0.024
2021-09-30,2000.0,14300.0,0.03,0.36,0.03,0.01,0.0,7150.0,1000.0,1000.0,7150.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-01,2000.0,13260.0,0.03,0.33,0.03,0.01,0.0,6630.0,1000.0,1000.0,6630.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-04,2000.0,14140.0,0.03,0.29,0.03,0.01,0.0,7070.0,1000.0,1000.0,7070.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-05,2000.0,13900.0,0.03,0.3,0.03,0.01,0.0,6950.0,1000.0,1000.0,6950.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-06,2000.0,13900.0,0.03,0.3,0.03,0.01,0.0,6950.0,1000.0,1000.0,6950.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-07,9252.0,64301.4,0.14,1.36,0.12,0.07,0.0,57351.4,8252.0,8252.0,57351.4,,,,,,7252.0,,,,,,,,,0.05,7252.0,,0.06,,100.0,9.92,0.0,0.0,0.0,100.0,10.33,0.6507,79.33,0.1112
2021-10-08,9252.0,65411.64,0.14,1.28,0.12,0.07,0.0,58341.64,8252.0,8252.0,58341.64,,,,,,,,,,,,,,,,,,0.06,,100.0,9.92,0.0,0.0,0.0,100.0,10.4,0.6492,79.23,0.1112
2021-10-11,9252.0,64764.0,0.14,1.28,0.12,0.07,0.0,57764.0,8252.0,8252.0,57764.0,,,,,,,,,,,,,,,,,,0.06,,100.0,9.92,0.0,0.0,0.0,100.0,10.52,0.6455,78.95,0.1112
2021-10-12,2000.0,14240.0,0.03,0.28,0.03,0.01,0.0,7120.0,1000.0,1000.0,7120.0,,,,,,,,0.05,,7252.0,,,,,,,7252.0,0.01,0.05,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-13,2000.0,14160.0,0.03,0.29,0.03,0.01,0.0,7080.0,1000.0,1000.0,7080.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-14,2000.0,14160.0,0.03,0.29,0.03,0.01,0.0,7080.0,1000.0,1000.0,7080.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.2,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.024
2021-10-15,2000.0,14020.0,0.03,0.29,0.03,0.01,0.0,7010.0,1000.0,1000.0,7010.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-18,2000.0,14080.0,0.03,0.29,0.03,0.01,0.0,7040.0,1000.0,1000.0,7040.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-19,2000.0,14200.0,0.03,0.3,0.03,0.01,0.0,7100.0,1000.0,1000.0,7100.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-20,2000.0,14140.0,0.03,0.27,0.03,0.01,0.0,7070.0,1000.0,1000.0,7070.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-21,2000.0,14120.0,0.03,0.26,0.03,0.01,0.0,7060.0,1000.0,1000.0,7060.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-22,2000.0,14140.0,0.03,0.26,0.03,0.01,0.0,7070.0,1000.0,1000.0,7070.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-25,2000.0,14040.0,0.03,0.26,0.03,0.01,0.0,7020.0,1000.0,1000.0,7020.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-26,2000.0,14040.0,0.03,0.26,0.03,0.01,0.0,7020.0,1000.0,1000.0,7020.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-27,2000.0,14080.0,0.03,0.25,0.03,0.01,0.0,7040.0,1000.0,1000.0,7040.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-28,2000.0,14240.0,0.03,0.25,0.03,0.01,0.0,7120.0,1000.0,1000.0,7120.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-10-29,2000.0,14020.0,0.03,0.24,0.03,0.01,0.0,7010.0,1000.0,1000.0,7010.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,49.8,0.5,50.2,0.0243
2021-11-01,2000.0,14300.0,0.03,0.24,0.03,0.01,0.0,7150.0,1000.0,1000.0,7150.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-11-02,2000.0,14140.0,0.03,0.24,0.03,0.01,0.0,7070.0,1000.0,1000.0,7070.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-11-03,2000.0,14100.0,0.03,0.25,0.03,0.01,0.0,7050.0,1000.0,1000.0,7050.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-11-04,2000.0,14080.0,0.03,0.25,0.03,0.01,0.0,7040.0,1000.0,1000.0,7040.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0243
2021-11-05,2000.0,14060.0,0.03,0.25,0.03,0.01,0.0,7030.0,1000.0,1000.0,7030.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0244
2021-11-08,2000.0,13920.0,0.03,0.29,0.03,0.01,0.0,6960.0,1000.0,1000.0,6960.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0244
2021-11-09,2000.0,13600.0,0.03,0.3,0.03,0.01,0.0,6800.0,1000.0,1000.0,6800.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,49.78,0.5,50.22,0.0244
2021-11-10,2000.0,13560.0,0.03,0.32,0.03,0.01,0.0,6780.0,1000.0,1000.0,6780.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,49.22,0.5001,50.78,0.0244
2021-11-11,2000.0,13280.0,0.03,0.32,0.03,0.01,0.0,6640.0,1000.0,1000.0,6640.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.22,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0244
2021-11-12,2000.0,13700.0,0.03,0.34,0.03,0.01,0.0,6850.0,1000.0,1000.0,6850.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0246
2021-11-15,4000.0,28000.0,0.06,0.76,0.05,0.03,0.0,21000.0,1000.0,3000.0,7000.0,,,,,,2000.0,,,,,,,,,0.01,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,24.8,0.2502,26.2,0.0492
2021-11-16,3000.0,21000.0,0.05,0.49,0.04,0.02,0.0,14000.0,1000.0,2000.0,7000.0,,,,,,,,,,,,,,,,,1000.0,0.01,0.01,100.0,1.23,0.0,0.0,0.0,100.0,32.69,0.3336,34.61,0.0369
2021-11-17,8847.0,61929.0,0.13,1.38,0.11,0.06,0.0,54929.0,6847.0,7847.0,47929.0,,,,,,5847.0,,,,,,,,,0.04,5847.0,,0.05,,100.0,8.42,0.0,0.0,0.0,100.0,11.38,0.4853,67.0,0.1088
2021-11-18,3534.0,24384.6,0.05,0.46,0.05,0.06,0.0,17484.6,1534.0,2534.0,10584.6,,,,,,,,0.04,,5313.0,,,,,,,5313.0,0.01,0.0,100.0,1.89,0.0,0.0,0.0,100.0,11.38,0.4834,66.84,0.0435
2021-11-19,3351.0,22719.78,0.05,0.45,0.04,0.03,0.0,15939.78,1351.0,2351.0,9159.78,,,,,,,,0.0,,183.0,,,,,,,183.0,0.01,0.04,100.0,1.66,0.0,0.0,0.0,100.0,27.57,0.2615,29.09,0.0412
2021-11-22,3351.0,22887.33,0.05,0.45,0.04,0.02,0.0,16057.33,1351.0,2351.0,9227.33,,,,,,,,,,,,,,,,,,0.01,,100.0,1.66,0.0,0.0,0.0,100.0,29.05,0.2757,30.72,0.0412
2021-11-23,3351.0,22351.17,0.05,0.45,0.04,0.02,0.0,15681.17,1351.0,2351.0,9011.17,,,,,,,,,,,,,,,,,,0.01,,100.0,1.66,0.0,0.0,0.0,100.0,29.32,0.2769,30.81,0.0412
2021-11-24,3094.0,20420.4,0.05,0.4,0.04,0.02,0.0,13820.4,1094.0,2094.0,7220.4,,,,,,,,0.0,,257.0,,,,,,,257.0,0.01,0.0,100.0,1.35,0.0,0.0,0.0,100.0,29.01,0.2774,31.22,0.0381
2021-11-25,3094.0,20636.98,0.05,0.41,0.04,0.02,0.0,13966.98,1094.0,2094.0,7296.98,,,,,,,,,,,,,,,,,,0.01,,100.0,1.35,0.0,0.0,0.0,100.0,28.89,0.2772,31.4,0.0381
2021-11-26,3094.0,19615.96,0.05,0.41,0.04,0.02,0.0,13275.96,1000.0,2094.0,6340.0,,,,,,,,0.0,,94.0,,,,,,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,29.11,0.2775,31.07,0.0381
2021-11-29,3000.0,18900.0,0.05,0.38,0.04,0.02,0.0,12600.0,1000.0,2000.0,6300.0,,,,,,,,,,,,,,,,,94.0,0.01,0.0,100.0,1.23,0.0,0.0,0.0,100.0,32.76,0.3335,34.48,0.0369
2021-11-30,3000.0,18600.0,0.05,0.36,0.04,0.02,0.0,12400.0,1000.0,2000.0,6200.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,32.85,0.3335,34.3,0.0369
2021-12-01,3000.0,18660.0,0.05,0.37,0.04,0.02,0.0,12440.0,1000.0,2000.0,6220.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,32.83,0.3335,34.34,0.0369
2021-12-02,3000.0,19980.0,0.05,0.36,0.04,0.02,0.0,13320.0,1000.0,2000.0,6660.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.23,0.0,0.0,0.0,100.0,32.76,0.3335,34.47,0.0369
2021-12-03,3000.0,20520.0,0.05,0.33,0.04,0.02,0.0,13680.0,1000.0,2000.0,6840.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.25,0.0,0.0,0.0,100.0,32.79,0.3335,34.42,0.0376
2021-12-06,3000.0,20640.0,0.05,0.32,0.04,0.02,0.0,13760.0,1000.0,2000.0,6880.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.25,0.0,0.0,0.0,100.0,32.78,0.3335,34.44,0.0376
2021-12-07,3000.0,21060.0,0.03,0.31,0.03,0.02,0.0,14040.0,1000.0,2000.0,7020.0,,,,,,,,,,,,,,,,,,0.01,,100.0,1.25,0.0,0.0,0.0,100.0,32.84,0.3335,34.51,0.0376
2021-12-08,7652.0,53410.96,0.09,0.8,0.08,0.06,0.0,46430.96,5652.0,6652.0,39450.96,,,,,,4652.0,,,,,,,,,0.03,4652.0,,0.04,,100.0,7.09,0.0,0.0,0.0,100.0,13.19,0.4272,61.45,0.096
2021-12-09,7652.0,53564.0,0.09,0.8,0.08,0.06,0.0,46564.0,5652.0,6652.0,39564.0,,,,,,,,,,,,,,,,,,0.04,,100.0,7.09,0.0,0.0,0.0,100.0,13.2,0.43,61.74,0.096
2021-12-10,3000.0,20580.0,0.03,0.32,0.03,0.02,0.0,13720.0,1000.0,2000.0,6860.0,,,,,,,,0.03,,4652.0,,,,,,,4652.0,0.01,0.03,100.0,1.25,0.0,0.0,0.0,100.0,32.83,0.3335,34.38,0.0376
2021-12-13,2000.0,13680.0,0.02,0.22,0.02,0.01,0.0,6840.0,1000.0,1000.0,6840.0,,,,,,,,,,,,,,,,,1000.0,0.01,0.01,100.0,1.25,0.0,0.0,0.0,100.0,49.17,0.5001,50.83,0.0251
2021-12-14,1000.0,6990.0,0.01,0.11,0.01,0.01,0.0,6990.0,0.0,1000.0,0.0,,,,,,,,0.01,,1000.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0125
2021-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1000.0,0.0,0.01,0.0,0.0,79703.0,541980.4,0.56,0.0,,0.0,,0.0
2021-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,79703.0,557921.0,0.54,0.0,,0.0,,0.0
2021-12-17,2000.0,13920.0,0.02,0.2,0.02,0.01,0.0,6960.0,1000.0,1000.0,6960.0,,,,,,1000.0,,,,,,,,,0.01,1000.0,,0.01,,100.0,1.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0251
2021-12-20,1100.0,7458.0,0.01,0.11,0.01,0.01,0.0,678.0,1000.0,100.0,6780.0,,,,,,,,,,,,,,,,,900.0,0.01,0.01,100.0,1.25,0.0,0.0,0.0,100.0,9.09,0.8347,90.91,0.0138
2021-12-21,200.0,1388.0,0.0,0.02,0.0,0.0,0.0,694.0,100.0,100.0,694.0,,,,,,,,0.01,,900.0,,,,,,,,0.0,,100.0,0.13,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.0025
2021-12-22,600.0,4200.0,0.01,0.06,0.01,0.0,0.0,2100.0,300.0,300.0,2100.0,,,200.0,,,200.0,,,,,,,,200.0,0.0,,,0.0,,100.0,0.38,0.0,0.0,0.0,100.0,33.33,0.3889,50.0,0.0075
2021-12-23,600.0,4176.0,0.01,0.06,0.01,0.0,0.0,2088.0,300.0,300.0,2088.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.38,0.0,0.0,0.0,100.0,33.24,0.389,50.07,0.0075
2021-12-24,500.0,3410.0,0.01,0.05,0.01,0.0,0.0,1364.0,300.0,200.0,2046.0,,,,,,,,,,,,,,,,,100.0,0.0,0.0,100.0,0.38,0.0,0.0,0.0,100.0,40.02,0.5199,59.98,0.0063
2021-12-27,400.0,2744.0,0.0,0.04,0.0,0.0,0.0,1372.0,200.0,200.0,1372.0,,,,,,,,0.0,,100.0,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2021-12-28,400.0,2760.0,0.0,0.04,0.0,0.0,0.0,1380.0,200.0,200.0,1380.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2021-12-29,400.0,2744.0,0.0,0.04,0.0,0.0,0.0,1372.0,200.0,200.0,1372.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2021-12-30,400.0,2740.0,0.0,0.05,0.0,0.0,0.0,1370.0,200.0,200.0,1370.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2021-12-31,400.0,2740.0,0.0,0.05,0.0,0.0,0.0,1370.0,200.0,200.0,1370.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-03,400.0,2876.0,0.0,0.05,0.0,0.0,0.0,1438.0,200.0,200.0,1438.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-04,400.0,2900.0,0.0,0.05,0.0,0.0,0.0,1450.0,200.0,200.0,1450.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-05,400.0,2824.0,0.0,0.05,0.0,0.0,0.0,1412.0,200.0,200.0,1412.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-06,5052.0,36323.88,0.06,0.57,0.05,0.04,0.0,34885.88,4852.0,4852.0,34885.88,,,,,,4652.0,,,,,,,,,0.03,4652.0,,0.03,,100.0,6.09,0.0,0.0,0.0,100.0,3.75,0.8583,92.49,0.0634
2022-01-07,554.0,3905.7,0.01,0.06,0.01,0.04,0.0,2495.7,354.0,354.0,2495.7,,,,,,,,0.03,,4498.0,,,,,,,4498.0,0.0,0.0,100.0,0.44,0.0,0.0,0.0,100.0,3.79,0.8569,92.41,0.007
2022-01-10,554.0,3894.62,0.01,0.06,0.01,0.0,0.0,1406.0,354.0,200.0,2488.62,,,,,,,,,,,,,,,,,154.0,0.0,0.04,100.0,0.44,0.0,0.0,0.0,100.0,35.94,0.3374,35.94,0.007
2022-01-11,400.0,2868.0,0.0,0.04,0.0,0.0,0.0,1434.0,200.0,200.0,1434.0,,,,,,,,0.0,,154.0,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-12,400.0,2940.0,0.0,0.04,0.0,0.0,0.0,1470.0,200.0,200.0,1470.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-13,400.0,2872.0,0.0,0.04,0.0,0.0,0.0,1436.0,200.0,200.0,1436.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-14,400.0,2848.0,0.0,0.05,0.0,0.0,0.0,1424.0,200.0,200.0,1424.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,49.39,0.5001,50.61,0.005
2022-01-17,400.0,2820.0,0.0,0.05,0.0,0.0,0.0,1410.0,200.0,200.0,1410.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,49.22,0.5001,50.78,0.005
2022-01-18,400.0,2808.0,0.0,0.05,0.0,0.0,0.0,1404.0,200.0,200.0,1404.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-19,400.0,2808.0,0.0,0.05,0.0,0.0,0.0,1404.0,200.0,200.0,1404.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-20,400.0,2800.0,0.0,0.05,0.0,0.0,0.0,1400.0,200.0,200.0,1400.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-21,400.0,2764.0,0.0,0.05,0.0,0.0,0.0,1382.0,200.0,200.0,1382.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-24,400.0,2636.0,0.0,0.06,0.0,0.0,0.0,1318.0,200.0,200.0,1318.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-25,400.0,2624.0,0.0,0.05,0.0,0.0,0.0,1312.0,200.0,200.0,1312.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-26,400.0,2624.0,0.0,0.06,0.0,0.0,0.0,1312.0,200.0,200.0,1312.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-27,400.0,2568.0,0.0,0.06,0.0,0.0,0.0,1284.0,200.0,200.0,1284.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-28,400.0,2544.0,0.0,0.06,0.0,0.0,0.0,1272.0,200.0,200.0,1272.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-01-31,400.0,2616.0,0.0,0.06,0.0,0.0,0.0,1308.0,200.0,200.0,1308.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-02-01,400.0,2600.0,0.0,0.06,0.0,0.0,0.0,1300.0,200.0,200.0,1300.0,,,,,,,,,,,,,,,,,,0.0,,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-02-02,5052.0,32939.04,0.06,0.77,0.05,0.03,0.0,31635.04,4852.0,4852.0,31635.04,,,,,,4652.0,,,,,,,,,0.03,4652.0,,0.03,,100.0,6.09,0.0,0.0,0.0,100.0,3.79,0.8569,92.41,0.0634
2022-02-03,667.0,4335.5,0.01,0.1,0.01,0.0,0.0,3035.5,467.0,467.0,3035.5,,,,,,,,0.03,,4385.0,,,,,,,4385.0,0.0,0.03,100.0,0.59,0.0,0.0,0.0,100.0,28.3,0.3486,43.41,0.0084
2022-02-04,400.0,2592.0,0.0,0.06,0.0,0.0,0.0,1296.0,200.0,200.0,1296.0,,,,,,,,0.0,,267.0,,,,,,,267.0,0.0,0.0,100.0,0.25,0.0,0.0,0.0,100.0,50.0,0.5,50.0,0.005
2022-02-07,7400.0,47952.0,0.09,1.11,0.08,0.05,0.0,7776.0,6200.0,1200.0,40176.0,,,6000.0,,,1000.0,,,,,,,,6000.0,0.01,,,0.04,,100.0,7.78,0.0,0.0,0.0,100.0,13.51,0.721,83.78,0.0928
2022-02-08,7657.0,49770.5,0.09,1.15,0.08,0.05,0.0,9470.5,6200.0,1457.0,40300.0,,,,,,257.0,,,,,,,,,0.0,,,0.04,,100.0,7.78,0.0,0.0,0.0,100.0,13.06,0.6744,80.96,0.0961
2022-02-09,7657.0,49693.93,0.09,1.2,0.08,0.05,0.0,9455.93,6200.0,1457.0,40238.0,,,,,,,,,,,,,,,,,,0.04,,100.0,7.78,0.0,0.0,0.0,100.0,13.06,0.6746,80.97,0.0961
2022-02-10,7657.0,49464.22,0.09,1.22,0.08,0.05,0.0,9412.22,6200.0,1457.0,40052.0,,,,,,,,,,,,,,,,,,0.04,,100.0,7.78,0.0,0.0,0.0,100.0,13.06,0.6745,80.97,0.0961
2022-02-11,7657.0,49464.22,0.09,1.18,0.08,0.05,0.0,9412.22,6200.0,1457.0,40052.0,,,,,,,,,,,,,,,,,,0.04,,100.0,7.78,0.0,0.0,0.0,100.0,13.06,0.6741,80.94,0.0961
2022-02-14,7657.0,48239.1,0.09,1.18,0.08,0.05,0.0,9179.1,6200.0,1457.0,39060.0,,,,,,,,,,,,,,,,,,0.04,,100.0,8.44,0.0,0.0,0.0,100.0,13.06,0.6741,80.95,0.1042
2022-02-15,7657.0,47167.12,0.09,1.19,0.08,0.05,0.0,8975.12,6200.0,1457.0,38192.0,,,,,,,,,,,,,,,,,,0.04,,100.0,8.44,0.0,0.0,0.0,100.0,13.06,0.6747,80.99,0.1042
