,CM9 FP Equity_DX_SI_QTY,CM9 FP Equity_DX_SHORT_INTEREST_VALUE,CM9 FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,CM9 FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,CM9 FP Equity_DX_SI_MV,CM9 FP Equity_DX_DSS,CM9 FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,CM9 FP Equity_DX_SUPPLY_SI_QTY,CM9 FP Equity_DX_BROKER_SI_QTY,CM9 FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,CM9 FP Equity_DX_BROKER_SI_MV_NEW_x,CM9 FP Equity_DX_SUPPLY_SI_QTY_INC_x,CM9 FP Equity_DX_BROKER_SI_MV_INC_x,CM9 FP Equity_DX_BROKER_SI_QTY_ADD,CM9 FP Equity_DX_BROKER_SI_QTY_NEW,CM9 FP Equity_DX_SUPPLY_SI_MV_DEC,CM9 FP Equity_DX_BROKER_SI_QTY_INC,CM9 FP Equity_DX_SUPPLY_SI_QTY_DEC,CM9 FP Equity_DX_BROKER_SI_MV_NEW_y,CM9 FP Equity_DX_BROKER_SI_MV_INC_y,CM9 FP Equity_DX_SUPPLY_SI_QTY_INC_y,CM9 FP Equity_DX_BROKER_SI_MV_ADD,CM9 FP Equity_DX_SUPPLY_SI_QTY_ADD,CM9 FP Equity_DX_BROKER_SI_QTY_DEC,CM9 FP Equity_DX_SUPPLY_SI_MV,CM9 FP Equity_DX_BROKER_SI_MV_DEC,CM9 FP Equity_DX_SUPPLY_SI_MV_RMV,CM9 FP Equity_DX_BROKER_SI_MV_RMV,CM9 FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,CM9 FP Equity_DX_UTILIZATION_QUANTITY,CM9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,CM9 FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,CM9 FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,CM9 FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,CM9 FP Equity_DX_ACTIVE_UTILIZATION_MV,CM9 FP Equity_DX_BROKER_SI_MARKET_SHARE_2,CM9 FP Equity_DX_BROKER_SI_CON_RATIO,CM9 FP Equity_DX_BROKER_SI_MARKET_SHARE_1,CM9 FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-05-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2943720.0,,2.89,0.0,,0.0,,0.0
2015-05-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2955030.0,,2.94,0.0,,0.0,,0.0
2015-05-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2957240.0,,2.95,0.0,,0.0,,0.0
2015-05-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2974140.0,,2.95,0.0,,0.0,,0.0
2015-05-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2974140.0,,2.97,0.0,,0.0,,0.0
2015-05-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2981680.0,,2.99,0.0,,0.0,,0.0
2015-05-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2994940.0,,2.99,0.0,,0.0,,0.0
2015-05-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2985970.0,,3.0,0.0,,0.0,,0.0
2015-05-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2949960.0,,2.99,0.0,,0.0,,0.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2967510.0,,2.95,0.0,,0.0,,0.0
2015-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2914730.0,,2.96,0.0,,0.0,,0.0
2015-06-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2892890.0,,2.92,0.0,,0.0,,0.0
2015-06-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2865850.0,,2.88,0.0,,0.0,,0.0
2015-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2887820.0,,2.86,0.0,,0.0,,0.0
2015-06-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2852590.0,,2.9,0.0,,0.0,,0.0
2015-06-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2833090.0,,2.86,0.0,,0.0,,0.0
2015-06-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2859090.0,,2.84,0.0,,0.0,,0.0
2015-06-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2881710.0,,2.86,0.0,,0.0,,0.0
2015-06-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2861820.0,,2.88,0.0,,0.0,,0.0
2015-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2845310.0,,2.86,0.0,,0.0,,0.0
2015-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2857400.0,,2.85,0.0,,0.0,,0.0
2015-06-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2857530.0,,2.88,0.0,,0.0,,0.0
2015-06-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2849860.0,,2.85,0.0,,0.0,,0.0
2015-06-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2863770.0,,2.85,0.0,,0.0,,0.0
2015-06-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2871830.0,,2.86,0.0,,0.0,,0.0
2015-06-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2919020.0,,2.87,0.0,,0.0,,0.0
2015-06-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2917070.0,,2.92,0.0,,0.0,,0.0
2015-06-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2903940.0,,2.92,0.0,,0.0,,0.0
2015-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2901470.0,,2.91,0.0,,0.0,,0.0
2015-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2872870.0,,2.91,0.0,,0.0,,0.0
2015-06-30,3600.0,786096.0,0.98,0.51,0.79,,786096.0,0.0,3600.0,0.0,,,,3600.0,,,,,,,,0.79,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-01,3600.0,796608.0,0.98,0.51,0.78,,796608.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-02,3600.0,795276.0,0.98,0.56,0.8,,795276.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-03,3600.0,793368.0,1.19,0.56,0.8,,793368.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-06,3600.0,794376.0,1.2,0.56,0.79,,794376.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-07,3600.0,789696.0,1.18,0.56,0.8,,789696.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-08,3600.0,783288.0,1.18,0.55,0.79,,783288.0,0.0,3600.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.2769
2015-07-09,1000.0,219470.0,0.33,0.15,0.22,,219470.0,0.0,1000.0,0.0,,,,,,,,,,,,,,2600.0,0.0,0.58,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-10,1000.0,219010.0,0.27,0.15,0.22,,219010.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-13,1000.0,223730.0,0.27,0.15,0.22,,223730.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-14,1000.0,225210.0,0.27,0.13,0.22,,225210.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-15,1000.0,226490.0,0.27,0.13,0.23,,226490.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-16,1000.0,229040.0,0.27,0.13,0.23,,229040.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-17,1000.0,229770.0,0.27,0.13,0.23,,229770.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-20,1000.0,230200.0,0.27,0.13,0.23,,230200.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-21,1000.0,227750.0,0.27,0.13,0.23,,227750.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-22,1000.0,227090.0,0.27,0.13,0.23,,227090.0,0.0,1000.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0769
2015-07-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.23,,,0.0,0.0,13000.0,2929160.0,,2.95,0.0,,0.0,,0.0
2015-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2907710.0,,2.93,0.0,,0.0,,0.0
2015-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2839720.0,,2.9,0.0,,0.0,,0.0
2015-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2872480.0,,2.84,0.0,,0.0,,0.0
2015-07-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2908360.0,,2.86,0.0,,0.0,,0.0
2015-07-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2935400.0,,2.91,0.0,,0.0,,0.0
2015-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2921360.0,,2.93,0.0,,0.0,,0.0
2015-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2929940.0,,2.92,0.0,,0.0,,0.0
2015-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2924350.0,,2.91,0.0,,0.0,,0.0
2015-08-05,500.0,114095.0,0.62,0.07,0.11,,114095.0,0.0,500.0,0.0,,,,500.0,,,,,,,,0.11,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0385
2015-08-06,500.0,112305.0,0.62,0.07,0.11,,112305.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0385
2015-08-07,500.0,111305.0,0.57,0.07,0.11,,111305.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0385
2015-08-10,500.0,112485.0,0.58,0.07,0.11,,112485.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0385
2015-08-11,500.0,110530.0,0.58,0.07,0.11,,110530.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0385
2015-08-12,500.0,108060.0,0.58,0.08,0.11,,108060.0,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0385
2015-08-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,500.0,0.0,0.11,,,0.0,0.0,13000.0,2852330.0,,2.81,0.0,,0.0,,0.0
2015-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2857920.0,,2.85,0.0,,0.0,,0.0
2015-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2879760.0,,2.86,0.0,,0.0,,0.0
2015-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2892240.0,,2.88,0.0,,0.0,,0.0
2015-08-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2846220.0,,2.91,0.0,,0.0,,0.0
2015-08-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2785120.0,,2.86,0.0,,0.0,,0.0
2015-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2675660.0,,2.79,0.0,,0.0,,0.0
2015-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2501980.0,,2.7,0.0,,0.0,,0.0
2015-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2595840.0,,2.52,0.0,,0.0,,0.0
2015-08-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2539810.0,,2.58,0.0,,0.0,,0.0
2015-08-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2680860.0,,2.54,0.0,,0.0,,0.0
2015-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2710630.0,,2.68,0.0,,0.0,,0.0
2015-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2687490.0,,2.71,0.0,,0.0,,0.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2611700.0,,2.7,0.0,,0.0,,0.0
2015-09-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2607540.0,,2.61,0.0,,0.0,,0.0
2015-09-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2687230.0,,2.61,0.0,,0.0,,0.0
2015-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2623140.0,,2.69,0.0,,0.0,,0.0
2015-09-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2627950.0,,2.62,0.0,,0.0,,0.0
2015-09-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2649790.0,,2.63,0.0,,0.0,,0.0
2015-09-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2687620.0,,2.66,0.0,,0.0,,0.0
2015-09-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2632370.0,,2.69,0.0,,0.0,,0.0
2015-09-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2609620.0,,2.63,0.0,,0.0,,0.0
2015-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2618850.0,,2.61,0.0,,0.0,,0.0
2015-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2643810.0,,2.62,0.0,,0.0,,0.0
2015-09-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2672670.0,,2.64,0.0,,0.0,,0.0
2015-09-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2673840.0,,2.7,0.0,,0.0,,0.0
2015-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2634060.0,,2.66,0.0,,0.0,,0.0
2015-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2670590.0,,2.63,0.0,,0.0,,0.0
2015-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2623920.0,,2.67,0.0,,0.0,,0.0
2015-09-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2622620.0,,2.63,0.0,,0.0,,0.0
2015-09-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2564120.0,,2.62,0.0,,0.0,,0.0
2015-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2628340.0,,2.57,0.0,,0.0,,0.0
2015-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2558530.0,,2.63,0.0,,0.0,,0.0
2015-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2533050.0,,2.56,0.0,,0.0,,0.0
2015-09-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2591810.0,,2.53,0.0,,0.0,,0.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2590120.0,,2.59,0.0,,0.0,,0.0
2015-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2583100.0,,2.59,0.0,,0.0,,0.0
2015-10-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2672670.0,,2.58,0.0,,0.0,,0.0
2015-10-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2669030.0,,2.67,0.0,,0.0,,0.0
2015-10-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2677480.0,,2.67,0.0,,0.0,,0.0
2015-10-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2691260.0,,2.68,0.0,,0.0,,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2698540.0,,2.68,0.0,,0.0,,0.0
2015-10-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2695940.0,,2.69,0.0,,0.0,,0.0
2015-10-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2689830.0,,2.69,0.0,,0.0,,0.0
2015-10-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2653040.0,,2.7,0.0,,0.0,,0.0
2015-10-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2677220.0,,2.65,0.0,,0.0,,0.0
2015-10-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2713230.0,,2.67,0.0,,0.0,,0.0
2015-10-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2721290.0,,2.71,0.0,,0.0,,0.0
2015-10-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2712060.0,,2.72,0.0,,0.0,,0.0
2015-10-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2715310.0,,2.71,0.0,,0.0,,0.0
2015-10-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2774850.0,,2.71,0.0,,0.0,,0.0
2015-10-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2837510.0,,2.78,0.0,,0.0,,0.0
2015-10-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2831530.0,,2.84,0.0,,0.0,,0.0
2015-10-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2814370.0,,2.83,0.0,,0.0,,0.0
2015-10-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2833220.0,,2.78,0.0,,0.0,,0.0
2015-10-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2857920.0,,2.84,0.0,,0.0,,0.0
2015-10-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2850770.0,,2.86,0.0,,0.0,,0.0
2015-11-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2843620.0,,2.85,0.0,,0.0,,0.0
2015-11-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2881190.0,,2.85,0.0,,0.0,,0.0
2015-11-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2900430.0,,2.88,0.0,,0.0,,0.0
2015-11-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,13000.0,2891850.0,,2.91,0.0,,0.0,,0.0
