,AM3A FP Equity_DX_SI_QTY,AM3A FP Equity_DX_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,AM3A FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,AM3A FP Equity_DX_SI_MV,AM3A FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,AM3A FP Equity_DX_SUPPLY_SI_QTY,AM3A FP Equity_DX_BROKER_SI_QTY,AM3A FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,AM3A FP Equity_DX_BROKER_SI_MV_NEW_x,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_x,AM3A FP Equity_DX_BROKER_SI_MV_INC_x,AM3A FP Equity_DX_BROKER_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_NEW,AM3A FP Equity_DX_SUPPLY_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_QTY_INC,AM3A FP Equity_DX_SUPPLY_SI_QTY_DEC,AM3A FP Equity_DX_BROKER_SI_MV_NEW_y,AM3A FP Equity_DX_BROKER_SI_MV_INC_y,AM3A FP Equity_DX_SUPPLY_SI_QTY_INC_y,AM3A FP Equity_DX_BROKER_SI_MV_ADD,AM3A FP Equity_DX_SUPPLY_SI_QTY_ADD,AM3A FP Equity_DX_BROKER_SI_QTY_DEC,AM3A FP Equity_DX_SUPPLY_SI_MV,AM3A FP Equity_DX_BROKER_SI_MV_DEC,AM3A FP Equity_DX_BROKER_SI_MV_RMV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,AM3A FP Equity_DX_UTILIZATION_QUANTITY,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,AM3A FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,AM3A FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,AM3A FP Equity_DX_ACTIVE_UTILIZATION_MV,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_2,AM3A FP Equity_DX_BROKER_SI_CON_RATIO,AM3A FP Equity_DX_BROKER_SI_MARKET_SHARE_1,AM3A FP Equity_DX_DEMAND_SUPPLY_RATIO,AM3A FP Equity_PX_LAST
2011-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.93
2011-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.58
2011-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.13
2011-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.24
2011-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.94
2011-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.02
2011-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.56
2011-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.36
2011-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.2
2011-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.9
2011-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.01
2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.93
2011-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.71
2011-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.43
2011-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.13
2011-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.21
2011-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.27
2011-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.44
2011-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.01
2011-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.1
2011-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.69
2011-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.92
2011-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.94
2011-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.38
2011-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.29
2011-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.49
2011-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.56
2011-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.66
2011-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.15
2011-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.74
2011-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.68
2011-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.82
2011-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.78
2011-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.89
2011-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.86
2011-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.82
2011-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.64
2011-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.36
2011-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.27
2011-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.93
2011-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.32
2011-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.93
2011-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.42
2011-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.81
2011-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.51
2011-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.99
2011-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.41
2011-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.76
2011-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.4
2011-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.01
2011-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.48
2011-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.18
2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.78
2011-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.56
2011-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.64
2011-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.56
2011-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.79
2011-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.96
2011-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.52
2011-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.55
2011-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.4
2011-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.79
2011-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.86
2011-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.02
2011-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.34
2011-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.92
2011-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.03
2011-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.89
2011-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.94
2012-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.84
2012-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.47
2012-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.07
2012-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.03
2012-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.87
2012-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.29
2012-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.41
2012-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.23
2012-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.06
2012-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.26
2012-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.61
2012-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.98
2012-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.66
2012-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.34
2012-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.27
2012-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.69
2012-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.43
2012-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.82
2012-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.37
2012-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.81
2012-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.18
2012-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.29
2012-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.4
2012-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.88
2012-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.49
2012-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.96
2012-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.42
2012-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.32
2012-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.1
2012-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.48
2012-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.59
2012-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.53
2012-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.53
2012-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.49
2012-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.18
2012-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.13
2012-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.04
2012-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.55
2012-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.77
2012-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.85
2012-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.14
2012-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.35
2012-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.53
2012-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.71
2012-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.07
2012-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.64
2012-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.49
2012-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.73
2012-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.97
2012-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.01
2012-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.01
2012-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.77
2012-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.72
2012-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.39
2012-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.68
2012-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.89
2012-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.91
2012-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.27
2012-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,1.0,187.66,0.0,0.0,0.0,0.0,0.0,0.0,187.66
2012-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2.0,376.26,0.0,0.0,,0.0,,0.0,188.13
2012-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.89
2012-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.12
2012-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.35
2012-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.56
2012-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.01
2012-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.02
2012-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.94
2012-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.68
2012-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.72
2012-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.03
2012-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.05
2012-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.34
2012-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.27
2012-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.93
2012-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.77
2012-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.15
2012-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.76
2012-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.66
2012-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.72
2012-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.95
2012-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.08
2012-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.54
2012-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.52
2012-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.99
2012-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.2
2012-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.49
2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.05
2012-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.17
2012-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.51
2012-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.3
2012-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.62
2012-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.88
2012-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.25
2012-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8
2012-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.88
2012-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.31
2012-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.42
2012-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.45
2012-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.64
2012-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.55
2012-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.66
2012-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.86
2012-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.81
2012-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.97
2012-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.72
2012-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.78
2012-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.88
2012-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.34
2012-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.23
2012-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.86
2012-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.38
2012-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.87
2012-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.64
2012-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.01
2012-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.4
2012-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.77
2012-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.81
2012-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.71
2012-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.65
2012-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.27
2012-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.9
2012-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.82
2012-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.51
2012-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.9
2012-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.57
2012-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.54
2012-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.24
2012-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.09
2012-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.01
2012-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.68
2012-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.28
2012-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.73
2012-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.39
2012-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.72
2012-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.32
2012-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.83
2012-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.98
2012-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.67
2012-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.09
2012-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.12
2012-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.33
2012-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6
2012-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.88
2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.82
2012-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.51
2012-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.78
2012-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.43
2012-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.99
2012-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.2
2012-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.57
2012-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.4
2012-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.42
2012-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.46
2012-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.77
2012-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.23
2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.22
2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.83
2012-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.61
2012-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.1
2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.39
2012-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.59
2012-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.93
2012-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.72
2012-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.31
2012-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.06
2012-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.88
2012-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.96
2012-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.01
2012-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.09
2012-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.46
2012-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.83
2012-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.66
2012-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.24
2012-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.06
2012-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.57
2012-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.82
2012-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.27
2012-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.7
2012-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.23
2012-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.67
2012-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.2
2012-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.83
2012-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.06
2012-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.42
2012-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.48
2012-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.69
2012-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.62
2012-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.87
2012-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.65
2012-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9
2012-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.89
2012-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.15
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.84
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.73
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.01
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.52
2012-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.93
2012-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.17
2012-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.37
2012-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.28
2012-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.79
