,MLCMG FP Equity_DX_SI_QTY,MLCMG FP Equity_DX_SHORT_INTEREST_VALUE,MLCMG FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,MLCMG FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,MLCMG FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,MLCMG FP Equity_DX_SI_MV,MLCMG FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,MLCMG FP Equity_DX_SUPPLY_SI_QTY,MLCMG FP Equity_DX_BROKER_SI_QTY,MLCMG FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,MLCMG FP Equity_DX_SUPPLY_SI_MV,MLCMG FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,MLCMG FP Equity_DX_UTILIZATION_QUANTITY,MLCMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,MLCMG FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,MLCMG FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,MLCMG FP Equity_DX_ACTIVE_UTILIZATION_MV,MLCMG FP Equity_DX_BROKER_SI_CON_RATIO,MLCMG FP Equity_DX_DEMAND_SUPPLY_RATIO,MLCMG FP Equity_PX_LAST
2024-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.03,0.0,0.0,0.0,1.79
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,27566.0,0.01,0.0,0.0,0.0,1.79
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12936.0,0.01,0.0,0.0,0.0,0.84
2024-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,12474.0,0.01,0.0,0.0,0.0,0.81
2024-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-05,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-08,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11858.0,0.01,0.0,0.0,0.0,0.77
2024-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64900.0,48675.0,0.05,0.0,0.0,0.0,0.75
2024-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11550.0,0.01,0.0,0.0,0.0,0.75
2024-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11550.0,0.01,0.0,0.0,0.0,0.75
2024-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0,11550.0,0.01,0.0,0.0,0.0,0.75
2024-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10647.0,7985.25,0.01,0.0,0.0,0.0,0.75
2024-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10647.0,7985.25,0.01,0.0,0.0,0.0,0.75
2024-07-17,,,,,,,,,,,,,,,,,,,,0.75
2024-07-18,,,,,,,,,,,,,,,,,,,,0.75
2024-07-19,,,,,,,,,,,,,,,,,,,,0.75
2024-07-22,,,,,,,,,,,,,,,,,,,,0.75
2024-07-23,,,,,,,,,,,,,,,,,,,,0.75
2024-07-24,,,,,,,,,,,,,,,,,,,,0.75
2024-07-25,,,,,,,,,,,,,,,,,,,,0.75
2024-07-26,,,,,,,,,,,,,,,,,,,,0.75
2024-07-29,,,,,,,,,,,,,,,,,,,,0.75
2024-07-30,,,,,,,,,,,,,,,,,,,,0.75
2024-07-31,,,,,,,,,,,,,,,,,,,,0.75
2024-08-01,,,,,,,,,,,,,,,,,,,,0.75
2024-08-02,,,,,,,,,,,,,,,,,,,,0.75
2024-08-05,,,,,,,,,,,,,,,,,,,,0.75
2024-08-06,,,,,,,,,,,,,,,,,,,,0.75
2024-08-07,,,,,,,,,,,,,,,,,,,,0.75
2024-08-08,,,,,,,,,,,,,,,,,,,,0.75
2024-08-09,,,,,,,,,,,,,,,,,,,,0.75
2024-08-12,,,,,,,,,,,,,,,,,,,,0.75
2024-08-13,,,,,,,,,,,,,,,,,,,,0.75
2024-08-14,,,,,,,,,,,,,,,,,,,,0.75
2024-08-15,,,,,,,,,,,,,,,,,,,,0.675
2024-08-16,,,,,,,,,,,,,,,,,,,,0.675
2024-08-19,,,,,,,,,,,,,,,,,,,,0.675
2024-08-20,,,,,,,,,,,,,,,,,,,,0.675
2024-08-21,,,,,,,,,,,,,,,,,,,,0.675
2024-08-22,,,,,,,,,,,,,,,,,,,,0.675
2024-08-23,,,,,,,,,,,,,,,,,,,,0.675
2024-08-26,,,,,,,,,,,,,,,,,,,,0.675
2024-08-27,,,,,,,,,,,,,,,,,,,,0.675
2024-08-28,,,,,,,,,,,,,,,,,,,,0.675
2024-08-29,,,,,,,,,,,,,,,,,,,,0.675
2024-08-30,,,,,,,,,,,,,,,,,,,,0.675
2024-09-02,,,,,,,,,,,,,,,,,,,,0.675
2024-09-03,,,,,,,,,,,,,,,,,,,,0.675
2024-09-04,,,,,,,,,,,,,,,,,,,,0.675
2024-09-05,,,,,,,,,,,,,,,,,,,,0.78
2024-09-06,,,,,,,,,,,,,,,,,,,,0.8
2024-09-09,,,,,,,,,,,,,,,,,,,,0.8
2024-09-10,,,,,,,,,,,,,,,,,,,,0.8
2024-09-11,,,,,,,,,,,,,,,,,,,,1.0
2024-09-12,,,,,,,,,,,,,,,,,,,,1.0
2024-09-13,,,,,,,,,,,,,,,,,,,,1.0
2024-09-16,,,,,,,,,,,,,,,,,,,,1.0
2024-09-17,,,,,,,,,,,,,,,,,,,,1.0
2024-09-18,,,,,,,,,,,,,,,,,,,,1.0
2024-09-19,,,,,,,,,,,,,,,,,,,,1.0
2024-09-20,,,,,,,,,,,,,,,,,,,,1.0
2024-09-23,,,,,,,,,,,,,,,,,,,,1.0
2024-09-24,,,,,,,,,,,,,,,,,,,,1.0
2024-09-25,,,,,,,,,,,,,,,,,,,,1.2
2024-09-26,,,,,,,,,,,,,,,,,,,,1.2
2024-09-27,,,,,,,,,,,,,,,,,,,,1.22
2024-09-30,,,,,,,,,,,,,,,,,,,,1.22
2024-10-01,,,,,,,,,,,,,,,,,,,,1.22
2024-10-02,,,,,,,,,,,,,,,,,,,,1.22
2024-10-03,,,,,,,,,,,,,,,,,,,,1.22
2024-10-04,,,,,,,,,,,,,,,,,,,,1.2
2024-10-07,,,,,,,,,,,,,,,,,,,,1.22
2024-10-08,,,,,,,,,,,,,,,,,,,,1.22
2024-10-09,,,,,,,,,,,,,,,,,,,,1.25
2024-10-10,,,,,,,,,,,,,,,,,,,,1.22
2024-10-11,,,,,,,,,,,,,,,,,,,,1.22
2024-10-14,,,,,,,,,,,,,,,,,,,,1.23
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,124.0,0.0,0.0,0.0,0.0,1.24
2024-10-16,,,,,,,,,,,,,,,,,,,,1.24
2024-10-17,,,,,,,,,,,,,,,,,,,,1.19
2024-10-18,,,,,,,,,,,,,,,,,,,,1.19
2024-10-21,,,,,,,,,,,,,,,,,,,,1.19
2024-10-22,,,,,,,,,,,,,,,,,,,,1.16
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,4046.0,0.0,0.0,0.0,0.0,1.19
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4284.0,0.0,0.0,0.0,0.0,1.19
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4284.0,0.0,0.0,0.0,0.0,1.19
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4320.0,0.0,0.0,0.0,0.0,1.2
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4284.0,0.0,0.0,0.0,0.0,1.19
2024-10-30,,,,,,,,,,,,,,,,,,,,1.22
2024-10-31,,,,,,,,,,,,,,,,,,,,1.2
2024-11-01,,,,,,,,,,,,,,,,,,,,1.2
2024-11-04,,,,,,,,,,,,,,,,,,,,1.2
2024-11-05,,,,,,,,,,,,,,,,,,,,1.2
2024-11-06,,,,,,,,,,,,,,,,,,,,1.2
2024-11-07,,,,,,,,,,,,,,,,,,,,1.19
2024-11-08,,,,,,,,,,,,,,,,,,,,1.19
2024-11-11,,,,,,,,,,,,,,,,,,,,1.19
2024-11-12,,,,,,,,,,,,,,,,,,,,1.19
2024-11-13,,,,,,,,,,,,,,,,,,,,1.19
2024-11-14,,,,,,,,,,,,,,,,,,,,1.22
2024-11-15,,,,,,,,,,,,,,,,,,,,1.22
2024-11-18,,,,,,,,,,,,,,,,,,,,1.21
2024-11-19,,,,,,,,,,,,,,,,,,,,1.21
2024-11-20,,,,,,,,,,,,,,,,,,,,1.21
2024-11-21,,,,,,,,,,,,,,,,,,,,1.2
2024-11-22,,,,,,,,,,,,,,,,,,,,1.2
2024-11-25,,,,,,,,,,,,,,,,,,,,1.19
2024-11-26,,,,,,,,,,,,,,,,,,,,1.21
2024-11-27,,,,,,,,,,,,,,,,,,,,1.22
2024-11-28,,,,,,,,,,,,,,,,,,,,1.22
2024-11-29,,,,,,,,,,,,,,,,,,,,1.23
2024-12-02,,,,,,,,,,,,,,,,,,,,1.23
2024-12-03,,,,,,,,,,,,,,,,,,,,1.25
2024-12-04,,,,,,,,,,,,,,,,,,,,1.28
2024-12-05,,,,,,,,,,,,,,,,,,,,1.28
2024-12-06,,,,,,,,,,,,,,,,,,,,1.3
2024-12-09,,,,,,,,,,,,,,,,,,,,1.28
2024-12-10,,,,,,,,,,,,,,,,,,,,1.28
2024-12-11,,,,,,,,,,,,,,,,,,,,1.28
2024-12-12,,,,,,,,,,,,,,,,,,,,1.28
2024-12-13,,,,,,,,,,,,,,,,,,,,1.28
2024-12-16,,,,,,,,,,,,,,,,,,,,1.28
2024-12-17,,,,,,,,,,,,,,,,,,,,1.2
2024-12-18,,,,,,,,,,,,,,,,,,,,1.28
2024-12-19,,,,,,,,,,,,,,,,,,,,1.29
2024-12-20,,,,,,,,,,,,,,,,,,,,1.28
2024-12-23,,,,,,,,,,,,,,,,,,,,1.29
2024-12-24,,,,,,,,,,,,,,,,,,,,1.29
2024-12-27,,,,,,,,,,,,,,,,,,,,1.29
2024-12-30,,,,,,,,,,,,,,,,,,,,1.29
2024-12-31,,,,,,,,,,,,,,,,,,,,1.29
2025-01-02,,,,,,,,,,,,,,,,,,,,1.29
2025-01-03,,,,,,,,,,,,,,,,,,,,1.29
2025-01-06,,,,,,,,,,,,,,,,,,,,1.29
2025-01-07,,,,,,,,,,,,,,,,,,,,1.3
2025-01-08,,,,,,,,,,,,,,,,,,,,1.3
2025-01-09,,,,,,,,,,,,,,,,,,,,1.3
2025-01-10,,,,,,,,,,,,,,,,,,,,1.3
2025-01-13,,,,,,,,,,,,,,,,,,,,1.3
2025-01-14,,,,,,,,,,,,,,,,,,,,1.2
2025-01-15,,,,,,,,,,,,,,,,,,,,1.2
2025-01-16,,,,,,,,,,,,,,,,,,,,1.25
2025-01-17,,,,,,,,,,,,,,,,,,,,1.22
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2900.0,3538.0,0.0,0.0,0.0,0.0,1.22
2025-01-21,,,,,,,,,,,,,,,,,,,,1.22
2025-01-22,,,,,,,,,,,,,,,,,,,,1.22
2025-01-23,,,,,,,,,,,,,,,,,,,,1.22
2025-01-24,,,,,,,,,,,,,,,,,,,,1.22
