,STF FP Equity_DX_SI_QTY,STF FP Equity_DX_SHORT_INTEREST_VALUE,STF FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,STF FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,STF FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,STF FP Equity_DX_SI_MV,STF FP Equity_DX_DSS,STF FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,STF FP Equity_DX_SUPPLY_SI_QTY,STF FP Equity_DX_BROKER_SI_QTY,STF FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,STF FP Equity_DX_BROKER_SI_MV_NEW_x,STF FP Equity_DX_SUPPLY_SI_QTY_NEW_x,STF FP Equity_DX_SUPPLY_SI_QTY_INC_x,STF FP Equity_DX_BROKER_SI_MV_INC_x,STF FP Equity_DX_SUPPLY_SI_MV_NEW,STF FP Equity_DX_BROKER_SI_QTY_ADD,STF FP Equity_DX_BROKER_SI_QTY_NEW,STF FP Equity_DX_SUPPLY_SI_MV_DEC,STF FP Equity_DX_BROKER_SI_QTY_INC,STF FP Equity_DX_SUPPLY_SI_QTY_DEC,STF FP Equity_DX_BROKER_SI_MV_NEW_y,STF FP Equity_DX_SUPPLY_SI_QTY_NEW_y,STF FP Equity_DX_BROKER_SI_MV_INC_y,STF FP Equity_DX_SUPPLY_SI_QTY_INC_y,STF FP Equity_DX_BROKER_SI_MV_ADD,STF FP Equity_DX_SUPPLY_SI_QTY_ADD,STF FP Equity_DX_BROKER_SI_QTY_DEC,STF FP Equity_DX_SUPPLY_SI_MV,STF FP Equity_DX_BROKER_SI_MV_DEC,STF FP Equity_DX_SUPPLY_SI_MV_RMV,STF FP Equity_DX_BROKER_SI_MV_RMV,STF FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,STF FP Equity_DX_UTILIZATION_QUANTITY,STF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,STF FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,STF FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,STF FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,STF FP Equity_DX_ACTIVE_UTILIZATION_MV,STF FP Equity_DX_BROKER_SI_MARKET_SHARE_2,STF FP Equity_DX_BROKER_SI_CON_RATIO,STF FP Equity_DX_BROKER_SI_MARKET_SHARE_1,STF FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-08-01,12.0,1204.8,0.0,0.01,0.0,0.0,0.0,1204.8,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124686.0,12518474.4,,12.39,0.0,,1.0,100.0,0.0001
2018-08-02,12.0,1216.8,0.0,0.01,0.0,0.0,0.0,1216.8,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124931.0,12668003.4,,12.59,0.0,,1.0,100.0,0.0001
2018-08-03,12.0,1224.0,0.0,0.01,0.0,0.0,0.0,1224.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,115339.0,11764578.0,,11.72,0.0,,1.0,100.0,0.0001
2018-08-06,12.0,1236.0,0.0,0.01,0.0,0.0,0.0,1236.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124931.0,12867893.0,,12.78,0.0,,1.0,100.0,0.0001
2018-08-07,12.0,1231.2,0.0,0.01,0.0,0.0,0.0,1231.2,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,124931.0,12817920.6,,12.85,0.0,,1.0,100.0,0.0001
2018-08-08,12.0,1212.0,0.0,0.01,0.0,0.0,0.0,1212.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125034.0,12628434.0,,12.78,0.0,,1.0,100.0,0.0001
2018-08-09,3012.0,304814.4,0.09,1.47,0.02,0.3,0.0,1214.4,3000.0,12.0,303600.0,,,,,,,,,,,,,,,,3000.0,,0.3,,,,2.4,2.4,122121.0,12358645.2,,12.37,2.39,0.4,0.9921,99.6,0.0241
2018-08-10,3012.0,304814.4,0.09,1.47,0.02,0.3,0.0,1214.4,3000.0,12.0,303600.0,,,,,,,,,,,,,,,,,,0.3,,,,2.4,2.4,122121.0,12358645.2,,12.41,2.39,0.4,0.9921,99.6,0.0241
2018-08-13,12.0,1197.6,0.0,0.01,0.0,0.0,0.0,1197.6,0.0,12.0,0.0,,,,,,,,0.3,,3000.0,,,,,,,,0.0,,,,0.0,0.0,125121.0,12487075.8,,12.64,0.0,,1.0,100.0,0.0001
2018-08-14,12.0,1207.2,0.0,0.01,0.0,0.0,0.0,1207.2,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125207.0,12595824.2,,12.54,0.0,,1.0,100.0,0.0001
2018-08-15,12.0,1202.4,0.0,0.01,0.0,0.0,0.0,1202.4,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125207.0,12545741.4,,12.59,0.0,,1.0,100.0,0.0001
2018-08-16,12.0,1194.0,0.0,0.01,0.0,0.0,0.0,1194.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125207.0,12458096.5,,12.52,0.0,,1.0,100.0,0.0001
2018-08-17,12.0,1200.0,0.0,0.01,0.0,0.0,0.0,1200.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125207.0,12520700.0,,12.45,0.0,,1.0,100.0,0.0001
2018-08-20,12.0,1188.0,0.0,0.01,0.0,0.0,0.0,1188.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125330.0,12407670.0,,12.5,0.0,,1.0,100.0,0.0001
2018-08-21,12.0,1200.0,0.0,0.01,0.0,0.0,0.0,1200.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125436.0,12543600.0,,12.4,0.0,,1.0,100.0,0.0001
2018-08-22,12.0,1200.0,0.0,0.01,0.0,0.0,0.0,1200.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125514.0,12551400.0,,12.46,0.0,,1.0,100.0,0.0001
2018-08-23,12.0,1224.0,0.0,0.01,0.0,0.0,0.0,1224.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125514.0,12802428.0,,12.57,0.0,,1.0,100.0,0.0001
2018-08-24,12.0,1224.0,0.0,0.01,0.0,0.0,0.0,1224.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125629.0,12814158.0,,12.8,0.0,,1.0,100.0,0.0001
2018-08-27,12.0,1226.4,0.0,0.01,0.0,0.0,0.0,1226.4,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125729.0,12849503.8,,12.81,0.0,,1.0,100.0,0.0001
2018-08-28,12.0,1216.8,0.0,0.01,0.0,0.0,0.0,1216.8,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125729.0,12748920.6,,12.82,0.0,,1.0,100.0,0.0001
2018-08-29,12.0,1202.4,0.0,0.01,0.0,0.0,0.0,1202.4,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125729.0,12598045.8,,12.74,0.0,,1.0,100.0,0.0001
2018-08-30,12.0,1214.4,0.0,0.01,0.0,0.0,0.0,1214.4,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125729.0,12723774.8,,12.63,0.0,,1.0,100.0,0.0001
2018-08-31,12.0,1188.0,0.0,0.01,0.0,0.0,0.0,1188.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125729.0,12447171.0,,12.69,0.0,,1.0,100.0,0.0001
2018-09-03,12.0,1164.0,0.0,0.01,0.0,0.0,0.0,1164.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125729.0,12195713.0,,12.4,0.0,,1.0,100.0,0.0001
2018-09-04,12.0,1146.0,0.0,0.01,0.0,0.0,0.0,1146.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126602.0,12090491.0,,12.25,0.0,,1.0,100.0,0.0001
2018-09-05,3412.0,313904.0,0.11,2.17,0.03,0.33,0.0,19504.0,3200.0,212.0,294400.0,,,,,,200.0,,,,,,,,,0.02,3200.0,,0.31,,,,2.52,2.52,123836.0,11392912.0,,11.72,2.54,5.86,0.883,93.79,0.0269
2018-09-06,212.0,19716.0,0.01,0.14,0.0,0.02,0.0,19716.0,0.0,212.0,0.0,,,,,,,,0.31,,3200.0,,,,,,,,0.0,,,,0.0,0.0,126960.0,11807280.0,,11.71,0.0,5.66,0.8932,94.34,0.0017
2018-09-07,212.0,19716.0,0.01,0.14,0.0,0.02,0.0,19716.0,0.0,212.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126960.0,11807280.0,,11.83,0.0,5.66,0.8932,94.34,0.0017
2018-09-10,1192.0,107995.2,0.04,0.82,0.01,0.11,0.0,19207.2,980.0,212.0,88788.0,,,,,,,,,,,,,,,,980.0,,0.09,,,,100.0,0.77,0.0,0.0,,0.0,100.0,17.14,0.6991,81.83,0.0094
2018-09-11,1436.0,129240.0,0.05,0.95,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,1224.0,,0.09,,980.0,,,,,0.11,1224.0,,0.11,,,,0.97,0.97,125485.0,11293650.0,,11.35,0.97,13.93,0.7459,85.23,0.0113
2018-09-12,1436.0,129240.0,0.05,0.89,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125485.0,11293650.0,,11.28,0.96,13.98,0.7453,85.19,0.0113
2018-09-13,1436.0,129240.0,0.05,0.88,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125485.0,11293650.0,,11.27,0.96,14.0,0.7449,85.16,0.0113
2018-09-14,1436.0,129958.0,0.05,0.8,0.01,0.13,0.0,129958.0,1224.0,1436.0,110772.0,,,,,,,,,,,,,,,,,,0.11,,,,0.96,0.96,125900.0,11393950.0,,11.36,0.96,13.88,0.7468,85.29,0.0113
2018-09-17,1436.0,129240.0,0.05,0.79,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125392.0,11285280.0,,11.33,0.97,13.94,0.7458,85.22,0.0113
2018-09-18,1436.0,129240.0,0.05,0.79,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125392.0,11285280.0,,11.29,0.97,13.92,0.7462,85.25,0.0113
2018-09-19,1436.0,129240.0,0.05,0.8,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125140.0,11262600.0,,11.27,0.97,13.9,0.7464,85.26,0.0114
2018-09-20,1436.0,128522.0,0.05,0.8,0.01,0.13,0.0,128522.0,1224.0,1436.0,109548.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125140.0,11200030.0,,11.22,0.96,14.04,0.7443,85.12,0.0114
2018-09-21,1436.0,127804.0,0.05,0.78,0.01,0.13,0.0,127804.0,1224.0,1436.0,108936.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,125140.0,11137460.0,,11.19,0.97,13.92,0.7461,85.24,0.0114
2018-09-24,1436.0,129240.0,0.05,0.77,0.01,0.13,0.0,129240.0,1224.0,1436.0,110160.0,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,124895.0,11240550.0,,11.15,0.97,13.92,0.7462,85.25,0.0114
2018-09-25,1436.0,129096.4,0.05,0.77,0.01,0.13,0.0,129096.4,1224.0,1436.0,110037.6,,,,,,,,,,,,,,,,,,0.11,,,,0.97,0.97,124895.0,11228060.5,,11.2,0.98,13.91,0.7463,85.26,0.0114
2018-09-26,2416.0,217440.0,0.08,1.26,0.02,0.22,0.0,129240.0,2204.0,1436.0,198360.0,,,,,,,,,,,,,,,,980.0,,0.2,,,,1.75,1.75,123915.0,11152350.0,,11.15,1.75,40.51,0.4284,50.73,0.0192
2018-09-27,1732.0,155880.0,0.05,0.86,0.01,0.16,0.0,129240.0,1520.0,1436.0,136800.0,,,,,,,,0.06,,684.0,,,,,,,,0.14,,,,1.2,1.2,124713.0,11224170.0,,11.25,1.21,16.99,0.544,70.85,0.0137
2018-09-28,1732.0,155360.4,0.05,0.83,0.01,0.16,0.0,128809.2,1520.0,1436.0,136344.0,,,,,,,,,,,,,,,,,,0.14,,,,1.2,1.2,124831.0,11197340.7,,11.24,1.21,16.97,0.5438,70.84,0.0137
2018-10-01,1732.0,161249.2,0.05,0.76,0.01,0.16,0.0,133691.6,1520.0,1436.0,141512.0,,,,,,,,,,,,,,,,,,0.14,,,,1.2,1.2,125134.0,11649975.4,,11.32,1.2,17.58,0.5381,70.29,0.0137
2018-10-02,1920.0,179904.0,0.06,0.82,0.01,0.18,0.0,152168.8,296.0,1624.0,27735.2,,,,0.02,,,,0.11,188.0,1224.0,,,0.02,,,,,0.03,,,,0.23,0.23,126079.0,11813602.3,,11.76,0.24,15.5,0.5747,73.47,0.0152
2018-10-03,4488.0,417384.0,0.14,1.87,0.03,0.42,0.0,244032.0,3276.0,2624.0,304668.0,,,714.0,,,1000.0,,,,,,,,714.0,0.09,2266.0,,0.31,,,,2.59,2.59,123099.0,11448207.0,,11.55,2.58,31.54,0.3232,41.54,0.0355
2018-10-04,3647.0,339535.7,0.11,1.49,0.03,0.34,0.0,165997.3,3276.0,1783.0,304995.6,,,,,,,,,,,,,,,,,841.0,0.31,0.08,,,2.6,2.6,122894.0,11441431.4,,11.44,2.6,38.68,0.4162,51.15,0.0289
2018-10-05,3647.0,331877.0,0.11,1.38,0.03,0.34,0.0,162253.0,3276.0,1783.0,298116.0,,,,,,,,,,,,,,,,,,0.3,,,,2.6,2.6,122894.0,11183354.0,,11.44,2.58,38.56,0.4168,51.3,0.0289
2018-10-08,3502.0,313779.2,0.11,1.28,0.03,0.32,0.0,146764.8,3276.0,1638.0,293529.6,,,,,,,,,,,,,,,,,145.0,0.3,0.01,,,2.6,2.6,122894.0,11011302.4,,11.22,2.62,39.66,0.452,53.99,0.0278
2018-10-09,4804.0,427556.0,0.15,1.74,0.04,0.44,0.0,261660.0,2874.0,2940.0,255786.0,,,,0.15,,,,0.04,1704.0,402.0,,,0.15,,,,402.0,0.27,0.04,,,2.28,2.28,123416.0,10984024.0,,11.12,2.33,35.03,0.3268,39.99,0.038
2018-10-10,4804.0,417948.0,0.15,1.73,0.04,0.44,0.0,255780.0,2874.0,2940.0,250038.0,,,,,,,,,,,,,,,,,,0.26,,,,2.28,2.28,123416.0,10737192.0,,11.05,2.33,34.91,0.3273,40.19,0.038
2018-10-11,3130.0,262920.0,0.1,1.07,0.02,0.29,0.0,106344.0,2874.0,1266.0,241416.0,,,,,,,,,,,,,,,,,1674.0,0.26,0.15,,,2.28,2.28,123269.0,10354596.0,,10.8,2.35,30.79,0.4757,61.4,0.0248
2018-10-12,3130.0,269180.0,0.1,1.04,0.02,0.28,0.0,108876.0,2874.0,1266.0,247164.0,,,,,,,,,,,,,,,,,,0.26,,,,2.28,2.28,123415.0,10613690.0,,10.53,2.42,30.19,0.4812,62.15,0.0248
2018-10-15,3116.0,275142.8,0.1,1.0,0.02,0.28,0.0,110551.6,2874.0,1252.0,253774.2,,,,,,,,,,,,,,,,,14.0,0.26,0.0,,,2.27,2.27,123492.0,10904343.6,,10.75,2.39,30.8,0.4809,61.82,0.0247
2018-10-16,3116.0,274831.2,0.1,0.98,0.02,0.29,0.0,110426.4,2874.0,1252.0,253486.8,,,,,,,,,,,,,,,,,,0.26,,,,2.28,2.28,123223.0,10868268.6,,10.97,2.35,31.24,0.477,61.27,0.0247
2018-10-17,3116.0,277324.0,0.1,1.02,0.02,0.29,0.0,111428.0,2874.0,1252.0,255786.0,,,,,,,,,,,,,,,,,,0.27,,,,2.28,2.28,123223.0,10966847.0,,10.98,2.36,31.2,0.4774,61.32,0.0247
2018-10-18,4116.0,367147.2,0.13,1.31,0.03,0.38,0.0,200878.4,2874.0,2252.0,256360.8,,,,,,1000.0,,,,,,,,,0.09,,,0.26,,,,2.28,2.28,123223.0,10991491.6,,10.98,2.35,23.97,0.3328,46.55,0.0326
2018-10-19,2286.0,201168.0,0.07,0.73,0.02,0.2,0.0,109296.0,1044.0,1242.0,91872.0,,,,,,,,0.17,,1830.0,,,,,,,1010.0,0.09,0.09,,,0.83,0.83,125053.0,11004664.0,,11.11,0.82,44.04,0.4073,45.3,0.0181
2018-10-22,2286.0,199110.6,0.07,0.72,0.02,0.2,0.0,108178.2,1044.0,1242.0,90932.4,,,,,,,,,,,,,,,,,,0.09,,,,0.83,0.83,125053.0,10892116.3,,10.99,0.82,43.95,0.4075,45.41,0.0181
2018-10-23,2286.0,186537.6,0.07,0.75,0.02,0.19,0.0,101347.2,1044.0,1242.0,85190.4,,,,,,,,,,,,,,,,,,0.09,,,,0.83,0.83,125053.0,10204324.8,,10.76,0.78,44.03,0.4054,45.07,0.0181
2018-10-24,2286.0,180594.0,0.07,0.75,0.02,0.18,0.0,98118.0,1044.0,1242.0,82476.0,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.83,125056.0,9879424.0,,10.16,0.81,44.38,0.4066,44.89,0.0181
2018-10-25,2286.0,171907.2,0.07,0.75,0.02,0.18,0.0,93398.4,1044.0,1242.0,78508.8,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.83,125233.0,9417521.6,,9.81,0.79,44.45,0.406,44.72,0.0181
2018-10-26,2244.0,179744.4,0.07,0.74,0.02,0.17,0.0,96120.0,1044.0,1200.0,83624.4,,,,,,,,,,,,,,,,,42.0,0.08,0.0,,,0.83,0.83,125233.0,10031163.3,,9.52,0.87,43.33,0.4257,48.0,0.0178
2018-10-29,2244.0,180866.4,0.07,0.7,0.02,0.18,0.0,96720.0,1044.0,1200.0,84146.4,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.83,125496.0,10114977.6,,10.07,0.83,44.4,0.4233,46.72,0.0177
2018-10-30,2244.0,181090.8,0.07,0.68,0.02,0.18,0.0,96840.0,1044.0,1200.0,84250.8,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.83,125496.0,10127527.2,,10.13,0.83,44.51,0.4231,46.59,0.0177
2018-10-31,1244.0,100639.6,0.04,0.37,0.01,0.1,0.0,16180.0,1044.0,200.0,84459.6,,,,,,,,,,,,,,,,,1000.0,0.08,0.08,,,0.83,0.83,125496.0,10152626.4,,10.15,0.83,16.02,0.7309,83.98,0.0098
2018-11-01,1244.0,102008.0,0.04,0.36,0.01,0.1,0.0,16400.0,1044.0,200.0,85608.0,,,,,,,,,,,,,,,,,,0.09,,,,0.83,0.83,125496.0,10290672.0,,10.16,0.83,15.91,0.7324,84.09,0.0098
2018-11-02,1244.0,102132.4,0.04,0.36,0.01,0.1,0.0,16420.0,1044.0,200.0,85712.4,,,,,,,,,,,,,,,,,,0.09,,,,0.83,0.83,125215.0,10280151.5,,10.26,0.83,16.07,0.7302,83.93,0.0099
2018-11-05,1244.0,100639.6,0.04,0.34,0.01,0.1,0.0,16180.0,1044.0,200.0,84459.6,,,,,,,,,,,,,,,,,,0.08,,,,0.83,0.83,125496.0,10152626.4,,10.27,0.82,16.29,0.7273,83.71,0.0098
2018-11-06,1244.0,100639.6,0.04,0.34,0.01,0.1,0.0,16180.0,1044.0,200.0,84459.6,,,,,,,,,,,,,,,,,,0.08,,,,0.82,0.82,125868.0,10182721.2,,10.26,0.82,16.09,0.73,83.91,0.0098
2018-11-07,752.0,61062.4,0.02,0.21,0.01,0.06,0.0,16240.0,552.0,200.0,44822.4,,,,,,,,0.04,,492.0,,,,,,,,0.05,,,,0.43,0.43,126360.0,10260432.0,,10.33,0.43,26.45,0.6109,73.55,0.0059
2018-11-08,512.0,42086.4,0.02,0.14,0.0,0.04,0.0,16440.0,312.0,200.0,25646.4,,,,,,,,0.02,,240.0,,,,,,,,0.03,,,,0.25,0.25,126600.0,10406520.0,,10.41,0.25,38.64,0.5258,61.36,0.004
2018-11-09,512.0,42086.4,0.02,0.13,0.0,0.04,0.0,16440.0,312.0,200.0,25646.4,,,,,,,,,,,,,,,,,,0.03,,,,0.25,0.25,126600.0,10406520.0,,10.43,0.25,39.03,0.5241,60.97,0.004
2018-11-12,512.0,41369.6,0.02,0.14,0.0,0.04,0.0,16160.0,312.0,200.0,25209.6,,,,,,,,,,,,,,,,,,0.03,,,,0.25,0.25,126600.0,10229280.0,,10.41,0.24,39.4,0.5225,60.6,0.004
2018-11-13,512.0,41369.6,0.02,0.14,0.0,0.04,0.0,16160.0,312.0,200.0,25209.6,,,,,,,,,,,,,,,,,,0.03,,,,0.25,0.25,126600.0,10229280.0,,10.32,0.24,39.09,0.5238,60.91,0.004
2018-11-14,512.0,41318.4,0.02,0.14,0.0,0.04,0.0,16140.0,312.0,200.0,25178.4,,,,,,,,,,,,,,,,,,0.03,,,,0.25,0.25,126600.0,10216620.0,,10.32,0.24,39.1,0.5237,60.9,0.004
2018-11-15,512.0,40908.8,0.02,0.13,0.0,0.04,0.0,15980.0,312.0,200.0,24928.8,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,126600.0,10115340.0,,10.21,0.24,39.32,0.5228,60.68,0.004
2018-11-16,512.0,40908.8,0.02,0.14,0.0,0.04,0.0,15980.0,312.0,200.0,24928.8,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,126484.0,10106071.6,,10.21,0.24,39.13,0.5236,60.87,0.004
2018-11-19,512.0,40243.2,0.02,0.13,0.0,0.04,0.0,15720.0,312.0,200.0,24523.2,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,126484.0,9941642.4,,10.18,0.24,39.45,0.5223,60.55,0.004
2018-11-20,512.0,39219.2,0.02,0.13,0.0,0.04,0.0,15320.0,312.0,200.0,23899.2,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,126594.0,9697100.4,,10.15,0.24,39.59,0.5217,60.41,0.004
2018-11-21,512.0,39372.8,0.02,0.12,0.0,0.04,0.0,15380.0,312.0,200.0,23992.8,,,,,,,,,,,,,,,,,,0.02,,,,0.25,0.25,126594.0,9735078.6,,10.03,0.24,38.94,0.5245,61.06,0.004
2018-11-22,200.0,15040.0,0.01,0.05,0.0,0.02,0.0,15040.0,0.0,200.0,0.0,,,,,,,,0.02,,312.0,,,,,,,,0.0,,,,0.0,0.0,127243.0,9568673.6,,9.74,0.0,,1.0,100.0,0.0016
2018-11-23,200.0,15080.0,0.01,0.05,0.0,0.02,0.0,15080.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,126951.0,9572105.4,,9.57,0.0,,1.0,100.0,0.0016
2018-11-26,200.0,15340.0,0.01,0.05,0.0,0.02,0.0,15340.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125872.0,9654382.4,,9.52,0.0,,1.0,100.0,0.0016
2018-11-27,566.0,44091.4,0.02,0.14,0.0,0.04,0.0,44091.4,366.0,566.0,28511.4,,,,,,366.0,,,,,,,,,0.03,366.0,,0.03,,,,0.29,0.29,125506.0,9776917.4,,9.66,0.29,35.56,0.5417,64.44,0.0045
2018-11-28,566.0,44148.0,0.02,0.13,0.0,0.04,0.0,44148.0,366.0,566.0,28548.0,,,,,,,,,,,,,,,,,,0.03,,,,0.29,0.29,125506.0,9789468.0,,9.75,0.29,35.46,0.5423,64.54,0.0045
2018-11-29,200.0,15660.0,0.01,0.02,0.0,0.02,0.0,15660.0,0.0,200.0,0.0,,,,,,,,0.03,,366.0,,,,,,,366.0,0.0,0.03,,,0.0,0.0,125872.0,9855777.6,,9.8,0.0,,1.0,100.0,0.0016
2018-11-30,200.0,15620.0,0.01,0.02,0.0,0.02,0.0,15620.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125992.0,9839975.2,,9.87,0.0,,1.0,100.0,0.0016
2018-12-03,200.0,15580.0,0.01,0.02,0.0,0.02,0.0,15580.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,125992.0,9814776.8,,9.83,0.0,,1.0,100.0,0.0016
2018-12-04,1758.0,133432.2,0.06,0.2,0.01,0.14,0.0,133432.2,578.0,1758.0,43870.2,,,,,,1558.0,,,,,,,,,0.12,578.0,,0.05,,,,0.46,0.46,125705.0,9541009.5,,9.74,0.46,11.38,0.7984,88.62,0.0139
2018-12-05,1758.0,130092.0,0.06,0.21,0.01,0.13,0.0,130092.0,1558.0,1758.0,115292.0,,,,,,,,,,,,,,,,980.0,,0.12,,,,1.23,1.23,124944.0,9245856.0,,9.44,1.22,11.37,0.7984,88.63,0.0139
2018-12-06,1758.0,129916.2,0.06,0.2,0.01,0.13,0.0,129916.2,1558.0,1758.0,115136.2,,,,,,,,,,,,,,,,,,0.12,,,,1.23,1.23,125136.0,9247550.4,,9.25,1.23,11.39,0.7982,88.61,0.0139
2018-12-07,1758.0,130267.8,0.06,0.2,0.01,0.13,0.0,130267.8,1558.0,1758.0,115447.8,,,,,,,,,,,,,,,,,,0.12,,,,1.23,1.23,125136.0,9272577.6,,9.25,1.23,11.38,0.7983,88.62,0.0139
2018-12-10,1758.0,130971.0,0.06,0.21,0.01,0.13,0.0,130971.0,1558.0,1758.0,116071.0,,,,,,,,,,,,,,,,,,0.12,,,,1.23,1.23,125136.0,9322632.0,,9.29,1.23,11.37,0.7985,88.63,0.0139
2018-12-11,1180.0,88264.0,0.04,0.14,0.01,0.09,0.0,88264.0,980.0,1180.0,73304.0,,,,,,,,0.04,,578.0,,,,,,,578.0,0.07,0.04,,,0.77,0.77,125714.0,9403407.2,,9.39,0.78,16.95,0.7185,83.05,0.0093
2018-12-12,1180.0,86494.0,0.04,0.14,0.01,0.09,0.0,86494.0,980.0,1180.0,71834.0,,,,,,,,,,,,,,,,,,0.07,,,,0.78,0.78,124864.0,9152531.2,,9.29,0.77,16.95,0.7185,83.05,0.0094
2018-12-13,1180.0,84842.0,0.04,0.14,0.01,0.09,0.0,84842.0,980.0,1180.0,70462.0,,,,,,,,,,,,,,,,,,0.07,,,,0.78,0.78,124864.0,8977721.6,,9.12,0.77,16.95,0.7185,83.05,0.0094
2018-12-14,1758.0,124642.2,0.06,0.2,0.01,0.13,0.0,83662.0,1558.0,1180.0,110462.2,,,,,,,,,,,,,,,,578.0,,0.11,,,,1.24,1.24,124286.0,8811877.4,,8.92,1.23,32.96,0.4315,55.67,0.014
2018-12-17,1758.0,123939.0,0.06,0.21,0.01,0.13,0.0,123939.0,1558.0,1758.0,109839.0,,,,,,578.0,,,,,,,,,0.04,,,0.11,,,,1.24,1.24,124286.0,8762163.0,,8.79,1.23,34.91,0.4263,54.06,0.014
2018-12-18,1758.0,127455.0,0.06,0.21,0.01,0.13,0.0,127455.0,1558.0,1758.0,112955.0,,,,,,,,,,,,,,,,,,0.11,,,,1.24,1.24,124286.0,9010735.0,,8.8,1.25,34.96,0.4262,54.02,0.014
2018-12-19,1758.0,127455.0,0.06,0.2,0.01,0.13,0.0,127455.0,1558.0,1758.0,112955.0,,,,,,,,,,,,,,,,,,0.11,,,,1.24,1.24,124286.0,9010735.0,,9.01,1.24,34.99,0.4261,53.99,0.014
