,GRE FP Equity_DX_SI_QTY,GRE FP Equity_DX_SHORT_INTEREST_VALUE,GRE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,GRE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,GRE FP Equity_DX_SI_MV,GRE FP Equity_DX_DSS,GRE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,GRE FP Equity_DX_SUPPLY_SI_QTY,GRE FP Equity_DX_BROKER_SI_QTY,GRE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,GRE FP Equity_DX_BROKER_SI_MV_NEW_x,GRE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,GRE FP Equity_DX_SUPPLY_SI_QTY_INC_x,GRE FP Equity_DX_BROKER_SI_MV_INC_x,GRE FP Equity_DX_SUPPLY_SI_MV_NEW,GRE FP Equity_DX_BROKER_SI_QTY_ADD,GRE FP Equity_DX_BROKER_SI_QTY_NEW,GRE FP Equity_DX_SUPPLY_SI_MV_DEC,GRE FP Equity_DX_BROKER_SI_QTY_INC,GRE FP Equity_DX_SUPPLY_SI_QTY_DEC,GRE FP Equity_DX_BROKER_SI_MV_NEW_y,GRE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,GRE FP Equity_DX_BROKER_SI_MV_INC_y,GRE FP Equity_DX_SUPPLY_SI_QTY_INC_y,GRE FP Equity_DX_BROKER_SI_MV_ADD,GRE FP Equity_DX_SUPPLY_SI_QTY_ADD,GRE FP Equity_DX_BROKER_SI_QTY_DEC,GRE FP Equity_DX_SUPPLY_SI_MV,GRE FP Equity_DX_BROKER_SI_MV_DEC,GRE FP Equity_DX_SUPPLY_SI_MV_RMV,GRE FP Equity_DX_BROKER_SI_MV_RMV,GRE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,GRE FP Equity_DX_UTILIZATION_QUANTITY,GRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,GRE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,GRE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,GRE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,GRE FP Equity_DX_ACTIVE_UTILIZATION_MV,GRE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,GRE FP Equity_DX_BROKER_SI_CON_RATIO,GRE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,GRE FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-12-11,969481.0,733121.53,2.61,0.52,0.74,,358162.03,512181.0,473634.0,387311.27,,,,,,457300.0,,,,,,,,,0.35,,,0.39,,,,100.0,39.95,0.0,0.0,,0.0,100.0,43.49,0.4872,54.56,0.7562
2018-12-12,969481.0,748148.49,2.64,0.52,0.73,,365503.36,512181.0,473634.0,395250.08,,,,,,,,,,,,,,,,,,0.39,,,,100.0,39.95,0.0,0.0,,0.0,100.0,43.01,0.4881,55.03,0.7562
2018-12-13,969481.0,746306.47,2.67,0.52,0.75,,364603.45,512181.0,473634.0,394276.93,,,,,,,,,,,,,,,,,,0.4,,,,100.0,39.87,0.0,0.0,,0.0,100.0,43.01,0.4881,55.03,0.7547
2018-12-14,997481.0,767860.87,2.67,0.54,0.77,,386157.85,512181.0,501634.0,394276.93,,,,,,28000.0,,,,,,,,,0.02,,,0.39,,,,100.0,39.97,0.0,0.0,,0.0,100.0,41.61,0.4579,53.23,0.7784
2018-12-17,997481.0,755392.36,2.57,0.54,0.77,,379887.43,512181.0,501634.0,387874.67,,,,,,,,,,,,,,,,,,0.39,,,,100.0,39.97,0.0,0.0,,0.0,100.0,41.59,0.4579,53.25,0.7784
2018-12-18,997481.0,742824.1,2.61,0.54,0.75,,373566.84,512181.0,501634.0,381421.19,,,,,,,,,,,,,,,,,,0.39,,,,100.0,39.97,0.0,0.0,,0.0,100.0,41.61,0.4579,53.23,0.7784
2018-12-19,523847.0,388799.24,1.45,0.29,0.39,,20781.6,495847.0,28000.0,368017.64,,,,,,,,0.01,,16334.0,,,,,,,473634.0,0.37,0.36,,,100.0,38.69,0.0,0.0,,0.0,100.0,7.18,0.8667,92.82,0.4088
2018-12-20,523847.0,381203.46,1.47,0.29,0.39,,20375.6,495847.0,28000.0,360827.86,,,,,,,,,,,,,,,,,,0.37,,,,100.0,38.71,0.0,0.0,,0.0,100.0,7.24,0.8656,92.76,0.4089
2018-12-21,523847.0,380679.61,1.53,0.29,0.39,,20347.6,495847.0,28000.0,360332.01,,,,,,,,,,,,,,,,,,0.37,,,,100.0,38.71,0.0,0.0,,0.0,100.0,7.13,0.8675,92.87,0.4089
2018-12-24,523847.0,381884.46,1.54,0.29,0.38,,20412.0,495847.0,28000.0,361472.46,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.71,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.4089
2018-12-25,523847.0,381884.46,1.56,0.29,0.38,,20412.0,495847.0,28000.0,361472.46,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.71,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.4089
2018-12-26,523847.0,381884.46,1.56,0.29,0.38,,20412.0,495847.0,28000.0,361472.46,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.71,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.4089
2018-12-27,523847.0,376226.92,1.56,0.29,0.38,,20109.6,495847.0,28000.0,356117.32,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.71,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.4089
2018-12-28,523847.0,377955.61,1.55,0.29,0.38,,20202.0,495847.0,28000.0,357753.61,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.408
2018-12-31,523847.0,382251.16,1.58,0.29,0.38,,20431.6,495847.0,28000.0,361819.56,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.28,0.865,92.72,0.408
2019-01-01,523847.0,382251.16,1.63,0.29,0.38,,20431.6,495847.0,28000.0,361819.56,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.408
2019-01-02,523847.0,379789.08,1.63,0.29,0.38,,20300.0,495847.0,28000.0,359489.08,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.408
2019-01-03,523847.0,378584.23,1.6,0.29,0.38,,20235.6,495847.0,28000.0,358348.63,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.26,0.8653,92.74,0.408
2019-01-04,523847.0,388589.7,1.61,0.29,0.38,,20770.4,495847.0,28000.0,367819.3,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.24,0.8656,92.76,0.408
2019-01-07,523847.0,390685.09,1.71,0.29,0.38,,20882.4,495847.0,28000.0,369802.69,,,,,,,,,,,,,,,,,,0.36,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.44,0.8623,92.56,0.408
2019-01-08,523847.0,393671.02,1.96,0.29,0.39,,21042.0,495847.0,28000.0,372629.02,,,,,,,,,,,,,,,,,,0.37,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.3,0.8646,92.7,0.408
2019-01-09,523847.0,412267.59,1.85,0.29,0.4,,22036.0,495847.0,28000.0,390231.59,,,,,,,,,,,,,,,,,,0.38,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.32,0.8644,92.68,0.408
2019-01-10,523847.0,406976.73,1.55,0.29,0.4,,21753.2,495847.0,28000.0,385223.53,,,,,,,,,,,,,,,,,,0.38,,,,100.0,38.62,0.0,0.0,,0.0,100.0,7.58,0.8599,92.42,0.408
2019-01-11,4123847.0,3193094.73,10.82,2.26,3.28,,2809160.4,495847.0,3628000.0,383934.33,,,,,,3600000.0,,,,,,,,,2.87,,,0.39,,,,100.0,38.88,0.0,0.0,,0.0,100.0,44.01,0.4174,46.45,3.2334
2019-01-14,6960747.0,5356294.82,18.95,3.77,5.52,,4974740.55,495847.0,6464900.0,381554.27,,,,1.91,,436900.0,,,2400000.0,,,,1.91,,0.34,,,0.38,,,,100.0,38.88,0.0,0.0,,0.0,100.0,42.86,0.3963,45.39,5.4578
2019-01-15,6960747.0,5260932.58,19.42,3.77,5.5,,4886171.42,495847.0,6464900.0,374761.16,,,,,,,,,,,,,,,,,,0.38,,,,100.0,38.88,0.0,0.0,,0.0,100.0,42.85,0.396,45.37,5.4578
2019-01-16,7040747.0,5341814.75,18.98,3.81,5.45,,4935267.63,535847.0,6504900.0,406547.12,,,9000.0,,,40000.0,,,,,,,,9000.0,0.03,31000.0,,0.41,,,,100.0,42.01,0.0,0.0,,0.0,100.0,42.61,0.391,45.03,5.5205
2019-01-17,7040747.0,5267886.91,18.79,3.81,5.46,,4866966.18,535847.0,6504900.0,400920.73,,,,,,,,,,,,,,,,,,0.4,,,,100.0,41.93,0.0,0.0,,0.0,100.0,42.73,0.3915,44.99,5.5097
2019-01-18,7040747.0,5288305.07,19.78,3.81,5.41,,4885830.39,535847.0,6504900.0,402474.68,,,,,,,,,,,,,,,,,,0.41,,,,100.0,41.93,0.0,0.0,,0.0,100.0,42.55,0.3914,45.15,5.5097
2019-01-21,7040747.0,5343222.9,19.52,3.81,5.41,,4936568.61,535847.0,6504900.0,406654.29,,,,,,,,,,,,,,,,,,0.4,,,,100.0,41.93,0.0,0.0,,0.0,100.0,42.56,0.3916,45.16,5.5097
2019-01-22,6203847.0,4742841.03,17.74,3.36,4.8,,4333186.0,535847.0,5668000.0,409655.03,,,,,,,,,,,,,,,,,836900.0,0.41,0.63,,,100.0,41.93,0.0,0.0,,0.0,100.0,44.63,0.4374,48.46,4.8548
2019-01-23,6603847.0,5092886.81,19.25,3.57,5.13,,4679641.6,535847.0,6068000.0,413245.21,,,,0.32,,,,,400000.0,,,,0.32,,,,,0.41,,,,100.0,41.93,0.0,0.0,,0.0,100.0,42.03,0.4445,51.46,5.1678
2019-01-24,6603847.0,5074396.03,19.1,3.57,5.19,,4662651.2,535847.0,6068000.0,411744.83,,,,,,,,,,,,,,,,,,0.41,,,,100.0,41.93,0.0,0.0,,0.0,100.0,42.35,0.4445,51.2,5.1678
2019-01-25,6603847.0,5075716.8,19.0,3.57,5.14,,4663864.8,535847.0,6068000.0,411852.0,,,,,,,,,,,,,,,,,,0.41,,,,100.0,43.01,0.0,0.0,,0.0,100.0,41.88,0.4444,51.57,5.3006
2019-01-28,6603847.0,5053263.72,19.05,3.57,5.16,,4643233.6,535847.0,6068000.0,410030.12,,,,,,,,,,,,,,,,,,0.41,,,,100.0,43.01,0.0,0.0,,0.0,100.0,42.11,0.4444,51.39,5.3006
2019-01-29,5491754.0,4208880.27,15.79,2.97,4.3,,3798207.12,665847.0,4955907.0,510305.14,,,,,,259900.0,,,,,,,,,0.2,130000.0,1371993.0,0.51,1.04,,,100.0,53.44,0.0,0.0,,0.0,100.0,37.13,0.3959,50.25,4.4079
2019-01-30,5491754.0,4233043.98,15.55,2.97,4.32,,3820013.12,665847.0,4955907.0,513234.87,,,,,,,,,,,,,,,,,,0.51,,,,100.0,53.44,0.0,0.0,,0.0,100.0,37.34,0.3954,50.05,4.4079
2019-01-31,5491754.0,4221511.3,16.2,2.97,4.34,,3809605.71,665847.0,4955907.0,511836.59,,,,,,,,,,,,,,,,,,0.51,,,,100.0,53.44,0.0,0.0,,0.0,100.0,37.18,0.3963,50.26,4.4079
2019-02-01,5491754.0,4267642.03,15.59,2.96,4.33,,3851235.33,665847.0,4955907.0,517429.7,,,,,,,,,,,,,,,,,,0.51,,,,100.0,53.44,0.0,0.0,,0.0,100.0,37.15,0.3964,50.29,4.4079
2019-02-04,5491754.0,4345624.94,13.54,2.96,4.38,,3921609.21,665847.0,4955907.0,526884.73,,,,,,,,,,,,,,,,,,0.52,,,,100.0,53.44,0.0,0.0,,0.0,100.0,37.15,0.3972,50.37,4.4079
2019-02-05,5491754.0,4396149.08,13.09,2.96,4.45,,3967203.55,665847.0,4955907.0,533010.52,,,,,,,,,,,,,,,,,,0.52,,,,100.0,53.44,0.0,0.0,,0.0,100.0,37.24,0.397,50.3,4.4079
2019-02-06,4791754.0,3826215.57,11.14,2.58,3.91,,3398341.74,665847.0,4255907.0,531678.83,,,,,,,,,,,,,,,,,700000.0,0.52,0.57,,,100.0,53.44,0.0,0.0,,0.0,100.0,42.59,0.374,43.07,3.8461
2019-02-07,5448154.0,4266994.21,12.65,2.91,4.43,,3847318.84,535847.0,4912307.0,419675.37,,,,0.26,,328200.0,,0.1,328200.0,130000.0,,,0.26,,0.26,,,0.42,,,,100.0,43.1,0.0,0.0,,0.0,100.0,37.45,0.2984,37.72,4.3817
2019-02-08,5188254.0,4077448.82,12.05,2.77,4.16,,3656326.66,535847.0,4652407.0,421122.16,,,,,,,,,,,,,,,,,259900.0,0.43,0.21,,,100.0,43.1,0.0,0.0,,0.0,100.0,39.24,0.3235,39.51,4.1727
2019-02-11,5188254.0,4089381.8,11.93,2.77,4.17,,3667027.2,535847.0,4652407.0,422354.61,,,,,,,,,,,,,,,,,,0.42,,,,100.0,43.1,0.0,0.0,,0.0,100.0,39.33,0.3243,39.55,4.1727
2019-02-12,5188254.0,4102352.44,11.92,2.77,4.17,,3678658.21,535847.0,4652407.0,423694.22,,,,,,,,,,,,,,,,,,0.42,,,,100.0,43.1,0.0,0.0,,0.0,100.0,39.13,0.3238,39.67,4.1727
2019-02-13,5188254.0,4137113.74,11.83,2.77,4.18,,3709829.34,535847.0,4652407.0,427284.4,,,,,,,,,,,,,,,,,,0.42,,,,100.0,43.1,0.0,0.0,,0.0,100.0,39.18,0.3237,39.61,4.1727
2019-02-14,4860054.0,3816114.4,11.33,2.6,3.96,,3395367.34,535847.0,4324207.0,420747.06,,,,,,,,,,,,,,,,,328200.0,0.43,0.26,,,100.0,43.1,0.0,0.0,,0.0,100.0,41.85,0.3653,42.39,3.9088
2019-02-15,4531854.0,3574273.25,10.5,2.42,3.68,,3151650.72,535847.0,3996007.0,422622.53,,,,,,,,,,,,,,,,,328200.0,0.42,0.26,,,100.0,43.1,0.0,0.0,,0.0,100.0,45.05,0.4163,45.48,3.6448
2019-02-18,4531854.0,3625030.01,10.33,2.42,3.69,,3196406.0,535847.0,3996007.0,428624.02,,,,,,,,,,,,,,,,,,0.42,,,,100.0,43.1,0.0,0.0,,0.0,100.0,45.12,0.4162,45.4,3.6448
2019-02-19,4531854.0,3659472.11,10.19,2.42,3.69,,3226775.65,535847.0,3996007.0,432696.45,,,,,,,,,,,,,,,,,,0.43,,,,100.0,43.1,0.0,0.0,,0.0,100.0,44.79,0.4157,45.65,3.6448
2019-02-20,5124754.0,4170524.81,11.64,2.74,4.22,,3679521.02,798347.0,4521407.0,649694.79,,,67500.0,,,525400.0,,,,,,,,67500.0,0.42,195000.0,,0.65,,,,100.0,64.21,0.0,0.0,,0.0,100.0,40.34,0.3386,40.64,4.1216
2019-02-21,5124754.0,4202298.28,13.49,2.74,4.27,,3707553.74,798347.0,4521407.0,654644.54,,,,,,,,,,,,,,,,,,0.65,,,,100.0,64.21,0.0,0.0,,0.0,100.0,40.37,0.3386,40.61,4.1216
2019-02-22,5124754.0,4207423.03,15.23,2.74,4.28,,3712075.15,798347.0,4521407.0,655442.89,,,,,,,,,,,,,,,,,,0.65,,,,100.0,64.21,0.0,0.0,,0.0,100.0,40.23,0.3384,40.71,4.1216
2019-02-25,4807254.0,4011653.46,15.93,2.57,4.02,,3564489.14,535847.0,4271407.0,447164.32,,,,,,,,0.22,,262500.0,,,,,,,250000.0,0.44,0.22,,,100.0,43.1,0.0,0.0,,0.0,100.0,36.81,0.3328,43.05,3.8663
2019-02-26,4166747.0,3488400.59,13.57,2.23,3.54,,3039789.48,535847.0,3630900.0,448611.11,,,,,,,,,,,,,,,,,640507.0,0.44,0.5,,,100.0,43.1,0.0,0.0,,0.0,100.0,40.54,0.3584,42.68,3.3512
2019-02-27,866747.0,717839.87,2.86,0.46,0.72,,274051.38,535847.0,330900.0,443788.49,,,,,,,,,,,,,,,,,3300000.0,0.45,2.83,,,100.0,43.1,0.0,0.0,,0.0,100.0,38.1,0.4212,52.06,0.6971
2019-02-28,866747.0,729627.62,2.82,0.46,0.72,,278551.62,535847.0,330900.0,451076.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,43.1,0.0,0.0,,0.0,100.0,38.1,0.4206,52.0,0.6971
2019-03-01,603847.0,511760.33,1.84,0.33,0.51,,57630.0,535847.0,68000.0,454130.33,,,,,,,,,,,,,,,,,262900.0,0.45,0.22,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.28,0.7207,84.13,0.4857
2019-03-04,603847.0,505903.02,1.78,0.33,0.51,,56970.4,535847.0,68000.0,448932.62,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.38,0.7193,84.03,0.4857
2019-03-05,603847.0,505842.63,1.75,0.32,0.51,,56963.6,535847.0,68000.0,448879.03,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.4,0.7191,84.02,0.4857
2019-03-06,603847.0,509707.25,1.76,0.32,0.51,,57398.8,535847.0,68000.0,452308.45,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.35,0.7197,84.06,0.4857
2019-03-07,603847.0,506627.63,1.8,0.32,0.51,,57052.0,535847.0,68000.0,449575.63,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.35,0.7198,84.07,0.4857
2019-03-08,603847.0,499924.93,1.79,0.32,0.5,,56297.2,535847.0,68000.0,443627.73,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.4,0.7191,84.02,0.4857
2019-03-11,603847.0,505299.17,1.79,0.32,0.5,,56902.4,535847.0,68000.0,448396.77,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.1,0.0,0.0,,0.0,100.0,9.59,0.7164,83.84,0.4857
2019-03-12,603847.0,506567.25,1.78,0.32,0.51,,57045.2,535847.0,68000.0,449522.05,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.08,0.0,0.0,,0.0,100.0,9.39,0.7155,83.79,0.4855
2019-03-13,575847.0,486245.21,1.68,0.31,0.49,,33776.0,535847.0,40000.0,452469.21,,,,,,,,,,,,,,,,,28000.0,0.45,0.02,,,100.0,43.08,0.0,0.0,,0.0,100.0,10.08,0.8188,89.92,0.4629
2019-03-14,575847.0,492061.26,1.58,0.31,0.49,,34180.0,535847.0,40000.0,457881.26,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.08,0.0,0.0,,0.0,100.0,10.08,0.8187,89.92,0.4629
2019-03-15,575847.0,493500.88,1.63,0.31,0.49,,34280.0,535847.0,40000.0,459220.88,,,,,,,,,,,,,,,,,,0.46,,,,100.0,43.08,0.0,0.0,,0.0,100.0,9.99,0.8202,90.01,0.4629
2019-03-18,575847.0,495286.0,1.88,0.31,0.49,,34404.0,535847.0,40000.0,460882.0,,,,,,,,,,,,,,,,,,0.46,,,,100.0,43.08,0.0,0.0,,0.0,100.0,10.08,0.8187,89.92,0.4629
2019-03-19,575847.0,492521.94,1.95,0.31,0.49,,34212.0,535847.0,40000.0,458309.94,,,,,,,,,,,,,,,,,,0.46,,,,100.0,43.08,0.0,0.0,,0.0,100.0,10.09,0.8186,89.91,0.4629
2019-03-20,575847.0,491082.32,2.01,0.31,0.49,,34112.0,535847.0,40000.0,456970.32,,,,,,,,,,,,,,,,,,0.46,,,,100.0,43.08,0.0,0.0,,0.0,100.0,10.04,0.8193,89.96,0.4629
2019-03-21,798747.0,683328.06,2.69,0.42,0.68,,224910.95,535847.0,262900.0,458417.11,,,,,,222900.0,,,,,,,,,0.19,,,0.46,,,,100.0,43.08,0.0,0.0,,0.0,100.0,35.73,0.4661,57.82,0.6421
2019-03-22,798747.0,672145.6,2.52,0.42,0.68,,221230.35,535847.0,262900.0,450915.25,,,,,,,,,,,,,,,,,,0.46,,,,100.0,43.08,0.0,0.0,,0.0,100.0,35.79,0.4658,57.75,0.6421
2019-03-25,798747.0,665276.38,2.51,0.42,0.67,,218969.41,535847.0,262900.0,446306.97,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.08,0.0,0.0,,0.0,100.0,35.72,0.4651,57.73,0.6421
2019-03-26,798747.0,675660.09,2.51,0.42,0.67,,222387.11,535847.0,262900.0,453272.98,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.08,0.0,0.0,,0.0,100.0,35.74,0.4652,57.72,0.6421
2019-03-27,798747.0,677736.83,2.49,0.42,0.67,,223070.65,535847.0,262900.0,454666.18,,,,,,,,,,,,,,,,,,0.45,,,,100.0,43.08,0.0,0.0,,0.0,100.0,35.84,0.4657,57.72,0.6421
2019-03-28,758747.0,645238.45,2.35,0.4,0.64,,223570.16,495847.0,262900.0,421668.29,,,,,,,,0.03,,40000.0,,,,,,,,0.42,,,,100.0,39.86,0.0,0.0,,0.0,100.0,35.85,0.4665,57.79,0.61
2019-03-29,535847.0,461792.94,1.64,0.28,0.46,,34472.0,495847.0,40000.0,427320.94,,,,,,,,,,,,,,,,,222900.0,0.42,0.19,,,100.0,39.86,0.0,0.0,,0.0,100.0,9.91,0.8215,90.09,0.4308
2019-04-01,535847.0,469026.88,1.66,0.28,0.46,,35012.0,495847.0,40000.0,434014.88,,,,,,,,,,,,,,,,,,0.43,,,,100.0,39.86,0.0,0.0,,0.0,100.0,9.85,0.8225,90.15,0.4308
2019-04-02,535847.0,470580.84,1.66,0.29,0.47,,35128.0,495847.0,40000.0,435452.84,,,,,,,,,,,,,,,,,,0.43,,,,100.0,39.86,0.0,0.0,,0.0,100.0,9.73,0.8243,90.27,0.4308
2019-04-03,495847.0,438080.82,1.57,0.26,0.44,,0.0,495847.0,0.0,438080.82,,,,,,,,,,,,,,,,,40000.0,0.44,0.03,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-04,495847.0,432329.0,1.49,0.26,0.44,,0.0,495847.0,0.0,432329.0,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-05,495847.0,437634.56,1.47,0.26,0.43,,0.0,495847.0,0.0,437634.56,,,,,,,,,,,,,,,,,,0.43,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-08,495847.0,435849.51,1.44,0.26,0.44,,0.0,495847.0,0.0,435849.51,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-09,495847.0,436543.7,1.44,0.26,0.44,,0.0,495847.0,0.0,436543.7,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-10,495847.0,439816.29,1.48,0.26,0.44,,0.0,495847.0,0.0,439816.29,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-11,495847.0,441799.68,1.54,0.26,0.44,,0.0,495847.0,0.0,441799.68,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-12,495847.0,440212.97,1.55,0.26,0.44,,0.0,495847.0,0.0,440212.97,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-15,495847.0,448245.69,1.58,0.26,0.44,,0.0,495847.0,0.0,448245.69,,,,,,,,,,,,,,,,,,0.44,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-16,495847.0,451369.52,1.59,0.27,0.45,,0.0,495847.0,0.0,451369.52,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-17,495847.0,451518.28,1.54,0.27,0.45,,0.0,495847.0,0.0,451518.28,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-18,495847.0,450328.25,1.56,0.27,0.45,,0.0,495847.0,0.0,450328.25,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-19,495847.0,450328.25,1.58,0.27,0.45,,0.0,495847.0,0.0,450328.25,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-22,495847.0,450328.25,1.58,0.27,0.45,,0.0,495847.0,0.0,450328.25,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-23,495847.0,455732.98,1.58,0.27,0.45,,0.0,495847.0,0.0,455732.98,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-24,495847.0,450824.09,1.54,0.27,0.45,,0.0,495847.0,0.0,450824.09,,,,,,,,,,,,,,,,,,0.45,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-04-25,495847.0,453749.59,1.44,0.27,0.45,,0.0,495847.0,0.0,453749.59,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-26,495847.0,456327.99,1.54,0.27,0.45,,0.0,495847.0,0.0,456327.99,,,,,,,,,,,,,,,,,,0.45,,,,100.0,39.86,0.0,0.0,,0.0,100.0,,1.0,100.0,0.3986
2019-04-29,495847.0,456327.99,1.65,0.27,0.46,,0.0,495847.0,0.0,456327.99,,,,,,,,,,,,,,,,,,0.46,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-04-30,495847.0,451716.62,1.67,0.27,0.45,,0.0,495847.0,0.0,451716.62,,,,,,,,,,,,,,,,,,0.45,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-05-01,495847.0,451716.62,1.59,0.27,0.45,,0.0,495847.0,0.0,451716.62,,,,,,,,,,,,,,,,,,0.45,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-05-02,495847.0,455088.38,1.59,0.27,0.45,,0.0,495847.0,0.0,455088.38,,,,,,,,,,,,,,,,,,0.45,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-05-03,495847.0,452658.73,1.55,0.27,0.45,,0.0,495847.0,0.0,452658.73,,,,,,,,,,,,,,,,,,0.45,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-05-06,495847.0,441303.83,1.49,0.27,0.45,,0.0,495847.0,0.0,441303.83,,,,,,,,,,,,,,,,,,0.45,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-05-07,495847.0,440956.74,1.44,0.27,0.44,,0.0,495847.0,0.0,440956.74,,,,,,,,,,,,,,,,,,0.44,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
2019-05-08,495847.0,435403.25,1.36,0.27,0.44,,0.0,495847.0,0.0,435403.25,,,,,,,,,,,,,,,,,,0.44,,,,100.0,40.62,0.0,0.0,,0.0,100.0,,1.0,100.0,0.4062
