,POXEL FP Equity_DX_SI_QTY,POXEL FP Equity_DX_SHORT_INTEREST_VALUE,POXEL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,POXEL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,POXEL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,POXEL FP Equity_DX_SI_MV,POXEL FP Equity_DX_DSS,POXEL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,POXEL FP Equity_DX_SUPPLY_SI_QTY,POXEL FP Equity_DX_BROKER_SI_QTY,POXEL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,POXEL FP Equity_DX_BROKER_SI_MV_NEW_x,POXEL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,POXEL FP Equity_DX_SUPPLY_SI_QTY_INC_x,POXEL FP Equity_DX_BROKER_SI_MV_INC_x,POXEL FP Equity_DX_SUPPLY_SI_MV_NEW,POXEL FP Equity_DX_BROKER_SI_QTY_ADD,POXEL FP Equity_DX_BROKER_SI_QTY_NEW,POXEL FP Equity_DX_SUPPLY_SI_MV_DEC,POXEL FP Equity_DX_BROKER_SI_QTY_INC,POXEL FP Equity_DX_SUPPLY_SI_QTY_DEC,POXEL FP Equity_DX_BROKER_SI_MV_NEW_y,POXEL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,POXEL FP Equity_DX_BROKER_SI_MV_INC_y,POXEL FP Equity_DX_SUPPLY_SI_QTY_INC_y,POXEL FP Equity_DX_BROKER_SI_MV_ADD,POXEL FP Equity_DX_SUPPLY_SI_QTY_ADD,POXEL FP Equity_DX_BROKER_SI_QTY_DEC,POXEL FP Equity_DX_SUPPLY_SI_MV,POXEL FP Equity_DX_BROKER_SI_MV_DEC,POXEL FP Equity_DX_SUPPLY_SI_MV_RMV,POXEL FP Equity_DX_BROKER_SI_MV_RMV,POXEL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,POXEL FP Equity_DX_UTILIZATION_QUANTITY,POXEL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,POXEL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,POXEL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,POXEL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,POXEL FP Equity_DX_ACTIVE_UTILIZATION_MV,POXEL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,POXEL FP Equity_DX_BROKER_SI_CON_RATIO,POXEL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,POXEL FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-07-04,14166.0,131035.5,0.12,0.15,0.07,0.13,0.0,121785.5,1000.0,13166.0,9250.0,,,,0.02,,,,,1901.0,,,,0.02,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,33.0,0.4087,52.91,2.4835
2016-07-05,14679.0,130349.52,0.13,0.15,0.08,0.14,0.0,121469.52,1000.0,13679.0,8880.0,,,,0.0,,,,,513.0,,,,0.0,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,31.57,0.418,54.74,2.5735
2016-07-06,14795.0,129160.35,0.13,0.16,0.08,0.13,0.0,120430.35,1000.0,13795.0,8730.0,,,,0.0,,,,,116.0,,,,0.0,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,31.67,0.419,54.82,2.5938
2016-07-07,14936.0,133229.12,0.13,0.16,0.08,0.13,0.0,124309.12,1000.0,13936.0,8920.0,,,,0.0,,,,,141.0,,,,0.0,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,31.36,0.4215,55.25,2.6185
2016-07-08,14936.0,132332.96,0.13,0.16,0.08,0.13,0.0,123472.96,1000.0,13936.0,8860.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,31.4,0.4221,55.31,2.6185
2016-07-11,14251.0,127118.92,0.12,0.15,0.07,0.13,0.0,118198.92,1000.0,13251.0,8920.0,,,,,,,,,,,,,,,,,685.0,0.01,0.01,,,100.0,17.53,0.0,0.0,,0.0,100.0,28.08,0.434,57.93,2.4984
2016-07-12,14251.0,132249.28,0.12,0.15,0.07,0.13,0.0,122969.28,1000.0,13251.0,9280.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,28.07,0.4337,57.9,2.4984
2016-07-13,17722.0,143548.2,0.16,0.19,0.09,0.16,0.0,135448.2,1000.0,16722.0,8100.0,,,,,,3471.0,,,,,,,,,0.03,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,23.15,0.3257,47.75,3.1069
2016-07-14,17722.0,143016.54,0.16,0.15,0.09,0.14,0.0,134946.54,1000.0,16722.0,8070.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,22.59,0.319,46.59,3.1069
2016-07-15,17722.0,141067.12,0.16,0.14,0.09,0.14,0.0,133107.12,1000.0,16722.0,7960.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,22.7,0.3193,46.64,3.1069
2016-07-18,9795.0,77870.25,0.07,0.08,0.04,0.08,0.0,69920.25,1000.0,8795.0,7950.0,,,,,,,,,,,,,,,,,7927.0,0.01,0.06,,,100.0,17.53,0.0,0.0,,0.0,100.0,35.12,0.3363,41.34,1.7172
2016-07-19,5795.0,45896.4,0.04,0.04,0.03,0.05,0.0,37976.4,1000.0,4795.0,7920.0,,,,,,,,,,,,,,,,,4000.0,0.01,0.03,,,100.0,17.53,0.0,0.0,,0.0,100.0,34.59,0.4804,59.8,1.016
2016-07-20,10795.0,85496.4,0.07,0.08,0.05,0.09,0.0,77576.4,1000.0,9795.0,7920.0,,,,,,5000.0,,,,,,,,,0.04,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,32.13,0.3533,46.36,1.8925
2016-07-21,10795.0,84848.7,0.07,0.08,0.05,0.09,0.0,76988.7,1000.0,9795.0,7860.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,31.99,0.3533,46.42,1.8925
2016-07-22,10795.0,83337.4,0.08,0.08,0.05,0.08,0.0,75617.4,1000.0,9795.0,7720.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,31.71,0.3539,46.68,1.8925
2016-07-25,10471.0,82511.48,0.08,0.08,0.05,0.08,0.0,74631.48,1000.0,9471.0,7880.0,,,,,,,,,,,,,,,,,324.0,0.01,0.0,,,100.0,17.53,0.0,0.0,,0.0,100.0,33.56,0.3741,47.49,1.8357
2016-07-26,60471.0,469859.67,0.47,0.45,0.26,0.48,0.0,462089.67,1000.0,59471.0,7770.0,,,,0.39,,,,,50000.0,,,,0.39,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,5.66,0.8329,91.03,10.6015
2016-07-27,60471.0,467440.83,0.47,0.45,0.26,0.47,0.0,459710.83,1000.0,59471.0,7730.0,,,,,,,,,,,,,,,,,,0.01,,,,100.0,17.53,0.0,0.0,,0.0,100.0,5.7,0.8323,90.99,10.6015
2016-07-28,55471.0,417696.63,0.43,0.41,0.24,0.43,0.0,410166.63,1000.0,54471.0,7530.0,,,,,,,,,,,,,,,,,5000.0,0.01,0.04,,,100.0,17.53,0.0,0.0,,0.0,100.0,6.11,0.8201,90.28,9.7249
2016-07-29,53471.0,409053.15,0.42,0.4,0.23,0.4,0.0,409053.15,0.0,53471.0,0.0,,,,,,,,0.01,,1000.0,,,,,,,1000.0,0.0,0.01,,,0.0,0.0,4704.0,35985.6,,0.04,0.0,6.59,0.8769,93.41,11.3671
2016-08-01,53471.0,409053.15,0.42,0.4,0.23,0.41,0.0,409053.15,0.0,53471.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,4704.0,35985.6,,0.04,0.0,6.49,0.8786,93.51,11.3671
2016-08-02,3471.0,26067.21,0.03,0.03,0.02,0.03,0.0,26067.21,0.0,3471.0,0.0,,,,,,,,,,,,,,,,,50000.0,0.0,0.38,,,0.0,0.0,4704.0,35327.04,,0.04,0.0,6.49,1.0,100.0,0.7379
2016-08-03,5471.0,42454.96,0.04,0.04,0.02,0.04,0.0,42454.96,0.0,5471.0,0.0,,,,,,2000.0,,,,,,,,,0.02,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,36.94,0.5341,63.06,1.1631
2016-08-04,5471.0,42345.54,0.04,0.04,0.02,0.04,0.0,42345.54,0.0,5471.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.76,0.53,62.24,1.1631
2016-08-05,5471.0,42728.51,0.04,0.04,0.02,0.04,0.0,42728.51,0.0,5471.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.5,0.5313,62.5,1.1631
2016-08-08,5471.0,42400.25,0.04,0.05,0.02,0.04,0.0,42400.25,0.0,5471.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.91,0.5292,62.09,1.1631
2016-08-09,5471.0,41689.02,0.04,0.05,0.02,0.04,0.0,41689.02,0.0,5471.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,38.1,0.5283,61.9,1.1631
2016-08-10,5471.0,41251.34,0.04,0.05,0.02,0.04,0.0,41251.34,0.0,5471.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,37.97,0.5289,62.03,1.1631
2016-08-11,15471.0,115723.08,0.12,0.14,0.07,0.12,0.0,115723.08,4000.0,15471.0,29920.0,,,,0.07,,,,,10000.0,,,,0.07,,,4000.0,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,13.58,0.7652,86.42,1.7775
2016-08-12,65471.0,498889.02,0.51,0.61,0.29,0.5,0.0,498889.02,4000.0,65471.0,30480.0,,,,0.38,,,,,50000.0,,,,0.38,,,,,0.03,,,,45.96,45.96,4704.0,35844.48,,0.04,45.5,3.14,0.9391,96.86,7.5219
2016-08-15,65471.0,495615.47,0.51,0.62,0.29,0.5,0.0,495615.47,4000.0,65471.0,30280.0,,,,,,,,,,,,,,,,,,0.03,,,,45.96,45.96,4704.0,35609.28,,0.04,46.12,3.22,0.9376,96.78,7.5219
2016-08-16,65471.0,482521.27,0.51,0.61,0.29,0.48,0.0,482521.27,4000.0,65471.0,29480.0,,,,,,,,,,,,,,,,,,0.03,,,,45.96,45.96,4704.0,34668.48,,0.03,46.62,3.29,0.9363,96.71,7.5219
2016-08-17,60471.0,428134.68,0.47,0.56,0.26,0.43,0.0,428134.68,4000.0,60471.0,28320.0,,,,,,,,,,,,,,,,,5000.0,0.03,0.05,,,45.96,45.96,4704.0,33304.32,,0.03,46.95,3.61,0.9305,96.39,6.9475
2016-08-18,95177.0,701454.49,0.75,0.84,0.42,0.69,0.0,701454.49,4000.0,95177.0,29480.0,,,,0.25,,,,,34706.0,,,,0.25,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,37.73,0.5301,62.27,10.9349
2016-08-19,95177.0,682419.09,0.75,0.84,0.42,0.68,0.0,682419.09,4000.0,95177.0,28680.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,38.34,0.5272,61.66,10.9349
2016-08-22,66471.0,476597.07,0.52,0.58,0.29,0.48,0.0,476597.07,4000.0,66471.0,28680.0,,,,,,8000.0,,,,,,,,,0.06,,36706.0,0.03,0.26,,,100.0,45.96,0.0,0.0,,0.0,100.0,12.56,0.7804,87.44,7.6368
2016-08-23,66471.0,495873.66,0.52,0.58,0.29,0.5,0.0,495873.66,4000.0,66471.0,29840.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,12.12,0.787,87.88,7.6368
2016-08-24,66471.0,495873.66,0.52,0.56,0.29,0.5,0.0,495873.66,4000.0,66471.0,29840.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,12.63,0.7793,87.37,7.6368
2016-08-25,66471.0,479255.91,0.56,0.69,0.29,0.48,0.0,479255.91,4000.0,66471.0,28840.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,12.93,0.7748,87.07,7.6368
2016-08-26,66471.0,477926.49,0.56,0.71,0.29,0.48,0.0,477926.49,4000.0,66471.0,28760.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,12.59,0.7799,87.41,7.6368
2016-08-29,66471.0,478591.2,0.56,0.73,0.29,0.48,0.0,478591.2,4000.0,66471.0,28800.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,12.53,0.7808,87.47,7.6368
2016-08-30,72551.0,541955.97,0.61,0.82,0.32,0.54,0.0,541955.97,4000.0,72551.0,29880.0,,,,,,6080.0,,,,,,,,,0.04,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,11.2,0.6707,80.73,8.3354
2016-08-31,72551.0,532524.34,0.61,0.8,0.32,0.54,0.0,532524.34,4000.0,72551.0,29360.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,11.7,0.6583,79.84,8.3354
2016-09-01,69551.0,527196.58,0.63,0.77,0.3,0.53,0.0,527196.58,4000.0,69551.0,30320.0,,,,,,,,,,,,,,,,,3000.0,0.03,0.01,,,100.0,37.37,0.0,0.0,,0.0,100.0,11.68,0.6583,79.84,6.4977
2016-09-02,64551.0,535773.3,0.58,0.71,0.28,0.53,0.0,535773.3,4000.0,64551.0,33200.0,,,,,,,,,,,,,,,,,5000.0,0.03,0.0,,,100.0,37.37,0.0,0.0,,0.0,100.0,11.73,0.6538,79.53,6.0305
2016-09-05,68551.0,555948.61,0.62,0.68,0.3,0.55,0.0,539728.61,6000.0,66551.0,48660.0,,,2000.0,,,2000.0,,,,,,,,2000.0,0.02,,,0.05,,,,100.0,56.05,0.0,0.0,,0.0,100.0,11.16,0.5683,73.76,6.4042
2016-09-06,68551.0,544294.94,0.62,0.66,0.3,0.55,0.0,528414.94,6000.0,66551.0,47640.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,56.05,0.0,0.0,,0.0,100.0,12.33,0.5568,72.8,6.4042
2016-09-07,78233.0,642292.93,0.7,0.75,0.34,0.64,0.0,625872.93,6000.0,76233.0,49260.0,,,,,,9682.0,,,,,,,,,0.08,,,0.05,,,,100.0,56.05,0.0,0.0,,0.0,100.0,12.59,0.4515,64.55,7.3088
2016-09-08,82252.0,679401.52,0.74,0.79,0.36,0.68,0.0,662881.52,6000.0,80252.0,49560.0,,,,0.08,,,,,10019.0,,,,0.08,,,,6000.0,0.05,0.05,,,100.0,56.05,0.0,0.0,,0.0,100.0,19.28,0.3557,54.04,7.6842
2016-09-09,82252.0,639920.56,0.74,0.78,0.36,0.67,0.0,624360.56,6000.0,80252.0,46680.0,,,,,,,,,,,,,,,,,,0.05,,,,100.0,56.05,0.0,0.0,,0.0,100.0,19.98,0.339,51.93,7.6842
2016-09-12,95252.0,711532.44,0.86,0.89,0.42,0.74,0.0,696592.44,6000.0,93252.0,44820.0,,,,0.1,,,,,13000.0,,,,0.1,,,,,0.05,,,,100.0,56.05,0.0,0.0,,0.0,100.0,25.06,0.303,44.92,8.8987
2016-09-13,95252.0,690577.0,0.86,0.85,0.42,0.71,0.0,676077.0,6000.0,93252.0,43500.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,56.05,0.0,0.0,,0.0,100.0,24.95,0.3046,45.22,8.8987
2016-09-14,95252.0,685814.4,0.86,0.84,0.42,0.7,0.0,671414.4,6000.0,93252.0,43200.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,56.05,0.0,0.0,,0.0,100.0,24.62,0.3073,45.76,8.8987
2016-09-15,90560.0,627580.8,0.82,0.8,0.39,0.65,0.0,613720.8,6000.0,88560.0,41580.0,,,,0.01,,,,,3000.0,,,,0.01,,,,7692.0,0.04,0.06,,,100.0,56.05,0.0,0.0,,0.0,100.0,19.88,0.332,50.74,8.4604
2016-09-16,107227.0,737721.76,0.97,0.89,0.47,0.75,0.0,723961.76,6000.0,105227.0,41280.0,,,,0.11,,,,,17000.0,,,,0.11,,,,333.0,0.04,0.01,,,100.0,56.05,0.0,0.0,,0.0,100.0,26.78,0.3113,45.28,10.0175
2016-09-19,130422.0,922083.54,1.17,1.01,0.57,0.92,0.0,907943.54,6000.0,128422.0,42420.0,,,,0.17,,,,,23195.0,,,,0.17,,,,,0.04,,,,100.0,56.05,0.0,0.0,,0.0,100.0,21.67,0.3451,51.89,12.1844
2016-09-20,130422.0,895999.14,1.17,0.99,0.57,0.92,0.0,882259.14,6000.0,128422.0,41220.0,,,,,,,,,,,,,,,,,,0.04,,,,100.0,56.05,0.0,0.0,,0.0,100.0,22.34,0.336,50.58,12.1844
2016-09-21,125422.0,879208.22,1.13,0.95,0.55,0.88,0.0,865188.22,6000.0,123422.0,42060.0,,,,,,,,,,,,,,,,,5000.0,0.04,0.04,,,100.0,56.05,0.0,0.0,,0.0,100.0,22.74,0.3657,53.85,11.7173
2016-09-22,130971.0,924655.26,1.18,0.98,0.57,0.93,0.0,910535.26,6000.0,128971.0,42360.0,,,,0.05,,,,,5549.0,,,,0.05,,,,,0.04,,,,100.0,56.05,0.0,0.0,,0.0,100.0,21.87,0.3794,55.62,12.2357
2016-09-23,131952.0,955332.48,1.19,0.97,0.58,0.95,0.0,940852.48,6000.0,129952.0,43440.0,,,,0.01,,,,,1258.0,,,,0.01,,,,277.0,0.04,0.0,,,100.0,56.05,0.0,0.0,,0.0,100.0,21.32,0.3783,55.56,12.3274
2016-09-26,134645.0,974829.8,1.21,0.96,0.59,0.98,0.0,960349.8,6000.0,132645.0,43440.0,,,,,,7300.0,,,,,,,,,0.05,,4607.0,0.04,0.03,,,100.0,56.05,0.0,0.0,,0.0,100.0,21.21,0.3532,53.99,12.5789
2016-09-27,126512.0,893174.72,1.14,0.91,0.55,0.91,0.0,893174.72,4000.0,126512.0,28240.0,,,,0.1,,,,0.01,13611.0,2000.0,,,0.1,,,,19744.0,0.03,0.15,,,100.0,45.96,0.0,0.0,,0.0,100.0,33.4,0.3151,43.0,14.5349
2016-09-28,124512.0,881544.96,1.12,0.9,0.54,0.89,0.0,881544.96,4000.0,124512.0,28320.0,,,,,,,,,,,,,,,,,2000.0,0.03,0.01,,,100.0,45.96,0.0,0.0,,0.0,100.0,33.75,0.314,42.6,14.3051
2016-09-29,122235.0,865423.8,1.1,0.92,0.53,0.87,0.0,865423.8,4000.0,122235.0,28320.0,,,,,,,,,,,,,,,,,2277.0,0.03,0.02,,,100.0,45.96,0.0,0.0,,0.0,100.0,32.53,0.3133,43.38,14.0435
2016-09-30,119235.0,834645.0,1.07,0.91,0.52,0.85,0.0,834645.0,4000.0,119235.0,28000.0,,,,,,,,,,,,,,,,,3000.0,0.03,0.02,,,100.0,45.96,0.0,0.0,,0.0,100.0,33.59,0.3237,44.25,13.6989
2016-10-03,119235.0,840606.75,1.07,0.9,0.52,0.84,0.0,840606.75,4000.0,119235.0,28200.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,45.96,0.0,0.0,,0.0,100.0,33.26,0.325,44.67,13.6989
2016-10-04,119235.0,840606.75,1.07,0.91,0.52,0.85,0.0,840606.75,4000.0,119235.0,28200.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.44,0.0,0.0,,0.0,100.0,33.44,0.3242,44.42,0.1322
2016-10-05,119235.0,841799.1,1.07,0.93,0.52,0.85,0.0,841799.1,4000.0,119235.0,28240.0,,,,,,,,,,,,,,,,,,0.03,,,,100.0,0.44,0.0,0.0,,0.0,100.0,33.38,0.3245,44.52,0.1322
2016-10-06,225612.0,1538673.84,2.03,1.81,0.98,1.64,1.0,1538673.84,129000.0,225612.0,879780.0,,,,0.83,,,,,110277.0,,,,0.83,,,125000.0,3900.0,0.91,0.03,,,16.68,16.58,644447.0,4395128.54,,4.55,16.68,22.31,0.5144,67.88,0.2899
2016-10-07,295612.0,1977644.28,2.66,2.34,1.29,2.07,1.0,1977644.28,214000.0,295612.0,1431660.0,,,85000.0,0.42,,10000.0,,,60000.0,,,,0.42,85000.0,0.07,,,1.46,,,,25.85,25.7,613897.0,4106970.93,,4.19,25.85,34.47,0.3903,51.44,0.355
2016-10-10,309412.0,2026648.6,2.79,2.39,1.35,2.16,1.0,2026648.6,214000.0,309412.0,1401700.0,,,,0.1,,,,,15000.0,,,,0.1,,,,1200.0,1.43,0.01,,,24.25,24.12,668347.0,4377672.85,,4.47,24.25,32.9,0.3605,49.11,0.3488
2016-10-11,309412.0,2029742.72,2.79,2.36,1.35,2.11,1.0,2029742.72,229000.0,309412.0,1502240.0,,,15000.0,,,,,,,,,,,15000.0,,,,1.5,,,,25.95,25.82,653347.0,4285956.32,,4.28,25.95,33.11,0.358,48.68,0.3488
2016-10-12,324412.0,2037307.36,2.92,2.47,1.41,2.18,1.0,2037307.36,229000.0,324412.0,1438120.0,,,,0.09,,,,,15000.0,,,,0.09,,,,,1.5,,,,25.95,25.82,653347.0,4103019.16,,4.29,25.95,31.33,0.338,47.07,0.3657
2016-10-13,344412.0,2097469.08,3.1,2.53,1.5,2.21,1.0,2097469.08,264000.0,344412.0,1607760.0,,,35000.0,0.12,,,,,20000.0,,,,0.12,35000.0,,,,1.66,,,,29.42,29.27,633197.0,3856169.73,,3.98,29.42,29.56,0.3085,44.05,0.3819
2016-10-14,359129.0,2197869.48,3.24,2.57,1.57,2.27,1.0,2197869.48,264000.0,359129.0,1615680.0,,,,0.09,,,,,15000.0,,,,0.09,,,,283.0,1.61,0.03,,,29.92,29.76,618347.0,3784283.64,,3.77,29.92,28.6,0.2925,41.82,0.4049
2016-10-17,383400.0,2265894.0,3.45,2.95,1.67,2.39,1.0,2265894.0,289000.0,383400.0,1707990.0,,,25000.0,0.16,,,,,28614.0,,,,0.16,25000.0,,,4343.0,1.77,0.03,,,33.13,32.95,583447.0,3448171.77,,3.57,33.13,26.71,0.2793,39.82,0.4371
2016-10-18,377320.0,2407301.6,3.4,2.96,1.65,2.35,1.0,2215901.6,297517.0,347320.0,1898158.46,,,8517.0,,,,,,,,,,,8517.0,,,36080.0,1.76,0.27,,,33.16,32.99,599680.0,3825958.4,,3.54,33.16,27.74,0.2835,39.08,0.4184
2016-10-19,405837.0,2475605.7,3.66,2.84,1.77,2.62,1.0,2170605.7,317517.0,355837.0,1936853.7,,,20000.0,0.13,,,,,8517.0,,,,0.13,20000.0,,,,2.03,,,,35.73,35.54,571248.0,3484612.8,,3.64,35.73,25.3,0.2752,40.1,0.4542
2016-10-20,421079.0,2560160.32,3.79,2.88,1.84,2.63,1.0,2256160.32,317517.0,371079.0,1930503.36,,,,,,23000.0,,,,,,,,,0.14,,7758.0,1.94,0.09,,,36.19,36.0,559880.0,3404070.4,,3.42,36.19,24.58,0.2655,36.61,0.4774
2016-10-21,434671.0,2725387.17,3.92,3.01,1.9,2.74,1.0,2411887.17,346109.0,384671.0,2170103.43,,,28592.0,0.08,,,,,13592.0,,,,0.08,28592.0,,,,2.1,,,,39.16,38.96,537631.0,3370946.37,,3.27,39.16,23.92,0.2718,38.24,0.4893
2016-10-24,454302.0,3012022.26,4.09,3.15,1.98,2.98,1.0,2680522.26,365740.0,404302.0,2424856.2,,,19631.0,0.18,,,,,19631.0,,,,0.18,19631.0,,,,2.29,,,,41.67,41.45,512022.0,3394705.86,,3.21,41.67,26.31,0.2716,37.15,0.5148
2016-10-25,469302.0,2914365.42,4.23,3.22,2.05,3.1,1.0,2603865.42,365740.0,419302.0,2271245.4,,,,0.05,,,,,15000.0,,,,0.05,,,,,2.42,,,,41.45,41.23,516607.0,3208129.47,,3.43,41.45,26.62,0.2733,37.74,0.5291
2016-10-26,475994.0,2917843.22,4.29,3.16,2.08,3.02,1.0,2611343.22,430418.0,425994.0,2638462.34,,,64678.0,0.03,,,,,14678.0,,,,0.03,64678.0,,,7986.0,2.67,0.05,,,47.97,47.72,466779.0,2861355.27,,2.9,47.97,27.05,0.2884,39.69,0.5278
2016-10-27,534771.0,3342318.75,4.82,3.56,2.33,3.38,1.0,3029818.75,440048.0,484771.0,2750300.0,,,9630.0,0.36,,,,,58777.0,,,,0.36,9630.0,,,,2.7,,,,51.91,51.62,407649.0,2547806.25,,2.5,51.91,33.9,0.294,36.46,0.6274
2016-10-28,544401.0,3309958.08,4.9,3.76,2.37,3.42,1.0,3005958.08,465048.0,494401.0,2827491.84,,,25000.0,0.08,,,,,9630.0,,,,0.08,25000.0,,,,2.91,,,,52.39,52.11,422615.0,2569499.2,,2.64,52.39,32.41,0.2962,38.28,0.6101
2016-10-31,589401.0,3554088.03,5.31,4.34,2.57,3.64,1.0,3252588.03,510048.0,539401.0,3075589.44,,,45000.0,0.24,,,,,45000.0,,,,0.24,45000.0,,,,3.1,,,,59.82,59.49,342599.0,2065871.97,,2.08,59.82,34.37,0.3054,38.63,0.6875
2016-11-01,614401.0,3723270.06,5.53,4.51,2.68,3.78,1.0,3420270.06,510048.0,564401.0,3090890.88,,,,0.15,,,,,25000.0,,,,0.15,,,,,3.08,,,,58.46,58.15,362399.0,2196137.94,,2.19,58.46,33.25,0.2962,36.73,0.7005
2016-11-02,632549.0,3751015.57,5.7,4.66,2.76,3.88,1.0,3346897.93,528196.0,564401.0,3132202.28,,,18148.0,,,,,,,,,,,18148.0,,,,3.2,,,,58.87,58.56,369001.0,2188175.93,,2.24,58.87,31.79,0.2804,36.12,0.7014
2016-11-03,640014.0,3859284.42,5.77,4.78,2.79,3.9,1.0,3448351.98,528196.0,571866.0,3185021.88,,,,0.02,,,,,7465.0,,,,0.02,,,,,3.13,,,,58.87,58.56,369001.0,2225076.03,,2.19,58.87,32.06,0.2827,36.39,0.7096
2016-11-04,640014.0,3763282.32,5.77,4.78,2.79,3.9,1.0,3362572.08,528196.0,571866.0,3105792.48,,,,,,,,,,,,,,,,,,3.19,,,,58.87,58.56,369001.0,2169725.88,,2.23,58.87,31.29,0.2823,36.96,0.7096
2016-11-07,640014.0,3686480.64,5.77,4.92,2.79,3.83,1.0,3293948.16,528196.0,571866.0,3042408.96,,,,,,,,,,,,,,,,,,3.11,,,,58.87,58.56,369001.0,2125445.76,,2.17,58.87,31.35,0.2828,36.99,0.7096
2016-11-08,635849.0,3719716.65,5.73,4.86,2.77,3.77,1.0,3403547.55,524031.0,581803.0,3065581.35,,,,0.02,,,,0.09,9937.0,4165.0,,,0.02,,,,,3.02,,,,59.06,58.74,363328.0,2125468.8,,2.09,59.06,32.28,0.2972,38.17,0.7128
2016-11-09,655849.0,4053146.82,5.91,4.96,2.86,4.04,1.0,3595542.54,544031.0,581803.0,3362111.58,,,20000.0,,,,,,,,,,,20000.0,,,,3.18,,,,60.64,60.32,353166.0,2182565.88,,2.07,60.64,32.12,0.2819,36.51,0.7272
2016-11-10,653052.0,4192593.84,5.88,4.63,2.85,4.19,1.0,3743193.84,541985.0,583052.0,3479543.7,,,,0.08,,,,0.0,1249.0,2046.0,,,0.08,,,,,3.35,,,,60.54,60.23,353232.0,2267749.44,,2.18,60.54,31.83,0.2847,37.11,0.7257
2016-11-11,648059.0,4141097.01,5.84,4.27,2.83,4.19,1.0,3693797.01,541985.0,578059.0,3463284.15,,,,,,,,,,,,,,,,,4993.0,3.48,0.02,,,60.41,60.09,355212.0,2269804.68,,2.28,60.41,31.77,0.2819,36.69,0.7185
