,INFL FP Equity_DX_SI_QTY,INFL FP Equity_DX_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,INFL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,INFL FP Equity_DX_SI_MV,INFL FP Equity_DX_DSS,INFL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,INFL FP Equity_DX_SUPPLY_SI_QTY,INFL FP Equity_DX_BROKER_SI_QTY,INFL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,INFL FP Equity_DX_BROKER_SI_MV_NEW_x,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_x,INFL FP Equity_DX_BROKER_SI_MV_INC_x,INFL FP Equity_DX_BROKER_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_NEW,INFL FP Equity_DX_SUPPLY_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_QTY_INC,INFL FP Equity_DX_SUPPLY_SI_QTY_DEC,INFL FP Equity_DX_BROKER_SI_MV_NEW_y,INFL FP Equity_DX_BROKER_SI_MV_INC_y,INFL FP Equity_DX_SUPPLY_SI_QTY_INC_y,INFL FP Equity_DX_BROKER_SI_MV_ADD,INFL FP Equity_DX_SUPPLY_SI_QTY_ADD,INFL FP Equity_DX_BROKER_SI_QTY_DEC,INFL FP Equity_DX_SUPPLY_SI_MV,INFL FP Equity_DX_BROKER_SI_MV_DEC,INFL FP Equity_DX_BROKER_SI_MV_RMV,INFL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,INFL FP Equity_DX_UTILIZATION_QUANTITY,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,INFL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,INFL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,INFL FP Equity_DX_ACTIVE_UTILIZATION_MV,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,INFL FP Equity_DX_BROKER_SI_CON_RATIO,INFL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,INFL FP Equity_DX_DEMAND_SUPPLY_RATIO,INFL FP Equity_PX_LAST
2023-06-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,756082.8,0.7,0.0,,0.0,,0.0,112.68
2023-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,757424.8,0.71,0.0,,0.0,,0.0,112.88
2023-06-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,758968.1,0.71,0.0,,0.0,,0.0,113.11
2023-06-06,8500.0,960585.0,5.12,0.15,0.96,,734565.0,2000.0,6500.0,226020.0,,,,6500.0,,,,,,,,0.74,2000.0,,0.23,,,100.0,23.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.9988,113.01
2023-06-07,8500.0,963475.0,5.25,0.15,0.96,,736775.0,2000.0,6500.0,226700.0,,,,,,,,,,,,,,,0.23,,,100.0,23.5,0.0,0.0,0.0,100.0,,1.0,100.0,0.9988,113.35
2023-06-08,16700.0,1890273.0,10.29,0.3,1.89,,1663893.0,2000.0,14700.0,226380.0,,,0.93,,,,8200.0,,,0.93,,,,,0.23,,,100.0,23.5,0.0,0.0,0.0,100.0,,1.0,100.0,1.9624,113.19
2023-06-09,16700.0,1888436.0,10.32,0.3,1.89,,1662276.0,2000.0,14700.0,226160.0,,,,,,,,,,,,,,,0.23,,,100.0,23.5,0.0,0.0,0.0,100.0,,1.0,100.0,1.9624,113.08
2023-06-12,14700.0,1657719.0,9.09,0.26,1.66,,1657719.0,0.0,14700.0,0.0,,,,,,0.23,,2000.0,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.2581,112.77
2023-06-13,12700.0,1433068.0,8.57,0.22,1.43,,1433068.0,0.0,12700.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.8927,112.84
2023-06-14,8200.0,926928.0,5.44,0.15,0.92,,926928.0,0.0,8200.0,0.0,,,,,,,,,,,,,,4500.0,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2221,113.04
2023-06-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,8200.0,0.0,0.92,,0.0,0.0,6710.0,761316.6,0.7,0.0,,0.0,,0.0,113.46
2023-06-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,762054.7,0.71,0.0,,0.0,,0.0,113.57
2023-06-19,3800.0,432326.0,2.68,0.07,0.43,,216163.0,1900.0,1900.0,216163.0,,,,1900.0,,,,,,,,0.21,1900.0,,0.22,,,100.0,22.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4518,113.77
2023-06-20,3800.0,432744.0,2.74,0.07,0.43,,216372.0,1900.0,1900.0,216372.0,,,,,,,,,,,,,,,0.22,,,100.0,22.59,0.0,0.0,0.0,100.0,,1.0,100.0,0.4518,113.88
2023-06-21,22300.0,2540862.0,15.71,0.41,2.53,,2324376.0,1900.0,20400.0,216486.0,,,2.1,,,,18500.0,,,2.1,,,,,0.22,,,100.0,22.59,0.0,0.0,0.0,100.0,,1.0,100.0,2.6516,113.94
2023-06-22,18500.0,2105855.0,13.15,0.33,2.09,,2105855.0,0.0,18500.0,0.0,,,,,,0.22,,1900.0,,,,,,1900.0,0.0,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7571,113.83
2023-06-23,18500.0,2104930.0,12.9,0.34,2.09,,2104930.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7571,113.78
2023-06-26,18500.0,2106225.0,12.78,0.34,2.09,,2106225.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7571,113.85
2023-06-27,18500.0,2107705.0,12.87,0.34,2.09,,2107705.0,0.0,18500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7571,113.93
2023-06-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,18500.0,0.0,2.1,,0.0,0.0,6710.0,762121.8,0.71,0.0,,0.0,,0.0,113.58
2023-06-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,762859.9,0.71,0.0,,0.0,,0.0,113.69
2023-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,760377.2,0.71,0.0,,0.0,,0.0,113.32
2023-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,763061.2,0.71,0.0,,0.0,,0.0,113.72
2023-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,763732.2,0.71,0.0,,0.0,,0.0,113.82
2023-07-05,17000.0,1933070.0,12.01,0.31,1.92,,1933070.0,0.0,17000.0,0.0,,,,17000.0,,,,,,,,1.92,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.5335,113.71
2023-07-06,17000.0,1934940.0,11.59,0.31,1.93,,1934940.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.5335,113.82
2023-07-07,17000.0,1934940.0,11.52,0.31,1.92,,1934940.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.5335,113.82
2023-07-10,17000.0,1935110.0,11.27,0.31,1.92,,1935110.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.5335,113.83
2023-07-11,17000.0,1934090.0,11.26,0.32,1.92,,1934090.0,0.0,17000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.5335,113.77
2023-07-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,17000.0,0.0,1.9,,0.0,0.0,6710.0,763396.7,0.7,0.0,,0.0,,0.0,113.77
2023-07-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,761048.2,0.71,0.0,,0.0,,0.0,113.42
2023-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,759437.8,0.71,0.0,,0.0,,0.0,113.18
2023-07-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,758364.2,0.71,0.0,,0.0,,0.0,113.02
2023-07-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,758968.1,0.71,0.0,,0.0,,0.0,113.11
2023-07-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6710.0,758901.0,0.71,0.0,,0.0,,0.0,113.1
2023-07-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,736997.1,0.69,0.0,,0.0,,0.0,113.21
2023-07-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,739015.2,0.69,0.0,,0.0,,0.0,113.52
2023-07-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,738494.4,0.69,0.0,,0.0,,0.0,113.44
2023-07-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,739991.7,0.69,0.0,,0.0,,0.0,113.67
2023-07-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,740838.0,0.69,0.0,,0.0,,0.0,113.8
2023-07-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,743246.7,0.69,0.0,,0.0,,0.0,114.17
2023-07-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6510.0,743376.9,0.69,0.0,,0.0,,0.0,114.19
2023-07-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,667838.08,0.61,0.0,,0.0,,0.0,114.67
2023-08-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666149.12,0.62,0.0,,0.0,,0.0,114.38
2023-08-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666906.24,0.62,0.0,,0.0,,0.0,114.51
2023-08-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666149.12,0.61,0.0,,0.0,,0.0,114.38
2023-08-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,669177.6,0.61,0.0,,0.0,,0.0,114.9
2023-08-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5924.0,680608.36,0.63,0.0,,0.0,,0.0,114.89
2023-08-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,667372.16,0.62,0.0,,0.0,,0.0,114.59
2023-08-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5624.0,645241.52,0.59,0.0,,0.0,,0.0,114.73
2023-08-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666207.36,0.61,0.0,,0.0,,0.0,114.39
2023-08-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,667838.08,0.62,0.0,,0.0,,0.0,114.67
2023-08-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,669002.88,0.62,0.0,,0.0,,0.0,114.87
2023-08-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,669235.84,0.61,0.0,,0.0,,0.0,114.91
2023-08-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,668828.16,0.62,0.0,,0.0,,0.0,114.84
2023-08-17,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,668536.96,0.62,0.0,,0.0,,0.0,114.79
2023-08-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,668944.64,0.62,0.0,,0.0,,0.0,114.86
2023-08-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5724.0,657000.72,0.6,0.0,,0.0,,0.0,114.78
2023-08-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5624.0,646253.84,0.59,0.0,,0.0,,0.0,114.91
2023-08-23,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,667663.36,0.62,0.0,,0.0,,0.0,114.64
2023-08-24,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666323.84,0.62,0.0,,0.0,,0.0,114.41
2023-08-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666556.8,0.62,0.0,,0.0,,0.0,114.45
2023-08-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666673.28,0.61,0.0,,0.0,,0.0,114.47
2023-08-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666731.52,0.61,0.0,,0.0,,0.0,114.48
2023-08-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,667430.4,0.61,0.0,,0.0,,0.0,114.6
2023-08-31,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666207.36,0.62,0.0,,0.0,,0.0,114.39
2023-09-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5824.0,666323.84,0.62,0.0,,0.0,,0.0,114.41
2023-09-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,701687.92,0.65,0.0,,0.0,,0.0,114.58
2023-09-05,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,701565.44,0.65,0.0,,0.0,,0.0,114.56
2023-09-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,703096.44,0.65,0.0,,0.0,,0.0,114.81
2023-09-07,6300.0,723933.0,3.43,0.13,0.72,,494113.0,2000.0,4300.0,229820.0,,,,4300.0,,,,,,,,0.49,2000.0,,0.23,,,100.0,25.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.7951,114.91
2023-09-08,6300.0,724752.0,3.44,0.13,0.72,,494672.0,2000.0,4300.0,230080.0,,,,,,,,,,,,,,,0.23,,,100.0,25.24,0.0,0.0,0.0,100.0,,1.0,100.0,0.7951,115.04
2023-09-11,2300.0,264661.0,1.28,0.05,0.26,,264661.0,0.0,2300.0,0.0,,,,,,0.23,,2000.0,,,,,,2000.0,0.0,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3756,115.07
2023-09-12,2300.0,264868.0,1.28,0.05,0.26,,264868.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3756,115.16
2023-09-13,2300.0,264868.0,1.29,0.05,0.26,,264868.0,0.0,2300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.3756,115.16
2023-09-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2300.0,0.0,0.26,,0.0,0.0,6124.0,705239.84,0.66,0.0,,0.0,,0.0,115.16
2023-09-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,705607.28,0.65,0.0,,0.0,,0.0,115.22
2023-09-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,706525.88,0.65,0.0,,0.0,,0.0,115.37
2023-09-19,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,706709.6,0.65,0.0,,0.0,,0.0,115.4
2023-09-20,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,704382.48,0.65,0.0,,0.0,,0.0,115.02
2023-09-21,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,705668.52,0.65,0.0,,0.0,,0.0,115.23
2023-09-22,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,705974.72,0.65,0.0,,0.0,,0.0,115.28
2023-09-25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,705056.12,0.66,0.0,,0.0,,0.0,115.13
2023-09-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,703280.16,0.65,0.0,,0.0,,0.0,114.84
2023-09-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,703525.12,0.66,0.0,,0.0,,0.0,114.88
2023-09-28,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,703525.12,0.65,0.0,,0.0,,0.0,114.88
2023-09-29,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,701136.76,0.65,0.0,,0.0,,0.0,114.49
2023-10-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,699544.52,0.66,0.0,,0.0,,0.0,114.23
2023-10-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,6124.0,699789.48,0.65,0.0,,0.0,,0.0,114.27
2023-10-04,16900.0,1929473.0,23.76,0.34,1.91,,1929473.0,0.0,16900.0,0.0,,,,16900.0,,,,,,,,1.91,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7596,114.17
2023-10-05,16900.0,1925079.0,23.91,0.34,1.91,,1925079.0,0.0,16900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7596,113.91
2023-10-06,16900.0,1926431.0,28.77,0.34,1.91,,1926431.0,0.0,16900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7596,113.99
2023-10-09,16900.0,1937416.0,29.93,0.34,1.92,,1937416.0,0.0,16900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7596,114.64
2023-10-10,16900.0,1934205.0,28.73,0.34,1.91,,1934205.0,0.0,16900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.7596,114.45
2023-10-11,11600.0,1326692.0,27.37,0.23,1.31,,1326692.0,0.0,11600.0,0.0,,,,,,,,,,,,,,5300.0,0.0,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.8942,114.37
2023-10-12,11600.0,1324836.0,28.92,0.23,1.31,,1324836.0,0.0,11600.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.8942,114.21
2023-10-13,8400.0,962976.0,17.36,0.17,0.95,,962976.0,0.0,8400.0,0.0,,,,,,,,,,,,,,3200.0,0.0,0.36,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.3717,114.64
2023-10-16,16900.0,1941472.0,35.51,0.34,1.92,,1711712.0,2000.0,14900.0,229760.0,,,0.74,,,,6500.0,,,0.74,,,2000.0,,0.23,,,100.0,25.24,0.0,0.0,0.0,100.0,,1.0,100.0,2.1328,114.88
2023-10-17,17900.0,2062617.0,39.36,0.39,2.06,,1832157.0,2000.0,15900.0,230460.0,,,0.14,,,,1000.0,,,0.14,,,,,0.23,,,100.0,25.24,0.0,0.0,0.0,100.0,,1.0,100.0,2.259,115.23
2023-10-18,17900.0,2066018.0,39.67,0.39,2.06,,1835178.0,2000.0,15900.0,230840.0,,,,,,,,,,,,,,,0.23,,,100.0,25.24,0.0,0.0,0.0,100.0,,1.0,100.0,2.259,115.42
2023-10-19,13900.0,1602809.0,31.2,0.3,1.6,,1602809.0,0.0,13900.0,0.0,,,,,,0.23,,2000.0,,,,,,2000.0,0.0,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.2333,115.31
2023-10-20,13900.0,1604616.0,29.65,0.3,1.6,,1604616.0,0.0,13900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.2333,115.44
2023-10-23,13900.0,1603643.0,29.82,0.3,1.61,,1603643.0,0.0,13900.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,2.2698,115.37
2023-10-24,12100.0,1391500.0,24.91,0.27,1.4,,1391500.0,0.0,12100.0,0.0,,,,,,,,,,,,,,1800.0,0.0,0.22,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9758,115.0
2023-10-25,12100.0,1392589.0,23.09,0.27,1.39,,1392589.0,0.0,12100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.9758,115.09
2023-10-26,22000.0,2530220.0,40.05,0.51,2.54,,2311701.0,1900.0,20100.0,218519.0,,,0.92,,,,8000.0,,,0.92,,,1900.0,,0.22,,,100.0,24.28,0.0,0.0,0.0,100.0,,1.0,100.0,2.8119,115.01
2023-10-27,17200.0,1976624.0,32.19,0.4,1.98,,1758276.0,1900.0,15300.0,218348.0,,,,,,,,,,,,,,4800.0,0.22,0.55,,100.0,24.28,0.0,0.0,0.0,100.0,,1.0,100.0,2.1984,114.92
2023-10-30,14000.0,1606920.0,26.23,0.32,1.61,,1572486.0,300.0,13700.0,34434.0,,,,,,0.18,,1600.0,,,,,,1600.0,0.03,0.18,,100.0,4.93,0.0,0.0,0.0,100.0,,1.0,100.0,2.3015,114.78
2023-10-31,14000.0,1607900.0,24.97,0.32,1.61,,1573445.0,300.0,13700.0,34455.0,,,,,,,,,,,,,,,0.03,,,100.0,4.93,0.0,0.0,0.0,100.0,,1.0,100.0,2.3015,114.85
2023-11-01,14000.0,1603420.0,23.16,0.33,1.61,,1569061.0,300.0,13700.0,34359.0,,,,,,,,,,,,,,,0.03,,,100.0,4.93,0.0,0.0,0.0,100.0,,1.0,100.0,2.3015,114.53
2023-11-02,7500.0,856725.0,13.55,0.18,0.86,,856725.0,0.0,7500.0,0.0,,,,,,0.03,,300.0,,,,,,6200.0,0.0,0.71,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2969,114.23
2023-11-03,7500.0,856275.0,11.79,0.18,0.86,,856275.0,0.0,7500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2969,114.17
2023-11-06,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,7500.0,0.0,0.86,,0.0,0.0,5783.0,660649.92,0.62,0.0,,0.0,,0.0,114.24
2023-11-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5750.0,655787.5,0.63,0.0,,0.0,,0.0,114.05
2023-11-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5750.0,654752.5,0.62,0.0,,0.0,,0.0,113.87
2023-11-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5750.0,655500.0,0.62,0.0,,0.0,,0.0,114.0
2023-11-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5750.0,656707.5,0.62,0.0,,0.0,,0.0,114.21
2023-11-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,5850.0,669825.0,0.63,0.0,,0.0,,0.0,114.5
