,ALCAR FP Equity_DX_SI_QTY,ALCAR FP Equity_DX_SHORT_INTEREST_VALUE,ALCAR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALCAR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALCAR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALCAR FP Equity_DX_SI_MV,ALCAR FP Equity_DX_DSS,ALCAR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALCAR FP Equity_DX_SUPPLY_SI_QTY,ALCAR FP Equity_DX_BROKER_SI_QTY,ALCAR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALCAR FP Equity_DX_BROKER_SI_MV_NEW_x,ALCAR FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALCAR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALCAR FP Equity_DX_BROKER_SI_MV_INC_x,ALCAR FP Equity_DX_SUPPLY_SI_MV_NEW,ALCAR FP Equity_DX_BROKER_SI_QTY_ADD,ALCAR FP Equity_DX_BROKER_SI_QTY_NEW,ALCAR FP Equity_DX_SUPPLY_SI_MV_DEC,ALCAR FP Equity_DX_BROKER_SI_QTY_INC,ALCAR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALCAR FP Equity_DX_BROKER_SI_MV_NEW_y,ALCAR FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALCAR FP Equity_DX_BROKER_SI_MV_INC_y,ALCAR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALCAR FP Equity_DX_BROKER_SI_MV_ADD,ALCAR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALCAR FP Equity_DX_BROKER_SI_QTY_DEC,ALCAR FP Equity_DX_SUPPLY_SI_MV,ALCAR FP Equity_DX_BROKER_SI_MV_DEC,ALCAR FP Equity_DX_SUPPLY_SI_MV_RMV,ALCAR FP Equity_DX_BROKER_SI_MV_RMV,ALCAR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALCAR FP Equity_DX_UTILIZATION_QUANTITY,ALCAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALCAR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALCAR FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALCAR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALCAR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALCAR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALCAR FP Equity_DX_BROKER_SI_CON_RATIO,ALCAR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALCAR FP Equity_DX_DEMAND_SUPPLY_RATIO
2014-09-22,34336.0,2796323.84,2.34,3.13,0.8,2.74,0.0,2107585.76,30819.0,25879.0,2509899.36,,,,,,300.0,,,,,,,,,0.03,,,2.46,,,,100.0,55.78,0.0,0.0,,0.0,100.0,20.03,0.4078,58.2,0.6215
2014-09-23,33866.0,2756353.74,2.31,3.08,0.79,2.77,0.0,2106291.81,30349.0,25879.0,2470105.11,,,,,,,,0.04,,470.0,,,,,,,,2.47,,,,100.0,54.93,0.0,0.0,,0.0,100.0,20.02,0.4079,58.21,0.613
2014-09-24,33396.0,2670010.2,2.28,3.03,0.78,2.74,0.0,2031449.55,30349.0,25409.0,2426402.55,,,,,,,,,,,,,,,,,470.0,2.46,0.04,,,100.0,54.93,0.0,0.0,,0.0,100.0,20.36,0.423,59.33,0.6045
2014-09-25,33396.0,2669676.24,2.28,3.01,0.78,2.69,0.0,2031195.46,30349.0,25409.0,2426099.06,,,,,,,,,,,,,,,,,,2.43,,,,100.0,54.93,0.0,0.0,,0.0,100.0,20.37,0.4224,59.27,0.6045
2014-09-26,33396.0,2690381.76,2.28,2.99,0.78,2.69,0.0,2046949.04,30349.0,25409.0,2444915.44,,,,,,,,,,,,,,,,,,2.43,,,,100.0,54.65,0.0,0.0,,0.0,100.0,20.36,0.423,59.32,0.6014
2014-09-29,33396.0,2686374.24,2.28,2.96,0.78,2.7,0.0,2043899.96,30349.0,25409.0,2441273.56,,,,,,,,,,,,,,,,,,2.44,,,,100.0,54.65,0.0,0.0,,0.0,100.0,20.39,0.4226,59.27,0.6014
2014-09-30,33396.0,2691717.6,2.28,3.0,0.78,2.7,0.0,2047965.4,30349.0,25409.0,2446129.4,,,,,,,,,,,,,,,,,,2.45,,,,100.0,54.65,0.0,0.0,,0.0,100.0,20.36,0.423,59.32,0.6014
2014-10-01,33396.0,2703406.2,2.28,3.03,0.78,2.71,0.0,2056858.55,30349.0,25409.0,2456751.55,,,,,,,,,,,,,,,,,,2.45,,,,100.0,55.32,0.0,0.0,,0.0,100.0,20.39,0.4226,59.27,0.6088
2014-10-02,33396.0,2644963.2,2.28,2.99,0.78,2.71,0.0,2012392.8,30349.0,25409.0,2403640.8,,,,,,,,,,,,,,,,,,2.44,,,,100.0,55.32,0.0,0.0,,0.0,100.0,20.41,0.4222,59.22,0.6088
2014-10-03,33396.0,2674685.64,2.28,2.98,0.78,2.67,0.0,2035006.81,30349.0,25409.0,2430651.41,,,,,,,,,,,,,,,,,,2.42,,,,100.0,55.33,0.0,0.0,,0.0,100.0,20.32,0.4237,59.41,0.6088
2014-10-06,33396.0,2649304.68,2.28,3.0,0.78,2.68,0.0,2015695.97,30349.0,25409.0,2407586.17,,,,,,,,,,,,,,,,,,2.42,,,,100.0,55.33,0.0,0.0,,0.0,100.0,20.45,0.4216,59.15,0.6088
2014-10-07,33396.0,2640287.76,2.28,2.99,0.78,2.66,0.0,2008835.54,30349.0,25409.0,2399391.94,,,,,,,,,,,,,,,,,,2.4,,,,100.0,55.28,0.0,0.0,,0.0,100.0,20.39,0.4224,59.26,0.6083
2014-10-08,33396.0,2549784.6,2.28,2.97,0.78,2.65,0.0,1939977.15,30349.0,25409.0,2317146.15,,,,,,,,,,,,,,,,,,2.38,,,,100.0,55.28,0.0,0.0,,0.0,100.0,20.41,0.4219,59.2,0.6083
2014-10-09,33396.0,2567484.48,2.28,2.95,0.78,2.57,0.0,1953443.92,30349.0,25409.0,2333231.12,,,,,,,,,,,,,,,,,,2.32,,,,100.0,55.78,0.0,0.0,,0.0,100.0,20.35,0.4223,59.27,0.6139
2014-10-10,33396.0,2488335.96,2.28,2.95,0.78,2.59,0.0,1893224.59,30349.0,25409.0,2261303.99,,,,,,,,,,,,,,,,,,2.32,,,,100.0,55.81,0.0,0.0,,0.0,100.0,20.35,0.4226,59.29,0.6141
2014-10-13,35296.0,2522958.08,2.41,3.04,0.82,2.65,0.0,1884141.32,31299.0,26359.0,2237252.52,,,950.0,0.04,,,,,950.0,,,,0.04,950.0,,,,2.31,,,,100.0,57.53,0.0,0.0,,0.0,100.0,19.62,0.4347,60.72,0.6487
2014-10-14,35296.0,2605903.68,2.41,3.03,0.82,2.55,0.0,1946084.97,31299.0,26359.0,2310805.17,,,,,,,,,,,,,,,,,,2.26,,,,100.0,57.7,0.0,0.0,,0.0,100.0,19.58,0.4341,60.68,0.6507
2014-10-15,35296.0,2511310.4,2.41,3.07,0.82,2.61,0.0,1875442.85,31299.0,26359.0,2226923.85,,,,,,,,,,,,,,,,,,2.28,,,,100.0,57.7,0.0,0.0,,0.0,100.0,19.7,0.4326,60.49,0.6507
2014-10-16,35296.0,2304828.8,2.41,3.07,0.82,2.53,0.0,1721242.7,31299.0,26359.0,2043824.7,,,,,,,,,,,,,,,,,,2.19,,,,100.0,57.57,0.0,0.0,,0.0,100.0,19.61,0.4336,60.62,0.6493
2014-10-17,35296.0,2408599.04,2.41,2.95,0.82,2.32,0.0,1798738.16,31299.0,26359.0,2135843.76,,,,,,,,,,,,,,,,,,2.07,,,,100.0,57.59,0.0,0.0,,0.0,100.0,19.63,0.435,60.73,0.6494
2014-10-20,35540.0,2491354.0,2.43,3.68,0.83,2.43,0.0,1864870.3,31543.0,26603.0,2211164.3,,,,,,244.0,,,,,,,,,0.02,244.0,,2.16,,,,100.0,58.11,0.0,0.0,,0.0,100.0,19.49,0.4269,60.14,0.6547
2014-10-21,35540.0,2585179.6,2.43,4.23,0.83,2.51,0.0,1935102.22,31543.0,26603.0,2294437.82,,,,,,,,,,,,,,,,,,2.23,,,,100.0,58.11,0.0,0.0,,0.0,100.0,19.46,0.4282,60.27,0.6547
2014-10-22,35540.0,2591576.8,2.43,4.5,0.83,2.6,0.0,1939890.76,31543.0,26603.0,2300115.56,,,,,,,,,,,,,,,,,,2.3,,,,100.0,58.13,0.0,0.0,,0.0,100.0,19.45,0.4276,60.22,0.655
2014-10-23,36840.0,2643270.0,2.51,4.77,0.86,2.7,0.0,2002040.25,32843.0,27903.0,2356485.25,,,1300.0,0.1,,,,,1300.0,,,,0.1,1300.0,,,,2.39,,,,100.0,60.53,0.0,0.0,,0.0,100.0,18.56,0.4441,62.05,0.679
2014-10-24,36840.0,2669058.0,2.51,4.82,0.86,2.66,0.0,2021572.35,32843.0,27903.0,2379475.35,,,,,,,,,,,,,,,,,,2.36,,,,100.0,60.53,0.0,0.0,,0.0,100.0,18.54,0.4442,62.07,0.679
2014-10-27,36540.0,2576800.8,2.49,6.8,0.85,2.66,0.0,1946563.56,32843.0,27603.0,2316088.36,,,,,,,,,,,,,,,,,300.0,2.36,0.02,,,100.0,60.53,0.0,0.0,,0.0,100.0,18.75,0.4543,62.77,0.6734
2014-10-28,36540.0,2623572.0,2.49,7.65,0.85,2.59,0.0,1981895.4,32843.0,27603.0,2358127.4,,,,,,,,,,,,,,,,,,2.32,,,,100.0,60.53,0.0,0.0,,0.0,100.0,18.75,0.4539,62.74,0.6734
2014-10-29,36431.0,2677678.5,2.49,8.09,0.85,2.64,0.0,2020809.0,32734.0,27494.0,2405949.0,,,,,,,,0.0,,109.0,,,,,,,109.0,2.37,0.0,,,100.0,60.83,0.0,0.0,,0.0,100.0,18.36,0.4575,63.14,0.677
2014-10-30,36302.0,2570181.6,2.48,7.69,0.85,2.69,0.0,1937442.0,32605.0,27365.0,2308434.0,,,,,,,,0.0,,129.0,,,,,,,129.0,2.38,0.0,,,100.0,60.81,0.0,0.0,,0.0,100.0,18.0,0.4599,63.41,0.6771
2014-10-31,36293.0,2527807.45,2.48,7.47,0.85,2.59,0.0,1905345.4,32596.0,27356.0,2270311.4,,,,,,,,0.01,,9.0,,,,,,,9.0,2.3,0.01,,,100.0,60.8,0.0,0.0,,0.0,100.0,17.93,0.4605,63.48,0.6769
2014-11-03,36049.0,2559479.0,2.46,7.79,0.84,2.53,0.0,1924952.0,32352.0,27112.0,2296992.0,,,,,,,,0.02,,244.0,,,,,,,244.0,2.26,0.02,,,100.0,60.34,0.0,0.0,,0.0,100.0,18.11,0.4681,63.98,0.6724
2014-11-04,36049.0,2532802.74,2.46,7.98,0.84,2.57,0.0,1904889.12,32352.0,27112.0,2273051.52,,,,,,,,,,,,,,,,,,2.29,,,,100.0,60.34,0.0,0.0,,0.0,100.0,18.17,0.4675,63.92,0.6724
2014-11-05,35994.0,2640519.84,2.46,7.94,0.84,2.55,0.0,1984901.52,32352.0,27057.0,2373342.72,,,55.0,,,,,0.0,,55.0,,,,55.0,,,55.0,2.3,0.01,,,100.0,60.34,0.0,0.0,,0.0,100.0,18.11,0.4684,64.02,0.6713
2014-11-06,35131.0,2494301.0,2.4,6.13,0.82,2.6,0.0,1921047.0,31434.0,27057.0,2231814.0,,,,,,,,0.03,,918.0,,,,,,,,2.31,,,,100.0,58.71,0.0,0.0,,0.0,100.0,18.14,0.4686,64.02,0.6562
2014-11-07,35268.0,2478282.36,2.41,5.88,0.82,2.51,0.0,1910922.38,31434.0,27194.0,2208867.18,,,,0.02,,,,,1000.0,,,,0.02,,,,863.0,2.23,0.07,,,100.0,58.71,0.0,0.0,,0.0,100.0,15.97,0.4989,67.13,0.6587
2014-11-10,35268.0,2493447.6,2.41,5.9,0.82,2.5,0.0,1922615.8,32434.0,27194.0,2293083.8,,,,,,,,,,,,,,,,1000.0,,2.28,,,,100.0,60.6,0.0,0.0,,0.0,100.0,15.92,0.4998,67.22,0.659
2014-11-11,35268.0,2473697.52,2.41,5.9,0.82,2.5,0.0,1907387.16,32434.0,27194.0,2274920.76,,,,,,,,,,,,,,,,,,2.29,,,,100.0,60.87,0.0,0.0,,0.0,100.0,15.96,0.499,67.14,0.6619
2014-11-12,35268.0,2454652.8,2.41,5.84,0.82,2.49,0.0,1892702.4,32434.0,27194.0,2257406.4,,,,,,,,,,,,,,,,,,2.27,,,,100.0,60.87,0.0,0.0,,0.0,100.0,15.92,0.4997,67.21,0.6619
2014-11-13,34133.0,2389310.0,2.33,5.66,0.8,2.39,0.0,1824130.0,32434.0,26059.0,2270380.0,,,,,,,,,,,,,,,,,1135.0,2.26,0.09,,,100.0,61.21,0.0,0.0,,0.0,100.0,16.64,0.4845,65.73,0.6442
2014-11-14,34133.0,2391016.65,2.33,5.67,0.8,2.4,0.0,1825432.95,31299.0,26059.0,2192494.95,,,,,,,,0.08,,1135.0,,,,,,,,2.19,,,,100.0,59.07,0.0,0.0,,0.0,100.0,16.64,0.4846,65.73,0.6442
2014-11-17,34133.0,2365416.9,2.33,5.66,0.8,2.41,0.0,1805888.7,29637.0,26059.0,2053844.1,,,,,,,,0.12,,1662.0,,,,,,,,2.08,,,,100.0,55.93,0.0,0.0,,0.0,100.0,16.59,0.4857,65.84,0.6442
2014-11-18,34133.0,2392723.3,2.33,5.59,0.8,2.37,0.0,1826735.9,29637.0,26059.0,2077553.7,,,,,,,,,,,,,,,,,,2.05,,,,100.0,56.15,0.0,0.0,,0.0,100.0,16.66,0.484,65.68,0.6467
2014-11-19,34372.0,2411539.52,2.35,5.69,0.8,2.42,0.0,1845067.68,29876.0,26298.0,2096100.16,,,,,,239.0,,,,,,,,,0.02,239.0,,2.09,,,,100.0,56.58,0.0,0.0,,0.0,100.0,16.48,0.4762,65.17,0.651
2014-11-20,34372.0,2412914.4,2.35,5.74,0.8,2.43,0.0,1846119.6,29876.0,26298.0,2097295.2,,,,,,,,,,,,,,,,,,2.1,,,,100.0,56.58,0.0,0.0,,0.0,100.0,16.47,0.4765,65.2,0.651
2014-11-21,34372.0,2423226.0,2.35,5.7,0.8,2.44,0.0,1854009.0,29876.0,26298.0,2106258.0,,,,,,,,,,,,,,,,,,2.11,,,,100.0,56.59,0.0,0.0,,0.0,100.0,16.41,0.4777,65.32,0.651
2014-11-24,34372.0,2419788.8,2.35,5.98,0.8,2.43,0.0,1851379.2,29876.0,26298.0,2103270.4,,,,,,,,,,,,,,,,,,2.1,,,,100.0,56.6,0.0,0.0,,0.0,100.0,16.5,0.4761,65.15,0.6512
2014-11-25,33242.0,2326940.0,2.27,5.85,0.78,2.35,0.0,1761760.0,28746.0,25168.0,2012220.0,,,,,,,,0.08,,1130.0,,,,,,,1130.0,2.02,0.08,,,100.0,54.46,0.0,0.0,,0.0,100.0,17.26,0.4601,63.53,0.6298
2014-11-26,54470.0,3822704.6,3.72,9.51,1.27,3.82,1.0,1766290.24,35746.0,25168.0,2508654.28,,,7000.0,,,,,,,,,,,7000.0,,,,2.5,,,,100.0,67.72,0.0,0.0,,0.0,100.0,28.15,0.4642,61.4,1.0319
2014-11-27,54470.0,3840135.0,3.72,9.53,1.27,3.84,1.0,1774344.0,35746.0,25168.0,2520093.0,,,,,,,,,,,,,,,,,,2.51,,,,100.0,67.72,0.0,0.0,,0.0,100.0,28.16,0.4643,61.41,1.0319
2014-11-28,58470.0,4137921.9,3.99,11.0,1.37,4.12,1.0,1781139.36,35746.0,25168.0,2529744.42,,,,,,,,,,,,,,,,,,2.52,,,,100.0,67.72,0.0,0.0,,0.0,100.0,25.98,0.4121,56.46,1.1077
2014-12-01,58470.0,4136167.8,3.99,11.38,1.37,4.15,1.0,1780384.32,35746.0,25168.0,2528672.04,,,,,,,,,,,,,,,,,,2.53,,,,100.0,67.76,0.0,0.0,,0.0,100.0,25.9,0.4129,56.57,1.1083
2014-12-02,58470.0,4132659.6,3.99,11.19,1.37,4.15,1.0,1778874.24,35746.0,25168.0,2526527.28,,,,,,,,,,,,,,,,,,2.53,,,,100.0,67.72,0.0,0.0,,0.0,100.0,25.88,0.4132,56.62,1.1076
2014-12-03,58470.0,4185867.3,3.99,11.36,1.37,4.16,1.0,1801777.12,35746.0,25168.0,2559056.14,,,,,,,,,,,,,,,,,,2.54,,,,100.0,65.63,0.0,0.0,,0.0,100.0,25.99,0.413,56.56,1.0735
2014-12-04,58233.0,4103679.51,3.98,11.29,1.36,4.16,1.0,1773588.96,35509.0,25168.0,2502319.23,,,,,,,,0.02,,237.0,,,,,,,,2.52,,,,100.0,65.25,0.0,0.0,,0.0,100.0,25.92,0.4116,56.4,1.07
2014-12-05,33242.0,2371816.7,2.27,6.45,0.78,2.36,0.0,1795736.8,28509.0,25168.0,2034117.15,,,,,,,,0.49,,7000.0,,,,,,,,2.02,,,,73.65,50.7,10202.0,727912.7,,0.72,73.73,17.21,0.4611,63.63,0.5912
2014-12-08,33242.0,2341898.9,2.27,6.31,0.78,2.38,0.0,1773085.6,28509.0,25168.0,2008459.05,,,,,,,,,,,,,,,,,,2.03,,,,73.65,50.7,10202.0,718730.9,,0.73,73.59,17.26,0.4603,63.55,0.5912
2014-12-09,33242.0,2327937.26,2.27,6.3,0.78,2.35,0.0,1762515.04,28509.0,25168.0,1996485.27,,,,,,,,,,,,,,,,,,2.0,,,,73.65,50.7,10202.0,714446.06,,0.72,73.59,17.27,0.4599,63.51,0.5912
2014-12-10,33148.0,2320360.0,2.26,6.12,0.77,2.33,0.0,1761760.0,28415.0,25168.0,1989050.0,,,,,,,,0.01,,94.0,,,,,,,,1.99,,,,73.58,50.54,10202.0,714140.0,,0.71,73.54,17.28,0.4597,63.49,0.5895
2014-12-11,33054.0,2299566.78,2.26,6.55,0.77,2.33,0.0,1744398.18,28415.0,25074.0,1976831.55,,,,,,,,,,,,,,,,,94.0,1.99,0.01,,,73.58,50.54,10202.0,709753.14,,0.71,73.58,17.29,0.4628,63.82,0.5879
2014-12-12,33054.0,2200074.24,2.26,6.78,0.77,2.31,0.0,1668925.44,28415.0,25074.0,1891302.4,,,,,,,,,,,,,,,,,,1.96,,,,73.58,50.56,10202.0,679045.12,,0.71,73.4,17.33,0.462,63.73,0.5881
2014-12-15,34215.0,2299590.15,2.34,6.83,0.8,2.29,0.0,1685223.54,29576.0,25074.0,1987802.96,,,1161.0,,,,,,,,,,,1161.0,,,,1.97,,,,74.35,52.63,10202.0,685676.42,,0.68,74.39,16.53,0.4242,60.95,0.6088
2014-12-16,34215.0,2314644.75,2.34,6.65,0.8,2.31,0.0,1696256.1,29576.0,25074.0,2000816.4,,,,,,,,,,,,,,,,,,1.99,,,,74.35,52.63,10202.0,690165.3,,0.69,74.34,16.57,0.4236,60.88,0.6088
2014-12-17,34238.0,2324760.2,2.34,6.75,0.8,2.34,0.0,1704086.3,29614.0,25097.0,2010790.6,,,28.0,,,23.0,,,,,,,,28.0,0.0,10.0,,2.01,,,,74.38,52.69,10202.0,692715.8,,0.69,74.46,16.46,0.425,61.05,0.6092
2014-12-18,34282.0,2354830.58,2.34,8.61,0.8,2.34,0.0,1726935.29,29658.0,25141.0,2037208.02,,,,0.0,,,,,44.0,,,,0.0,,,44.0,,2.02,,,,74.41,52.84,10202.0,700775.38,,0.69,74.47,16.48,0.4224,60.83,0.6107
2014-12-19,34282.0,2319862.94,2.34,9.12,0.8,2.37,0.0,1701291.47,29658.0,25141.0,2006956.86,,,,,,,,,,,,,,,,,,2.03,,,,74.62,52.89,10085.0,682451.95,,0.69,74.6,16.48,0.4227,60.86,0.6113
2014-12-22,34282.0,2296894.0,2.34,9.05,0.8,2.33,0.0,1684447.0,29658.0,25141.0,1987086.0,,,,,,,,,,,,,,,,,,2.0,,,,74.62,52.82,10085.0,675695.0,,0.68,74.59,16.5,0.422,60.78,0.6106
2014-12-23,34282.0,2330490.36,2.34,8.71,0.8,2.31,0.0,1709085.18,29658.0,25141.0,2016150.84,,,,,,,,,,,,,,,,,,1.99,,,,74.62,52.82,10085.0,685578.3,,0.68,74.7,16.47,0.4223,60.82,0.6106
2014-12-24,34282.0,2297922.46,2.34,8.67,0.8,2.34,0.0,1685201.23,29658.0,25141.0,1987975.74,,,,,,,,,,,,,,,,,,2.0,,,,100.0,52.9,0.0,0.0,,0.0,100.0,16.51,0.4219,60.77,0.6115
2014-12-25,34282.0,2297922.46,2.34,8.86,0.8,2.32,0.0,1685201.23,29658.0,25141.0,1987975.74,,,,,,,,,,,,,,,,,,1.99,,,,100.0,52.9,0.0,0.0,,0.0,100.0,16.64,0.4212,60.69,0.6115
2014-12-26,34282.0,2297922.46,2.34,8.86,0.8,2.31,0.0,1685201.23,29658.0,25141.0,1987975.74,,,,,,,,,,,,,,,,,,1.99,,,,100.0,52.71,0.0,0.0,,0.0,100.0,16.48,0.4222,60.81,0.6093
2014-12-29,34282.0,2180335.2,2.34,8.86,0.8,2.3,0.0,1598967.6,29658.0,25141.0,1886248.8,,,,,,,,,,,,,,,,,,1.97,,,,100.0,52.71,0.0,0.0,,0.0,100.0,16.6,0.4204,60.6,0.6093
2014-12-30,34282.0,2279067.36,2.34,7.95,0.8,2.19,0.0,1671373.68,29658.0,25141.0,1971663.84,,,,,,,,,,,,,,,,,,1.9,,,,100.0,52.81,0.0,0.0,,0.0,100.0,16.51,0.4227,60.84,0.6104
2014-12-31,34349.0,2246424.6,2.34,7.65,0.8,2.27,0.0,1648603.2,29725.0,25208.0,1944015.0,,,67.0,0.01,,,,,67.0,,,,0.01,67.0,,,,1.94,,,,100.0,52.92,0.0,0.0,,0.0,100.0,16.48,0.423,60.88,0.6116
2015-01-01,34349.0,2246424.6,2.34,7.8,0.8,2.26,0.0,1648603.2,29725.0,25208.0,1944015.0,,,,,,,,,,,,,,,,,,1.94,,,,100.0,52.92,0.0,0.0,,0.0,100.0,16.67,0.4213,60.71,0.6116
2015-01-02,34349.0,2334014.55,2.34,7.8,0.8,2.27,0.0,1712883.6,29725.0,25208.0,2019813.75,,,,,,,,,,,,,,,,,,1.96,,,,100.0,52.92,0.0,0.0,,0.0,100.0,16.36,0.4249,61.1,0.6116
2015-01-05,34349.0,2344319.25,2.34,7.61,0.8,2.35,0.0,1720446.0,29725.0,25208.0,2028731.25,,,,,,,,,,,,,,,,,,2.02,,,,100.0,52.92,0.0,0.0,,0.0,100.0,16.45,0.4219,60.8,0.6116
2015-01-06,34349.0,2293139.24,2.34,7.58,0.8,2.36,0.0,1682886.08,29725.0,25208.0,1984441.0,,,,,,,,,,,,,,,,,,2.02,,,,100.0,52.4,0.0,0.0,,0.0,100.0,16.47,0.4218,60.78,0.6055
2015-01-07,34419.0,2271654.0,2.35,7.55,0.8,2.31,0.0,1668348.0,29725.0,25278.0,1961850.0,,,,0.0,,,,,70.0,,,,0.0,,,,,1.99,,,,100.0,52.4,0.0,0.0,,0.0,100.0,16.4,0.4185,60.53,0.6067
2015-01-08,34419.0,2288863.5,2.35,7.46,0.8,2.28,0.0,1680987.0,29725.0,25278.0,1976712.5,,,,,,,,,,,,,,,,,,1.97,,,,100.0,53.16,0.0,0.0,,0.0,100.0,16.41,0.4193,60.6,0.6156
2015-01-09,34419.0,2313300.99,2.35,7.49,0.8,2.3,0.0,1698934.38,29725.0,25278.0,1997817.25,,,,,,,,,,,,,,,,,,1.98,,,,100.0,55.36,0.0,0.0,,0.0,100.0,16.45,0.4183,60.49,0.641
2015-01-12,34419.0,2316398.7,2.35,7.59,0.8,2.32,0.0,1701209.4,29725.0,25278.0,2000492.5,,,,,,,,,,,,,,,,,,2.0,,,,100.0,55.36,0.0,0.0,,0.0,100.0,16.44,0.4192,60.58,0.641
2015-01-13,34419.0,2312956.8,2.35,7.62,0.8,2.33,0.0,1698681.6,29725.0,25278.0,1997520.0,,,,,,,,,,,,,,,,,,2.0,,,,100.0,55.31,0.0,0.0,,0.0,100.0,16.41,0.4197,60.63,0.6404
2015-01-14,34419.0,2285421.6,2.35,7.67,0.8,2.32,0.0,1678459.2,29725.0,25278.0,1973740.0,,,,,,,,,,,,,,,,,,1.99,,,,100.0,55.27,0.0,0.0,,0.0,100.0,16.44,0.4189,60.55,0.64
2015-01-15,34419.0,2312956.8,2.35,7.56,0.8,2.31,0.0,1698681.6,29725.0,25278.0,1997520.0,,,,,,,,,,,,,,,,,,1.99,,,,100.0,55.27,0.0,0.0,,0.0,100.0,16.36,0.4203,60.71,0.64
2015-01-16,34419.0,2280258.75,2.35,7.69,0.8,2.33,0.0,1674667.5,29725.0,25278.0,1969281.25,,,,,,,,,,,,,,,,,,2.0,,,,100.0,55.27,0.0,0.0,,0.0,100.0,16.4,0.4191,60.58,0.64
2015-01-19,34419.0,2580392.43,2.35,7.7,0.8,2.29,0.0,1895091.66,24725.0,25278.0,1853633.25,,,,,,,,0.33,,5000.0,,,,,,,,1.64,,,,100.0,56.48,0.0,0.0,,0.0,100.0,16.41,0.4189,60.56,0.7862
2015-01-20,37419.0,2955726.81,2.55,3.36,0.87,2.8,0.0,2154689.22,25725.0,27278.0,2032017.75,,,1000.0,0.17,,,,,2000.0,,,,0.17,1000.0,,,,1.92,,,,100.0,58.76,0.0,0.0,,0.0,100.0,20.38,0.3895,56.75,0.8547
2015-01-21,41929.0,3090167.3,2.86,3.23,0.98,3.3,0.0,2342775.6,31225.0,31788.0,2301282.5,,,5500.0,0.38,,10.0,,,4500.0,,,,0.38,5500.0,0.0,,,2.46,,,,100.0,71.37,0.0,0.0,,0.0,100.0,31.44,0.3566,48.83,0.9584
2015-01-22,60079.0,4313672.2,4.1,4.43,1.4,4.52,1.0,3585548.4,31225.0,49938.0,2241955.0,,,,1.29,,,,,18150.0,,,,1.29,,,,,2.32,,,,100.0,71.33,0.0,0.0,,0.0,100.0,41.85,0.3887,45.38,1.3725
2015-01-23,60079.0,4206731.58,4.1,4.35,1.4,4.38,1.0,3496658.76,31225.0,49938.0,2186374.5,,,,,,,,,,,,,,,,,,2.25,,,,100.0,71.61,0.0,0.0,,0.0,100.0,41.91,0.388,45.24,1.3778
2015-01-26,60079.0,4219948.96,4.1,4.28,1.4,4.25,1.0,3507645.12,31225.0,49938.0,2193244.0,,,,,,,,,,,,,,,,,,2.18,,,,100.0,71.61,0.0,0.0,,0.0,100.0,41.68,0.3879,45.43,1.3778
2015-01-27,60079.0,4199522.1,4.1,4.19,1.4,4.25,1.0,3490666.2,31225.0,49938.0,2182627.5,,,,,,,,,,,,,,,,,,2.18,,,,100.0,71.61,0.0,0.0,,0.0,100.0,41.54,0.388,45.56,1.3778
2015-01-28,60079.0,4219348.17,4.1,4.09,1.4,4.26,1.0,3507145.74,31225.0,49938.0,2192931.75,,,,,,,,,,,,,,,,,,2.19,,,,100.0,71.61,0.0,0.0,,0.0,100.0,41.83,0.388,45.31,1.3778
2015-01-29,60079.0,4187506.3,4.1,4.12,1.4,4.26,1.0,3480678.6,31225.0,49938.0,2176382.5,,,,,,,,,,,,,,,,,,2.19,,,,100.0,71.93,0.0,0.0,,0.0,100.0,41.66,0.3879,45.45,1.384
2015-01-30,60069.0,4159778.25,4.1,4.14,1.4,4.24,1.0,3457514.0,31225.0,49928.0,2162331.25,,,,,,,,,,,,,,,,,10.0,2.18,0.0,,,100.0,71.93,0.0,0.0,,0.0,100.0,41.78,0.3881,45.36,1.3837
2015-02-02,60069.0,4204830.0,4.1,4.13,1.4,4.2,1.0,3494960.0,31225.0,49928.0,2185750.0,,,,,,,,,,,,,,,,,,2.16,,,,100.0,71.93,0.0,0.0,,0.0,100.0,41.65,0.388,45.47,1.3837
