,LPE FP Equity_DX_SI_QTY,LPE FP Equity_DX_SHORT_INTEREST_VALUE,LPE FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,LPE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,LPE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,LPE FP Equity_DX_SI_MV,LPE FP Equity_DX_DSS,LPE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,LPE FP Equity_DX_SUPPLY_SI_QTY,LPE FP Equity_DX_BROKER_SI_QTY,LPE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,LPE FP Equity_DX_BROKER_SI_MV_NEW_x,LPE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,LPE FP Equity_DX_SUPPLY_SI_QTY_INC_x,LPE FP Equity_DX_BROKER_SI_MV_INC_x,LPE FP Equity_DX_SUPPLY_SI_MV_NEW,LPE FP Equity_DX_BROKER_SI_QTY_ADD,LPE FP Equity_DX_BROKER_SI_QTY_NEW,LPE FP Equity_DX_SUPPLY_SI_MV_DEC,LPE FP Equity_DX_BROKER_SI_QTY_INC,LPE FP Equity_DX_SUPPLY_SI_QTY_DEC,LPE FP Equity_DX_BROKER_SI_MV_NEW_y,LPE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,LPE FP Equity_DX_BROKER_SI_MV_INC_y,LPE FP Equity_DX_SUPPLY_SI_QTY_INC_y,LPE FP Equity_DX_BROKER_SI_MV_ADD,LPE FP Equity_DX_SUPPLY_SI_QTY_ADD,LPE FP Equity_DX_BROKER_SI_QTY_DEC,LPE FP Equity_DX_SUPPLY_SI_MV,LPE FP Equity_DX_BROKER_SI_MV_DEC,LPE FP Equity_DX_SUPPLY_SI_MV_RMV,LPE FP Equity_DX_BROKER_SI_MV_RMV,LPE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,LPE FP Equity_DX_UTILIZATION_QUANTITY,LPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,LPE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,LPE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,LPE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,LPE FP Equity_DX_ACTIVE_UTILIZATION_MV,LPE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,LPE FP Equity_DX_BROKER_SI_CON_RATIO,LPE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,LPE FP Equity_DX_DEMAND_SUPPLY_RATIO
2016-02-18,4000.0,297339.87,0.17,4.09,0.07,0.31,0.0,0.0,4000.0,0.0,297339.87,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-02-19,4000.0,298117.23,0.17,4.14,0.07,0.31,0.0,0.0,4000.0,0.0,298117.23,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-02-22,4000.0,298117.23,0.17,4.28,0.07,0.31,0.0,0.0,4000.0,0.0,298117.23,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-02-23,4000.0,297767.42,0.17,4.98,0.07,0.31,0.0,0.0,4000.0,0.0,297767.42,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0402
2016-02-24,4000.0,298505.91,0.17,5.61,0.07,0.31,0.0,0.0,4000.0,0.0,298505.91,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-02-25,4000.0,296562.51,0.17,5.7,0.07,0.31,0.0,0.0,4000.0,0.0,296562.51,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-02-26,4000.0,298117.23,0.17,5.64,0.07,0.31,0.0,0.0,4000.0,0.0,298117.23,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-02-29,4000.0,298117.23,0.17,5.73,0.07,0.31,0.0,0.0,4000.0,0.0,298117.23,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-01,4000.0,298117.23,0.17,5.86,0.07,0.31,0.0,0.0,4000.0,0.0,298117.23,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-02,4000.0,299283.27,0.17,5.92,0.07,0.31,0.0,0.0,4000.0,0.0,299283.27,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-03,4000.0,298894.59,0.17,9.0,0.07,0.31,0.0,0.0,4000.0,0.0,298894.59,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-04,4000.0,298894.59,0.17,10.6,0.07,0.31,0.0,0.0,4000.0,0.0,298894.59,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-07,4000.0,296173.83,0.17,10.39,0.07,0.3,0.0,0.0,4000.0,0.0,296173.83,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-08,4000.0,295396.47,0.17,10.39,0.07,0.31,0.0,0.0,4000.0,0.0,295396.47,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-09,4000.0,295396.47,0.17,9.71,0.07,0.3,0.0,0.0,4000.0,0.0,295396.47,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-10,4000.0,295396.47,0.17,9.87,0.07,0.3,0.0,0.0,4000.0,0.0,295396.47,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-11,4000.0,295396.47,0.17,10.91,0.07,0.3,0.0,0.0,4000.0,0.0,295396.47,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.02,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0402
2016-03-14,4000.0,300371.57,0.17,10.86,0.07,0.31,0.0,0.0,4000.0,0.0,300371.57,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-15,4000.0,302392.7,0.17,10.9,0.07,0.31,0.0,0.0,4000.0,0.0,302392.7,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-16,4000.0,305113.46,0.17,10.68,0.07,0.31,0.0,0.0,4000.0,0.0,305113.46,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-17,4000.0,305113.46,0.17,10.48,0.07,0.31,0.0,0.0,4000.0,0.0,305113.46,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-18,4000.0,305502.14,0.17,10.71,0.07,0.31,0.0,0.0,4000.0,0.0,305502.14,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-21,4000.0,309000.26,0.17,10.69,0.07,0.32,0.0,0.0,4000.0,0.0,309000.26,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-22,4000.0,310166.29,0.17,10.75,0.07,0.32,0.0,0.0,4000.0,0.0,310166.29,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-23,4000.0,310166.29,0.17,11.14,0.07,0.32,0.0,0.0,4000.0,0.0,310166.29,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-24,4000.0,310205.16,0.17,12.09,0.07,0.32,0.0,0.0,4000.0,0.0,310205.16,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-25,4000.0,310205.16,0.17,12.85,0.07,0.32,0.0,0.0,4000.0,0.0,310205.16,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-28,4000.0,310205.16,0.17,12.85,0.07,0.32,0.0,0.0,4000.0,0.0,310205.16,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-29,4000.0,305929.69,0.17,12.85,0.07,0.31,0.0,0.0,4000.0,0.0,305929.69,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-30,4000.0,305929.69,0.17,12.9,0.07,0.32,0.0,0.0,4000.0,0.0,305929.69,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-03-31,4000.0,305541.01,0.17,13.14,0.07,0.31,0.0,0.0,4000.0,0.0,305541.01,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-01,4000.0,306085.16,0.17,13.02,0.07,0.31,0.0,0.0,4000.0,0.0,306085.16,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-04,4000.0,306085.16,0.17,13.2,0.07,0.31,0.0,0.0,4000.0,0.0,306085.16,,,,,,,,,,,,,,,,,,0.31,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-05,4000.0,307056.86,0.17,12.87,0.07,0.32,0.0,0.0,4000.0,0.0,307056.86,,,,,,,,,,,,,,,,,,0.32,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-06,4000.0,295396.47,0.17,12.9,0.07,0.3,0.0,0.0,4000.0,0.0,295396.47,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0407
2016-04-07,4000.0,292287.03,0.17,11.62,0.07,0.3,0.0,0.0,4000.0,0.0,292287.03,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-08,4000.0,291781.75,0.17,11.62,0.07,0.3,0.0,0.0,4000.0,0.0,291781.75,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-11,4000.0,289605.14,0.17,11.55,0.07,0.3,0.0,0.0,4000.0,0.0,289605.14,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-12,4000.0,289838.35,0.17,11.27,0.07,0.3,0.0,0.0,4000.0,0.0,289838.35,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-13,4000.0,289838.35,0.17,11.0,0.07,0.3,0.0,0.0,4000.0,0.0,289838.35,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-14,4000.0,285718.35,0.17,10.31,0.07,0.29,0.0,0.0,4000.0,0.0,285718.35,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-15,4000.0,285718.35,0.17,9.66,0.07,0.29,0.0,0.0,4000.0,0.0,285718.35,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-18,4000.0,285873.82,0.17,9.48,0.07,0.29,0.0,0.0,4000.0,0.0,285873.82,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-19,4000.0,284902.12,0.17,9.07,0.07,0.29,0.0,0.0,4000.0,0.0,284902.12,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-20,4000.0,286107.03,0.17,8.65,0.07,0.3,0.0,0.0,4000.0,0.0,286107.03,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-21,4000.0,286845.52,0.17,9.0,0.07,0.3,0.0,0.0,4000.0,0.0,286845.52,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-22,4000.0,287428.54,0.17,8.43,0.07,0.3,0.0,0.0,4000.0,0.0,287428.54,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-25,4000.0,287622.88,0.17,4.62,0.07,0.3,0.0,0.0,4000.0,0.0,287622.88,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-26,4000.0,287622.88,0.17,4.6,0.07,0.3,0.0,0.0,4000.0,0.0,287622.88,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-27,4000.0,288788.92,0.17,4.61,0.07,0.3,0.0,0.0,4000.0,0.0,288788.92,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-28,4000.0,288788.92,0.17,4.62,0.07,0.3,0.0,0.0,4000.0,0.0,288788.92,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-04-29,4000.0,288594.58,0.17,4.61,0.07,0.3,0.0,0.0,4000.0,0.0,288594.58,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-02,4000.0,288633.45,0.17,4.66,0.07,0.3,0.0,0.0,4000.0,0.0,288633.45,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-03,4000.0,289566.28,0.17,4.65,0.07,0.3,0.0,0.0,4000.0,0.0,289566.28,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-04,4000.0,290732.32,0.17,4.41,0.07,0.3,0.0,0.0,4000.0,0.0,290732.32,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-05,4000.0,290771.18,0.17,4.44,0.07,0.3,0.0,0.0,4000.0,0.0,290771.18,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.07,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0407
2016-05-06,4000.0,291704.01,0.17,4.43,0.07,0.3,0.0,0.0,4000.0,0.0,291704.01,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-09,4000.0,291509.67,0.17,4.45,0.07,0.3,0.0,0.0,4000.0,0.0,291509.67,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-10,4000.0,291937.22,0.17,4.44,0.07,0.3,0.0,0.0,4000.0,0.0,291937.22,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-11,4000.0,291976.09,0.17,4.45,0.07,0.3,0.0,0.0,4000.0,0.0,291976.09,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-12,4000.0,287000.99,0.17,4.47,0.07,0.3,0.0,0.0,4000.0,0.0,287000.99,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-13,4000.0,279888.16,0.17,4.34,0.07,0.29,0.0,0.0,4000.0,0.0,279888.16,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-16,4000.0,279927.02,0.17,4.29,0.07,0.29,0.0,0.0,4000.0,0.0,279927.02,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-17,4000.0,270132.3,0.17,4.34,0.07,0.28,0.0,0.0,4000.0,0.0,270132.3,,,,,,,,,,,,,,,,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-18,4000.0,270132.3,0.17,4.04,0.07,0.28,0.0,0.0,4000.0,0.0,270132.3,,,,,,,,,,,,,,,,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-19,4000.0,273241.74,0.17,3.33,0.07,0.28,0.0,0.0,4000.0,0.0,273241.74,,,,,,,,,,,,,,,,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-20,4000.0,280626.65,0.17,3.31,0.07,0.29,0.0,0.0,4000.0,0.0,280626.65,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-23,4000.0,287622.88,0.17,3.23,0.07,0.3,0.0,0.0,4000.0,0.0,287622.88,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-24,4000.0,287428.54,0.17,3.2,0.07,0.3,0.0,0.0,4000.0,0.0,287428.54,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-25,4000.0,288205.9,0.17,3.2,0.07,0.3,0.0,0.0,4000.0,0.0,288205.9,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-26,4000.0,288555.71,0.17,3.2,0.07,0.3,0.0,0.0,4000.0,0.0,288555.71,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-27,4000.0,289644.01,0.17,3.27,0.07,0.3,0.0,0.0,4000.0,0.0,289644.01,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-30,4000.0,289954.96,0.17,3.24,0.07,0.3,0.0,0.0,4000.0,0.0,289954.96,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-05-31,4000.0,291509.67,0.17,3.25,0.07,0.3,0.0,0.0,4000.0,0.0,291509.67,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-01,4000.0,289177.6,0.17,3.32,0.07,0.3,0.0,0.0,4000.0,0.0,289177.6,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-02,4000.0,289177.6,0.17,3.26,0.07,0.3,0.0,0.0,4000.0,0.0,289177.6,,,,,,,,,,,,,,,,,,0.3,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-03,4000.0,283774.95,0.17,3.45,0.07,0.29,0.0,0.0,4000.0,0.0,283774.95,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-06,4000.0,278683.25,0.17,5.07,0.07,0.29,0.0,0.0,4000.0,0.0,278683.25,,,,,,,,,,,,,,,,,,0.29,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-07,4000.0,274019.09,0.17,4.97,0.07,0.28,0.0,0.0,4000.0,0.0,274019.09,,,,,,,,,,,,,,,,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-08,4000.0,273630.41,0.17,4.71,0.07,0.28,0.0,0.0,4000.0,0.0,273630.41,,,,,,,,,,,,,,,,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-09,4000.0,272075.7,0.17,4.48,0.07,0.28,0.0,0.0,4000.0,0.0,272075.7,,,,,,,,,,,,,,,,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-10,4000.0,268188.9,0.17,3.57,0.07,0.3,0.0,268188.9,4000.0,4000.0,268188.9,,,,,,4000.0,,,,,,,,,0.3,,,0.28,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-13,4000.0,260454.18,0.17,3.28,0.07,0.29,0.0,260454.18,4000.0,4000.0,260454.18,,,,,,,,,,,,,,,,,,0.27,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-14,4000.0,259327.01,0.17,2.29,0.07,0.28,0.0,259327.01,4000.0,4000.0,259327.01,,,,,,,,,,,,,,,,,,0.27,,,,100.0,4.05,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0405
2016-06-15,1265.0,82098.21,0.05,0.72,0.02,0.09,0.0,82098.21,1265.0,1265.0,82098.21,,,,,,,,0.18,,2735.0,,,,,,,2735.0,0.08,0.2,,,100.0,1.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0128
2016-06-16,1265.0,82110.5,0.05,0.69,0.02,0.09,0.0,82110.5,1265.0,1265.0,82110.5,,,,,,,,,,,,,,,,,,0.08,,,,100.0,1.28,0.0,0.0,,0.0,100.0,,1.0,100.0,0.0128
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.08,,1265.0,,,,,,,1265.0,0.0,0.09,,,0.0,0.0,96608.0,6275469.47,,6.45,0.0,,0.0,,0.0
2016-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6430361.39,,6.49,0.0,,0.0,,0.0
2016-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6477298.33,,6.63,0.0,,0.0,,0.0
2016-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6665046.11,,6.7,0.0,,0.0,,0.0
2016-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6660352.41,,6.85,0.0,,0.0,,0.0
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6430361.39,,6.73,0.0,,0.0,,0.0
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6242613.61,,6.59,0.0,,0.0,,0.0
2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6289550.55,,6.45,0.0,,0.0,,0.0
2016-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,96608.0,6195676.66,,6.45,0.0,,0.0,,0.0
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,95009.0,6134673.45,,6.28,0.0,,0.0,,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138008.0,9320104.56,,9.47,0.0,,0.0,,0.0
2016-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138008.0,9305353.32,,9.54,0.0,,0.0,,0.0
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137008.0,9052875.7,,9.43,0.0,,0.0,,0.0
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137008.0,8953027.81,,9.27,0.0,,0.0,,0.0
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137008.0,8955690.42,,9.22,0.0,,0.0,,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137008.0,9052875.7,,9.29,0.0,,0.0,,0.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137008.0,9119440.96,,9.34,0.0,,0.0,,0.0
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,137008.0,9067520.06,,9.36,0.0,,0.0,,0.0
2016-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,138607.0,9273012.1,,9.48,0.0,,0.0,,0.0
2016-07-14,200.0,13603.78,0.01,0.08,0.0,0.01,0.0,6801.89,100.0,100.0,6801.89,,,,,,100.0,,,,,,,,,0.01,100.0,,0.01,,,,0.28,0.07,36035.0,2451061.93,,2.48,0.28,,1.0,100.0,0.0014
2016-07-15,200.0,13708.73,0.01,0.08,0.0,0.01,0.0,6854.36,100.0,100.0,6854.36,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.07,36035.0,2469970.12,,2.54,0.28,,1.0,100.0,0.0015
2016-07-18,200.0,13651.52,0.01,0.08,0.0,0.01,0.0,6825.76,100.0,100.0,6825.76,,,,,,,,,,,,,,,,,,0.01,,,,0.28,0.07,36035.0,2459662.36,,2.54,0.28,,1.0,100.0,0.0015
