,ALMGI FP Equity_DX_SI_QTY,ALMGI FP Equity_DX_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALMGI FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALMGI FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALMGI FP Equity_DX_SI_MV,ALMGI FP Equity_DX_DSS,ALMGI FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALMGI FP Equity_DX_SUPPLY_SI_QTY,ALMGI FP Equity_DX_BROKER_SI_QTY,ALMGI FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_x,ALMGI FP Equity_DX_BROKER_SI_MV_INC_x,ALMGI FP Equity_DX_BROKER_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_NEW,ALMGI FP Equity_DX_SUPPLY_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_QTY_INC,ALMGI FP Equity_DX_SUPPLY_SI_QTY_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_NEW_y,ALMGI FP Equity_DX_BROKER_SI_MV_INC_y,ALMGI FP Equity_DX_BROKER_SI_MV_ADD,ALMGI FP Equity_DX_SUPPLY_SI_QTY_ADD,ALMGI FP Equity_DX_BROKER_SI_QTY_DEC,ALMGI FP Equity_DX_SUPPLY_SI_MV,ALMGI FP Equity_DX_BROKER_SI_MV_DEC,ALMGI FP Equity_DX_BROKER_SI_MV_RMV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_UTILIZATION_QUANTITY,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALMGI FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALMGI FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALMGI FP Equity_DX_ACTIVE_UTILIZATION_MV,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALMGI FP Equity_DX_BROKER_SI_CON_RATIO,ALMGI FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALMGI FP Equity_DX_DEMAND_SUPPLY_RATIO
2007-03-27,3977.0,282327.23,0.64,0.71,0.16,0.26,,282327.23,0.0,3977.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,32.99,0.5578,67.01,0.0
2007-03-28,3977.0,276799.2,0.64,0.71,0.16,0.26,,276799.2,0.0,3977.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.5558,66.7,0.0
2007-03-29,3977.0,278390.0,0.64,0.83,0.16,0.26,,278390.0,0.0,3977.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,32.71,0.5598,67.29,0.0
2007-03-30,3977.0,278390.0,0.64,0.82,0.16,0.26,,278390.0,0.0,3977.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,32.74,0.5596,67.26,0.0
2007-04-02,3977.0,279384.25,0.64,0.89,0.16,0.26,,279384.25,0.0,3977.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,32.84,0.5589,67.16,0.0
2007-04-03,6323.0,444190.75,1.02,1.43,0.26,0.43,,444190.75,0.0,6323.0,0.0,,0.15,173.0,,,2173.0,,,0.15,0.01,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.21,0.6335,76.93,0.0
2007-04-04,6323.0,448933.0,1.02,1.45,0.26,0.43,,448933.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.21,0.6335,76.93,0.0
2007-04-05,6323.0,461579.0,1.02,1.52,0.26,0.43,,461579.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.38,0.6313,76.74,0.0
2007-04-06,6323.0,461579.0,1.02,1.39,0.26,0.43,,461579.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.38,0.6302,76.67,0.0
2007-04-09,6323.0,461579.0,1.02,1.39,0.26,0.43,,461579.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.82,0.6255,76.24,0.0
2007-04-10,6323.0,462464.22,1.02,1.39,0.26,0.43,,462464.22,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.82,0.6255,76.24,0.0
2007-04-11,6323.0,467902.0,1.02,1.39,0.26,0.43,,467902.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.85,0.6251,76.21,0.0
2007-04-12,6323.0,467902.0,1.02,1.41,0.26,0.43,,467902.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.03,0.6227,76.0,0.0
2007-04-13,6323.0,467585.85,1.02,1.49,0.26,0.43,,467585.85,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.03,0.6227,76.0,0.0
2007-04-16,6323.0,464740.5,1.02,1.52,0.26,0.43,,464740.5,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.02,0.6228,76.01,0.0
2007-04-17,6323.0,459365.95,1.02,1.55,0.26,0.43,,459365.95,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.92,0.6241,76.12,0.0
2007-04-18,6323.0,461579.0,1.02,1.59,0.26,0.43,,461579.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.74,0.6265,76.33,0.0
2007-04-19,6323.0,454939.85,1.02,1.61,0.26,0.43,,454939.85,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.82,0.6255,76.24,0.0
2007-04-20,6323.0,454939.85,1.02,1.7,0.26,0.43,,454939.85,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.57,0.6288,76.53,0.0
2007-04-23,6323.0,455256.0,1.02,1.86,0.26,0.43,,455256.0,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.59,0.6285,76.51,0.0
2007-04-24,6323.0,451146.05,1.02,4.72,0.26,0.43,,451146.05,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.6286,76.5,0.0
2007-04-25,6323.0,450134.37,1.02,4.77,0.26,0.43,,450134.37,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.45,0.6303,76.66,0.0
2007-04-26,6323.0,448300.7,1.02,4.72,0.26,0.43,,448300.7,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.42,0.6308,76.7,0.0
2007-04-27,6323.0,445075.97,1.02,3.45,0.26,0.43,,445075.97,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.36,0.6316,76.77,0.0
2007-04-30,6323.0,453991.4,1.02,3.46,0.26,0.43,,453991.4,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.24,0.6331,76.9,0.0
2007-05-01,6323.0,453991.4,1.02,3.31,0.26,0.43,,453991.4,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.87,0.6256,76.24,0.0
2007-05-02,6323.0,458417.5,1.02,3.31,0.26,0.43,,458417.5,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.82,0.6263,76.3,0.0
2007-05-03,6323.0,452094.5,1.02,3.08,0.26,0.43,,452094.5,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.71,0.627,76.37,0.0
2007-05-04,6323.0,452094.5,1.02,3.08,0.26,0.43,,452094.5,0.0,6323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.71,0.627,76.37,0.0
2007-05-07,4323.0,302393.85,0.7,2.04,0.18,0.29,,302393.85,0.0,4323.0,0.0,,,,,,,,,,,,2000.0,0.0,0.14,,0.0,0.0,0.0,0.0,0.0,0.0,30.46,0.5202,65.23,0.0
2007-05-08,4323.0,299713.59,0.7,2.04,0.18,0.28,,299713.59,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.56,0.527,66.17,0.0
2007-05-09,4323.0,294612.45,0.7,2.09,0.18,0.28,,294612.45,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.67,0.5268,66.11,0.0
2007-05-10,4323.0,290851.44,0.7,2.07,0.18,0.28,,290851.44,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.16,0.531,66.65,0.0
2007-05-11,4323.0,289424.85,0.7,2.05,0.18,0.28,,289424.85,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.27,0.5309,66.6,0.0
2007-05-14,4323.0,288776.4,0.7,1.99,0.18,0.28,,288776.4,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.07,0.5325,66.81,0.0
2007-05-15,4323.0,280692.39,0.7,1.71,0.18,0.28,,280692.39,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,29.08,0.5325,66.8,0.0
2007-05-16,4323.0,268458.3,0.7,1.71,0.18,0.28,,268458.3,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.58,0.5374,67.39,0.0
2007-05-17,4323.0,264999.9,0.7,1.66,0.18,0.27,,264999.9,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,27.73,0.5457,68.36,0.0
2007-05-18,4323.0,269755.2,0.7,1.67,0.18,0.27,,269755.2,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,27.48,0.5481,68.64,0.0
2007-05-21,4323.0,275937.09,0.7,1.62,0.18,0.28,,275937.09,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.17,0.5422,67.92,0.0
2007-05-22,4323.0,276196.47,0.7,1.65,0.18,0.28,,276196.47,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.25,0.5405,67.76,0.0
2007-05-23,4323.0,265778.04,0.7,1.95,0.18,0.28,,265778.04,0.0,4323.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.29,0.5402,67.72,0.0
2007-05-24,4194.0,251598.06,0.68,1.75,0.17,0.27,,251598.06,0.0,4194.0,0.0,,,,,,,,,,,,129.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,28.32,0.5378,67.51,0.0
2007-05-25,4194.0,251640.0,0.68,1.66,0.17,0.26,,251640.0,0.0,4194.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,27.86,0.5411,67.95,0.0
2007-05-28,4194.0,245810.34,0.68,1.49,0.17,0.26,,245810.34,0.0,4194.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,27.89,0.544,68.17,0.0
2007-05-29,4194.0,247404.06,0.68,1.54,0.17,0.26,,247404.06,0.0,4194.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,27.46,0.5483,68.66,0.0
2007-05-30,4194.0,234947.88,0.68,1.43,0.17,0.26,,234947.88,0.0,4194.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,27.45,0.5481,68.64,0.0
2007-05-31,1873.0,101610.25,0.3,0.6,0.08,0.11,,101610.25,0.0,1873.0,0.0,,,,,,,,,,,,2321.0,0.0,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,28.9,0.4831,62.64,0.0
2007-06-01,648.0,34953.12,0.1,0.2,0.03,0.04,,34953.12,0.0,648.0,0.0,,,,,,,,,,,,1225.0,0.0,0.07,,0.0,0.0,0.0,0.0,0.0,0.0,22.07,0.656,77.93,0.0
2007-06-04,648.0,33955.2,0.1,0.2,0.03,0.04,,33955.2,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.97,0.6571,78.03,0.0
2007-06-05,648.0,31752.0,0.1,0.19,0.03,0.04,,31752.0,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.48,0.6627,78.52,0.0
2007-06-06,648.0,31687.2,0.1,0.18,0.03,0.04,,31687.2,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.37,0.6756,79.63,0.0
2007-06-07,648.0,31428.0,0.1,0.17,0.03,0.04,,31428.0,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.34,0.676,79.66,0.0
2007-06-08,648.0,31946.4,0.1,0.15,0.03,0.04,,31946.4,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.21,0.6775,79.79,0.0
2007-06-11,648.0,31168.8,0.1,0.16,0.03,0.04,,31168.8,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.47,0.6744,79.53,0.0
2007-06-12,648.0,31039.2,0.1,0.16,0.03,0.04,,31039.2,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.07,0.6791,79.93,0.0
2007-06-13,648.0,29808.0,0.1,0.16,0.03,0.04,,29808.0,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.6799,79.99,0.0
2007-06-14,648.0,30449.52,0.1,0.16,0.03,0.04,,30449.52,0.0,648.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.6799,79.99,0.0
2007-06-15,302.0,15048.66,0.05,0.07,0.01,0.02,,15048.66,0.0,302.0,0.0,,,,,,,,,,,,346.0,0.0,0.02,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-18,302.0,14483.92,0.05,0.07,0.01,0.02,,14483.92,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-19,302.0,14462.78,0.05,0.07,0.01,0.02,,14462.78,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-20,302.0,14432.58,0.05,0.07,0.01,0.02,,14432.58,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-21,302.0,14366.14,0.05,0.06,0.01,0.02,,14366.14,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-22,302.0,14722.5,0.05,0.06,0.01,0.02,,14722.5,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-25,302.0,14420.5,0.05,0.06,0.01,0.02,,14420.5,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-26,302.0,14647.0,0.05,0.06,0.01,0.02,,14647.0,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-27,302.0,14345.0,0.05,0.07,0.01,0.02,,14345.0,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-28,302.0,14577.54,0.05,0.07,0.01,0.02,,14577.54,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-06-29,302.0,14647.0,0.05,0.07,0.01,0.02,,14647.0,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-02,302.0,14375.2,0.05,0.07,0.01,0.02,,14375.2,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-03,302.0,14194.0,0.06,0.07,0.01,0.02,,14194.0,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-04,302.0,13777.24,0.06,0.07,0.01,0.02,,13777.24,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-05,302.0,9211.0,0.06,0.07,0.01,0.02,,9211.0,0.0,302.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,302.0,0.0,0.02,,0.0,0.0,7628.0,226627.88,0.23,0.0,,0.0,,0.0
2007-07-10,1000.0,28500.0,0.2,0.18,0.04,0.03,,28500.0,0.0,1000.0,0.0,,,1000.0,,,,,,,0.03,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-11,1000.0,28390.0,0.2,0.19,0.04,0.03,,28390.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-12,1000.0,28000.0,0.2,0.19,0.04,0.03,,28000.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-13,1000.0,27960.0,0.2,0.19,0.04,0.03,0.0,27960.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,8380.0,234304.8,0.23,0.0,,1.0,100.0,0.1193
2007-07-16,1000.0,27600.0,0.2,0.18,0.04,0.03,,27600.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-17,1000.0,26500.0,0.2,0.18,0.04,0.03,,26500.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-18,1000.0,26500.0,0.2,0.17,0.04,0.03,,26500.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-19,1000.0,25010.0,0.2,0.18,0.04,0.03,,25010.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-20,1000.0,21660.0,0.2,0.18,0.04,0.03,0.0,21660.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,7432.0,160977.12,0.19,0.0,,1.0,100.0,0.1346
2007-07-23,1000.0,22900.0,0.2,0.16,0.04,0.03,,22900.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-24,1000.0,25000.0,0.2,0.14,0.04,0.03,,25000.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-25,1000.0,24400.0,0.2,0.13,0.04,0.03,,24400.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-26,1000.0,24990.0,0.2,0.13,0.04,0.03,,24990.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-27,1000.0,25000.0,0.2,0.13,0.04,0.03,0.0,25000.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9380.0,234500.0,0.23,0.0,,1.0,100.0,0.1066
2007-07-30,1000.0,23300.0,0.2,0.13,0.04,0.03,,23300.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-07-31,1000.0,24540.0,0.2,0.13,0.04,0.03,,24540.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-01,1000.0,24690.0,0.2,0.13,0.04,0.03,,24690.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-02,1000.0,24840.0,0.2,0.14,0.04,0.03,,24840.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-03,1000.0,24840.0,0.2,0.14,0.04,0.03,,24840.0,0.0,1000.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2007-08-06,1566.0,35642.16,0.32,0.22,0.06,0.04,0.0,35642.16,0.0,1566.0,0.0,,0.01,,,,566.0,,,0.01,,,,0.0,,,0.0,0.0,9410.0,214171.6,0.23,0.0,,1.0,100.0,0.1664
2007-08-07,2132.0,48140.56,0.43,0.31,0.09,0.05,,48140.56,0.0,2132.0,0.0,,,566.0,,,,,,,0.01,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.53,0.6401,76.47,0.0
2007-08-08,2132.0,48140.56,0.43,0.3,0.09,0.05,,48140.56,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.39,0.6416,76.61,0.0
2007-08-09,2132.0,46648.16,0.43,0.3,0.09,0.05,,46648.16,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,23.42,0.6413,76.58,0.0
2007-08-10,2132.0,46669.48,0.43,0.31,0.09,0.05,0.0,46669.48,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9512.0,208217.68,0.21,0.0,22.83,0.6476,77.17,0.2241
2007-08-13,2132.0,46136.48,0.43,0.32,0.09,0.05,0.0,46136.48,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9512.0,205839.68,0.21,0.0,22.84,0.6475,77.16,0.2241
2007-08-14,2132.0,45710.08,0.43,0.32,0.09,0.05,0.0,45710.08,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9360.0,200678.4,0.2,0.0,22.81,0.6479,77.19,0.2278
2007-08-15,2132.0,43684.68,0.43,0.32,0.09,0.05,0.0,43684.68,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9362.0,191827.38,0.2,0.0,22.47,0.6515,77.53,0.2277
2007-08-16,2132.0,44004.48,0.43,0.32,0.09,0.05,0.0,44004.48,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9318.0,192323.52,0.19,0.0,21.69,0.6602,78.31,0.2288
2007-08-17,2132.0,43194.32,0.43,0.37,0.09,0.05,,43194.32,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,21.62,0.6611,78.38,0.0
2007-08-20,2132.0,41062.32,0.43,0.4,0.09,0.05,0.0,41062.32,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9066.0,174611.16,0.18,0.0,21.45,0.663,78.55,0.2352
2007-08-21,2132.0,38269.4,0.43,0.38,0.09,0.05,0.0,38269.4,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9052.0,162483.4,0.17,0.0,20.64,0.6723,79.36,0.2355
2007-08-22,2132.0,38354.68,0.43,0.39,0.09,0.05,0.0,38354.68,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9284.0,167019.16,0.17,0.0,19.52,0.6858,80.48,0.2296
2007-08-23,2132.0,38248.08,0.43,0.39,0.09,0.05,0.0,38248.08,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9250.0,165945.0,0.17,0.0,19.48,0.6863,80.52,0.2305
2007-08-24,2132.0,37949.6,0.43,0.39,0.09,0.05,,37949.6,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.48,0.6863,80.52,0.0
2007-08-27,2132.0,37288.68,0.43,0.43,0.09,0.05,0.0,37288.68,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9296.0,162587.04,0.17,0.0,19.4,0.6873,80.6,0.2293
2007-08-28,2132.0,33493.72,0.43,0.42,0.09,0.05,0.0,33493.72,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9272.0,145663.12,0.16,0.0,19.13,0.6906,80.87,0.2299
2007-08-29,2132.0,34112.0,0.43,0.47,0.09,0.05,0.0,34112.0,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9340.0,149440.0,0.15,0.0,17.52,0.711,82.48,0.2283
2007-08-30,2132.0,33046.0,0.43,0.47,0.09,0.05,0.0,33046.0,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9426.0,146103.0,0.15,0.0,17.79,0.7075,82.21,0.2262
2007-08-31,2132.0,35178.0,0.43,0.47,0.09,0.05,0.0,35178.0,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,19004.0,313566.0,0.29,0.0,17.33,0.7135,82.67,0.1122
2007-09-03,2132.0,35178.0,0.43,0.61,0.09,0.05,0.0,35178.0,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9560.0,157740.0,0.16,0.0,17.36,0.7131,82.64,0.223
2007-09-04,2132.0,35156.68,0.43,0.89,0.09,0.05,0.0,35156.68,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9604.0,158369.96,0.16,0.0,18.24,0.7017,81.76,0.222
2007-09-05,2132.0,34005.4,0.43,1.13,0.09,0.05,0.0,34005.4,0.0,2132.0,0.0,,,,,,,,,,,,,0.0,,,0.0,0.0,9280.0,148016.0,0.15,0.0,18.23,0.7018,81.77,0.2297
