,ALNMR FP Equity_DX_SI_QTY,ALNMR FP Equity_DX_SHORT_INTEREST_VALUE,ALNMR FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALNMR FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALNMR FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALNMR FP Equity_DX_SI_MV,ALNMR FP Equity_DX_DSS,ALNMR FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALNMR FP Equity_DX_SUPPLY_SI_QTY,ALNMR FP Equity_DX_BROKER_SI_QTY,ALNMR FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALNMR FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALNMR FP Equity_DX_BROKER_SI_MV_INC_x,ALNMR FP Equity_DX_BROKER_SI_QTY_ADD,ALNMR FP Equity_DX_SUPPLY_SI_MV_DEC,ALNMR FP Equity_DX_BROKER_SI_QTY_INC,ALNMR FP Equity_DX_SUPPLY_SI_QTY_DEC,ALNMR FP Equity_DX_BROKER_SI_MV_INC_y,ALNMR FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALNMR FP Equity_DX_BROKER_SI_MV_ADD,ALNMR FP Equity_DX_SUPPLY_SI_QTY_ADD,ALNMR FP Equity_DX_BROKER_SI_QTY_DEC,ALNMR FP Equity_DX_SUPPLY_SI_MV,ALNMR FP Equity_DX_BROKER_SI_MV_DEC,ALNMR FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALNMR FP Equity_DX_UTILIZATION_QUANTITY,ALNMR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALNMR FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALNMR FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALNMR FP Equity_DX_ACTIVE_UTILIZATION_MV,ALNMR FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALNMR FP Equity_DX_BROKER_SI_CON_RATIO,ALNMR FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALNMR FP Equity_DX_DEMAND_SUPPLY_RATIO,ALNMR FP Equity_PX_LAST
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,721770.0,0.72,0.0,,0.0,,0.0,4.91
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,699720.0,0.72,0.0,,0.0,,0.0,4.76
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,690900.0,0.7,0.0,,0.0,,0.0,4.7
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,690900.0,0.7,0.0,,0.0,,0.0,4.7
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,749700.0,0.69,0.0,,0.0,,0.0,5.1
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,705600.0,0.75,0.0,,0.0,,0.0,4.8
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,711480.0,0.71,0.0,,0.0,,0.0,4.84
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,755580.0,0.71,0.0,,0.0,,0.0,5.14
2022-06-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,682080.0,0.76,0.0,,0.0,,0.0,4.64
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,588000.0,0.68,0.0,,0.0,,0.0,4.0
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,639450.0,0.59,0.0,,0.0,,0.0,4.35
2022-06-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,588000.0,0.64,0.0,,0.0,,0.0,4.0
2022-06-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,540960.0,0.59,0.0,,0.0,,0.0,3.68
2022-06-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,593880.0,0.54,0.0,,0.0,,0.0,4.04
2022-06-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,635040.0,0.59,0.0,,0.0,,0.0,4.32
2022-06-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,610050.0,0.64,0.0,,0.0,,0.0,4.15
2022-06-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,567420.0,0.61,0.0,,0.0,,0.0,3.86
2022-06-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,602700.0,0.57,0.0,,0.0,,0.0,4.1
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,563010.0,0.6,0.0,,0.0,,0.0,3.83
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,573300.0,0.56,0.0,,0.0,,0.0,3.9
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,539490.0,0.57,0.0,,0.0,,0.0,3.67
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,492450.0,0.54,0.0,,0.0,,0.0,3.35
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,542430.0,0.49,0.0,,0.0,,0.0,3.69
2022-07-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,526260.0,0.54,0.0,,0.0,,0.0,3.58
2022-07-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,527730.0,0.53,0.0,,0.0,,0.0,3.59
2022-07-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,540960.0,0.53,0.0,,0.0,,0.0,3.68
2022-07-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,543900.0,0.54,0.0,,0.0,,0.0,3.7
2022-07-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,554190.0,0.54,0.0,,0.0,,0.0,3.77
2022-07-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,552720.0,0.55,0.0,,0.0,,0.0,3.76
2022-07-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,552720.0,0.55,0.0,,0.0,,0.0,3.76
2022-07-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,523320.0,0.55,0.0,,0.0,,0.0,3.56
2022-07-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,524790.0,0.52,0.0,,0.0,,0.0,3.57
2022-07-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,552720.0,0.52,0.0,,0.0,,0.0,3.76
2022-07-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,552720.0,0.55,0.0,,0.0,,0.0,3.76
2022-07-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,546840.0,0.55,0.0,,0.0,,0.0,3.72
2022-07-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,545370.0,0.55,0.0,,0.0,,0.0,3.71
2022-07-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,523320.0,0.55,0.0,,0.0,,0.0,3.56
2022-07-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,546840.0,0.52,0.0,,0.0,,0.0,3.72
2022-07-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,530670.0,0.55,0.0,,0.0,,0.0,3.61
2022-07-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,543900.0,0.53,0.0,,0.0,,0.0,3.7
2022-07-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,543900.0,0.54,0.0,,0.0,,0.0,3.7
2022-07-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,565950.0,0.54,0.0,,0.0,,0.0,3.85
2022-07-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,560070.0,0.57,0.0,,0.0,,0.0,3.81
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,621810.0,0.56,0.0,,0.0,,0.0,4.23
2022-08-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,651210.0,0.62,0.0,,0.0,,0.0,4.43
2022-08-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,618870.0,0.65,0.0,,0.0,,0.0,4.21
2022-08-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,596820.0,0.62,0.0,,0.0,,0.0,4.06
2022-08-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,590940.0,0.6,0.0,,0.0,,0.0,4.02
2022-08-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,649740.0,0.59,0.0,,0.0,,0.0,4.42
2022-08-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,620340.0,0.65,0.0,,0.0,,0.0,4.22
2022-08-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,617400.0,0.62,0.0,,0.0,,0.0,4.2
2022-08-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,661500.0,0.62,0.0,,0.0,,0.0,4.5
2022-08-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,679140.0,0.66,0.0,,0.0,,0.0,4.62
2022-08-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,639450.0,0.68,0.0,,0.0,,0.0,4.35
2022-08-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,633570.0,0.64,0.0,,0.0,,0.0,4.31
2022-08-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,635040.0,0.63,0.0,,0.0,,0.0,4.32
2022-08-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,636510.0,0.64,0.0,,0.0,,0.0,4.33
2022-08-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,654150.0,0.64,0.0,,0.0,,0.0,4.45
2022-08-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,636510.0,0.65,0.0,,0.0,,0.0,4.33
2022-08-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,618870.0,0.64,0.0,,0.0,,0.0,4.21
2022-08-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,630630.0,0.62,0.0,,0.0,,0.0,4.29
2022-08-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,624750.0,0.63,0.0,,0.0,,0.0,4.25
2022-08-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,626220.0,0.62,0.0,,0.0,,0.0,4.26
2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,624750.0,0.62,0.0,,0.0,,0.0,4.25
2022-08-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,624750.0,0.62,0.0,,0.0,,0.0,4.25
2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,639450.0,0.62,0.0,,0.0,,0.0,4.35
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,651210.0,0.64,0.0,,0.0,,0.0,4.43
2022-09-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,589470.0,0.65,0.0,,0.0,,0.0,4.01
2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,595350.0,0.59,0.0,,0.0,,0.0,4.05
2022-09-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,588000.0,0.6,0.0,,0.0,,0.0,4.0
2022-09-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,595350.0,0.59,0.0,,0.0,,0.0,4.05
2022-09-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,595350.0,0.6,0.0,,0.0,,0.0,4.05
2022-09-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,614460.0,0.6,0.0,,0.0,,0.0,4.18
2022-09-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,623280.0,0.61,0.0,,0.0,,0.0,4.24
2022-09-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,623280.0,0.62,0.0,,0.0,,0.0,4.24
2022-09-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,602700.0,0.62,0.0,,0.0,,0.0,4.1
2022-09-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,588000.0,0.6,0.0,,0.0,,0.0,4.0
2022-09-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,589470.0,0.59,0.0,,0.0,,0.0,4.01
2022-09-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,588000.0,0.59,0.0,,0.0,,0.0,4.0
2022-09-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,573300.0,0.59,0.0,,0.0,,0.0,3.9
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,543900.0,0.57,0.0,,0.0,,0.0,3.7
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,543900.0,0.54,0.0,,0.0,,0.0,3.7
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,514500.0,0.54,0.0,,0.0,,0.0,3.5
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,510090.0,0.51,0.0,,0.0,,0.0,3.47
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,510090.0,0.51,0.0,,0.0,,0.0,3.47
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,485100.0,0.51,0.0,,0.0,,0.0,3.3
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,480690.0,0.52,0.0,,0.0,,0.0,3.27
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,538020.0,0.48,0.0,,0.0,,0.0,3.66
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,514500.0,0.54,0.0,,0.0,,0.0,3.5
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,499800.0,0.51,0.0,,0.0,,0.0,3.4
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,476280.0,0.5,0.0,,0.0,,0.0,3.24
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,521850.0,0.48,0.0,,0.0,,0.0,3.55
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,520380.0,0.52,0.0,,0.0,,0.0,3.54
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,511560.0,0.52,0.0,,0.0,,0.0,3.48
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,477750.0,0.51,0.0,,0.0,,0.0,3.25
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,470400.0,0.48,0.0,,0.0,,0.0,3.2
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,470400.0,0.47,0.0,,0.0,,0.0,3.2
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,463050.0,0.47,0.0,,0.0,,0.0,3.15
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,454230.0,0.46,0.0,,0.0,,0.0,3.09
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,455700.0,0.45,0.0,,0.0,,0.0,3.1
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,441000.0,0.46,0.0,,0.0,,0.0,3.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,441000.0,0.44,0.0,,0.0,,0.0,3.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,443940.0,0.44,0.0,,0.0,,0.0,3.02
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,147000.0,402780.0,0.44,0.0,,0.0,,0.0,2.74
2022-10-25,100.0,257.0,0.01,0.12,0.0,0.0,0.0,0.0,100.0,0.0,257.0,,,,,,,,,,100.0,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0007,2.57
2022-10-26,200.0,528.0,0.01,0.23,0.01,0.0,0.0,264.0,100.0,100.0,264.0,,,100.0,,,,,,0.0,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.64
2022-10-27,200.0,554.0,0.01,0.21,0.01,0.0,0.0,277.0,100.0,100.0,277.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.77
2022-10-28,200.0,540.0,0.01,0.22,0.01,0.0,0.0,270.0,100.0,100.0,270.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.7
2022-10-31,200.0,506.0,0.01,0.21,0.01,0.0,0.0,253.0,100.0,100.0,253.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.53
2022-11-01,200.0,498.0,0.01,0.2,0.01,0.0,0.0,249.0,100.0,100.0,249.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.49
2022-11-02,200.0,460.0,0.01,0.19,0.01,0.0,0.0,230.0,100.0,100.0,230.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.3
2022-11-03,200.0,460.0,0.01,0.18,0.01,0.0,0.0,230.0,100.0,100.0,230.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.3
2022-11-04,200.0,442.0,0.01,0.17,0.01,0.0,0.0,221.0,100.0,100.0,221.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.21
2022-11-07,200.0,440.0,0.01,0.17,0.01,0.0,0.0,220.0,100.0,100.0,220.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.2
2022-11-08,200.0,452.0,0.01,0.17,0.01,0.0,0.0,226.0,100.0,100.0,226.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.26
2022-11-09,200.0,448.0,0.01,0.17,0.01,0.0,0.0,224.0,100.0,100.0,224.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.24
2022-11-10,200.0,490.0,0.01,0.14,0.01,0.0,0.0,245.0,100.0,100.0,245.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.45
2022-11-11,200.0,498.0,0.01,0.14,0.01,0.0,0.0,249.0,100.0,100.0,249.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.49
2022-11-14,200.0,460.0,0.01,0.14,0.01,0.0,0.0,230.0,100.0,100.0,230.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.3
2022-11-15,200.0,418.0,0.01,0.14,0.01,0.0,0.0,209.0,100.0,100.0,209.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.09
2022-11-16,200.0,390.0,0.01,0.1,0.01,0.0,0.0,195.0,100.0,100.0,195.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.95
2022-11-17,200.0,400.0,0.01,0.1,0.01,0.0,0.0,200.0,100.0,100.0,200.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,2.0
2022-11-18,200.0,372.0,0.01,0.1,0.01,0.0,0.0,186.0,100.0,100.0,186.0,,,,,,,,,,,,0.0,,100.0,0.07,0.0,0.0,0.0,100.0,,1.0,100.0,0.0014,1.86
