,DJE FP Equity_DX_SI_QTY,DJE FP Equity_DX_SHORT_INTEREST_VALUE,DJE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,DJE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,DJE FP Equity_DX_SI_MV,DJE FP Equity_DX_DSS,DJE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,DJE FP Equity_DX_SUPPLY_SI_QTY,DJE FP Equity_DX_BROKER_SI_QTY,DJE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,DJE FP Equity_DX_BROKER_SI_MV_NEW_x,DJE FP Equity_DX_SUPPLY_SI_QTY_INC_x,DJE FP Equity_DX_BROKER_SI_MV_INC_x,DJE FP Equity_DX_BROKER_SI_QTY_ADD,DJE FP Equity_DX_BROKER_SI_QTY_NEW,DJE FP Equity_DX_SUPPLY_SI_MV_DEC,DJE FP Equity_DX_BROKER_SI_QTY_INC,DJE FP Equity_DX_SUPPLY_SI_QTY_DEC,DJE FP Equity_DX_BROKER_SI_MV_NEW_y,DJE FP Equity_DX_BROKER_SI_MV_INC_y,DJE FP Equity_DX_SUPPLY_SI_QTY_INC_y,DJE FP Equity_DX_BROKER_SI_MV_ADD,DJE FP Equity_DX_SUPPLY_SI_QTY_ADD,DJE FP Equity_DX_BROKER_SI_QTY_DEC,DJE FP Equity_DX_SUPPLY_SI_MV,DJE FP Equity_DX_BROKER_SI_MV_DEC,DJE FP Equity_DX_BROKER_SI_MV_RMV,DJE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,DJE FP Equity_DX_UTILIZATION_QUANTITY,DJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,DJE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,DJE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,DJE FP Equity_DX_ACTIVE_UTILIZATION_MV,DJE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,DJE FP Equity_DX_BROKER_SI_CON_RATIO,DJE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,DJE FP Equity_DX_DEMAND_SUPPLY_RATIO,DJE FP Equity_PX_LAST
2014-04-07,3300.0,365976.05,0.27,0.09,0.4,,365976.05,0.0,3300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,332483.7,0.35,0.0,,1.0,100.0,1.1007,120.29
2014-04-08,14000.0,1543977.75,1.16,0.37,1.68,,1543977.75,0.0,14000.0,0.0,,,1.28,,,,10700.0,,,1.28,,,,,0.0,,,0.0,0.0,2998.0,330631.81,0.35,0.0,,1.0,100.0,4.6698,119.62
2014-04-09,6500.0,716127.69,0.54,0.17,0.78,,716127.69,0.0,6500.0,0.0,,,,,,,,,,,,,,7500.0,0.0,0.9,,0.0,0.0,2998.0,330300.13,0.35,0.0,,1.0,100.0,2.1681,119.5
2014-04-10,6500.0,715768.13,0.55,0.17,0.78,,715768.13,0.0,6500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,330134.28,0.35,0.0,,1.0,100.0,2.1681,119.44
2014-04-11,11500.0,1246744.43,0.99,0.3,1.37,,1246744.43,0.0,11500.0,0.0,,,0.6,,,,5000.0,,,0.6,,,,,0.0,,,0.0,0.0,2998.0,325020.85,0.34,0.0,,1.0,100.0,3.8359,117.59
2014-04-14,11500.0,1256710.75,0.89,0.3,1.35,,1256710.75,0.0,11500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,327619.03,0.34,0.0,,1.0,100.0,3.8359,118.53
2014-04-15,8300.0,909312.99,0.64,0.22,0.98,,909312.99,0.0,8300.0,0.0,,,,,,,,,,,,,,3200.0,0.0,0.37,,0.0,0.0,2998.0,328448.23,0.34,0.0,,1.0,100.0,2.7685,118.83
2014-04-16,8300.0,919796.53,0.63,0.22,0.99,,919796.53,0.0,8300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,332234.94,0.35,0.0,,1.0,100.0,2.7685,120.2
2014-04-17,8300.0,921480.01,0.63,0.22,1.0,,921480.01,0.0,8300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,332843.02,0.35,0.0,,1.0,100.0,2.7685,120.42
2014-04-18,8300.0,921480.01,0.58,0.22,1.0,,921480.01,0.0,8300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,332843.02,0.35,0.0,,1.0,100.0,2.7685,
2014-04-21,8300.0,921480.01,0.58,0.22,1.0,,921480.01,0.0,8300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,332843.02,0.35,0.0,,1.0,100.0,2.7685,
2014-04-22,8300.0,930203.54,0.58,0.22,1.0,,930203.54,0.0,8300.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,2998.0,335994.0,0.35,0.0,,1.0,100.0,2.7685,121.56
2014-04-23,2200.0,245626.96,0.15,0.06,0.27,,245626.96,0.0,2200.0,0.0,,,,,,,,,,,,,,6100.0,0.0,0.73,,0.0,0.0,2998.0,334722.55,0.35,0.0,,1.0,100.0,0.7338,121.1
2014-04-24,2200.0,245870.35,0.15,0.06,0.27,,245870.35,0.0,2200.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,348465.35,0.35,0.0,,1.0,100.0,0.7056,121.22
2014-04-25,400.0,44227.97,0.03,0.01,0.05,,44227.97,0.0,400.0,0.0,,,,,,,,,,,,,,1800.0,0.0,0.22,,0.0,0.0,3118.0,344757.04,0.35,0.0,,1.0,100.0,0.1283,119.93
2014-04-28,400.0,44390.24,0.03,0.01,0.05,,44390.24,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,346021.89,0.35,0.0,,1.0,100.0,0.1283,120.37
2014-04-29,400.0,44792.21,0.04,0.01,0.05,,44792.21,0.0,400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,349155.26,0.35,0.0,,1.0,100.0,0.1283,121.46
2014-04-30,4400.0,491132.22,0.39,0.12,0.53,,491132.22,0.0,4400.0,0.0,,,0.49,,,,4000.0,,,0.49,,,,,0.0,,,0.0,0.0,3118.0,348034.15,0.35,0.0,,1.0,100.0,1.4112,121.07
2014-05-01,4400.0,491132.22,0.36,0.12,0.53,,491132.22,0.0,4400.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,348034.15,0.35,0.0,,1.0,100.0,1.4112,
2014-05-02,4000.0,446188.81,0.33,0.11,0.48,,446188.81,0.0,4000.0,0.0,,,,,,,,,,,,,,400.0,0.0,0.05,,0.0,0.0,3118.0,347804.18,0.35,0.0,,1.0,100.0,1.2829,120.99
2014-05-05,4000.0,444529.29,0.35,0.11,0.48,,444529.29,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,346510.58,0.35,0.0,,1.0,100.0,1.2829,120.54
2014-05-06,4000.0,441615.92,0.38,0.11,0.48,,441615.92,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,344239.61,0.35,0.0,,1.0,100.0,1.2829,119.75
2014-05-07,4000.0,442685.38,0.39,0.11,0.48,,442685.38,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,345073.26,0.35,0.0,,1.0,100.0,1.2829,120.04
2014-05-08,4000.0,447995.84,0.4,0.11,0.48,,447995.84,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,349212.76,0.35,0.0,,1.0,100.0,1.2829,121.48
2014-05-09,4000.0,449729.11,0.37,0.11,0.49,,449729.11,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,350563.84,0.35,0.0,,1.0,100.0,1.2829,121.95
2014-05-12,500.0,56750.87,0.04,0.01,0.06,,56750.87,0.0,500.0,0.0,,,,,,,,,,,,,,3500.0,0.0,0.43,,0.0,0.0,3118.0,353898.44,0.36,0.0,,1.0,100.0,0.1604,123.11
2014-05-13,500.0,57073.56,0.04,0.01,0.06,,57073.56,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,355910.7,0.36,0.0,,1.0,100.0,0.1604,123.81
2014-05-14,500.0,56889.17,0.04,0.01,0.06,,56889.17,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,354760.83,0.36,0.0,,1.0,100.0,0.1604,123.41
2014-05-15,500.0,56105.5,0.04,0.01,0.06,,56105.5,0.0,500.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,349873.93,0.36,0.0,,1.0,100.0,0.1604,121.71
2014-05-16,2500.0,281126.79,0.22,0.07,0.3,,281126.79,0.0,2500.0,0.0,,,0.24,,,,2000.0,,,0.24,,,,,0.0,,,0.0,0.0,3118.0,350621.34,0.35,0.0,,1.0,100.0,0.8018,121.97
2014-05-19,7000.0,789220.19,0.66,0.19,0.86,,789220.19,0.0,7000.0,0.0,,,,5000.0,,,,,,,,0.61,,500.0,0.0,0.06,,0.0,0.0,0.0,0.0,0.0,0.0,28.53,0.429,57.21,2.245,122.29
2014-05-20,7000.0,788316.68,0.69,0.19,0.86,,788316.68,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.59,0.4284,57.11,2.245,122.15
2014-05-21,7000.0,792769.72,0.69,0.19,0.86,,792769.72,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.48,0.4294,57.27,2.245,122.84
2014-05-22,7000.0,795286.65,0.69,0.19,0.86,,795286.65,0.0,7000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,28.55,0.4288,57.17,2.245,123.23
2014-05-23,5000.0,570182.39,0.48,0.13,0.62,,570182.39,0.0,5000.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.6807,80.06,1.6036,123.69
2014-05-26,5000.0,571749.71,0.5,0.13,0.62,,571749.71,0.0,5000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.6812,80.1,1.6036,124.03
2014-05-27,4000.0,458616.75,0.4,0.11,0.5,,458616.75,0.0,4000.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.12,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2829,124.36
2014-05-28,4000.0,458911.77,0.4,0.11,0.5,,458911.77,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2829,124.44
2014-05-29,4000.0,458542.99,0.45,0.11,0.5,,458542.99,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2829,124.34
2014-05-30,4000.0,458469.23,0.46,0.11,0.5,,458469.23,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,1.2829,124.32
2014-06-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,4000.0,0.0,0.5,,0.0,0.0,3118.0,359417.77,0.36,0.0,,0.0,100.0,0.0,125.03
2014-06-03,2000.0,229935.3,0.26,0.05,0.25,,229935.3,0.0,2000.0,0.0,,,,2000.0,,,,,,,,0.25,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6414,124.7
2014-06-04,2000.0,230285.64,0.32,0.05,0.25,,230285.64,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6414,124.89
2014-06-05,2000.0,231391.99,0.3,0.05,0.25,,231391.99,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6414,125.49
2014-06-06,2000.0,232332.38,0.33,0.05,0.25,,232332.38,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.6414,126.0
2014-06-09,4000.0,467799.41,0.68,0.11,0.51,,467799.41,0.0,4000.0,0.0,,,,2000.0,,,,,,,,0.25,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.87,0.5,50.13,1.2829,126.85
2014-06-10,4000.0,468832.0,0.68,0.11,0.51,,468832.0,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.5,50.05,1.2829,127.13
2014-06-11,4000.0,466693.06,0.68,0.11,0.51,,466693.06,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.9,0.5,50.1,1.2829,126.55
2014-06-12,4000.0,465291.69,0.69,0.11,0.51,,465291.69,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,1.2829,126.17
2014-06-13,4000.0,464701.64,0.77,0.11,0.5,,464701.64,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.5,50.03,1.2829,126.01
2014-06-16,4000.0,462193.93,0.77,0.11,0.5,,462193.93,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.5,50.01,1.2829,125.33
2014-06-17,4000.0,464295.98,0.72,0.11,0.5,,464295.98,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.85,0.5,50.15,1.2829,125.9
2014-06-18,4000.0,463484.66,0.7,0.11,0.5,,463484.66,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.5,50.04,1.2829,125.68
2014-06-19,4000.0,464591.01,0.74,0.11,0.5,,464591.01,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.5,50.06,1.2829,125.98
2014-06-20,4000.0,468241.95,0.88,0.11,0.51,,468241.95,0.0,4000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,49.75,0.5,50.25,1.2829,126.97
2014-06-23,2000.0,233383.41,0.54,0.05,0.25,,233383.41,0.0,2000.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.25,,0.0,0.0,3118.0,363844.74,0.37,0.0,49.93,1.0,100.0,0.6414,126.57
2014-06-24,2000.0,233844.39,0.52,0.05,0.25,,233844.39,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,364563.4,0.37,0.0,,1.0,100.0,0.6414,126.82
2014-06-25,2000.0,231742.33,0.53,0.05,0.25,,231742.33,0.0,2000.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,361286.3,0.37,0.0,,1.0,100.0,0.6414,125.68
2014-06-26,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,2000.0,0.0,0.25,,0.0,0.0,3118.0,361027.58,0.36,0.0,,0.0,,0.0,125.59
2014-06-27,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,360711.36,0.36,0.0,,0.0,,0.0,125.48
2014-06-30,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,359733.98,0.36,0.0,,0.0,,0.0,125.14
2014-07-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,362091.2,0.36,0.0,,0.0,,0.0,125.96
2014-07-02,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3118.0,363039.83,0.37,0.0,,0.0,,0.0,126.29
2014-07-03,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,364706.67,0.37,0.0,,0.0,,0.0,127.36
2014-07-04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,365451.2,0.37,0.0,,0.0,,0.0,127.62
2014-07-07,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,363962.14,0.37,0.0,,0.0,,0.0,127.1
2014-07-08,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,361270.36,0.37,0.0,,0.0,,0.0,126.16
2014-07-09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,361789.79,0.36,0.0,,0.0,,0.0,125.37
2014-07-10,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,361126.06,0.36,0.0,,0.0,,0.0,125.14
2014-07-11,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,362366.94,0.36,0.0,,0.0,,0.0,125.57
2014-07-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,365483.58,0.36,0.0,,0.0,,0.0,126.65
2014-07-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,365714.44,0.37,0.0,,0.0,,0.0,126.73
2014-07-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,368369.36,0.37,0.0,,0.0,,0.0,127.65
2014-07-17,7000.0,830780.27,0.7,0.19,0.89,,830780.27,0.0,7000.0,0.0,,,,7000.0,,,,,,,,0.89,,,0.0,,,0.0,0.0,3106.0,368629.08,0.37,0.0,,1.0,100.0,2.2537,127.74
2014-07-18,7210.0,853627.06,0.68,0.19,0.92,,853627.06,0.0,7210.0,0.0,,,,210.0,,,,,,,,0.03,,,0.0,,,0.0,0.0,3106.0,367734.48,0.37,0.0,2.91,0.9434,97.09,2.3213,127.43
2014-07-21,7210.0,850679.59,0.67,0.19,0.92,,850679.59,0.0,7210.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,366464.74,0.37,0.0,2.92,0.9434,97.08,2.3213,126.99
2014-07-22,7210.0,859588.98,0.64,0.2,0.92,,859588.98,0.0,7210.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,370302.83,0.37,0.0,2.91,0.9434,97.09,2.3213,128.32
2014-07-23,7210.0,859722.96,0.62,0.2,0.93,,859722.96,0.0,7210.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,370360.54,0.37,0.0,2.91,0.9434,97.09,2.3213,128.34
2014-07-24,1410.0,168102.7,0.12,0.04,0.18,,168102.7,0.0,1410.0,0.0,,,,,,,,,,,,,,5800.0,0.0,0.74,,0.0,0.0,3106.0,370302.83,0.37,0.0,14.89,0.7465,85.11,0.454,128.32
2014-07-25,1410.0,166858.17,0.12,0.04,0.18,,166858.17,0.0,1410.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,367561.34,0.37,0.0,14.9,0.7465,85.1,0.454,127.37
2014-07-28,1200.0,141995.81,0.1,0.03,0.15,,141995.81,0.0,1200.0,0.0,,,,,,,,,,,,,,210.0,0.0,0.03,,0.0,0.0,3106.0,367532.48,0.37,0.0,,1.0,100.0,0.3863,127.36
2014-07-29,1450.0,172090.2,0.12,0.04,0.18,,172090.2,0.0,1450.0,0.0,,,,250.0,,,,,,,,0.03,,,0.0,,,0.0,0.0,3106.0,368629.08,0.37,0.0,17.24,0.7146,82.76,0.4668,127.74
2014-07-30,1450.0,171416.6,0.12,0.04,0.19,,171416.6,0.0,1450.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,367186.19,0.37,0.0,17.24,0.7146,82.76,0.4668,127.24
2014-07-31,12450.0,1458863.09,1.04,0.34,1.57,,1458863.09,0.0,12450.0,0.0,,,,11000.0,,,,,,,,1.39,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.7887,88.25,4.0084,126.12
2014-08-01,11250.0,1297867.71,0.87,0.31,1.4,,1297867.71,0.0,11250.0,0.0,,,,,,,,,,,,,,1200.0,0.0,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,2.26,0.9559,97.74,3.622,124.17
2014-08-04,11250.0,1297867.71,0.85,0.31,1.4,,1297867.71,0.0,11250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.9565,97.78,3.622,124.17
2014-08-05,17250.0,2000000.52,1.33,0.46,2.15,,2000000.52,0.0,17250.0,0.0,,,,6000.0,,,,,,,,0.75,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,34.67,0.5285,63.88,5.5538,124.79
2014-08-06,6250.0,722895.81,0.48,0.17,0.78,,722895.81,0.0,6250.0,0.0,,,,,,,,,,,,,,11000.0,0.0,1.37,,0.0,0.0,3106.0,359250.3,0.36,0.0,4.0,0.9232,96.0,2.0122,124.49
2014-08-07,6250.0,722140.92,0.44,0.17,0.78,,722140.92,0.0,6250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,358875.15,0.36,0.0,4.0,0.9232,96.0,2.0122,124.36
2014-08-08,6250.0,719760.11,0.46,0.17,0.78,,719760.11,0.0,6250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,357691.98,0.36,0.0,4.0,0.9232,96.0,2.0122,123.95
2014-08-11,6250.0,728993.01,0.42,0.17,0.77,,728993.01,0.0,6250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,3106.0,362280.37,0.36,0.0,4.0,0.9232,96.0,2.0122,125.54
2014-08-12,250.0,29066.81,0.02,0.01,0.03,,29066.81,0.0,250.0,0.0,,,,,,,,,,,,,,6000.0,0.0,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0805,125.14
2014-08-13,1250.0,146356.06,0.09,0.03,0.16,,146356.06,0.0,1250.0,0.0,,,,1000.0,,,,,,,,0.13,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,126.02
2014-08-14,1250.0,146495.43,0.09,0.03,0.16,,146495.43,0.0,1250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,126.14
2014-08-15,1250.0,146297.99,0.09,0.03,0.16,,146297.99,0.0,1250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,125.97
2014-08-18,1250.0,147993.59,0.08,0.03,0.16,,147993.59,0.0,1250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,127.43
2014-08-19,1250.0,149108.51,0.08,0.03,0.16,,149108.51,0.0,1250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,128.39
2014-08-20,1250.0,149840.18,0.08,0.03,0.16,,149840.18,0.0,1250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,129.02
2014-08-21,1250.0,151048.0,0.08,0.03,0.16,,151048.0,0.0,1250.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.68,80.0,0.4024,130.06
2014-08-22,8250.0,998143.23,0.58,0.23,1.07,,998143.23,0.0,8250.0,0.0,,,,7000.0,,,,,,,,0.91,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,12.04,0.7371,84.95,2.6561,130.22
2014-08-25,7100.0,865736.63,0.54,0.2,0.92,,865736.63,0.0,7100.0,0.0,,,,,,,,,,,,,,1150.0,0.0,0.15,,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.9722,98.59,2.2859,131.24
2014-08-26,7100.0,867517.71,0.72,0.21,0.93,,867517.71,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.9722,98.59,2.2859,131.51
2014-08-27,7100.0,866198.39,0.75,0.21,0.93,,866198.39,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.9722,98.59,2.2859,131.31
2014-08-28,7100.0,865868.56,0.75,0.21,0.93,,865868.56,0.0,7100.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.9722,98.59,2.2859,131.26
2014-08-29,1100.0,134506.35,0.13,0.03,0.14,,134506.35,0.0,1100.0,0.0,,,,,,,,,,,,,,6000.0,0.0,0.79,,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.8347,90.91,0.3542,131.61
2014-09-01,1015.0,124301.29,0.12,0.03,0.13,,124301.29,0.0,1015.0,0.0,,,,,,,,,,,,,,85.0,0.0,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.9709,98.52,0.3268,131.81
2014-09-02,1015.0,124310.72,0.12,0.03,0.13,,124310.72,0.0,1015.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.9709,98.52,0.3268,131.82
2014-09-03,1015.0,124320.15,0.12,0.03,0.13,,124320.15,0.0,1015.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.9709,98.52,0.3268,131.83
2014-09-04,15.0,1862.89,0.0,0.0,0.0,,1862.89,0.0,15.0,0.0,,,,,,,,,,,,,,1000.0,0.0,0.13,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0048,133.67
2014-09-05,15.0,1858.71,0.0,0.0,0.0,,1858.71,0.0,15.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0048,133.37
2014-09-08,15.0,1868.32,0.0,0.0,0.0,,1868.32,0.0,15.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0048,134.06
2014-09-09,15.0,1864.0,0.0,0.0,0.0,,1864.0,0.0,15.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0048,133.75
2014-09-10,15.0,1860.1,0.0,0.0,0.0,,1860.1,0.0,15.0,0.0,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0048,133.47
