,ALBOO FP Equity_DX_SI_QTY,ALBOO FP Equity_DX_SHORT_INTEREST_VALUE,ALBOO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALBOO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALBOO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALBOO FP Equity_DX_SI_MV,ALBOO FP Equity_DX_DSS,ALBOO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALBOO FP Equity_DX_SUPPLY_SI_QTY,ALBOO FP Equity_DX_BROKER_SI_QTY,ALBOO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALBOO FP Equity_DX_BROKER_SI_MV_NEW_x,ALBOO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALBOO FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALBOO FP Equity_DX_BROKER_SI_MV_INC_x,ALBOO FP Equity_DX_SUPPLY_SI_MV_NEW,ALBOO FP Equity_DX_BROKER_SI_QTY_ADD,ALBOO FP Equity_DX_BROKER_SI_QTY_NEW,ALBOO FP Equity_DX_SUPPLY_SI_MV_DEC,ALBOO FP Equity_DX_BROKER_SI_QTY_INC,ALBOO FP Equity_DX_SUPPLY_SI_QTY_DEC,ALBOO FP Equity_DX_BROKER_SI_MV_NEW_y,ALBOO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALBOO FP Equity_DX_BROKER_SI_MV_INC_y,ALBOO FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALBOO FP Equity_DX_BROKER_SI_MV_ADD,ALBOO FP Equity_DX_SUPPLY_SI_QTY_ADD,ALBOO FP Equity_DX_BROKER_SI_QTY_DEC,ALBOO FP Equity_DX_SUPPLY_SI_MV,ALBOO FP Equity_DX_BROKER_SI_MV_DEC,ALBOO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALBOO FP Equity_DX_UTILIZATION_QUANTITY,ALBOO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALBOO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALBOO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALBOO FP Equity_DX_ACTIVE_UTILIZATION_MV,ALBOO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALBOO FP Equity_DX_BROKER_SI_CON_RATIO,ALBOO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALBOO FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-02-15,370.0,1158.1,0.01,0.0,0.0,0.0,0.0,1158.1,0.0,370.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2021-02-16,770.0,2464.0,0.02,0.01,0.01,0.0,0.0,1824.0,200.0,570.0,640.0,,,,,,200.0,,,,,,,,,0.0,200.0,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,48.12,0.5007,51.88,1.925
2021-02-17,820.0,2788.0,0.02,0.01,0.01,0.0,0.0,2108.0,200.0,620.0,680.0,,,,,,50.0,,,,,,,,,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,45.21,0.4436,48.51,2.05
2021-02-18,820.0,2574.8,0.02,0.01,0.01,0.0,0.0,1946.8,200.0,620.0,628.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,45.04,0.4459,48.92,2.05
2021-02-19,623.0,1974.91,0.01,0.01,0.01,0.0,0.0,1340.91,200.0,423.0,634.0,,,,,,,,,,,,,,,,,197.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,27.44,0.4873,63.55,1.5575
2021-02-22,623.0,1962.45,0.01,0.01,0.01,0.0,0.0,1332.45,200.0,423.0,630.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,27.66,0.4934,64.03,1.5575
2021-02-23,850.0,2601.0,0.02,0.01,0.01,0.0,0.0,1377.0,400.0,450.0,1224.0,,,200.0,0.0,,,,,200.0,,,,0.0,200.0,,,173.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,6.16,0.8843,93.84,1.0625
2021-02-24,850.0,2677.5,0.02,0.01,0.01,0.0,0.0,1417.5,400.0,450.0,1260.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.32,0.8815,93.68,1.0625
2021-02-25,850.0,2669.0,0.02,0.01,0.01,0.0,0.0,1413.0,400.0,450.0,1256.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,5.97,0.8877,94.03,1.0625
2021-02-26,850.0,2669.0,0.02,0.01,0.01,0.0,0.0,1413.0,400.0,450.0,1256.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,6.23,0.8832,93.77,1.0625
2021-03-01,1300.0,4095.0,0.03,0.01,0.01,0.0,0.0,2835.0,400.0,900.0,1260.0,,,,0.0,,400.0,,,50.0,,,,0.0,,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,30.62,0.4755,61.25,1.625
2021-03-02,1300.0,4069.0,0.03,0.02,0.01,0.0,0.0,2817.0,400.0,900.0,1252.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,30.58,0.4767,61.38,1.625
2021-03-03,1263.0,4016.34,0.03,0.01,0.01,0.0,0.0,2744.34,400.0,863.0,1272.0,,,,,,,,,,,,,,,,,37.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,31.61,0.5015,63.16,1.5788
2021-03-04,1250.0,3837.5,0.03,0.01,0.01,0.0,0.0,2609.5,400.0,850.0,1228.0,,,,,,,,,,,,,,,,,13.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,32.11,0.5103,63.67,1.5625
2021-03-05,1200.0,3708.0,0.03,0.01,0.01,0.0,0.0,2472.0,400.0,800.0,1236.0,,,,,,,,,,,,,,,,,50.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,33.39,0.5552,66.61,1.5
2021-03-08,1200.0,3624.0,0.03,0.01,0.01,0.0,0.0,2416.0,400.0,800.0,1208.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.53,0.5542,66.47,1.5
2021-03-09,1393.0,4179.0,0.03,0.02,0.02,0.0,0.0,2979.0,400.0,993.0,1200.0,,,,0.0,,,,,193.0,,,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,42.22,0.5121,57.78,1.7413
2021-03-10,593.0,1707.84,0.01,0.01,0.01,0.0,0.0,1707.84,193.0,593.0,555.84,,,,,,,,0.0,,207.0,,,,,,,400.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,41.02,1.0,100.0,1.5363
2021-03-11,893.0,2571.84,0.02,0.01,0.01,0.0,0.0,2571.84,193.0,893.0,555.84,,,,0.0,,,,,300.0,,,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-12,893.0,2571.84,0.02,0.01,0.01,0.0,0.0,2571.84,193.0,893.0,555.84,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-15,893.0,2411.1,0.02,0.01,0.01,0.0,0.0,2411.1,193.0,893.0,521.1,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-16,893.0,2303.94,0.02,0.01,0.01,0.0,0.0,2303.94,193.0,893.0,497.94,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-17,893.0,2375.38,0.02,0.01,0.01,0.0,0.0,2375.38,193.0,893.0,513.38,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-18,893.0,2330.73,0.02,0.01,0.01,0.0,0.0,2330.73,193.0,893.0,503.73,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-19,893.0,2089.62,0.02,0.01,0.01,0.0,0.0,2089.62,193.0,893.0,451.62,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-22,893.0,2044.97,0.02,0.01,0.01,0.0,0.0,2044.97,193.0,893.0,441.97,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-23,893.0,2098.55,0.02,0.01,0.01,0.0,0.0,2098.55,193.0,893.0,453.55,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-24,893.0,2009.25,0.02,0.01,0.01,0.0,0.0,2009.25,193.0,893.0,434.25,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-25,893.0,2036.04,0.02,0.01,0.01,0.0,0.0,2036.04,193.0,893.0,440.04,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-26,893.0,2071.76,0.02,0.01,0.01,0.0,0.0,2071.76,193.0,893.0,447.76,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-29,893.0,2044.97,0.02,0.01,0.01,0.0,0.0,2044.97,193.0,893.0,441.97,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-30,893.0,2009.25,0.02,0.01,0.01,0.0,0.0,2009.25,193.0,893.0,434.25,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-03-31,893.0,2036.04,0.02,0.01,0.01,0.0,0.0,2036.04,193.0,893.0,440.04,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,,1.0,100.0,2.3135
2021-04-01,4093.0,9086.46,0.09,0.07,0.05,0.01,0.0,9086.46,193.0,4093.0,428.46,0.01,,,,,,3200.0,,,,0.01,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.83,0.6588,78.17,10.6036
2021-04-02,4093.0,9086.46,0.09,0.07,0.05,0.01,0.0,9086.46,193.0,4093.0,428.46,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.76,0.6595,78.24,10.6036
2021-04-05,4093.0,9086.46,0.09,0.07,0.05,0.01,0.0,9086.46,193.0,4093.0,428.46,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.73,0.6598,78.27,10.6036
2021-04-06,4093.0,9066.0,0.09,0.07,0.05,0.01,0.0,9066.0,193.0,4093.0,427.5,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.72,0.66,78.28,10.6036
2021-04-07,4051.0,9053.99,0.09,0.07,0.05,0.01,0.0,9053.99,193.0,4051.0,431.36,,,,,,,,,,,,,,,,,42.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,20.97,0.6685,79.03,10.4948
2021-04-08,4051.0,8993.22,0.09,0.07,0.05,0.01,0.0,8993.22,193.0,4051.0,428.46,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.88,0.6696,79.12,10.4948
2021-04-09,4051.0,8831.18,0.09,0.07,0.05,0.01,0.0,8831.18,193.0,4051.0,420.74,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.97,0.6685,79.03,10.4948
2021-04-12,4051.0,9884.44,0.09,0.07,0.05,0.01,0.0,9884.44,193.0,4051.0,470.92,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.04,0.6677,78.96,10.4948
2021-04-13,4051.0,10046.48,0.09,0.07,0.05,0.01,0.0,10046.48,193.0,4051.0,478.64,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.87,0.6697,79.13,10.4948
2021-04-14,4051.0,10289.54,0.09,0.06,0.05,0.01,0.0,10289.54,193.0,4051.0,490.22,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.03,0.6679,78.97,10.4948
2021-04-15,4051.0,10289.54,0.09,0.06,0.05,0.01,0.0,10289.54,193.0,4051.0,490.22,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.91,0.6692,79.09,10.4948
2021-04-16,4051.0,10451.58,0.09,0.06,0.05,0.01,0.0,10451.58,193.0,4051.0,497.94,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,20.91,0.6692,79.09,10.4948
2021-04-19,4051.0,10775.66,0.09,0.06,0.05,0.01,0.0,10775.66,193.0,4051.0,513.38,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,21.02,0.668,78.98,10.4948
2021-04-20,5551.0,14099.54,0.12,0.08,0.06,0.01,0.0,10289.54,1693.0,4051.0,4300.22,,,1500.0,,,,,,,,,,,1500.0,,,,0.0,,100.0,89.77,0.0,0.0,0.0,100.0,27.0,0.4284,57.6,2.9433
2021-04-21,5551.0,13738.73,0.12,0.08,0.06,0.01,0.0,10026.23,1693.0,4051.0,4190.18,,,,,,,,,,,,,,,,,,0.0,,100.0,89.77,0.0,0.0,0.0,100.0,27.04,0.4293,57.69,2.9433
2021-04-22,5551.0,13683.22,0.12,0.09,0.06,0.01,0.0,9985.72,1693.0,4051.0,4173.25,,,,,,,,,,,,,,,,,,0.0,,100.0,89.77,0.0,0.0,0.0,100.0,27.04,0.4283,57.58,2.9433
2021-04-23,5551.0,13794.24,0.12,0.09,0.06,0.01,0.0,10066.74,1693.0,4051.0,4207.1,,,,,,,,,,,,,,,,,,0.0,,100.0,89.77,0.0,0.0,0.0,100.0,27.05,0.4285,57.6,2.9433
2021-04-26,5751.0,14837.58,0.12,0.1,0.07,0.01,0.0,10709.58,1793.0,4151.0,4625.94,,,100.0,,,100.0,,,,,,,,100.0,0.0,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,26.09,0.3999,55.55,2.757
2021-04-27,5751.0,14981.36,0.12,0.1,0.07,0.01,0.0,10813.36,1793.0,4151.0,4670.77,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,26.07,0.4004,55.61,2.757
2021-04-28,5751.0,15240.15,0.12,0.1,0.07,0.02,0.0,11000.15,1793.0,4151.0,4751.45,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,26.12,0.4005,55.61,2.757
2021-04-29,6364.0,16928.24,0.13,0.12,0.07,0.02,0.0,12672.24,1793.0,4764.0,4769.38,,,,0.0,,,,,613.0,,,,0.0,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,23.54,0.3421,50.22,3.0508
2021-04-30,6364.0,16928.24,0.13,0.12,0.07,0.02,0.0,12672.24,1793.0,4764.0,4769.38,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,23.54,0.342,50.21,3.0508
2021-05-03,6364.0,16260.02,0.13,0.12,0.07,0.02,0.0,12172.02,1793.0,4764.0,4581.12,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,23.65,0.344,50.44,3.0508
2021-05-04,6877.0,17364.43,0.14,0.13,0.08,0.02,0.0,13324.43,1793.0,5277.0,4527.33,,,,0.0,,,,,513.0,,,,0.0,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.86,0.3165,46.54,3.2967
2021-05-05,6877.0,17226.88,0.14,0.18,0.08,0.02,0.0,13218.89,1793.0,5277.0,4491.47,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.88,0.3169,46.58,3.2967
2021-05-06,6877.0,16332.88,0.14,0.18,0.08,0.02,0.0,12532.88,1793.0,5277.0,4258.38,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,22.05,0.3189,46.95,3.2967
2021-05-07,6877.0,16367.26,0.14,0.18,0.08,0.02,0.0,12559.26,1793.0,5277.0,4267.34,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.84,0.3164,46.5,3.2967
2021-05-10,6877.0,16436.03,0.14,0.18,0.08,0.02,0.0,12612.03,1793.0,5277.0,4285.27,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.77,0.3161,46.45,3.2967
2021-05-11,6877.0,15885.87,0.14,0.18,0.08,0.02,0.0,12189.87,1793.0,5277.0,4141.83,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.94,0.318,46.8,3.2967
2021-05-12,6877.0,14648.01,0.14,0.18,0.08,0.02,0.0,11240.01,1793.0,5277.0,3819.09,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,22.11,0.3202,47.18,3.2967
2021-05-13,6877.0,14063.47,0.14,0.18,0.08,0.01,0.0,10791.47,1793.0,5277.0,3666.69,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.98,0.3186,46.88,3.2967
2021-05-14,6877.0,13423.9,0.14,0.17,0.08,0.01,0.0,10300.7,1793.0,5277.0,3499.94,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,22.07,0.3191,46.96,3.2967
2021-05-17,6877.0,13754.0,0.14,0.18,0.08,0.01,0.0,10554.0,1793.0,5277.0,3586.0,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.68,0.3152,46.3,3.2967
2021-05-18,6877.0,14476.09,0.14,0.18,0.08,0.01,0.0,11108.09,1793.0,5277.0,3774.27,,,,,,,,,,,,,,,,,,0.0,,100.0,85.95,0.0,0.0,0.0,100.0,21.61,0.3144,46.1,3.2967
2021-05-19,5377.0,11076.62,0.11,0.15,0.06,0.01,0.0,10870.62,293.0,5277.0,603.58,,,,,,,,0.0,,1500.0,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,24.35,0.4416,59.76,9.1758
2021-05-20,5377.0,10915.31,0.11,0.15,0.06,0.01,0.0,10712.31,293.0,5277.0,594.79,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,24.37,0.441,59.68,9.1758
2021-05-21,5377.0,10888.43,0.11,0.15,0.06,0.01,0.0,10685.93,293.0,5277.0,593.33,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,24.69,0.4403,59.54,9.1758
2021-05-24,5377.0,10646.46,0.11,0.15,0.06,0.01,0.0,10448.46,293.0,5277.0,580.14,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,24.3,0.4425,59.86,9.1758
2021-05-25,5377.0,10754.0,0.11,0.18,0.06,0.01,0.0,10554.0,293.0,5277.0,586.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,24.81,0.439,59.36,9.1758
2021-05-26,5377.0,10732.49,0.11,0.19,0.06,0.01,0.0,10532.89,293.0,5277.0,584.83,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,24.7,0.4402,59.52,9.1758
2021-05-27,9177.0,18078.69,0.19,0.36,0.1,0.02,0.0,14138.69,2193.0,7177.0,4320.21,,,1900.0,,,1900.0,,,,,,,,1900.0,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.92,0.3233,41.51,2.0923
2021-05-28,9177.0,18170.46,0.19,0.38,0.1,0.02,0.0,14210.46,2193.0,7177.0,4342.14,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.82,0.322,41.35,2.0923
2021-05-31,9177.0,18097.04,0.19,0.39,0.1,0.02,0.0,14153.04,2193.0,7177.0,4324.6,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.9,0.3228,41.44,2.0923
2021-06-01,9177.0,17986.92,0.19,0.44,0.1,0.02,0.0,14066.92,2193.0,7177.0,4298.28,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.87,0.3224,41.39,2.0923
2021-06-02,9177.0,17601.49,0.19,0.48,0.1,0.02,0.0,13765.49,2193.0,7177.0,4206.17,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.94,0.3232,41.49,2.0923
2021-06-03,9177.0,17436.3,0.19,0.49,0.1,0.02,0.0,13636.3,2193.0,7177.0,4166.7,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.9,0.323,41.47,2.0923
2021-06-04,9177.0,16848.97,0.19,0.48,0.1,0.02,0.0,13176.97,2193.0,7177.0,4026.35,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,35.02,0.3241,41.59,2.0923
2021-06-07,9177.0,16702.14,0.19,0.46,0.1,0.02,0.0,13062.14,2193.0,7177.0,3991.26,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.92,0.3234,41.52,2.0923
2021-06-08,9177.0,16004.69,0.19,0.48,0.1,0.02,0.0,12516.69,2193.0,7177.0,3824.59,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,35.08,0.3248,41.66,2.0923
2021-06-09,9484.0,16369.38,0.2,0.49,0.11,0.02,0.0,12917.38,2000.0,7484.0,3452.0,,,,0.0,,,,0.0,307.0,193.0,,,0.0,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.73,0.3084,40.0,2.371
2021-06-10,9484.0,16217.64,0.2,0.51,0.11,0.02,0.0,12797.64,2000.0,7484.0,3420.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.71,0.3088,40.08,2.371
2021-06-11,9484.0,16179.7,0.2,0.53,0.11,0.02,0.0,12767.7,2000.0,7484.0,3412.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.74,0.3089,40.07,2.371
2021-06-14,9484.0,16919.46,0.2,0.53,0.11,0.02,0.0,13351.46,2000.0,7484.0,3568.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.6,0.3072,39.85,2.371
2021-06-15,9484.0,16824.62,0.2,0.57,0.11,0.02,0.0,13276.62,2000.0,7484.0,3548.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,34.08,0.3074,39.54,2.371
2021-06-16,5684.0,10003.84,0.12,0.34,0.06,0.01,0.0,9827.84,100.0,5584.0,176.0,,,,,,,,0.0,,1900.0,,,,,,,1900.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,100.0,23.31,0.4122,56.21,28.42
2021-06-17,5684.0,10037.94,0.12,0.35,0.06,0.01,0.0,9861.34,100.0,5584.0,176.6,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.42,0.4115,56.09,28.42
2021-06-18,5684.0,9878.79,0.12,0.38,0.06,0.01,0.0,9704.99,100.0,5584.0,173.8,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.04,0.4136,56.42,28.42
2021-06-21,5684.0,9435.44,0.12,0.38,0.06,0.01,0.0,9269.44,100.0,5584.0,166.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,22.62,0.4171,56.93,28.42
2021-06-22,5684.0,9605.96,0.12,0.38,0.06,0.01,0.0,9436.96,100.0,5584.0,169.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,23.55,0.4112,56.05,28.42
2021-06-23,5684.0,9139.87,0.12,0.35,0.06,0.01,0.0,8979.07,100.0,5584.0,160.8,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,22.55,0.4164,56.84,28.42
2021-06-24,9684.0,15145.78,0.2,0.69,0.11,0.02,0.0,11861.38,2100.0,7584.0,3284.4,,,2000.0,,,2000.0,,,,,,,,2000.0,0.0,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.17,0.3143,41.49,2.3057
2021-06-25,9684.0,15358.82,0.2,0.72,0.11,0.02,0.0,12028.22,2100.0,7584.0,3330.6,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,32.96,0.3117,41.15,2.3057
2021-06-28,9684.0,15223.25,0.2,0.8,0.11,0.02,0.0,11922.05,2100.0,7584.0,3301.2,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.06,0.3133,41.38,2.3057
2021-06-29,9684.0,15029.57,0.2,0.82,0.11,0.02,0.0,11770.37,2100.0,7584.0,3259.2,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.09,0.3132,41.34,2.3057
2021-06-30,9684.0,14913.36,0.2,0.85,0.11,0.02,0.0,11679.36,2100.0,7584.0,3234.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.05,0.3127,41.28,2.3057
2021-07-01,9684.0,14913.36,0.2,0.86,0.11,0.01,0.0,11679.36,2100.0,7584.0,3234.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.07,0.3131,41.33,2.3057
2021-07-02,9684.0,14816.52,0.2,0.89,0.11,0.01,0.0,11603.52,2100.0,7584.0,3213.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.11,0.3136,41.39,2.3057
2021-07-05,9684.0,14719.68,0.2,0.9,0.11,0.01,0.0,11527.68,2100.0,7584.0,3192.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.1,0.3134,41.37,2.3057
2021-07-06,9684.0,14293.58,0.2,0.9,0.11,0.01,0.0,11193.98,2100.0,7584.0,3099.6,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.17,0.3142,41.46,2.3057
2021-07-07,9684.0,14138.64,0.2,0.87,0.11,0.01,0.0,11072.64,2100.0,7584.0,3066.0,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.05,0.3132,41.36,2.3057
2021-07-08,9684.0,14351.69,0.2,0.86,0.11,0.01,0.0,11239.49,2100.0,7584.0,3112.2,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,32.96,0.312,41.2,2.3057
2021-07-09,9684.0,14409.79,0.2,0.86,0.11,0.01,0.0,11284.99,2100.0,7584.0,3124.8,,,,,,,,,,,,,,,,,,0.0,,100.0,50.0,0.0,0.0,0.0,100.0,33.03,0.3126,41.27,2.3057
