,RBT FP Equity_DX_SI_QTY,RBT FP Equity_DX_SHORT_INTEREST_VALUE,RBT FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RBT FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RBT FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RBT FP Equity_DX_SI_MV,RBT FP Equity_DX_DSS,RBT FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RBT FP Equity_DX_SUPPLY_SI_QTY,RBT FP Equity_DX_BROKER_SI_QTY,RBT FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RBT FP Equity_DX_BROKER_SI_MV_NEW_x,RBT FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RBT FP Equity_DX_SUPPLY_SI_QTY_INC_x,RBT FP Equity_DX_BROKER_SI_MV_INC_x,RBT FP Equity_DX_SUPPLY_SI_MV_NEW,RBT FP Equity_DX_BROKER_SI_QTY_ADD,RBT FP Equity_DX_BROKER_SI_QTY_NEW,RBT FP Equity_DX_SUPPLY_SI_MV_DEC,RBT FP Equity_DX_BROKER_SI_QTY_INC,RBT FP Equity_DX_SUPPLY_SI_QTY_DEC,RBT FP Equity_DX_BROKER_SI_MV_NEW_y,RBT FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RBT FP Equity_DX_BROKER_SI_MV_INC_y,RBT FP Equity_DX_SUPPLY_SI_QTY_INC_y,RBT FP Equity_DX_BROKER_SI_MV_ADD,RBT FP Equity_DX_SUPPLY_SI_QTY_ADD,RBT FP Equity_DX_BROKER_SI_QTY_DEC,RBT FP Equity_DX_SUPPLY_SI_MV,RBT FP Equity_DX_BROKER_SI_MV_DEC,RBT FP Equity_DX_SUPPLY_SI_MV_RMV,RBT FP Equity_DX_BROKER_SI_MV_RMV,RBT FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RBT FP Equity_DX_UTILIZATION_QUANTITY,RBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RBT FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RBT FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RBT FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RBT FP Equity_DX_ACTIVE_UTILIZATION_MV,RBT FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RBT FP Equity_DX_BROKER_SI_CON_RATIO,RBT FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RBT FP Equity_DX_DEMAND_SUPPLY_RATIO
2023-08-16,1093.0,890795.0,0.13,2.63,0.05,0.9,0.0,650370.0,985.0,798.0,802775.0,,,17.0,0.05,,,,0.02,62.0,30.0,,,0.05,17.0,,128.0,4.0,0.81,0.0,,,5.49,5.49,16960.0,13822400.0,,13.91,5.49,25.1,0.3604,53.15,0.0609
2023-08-17,1177.0,961609.0,0.14,2.95,0.05,0.96,0.0,736934.0,999.0,902.0,816183.0,,,34.0,0.08,,,,0.02,104.0,20.0,,,0.08,34.0,,,,0.81,,,,5.56,5.56,16960.0,13856320.0,,13.82,5.56,22.87,0.3247,48.64,0.0655
2023-08-18,1087.0,892427.0,0.13,2.77,0.05,0.89,0.0,666652.0,999.0,812.0,820179.0,,,,,,,,,,,,,,,,,90.0,0.82,0.07,,,5.56,5.56,16960.0,13924160.0,,13.86,5.56,24.7,0.356,52.73,0.0605
2023-08-21,1129.0,937070.0,0.13,2.94,0.05,0.94,0.0,695540.0,1025.0,838.0,850750.0,,,45.0,0.03,,,,0.03,30.0,39.0,,,0.03,45.0,,20.0,4.0,0.84,0.0,,,5.71,5.71,16938.0,14058540.0,,13.91,5.71,24.12,0.3486,51.76,0.0629
2023-08-22,1143.0,962406.0,0.14,3.07,0.05,0.96,0.0,734224.0,1059.0,872.0,891678.0,,,124.0,0.03,,,,0.07,34.0,90.0,,,0.03,124.0,,,,0.88,,,,5.9,5.9,16905.0,14234010.0,,14.04,5.9,23.4,0.3381,50.41,0.0636
2023-08-23,1150.0,970600.0,0.14,3.36,0.05,0.97,0.0,747784.0,1073.0,886.0,905612.0,,,21.0,0.02,,,,0.01,21.0,7.0,,,0.02,21.0,,,7.0,0.9,0.01,,,5.98,5.98,16884.0,14250096.0,,14.22,5.97,23.42,0.3383,49.87,0.064
2023-08-24,1209.0,1024023.0,0.14,3.83,0.05,1.02,0.0,761453.0,1132.0,899.0,958804.0,,,81.0,0.01,,,,0.05,13.0,65.0,,,0.01,81.0,,43.0,,0.96,,,,6.37,6.37,16644.0,14097468.0,,14.05,6.37,22.29,0.3153,47.54,0.068
2023-08-25,1445.0,1221025.0,0.17,5.2,0.06,1.23,0.0,973440.0,1255.0,1152.0,1060475.0,,,140.0,0.02,,240.0,,0.03,20.0,37.0,,,0.02,140.0,0.21,20.0,7.0,1.06,0.01,,,7.06,7.06,16521.0,13960245.0,,13.99,7.06,18.87,0.2415,40.03,0.0813
2023-08-28,1501.0,1257838.0,0.18,5.63,0.07,1.27,0.0,1029064.0,1210.0,1228.0,1013980.0,,,,0.1,,,,0.14,116.0,166.0,,,0.1,,,121.0,40.0,1.02,0.04,,,6.76,6.76,16680.0,13977840.0,,14.1,6.76,23.69,0.2429,37.77,0.0839
2023-08-29,1515.0,1275630.0,0.18,5.83,0.07,1.29,0.0,1044922.0,1102.0,1241.0,927884.0,,,1.0,0.01,,1.0,,0.1,12.0,109.0,,,0.01,1.0,0.0,,,0.92,,,,6.16,6.16,16801.0,14146442.0,,14.09,6.15,24.5,0.2435,37.53,0.0846
2023-08-30,1517.0,1275797.0,0.18,5.93,0.07,1.29,0.0,1044522.0,1224.0,1242.0,1029384.0,,,122.0,0.0,,,,,1.0,,,,0.0,122.0,,,,1.03,,,,6.83,6.83,16692.0,14037972.0,,14.06,6.83,24.41,0.2424,37.43,0.0847
2023-08-31,1431.0,1210626.0,0.17,5.6,0.06,1.22,0.0,972054.0,1252.0,1149.0,1059192.0,,,128.0,0.01,,,,0.08,7.0,100.0,,,0.01,128.0,,,100.0,1.05,0.09,,,6.96,6.96,16741.0,14162886.0,,14.08,6.97,25.96,0.2691,39.86,0.0795
2023-09-01,1331.0,1127357.0,0.16,5.13,0.06,1.14,0.0,888503.0,1252.0,1049.0,1060444.0,,,,,,,,,,,,,,,,,100.0,1.06,0.08,,,6.96,6.96,16741.0,14179627.0,,14.16,6.96,27.94,0.3048,42.74,0.074
2023-09-04,2331.0,1965033.0,0.28,9.4,0.1,1.99,0.0,884307.0,2252.0,1049.0,1898436.0,,,1000.0,,,,,,,,,,,1000.0,,,,1.91,,,,12.58,12.58,15655.0,13197165.0,,13.26,12.57,24.56,0.3088,45.76,0.1302
2023-09-05,2304.0,1926144.0,0.27,9.73,0.1,1.95,0.0,915420.0,2225.0,1095.0,1860100.0,,,121.0,0.04,,,,0.13,46.0,148.0,,,0.04,121.0,,,,1.88,,,,12.43,12.43,15670.0,13100120.0,,13.21,12.43,24.59,0.2947,43.21,0.1288
2023-09-06,2337.0,1960743.0,0.28,10.37,0.1,1.97,0.0,930451.0,2239.0,1109.0,1878521.0,,,,0.01,,,,0.02,15.0,6.0,,,0.01,,,20.0,1.0,1.87,0.0,,,12.54,12.54,15619.0,13104341.0,,13.07,12.53,24.65,0.2932,42.8,0.1309
2023-09-07,2219.0,1832894.0,0.26,9.67,0.1,1.87,0.0,819392.0,2122.0,992.0,1752772.0,,,,,,,,0.09,,117.0,,,,,,,117.0,1.78,0.1,,,11.83,11.83,15818.0,13065668.0,,13.26,11.83,25.62,0.3079,45.33,0.1237
2023-09-08,2171.0,1780220.0,0.26,9.7,0.09,1.81,0.0,779820.0,2081.0,951.0,1706420.0,,,,,,,,0.03,,41.0,,,,,,,41.0,1.72,0.04,,,11.61,11.61,15850.0,12997000.0,,13.09,11.6,26.28,0.3161,46.12,0.1211
2023-09-11,2159.0,1796288.0,0.26,9.31,0.09,1.8,0.0,781248.0,2069.0,939.0,1721408.0,,,,,,,,0.01,,12.0,,,,,,,12.0,1.7,0.01,,,11.65,11.65,15688.0,13052416.0,,12.87,11.65,26.84,0.3173,46.09,0.1216
2023-09-12,2119.0,1726985.0,0.25,8.97,0.09,1.77,0.0,748985.0,2049.0,919.0,1669935.0,,,,,,,,0.02,,20.0,,,,,,,20.0,1.7,0.02,,,11.58,11.58,15640.0,12746600.0,,13.01,11.58,26.46,0.323,47.08,0.1198
2023-09-13,2119.0,1746056.0,0.25,9.0,0.09,1.75,0.0,757256.0,2049.0,919.0,1688376.0,,,,,,,,,,,,,,,,,,1.67,,,,11.48,11.48,15798.0,13017552.0,,12.88,11.48,26.99,0.3206,46.51,0.1187
2023-09-14,2131.0,1758075.0,0.25,9.33,0.09,1.78,0.0,763125.0,2055.0,925.0,1695375.0,,,,,,6.0,,,,,,,,,0.0,6.0,,1.69,,,,11.65,11.65,15592.0,12863400.0,,12.85,11.65,26.67,0.3175,46.39,0.1208
2023-09-15,2131.0,1758075.0,0.25,9.55,0.09,1.78,0.0,763125.0,2055.0,925.0,1695375.0,,,,,,,,,,,,,,,,,,1.7,,,,11.64,11.64,15601.0,12870825.0,,12.87,11.64,26.66,0.3178,46.44,0.1207
2023-09-18,2131.0,1758075.0,0.25,9.68,0.09,1.78,0.0,763125.0,2055.0,925.0,1695375.0,,,,,,,,,,,,,,,,,,1.7,,,,11.64,11.64,15595.0,12865875.0,,12.87,11.64,26.66,0.3179,46.46,0.1207
2023-09-19,2131.0,1770861.0,0.25,9.92,0.09,1.78,0.0,768675.0,2055.0,925.0,1707705.0,,,,,,,,,,,,,,,,,,1.7,,,,11.64,11.64,15600.0,12963600.0,,12.87,11.64,26.8,0.3175,46.34,0.1207
2023-09-20,2074.0,1719346.0,0.25,9.54,0.09,1.81,0.0,692215.0,2055.0,835.0,1703595.0,,,,,,,,,,,,,,,,,90.0,1.71,0.0,,,11.68,11.68,15532.0,12876028.0,,12.91,11.69,26.25,0.3094,45.81,0.1179
2023-09-21,2074.0,1702754.0,0.25,9.52,0.09,1.81,0.0,685535.0,2055.0,835.0,1687155.0,,,,,,,,,,,,,,,,,,1.7,,,,11.68,11.68,15546.0,12763266.0,,12.88,11.68,26.09,0.3095,45.89,0.1178
2023-09-22,2241.0,1830897.0,0.27,9.38,0.1,1.85,0.0,845595.0,2062.0,1035.0,1684654.0,,,79.0,,,200.0,,0.08,,90.0,,,,79.0,0.17,18.0,,1.69,,,,11.71,11.71,15551.0,12705167.0,,12.77,11.71,25.29,0.2841,44.27,0.1272
2023-09-25,2356.0,1908360.0,0.28,9.12,0.1,1.94,0.0,931500.0,2177.0,1150.0,1763370.0,,,73.0,0.1,,,,,115.0,,,,0.1,73.0,,42.0,,1.78,,,,12.4,12.4,15379.0,12456990.0,,12.56,12.4,23.94,0.2658,42.07,0.1342
2023-09-26,2302.0,1853110.0,0.27,8.33,0.1,1.88,0.0,852495.0,2103.0,1059.0,1692915.0,,,,,,,,0.1,,111.0,,,,,,37.0,91.0,1.7,0.08,,,11.99,11.99,15442.0,12430810.0,,12.51,11.99,24.78,0.277,43.44,0.1312
2023-09-27,2895.0,2330475.0,0.35,9.81,0.13,2.38,0.0,1249360.0,2552.0,1552.0,2054360.0,,,388.0,0.42,,,,,493.0,,,,0.42,388.0,,61.0,,2.06,,,,14.5,14.5,15047.0,12112835.0,,12.12,14.51,19.57,0.2142,34.09,0.1645
2023-09-28,2491.0,2010237.0,0.3,8.32,0.11,2.04,0.0,1296042.0,2119.0,1606.0,1710033.0,,,100.0,0.12,,,,0.43,154.0,533.0,,,0.12,100.0,,,100.0,1.7,0.09,,,11.94,11.94,15621.0,12606147.0,,12.58,11.93,19.11,0.1686,22.86,0.1404
2023-09-29,2936.0,2369352.0,0.35,9.61,0.13,2.41,0.0,1749576.0,2079.0,2168.0,1677753.0,,,,0.44,,117.0,,0.08,545.0,100.0,,,0.44,,0.09,60.0,100.0,1.68,0.08,,,11.74,11.74,15634.0,12616638.0,,12.62,11.73,19.37,0.199,30.0,0.1658
2023-10-02,3178.0,2644096.0,0.38,10.35,0.14,2.61,0.0,1914432.0,2300.0,2301.0,1913600.0,,,161.0,0.11,,,,,133.0,,,,0.11,161.0,,60.0,,1.86,,,,12.91,12.91,15522.0,12914304.0,,12.55,12.91,20.6,0.194,27.73,0.1783
2023-10-03,3470.0,2869690.0,0.41,11.05,0.15,2.91,0.0,2149373.0,2766.0,2599.0,2287482.0,,,526.0,0.27,,,,0.05,304.0,60.0,,,0.27,526.0,,,6.0,2.3,0.0,,,15.42,15.42,15166.0,12542282.0,,12.63,15.41,25.52,0.2013,26.45,0.1935
2023-10-04,3516.0,2847960.0,0.42,11.42,0.15,2.93,0.0,2142450.0,2685.0,2645.0,2174850.0,,,10.0,0.14,,,,0.08,163.0,91.0,,,0.14,10.0,,,117.0,2.22,0.1,,,15.09,15.09,15106.0,12235860.0,,12.51,15.07,25.27,0.215,25.77,0.1976
2023-10-05,3426.0,2812746.0,0.41,10.82,0.15,2.83,0.0,2097655.0,2595.0,2555.0,2130495.0,,,,,,,,0.08,,90.0,,,,,,,90.0,2.1,0.08,,,14.66,14.66,15108.0,12403668.0,,12.26,14.64,25.64,0.2149,27.0,0.1935
2023-10-06,3606.0,2924466.0,0.43,11.17,0.16,2.99,0.0,2218085.0,2648.0,2735.0,2147528.0,,,130.0,0.15,,,,0.06,180.0,77.0,,,0.15,130.0,,,,2.17,,,,58.33,14.73,1892.0,1534412.0,,1.55,58.31,25.57,0.2169,26.05,0.2006
2023-10-09,3587.0,2830143.0,0.43,8.39,0.16,2.94,0.0,2142924.0,2756.0,2716.0,2174484.0,,,127.0,,,,,0.02,,19.0,,,,127.0,,,19.0,2.25,0.02,,,61.57,15.4,1720.0,1357080.0,,1.39,61.75,25.09,0.2159,25.89,0.2004
2023-10-10,3676.0,2973884.0,0.44,8.21,0.16,2.97,0.0,2269245.0,2845.0,2805.0,2301605.0,,,89.0,0.06,,,,,89.0,,,,0.06,89.0,,,,2.25,,,,62.32,15.81,1720.0,1391480.0,,1.36,62.33,25.31,0.22,27.63,0.2042
2023-10-11,3756.0,3091188.0,0.45,7.95,0.16,3.09,0.0,2374355.0,2925.0,2885.0,2407275.0,,,,0.07,,,,0.0,80.0,52.0,,,0.07,,,132.0,,2.37,,,,62.97,16.28,1720.0,1415560.0,,1.39,63.0,24.75,0.222,28.93,0.209
2023-10-12,3731.0,2999724.0,0.44,7.88,0.16,3.09,0.0,2299440.0,2958.0,2860.0,2378232.0,,,127.0,,,,,0.06,,94.0,,,,127.0,,,25.0,2.43,0.01,,,65.0,16.46,1593.0,1280772.0,,1.31,64.98,24.27,0.2204,28.64,0.2076
2023-10-13,3406.0,2724800.0,0.41,7.01,0.15,2.76,0.0,2028000.0,2702.0,2535.0,2161600.0,,,127.0,,,,,0.32,,383.0,,,,127.0,,,325.0,2.17,0.3,,,15.03,15.03,15270.0,12216000.0,,12.31,15.0,26.07,0.2143,27.04,0.1895
2023-10-16,3287.0,2636174.0,0.39,6.62,0.14,2.65,0.0,1937632.0,2583.0,2416.0,2071566.0,,,92.0,,,,,0.2,,239.0,,,,92.0,,28.0,119.0,2.07,0.1,,,14.36,14.36,15401.0,12351602.0,,12.34,14.34,27.01,0.2158,28.19,0.1828
2023-10-17,3335.0,2698015.0,0.4,6.57,0.14,2.7,0.0,1993376.0,2673.0,2464.0,2162457.0,,,161.0,0.04,,,,0.06,48.0,71.0,,,0.04,161.0,,,,2.14,,,,14.85,14.85,15327.0,12399543.0,,12.32,14.83,26.57,0.2152,27.88,0.1853
2023-10-18,3311.0,2612379.0,0.39,6.44,0.14,2.68,0.0,1941729.0,2626.0,2461.0,2071914.0,,,72.0,0.02,,,,0.09,18.0,119.0,,,0.02,72.0,,,21.0,2.12,0.02,,,14.61,14.61,15353.0,12113517.0,,12.43,14.59,26.82,0.219,27.52,0.1842
2023-10-19,3309.0,2604183.0,0.39,6.45,0.14,2.63,0.0,1935233.0,2626.0,2459.0,2066662.0,,,,,,,,,,,,,,,,,2.0,2.07,0.02,,,14.58,14.58,15383.0,12106421.0,,12.16,14.55,26.85,0.22,27.91,0.1837
2023-10-20,3322.0,2607770.0,0.4,6.45,0.14,2.63,0.0,1940520.0,2639.0,2472.0,2071615.0,,,100.0,0.01,,,,0.07,13.0,87.0,,,0.01,100.0,,,,2.08,,,,14.57,14.57,15470.0,12143950.0,,12.17,14.57,26.74,0.2198,27.79,0.1834
2023-10-23,3330.0,2600730.0,0.4,6.37,0.14,2.63,0.0,1936880.0,2647.0,2480.0,2067307.0,,,,0.0,,,,0.1,8.0,125.0,,,0.0,,,133.0,,2.08,,,,14.62,14.62,15462.0,12075822.0,,12.16,14.58,26.7,0.2197,27.69,0.1839
2023-10-24,3356.0,2607612.0,0.4,6.43,0.15,2.64,0.0,1947162.0,2673.0,2506.0,2076921.0,,,,0.02,,,,0.01,26.0,12.0,,,0.02,,,38.0,,2.09,,,,14.75,14.75,15454.0,12007758.0,,12.09,14.73,26.46,0.2194,27.45,0.1851
2023-10-25,3382.0,2607522.0,0.4,6.39,0.15,2.64,0.0,1952172.0,2800.0,2532.0,2158800.0,,,127.0,0.02,,,,,26.0,,,,0.02,127.0,,,,2.18,,,,15.41,15.41,15375.0,11854125.0,,11.97,15.38,26.28,0.2194,27.2,0.1861
2023-10-26,3385.0,2603065.0,0.4,5.88,0.15,2.63,0.0,1949415.0,2702.0,2535.0,2077838.0,,,,0.0,,,,0.12,3.0,159.0,,,0.0,,,61.0,,2.08,,,,14.85,14.85,15492.0,11913348.0,,11.97,14.83,26.21,0.2195,27.24,0.1861
2023-10-27,3275.0,2521750.0,0.39,5.52,0.14,2.54,0.0,1867250.0,2592.0,2425.0,1995840.0,,,,,,,,0.09,,110.0,,,,,,,110.0,1.99,0.09,,,14.21,14.21,15644.0,12045880.0,,12.05,14.19,27.08,0.2205,28.24,0.1796
2023-10-30,3194.0,2430634.0,0.38,5.25,0.14,2.47,0.0,1783784.0,2511.0,2344.0,1910871.0,,,,,,,,0.06,,81.0,,,,,,,81.0,1.93,0.07,,,13.76,13.76,15740.0,11978140.0,,12.14,13.73,27.16,0.2188,27.84,0.175
2023-10-31,3156.0,2430120.0,0.38,5.21,0.14,2.43,0.0,1775620.0,2473.0,2306.0,1904210.0,,,,,,,,0.03,,38.0,,,,,,,38.0,1.88,0.03,,,13.5,13.5,15848.0,12202960.0,,12.09,13.48,27.82,0.2206,28.21,0.1723
2023-11-01,3132.0,2442960.0,0.37,5.16,0.14,2.43,0.0,1779960.0,2449.0,2282.0,1910220.0,,,,,,,,0.02,,24.0,,,,,,,24.0,1.89,0.02,,,13.36,13.36,15885.0,12390300.0,,12.26,13.34,28.14,0.2209,28.19,0.1708
2023-11-02,3131.0,2457835.0,0.37,5.14,0.14,2.46,0.0,1790585.0,2448.0,2281.0,1921680.0,,,,,,,,0.0,,1.0,,,,,,,1.0,1.91,0.0,,,13.34,13.34,15909.0,12488565.0,,12.44,13.3,28.12,0.2208,28.19,0.1706
2023-11-03,3037.0,2408341.0,0.36,5.16,0.13,2.4,0.0,1734291.0,2354.0,2187.0,1866722.0,,,,0.03,,,,0.17,36.0,228.0,,,0.03,,,134.0,130.0,1.85,0.1,,,12.82,12.82,16005.0,12691965.0,,12.59,12.8,24.75,0.2163,29.17,0.1654
2023-11-06,3070.0,2373110.0,0.37,5.35,0.13,2.43,0.0,1716060.0,2387.0,2220.0,1845151.0,,,,0.03,,,,0.02,33.0,30.0,,,0.03,,,63.0,,1.89,,,,12.99,12.99,15993.0,12362589.0,,12.68,12.96,23.94,0.2151,28.96,0.167
2023-11-07,3103.0,2420340.0,0.37,5.21,0.13,2.42,0.0,1757340.0,2420.0,2253.0,1887600.0,,,33.0,0.01,,,,,33.0,,,,0.01,33.0,,,,1.87,,,,13.16,13.16,15965.0,12452700.0,,12.37,13.15,24.16,0.2156,28.63,0.1688
2023-11-08,3046.0,2375880.0,0.36,5.28,0.13,2.39,0.0,1712880.0,2363.0,2196.0,1843140.0,,,,,,,,0.04,,57.0,,,,,,,57.0,1.84,0.04,,,12.81,12.81,16080.0,12542400.0,,12.56,12.79,24.52,0.2159,29.09,0.1652
2023-11-09,3051.0,2440800.0,0.36,5.32,0.13,2.41,0.0,1760800.0,2368.0,2201.0,1894400.0,,,19.0,0.0,,,,0.01,5.0,14.0,,,0.0,19.0,,,,1.85,,,,12.85,12.85,16061.0,12848800.0,,12.56,12.85,24.84,0.2164,29.03,0.1656
2023-11-10,3273.0,2536575.0,0.39,5.71,0.14,2.61,0.0,1722825.0,2590.0,2223.0,2007250.0,,,222.0,0.03,,,,,22.0,,,,0.03,222.0,,,,2.06,,,,13.97,13.97,15951.0,12362025.0,,12.75,13.93,22.34,0.2266,33.34,0.1765
2023-11-13,3462.0,2724594.0,0.41,6.03,0.15,2.7,0.0,1898244.0,2579.0,2412.0,2029673.0,,,,0.14,,,,0.01,200.0,11.0,,,0.14,,,,11.0,2.0,0.02,,,13.91,13.91,15962.0,12562094.0,,12.4,13.9,21.56,0.2419,37.31,0.1867
2023-11-14,3523.0,2832492.0,0.42,6.18,0.15,2.8,0.0,1988292.0,2680.0,2473.0,2154720.0,,,132.0,0.06,,,,0.02,61.0,32.0,,,0.06,132.0,,1.0,,2.11,,,,14.45,14.45,15865.0,12755460.0,,12.52,14.41,21.43,0.2398,36.56,0.19
2023-11-15,3096.0,2445840.0,0.37,5.39,0.13,2.49,0.0,1952090.0,2213.0,2471.0,1748270.0,,,61.0,,,,,0.4,,528.0,,,,61.0,,,2.0,1.78,0.0,,,11.97,11.97,16272.0,12854880.0,,13.1,11.94,23.8,0.2907,41.66,0.1675
2023-11-16,2911.0,2258936.0,0.35,5.1,0.13,2.3,0.0,1851536.0,2028.0,2386.0,1573728.0,,,126.0,,,,,0.26,,311.0,,,,126.0,,,85.0,1.6,0.08,,,11.02,11.02,16370.0,12703120.0,,12.94,10.99,25.36,0.2875,40.94,0.1582
2023-11-17,2751.0,2140278.0,0.33,4.85,0.12,2.15,0.0,1731828.0,1968.0,2226.0,1531104.0,,,164.0,,,,,0.18,,224.0,,,,164.0,,,160.0,1.53,0.14,,,10.7,10.7,16430.0,12782540.0,,12.78,10.67,27.09,0.2831,39.54,0.1495
2023-11-20,2784.0,2154816.0,0.33,5.96,0.12,2.18,0.0,1748466.0,2001.0,2259.0,1548774.0,,,,0.03,,,,0.03,33.0,42.0,,,0.03,,,75.0,,1.55,,,,11.01,11.01,16173.0,12517902.0,,12.59,10.99,26.67,0.2808,39.11,0.1532
2023-11-21,2800.0,2150400.0,0.33,6.3,0.12,2.18,0.0,1747200.0,2017.0,2275.0,1549056.0,,,130.0,0.01,,,,0.09,16.0,114.0,,,0.01,130.0,,,,1.56,,,,11.02,11.02,16287.0,12508416.0,,12.62,11.0,26.5,0.28,38.93,0.153
2023-11-22,2869.0,2183309.0,0.34,6.63,0.12,2.21,0.0,1783784.0,2086.0,2344.0,1587446.0,,,109.0,0.05,,,,0.03,69.0,40.0,,,0.05,109.0,,,,1.6,,,,11.41,11.41,16201.0,12328961.0,,12.45,11.39,25.85,0.2767,38.01,0.1569
2023-11-23,2788.0,2118880.0,0.33,6.0,0.12,2.14,0.0,1719880.0,2005.0,2263.0,1523800.0,,,,,,,,0.06,,81.0,,,,,,,81.0,1.52,0.07,,,10.96,10.96,16282.0,12374320.0,,12.43,10.93,26.7,0.2814,39.22,0.1525
2023-11-24,2681.0,2072413.0,0.32,5.85,0.12,2.06,0.0,1679729.0,1898.0,2173.0,1467154.0,,,,,,,,0.08,,107.0,,,,,,,90.0,1.45,0.07,,,10.38,10.38,16389.0,12668697.0,,12.48,10.38,28.07,0.2864,39.96,0.1466
2023-11-27,2614.0,2010166.0,0.31,5.73,0.11,2.03,0.0,1619514.0,1848.0,2106.0,1421112.0,,,,,,,,0.03,,50.0,,,,,,,67.0,1.43,0.04,,,10.11,10.11,16439.0,12641591.0,,12.72,10.09,28.45,0.2892,40.42,0.1429
2023-11-28,2678.0,2029924.0,0.32,5.93,0.12,2.07,0.0,1644860.0,1912.0,2170.0,1449296.0,,,189.0,0.05,,,,0.1,64.0,125.0,,,0.05,189.0,,,,1.47,,,,10.55,10.55,16206.0,12284148.0,,12.47,10.52,27.57,0.2828,39.41,0.1478
2023-11-29,2631.0,1989036.0,0.31,5.85,0.11,2.01,0.0,1604988.0,1865.0,2123.0,1409940.0,,,,,,,,0.04,,47.0,,,,,,,47.0,1.41,0.04,,,10.32,10.32,16206.0,12251736.0,,12.29,10.32,28.21,0.2867,40.01,0.1456
2023-11-30,2671.0,2043315.0,0.32,5.82,0.12,2.05,0.0,1654695.0,1905.0,2163.0,1457325.0,,,,0.03,,,,0.01,40.0,18.0,,,0.03,,,58.0,,1.45,,,,10.54,10.54,16166.0,12366990.0,,12.26,10.55,27.95,0.2832,39.3,0.1478
2023-12-01,2862.0,2160810.0,0.34,6.02,0.12,2.2,0.0,1635330.0,2114.0,2166.0,1596070.0,,,321.0,0.0,,,,0.08,3.0,112.0,,,0.0,321.0,,,,1.61,,,,11.69,11.69,15969.0,12056595.0,,12.22,11.67,25.82,0.2515,36.89,0.1583
2023-12-04,2878.0,2204548.0,0.34,6.23,0.12,2.2,0.0,1671412.0,2130.0,2182.0,1631580.0,,,19.0,0.01,,,,0.0,16.0,3.0,,,0.01,19.0,,,,1.61,,,,11.78,11.78,15947.0,12215402.0,,12.05,11.8,26.07,0.2511,36.59,0.1592
2023-12-05,2789.0,2136374.0,0.33,6.1,0.12,2.16,0.0,1695158.0,2023.0,2213.0,1549618.0,,,88.0,0.03,,,,0.19,31.0,263.0,,,0.03,88.0,,68.0,,1.55,,,,11.19,11.19,16057.0,12299662.0,,12.31,11.19,26.66,0.2734,37.75,0.1543
2023-12-06,2939.0,2239518.0,0.35,6.49,0.13,2.27,0.0,1852422.0,2073.0,2431.0,1579626.0,,,50.0,0.1,,100.0,,,118.0,,,,0.1,50.0,0.08,,,1.59,,,,11.48,11.48,15992.0,12185904.0,,12.26,11.47,25.17,0.2525,35.76,0.1627
2023-12-07,2947.0,2280978.0,0.35,6.81,0.13,2.28,0.0,1887786.0,2081.0,2439.0,1610694.0,,,109.0,0.0,,,,0.08,8.0,101.0,,,0.0,109.0,,,,1.59,,,,11.53,11.53,15975.0,12364650.0,,12.19,11.54,25.41,0.2526,35.64,0.1632
2023-12-08,2912.0,2253888.0,0.35,6.8,0.13,2.28,0.0,1860696.0,2046.0,2404.0,1583604.0,,,,,,,,0.03,,35.0,,,,,,,35.0,1.58,0.02,,,11.59,11.59,15602.0,12075948.0,,12.08,11.59,25.5,0.254,36.11,0.165
2023-12-11,3141.0,2406006.0,0.37,7.38,0.14,2.45,0.0,2016878.0,2269.0,2633.0,1738054.0,,,205.0,0.18,,,,0.01,229.0,15.0,,,0.18,205.0,,33.0,,1.75,,,,12.84,12.84,15408.0,11802528.0,,11.92,12.82,23.46,0.2348,33.45,0.1777
2023-12-12,3061.0,2396763.0,0.36,7.17,0.13,2.38,0.0,1998999.0,2178.0,2553.0,1705374.0,,,,,,,,0.07,,91.0,,,,,,,80.0,1.67,0.07,,,12.34,12.34,15470.0,12113010.0,,11.87,12.36,24.58,0.239,34.33,0.1734
2023-12-13,3065.0,2384570.0,0.37,6.91,0.13,2.42,0.0,1989346.0,2119.0,2557.0,1648582.0,,,134.0,0.09,,,,0.15,104.0,193.0,,,0.09,134.0,,,100.0,1.66,0.07,,,11.88,11.88,15717.0,12227826.0,,12.31,11.86,24.13,0.2477,34.34,0.1718
