,VLTSA FP Equity_DX_SI_QTY,VLTSA FP Equity_DX_SHORT_INTEREST_VALUE,VLTSA FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VLTSA FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VLTSA FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VLTSA FP Equity_DX_SI_MV,VLTSA FP Equity_DX_DSS,VLTSA FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VLTSA FP Equity_DX_SUPPLY_SI_QTY,VLTSA FP Equity_DX_BROKER_SI_QTY,VLTSA FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VLTSA FP Equity_DX_BROKER_SI_MV_NEW_x,VLTSA FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VLTSA FP Equity_DX_SUPPLY_SI_QTY_INC_x,VLTSA FP Equity_DX_BROKER_SI_MV_INC_x,VLTSA FP Equity_DX_SUPPLY_SI_MV_NEW,VLTSA FP Equity_DX_BROKER_SI_QTY_ADD,VLTSA FP Equity_DX_BROKER_SI_QTY_NEW,VLTSA FP Equity_DX_SUPPLY_SI_MV_DEC,VLTSA FP Equity_DX_BROKER_SI_QTY_INC,VLTSA FP Equity_DX_SUPPLY_SI_QTY_DEC,VLTSA FP Equity_DX_BROKER_SI_MV_NEW_y,VLTSA FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VLTSA FP Equity_DX_BROKER_SI_MV_INC_y,VLTSA FP Equity_DX_SUPPLY_SI_QTY_INC_y,VLTSA FP Equity_DX_BROKER_SI_MV_ADD,VLTSA FP Equity_DX_SUPPLY_SI_QTY_ADD,VLTSA FP Equity_DX_BROKER_SI_QTY_DEC,VLTSA FP Equity_DX_SUPPLY_SI_MV,VLTSA FP Equity_DX_BROKER_SI_MV_DEC,VLTSA FP Equity_DX_SUPPLY_SI_MV_RMV,VLTSA FP Equity_DX_BROKER_SI_MV_RMV,VLTSA FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VLTSA FP Equity_DX_UTILIZATION_QUANTITY,VLTSA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VLTSA FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VLTSA FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VLTSA FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VLTSA FP Equity_DX_ACTIVE_UTILIZATION_MV,VLTSA FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VLTSA FP Equity_DX_BROKER_SI_CON_RATIO,VLTSA FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VLTSA FP Equity_DX_DEMAND_SUPPLY_RATIO
2018-05-23,8880.0,87024.0,0.07,1.62,0.02,0.09,0.0,87024.0,0.0,8880.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-05-24,8817.0,87640.98,0.07,1.58,0.02,0.09,0.0,87640.98,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,63.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-05-25,8817.0,87288.3,0.07,1.56,0.02,0.09,0.0,87288.3,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-05-28,8817.0,86935.62,0.07,1.12,0.02,0.09,0.0,86935.62,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-05-29,8817.0,87288.3,0.07,1.0,0.02,0.09,0.0,87288.3,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-05-30,8817.0,87729.15,0.07,0.98,0.02,0.09,0.0,87729.15,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-05-31,8817.0,89933.4,0.07,0.98,0.02,0.09,0.0,89933.4,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-01,8817.0,87288.3,0.07,1.0,0.02,0.09,0.0,87288.3,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-04,8817.0,88346.34,0.07,1.0,0.02,0.09,0.0,88346.34,0.0,8817.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-05,23485.0,237198.5,0.17,2.71,0.05,0.24,0.0,237198.5,0.0,23485.0,0.0,,,,,,23485.0,,,,,,,,,0.24,,8817.0,0.0,0.09,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-06,23485.0,237668.2,0.17,2.78,0.05,0.24,0.0,237668.2,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-07,23485.0,237198.5,0.17,2.82,0.05,0.24,0.0,237198.5,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-08,23485.0,237198.5,0.17,2.86,0.05,0.24,0.0,237198.5,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-11,23485.0,241425.8,0.17,2.93,0.05,0.24,0.0,241425.8,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-12,23485.0,239547.0,0.17,2.8,0.05,0.24,0.0,239547.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-13,23485.0,241895.5,0.17,2.76,0.05,0.24,0.0,241895.5,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-14,23485.0,239077.3,0.17,2.82,0.05,0.24,0.0,239077.3,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-15,23485.0,239547.0,0.17,2.13,0.05,0.24,0.0,239547.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-18,23485.0,240956.1,0.17,2.12,0.05,0.24,0.0,240956.1,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-19,23485.0,238607.6,0.17,2.12,0.05,0.24,0.0,238607.6,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-20,23485.0,240016.7,0.17,2.11,0.05,0.24,0.0,240016.7,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-21,23485.0,235319.7,0.17,2.14,0.05,0.24,0.0,235319.7,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-22,23485.0,238607.6,0.17,2.1,0.05,0.24,0.0,238607.6,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-25,23485.0,234850.0,0.17,2.1,0.05,0.23,0.0,234850.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-26,23485.0,235789.4,0.17,2.1,0.05,0.24,0.0,235789.4,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-27,23485.0,241425.8,0.17,2.1,0.05,0.24,0.0,241425.8,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-28,23485.0,241425.8,0.17,1.97,0.05,0.24,0.0,241425.8,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-06-29,23485.0,238607.6,0.17,1.94,0.05,0.24,0.0,238607.6,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-02,23485.0,239547.0,0.17,1.95,0.05,0.24,0.0,239547.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-03,23485.0,239077.3,0.17,1.96,0.05,0.24,0.0,239077.3,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-04,23485.0,233675.75,0.17,2.03,0.05,0.23,0.0,233675.75,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-05,23485.0,234615.15,0.17,2.0,0.05,0.23,0.0,234615.15,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-06,23485.0,232971.2,0.17,2.07,0.05,0.23,0.0,232971.2,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-09,23485.0,231562.1,0.17,2.69,0.05,0.23,0.0,231562.1,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-10,23485.0,229683.3,0.17,3.01,0.05,0.23,0.0,229683.3,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-11,23485.0,231562.1,0.17,3.07,0.05,0.23,0.0,231562.1,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-12,23485.0,230622.7,0.17,3.06,0.05,0.23,0.0,230622.7,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-13,23485.0,231327.25,0.17,3.12,0.05,0.23,0.0,231327.25,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-16,23485.0,228509.05,0.17,3.16,0.05,0.23,0.0,228509.05,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-17,23485.0,229683.3,0.17,2.69,0.05,0.23,0.0,229683.3,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-18,23485.0,230622.7,0.17,2.69,0.05,0.23,0.0,230622.7,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-19,23485.0,225456.0,0.17,2.65,0.05,0.23,0.0,225456.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-20,23485.0,223107.5,0.17,2.6,0.05,0.22,0.0,223107.5,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-23,23485.0,225456.0,0.17,2.55,0.05,0.23,0.0,225456.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-24,23485.0,220759.0,0.17,2.65,0.05,0.23,0.0,220759.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-25,23485.0,223107.5,0.17,2.66,0.05,0.22,0.0,223107.5,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-26,23485.0,220759.0,0.17,2.63,0.05,0.22,0.0,220759.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-27,23485.0,221933.25,0.17,3.71,0.05,0.22,0.0,221933.25,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-30,23485.0,220054.45,0.17,3.76,0.05,0.22,0.0,220054.45,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-07-31,23485.0,220054.45,0.17,3.72,0.05,0.22,0.0,220054.45,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-01,23485.0,218880.2,0.17,3.72,0.05,0.22,0.0,218880.2,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-02,23485.0,213243.8,0.17,3.65,0.05,0.21,0.0,213243.8,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-03,23485.0,214887.75,0.17,3.69,0.05,0.21,0.0,214887.75,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-06,23485.0,214887.75,0.17,3.72,0.05,0.21,0.0,214887.75,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-07,23485.0,217471.1,0.17,3.74,0.05,0.22,0.0,217471.1,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-08,23485.0,223577.2,0.17,3.73,0.05,0.22,0.0,223577.2,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-09,23485.0,224046.9,0.17,4.18,0.05,0.22,0.0,224046.9,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-10,23485.0,224281.75,0.17,4.29,0.05,0.22,0.0,224281.75,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-13,23485.0,219115.05,0.17,4.32,0.05,0.22,0.0,219115.05,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-14,23485.0,222637.8,0.17,4.32,0.05,0.22,0.0,222637.8,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-15,23485.0,218645.35,0.17,4.35,0.05,0.22,0.0,218645.35,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-16,23485.0,219819.6,0.17,4.66,0.05,0.22,0.0,219819.6,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-17,23485.0,219349.9,0.17,4.81,0.05,0.22,0.0,219349.9,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-20,23485.0,230153.0,0.17,4.89,0.05,0.23,0.0,230153.0,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-21,23485.0,233440.9,0.17,4.47,0.05,0.23,0.0,233440.9,0.0,23485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.0
2018-08-22,33485.0,332840.9,0.25,3.55,0.07,0.33,0.0,332840.9,0.0,33485.0,0.0,,,,,,10000.0,,,,,,,,,0.1,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.86,0.5811,70.14,0.0
2018-08-23,33485.0,328822.7,0.25,3.52,0.07,0.33,0.0,328822.7,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,30.12,0.579,69.88,0.0
2018-08-24,33485.0,328822.7,0.25,3.49,0.07,0.33,0.0,328822.7,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.86,0.5811,70.14,0.0
2018-08-27,33485.0,328487.85,0.25,2.97,0.07,0.33,0.0,328487.85,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.89,0.5809,70.11,0.0
2018-08-28,33485.0,328822.7,0.25,3.34,0.07,0.33,0.0,328822.7,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.84,0.5813,70.16,0.0
2018-08-29,33485.0,332171.2,0.25,2.75,0.07,0.33,0.0,332171.2,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.65,0.5828,70.35,0.0
2018-08-30,33485.0,333175.75,0.25,2.63,0.07,0.33,0.0,333175.75,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.8,0.5816,70.2,0.0
2018-08-31,33485.0,332840.9,0.25,2.61,0.07,0.33,0.0,332840.9,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.89,0.5809,70.11,0.0
2018-09-03,33485.0,331501.5,0.25,2.58,0.07,0.33,0.0,331501.5,0.0,33485.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,29.95,0.5804,70.05,0.0
2018-09-04,32629.0,324984.84,0.24,2.49,0.07,0.32,0.0,324984.84,0.0,32629.0,0.0,,,,,,,,,,,,,,,,,856.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,27.9,0.5977,72.1,0.0
2018-09-05,31773.0,319000.92,0.24,2.34,0.06,0.32,0.0,319000.92,0.0,31773.0,0.0,,,,,,,,,,,,,,,,,856.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.93,0.6159,74.07,0.0
2018-09-06,31195.0,305711.0,0.23,2.23,0.06,0.31,0.0,305711.0,0.0,31195.0,0.0,,,,,,,,,,,,,,,,,578.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,25.17,0.6233,74.83,0.0
2018-09-07,30617.0,290861.5,0.23,2.21,0.06,0.29,0.0,290861.5,0.0,30617.0,0.0,,,,,,,,,,,,,,,,,578.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,23.85,0.6367,76.15,0.0
2018-09-10,29887.0,282432.15,0.22,2.11,0.06,0.28,0.0,282432.15,0.0,29887.0,0.0,,,,,,,,,,,,,,,,,730.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,21.51,0.6623,78.49,0.0
2018-09-11,29238.0,271913.4,0.22,2.06,0.06,0.27,0.0,271913.4,0.0,29238.0,0.0,,,,,,,,,,,,,,,,,649.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.93,0.6808,80.07,0.0
2018-09-12,29238.0,276006.72,0.22,1.99,0.06,0.28,0.0,276006.72,0.0,29238.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.44,0.6868,80.56,0.0
2018-09-13,29238.0,275714.34,0.22,1.99,0.06,0.28,0.0,275714.34,0.0,29238.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.69,0.6837,80.31,0.0
2018-09-14,29238.0,277761.0,0.22,2.0,0.06,0.28,0.0,277761.0,0.0,29238.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.56,0.6853,80.44,0.0
2018-09-17,29238.0,278638.14,0.22,2.01,0.06,0.28,0.0,278638.14,0.0,29238.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.63,0.6845,80.37,0.0
2018-09-18,29197.0,278831.35,0.22,2.0,0.06,0.28,0.0,278831.35,0.0,29197.0,0.0,,,,,,,,,,,,,,,,,41.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.53,0.6857,80.47,0.0
2018-09-19,29197.0,284086.81,0.22,2.0,0.06,0.28,0.0,284086.81,0.0,29197.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.27,0.6888,80.73,0.0
2018-09-20,29114.0,280367.82,0.22,2.0,0.06,0.28,0.0,280367.82,0.0,29114.0,0.0,,,,,,,,,,,,,,,,,83.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.5,0.6861,80.5,0.0
2018-09-21,29073.0,282008.1,0.22,2.0,0.06,0.28,0.0,282008.1,0.0,29073.0,0.0,,,,,,,,,,,,,,,,,41.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.11,0.6909,80.89,0.0
2018-09-24,29019.0,282645.06,0.22,1.99,0.06,0.28,0.0,282645.06,0.0,29019.0,0.0,,,,,,,,,,,,,,,,,54.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,19.01,0.6921,80.99,0.0
2018-09-25,28967.0,283876.6,0.22,1.97,0.06,0.28,0.0,283876.6,0.0,28967.0,0.0,,,,,,,,,,,,,,,,,52.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.83,0.6943,81.17,0.0
2018-09-26,28915.0,283077.85,0.22,1.97,0.06,0.28,0.0,283077.85,0.0,28915.0,0.0,,,,,,,,,,,,,,,,,52.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.79,0.6948,81.21,0.0
2018-09-27,28863.0,279971.1,0.21,1.95,0.06,0.28,0.0,279971.1,0.0,28863.0,0.0,,,,,,,,,,,,,,,,,52.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.77,0.695,81.23,0.0
2018-09-28,28819.0,278967.92,0.21,1.92,0.06,0.28,0.0,278967.92,0.0,28819.0,0.0,,,,,,,,,,,,,,,,,44.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.54,0.6979,81.46,0.0
2018-10-01,28766.0,275578.28,0.21,1.89,0.06,0.28,0.0,275578.28,0.0,28766.0,0.0,,,,,,,,,,,,,,,,,53.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.51,0.6983,81.49,0.0
2018-10-02,28766.0,272126.36,0.21,1.97,0.06,0.27,0.0,272126.36,0.0,28766.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.55,0.6978,81.45,0.0
2018-10-03,28766.0,271838.7,0.21,2.75,0.06,0.27,0.0,271838.7,0.0,28766.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.37,0.7,81.63,0.0
2018-10-04,28711.0,271318.95,0.21,2.76,0.06,0.27,0.0,271318.95,0.0,28711.0,0.0,,,,,,,,,,,,,,,,,55.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.2,0.7022,81.8,0.0
2018-10-05,28616.0,258974.8,0.21,2.76,0.06,0.26,0.0,258974.8,0.0,28616.0,0.0,,,,,,,,,,,,,,,,,95.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.58,0.6975,81.42,0.0
2018-10-08,28564.0,247649.88,0.21,3.17,0.06,0.25,0.0,247649.88,0.0,28564.0,0.0,,,,,,,,,,,,,,,,,52.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,18.42,0.6995,81.58,0.0
2018-10-09,28408.0,259365.04,0.21,2.95,0.06,0.26,0.0,259365.04,0.0,28408.0,0.0,,,,,,,,,,,,,,,,,156.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,16.6,0.7231,83.4,0.0
2018-10-10,25346.0,228874.38,0.19,3.17,0.05,0.23,0.0,228874.38,0.0,25346.0,0.0,,,,,,,,,,,,,,,,,3062.0,0.0,0.03,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.42,0.8627,92.58,0.0
2018-10-11,42985.0,382566.5,0.32,5.7,0.09,0.39,0.0,382566.5,0.0,42985.0,0.0,,,,0.16,,,,,17639.0,,,,0.16,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,45.72,0.5037,54.28,0.0
2018-10-12,25301.0,226443.95,0.19,3.3,0.05,0.23,0.0,226443.95,0.0,25301.0,0.0,,,,,,,,,,,,,,,,,17684.0,0.0,0.16,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.14,0.8674,92.86,0.0
2018-10-15,25268.0,224885.2,0.19,3.36,0.05,0.23,0.0,224885.2,0.0,25268.0,0.0,,,,,,,,,,,,,,,,,33.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,7.09,0.8682,92.91,0.0
2018-10-16,25160.0,226440.0,0.19,3.36,0.05,0.23,0.0,226440.0,0.0,25160.0,0.0,,,,,,,,,,,,,,,,,108.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,6.59,0.8769,93.41,0.0
