,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_x,SAN FP Equity_y,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity,SAN FP Equity
2016-04-06,11307041.0,785008613.31,0.97,3.53,0.86,830.81,0.0,610353543.23,5335677.0,8791359.0,370437535.59,,,193248.0,18.22,,23000.0,,5.22,182021.0,55544.0,,,18.22,193248.0,1.68,,59393.0,389.91,4.98,,,2.04,2.04,256227040.0,17788954100.73,,18666.6,2.05,22.58,0.1991,31.19,0.0432
2016-04-07,13070852.0,906735587.71,1.12,4.02,1.0,975.63,1.0,698392361.7,6403522.0,10067525.0,444217506.56,,19521.0,588720.0,158.96,1.46,,,2.04,2007831.0,31800.0,,19521.0,158.96,588720.0,,491404.0,731665.0,478.67,53.25,,,2.43,2.43,256670560.0,17805444593.09,,19174.69,2.44,19.05,0.2015,33.82,0.0497
2016-04-08,14336958.0,992835547.77,1.23,4.34,1.09,1070.1,1.0,772841534.24,6883628.0,11160153.0,476691818.17,,,310335.0,68.65,,171628.0,,26.9,921000.0,359227.0,,,68.65,310335.0,13.09,528998.0,,513.8,,,,2.61,2.61,256638928.0,17772267356.93,,19154.65,2.61,17.96,0.1854,31.85,0.0544
2016-04-11,16275293.0,1121624299.95,1.39,4.96,1.24,1214.12,1.0,908719444.14,7730656.0,13185944.0,532764087.51,,,942219.0,140.72,,214600.0,,21.27,1874484.0,284759.0,,,140.72,942219.0,16.0,189568.0,63293.0,575.76,5.25,,,2.93,2.93,256065392.0,17646942887.18,,19075.66,2.93,15.56,0.1498,27.12,0.0617
2016-04-12,16950540.0,1168789115.56,1.45,5.24,1.29,1263.85,1.0,954223232.63,7756032.0,13838766.0,534801002.3,,,163095.0,49.96,,,,30.09,652822.0,402610.0,,,49.96,163095.0,,264891.0,,576.14,,,,2.93,2.93,256631456.0,17695486543.95,,19074.76,2.93,14.88,0.1433,25.81,0.0641
2016-04-13,16801108.0,1185789712.19,1.44,5.29,1.28,1262.39,1.0,958355775.74,7281755.0,13578663.0,513932186.24,,,981910.0,124.08,,,,139.49,1612633.0,1882312.0,,,124.08,981910.0,,426125.0,1872736.0,547.85,138.15,,,2.75,2.75,257962752.0,18206512180.55,,19314.86,2.76,14.99,0.1402,26.02,0.0633
2016-04-14,17855704.0,1281777471.3,1.53,5.65,1.36,1363.49,1.0,1058247380.7,6876193.0,14741835.0,493609732.54,,,73470.0,178.63,,,,37.99,2286074.0,520141.0,,,178.63,73470.0,,41109.0,1122902.0,526.39,81.58,,,2.59,2.59,258363440.0,18546702879.92,,19671.71,2.61,13.85,0.1309,24.6,0.0673
2016-04-15,22921992.0,1648655595.92,1.96,7.16,1.75,1774.22,1.0,1140712915.25,11160240.0,15859839.0,802696036.53,,,164525.0,95.91,,992151.0,,17.93,1149853.0,248071.0,,,95.91,164525.0,80.79,4367593.0,1024000.0,862.84,75.63,,,4.2,4.2,254820160.0,18327843528.45,,19700.82,4.2,15.31,0.1154,19.22,0.0862
2016-04-18,27596492.0,1983329575.11,2.36,8.58,2.11,2149.15,1.0,1356240777.94,12715148.0,18871038.0,913823723.69,,,916316.0,382.68,,,,96.14,4847007.0,1244948.0,,,382.68,916316.0,,1883540.0,1835808.0,991.06,136.8,,,4.76,4.76,254570832.0,18295726140.38,,19699.14,4.79,17.31,0.1302,24.31,0.1032
2016-04-19,34401932.0,2482652324.38,2.94,10.82,2.63,2669.23,1.0,1662895966.54,16262303.0,23042628.0,1173586539.93,,,359944.0,339.25,,1322500.0,,92.25,4502798.0,1192223.0,,,339.25,359944.0,107.22,4379434.0,1653709.0,1265.6,129.94,,,6.08,6.08,251201728.0,18128242155.37,,19442.94,6.11,13.46,0.1471,30.47,0.1286
2016-04-20,43129664.0,3123312706.0,3.69,13.71,3.29,3351.41,1.0,2289434291.45,22683576.0,31614680.0,1642672225.28,,,1536204.0,693.53,,1300.0,,101.82,9006991.0,1219067.0,,,693.53,1536204.0,0.1,6111487.0,436237.0,1767.75,32.79,0.57,,8.53,8.53,243187168.0,17610839067.77,7350.0,18954.21,8.53,14.07,0.1856,36.1,0.1622
2016-04-21,42468904.0,3100703611.05,3.63,13.57,3.24,3306.86,1.0,2222982084.89,23190340.0,30447158.0,1693153441.86,,,506178.0,60.7,,,,5.23,807400.0,66953.0,,,60.7,506178.0,,67538.0,1974923.0,1810.71,154.01,,,8.69,8.69,243576064.0,17783769065.72,,19057.49,8.68,15.45,0.1976,37.63,0.1592
2016-04-22,45458676.0,3314346593.63,3.88,14.45,3.47,3561.37,1.0,2436213103.4,27940524.0,33414436.0,2037115655.18,,,3891025.0,244.16,,10000.0,,13.26,2983901.0,190590.0,,,244.16,3891025.0,0.79,1049749.0,26624.0,2198.73,1.72,,,10.36,10.36,241763088.0,17626704903.97,,19029.59,10.36,14.78,0.199,37.45,0.1686
2016-04-25,64289920.0,4696866299.9,5.49,20.56,4.91,5035.81,1.0,3147033210.4,41085920.0,43076064.0,3001638095.81,,,4096599.0,759.96,,250000.0,,41.29,9591078.0,513452.0,,,759.96,4096599.0,18.17,9562247.0,179449.0,3217.47,14.43,,,15.21,15.21,229100992.0,16737565213.95,,17989.42,15.17,12.42,0.2075,40.8,0.2379
2016-04-26,89691888.0,6457718538.06,7.66,29.52,6.85,7052.25,2.0,4643345903.16,51966244.0,64491888.0,3741513136.97,,,1963528.0,1715.51,,159818.0,,43.11,21511760.0,552300.0,,,1715.51,1963528.0,12.54,9469099.0,255756.0,4069.07,22.14,,,19.29,19.29,217431360.0,15654821807.6,,17034.38,19.28,15.04,0.1768,34.03,0.3329
2016-04-27,94480456.0,6755987979.15,8.07,31.21,7.22,7348.85,2.0,4746805179.1,57221784.0,66382640.0,4091742368.91,,,1746663.0,172.32,,500.0,,20.13,2677997.0,247889.0,,,172.32,1746663.0,0.04,3756766.0,787745.0,4425.67,76.46,,,21.08,21.08,214169184.0,15314536930.35,,16580.16,21.07,14.97,0.1674,32.53,0.3481
2016-04-28,100212216.0,7090466373.11,8.54,33.11,7.65,7746.69,2.0,4913006475.36,60535088.0,69437360.0,4283130570.2,,,2437452.0,371.95,,,,63.75,4920274.0,797726.0,,,371.95,2437452.0,,1673578.0,1865550.0,4644.71,151.29,,,22.3,22.3,210890736.0,14921470971.26,,16174.84,22.31,16.3,0.1597,30.92,0.3692
2016-04-29,103167368.0,6908663003.96,8.79,34.08,7.88,7840.99,2.0,4734543367.34,62116072.0,70701144.0,4159639010.83,,,802031.0,74.37,,,,51.45,1545304.0,444737.0,,,74.37,802031.0,,1223688.0,281524.0,4670.27,27.66,,,22.92,22.92,208897984.0,13988975406.09,,15647.01,22.99,16.38,0.1613,30.9,0.3807
2016-05-02,113221080.0,7573504195.26,9.83,36.55,8.65,8354.04,2.0,4963560678.05,72242424.0,74203392.0,4832388997.17,,,4966468.0,299.91,,,,14.42,4563430.0,103086.0,,,299.91,4966468.0,,5262974.0,1061183.0,5277.31,81.13,,,26.61,26.61,199217440.0,13325911726.06,,14488.71,26.7,14.55,0.1379,27.93,0.4171
2016-05-03,143186832.0,9527422780.01,12.43,47.4,10.94,10451.26,3.0,6073433038.61,88450432.0,91277112.0,5885350272.56,,,8498231.0,1548.02,,,,259.79,21637746.0,3534653.0,,,1548.02,8498231.0,,11244430.0,4564022.0,6386.23,338.14,,,32.81,32.81,181118720.0,12051349937.08,,13019.83,32.91,11.01,0.1416,30.67,0.5312
2016-05-04,152767600.0,9949270923.06,13.26,52.89,11.67,11091.52,3.0,6324699208.1,102241208.0,97113560.0,6658646714.96,,,7266080.0,434.64,,,,53.09,6340417.0,719091.0,,,434.64,7266080.0,,7243783.0,503971.0,7332.96,39.39,,,39.03,39.03,159711488.0,10401504400.39,,11390.84,39.16,11.72,0.1379,30.14,0.5832
2016-05-05,173819312.0,11484949590.01,15.09,60.22,13.27,12531.25,3.0,7316738170.9,110827752.0,110735392.0,7322840772.11,,,6128992.0,438.41,,7982600.0,,83.37,6342900.0,1172413.0,,,438.41,6128992.0,610.85,3629962.0,703669.0,7843.06,52.36,,,41.85,41.85,153985792.0,10174468178.18,,10862.9,41.93,10.6,0.1232,28.62,0.6564
2016-05-06,180015744.0,11768993179.98,15.63,63.18,13.75,13046.09,3.0,7503051881.0,112890032.0,114764912.0,7380476769.27,,,1169207.0,299.63,,248000.0,,119.3,3831135.0,1706045.0,,,299.63,1169207.0,17.56,2599120.0,49614.0,8034.4,0.0,,,42.59,42.59,152199648.0,9950444219.52,,10776.42,42.71,10.69,0.1193,27.82,0.6791
2016-05-09,195724352.0,13052267110.88,16.99,68.67,14.95,14126.11,4.0,7876734945.36,117848800.0,118115024.0,7858981269.21,,,4011310.0,261.51,,,,164.08,3947914.0,2252807.0,,,261.51,4011310.0,,3200268.0,597800.0,8355.75,41.57,,,44.18,44.18,148884176.0,9928636952.32,,10539.13,44.22,9.99,0.1102,25.84,0.7338
2016-05-10,216770608.0,14774779150.8,18.82,75.78,16.55,15820.38,4.0,9038771353.83,123863264.0,132613824.0,8442345516.22,,,5725305.0,1159.65,,,,124.15,14648799.0,1779216.0,,,1159.65,5725305.0,,2068375.0,150000.0,8881.57,10.77,,,46.15,46.15,144502016.0,9849053766.76,,10315.94,46.26,9.97,0.1039,24.01,0.8077
2016-05-11,239090128.0,16085401264.44,20.76,83.67,18.26,17197.29,4.0,10125634988.22,132829056.0,150505376.0,8936415247.29,,,5645070.0,1227.72,,1403115.0,,49.04,17410718.0,642093.0,,,1227.72,5645070.0,103.49,3962817.0,922280.0,9346.55,113.99,,,49.42,49.42,135941568.0,9145817470.96,,9524.16,49.53,14.41,0.1023,21.74,0.8896
2016-05-12,222569760.0,14892067412.58,19.32,78.74,17.0,15908.68,4.0,9392152076.84,126493320.0,140370640.0,8463625286.2,,,70813.0,131.84,,,,423.76,1755362.0,5785927.0,,,131.84,70813.0,,379374.0,11890100.0,8838.97,916.46,69.49,,47.24,47.24,141279232.0,9452945660.46,1000000.0,9800.7,47.42,12.32,0.1032,22.51,0.8312
2016-05-13,200977808.0,13616640964.01,17.45,72.56,15.35,14345.77,4.0,8481768487.54,119419320.0,125188528.0,8090893321.94,,,56758.0,34.64,,12500.0,,511.68,511944.0,7296664.0,,,34.64,56758.0,0.92,165906.0,15706550.0,8332.13,1137.05,,,44.8,44.8,147144032.0,9969296977.01,,10194.68,44.97,9.85,0.1088,24.78,0.754
2016-05-16,187595360.0,12651834593.77,16.61,68.88,14.58,13467.65,3.0,7968284204.32,115316736.0,118149912.0,7777208720.76,,,1149165.0,1.21,,,,411.73,16860.0,6013912.0,,,1.21,1149165.0,,762168.0,7055483.0,8082.98,475.51,,,43.31,43.31,150943520.0,10179955666.5,,10521.25,43.45,10.53,0.1166,26.4,0.7046
2016-05-17,165876128.0,11201496413.64,14.69,63.55,12.89,11876.78,3.0,6862869473.28,112045200.0,101628048.0,7566332305.31,,,2030886.0,41.85,,,,507.14,587416.0,7074402.0,,,41.85,2030886.0,,1771973.0,17109276.0,7827.76,1245.48,,,41.86,41.86,155647712.0,10510778788.85,,10838.68,41.93,11.99,0.1382,30.52,0.6197
2016-05-18,129710584.0,8804472165.49,11.49,50.38,10.08,9339.11,2.0,5607446756.44,87069016.0,82610880.0,5910055326.31,,,56151.0,12.33,,,,1736.23,158140.0,25036780.0,,,12.33,56151.0,,4447.0,19175312.0,6126.04,1380.89,,,32.58,32.58,180140704.0,12227558964.96,,12609.47,32.7,12.5,0.1269,28.27,0.4854
2016-05-19,119146032.0,7959331939.47,10.55,47.12,9.26,8552.43,2.0,4860559748.57,80327848.0,72759424.0,5366154419.78,,,966845.0,,,465773.0,,790.9,,11274811.0,,,,966845.0,34.53,3566798.0,10317226.0,5649.8,773.87,,,30.12,30.12,186323648.0,12447009251.69,,13026.18,30.25,14.54,0.1301,28.12,0.4468
2016-05-20,104551776.0,7205055677.24,9.26,42.14,8.12,7395.85,2.0,4410944094.89,73536472.0,64006728.0,5067674556.46,,,123212.0,99.29,,,,529.78,1337010.0,7186792.0,,,99.29,123212.0,,272205.0,10089704.0,5107.78,804.14,,,27.53,27.53,193563712.0,13339202598.08,,13461.1,27.51,16.72,0.1211,24.94,0.3914
2016-05-23,89986400.0,6115921928.97,7.97,35.28,6.99,6512.69,2.0,3972637180.13,56248172.0,58451256.0,3822904667.81,,,193184.0,190.73,,,,1263.95,2106459.0,18341818.0,,,190.73,193184.0,,860332.0,7661936.0,4003.85,512.85,,,21.34,21.34,207360000.0,14093213765.53,,14683.06,21.43,18.11,0.1217,21.81,0.3414
2016-05-24,60224588.0,4186453048.5,5.33,23.43,4.68,4336.83,1.0,2719125869.5,39666960.0,39116224.0,2757409741.3,,,650888.0,34.03,,,,1284.55,623858.0,17909100.0,,,34.03,650888.0,,677000.0,19958892.0,2812.95,1467.3,,,15.09,15.09,223206928.0,15516010241.08,,15774.57,15.13,16.56,0.1194,20.73,0.2291
2016-05-25,38822056.0,2767083647.62,3.44,15.01,3.02,2865.88,1.0,1646956659.5,30050244.0,23106726.0,2141863346.43,,,1005994.0,8.72,,,,748.01,93000.0,10622708.0,,,8.72,1005994.0,,,16102496.0,2172.75,1121.84,,,11.37,11.37,234240288.0,16695727566.26,,16908.64,11.39,15.87,0.1072,17.33,0.1469
2016-05-26,45353112.0,3226005290.87,4.02,17.66,3.52,3361.31,1.0,2107793088.12,27786944.0,29632616.0,1976508874.65,,,2103621.0,591.24,,26000.0,,312.24,8155602.0,4366922.0,,,591.24,2103621.0,2.0,,1655713.0,2038.97,116.55,,,10.52,10.52,236372736.0,16813393024.81,,17361.03,10.51,13.34,0.1464,29.23,0.1717
2016-05-27,41619660.0,2973738892.64,3.69,16.65,3.23,3090.95,1.0,1977328450.26,24413144.0,27674164.0,1744327459.78,,,576710.0,53.43,,,,285.94,756288.0,3950509.0,,,53.43,576710.0,,,2714738.0,1800.73,197.34,,,9.25,9.25,239600992.0,17119572544.0,,17653.28,9.26,12.39,0.1621,32.59,0.1576
2016-05-30,39180440.0,2803628422.85,3.47,15.99,3.04,2910.59,1.0,1945839960.99,21171072.0,27192928.0,1514934982.9,,,58602.0,1.52,,,,256.83,20000.0,3488034.0,,,1.52,58602.0,,187358.0,501238.0,1563.05,37.16,,,8.05,8.05,241825072.0,17304237655.73,,17839.58,8.06,13.17,0.1765,34.66,0.149
2016-05-31,27880488.0,1989101159.81,2.47,11.55,2.17,2068.8,1.0,1616899474.53,13828293.0,22663476.0,986563565.33,,,87.0,,,,,541.71,,7343630.0,,,,87.0,,765.0,4529450.0,1020.69,340.43,,,5.3,5.3,246849408.0,17611185419.36,,18233.93,5.3,17.76,0.2657,45.98,0.107
2016-06-01,24849134.0,1767539959.72,2.2,10.24,1.93,1839.77,1.0,1370604081.6,13101855.0,19268772.0,931946049.26,,,3266.0,,,1000000.0,,104.47,,1414161.0,,,,3266.0,73.91,684457.0,4394704.0,963.36,325.89,,,5.02,5.02,247686624.0,17618159466.16,,18206.13,5.03,16.76,0.2073,38.37,0.0953
2016-06-02,23023976.0,1635708740.39,2.04,9.5,1.79,1704.89,1.0,1257253198.36,11130184.0,17696896.0,790729596.44,,,200091.0,20.05,,325000.0,,31.69,266933.0,786559.0,,,20.05,200091.0,25.15,367409.0,2163811.0,844.38,163.27,,,4.27,4.27,249251040.0,17707719321.8,,18291.17,4.41,18.02,0.1775,33.07,0.0884
2016-06-03,21027448.0,1475749383.4,1.86,8.79,1.63,1542.56,1.0,1184906270.26,9555570.0,16883324.0,670629480.84,,,370365.0,5.21,,198938.0,,157.2,79637.0,2121990.0,,,5.21,370365.0,14.62,177011.0,1092147.0,695.49,90.43,,,3.68,3.68,250270400.0,17564489446.52,,18206.96,3.68,19.33,0.1921,35.7,0.0809
2016-06-06,13865814.0,971923044.31,1.23,5.75,1.08,1014.4,1.0,655858556.81,9102879.0,9356721.0,638065523.57,,,172745.0,14.52,,265731.0,,52.94,202732.0,729851.0,,,14.52,172745.0,20.07,104415.0,7995065.0,658.82,588.11,,,3.5,3.5,250951616.0,17590432021.99,,18179.32,3.5,14.94,0.0997,16.83,0.0533
2016-06-07,12311566.0,871083483.69,1.09,5.15,0.96,904.53,0.0,582575515.54,7898040.0,8233903.0,558812111.92,,,482256.0,,,71234.0,,112.22,,1752095.0,,,,482256.0,5.16,65000.0,1194052.0,587.65,87.44,,,3.06,3.06,250059872.0,17692552225.44,,18132.25,3.14,15.73,0.0971,17.05,0.0477
2016-06-08,11362809.0,799225382.69,1.01,4.81,0.88,849.16,0.0,539189449.9,7310886.0,7665806.0,514225457.91,,,22081.0,2.41,,,,59.84,29951.0,827335.0,,,2.41,22081.0,,218100.0,598048.0,545.56,44.88,,,2.84,2.84,250560816.0,17623684782.13,,18246.66,2.9,15.34,0.0968,17.23,0.0441
2016-06-09,10561179.0,739773690.62,0.94,4.5,0.82,772.95,0.0,508752607.96,6738922.0,7263069.0,472037941.86,,,127589.0,3.81,,,,92.26,63699.0,1072137.0,,,3.81,127589.0,,372584.0,466436.0,490.3,35.54,,,2.62,2.62,250896928.0,17574453230.24,,18249.84,2.62,17.9,0.1153,19.77,0.041
2016-06-10,14774329.0,1007569601.11,1.31,6.39,1.15,1063.58,1.0,683147461.52,7700692.0,10017219.0,525166534.92,,,2600.0,221.86,,,,39.57,3075380.0,540830.0,,,221.86,2600.0,,1500000.0,321230.0,551.36,24.19,,,2.97,2.97,251280816.0,17136677513.02,,18121.19,2.95,13.69,0.1723,34.87,0.057
2016-06-13,11612488.0,781259898.6,1.03,5.23,0.9,822.67,0.0,461213128.59,5616094.0,6855378.0,377837120.61,,,,,,,,153.97,,2116922.0,,,,,,32324.0,3161841.0,392.68,232.36,,,2.17,2.17,253696240.0,17068064891.74,,17828.48,2.16,16.86,0.1141,17.99,0.0448
2016-06-14,10540439.0,686786431.59,0.93,4.7,0.82,776.44,0.0,426562944.31,4735494.0,6546665.0,308551951.78,,,20479.0,17.7,,,,32.86,279998.0,1022804.0,,,17.7,20479.0,,121725.0,588711.0,364.47,42.99,,,1.82,1.82,255428176.0,16643007518.13,,17651.91,2.02,14.11,0.1108,19.09,0.0405
2016-06-15,10624192.0,700575158.87,0.94,4.65,0.83,732.82,0.0,437598214.07,4702078.0,6636158.0,310062077.37,,,20029.0,9.44,,59436.0,,4.91,133567.0,61445.0,,,9.44,20029.0,4.05,8000.0,103510.0,318.51,7.49,,,1.81,1.81,255359600.0,16838795113.96,,17255.21,1.81,13.96,0.1106,20.0,0.0409
2016-06-16,10676171.0,700488403.39,0.95,4.63,0.83,735.75,0.0,449072668.09,4538381.0,6844334.0,297773729.99,,,56352.0,47.34,,,,14.78,708000.0,221049.0,,,47.34,56352.0,,1000.0,499824.0,308.35,35.52,,,1.74,1.74,256164576.0,16807553461.65,,17443.75,1.74,13.55,0.136,26.79,0.041
2016-06-17,10856776.0,712968984.33,0.96,4.69,0.84,746.09,0.0,432927153.57,4939137.0,6592423.0,324355176.01,,,430598.0,7.73,,17000.0,,9.92,113789.0,145549.0,,,7.73,430598.0,1.15,115707.0,382700.0,335.22,27.52,,,1.89,1.89,256258032.0,16828571281.36,,17330.85,1.9,13.4,0.1392,26.49,0.0416
2016-06-20,10867717.0,731258737.46,0.96,4.39,0.84,758.02,0.0,449266506.01,4844849.0,6676845.0,325996542.14,,,,14.52,,,,7.34,148858.0,108481.0,,,14.52,,,14193.0,64436.0,334.18,4.31,,,1.85,1.85,256842848.0,17282247665.56,,17508.11,1.87,13.39,0.1444,27.73,0.0415
2016-06-21,13434278.0,910849030.56,1.19,5.45,1.04,943.2,1.0,512144881.73,6604447.0,7553718.0,447783955.89,,,709602.0,54.81,,167930.0,,2.96,762800.0,45189.0,,,54.81,709602.0,11.94,1095185.0,53857.0,459.17,3.56,,,2.52,2.52,255029168.0,17291072168.99,,17803.9,2.51,18.27,0.1758,33.07,0.0513
2016-06-22,14079488.0,970134101.42,1.25,5.81,1.09,1004.04,1.0,493360207.41,7431876.0,7160102.0,512086543.57,,,1007512.0,26.7,,,,37.35,288809.0,542583.0,,,26.7,1007512.0,,362500.0,682425.0,522.81,49.3,,,2.84,2.84,254580128.0,17541608311.12,,17881.66,2.84,23.96,0.1793,30.48,0.0537
2016-06-23,16203782.0,1129527557.85,1.43,6.66,1.26,1161.39,1.0,680133703.23,6967441.0,9756945.0,485683935.84,,,8114.0,189.25,,,,32.23,2596843.0,472549.0,,,189.25,8114.0,,,,496.0,,,,2.66,2.66,254875728.0,17766787938.97,,18127.91,2.66,22.41,0.1883,28.29,0.0619
2016-06-24,16315234.0,1095753696.8,1.44,6.72,1.27,1154.74,1.0,664142472.49,6684177.0,9888755.0,448918578.66,,,37234.0,41.45,,,,22.43,529889.0,320498.0,,,41.45,37234.0,,,398079.0,470.14,29.55,,,2.55,2.55,255222464.0,17141093926.97,,18266.37,2.51,25.91,0.1995,27.61,0.0623
2016-06-27,16299899.0,1111293763.51,1.44,6.0,1.27,1139.18,1.0,650109857.28,6908323.0,9535485.0,470995327.41,,,21010.0,52.58,,39696.0,,8.41,754223.0,116989.0,,,52.58,21010.0,2.92,320125.0,1147189.0,480.86,94.69,,,2.64,2.64,254825680.0,17373493477.85,,17812.02,2.63,21.6,0.1853,29.06,0.0623
2016-06-28,18813492.0,1326380201.6,1.67,6.54,1.46,1335.71,1.0,836932691.55,7116193.0,11871126.0,501702581.63,,,324508.0,244.97,,,,12.39,3448529.0,177315.0,,,244.97,324508.0,,60677.0,1112888.0,499.3,74.91,,,2.71,2.71,255005696.0,17978294857.16,,18045.3,2.69,23.64,0.1788,25.94,0.0718
2016-06-29,18512408.0,1331679364.49,1.64,6.25,1.44,1339.82,1.0,849272601.55,7441901.0,11806206.0,535328845.08,,,415719.0,11.94,,,,17.44,145775.0,248547.0,,,11.94,415719.0,,158536.0,210695.0,534.39,4.96,,,2.83,2.83,255336736.0,18367500453.14,,18630.32,2.79,23.84,0.1792,26.42,0.0704
2016-06-30,19325488.0,1401768127.66,1.71,6.41,1.5,1420.7,1.0,860354391.18,8134066.0,11861283.0,590001891.13,,,1069510.0,21.5,,,,39.78,250793.0,546453.0,,,21.5,1069510.0,,169108.0,195716.0,597.81,9.91,,,3.09,3.09,254959232.0,18493386830.36,,18967.53,3.06,24.11,0.1849,24.99,0.0735
2016-07-01,16489496.0,1197656799.64,1.46,5.4,1.28,1222.93,1.0,834396389.62,5598542.0,11488079.0,406630493.4,,,,24.05,,119781.0,,179.89,309533.0,2544524.0,,,24.05,,8.99,9000.0,802518.0,418.88,58.34,,,2.13,2.13,257243584.0,18683986917.52,,19255.21,2.13,25.46,0.1773,26.19,0.0627
2016-07-04,15596321.0,1133237154.07,1.38,5.21,1.21,1158.04,1.0,751435427.65,5875966.0,10341726.0,426950880.74,,,341950.0,25.43,,,,10.8,335831.0,144680.0,,,25.43,341950.0,,80154.0,1482184.0,440.88,110.3,,,2.23,2.23,257318480.0,18696900503.89,,19284.65,2.24,19.25,0.1589,26.21,0.0593
2016-07-05,17597940.0,1270838557.16,1.56,5.97,1.37,1307.45,1.0,855969880.89,6910602.0,11853045.0,499050427.2,,,1064861.0,122.5,,,,2.22,1631100.0,30225.0,,,122.5,1064861.0,,,119781.0,518.84,8.99,,,2.63,2.63,255951968.0,18483619657.53,,19213.16,2.63,22.97,0.1721,25.95,0.0669
2016-07-06,17047422.0,1216558692.69,1.51,5.8,1.32,1260.03,1.0,807305405.51,6981923.0,11312628.0,498252411.27,,,810721.0,11.46,,,,56.74,156826.0,739400.0,,,11.46,810721.0,,,697243.0,521.41,54.54,,,2.65,2.65,256030496.0,18271157099.51,,19039.91,2.67,21.58,0.1753,26.95,0.0648
2016-07-07,16618038.0,1191225827.09,1.47,5.64,1.29,1225.82,1.0,817124856.64,6321821.0,11399192.0,453165196.12,,,38242.0,10.85,,90000.0,,43.67,158764.0,700344.0,,,10.85,38242.0,6.63,2000.0,162200.0,481.18,11.45,,,2.41,2.41,256149312.0,18361474203.29,,18895.49,2.48,21.25,0.182,27.83,0.0633
2016-07-08,16208494.0,1164222474.25,1.44,5.47,1.26,1196.08,1.0,859764950.24,5882191.0,11969787.0,422505567.76,,,329538.0,45.57,,,,77.64,595509.0,1007000.0,,,45.57,329538.0,,237832.0,24914.0,435.87,1.53,,,2.24,2.24,256643744.0,18434187324.22,,19013.43,2.24,21.98,0.1738,28.72,0.0617
2016-07-11,16363388.0,1185012057.08,1.45,5.48,1.27,1212.35,1.0,891358577.38,5820012.0,12308437.0,421476554.39,,,48990.0,32.34,,,,20.07,425670.0,274127.0,,,32.34,48990.0,,162958.0,87020.0,433.9,6.77,,,2.22,2.22,256453040.0,18571945154.28,,19040.66,2.23,21.8,0.1735,28.29,0.0624
2016-07-12,16169167.0,1167659445.41,1.43,5.37,1.26,1196.89,1.0,832447371.92,6277114.0,11527317.0,453302971.76,,,855707.0,49.1,,,,29.5,656960.0,398668.0,,,49.1,855707.0,,63.0,1438080.0,468.57,108.87,,,2.39,2.39,256693648.0,18537180218.66,,19176.08,2.39,24.16,0.1992,31.37,0.0615
2016-07-13,16375549.0,1203807963.01,1.45,5.44,1.27,1217.91,1.0,859432656.43,5753606.0,11690969.0,422962107.64,,,75000.0,12.04,,110083.0,,44.25,163183.0,600413.0,,,12.04,75000.0,8.32,1905.0,109614.0,433.2,7.68,,,2.18,2.18,257750752.0,18947908722.34,,19294.4,2.2,23.69,0.1923,30.76,0.0621
2016-07-14,16327228.0,1195513544.73,1.45,5.34,1.27,1219.68,1.0,852999120.8,6112464.0,11649480.0,447567309.26,,,622625.0,4.06,,,,17.27,39544.0,263767.0,,,4.06,622625.0,,,81033.0,462.49,3.43,,,2.33,2.33,256619072.0,18790181432.72,,19443.88,2.32,23.72,0.1919,30.72,0.0621
2016-07-15,14391436.0,1053770833.98,1.27,4.69,1.12,1076.28,1.0,733468327.09,5618179.0,10017038.0,411374734.97,,,400000.0,67.68,,,,68.28,891512.0,896185.0,,,67.68,400000.0,,1900.0,2523954.0,426.68,189.76,,,2.14,2.14,256709824.0,18796826482.64,,19443.3,2.15,18.21,0.2056,35.49,0.0549
2016-07-18,12970117.0,943922605.78,1.15,4.24,1.01,964.84,0.0,752758824.35,3845153.0,10343401.0,279837632.87,,,7340.0,51.09,,28951.0,,136.54,675640.0,1781042.0,,,51.09,7340.0,2.3,676.0,378228.0,289.61,29.11,,,1.47,1.47,257236912.0,18720859362.92,,19422.92,1.47,18.68,0.2213,38.85,0.0497
2016-07-19,13097179.0,947844082.57,1.16,4.28,1.02,970.56,1.0,739319859.31,3955010.0,10215820.0,286224447.65,,,242370.0,0.72,,36697.0,,12.95,14000.0,171218.0,,,0.72,242370.0,2.75,38705.0,178278.0,296.21,14.18,,,1.52,1.52,256899824.0,18591864552.76,,19310.58,1.51,18.07,0.2086,37.8,0.0502
2016-07-20,13089447.0,963125395.21,1.16,4.28,1.02,973.44,1.0,753890108.66,3439607.0,10245815.0,253087303.94,,,10000.0,8.31,,10000.0,,19.29,113863.0,625403.0,,,8.31,10000.0,0.75,100000.0,93868.0,287.17,6.32,,,1.32,1.32,257491296.0,18946285983.1,,19294.36,1.47,17.7,0.2116,38.38,0.0502
