,EEE FP Equity_DX_SI_QTY,EEE FP Equity_DX_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEE FP Equity_DX_SI_MV,EEE FP Equity_DX_DSS,EEE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY,EEE FP Equity_DX_BROKER_SI_QTY,EEE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEE FP Equity_DX_BROKER_SI_MV_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEE FP Equity_DX_BROKER_SI_MV_INC_x,EEE FP Equity_DX_SUPPLY_SI_MV_NEW,EEE FP Equity_DX_BROKER_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_NEW,EEE FP Equity_DX_SUPPLY_SI_MV_DEC,EEE FP Equity_DX_BROKER_SI_QTY_INC,EEE FP Equity_DX_SUPPLY_SI_QTY_DEC,EEE FP Equity_DX_BROKER_SI_MV_NEW_y,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EEE FP Equity_DX_BROKER_SI_MV_INC_y,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEE FP Equity_DX_BROKER_SI_MV_ADD,EEE FP Equity_DX_SUPPLY_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_DEC,EEE FP Equity_DX_SUPPLY_SI_MV,EEE FP Equity_DX_BROKER_SI_MV_DEC,EEE FP Equity_DX_SUPPLY_SI_MV_RMV,EEE FP Equity_DX_BROKER_SI_MV_RMV,EEE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEE FP Equity_DX_UTILIZATION_QUANTITY,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEE FP Equity_DX_BROKER_SI_CON_RATIO,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEE FP Equity_DX_DEMAND_SUPPLY_RATIO
2017-10-11,129.0,31343.65,0.06,0.01,0.03,,20895.77,43.0,86.0,10447.88,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,263547.0,64035082.31,,64.09,0.02,49.88,0.5,50.12,0.0003
2017-10-12,129.0,31586.35,0.07,0.01,0.03,,21057.57,43.0,86.0,10528.78,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,264691.0,64811023.46,,65.09,0.02,49.81,0.5,50.19,0.0003
2017-10-13,129.0,31541.4,0.07,0.01,0.03,,21027.6,43.0,86.0,10513.8,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,209666.0,51264806.9,,51.48,0.02,49.96,0.5,50.04,0.0003
2017-10-16,129.0,31734.02,0.07,0.01,0.03,,21156.01,43.0,86.0,10578.01,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,265356.0,65277616.56,,65.1,0.02,49.85,0.5,50.15,0.0002
2017-10-17,129.0,31609.46,0.07,0.01,0.03,,21072.97,43.0,86.0,10536.49,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,210873.0,51671178.58,,52.21,0.02,49.9,0.5,50.1,0.0003
2017-10-18,129.0,31767.41,0.05,0.01,0.03,,21178.27,43.0,86.0,10589.14,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,266892.0,65724547.46,,66.03,0.02,49.86,0.5,50.14,0.0002
2017-10-19,129.0,31567.09,0.05,0.01,0.03,,21044.72,43.0,86.0,10522.36,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,266333.0,65173308.74,,65.98,0.02,49.84,0.5,50.16,0.0002
2017-10-20,129.0,31324.39,0.05,0.01,0.03,,20882.93,43.0,86.0,10441.46,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,266380.0,64683653.47,,64.96,0.02,49.8,0.5,50.2,0.0003
2017-10-23,129.0,31144.62,0.05,0.01,0.03,,20763.08,43.0,86.0,10381.54,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,255354.0,61650406.75,,62.34,0.02,49.83,0.5,50.17,0.0003
2017-10-24,129.0,31073.99,0.05,0.01,0.03,,20715.99,43.0,86.0,10358.0,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,256372.0,61755823.7,,62.19,0.02,49.94,0.5,50.06,0.0003
2017-10-25,129.0,30794.06,0.05,0.01,0.03,,20529.37,43.0,86.0,10264.69,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,199468.0,47615728.15,,47.87,0.02,49.77,0.5,50.23,0.0003
2017-10-26,129.0,31172.87,0.05,0.01,0.03,,20781.91,43.0,86.0,10390.96,,,,,,,,,,,,,,,,,,0.01,,,,0.04,0.01,101418.0,24507673.08,,24.26,0.04,49.66,0.5,50.34,0.0004
2017-10-27,129.0,31430.97,0.04,0.01,0.03,,20953.98,43.0,86.0,10476.99,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,256284.0,62443838.14,,62.84,0.02,49.77,0.5,50.23,0.0003
2017-10-30,129.0,31595.34,0.04,0.01,0.03,,21063.56,43.0,86.0,10531.78,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,255974.0,62694455.11,,63.1,0.02,49.83,0.5,50.17,0.0003
2017-10-31,129.0,31879.12,0.04,0.01,0.03,,21252.75,43.0,86.0,10626.37,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,267111.0,66009802.3,,65.72,0.02,49.96,0.5,50.04,0.0002
2017-11-01,129.0,31768.69,0.04,0.01,0.03,,21179.13,43.0,86.0,10589.56,,,,,,,,,,,,,,,,,,0.01,,,,0.02,0.01,267235.0,65811674.42,,66.3,0.02,49.94,0.5,50.06,0.0002
2017-11-02,129.0,31802.08,0.04,0.01,0.03,,21201.38,43.0,86.0,10600.69,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,99.99,49.92,0.5,50.08,0.0002
2017-11-03,129.0,32042.2,0.04,0.01,0.03,,21361.47,43.0,86.0,10680.73,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,99.99,49.95,0.5,50.05,0.0002
2017-11-06,129.0,32055.05,0.03,0.01,0.03,,21370.03,43.0,86.0,10685.02,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.01,49.98,0.5,50.02,0.0002
2017-11-07,129.0,32089.72,0.03,0.01,0.03,,21393.14,43.0,86.0,10696.57,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.0,49.97,0.5,50.03,0.0002
2017-11-08,129.0,32290.04,0.03,0.01,0.03,,21526.69,43.0,86.0,10763.35,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,99.98,49.89,0.5,50.11,0.0002
2017-11-09,129.0,32160.34,0.03,0.01,0.03,,21440.23,43.0,86.0,10720.11,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.01,49.86,0.5,50.14,0.0002
2017-11-10,129.0,31986.99,0.04,0.01,0.03,,21324.66,43.0,86.0,10662.33,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.02,49.83,0.5,50.17,0.0002
2017-11-13,129.0,32004.97,0.04,0.01,0.03,,21336.64,43.0,86.0,10668.32,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.01,49.99,0.5,50.01,0.0002
2017-11-14,129.0,32080.73,0.04,0.01,0.03,,21387.15,43.0,86.0,10693.58,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.0,49.93,0.5,50.07,0.0003
2017-11-15,129.0,32094.85,0.03,0.01,0.03,,21396.57,43.0,86.0,10698.28,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,99.98,49.99,0.5,50.01,0.0003
2017-11-16,129.0,32397.9,0.03,0.01,0.03,,21598.6,43.0,86.0,10799.3,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,99.99,49.98,0.5,50.02,0.0003
2017-11-17,4129.0,1032750.54,0.82,0.34,1.04,,771874.1,1043.0,3086.0,260876.44,,,,,,3000.0,,,,,,,,,0.75,1000.0,,0.26,,,,1.67,0.22,61294.0,15330930.38,,15.39,1.67,32.4,0.5253,64.8,0.0087
2017-11-20,4129.0,1030366.67,0.82,0.34,1.04,,770092.4,1043.0,3086.0,260274.26,,,,,,,,,,,,,,,,,,0.26,,,,1.67,0.22,61318.0,15301531.45,,15.39,1.67,32.45,0.5251,64.76,0.0087
2017-11-21,1129.0,283319.65,0.23,0.09,0.28,,272528.91,43.0,1086.0,10790.74,,,,,,,,0.25,,1000.0,,,,,,,2000.0,0.01,0.5,,,100.0,0.01,0.0,0.0,,0.0,100.01,3.98,0.8507,92.06,0.0036
2017-11-22,129.0,32215.56,0.03,0.01,0.03,,21477.04,43.0,86.0,10738.52,,,,,,,,,,,,,,,,,1000.0,0.01,0.25,,,100.0,0.01,0.0,0.0,,0.0,100.0,49.89,0.5,50.11,0.0003
2017-11-23,129.0,32332.41,0.03,0.01,0.03,,21554.94,43.0,86.0,10777.47,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.02,49.92,0.5,50.08,0.0003
2017-11-24,129.0,32295.17,0.03,0.01,0.03,,21530.11,43.0,86.0,10765.06,,,,,,,,,,,,,,,,,,0.01,,,,100.0,0.02,0.0,0.0,,0.0,100.0,49.99,0.5,50.01,0.0005
2017-11-27,3129.0,785463.69,0.64,0.25,0.79,,523642.46,1043.0,2086.0,261821.23,,,1000.0,0.25,,1000.0,,,1000.0,,,,0.25,1000.0,0.25,,,0.26,,,,0.4,0.23,259644.0,65177671.23,,65.46,0.4,47.94,0.4802,50.0,0.0069
2017-11-28,3129.0,785183.36,0.65,0.25,0.79,,523455.58,1043.0,2086.0,261727.79,,,,,,,,,,,,,,,,,,0.26,,,,0.4,0.25,259619.0,65148136.67,,65.31,0.4,47.94,0.4802,50.0,0.0075
2017-11-29,3129.0,780683.41,0.74,0.25,0.79,,520455.6,1043.0,2086.0,260227.8,,,,,,,,,,,,,,,,,,0.26,,,,0.4,0.25,259464.0,64736094.43,,65.39,0.4,47.95,0.4804,50.01,0.0075
2017-11-30,3129.0,784245.89,0.73,0.26,0.78,,522830.59,1043.0,2086.0,261415.3,,,,,,,,,,,,,,,,,,0.26,,,,0.4,0.25,262636.0,65826527.03,,66.0,0.4,47.94,0.4802,50.0,0.0074
2017-12-01,2129.0,531439.23,0.5,0.17,0.53,,520705.6,43.0,2086.0,10733.62,,,,,,,,0.25,,1000.0,,,,,,,,0.01,,,,100.0,0.01,0.0,0.0,,0.0,100.01,47.84,0.4803,50.1,0.0045
2017-12-04,3086.0,777444.29,0.69,0.25,0.78,,525518.08,1000.0,2086.0,251926.21,,,957.0,,,,,,,,,,,957.0,,,,0.25,,,,0.36,0.21,273627.0,68933813.58,,69.17,0.36,47.93,0.4801,49.99,0.0065
2017-12-05,2043.0,519500.54,0.46,0.17,0.52,,519500.54,0.0,2043.0,0.0,,,,,,,,0.25,,1000.0,,,,,,,43.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,48.95,0.4796,48.95,0.0043
2017-12-06,93.0,23749.58,0.02,0.01,0.02,,23749.58,0.0,93.0,0.0,,,,,,,,,,,,,,,,,1950.0,0.0,0.49,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.24,0.5028,53.76,0.0002
2017-12-07,93.0,23871.25,0.02,0.01,0.02,,23871.25,0.0,93.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.33,0.5027,53.67,0.0002
2017-12-08,93.0,23925.12,0.02,0.01,0.02,,23925.12,0.0,93.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.29,0.5027,53.71,0.0002
2017-12-11,93.0,23916.76,0.02,0.01,0.02,,23916.76,0.0,93.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,46.22,0.5029,53.78,0.0002
2017-12-12,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,93.0,0.0,0.02,,,0.0,0.0,473999.0,121230592.32,,122.16,0.0,,0.0,,0.0
2017-12-13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,473585.0,120590243.02,,121.4,0.0,,0.0,,0.0
2017-12-14,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,473441.0,120208407.6,,120.35,0.0,,0.0,,0.0
2017-12-15,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,474039.0,121169808.19,,121.14,0.0,,0.0,,0.0
2017-12-18,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,473828.0,123349471.6,,123.48,0.0,,0.0,,0.0
2017-12-19,2400.0,624876.88,0.6,0.2,0.63,,416584.58,800.0,1600.0,208292.29,,,,,,1600.0,,,,,,,,,0.42,800.0,,0.21,,,,0.24,0.17,333364.0,86796439.7,,86.98,0.24,50.0,0.5,50.0,0.0051
2017-12-20,2400.0,621161.65,0.59,0.19,0.63,,414107.77,800.0,1600.0,207053.88,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,334144.0,86482266.29,,87.07,0.24,50.0,0.5,50.0,0.0051
2017-12-21,2400.0,621281.5,0.58,0.19,0.62,,414187.67,800.0,1600.0,207093.83,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,334325.0,86545807.02,,86.65,0.24,50.0,0.5,50.0,0.0051
2017-12-22,2400.0,617134.83,0.44,0.19,0.62,,411423.22,800.0,1600.0,205711.61,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,334624.0,86045051.9,,86.17,0.24,49.83,0.5,50.17,0.0051
2017-12-25,2400.0,617134.83,0.44,0.19,0.62,,411423.22,800.0,1600.0,205711.61,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,334624.0,86045051.9,,86.04,0.24,49.83,0.5,50.17,0.0051
2017-12-26,2400.0,617134.83,0.44,0.19,0.62,,411423.22,800.0,1600.0,205711.61,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335317.0,86223249.58,,86.2,0.24,49.83,0.5,50.17,0.005
2017-12-27,2400.0,621880.73,0.44,0.19,0.62,,414587.15,800.0,1600.0,207293.58,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335317.0,86886325.02,,86.93,0.24,50.0,0.5,50.0,0.005
2017-12-28,2400.0,620130.98,0.45,0.19,0.62,,413420.65,800.0,1600.0,206710.33,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335063.0,86576227.29,,86.62,0.24,50.0,0.5,50.0,0.005
2017-12-29,2400.0,619292.06,0.64,0.19,0.62,,412861.37,800.0,1600.0,206430.69,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335127.0,86475620.22,,86.51,0.24,49.97,0.5,50.03,0.005
2018-01-01,2400.0,619292.06,0.63,0.19,0.62,,412861.37,800.0,1600.0,206430.69,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335127.0,86475620.22,,86.52,0.24,49.94,0.5,50.06,0.005
2018-01-02,2400.0,619363.96,0.63,0.19,0.62,,412909.31,800.0,1600.0,206454.65,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335100.0,86478693.28,,86.65,0.24,50.0,0.5,50.0,0.005
2018-01-03,2400.0,626315.03,0.6,0.19,0.62,,417543.35,800.0,1600.0,208771.68,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335100.0,87449235.89,,86.32,0.24,50.0,0.5,50.0,0.005
2018-01-04,2400.0,626434.87,0.6,0.19,0.62,,417623.25,800.0,1600.0,208811.62,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335100.0,87465969.39,,86.21,0.24,50.0,0.5,50.0,0.005
2018-01-05,2400.0,629910.41,0.6,0.19,0.63,,419940.27,800.0,1600.0,209970.14,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,335100.0,87951240.69,,86.57,0.24,49.86,0.5,50.14,0.005
2018-01-08,2400.0,633865.32,0.6,0.19,0.63,,422576.88,800.0,1600.0,211288.44,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,336391.0,88844412.69,,88.93,0.24,50.0,0.5,50.0,0.005
2018-01-09,2400.0,632786.71,0.59,0.19,0.64,,421857.81,800.0,1600.0,210928.9,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,336361.0,88685321.21,,88.91,0.24,50.0,0.5,50.0,0.005
2018-01-10,2400.0,623678.42,0.6,0.19,0.63,,415785.61,800.0,1600.0,207892.81,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,336302.0,87393457.98,,87.45,0.24,50.0,0.5,50.0,0.005
2018-01-11,2400.0,614689.97,0.59,0.19,0.62,,409793.31,800.0,1600.0,204896.66,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,337601.0,86466645.22,,86.53,0.24,50.0,0.5,50.0,0.005
2018-01-12,2400.0,616847.2,0.58,0.19,0.62,,411231.46,800.0,1600.0,205615.73,,,,,,,,,,,,,,,,,,0.21,,,,0.24,0.17,338451.0,86988562.82,,87.46,0.24,49.91,0.5,50.09,0.005
2018-01-15,1600.0,409234.03,0.38,0.12,0.41,,409234.03,0.0,1600.0,0.0,,,,,,,,0.2,,800.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.5,50.0,0.0033
2018-01-16,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1600.0,0.0,0.41,,,0.0,0.0,479717.0,124183040.18,,124.54,0.0,,0.0,,0.0
2018-01-17,800.0,207253.63,0.19,0.06,0.21,,103626.81,400.0,400.0,103626.81,,,,,,400.0,,,,,,,,,0.1,400.0,,0.1,,,,0.14,0.08,278719.0,72206904.69,,71.76,0.14,,1.0,100.0,0.0017
2018-01-18,800.0,206734.29,0.19,0.06,0.21,,103367.15,400.0,400.0,103367.15,,,,,,,,,,,,,,,,,,0.1,,,,0.14,0.08,278737.0,72030621.41,,72.19,0.14,,1.0,100.0,0.0017
2018-01-19,2000.0,520431.12,0.36,0.16,0.52,,260215.56,1000.0,1000.0,260215.56,,,600.0,0.15,,,,,600.0,,,,0.15,600.0,,,,0.26,,,,0.36,0.21,278774.0,72541331.97,,72.51,0.36,,1.0,100.0,0.0042
2018-01-22,2000.0,519332.53,0.36,0.16,0.52,,259666.26,1000.0,1000.0,259666.26,,,,,,,,,,,,,,,,,,0.26,,,,0.36,0.21,278481.0,72312120.86,,72.51,0.36,,1.0,100.0,0.0042
2018-01-23,2000.0,523527.14,0.35,0.16,0.52,,261763.57,1000.0,1000.0,261763.57,,,,,,,,,,,,,,,,,,0.26,,,,0.36,0.21,278134.0,72805348.34,,72.43,0.36,,1.0,100.0,0.0042
2018-01-24,2400.0,623079.19,0.43,0.19,0.63,,311539.59,1200.0,1200.0,311539.59,,,200.0,0.06,,,,,200.0,,,,0.06,200.0,,,,0.31,,,,0.43,0.25,278437.0,72286791.57,,73.09,0.43,,1.0,100.0,0.005
2018-01-25,3800.0,978192.78,0.68,0.3,0.98,,489096.39,1900.0,1900.0,489096.39,,,700.0,0.18,,,,,700.0,,,,0.18,700.0,,,,0.49,,,,0.68,0.39,277765.0,71502030.78,,71.67,0.68,,1.0,100.0,0.0079
2018-01-26,3600.0,933000.86,0.62,0.29,0.93,,466500.43,1800.0,1800.0,466500.43,,,,,,,,0.03,,100.0,,,,,,,100.0,0.47,0.03,,,0.64,0.37,279211.0,72362250.94,,72.47,0.64,,1.0,100.0,0.0075
2018-01-29,2600.0,668510.8,0.45,0.21,0.68,,462815.17,800.0,1800.0,205695.63,,,,,,,,0.26,,1000.0,,,,,,,,0.21,,,,0.28,0.17,279964.0,71984214.11,,72.69,0.28,,1.0,100.0,0.0054
2018-01-30,4200.0,1079482.6,0.73,0.33,1.08,,539741.3,2100.0,2100.0,539741.3,,,790.0,0.07,,,,,300.0,,,,0.07,790.0,,510.0,,0.54,,,,0.61,0.44,340424.0,87495662.62,,87.63,0.61,,1.0,100.0,0.0087
2018-01-31,4200.0,1088710.73,0.62,0.33,1.08,,544355.37,2100.0,2100.0,544355.37,,,,,,,,,,,,,,,,,,0.54,,,,0.61,0.44,340540.0,88273703.25,,87.64,0.61,,1.0,100.0,0.0087
2018-02-01,9900.0,2529663.75,1.33,0.77,2.58,,1507577.39,4000.0,5900.0,1022086.36,,,1900.0,0.5,,1900.0,,,1900.0,,,,0.5,1900.0,0.49,,,1.04,,,,1.17,0.75,338813.0,86574036.79,,88.15,1.17,32.2,0.5633,67.8,0.0185
2018-02-02,12150.0,3063330.36,1.71,0.93,3.08,,1771184.84,5125.0,7025.0,1292145.52,,,1125.0,0.27,,,,,1125.0,,,,0.27,1125.0,,,,1.29,,,,1.49,0.96,338063.0,85234456.79,,85.3,1.49,42.73,0.5106,57.27,0.0227
2018-02-05,12920.0,3192950.26,1.83,0.99,3.22,,1831250.89,5510.0,7410.0,1361699.38,,,895.0,0.08,,,,0.13,385.0,510.0,,,0.08,895.0,,,,1.36,,,,1.96,0.99,275844.0,68169982.35,,67.92,1.96,40.73,0.5172,59.27,0.0232
2018-02-06,13720.0,3322144.21,1.96,1.05,3.39,,1891103.96,5910.0,7810.0,1431040.26,,,105.0,0.08,,,,,400.0,,,,0.08,105.0,,295.0,,1.46,,,,1.72,1.06,337334.0,81681646.98,,83.38,1.72,38.73,0.5254,61.27,0.0246
2018-02-07,13720.0,3386545.44,2.36,1.05,3.33,,1927763.84,5910.0,7810.0,1458781.6,,,,,,,,,,,,,,,,,,1.43,,,,1.72,1.06,337504.0,83307043.24,,81.81,1.72,38.73,0.5254,61.27,0.0246
2018-02-08,16320.0,3937850.88,2.72,1.25,3.87,,2198150.83,7210.0,9110.0,1739700.05,,,1300.0,0.18,,,,,1300.0,,,,0.18,1300.0,,,,1.78,,,,2.1,1.29,336277.0,81140237.73,,83.14,2.1,35.87,0.5399,64.13,0.0293
2018-02-09,16320.0,3929701.35,2.7,1.25,3.95,,2193601.67,7210.0,9110.0,1736099.68,,,,,,,,,,,,,,,,,,1.74,,,,2.1,1.29,336302.0,80978334.82,,81.32,2.1,33.16,0.5567,66.84,0.0293
2018-02-12,16320.0,3959039.65,2.67,1.25,3.96,,2209978.63,7210.0,9110.0,1749061.02,,,,,,,,,,,,,,,,,,1.75,,,,2.1,1.29,336692.0,81677510.8,,81.94,2.1,33.21,0.5564,66.79,0.0293
2018-02-13,20220.0,4883929.93,3.25,1.55,4.91,,2780120.35,8710.0,11510.0,2103809.58,,,1500.0,0.61,,,,,2400.0,,,,0.61,1500.0,,,,2.12,,,,2.53,1.63,335095.0,80938699.31,,81.39,2.53,34.1,0.5506,65.9,0.0377
2018-02-14,24420.0,5926443.04,4.0,1.86,5.92,,3302984.84,10810.0,13610.0,2623458.2,,,2100.0,0.52,,,,,2100.0,,,,0.52,2100.0,,,,2.62,,,,3.15,2.02,332861.0,80781398.73,,80.72,3.15,38.39,0.527,61.61,0.0456
2018-02-15,24420.0,5902054.39,3.83,1.88,5.94,,3289392.31,10810.0,13610.0,2612662.08,,,,,,,,,,,,,,,,,,2.62,,,,3.14,2.02,332915.0,80462016.21,,80.79,3.14,38.39,0.527,61.61,0.0456
2018-02-16,25420.0,6212289.66,3.94,1.95,6.19,,3448285.09,11310.0,14110.0,2764004.56,,,500.0,0.1,,,,,500.0,,,,0.1,500.0,,,,2.77,,,,3.29,2.11,332697.0,81306456.8,,81.36,3.29,37.29,0.5323,62.71,0.0474
2018-02-19,29920.0,7301567.66,4.54,2.3,7.31,,4126654.72,13010.0,16910.0,3174912.94,,,1700.0,0.7,,,,,2800.0,,,,0.7,1700.0,,,,3.18,,,,3.77,2.42,331730.0,80954179.16,,81.09,3.77,37.4,0.5317,62.6,0.0557
2018-02-20,29920.0,7322484.78,4.52,2.3,7.31,,4138476.52,13010.0,16910.0,3184008.25,,,,,,,,,,,,,,,,,,3.18,,,,3.77,2.42,331939.0,81237241.81,,81.13,3.77,37.4,0.5317,62.6,0.0557
2018-02-21,30920.0,7576484.33,4.64,2.37,7.56,,4266060.55,13510.0,17410.0,3310423.78,,,1535.0,0.12,,,,0.26,500.0,1035.0,,,0.12,1535.0,,,,3.3,,,,5.04,2.94,254510.0,62363875.35,,62.25,5.04,36.33,0.5374,63.67,0.0672
2018-02-22,29940.0,7355785.98,4.51,2.3,7.34,,4156977.25,13020.0,16920.0,3198808.73,,,,,,,,0.12,,490.0,,,,,,,490.0,3.19,0.11,,,4.51,2.71,275701.0,67735389.11,,67.63,4.51,37.38,0.5318,62.62,0.0623
2018-02-23,31026.0,7717106.89,4.68,2.37,7.67,,4343577.57,13563.0,17463.0,3373529.32,,,543.0,0.13,,,,,543.0,,,,0.13,543.0,,,,3.37,,,,4.21,2.64,308419.0,76713156.39,,76.74,4.21,36.22,0.538,63.78,0.0604
2018-02-26,31026.0,7724853.43,4.65,2.37,7.73,,4347937.71,13563.0,17463.0,3376915.72,,,,,,,,,,,,,,,,,,3.38,,,,5.8,3.19,220117.0,54804730.33,,54.87,5.8,36.22,0.538,63.78,0.0729
2018-02-27,31026.0,7610677.8,4.66,2.37,7.73,,4283673.9,13563.0,17463.0,3327003.9,,,,,,,,,,,,,,,,,,3.38,,,,4.21,2.64,308613.0,75702768.9,,76.93,4.21,36.22,0.538,63.78,0.0604
2018-02-28,31026.0,7595164.8,4.81,2.37,7.6,,4274942.4,13563.0,17463.0,3320222.4,,,,,,,,,,,,,,,,,,3.32,,,,4.2,2.53,309678.0,75809174.4,,75.69,4.2,36.22,0.538,63.78,0.058
2018-03-01,32626.0,7959112.7,4.91,2.45,8.01,,4455258.85,14363.0,18263.0,3503853.85,,,800.0,0.21,,,,,800.0,,,,0.21,800.0,,,,3.52,,,,4.16,2.58,330745.0,80685242.75,,81.06,4.16,34.63,0.5472,65.37,0.0586
2018-03-02,43626.0,10572761.1,8.21,3.28,10.62,,5758963.05,19863.0,23763.0,4813798.05,,,5500.0,1.34,,,,,5500.0,,,,1.34,5500.0,,,,4.82,,,,5.75,3.56,325723.0,78938969.05,,79.0,5.75,26.62,0.6094,73.38,0.0783
2018-03-05,41201.0,10075704.55,7.15,3.05,10.03,,5811241.65,17438.0,23763.0,4264462.9,,,,,,,,0.54,,2425.0,,,,,,,,4.27,,,,5.04,3.13,328236.0,80270113.8,,80.32,5.04,26.62,0.6094,73.38,0.0739
2018-03-06,39744.0,9709459.2,6.87,2.92,9.61,,5383883.4,17706.0,22038.0,4325575.8,,,955.0,0.12,,,,0.17,700.0,687.0,,,0.12,955.0,,,2425.0,4.33,0.57,,,5.12,3.18,327917.0,80110123.1,,80.15,5.12,18.05,0.7042,81.95,0.0713
