,EEE FP Equity_DX_SI_QTY,EEE FP Equity_DX_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,EEE FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,EEE FP Equity_DX_SI_MV,EEE FP Equity_DX_DSS,EEE FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY,EEE FP Equity_DX_BROKER_SI_QTY,EEE FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,EEE FP Equity_DX_BROKER_SI_MV_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_x,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_x,EEE FP Equity_DX_BROKER_SI_MV_INC_x,EEE FP Equity_DX_SUPPLY_SI_MV_NEW,EEE FP Equity_DX_BROKER_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_NEW,EEE FP Equity_DX_SUPPLY_SI_MV_DEC,EEE FP Equity_DX_BROKER_SI_QTY_INC,EEE FP Equity_DX_SUPPLY_SI_QTY_DEC,EEE FP Equity_DX_BROKER_SI_MV_NEW_y,EEE FP Equity_DX_SUPPLY_SI_QTY_NEW_y,EEE FP Equity_DX_BROKER_SI_MV_INC_y,EEE FP Equity_DX_SUPPLY_SI_QTY_INC_y,EEE FP Equity_DX_BROKER_SI_MV_ADD,EEE FP Equity_DX_SUPPLY_SI_QTY_ADD,EEE FP Equity_DX_BROKER_SI_QTY_DEC,EEE FP Equity_DX_SUPPLY_SI_MV,EEE FP Equity_DX_BROKER_SI_MV_DEC,EEE FP Equity_DX_SUPPLY_SI_MV_RMV,EEE FP Equity_DX_BROKER_SI_MV_RMV,EEE FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,EEE FP Equity_DX_UTILIZATION_QUANTITY,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,EEE FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,EEE FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,EEE FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,EEE FP Equity_DX_ACTIVE_UTILIZATION_MV,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_2,EEE FP Equity_DX_BROKER_SI_CON_RATIO,EEE FP Equity_DX_BROKER_SI_MARKET_SHARE_1,EEE FP Equity_DX_DEMAND_SUPPLY_RATIO
2008-07-18,26606.0,3213911.06,9.1,1.18,7.74,1.0,434867.32,23006.0,3600.0,2779043.74,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.08,0.8481,91.92,0.8
2008-07-21,26606.0,3350571.07,9.05,1.18,7.75,1.0,453358.48,23006.0,3600.0,2897212.58,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.04,0.846,91.8,0.8
2008-07-22,26606.0,3304586.82,9.01,1.18,7.76,1.0,447136.46,23006.0,3600.0,2857450.36,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.21,0.843,91.63,0.8
2008-07-23,26606.0,3382889.31,8.74,1.18,7.76,1.0,457731.4,23006.0,3600.0,2925157.92,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.15,0.8423,91.59,0.8
2008-07-24,26906.0,3402731.31,8.93,1.2,7.83,1.0,493222.78,23006.0,3900.0,2909508.53,,,,0.06,,,,,300.0,,,,0.06,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.91,0.828,90.76,0.8091
2008-07-25,27206.0,3395727.52,8.61,1.21,7.88,1.0,524224.64,23006.0,4200.0,2871502.88,,,,,,300.0,,,,,,,,,0.05,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.85,0.8175,90.19,0.8181
2008-07-28,27206.0,3421976.33,8.46,1.21,7.88,1.0,528276.87,23006.0,4200.0,2893699.46,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.79,0.8193,90.29,0.8181
2008-07-29,27206.0,3304706.46,8.97,1.21,7.88,1.0,510173.02,23006.0,4200.0,2794533.44,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.83,0.8185,90.24,0.8181
2008-07-30,27206.0,3359281.33,8.87,1.21,7.86,1.0,518598.16,23006.0,4200.0,2840683.16,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.68,0.8233,90.52,0.8181
2008-07-31,28706.0,3616624.2,9.42,1.28,8.14,1.0,718134.12,23006.0,5700.0,2898490.08,,,,0.27,,,,,1500.0,,,,0.27,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.59,0.7683,87.35,0.8632
2008-08-01,28706.0,3650297.8,9.85,1.28,8.15,1.0,724820.51,23006.0,5700.0,2925477.29,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.67,0.7658,87.2,0.8632
2008-08-04,28706.0,3673411.04,9.73,1.27,8.17,1.0,729409.98,23006.0,5700.0,2944001.06,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.71,0.7638,87.08,0.8632
2008-08-05,28706.0,3744344.77,9.84,1.27,8.18,1.0,743494.92,23006.0,5700.0,3000849.85,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.73,0.7618,86.96,0.8632
2008-08-06,28706.0,3777819.12,9.89,1.27,8.2,1.0,750141.75,23006.0,5700.0,3027677.37,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.81,0.7585,86.76,0.8632
2008-08-07,28706.0,3706686.13,6.44,1.26,8.2,1.0,736017.24,23006.0,5700.0,2970668.89,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.85,0.7572,86.68,0.8632
2008-08-08,28706.0,3692339.98,6.52,1.26,8.19,1.0,733168.6,23006.0,5700.0,2959171.38,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.77,0.7591,86.79,0.8632
2008-08-11,28706.0,3830620.92,6.32,1.26,8.19,1.0,760626.32,23006.0,5700.0,3069994.59,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.75,0.7593,86.81,0.8632
2008-08-12,28706.0,3830620.92,6.32,1.26,8.22,1.0,760626.32,23006.0,5700.0,3069994.59,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.91,0.755,86.55,0.8632
2008-08-13,28706.0,3763672.22,6.88,1.26,8.21,1.0,747332.67,23006.0,5700.0,3016339.55,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.9,0.7563,86.63,0.8632
2008-08-14,28706.0,3730596.38,7.28,1.26,8.2,1.0,740764.97,23006.0,5700.0,2989831.41,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.84,0.7585,86.76,0.8632
2008-08-15,28706.0,3730596.38,7.24,1.26,8.19,1.0,740764.97,23006.0,5700.0,2989831.41,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.8,0.7599,86.84,0.8632
2008-08-18,28706.0,3729998.62,7.41,1.26,8.19,1.0,740646.28,23006.0,5700.0,2989352.34,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.79,0.7602,86.86,0.8632
2008-08-19,28706.0,3670621.51,7.27,1.26,8.18,1.0,728856.08,23006.0,5700.0,2941765.43,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.81,0.7615,86.94,0.8632
2008-08-20,28706.0,3621406.25,7.25,1.26,8.17,1.0,719083.66,23006.0,5700.0,2902322.59,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.74,0.7639,87.09,0.8632
2008-08-21,28706.0,3620609.24,7.15,1.26,8.15,1.0,718925.41,23006.0,5700.0,2901683.84,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.68,0.766,87.21,0.8632
2008-08-22,28706.0,3620609.24,7.15,1.27,8.16,1.0,718925.41,23006.0,5700.0,2901683.84,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.65,0.7653,87.17,0.8632
2008-08-25,28706.0,3635951.65,7.63,1.27,8.16,1.0,721971.87,23006.0,5700.0,2913979.78,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.72,0.7647,87.14,0.8632
2008-08-26,28706.0,3647309.02,7.78,1.24,8.16,1.0,724227.04,23006.0,5700.0,2923081.98,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.72,0.7645,87.12,0.8632
2008-08-27,28706.0,3647309.02,7.24,1.24,8.16,1.0,724227.04,23006.0,5700.0,2923081.98,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.71,0.7649,87.15,0.8632
2008-08-28,28706.0,3559239.61,7.44,1.24,8.15,1.0,706739.56,23006.0,5700.0,2852500.05,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.63,0.7667,87.25,0.8632
2008-08-29,28706.0,3666237.96,8.4,1.24,8.15,1.0,727985.66,23006.0,5700.0,2938252.3,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.6,0.7668,87.26,0.8632
2008-09-01,28706.0,3674606.55,8.4,1.24,8.16,1.0,729647.37,23006.0,5700.0,2944959.18,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.74,0.7653,87.17,0.8632
2008-09-02,28706.0,3735976.19,8.57,1.24,8.16,1.0,741833.21,23006.0,5700.0,2994142.97,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.74,0.7644,87.12,0.8632
2008-09-03,28706.0,3698118.29,8.95,1.24,8.18,1.0,734315.97,23006.0,5700.0,2963802.32,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.73,0.7618,86.96,0.8632
2008-09-04,28706.0,3636350.16,9.04,1.24,8.18,1.0,722051.0,23006.0,5700.0,2914299.16,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.77,0.7616,86.95,0.8632
2008-09-05,28706.0,3593112.46,9.55,1.24,8.16,1.0,713465.51,23006.0,5700.0,2879646.94,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.7,0.7656,87.19,0.8632
2008-09-08,28706.0,3644718.74,9.23,1.24,8.15,1.0,723712.7,23006.0,5700.0,2921006.04,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.64,0.7658,87.2,0.8632
2008-09-09,28706.0,3695727.27,8.74,1.24,8.17,1.0,733841.2,23006.0,5700.0,2961886.07,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.7,0.7635,87.06,0.8632
2008-09-10,28706.0,3696524.28,8.97,1.24,8.18,1.0,733999.46,23006.0,5700.0,2962524.82,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.76,0.7613,86.93,0.8632
2008-09-11,26906.0,3444004.83,8.39,1.16,7.84,1.0,499205.34,23006.0,3900.0,2944799.5,,,,,,,,,,,,,,,,,1800.0,7.12,0.34,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.97,0.8262,90.66,0.8091
2008-09-12,26906.0,3495736.81,8.46,1.16,7.84,1.0,506703.84,23006.0,3900.0,2989032.97,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.94,0.8271,90.71,0.8091
2008-09-15,26906.0,3392459.62,8.57,1.16,7.85,1.0,491733.91,23006.0,3900.0,2900725.71,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,5.01,0.8249,90.58,0.8091
2008-09-16,26906.0,3341848.19,8.13,1.16,7.83,1.0,484397.83,23006.0,3900.0,2857450.36,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.87,0.8292,90.83,0.8091
2008-09-17,26906.0,3370795.69,8.16,1.16,7.82,1.0,488593.74,23006.0,3900.0,2882201.95,,,,,,,,,,,,,,,,,,7.12,,,,100.0,69.18,0.0,0.0,,0.0,100.0,4.81,0.8314,90.96,0.8091
2008-09-18,26906.0,3250710.27,15.4,1.16,7.82,1.0,471187.47,23006.0,3900.0,2779522.8,,,,,,,,,,,,,,,,,,7.12,,,,100.0,62.68,0.0,0.0,,0.0,100.0,4.85,0.8307,90.92,0.733
2008-09-19,26906.0,3421593.87,14.73,1.16,7.8,1.0,495956.89,23006.0,3900.0,2925636.98,,,,,,,,,,,,,,,,,,7.12,,,,100.0,62.68,0.0,0.0,,0.0,100.0,4.69,0.8353,91.18,0.733
2008-09-22,26906.0,3421967.39,15.69,1.16,7.83,1.0,496011.03,23006.0,3900.0,2925956.36,,,,,,,,,,,,,,,,,,7.12,,,,100.0,62.75,0.0,0.0,,0.0,100.0,4.88,0.8286,90.8,0.7338
2008-09-23,23006.0,2804913.14,14.11,0.98,7.12,1.0,0.0,23006.0,0.0,2804913.14,,,,,,,,,,,,,,,,,3900.0,7.12,0.71,,,100.0,57.21,0.0,0.0,,0.0,100.0,0.13,0.9974,99.87,0.5721
2008-09-24,23006.0,2844994.73,13.55,0.97,7.12,1.0,0.0,23006.0,0.0,2844994.73,,,,,,,,,,,,,,,,,,7.12,,,,100.0,57.21,0.0,0.0,,0.0,100.0,0.12,0.9975,99.88,0.5721
2008-09-25,23006.0,2855055.05,12.52,0.97,7.12,1.0,0.0,23006.0,0.0,2855055.05,,,,,,,,,,,,,,,,,,7.12,,,,100.0,57.21,0.0,0.0,,0.0,100.0,0.13,0.9975,99.87,0.5721
2008-09-26,23006.0,2793096.25,12.09,0.97,7.12,1.0,0.0,23006.0,0.0,2793096.25,,,,,,,,,,,,,,,,,,7.12,,,,100.0,57.21,0.0,0.0,,0.0,100.0,0.13,0.9975,99.87,0.5721
2008-09-29,23006.0,2608657.04,11.65,0.99,7.12,1.0,0.0,23006.0,0.0,2608657.04,,,,,,,,,,,,,,,,,,7.12,,,,53.23,53.23,20210.0,2291617.79,,3.58,66.53,0.12,0.9975,99.88,0.5323
2008-09-30,23006.0,2641073.63,11.78,0.99,7.12,1.0,0.0,23006.0,0.0,2641073.63,,,,,,,,,,,,,,,,,,7.12,,,,33.73,33.73,45210.0,5190078.19,,8.0,47.09,0.12,0.9977,99.88,0.3373
2008-10-01,23006.0,2632083.85,9.06,0.99,7.12,1.0,0.0,23006.0,0.0,2632083.85,,,,,,,,,,,,,,,,,,7.12,,,,37.52,37.52,38310.0,4382992.8,,6.26,53.21,0.12,0.9977,99.88,0.3752
2008-10-02,23006.0,2669327.29,9.12,0.99,7.12,1.0,0.0,23006.0,0.0,2669327.29,,,,,,,,,,,,,,,,,,7.12,,,,47.62,47.62,25310.0,2936654.52,,4.22,62.79,0.12,0.9977,99.88,0.4762
2008-10-03,23006.0,2604472.34,9.25,1.01,7.12,1.0,0.0,23006.0,0.0,2604472.34,,,,,,,,,,,,,,,,,,7.12,,,,44.83,44.83,28310.0,3204929.66,,4.76,59.93,0.12,0.9977,99.88,0.4483
2008-10-06,23006.0,2466896.35,9.06,1.01,7.12,1.0,0.0,23006.0,0.0,2466896.35,,,,,,,,,,,,,,,,,,7.12,,,,44.83,44.83,28310.0,3035635.73,,4.69,60.29,0.12,0.9977,99.88,0.4483
2008-10-07,23006.0,2385988.19,8.73,1.01,7.12,1.0,0.0,23006.0,0.0,2385988.19,,,,,,,,,,,,,,,,,,7.12,,,,58.97,58.97,16010.0,1660422.1,,2.63,73.0,0.11,0.9979,99.89,0.5897
2008-10-08,23006.0,2297053.42,9.81,1.01,7.12,1.0,0.0,23006.0,0.0,2297053.42,,,,,,,,,,,,,,,,,,7.12,,,,58.97,58.97,16010.0,1598531.91,,2.4,74.78,0.1,0.9979,99.9,0.5897
2008-10-09,24006.0,2277799.72,9.42,1.05,7.25,1.0,94884.6,24006.0,1000.0,2277799.72,,,,,,1000.0,,,,,,,,,0.14,1000.0,,7.26,,,,67.23,61.53,11700.0,1110149.82,,1.71,80.97,1.87,0.9613,98.03,0.6153
2008-10-10,24006.0,2140441.59,9.16,1.05,7.26,1.0,0.0,24006.0,0.0,2140441.59,,,,,,,,,,,,,,,,,,7.26,,,0.14,67.23,61.53,11700.0,1043204.48,,1.63,81.7,1.92,0.9606,97.99,0.6153
2008-10-13,24006.0,2269089.2,9.08,1.05,7.3,1.0,94521.75,24006.0,1000.0,2269089.2,0.14,,,,,,1000.0,,,,0.14,,,,,,,7.3,,,,67.23,61.53,11700.0,1105904.51,,1.61,81.9,1.86,0.9619,98.06,0.6153
2008-10-14,24006.0,2445644.64,7.69,1.05,7.26,1.0,101876.39,24006.0,1000.0,2445644.64,,,,,,,,,,,,,,,,,,7.24,,,,67.23,61.53,11700.0,1191953.77,,1.48,83.01,2.01,0.9588,97.9,0.6153
2008-10-15,24006.0,2386848.67,7.61,1.02,7.26,1.0,99427.17,24006.0,1000.0,2386848.67,,,,,,,,,,,,,,,,,,7.25,,,,67.23,61.53,11700.0,1163297.9,,1.57,82.17,1.96,0.9595,97.94,0.6153
2008-10-16,24006.0,2264566.43,7.49,1.02,7.25,1.0,94333.35,24006.0,1000.0,2264566.43,,,,,,,,,,,,,,,,,,7.27,,,,67.23,61.53,11700.0,1103700.21,,1.73,80.73,1.86,0.9615,98.04,0.6153
2008-10-17,24006.0,2264566.43,7.13,1.02,7.26,1.0,94333.35,24006.0,1000.0,2264566.43,,,,,,,,,,,,,,,,,,7.26,,,,67.23,61.53,11700.0,1103700.21,,1.64,81.59,1.9,0.9608,98.0,0.6153
2008-10-20,24006.0,2314986.92,7.47,1.02,7.26,1.0,96433.68,24006.0,1000.0,2314986.92,,,,,,,,,,,,,,,,,,7.26,,,,67.23,61.53,11700.0,1128274.05,,1.63,81.66,1.9,0.9608,98.0,0.6153
2008-10-21,24006.0,2335590.63,7.75,1.02,7.26,1.0,97291.95,24006.0,1000.0,2335590.63,,,,,,,,,,,,,,,,,,7.26,,,,67.23,61.53,11700.0,1138315.85,,1.62,81.76,1.92,0.9605,97.99,0.6153
2008-10-22,24006.0,2273109.44,7.76,1.02,7.25,1.0,94689.22,24006.0,1000.0,2273109.44,,,,,,,,,,,,,,,,,,7.26,,,,67.23,61.53,11700.0,1107863.89,,1.61,81.83,1.87,0.9614,98.03,0.6153
2008-10-23,24006.0,2186339.31,7.73,1.02,7.25,1.0,91074.7,24006.0,1000.0,2186339.31,,,,,,,,,,,,,,,,,,7.26,,,,67.23,61.53,11700.0,1065574.02,,1.65,81.51,1.8,0.9628,98.11,0.6153
2008-10-24,23006.0,1975507.68,7.44,0.97,7.12,1.0,0.0,23006.0,0.0,1975507.68,,,,,,,,0.14,,1000.0,,,,,,,1000.0,7.12,0.13,,,58.97,58.97,16010.0,1374766.49,,2.15,76.8,0.09,0.9981,99.91,0.5897
2008-10-27,23006.0,1988831.84,7.25,0.97,7.12,1.0,0.0,23006.0,0.0,1988831.84,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3151995.03,,4.79,59.77,0.09,0.9983,99.91,0.3869
2008-10-28,23006.0,1905355.16,7.48,0.97,7.12,1.0,0.0,23006.0,0.0,1905355.16,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3019697.24,,4.5,61.26,0.09,0.9983,99.91,0.3869
2008-10-29,23006.0,1964270.43,6.93,0.97,7.12,1.0,0.0,23006.0,0.0,1964270.43,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3113068.95,,4.37,61.93,0.08,0.9983,99.92,0.3869
2008-10-30,23006.0,2004403.45,6.94,0.97,7.12,1.0,0.0,23006.0,0.0,2004403.45,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3176673.66,,4.31,62.31,0.09,0.9983,99.91,0.3869
2008-10-31,23006.0,2021740.92,6.0,0.97,7.12,1.0,0.0,23006.0,0.0,2021740.92,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3204150.9,,4.39,61.87,0.09,0.9982,99.91,0.3869
2008-11-03,23006.0,2109551.96,6.03,0.97,7.12,1.0,0.0,23006.0,0.0,2109551.96,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3343318.0,,4.49,61.3,0.09,0.9982,99.91,0.3869
2008-11-04,23006.0,2106341.32,5.91,0.97,7.12,1.0,0.0,23006.0,0.0,2106341.32,,,,,,,,,,,,,,,,,,7.12,,,,38.69,38.69,36461.0,3338229.63,,4.63,60.56,0.09,0.9982,99.91,0.3869
2008-11-05,23006.0,2157872.11,5.96,0.97,7.12,1.0,0.0,23006.0,0.0,2157872.11,,,,,,,,,,,,,,,,,,7.12,,,,29.97,29.97,53761.0,5042569.88,,6.83,51.02,0.09,0.9982,99.91,0.2997
2008-11-06,23006.0,2062034.47,6.18,0.97,7.12,1.0,0.0,23006.0,0.0,2062034.47,,,,,,,,,,,,,,,,,,7.12,,,,32.26,32.26,48310.0,4330039.34,,6.31,53.02,0.09,0.9981,99.91,0.3226
2008-11-07,23006.0,2042610.08,6.23,0.97,7.12,1.0,0.0,23006.0,0.0,2042610.08,,,,,,,,,,,,,,,,,,7.12,,,,32.26,32.26,48310.0,4289250.33,,6.34,52.88,0.09,0.9982,99.91,0.3226
2008-11-10,23006.0,2060429.14,6.23,0.97,7.12,1.0,0.0,23006.0,0.0,2060429.14,,,,,,,,,,,,,,,,,,7.12,,,,32.26,32.26,48310.0,4326668.35,,6.0,54.26,0.09,0.9982,99.91,0.3226
2008-11-11,23006.0,2060429.14,6.31,0.97,7.12,1.0,0.0,23006.0,0.0,2060429.14,,,,,,,,,,,,,,,,,,7.12,,,,32.26,32.26,48310.0,4326668.35,,5.92,54.61,0.09,0.9982,99.91,0.3226
2008-11-12,23006.0,1959615.0,7.8,0.97,7.12,1.0,0.0,23006.0,0.0,1959615.0,,,,,,,,,,,,,,,,,,7.12,,,,32.26,32.26,48310.0,4114970.04,,5.91,54.62,0.09,0.9982,99.91,0.3226
2008-11-13,23006.0,1888178.23,7.91,0.98,7.12,1.0,0.0,23006.0,0.0,1888178.23,,,,,,,,,,,,,,,,,,7.12,,,,53.11,53.11,20310.0,1666908.63,,2.26,75.88,0.08,0.9983,99.92,0.5311
2008-11-14,23006.0,1909047.4,8.04,0.98,7.12,1.0,0.0,23006.0,0.0,1909047.4,,,,,,,,,,,,,,,,,,7.12,,,,44.83,44.83,28310.0,2349175.52,,3.14,69.41,0.08,0.9983,99.92,0.4483
2008-11-17,23006.0,1837289.56,8.11,0.98,7.12,1.0,0.0,23006.0,0.0,1837289.56,,,,,,,,,,,,,,,,,,7.12,,,,44.83,44.83,28310.0,2260874.01,,3.13,69.45,0.08,0.9983,99.92,0.4483
2008-11-18,23006.0,1832794.67,8.53,0.98,7.12,1.0,0.0,23006.0,0.0,1832794.67,,,,,,,,,,,,,,,,,,7.12,,,,44.83,44.83,28310.0,2255342.82,,3.11,69.58,0.08,0.9984,99.92,0.4483
2008-11-19,23006.0,1839697.55,8.57,0.98,7.12,1.0,0.0,23006.0,0.0,1839697.55,,,,,,,,,,,,,,,,,,7.12,,,,44.83,44.83,28310.0,2263837.15,,3.25,68.64,0.08,0.9984,99.92,0.4483
2008-11-20,23006.0,1765852.79,9.18,0.98,7.12,1.0,0.0,23006.0,0.0,1765852.79,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1021624.82,,1.52,82.41,0.08,0.9984,99.92,0.6335
2008-11-21,23006.0,1720101.15,8.81,1.13,7.12,1.0,0.0,23006.0,0.0,1720101.15,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,995155.45,,1.48,82.75,0.08,0.9985,99.92,0.6335
2008-11-24,23006.0,1771631.95,8.72,1.13,7.12,1.0,0.0,23006.0,0.0,1771631.95,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1024968.32,,1.4,83.56,0.07,0.9985,99.93,0.6335
2008-11-25,23006.0,1785116.64,10.49,1.13,7.12,1.0,0.0,23006.0,0.0,1785116.64,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1032769.82,,1.44,83.16,0.08,0.9985,99.92,0.6335
2008-11-26,23006.0,1785116.64,10.46,1.13,7.12,1.0,0.0,23006.0,0.0,1785116.64,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1032769.82,,1.49,82.67,0.08,0.9984,99.92,0.6335
2008-11-27,23006.0,1787364.09,10.74,1.15,7.12,1.0,0.0,23006.0,0.0,1787364.09,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1034070.07,,1.44,83.21,0.08,0.9984,99.92,0.6335
2008-11-28,23006.0,1806788.47,11.02,1.15,7.12,1.0,0.0,23006.0,0.0,1806788.47,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1045307.94,,1.46,82.99,0.08,0.9984,99.92,0.6335
2008-12-01,23006.0,1783671.85,10.98,1.14,7.12,1.0,0.0,23006.0,0.0,1783671.85,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1031933.95,,1.5,82.62,0.08,0.9984,99.92,0.6335
2008-12-02,23019.0,1786446.6,11.1,1.15,7.12,1.0,1008.9,23006.0,13.0,1785437.71,,,,,,13.0,,,,,,,,,0.0,,,7.12,,,,100.0,63.35,0.0,0.0,,0.0,100.0,0.08,0.998,99.9,0.6339
2008-12-03,23019.0,1815198.08,10.99,1.15,7.12,1.0,1025.13,23006.0,13.0,1814172.95,,,,,,,,,,,,,,,,,,7.12,,,,100.0,63.35,0.0,0.0,,0.0,100.0,0.08,0.998,99.9,0.6339
2008-12-04,23006.0,1775324.18,11.02,1.14,7.12,1.0,0.0,23006.0,0.0,1775324.18,,,,,,,,,,,,,,,,,13.0,7.12,0.0,,,63.35,63.35,13310.0,1027104.45,,1.46,82.98,0.08,0.9984,99.92,0.6335
2008-12-05,23006.0,1780300.68,10.95,1.14,7.12,1.0,0.0,23006.0,0.0,1780300.68,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1029983.57,,1.49,82.67,0.08,0.9984,99.92,0.6335
2008-12-08,23006.0,1814012.41,11.21,1.14,7.12,1.0,0.0,23006.0,0.0,1814012.41,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1049487.32,,1.5,82.63,0.08,0.9985,99.92,0.6335
2008-12-09,23006.0,1820433.7,11.45,1.14,7.12,1.0,0.0,23006.0,0.0,1820433.7,,,,,,,,,,,,,,,,,,7.12,,,,63.35,63.35,13310.0,1053202.32,,1.45,83.06,0.08,0.9984,99.92,0.6335
