,PLAN FP Equity_DX_SI_QTY,PLAN FP Equity_DX_SHORT_INTEREST_VALUE,PLAN FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,PLAN FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,PLAN FP Equity_DX_SI_MV,PLAN FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,PLAN FP Equity_DX_SUPPLY_SI_QTY,PLAN FP Equity_DX_BROKER_SI_QTY,PLAN FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,PLAN FP Equity_DX_BROKER_SI_MV_INC_x,PLAN FP Equity_DX_BROKER_SI_QTY_ADD,PLAN FP Equity_DX_BROKER_SI_QTY_INC,PLAN FP Equity_DX_BROKER_SI_MV_INC_y,PLAN FP Equity_DX_BROKER_SI_MV_ADD,PLAN FP Equity_DX_BROKER_SI_QTY_DEC,PLAN FP Equity_DX_SUPPLY_SI_MV,PLAN FP Equity_DX_BROKER_SI_MV_DEC,PLAN FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,PLAN FP Equity_DX_UTILIZATION_QUANTITY,PLAN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,PLAN FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,PLAN FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,PLAN FP Equity_DX_ACTIVE_UTILIZATION_MV,PLAN FP Equity_DX_BROKER_SI_CON_RATIO,PLAN FP Equity_DX_BROKER_SI_MARKET_SHARE_1,PLAN FP Equity_DX_DEMAND_SUPPLY_RATIO
2024-08-29,1700.0,16082.0,0.35,0.06,0.02,16082.0,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-08-30,1700.0,16092.2,0.35,0.06,0.02,16092.2,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-02,1700.0,16073.5,0.35,0.06,0.02,16073.5,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-03,1700.0,16104.1,0.35,0.06,0.02,16104.1,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-04,1700.0,16144.9,0.35,0.06,0.02,16144.9,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-05,1700.0,16136.4,0.35,0.06,0.02,16136.4,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-06,1700.0,16180.6,0.35,0.06,0.02,16180.6,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-09,1700.0,16204.4,0.35,0.06,0.02,16204.4,0.0,1700.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-10,12300.0,117366.6,2.52,0.44,0.12,117366.6,0.0,12300.0,0.0,0.1,,10600.0,0.1,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-11,10600.0,101230.0,2.17,0.38,0.1,101230.0,0.0,10600.0,0.0,,,,,,1700.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-12,10600.0,101018.0,2.16,0.38,0.1,101018.0,0.0,10600.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-13,10600.0,101177.0,2.16,0.38,0.1,101177.0,0.0,10600.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-16,10600.0,101177.0,2.18,0.38,0.1,101177.0,0.0,10600.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1006.0,9596.23,0.0,0.0,0.0,,0.0
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1006.0,9615.35,0.0,0.0,0.0,,0.0
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1006.0,9618.37,0.0,0.0,0.0,,0.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1006.0,9662.63,0.0,0.0,0.0,,0.0
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1006.0,9652.57,0.0,0.0,0.0,,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,1006.0,9654.58,0.0,0.0,0.0,,0.0
2024-10-04,10500.0,100642.5,39.9,0.37,0.1,100642.5,0.0,10500.0,0.0,,10500.0,,,0.1,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-07,10500.0,100558.5,39.9,0.37,0.1,100558.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-08,10500.0,100390.5,45.49,0.37,0.1,100390.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-09,10500.0,100380.0,32.74,0.37,0.1,100380.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-10,10500.0,100464.0,31.59,0.37,0.1,100464.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-11,10500.0,100401.0,31.59,0.37,0.1,100401.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-14,10500.0,100432.5,31.59,0.37,0.1,100432.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-15,10500.0,100842.0,31.92,0.37,0.1,100842.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-16,10500.0,101167.5,30.29,0.37,0.1,101167.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-17,10500.0,101199.0,30.85,0.37,0.1,101199.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,10.4374
2024-10-18,10500.0,101230.5,30.85,0.37,0.1,101230.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-21,10500.0,100936.5,30.85,0.37,0.1,100936.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-22,10500.0,100821.0,30.88,0.37,0.1,100821.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-23,10500.0,100947.0,24.8,0.37,0.1,100947.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-24,10500.0,101115.0,20.43,0.37,0.1,101115.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-25,10500.0,100978.5,20.43,0.37,0.1,100978.5,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-28,10500.0,100947.0,20.43,0.37,0.1,100947.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2024-10-29,10500.0,100758.0,20.26,0.37,0.1,100758.0,0.0,10500.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,100.0,981.1,0.0,0.0,0.0,,0.0
