,NRJ FP Equity_DX_SI_QTY,NRJ FP Equity_DX_SHORT_INTEREST_VALUE,NRJ FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,NRJ FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,NRJ FP Equity_DX_SI_MV,NRJ FP Equity_DX_DSS,NRJ FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,NRJ FP Equity_DX_SUPPLY_SI_QTY,NRJ FP Equity_DX_BROKER_SI_QTY,NRJ FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,NRJ FP Equity_DX_BROKER_SI_MV_NEW_x,NRJ FP Equity_DX_SUPPLY_SI_QTY_NEW_x,NRJ FP Equity_DX_SUPPLY_SI_QTY_INC_x,NRJ FP Equity_DX_BROKER_SI_MV_INC_x,NRJ FP Equity_DX_SUPPLY_SI_MV_NEW,NRJ FP Equity_DX_BROKER_SI_QTY_ADD,NRJ FP Equity_DX_BROKER_SI_QTY_NEW,NRJ FP Equity_DX_SUPPLY_SI_MV_DEC,NRJ FP Equity_DX_BROKER_SI_QTY_INC,NRJ FP Equity_DX_SUPPLY_SI_QTY_DEC,NRJ FP Equity_DX_BROKER_SI_MV_NEW_y,NRJ FP Equity_DX_SUPPLY_SI_QTY_NEW_y,NRJ FP Equity_DX_BROKER_SI_MV_INC_y,NRJ FP Equity_DX_SUPPLY_SI_QTY_INC_y,NRJ FP Equity_DX_BROKER_SI_MV_ADD,NRJ FP Equity_DX_SUPPLY_SI_QTY_ADD,NRJ FP Equity_DX_BROKER_SI_QTY_DEC,NRJ FP Equity_DX_SUPPLY_SI_MV,NRJ FP Equity_DX_BROKER_SI_MV_DEC,NRJ FP Equity_DX_SUPPLY_SI_MV_RMV,NRJ FP Equity_DX_BROKER_SI_MV_RMV,NRJ FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,NRJ FP Equity_DX_UTILIZATION_QUANTITY,NRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,NRJ FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,NRJ FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,NRJ FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,NRJ FP Equity_DX_ACTIVE_UTILIZATION_MV,NRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_2,NRJ FP Equity_DX_BROKER_SI_CON_RATIO,NRJ FP Equity_DX_BROKER_SI_MARKET_SHARE_1,NRJ FP Equity_DX_DEMAND_SUPPLY_RATIO
2010-02-17,17300.0,298055.63,0.76,0.36,0.34,1.0,298055.63,0.0,17300.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.85,0.6098,76.13,1.6321
2010-02-18,17600.0,308039.78,0.79,0.37,0.35,1.0,308039.78,0.0,17600.0,0.0,,,,,,300.0,,,,,,,,,0.01,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.44,0.5912,74.98,1.6604
2010-02-19,17600.0,306331.03,0.76,0.37,0.35,1.0,306331.03,0.0,17600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.25,0.5933,75.15,1.6604
2010-02-22,17600.0,302758.21,0.82,0.37,0.35,1.0,302758.21,0.0,17600.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.32,0.5926,75.1,1.6604
2010-02-23,17300.0,292100.63,0.82,0.36,0.34,1.0,292100.63,0.0,17300.0,0.0,,,,,,,,,,,,,,,,,300.0,0.0,0.01,,,0.0,0.0,0.0,0.0,,0.0,0.0,14.71,0.6113,76.26,1.6321
2010-02-24,1500.0,25154.53,0.07,0.03,0.03,0.0,25154.53,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,15800.0,0.0,0.31,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1415
2010-02-25,1500.0,24902.99,0.08,0.03,0.03,0.0,24902.99,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1415
2010-02-26,1500.0,24797.07,0.08,0.03,0.03,0.0,24797.07,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1415
2010-03-01,1500.0,25154.53,0.07,0.03,0.03,0.0,25154.53,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1415
2010-03-02,1500.0,25220.73,0.08,0.03,0.03,0.0,25220.73,0.0,1500.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,100.0,0.1415
2010-03-03,6600.0,113592.58,0.33,0.14,0.13,1.0,25816.5,5100.0,1500.0,87776.08,,,,,,,,,,,,,,,,5100.0,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-04,6600.0,112835.3,0.33,0.14,0.13,1.0,112835.3,5100.0,6600.0,87190.91,,,,,,5100.0,,,,,,,,,0.1,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-05,6600.0,113359.57,0.33,0.14,0.13,1.0,113359.57,5100.0,6600.0,87596.03,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-08,6600.0,113883.84,0.35,0.14,0.13,1.0,113883.84,5100.0,6600.0,88001.15,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-09,6600.0,113709.09,0.36,0.14,0.13,1.0,113709.09,5100.0,6600.0,87866.11,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-10,6600.0,114641.13,0.37,0.14,0.13,1.0,114641.13,5100.0,6600.0,88586.33,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-11,6600.0,113825.59,0.41,0.14,0.13,1.0,113825.59,5100.0,6600.0,87956.14,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-12,6600.0,113767.34,0.4,0.14,0.13,1.0,113767.34,5100.0,6600.0,87911.12,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-15,6600.0,113534.33,0.4,0.14,0.13,1.0,113534.33,5100.0,6600.0,87731.07,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-16,6600.0,115048.9,0.41,0.14,0.13,1.0,115048.9,5100.0,6600.0,88901.42,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-17,6600.0,115340.16,0.41,0.14,0.13,1.0,115340.16,5100.0,6600.0,89126.49,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-18,6600.0,115456.66,0.43,0.14,0.13,1.0,115456.66,5100.0,6600.0,89216.51,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-19,6600.0,115398.41,0.44,0.14,0.13,1.0,115398.41,5100.0,6600.0,89171.5,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-22,6600.0,115223.65,0.67,0.14,0.13,1.0,115223.65,5100.0,6600.0,89036.46,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-23,6600.0,116039.19,0.66,0.14,0.13,1.0,116039.19,5100.0,6600.0,89666.65,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-24,6600.0,118311.04,0.64,0.14,0.13,1.0,118311.04,5100.0,6600.0,91422.17,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-25,6600.0,119942.11,0.63,0.14,0.14,1.0,119942.11,5100.0,6600.0,92682.54,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.6,0.6394,76.4,0.6226
2010-03-26,6600.0,120000.37,0.7,0.14,0.14,1.0,120000.37,5100.0,6600.0,92727.56,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.11,0.0,0.0,,0.0,100.0,23.92,0.6361,76.08,0.6226
2010-03-29,16535.0,301950.75,1.86,0.35,0.34,1.0,301950.75,5100.0,16535.0,93132.68,,,,,,9935.0,,,,,,,,,0.2,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,30.7,0.461,59.81,1.4896
2010-03-30,68550.0,1256047.97,6.64,1.44,1.42,3.0,1256047.97,5100.0,68550.0,93447.77,,,,1.03,,2276.0,,,49739.0,,,,1.03,,0.05,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.43,0.7633,86.96,6.1757
2010-03-31,68550.0,1255442.94,6.5,1.44,1.42,3.0,1255442.94,5100.0,68550.0,93402.76,,,,,,,,,,,,,,,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.43,0.7634,86.96,6.1757
2010-04-01,68550.0,1253022.81,6.49,1.44,1.42,3.0,1253022.81,5100.0,68550.0,93222.7,,,,,,,,,,,,,,,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.43,0.7636,86.98,6.1757
2010-04-02,68550.0,1253022.81,7.12,1.44,1.42,3.0,1253022.81,5100.0,68550.0,93222.7,,,,,,,,,,,,,,,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.45,0.7633,86.95,6.1757
2010-04-05,68550.0,1253022.81,7.12,1.44,1.42,3.0,1253022.81,5100.0,68550.0,93222.7,,,,,,,,,,,,,,,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.45,0.7634,86.96,6.1757
2010-04-06,68550.0,1280249.28,7.12,1.44,1.42,3.0,1280249.28,5100.0,68550.0,95248.31,,,,,,,,,,,,,,,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.45,0.7634,86.96,6.1757
2010-04-07,68550.0,1299610.33,7.63,1.44,1.45,3.0,1299610.33,5100.0,68550.0,96688.73,,,570.0,,,,,0.01,,570.0,,,,570.0,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.43,0.7634,86.96,6.1757
2010-04-08,68550.0,1291744.9,7.19,1.44,1.47,3.0,1291744.9,5100.0,68550.0,96103.56,,,,,,,,,,,,,,,,,,0.11,,,,100.0,45.95,0.0,0.0,,0.0,100.0,7.44,0.7641,87.01,6.1757
2010-04-09,68550.0,1294165.03,7.18,1.44,1.46,3.0,1294165.03,5100.0,68550.0,96283.61,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,7.43,0.7638,86.99,6.5286
2010-04-12,68550.0,1288719.74,7.19,1.44,1.47,3.0,1288719.74,5100.0,68550.0,95878.49,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,7.43,0.7639,86.99,6.5286
2010-04-13,60542.0,1137103.0,6.09,1.27,1.29,3.0,1137103.0,5100.0,60542.0,95788.47,0.04,,,,,,2095.0,,,,0.04,,,,,,10103.0,0.11,0.22,,,100.0,48.57,0.0,0.0,,0.0,100.0,8.39,0.7412,85.57,5.7659
2010-04-14,57630.0,1086987.53,5.81,1.21,1.23,3.0,1086987.53,5100.0,57630.0,96193.59,,,,,,,,,,,,,,,,,2912.0,0.11,0.07,,,100.0,48.57,0.0,0.0,,0.0,100.0,8.84,0.7291,84.81,5.4886
2010-04-15,57630.0,1090548.08,5.72,1.21,1.23,3.0,1090548.08,5100.0,57630.0,96508.68,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,8.84,0.7289,84.79,5.4886
2010-04-16,57630.0,1078340.46,5.61,1.21,1.24,3.0,1078340.46,5100.0,57630.0,95428.36,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,8.84,0.7287,84.79,5.4886
2010-04-19,57630.0,1058503.06,5.42,1.21,1.22,3.0,1058503.06,5100.0,57630.0,93672.84,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,8.83,0.7282,84.75,5.4886
2010-04-20,84670.0,1579066.7,7.78,1.77,1.78,4.0,1579066.7,5100.0,84670.0,95113.27,,,,0.42,,19900.0,,,19900.0,,,,0.42,,0.42,,12760.0,0.11,0.28,,,100.0,48.57,0.0,0.0,,0.0,100.0,29.73,0.3245,42.38,8.0638
2010-04-21,84670.0,1568604.36,7.83,1.77,1.79,4.0,1568604.36,5100.0,84670.0,94483.08,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,29.53,0.3255,42.73,8.0638
2010-04-22,84670.0,1561878.56,7.85,1.77,1.79,4.0,1561878.56,5100.0,84670.0,94077.96,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,29.69,0.3254,42.61,8.0638
2010-04-23,61310.0,1136375.94,5.64,1.29,1.28,3.0,1136375.94,5100.0,61310.0,94528.09,,,,,,,,,,,,,,,,,23360.0,0.11,0.5,,,100.0,48.57,0.0,0.0,,0.0,100.0,32.4,0.3163,40.74,5.839
2010-04-26,61310.0,1155315.54,5.71,1.29,1.29,3.0,1155315.54,5100.0,61310.0,96103.56,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,32.47,0.3164,40.7,5.839
2010-04-27,35310.0,652909.76,3.88,0.74,0.75,2.0,652909.76,5100.0,35310.0,94303.02,,,,,,,,,,,,,,,,,26000.0,0.11,0.54,,,100.0,48.57,0.0,0.0,,0.0,100.0,33.8,0.29,36.44,3.3629
2010-04-28,35310.0,642625.27,3.98,0.74,0.74,2.0,642625.27,5100.0,35310.0,92817.58,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,33.86,0.2893,36.16,3.3629
2010-04-29,35310.0,659454.44,3.6,0.74,0.73,2.0,659454.44,5100.0,35310.0,95248.31,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,33.71,0.2881,36.0,3.3629
2010-04-30,35310.0,665999.12,3.22,0.74,0.75,2.0,665999.12,5100.0,35310.0,96193.59,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,34.06,0.2909,36.37,3.3629
2010-05-03,35310.0,667557.38,3.11,0.74,0.75,2.0,667557.38,5100.0,35310.0,96418.65,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,34.03,0.2905,36.34,3.3629
2010-05-04,35310.0,648234.99,3.09,0.74,0.76,2.0,648234.99,5100.0,35310.0,93627.82,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,34.03,0.2903,36.34,3.3629
2010-05-05,35310.0,638885.45,2.84,0.74,0.75,2.0,638885.45,5100.0,35310.0,92277.42,,,,,,,,,,,,,,,,,,0.11,,,,100.0,48.57,0.0,0.0,,0.0,100.0,34.67,0.2899,35.58,3.3629
2010-05-06,37216.0,660232.91,2.83,0.78,0.77,2.0,660232.91,5100.0,37216.0,90476.89,,,,,,1906.0,,,,,,,,,0.04,,,0.1,,,,100.0,48.57,0.0,0.0,,0.0,100.0,31.94,0.2616,34.1,3.5444
2010-05-07,37216.0,635268.88,2.8,0.78,0.76,2.0,635268.88,5100.0,37216.0,87055.87,,,,,,,,,,,,,,,,,,0.1,,,,100.0,48.57,0.0,0.0,,0.0,100.0,31.75,0.2602,33.9,3.5444
2010-05-10,35310.0,627042.69,2.44,0.74,0.7,2.0,627042.69,5100.0,35310.0,90566.91,,,,,,,,,,,,,,,,,1906.0,0.1,0.04,,,100.0,51.0,0.0,0.0,,0.0,100.0,33.13,0.2839,35.38,3.531
2010-05-11,35310.0,628289.3,2.47,0.74,0.72,2.0,628289.3,5100.0,35310.0,90746.97,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,33.58,0.2876,35.86,3.531
2010-05-12,35310.0,635457.28,2.31,0.74,0.72,2.0,635457.28,5100.0,35310.0,91782.28,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,33.62,0.288,35.9,3.531
2010-05-13,35310.0,639508.75,2.51,0.74,0.73,2.0,639508.75,5100.0,35310.0,92367.45,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,33.73,0.289,36.02,3.531
2010-05-14,44910.0,786819.26,3.08,0.94,0.93,2.0,786819.26,5100.0,44910.0,89351.55,,,,0.2,,,,,9600.0,,,,0.2,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,28.39,0.3375,47.86,4.491
2010-05-17,43830.0,755905.4,2.32,0.92,0.88,2.0,755905.4,5100.0,43830.0,87956.14,,,,0.02,,,,,1800.0,,,,0.02,,,,2880.0,0.1,0.07,,,100.0,51.0,0.0,0.0,,0.0,100.0,22.4,0.3593,52.76,4.383
2010-05-18,41735.0,725668.15,2.0,0.87,0.83,2.0,725668.15,5100.0,41735.0,88676.35,,,,,,,,,,,,,,,,,2095.0,0.1,0.04,,,100.0,51.0,0.0,0.0,,0.0,100.0,23.46,0.3926,55.26,4.1735
2010-05-19,47435.0,792958.21,2.28,0.99,0.94,2.0,792958.21,5100.0,47435.0,85255.34,,,,0.12,,,,,5700.0,,,,0.12,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,20.57,0.4361,60.75,4.7435
2010-05-20,47435.0,763651.41,2.32,0.99,0.91,2.0,763651.41,5100.0,47435.0,82104.4,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,20.47,0.4325,60.35,4.7435
2010-05-21,47435.0,773280.78,2.26,0.99,0.89,2.0,773280.78,5100.0,47435.0,83139.71,,,,,,,,,,,,,,,,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,20.97,0.4258,59.52,4.7435
2010-05-24,37500.0,611321.38,1.74,0.79,0.71,2.0,611321.38,5100.0,37500.0,83139.71,,,,,,,,,,,,,,,,,9935.0,0.09,0.19,,,100.0,51.0,0.0,0.0,,0.0,100.0,20.4,0.6135,75.51,3.75
2010-05-25,37500.0,589476.65,1.67,0.79,0.71,2.0,589476.65,5100.0,37500.0,80168.82,,,,,,,,,,,,,,,,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,20.4,0.6135,75.51,3.75
2010-05-26,45696.0,740091.94,2.03,0.96,0.84,2.0,740091.94,5100.0,45696.0,82599.55,,,,0.08,,2496.0,,,5700.0,,,,0.08,,0.04,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,17.34,0.5814,73.99,4.5696
2010-05-27,65566.0,1087947.55,2.93,1.37,1.22,3.0,1087947.55,5100.0,65566.0,84625.15,,,,0.39,,,,,19870.0,,,,0.39,,,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,11.87,0.6459,79.18,6.5566
2010-05-28,65566.0,1093155.81,2.92,1.37,1.25,3.0,1093155.81,5100.0,65566.0,85030.27,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,11.62,0.6495,79.44,6.5566
2010-05-31,61200.0,1030626.28,2.8,1.28,1.17,3.0,1030626.28,5100.0,61200.0,85885.52,,,,,,,,,,,,,,,,,4366.0,0.1,0.08,,,100.0,51.0,0.0,0.0,,0.0,100.0,12.39,0.7397,85.07,6.12
2010-06-01,61200.0,1013881.3,2.85,1.28,1.18,3.0,1013881.3,5100.0,61200.0,84490.11,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,12.28,0.7411,85.17,6.12
2010-06-02,61200.0,1006319.05,2.8,1.28,1.17,3.0,1006319.05,5100.0,61200.0,83859.92,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,12.46,0.7388,85.01,6.12
2010-06-03,49800.0,832932.82,2.29,1.04,0.95,2.0,832932.82,5100.0,49800.0,85300.35,,,,,,,,,,,,,,,,,11400.0,0.1,0.22,,,100.0,51.0,0.0,0.0,,0.0,100.0,15.36,0.6895,81.54,4.98
2010-06-04,50795.0,851368.05,2.31,1.06,0.98,2.0,851368.05,5100.0,50795.0,85480.4,,,,,,2095.0,,,,,,,,,0.04,,1100.0,0.1,0.01,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.84,0.6337,78.04,5.0795
2010-06-07,50795.0,834780.05,2.29,1.13,0.98,2.0,834780.05,5100.0,50795.0,83814.91,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.82,0.6341,78.07,5.0795
2010-06-08,50795.0,816847.07,2.29,1.13,0.96,2.0,816847.07,5100.0,50795.0,82014.37,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,15.07,0.6315,77.86,5.0795
2010-06-09,50795.0,828055.18,2.3,1.13,0.95,2.0,828055.18,5100.0,50795.0,83139.71,,,,,,,,,,,,,,,,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,15.35,0.6281,77.59,5.0795
2010-06-10,50795.0,838814.97,2.38,1.13,0.96,2.0,838814.97,5100.0,50795.0,84220.03,,,,,,,,,,,,,,,,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,15.18,0.6307,77.79,5.0795
2010-06-11,50795.0,851816.37,2.52,1.13,0.97,2.0,851816.37,5100.0,50795.0,85525.42,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,15.01,0.6321,77.91,5.0795
2010-06-14,50795.0,862576.16,2.58,1.13,0.98,2.0,862576.16,5100.0,50795.0,86605.74,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.81,0.6342,78.08,5.0795
2010-06-15,50795.0,879164.16,2.59,1.13,0.99,2.0,879164.16,5100.0,50795.0,88271.23,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.65,0.636,78.23,5.0795
2010-06-16,50795.0,880509.14,2.72,1.13,1.01,2.0,880509.14,5100.0,50795.0,88406.27,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.42,0.639,78.46,5.0795
2010-06-17,50795.0,883647.41,2.87,1.13,1.01,2.0,883647.41,5100.0,50795.0,88721.37,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.4,0.6389,78.46,5.0795
2010-06-18,50795.0,880957.46,2.96,1.13,1.01,2.0,880957.46,5100.0,50795.0,88451.29,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.36,0.6396,78.51,5.0795
2010-06-21,50795.0,890372.27,3.18,1.13,1.01,2.0,890372.27,5100.0,50795.0,89396.57,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,14.39,0.639,78.46,5.0795
2010-06-22,88264.0,1549493.67,5.16,1.97,1.76,4.0,1549493.67,5100.0,88264.0,89531.61,,,,,,37469.0,,,,,,,,,0.74,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,42.04,0.392,45.56,8.8264
2010-06-23,88264.0,1508984.03,5.54,1.97,1.76,4.0,1508984.03,5100.0,88264.0,87190.91,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,41.98,0.392,45.61,8.8264
2010-06-24,89558.0,1512135.73,5.69,1.99,1.75,4.0,1512135.73,5100.0,89558.0,86110.59,,,,,,1294.0,,,,,,,,,0.03,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,41.45,0.3797,44.72,8.9558
2010-06-25,98858.0,1649092.6,6.6,2.14,1.91,4.0,1649092.6,5100.0,98858.0,85075.28,,,,0.18,,,,,9300.0,,,,0.18,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,37.37,0.3965,50.02,9.8858
2010-06-28,98858.0,1663925.71,9.36,2.14,1.88,4.0,1663925.71,5100.0,98858.0,85840.51,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,37.42,0.3952,49.83,9.8858
2010-06-29,98858.0,1629896.81,11.72,2.1,1.9,4.0,1629896.81,5100.0,98858.0,84084.99,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,37.5,0.3958,49.85,9.8858
2010-06-30,97767.0,1598102.72,11.73,2.08,1.84,4.0,1598102.72,5100.0,97767.0,83364.77,,,,,,,,,,,,,,,,,1091.0,0.1,0.02,,,100.0,51.0,0.0,0.0,,0.0,100.0,37.72,0.4037,50.44,9.7767
2010-07-01,121456.0,1921004.57,13.98,2.58,2.26,5.0,1921004.57,5100.0,121456.0,80663.97,,,,0.43,,,,,23689.0,,,,0.43,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,40.61,0.4118,49.22,12.1456
2010-07-02,113664.0,1831872.01,13.71,2.41,2.03,5.0,1831872.01,5100.0,113664.0,82194.43,,,,,,,,,,,,,,,,,7792.0,0.1,0.16,,,100.0,51.0,0.0,0.0,,0.0,100.0,43.8,0.4724,52.92,11.3664
2010-07-05,121456.0,1946732.31,15.9,2.58,2.22,5.0,1946732.31,5100.0,121456.0,81744.29,,,,,,7792.0,,,,,,,,,0.16,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,40.83,0.4101,48.85,12.1456
2010-07-06,121456.0,1985323.92,19.39,2.58,2.22,5.0,1985323.92,5100.0,121456.0,83364.77,,,,,,,,,,,,,,,,,,0.1,,,,100.0,51.0,0.0,0.0,,0.0,100.0,40.54,0.4108,49.15,12.1456
2010-07-07,121456.0,2004619.72,19.94,2.58,2.25,5.0,2004619.72,5100.0,121456.0,84175.01,,,,,,,,,,,,,,,,,,0.09,,,,100.0,51.0,0.0,0.0,,0.0,100.0,40.84,0.4111,48.96,12.1456
2010-07-08,83987.0,1386197.44,13.14,1.78,1.58,4.0,1386197.44,5100.0,83987.0,84175.01,,,,,,,,,,,,,,,,,37469.0,0.1,0.68,,,100.0,51.0,0.0,0.0,,0.0,100.0,26.91,0.4251,58.59,8.3987
2010-07-09,60518.0,1005787.67,10.0,1.28,1.15,3.0,1005787.67,5100.0,60518.0,84760.19,,,,,,,,,,,,,,,,,23469.0,0.1,0.43,,,100.0,51.0,0.0,0.0,,0.0,100.0,12.65,0.6701,80.77,6.0518
