,IDIP FP Equity_DX_SI_QTY,IDIP FP Equity_DX_SHORT_INTEREST_VALUE,IDIP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,IDIP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,IDIP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,IDIP FP Equity_DX_SI_MV,IDIP FP Equity_DX_DSS,IDIP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,IDIP FP Equity_DX_SUPPLY_SI_QTY,IDIP FP Equity_DX_BROKER_SI_QTY,IDIP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,IDIP FP Equity_DX_BROKER_SI_MV_NEW_x,IDIP FP Equity_DX_SUPPLY_SI_QTY_INC_x,IDIP FP Equity_DX_BROKER_SI_MV_INC_x,IDIP FP Equity_DX_BROKER_SI_QTY_ADD,IDIP FP Equity_DX_BROKER_SI_QTY_NEW,IDIP FP Equity_DX_SUPPLY_SI_MV_DEC,IDIP FP Equity_DX_BROKER_SI_QTY_INC,IDIP FP Equity_DX_SUPPLY_SI_QTY_DEC,IDIP FP Equity_DX_BROKER_SI_MV_NEW_y,IDIP FP Equity_DX_BROKER_SI_MV_INC_y,IDIP FP Equity_DX_SUPPLY_SI_QTY_INC_y,IDIP FP Equity_DX_BROKER_SI_MV_ADD,IDIP FP Equity_DX_SUPPLY_SI_QTY_ADD,IDIP FP Equity_DX_BROKER_SI_QTY_DEC,IDIP FP Equity_DX_SUPPLY_SI_MV,IDIP FP Equity_DX_BROKER_SI_MV_DEC,IDIP FP Equity_DX_BROKER_SI_MV_RMV,IDIP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,IDIP FP Equity_DX_UTILIZATION_QUANTITY,IDIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,IDIP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,IDIP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,IDIP FP Equity_DX_ACTIVE_UTILIZATION_MV,IDIP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,IDIP FP Equity_DX_BROKER_SI_CON_RATIO,IDIP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,IDIP FP Equity_DX_DEMAND_SUPPLY_RATIO
2021-07-13,1000.0,42600.0,0.05,0.55,0.01,0.04,0.0,42600.0,1000.0,1000.0,42600.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-14,1000.0,42400.0,0.05,0.54,0.01,0.04,0.0,42400.0,1000.0,1000.0,42400.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-15,1000.0,42000.0,0.05,0.55,0.01,0.04,0.0,42000.0,1000.0,1000.0,42000.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-16,1000.0,41800.0,0.05,0.57,0.01,0.04,0.0,41800.0,1000.0,1000.0,41800.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-19,1000.0,41000.0,0.05,0.57,0.01,0.04,0.0,41000.0,1000.0,1000.0,41000.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-20,1000.0,41000.0,0.05,0.56,0.01,0.04,0.0,41000.0,1000.0,1000.0,41000.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-21,1000.0,40600.0,0.05,0.56,0.01,0.04,0.0,40600.0,1000.0,1000.0,40600.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-22,1000.0,40500.0,0.05,0.58,0.01,0.04,0.0,40500.0,1000.0,1000.0,40500.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-23,1000.0,40100.0,0.05,0.58,0.01,0.04,0.0,40100.0,1000.0,1000.0,40100.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-26,1000.0,40000.0,0.05,0.57,0.01,0.04,0.0,40000.0,1000.0,1000.0,40000.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-27,1000.0,40000.0,0.05,0.56,0.01,0.04,0.0,40000.0,1000.0,1000.0,40000.0,,,,,,,,,,,,,,,0.04,,,100.0,32.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3273
2021-07-28,1000.0,40100.0,0.05,0.55,0.01,0.04,0.0,40100.0,1000.0,1000.0,40100.0,,,,,,,,,,,,,,,0.04,,,100.0,44.35,0.0,0.0,0.0,100.0,,1.0,100.0,0.4435
2021-07-29,1200.0,48240.0,0.06,0.64,0.02,0.05,0.0,48240.0,1200.0,1200.0,48240.0,,200.0,0.01,,,,200.0,,,0.01,200.0,,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3473
2021-07-30,1200.0,48720.0,0.06,0.61,0.02,0.05,0.0,48720.0,1200.0,1200.0,48720.0,,,,,,,,,,,,,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3473
2021-08-02,1200.0,48600.0,0.06,0.61,0.02,0.05,0.0,48600.0,1200.0,1200.0,48600.0,,,,,,,,,,,,,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3473
2021-08-03,1200.0,48600.0,0.06,0.61,0.02,0.05,0.0,48600.0,1200.0,1200.0,48600.0,,,,,,,,,,,,,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,,1.0,100.0,0.3473
2021-08-04,1500.0,61800.0,0.08,0.74,0.02,0.06,0.0,61800.0,1200.0,1500.0,49440.0,,,,300.0,,,,,,,,0.01,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,20.79,0.6706,79.21,0.4342
2021-08-05,1500.0,61050.0,0.08,0.74,0.02,0.06,0.0,61050.0,1200.0,1500.0,48840.0,,,,,,,,,,,,,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,20.79,0.6706,79.21,0.4342
2021-08-06,1500.0,62250.0,0.08,0.71,0.02,0.06,0.0,62250.0,1200.0,1500.0,49800.0,,,,,,,,,,,,,,,0.05,,,100.0,34.73,0.0,0.0,0.0,100.0,20.79,0.6706,79.21,0.4342
2021-08-09,2500.0,104000.0,0.13,1.3,0.03,0.1,0.0,83200.0,1700.0,2000.0,70720.0,,500.0,0.02,,,,500.0,,,0.02,500.0,,,,0.07,,,100.0,38.16,0.0,0.0,0.0,100.0,47.71,0.501,52.29,0.5612
2021-08-10,2500.0,104500.0,0.13,1.41,0.03,0.1,0.0,83600.0,1700.0,2000.0,71060.0,,,,,,,,,,,,,,,0.07,,,100.0,38.16,0.0,0.0,0.0,100.0,47.71,0.501,52.29,0.5612
2021-08-11,2500.0,102750.0,0.13,1.49,0.03,0.11,0.0,82200.0,1700.0,2000.0,69870.0,,,,,,,,,,,,,,,0.07,,,100.0,39.53,0.0,0.0,0.0,100.0,47.71,0.501,52.29,0.5814
2021-08-12,2200.0,90420.0,0.11,1.29,0.03,0.09,0.0,69870.0,1700.0,1700.0,69870.0,,,,,,,,,,,,,,300.0,0.07,0.01,,100.0,39.53,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.5116
2021-08-13,2498.0,102418.0,0.13,1.47,0.03,0.1,0.0,81918.0,1998.0,1998.0,81918.0,,298.0,,298.0,,,,,,,298.0,0.01,,,0.08,,,100.0,41.14,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5143
2021-08-16,2498.0,104166.6,0.13,1.51,0.03,0.1,0.0,83316.6,1998.0,1998.0,83316.6,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-17,2498.0,105415.6,0.13,1.39,0.03,0.1,0.0,84315.6,1998.0,1998.0,84315.6,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-18,2498.0,105415.6,0.13,1.34,0.03,0.11,0.0,84315.6,1998.0,1998.0,84315.6,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-19,2498.0,105165.8,0.13,1.4,0.03,0.11,0.0,84115.8,1998.0,1998.0,84115.8,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-20,2498.0,104666.2,0.13,1.47,0.03,0.11,0.0,83716.2,1998.0,1998.0,83716.2,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-23,2498.0,103417.2,0.13,1.46,0.03,0.1,0.0,82717.2,1998.0,1998.0,82717.2,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-24,2498.0,102418.0,0.13,1.38,0.03,0.1,0.0,81918.0,1998.0,1998.0,81918.0,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-25,2498.0,102418.0,0.13,1.35,0.03,0.1,0.0,81918.0,1998.0,1998.0,81918.0,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-26,2498.0,102917.6,0.13,1.26,0.03,0.1,0.0,82317.6,1998.0,1998.0,82317.6,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-27,2498.0,102168.2,0.13,1.17,0.03,0.1,0.0,81718.2,1998.0,1998.0,81718.2,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-30,2498.0,103667.0,0.13,1.14,0.03,0.1,0.0,82917.0,1998.0,1998.0,82917.0,,,,,,,,,,,,,,,0.08,,,100.0,41.74,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5218
2021-08-31,2498.0,104166.6,0.13,1.08,0.03,0.1,0.0,83316.6,1998.0,1998.0,83316.6,,,,,,,,,,,,,,,0.08,,,100.0,44.19,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5525
2021-09-01,2498.0,104166.6,0.13,1.02,0.03,0.1,0.0,83316.6,1998.0,1998.0,83316.6,,,,,,,,,,,,,,,0.08,,,100.0,44.19,0.0,0.0,0.0,100.0,40.03,0.4053,48.04,0.5525
2021-09-02,2200.0,91520.0,0.11,0.88,0.03,0.09,0.0,70720.0,1700.0,1700.0,70720.0,,,,,,0.01,,298.0,,,,,,298.0,0.07,0.01,,100.0,43.31,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.5605
2021-09-03,2200.0,91520.0,0.11,0.89,0.03,0.09,0.0,70720.0,1700.0,1700.0,70720.0,,,,,,,,,,,,,,,0.07,,,100.0,43.31,0.0,0.0,0.0,100.0,45.5,0.504,54.5,0.5605
2021-09-06,2200.0,91740.0,0.11,0.91,0.03,0.09,0.0,70890.0,1700.0,1700.0,70890.0,,,,,,,,,,,,,,,0.07,,,100.0,43.31,0.0,0.0,0.0,100.0,45.49,0.5041,54.51,0.5605
2021-09-07,2200.0,91080.0,0.11,0.9,0.03,0.09,0.0,70380.0,1700.0,1700.0,70380.0,,,,,,,,,,,,,,,0.07,,,100.0,43.31,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.5605
2021-09-08,2200.0,91300.0,0.11,0.9,0.03,0.09,0.0,70550.0,1700.0,1700.0,70550.0,,,,,,,,,,,,,,,0.07,,,100.0,43.31,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.5605
2021-09-09,2200.0,91740.0,0.11,0.92,0.03,0.09,0.0,70890.0,1700.0,1700.0,70890.0,,,,,,,,,,,,,,,0.07,,,100.0,43.31,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.5605
2021-09-10,2200.0,91740.0,0.11,0.94,0.03,0.09,0.0,70890.0,1700.0,1700.0,70890.0,,,,,,,,,,,,,,,0.07,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-13,2200.0,90860.0,0.11,0.93,0.03,0.09,0.0,70210.0,1700.0,1700.0,70210.0,,,,,,,,,,,,,,,0.07,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-14,2600.0,107380.0,0.13,1.09,0.04,0.11,0.0,78470.0,1900.0,1900.0,78470.0,,200.0,,200.0,,,,,,,200.0,0.01,,,0.08,,,100.0,49.95,0.0,0.0,0.0,100.0,38.46,0.3846,46.15,0.6835
2021-09-15,2600.0,107640.0,0.13,1.07,0.04,0.11,0.0,78660.0,1900.0,1900.0,78660.0,,,,,,,,,,,,,,,0.08,,,100.0,49.95,0.0,0.0,0.0,100.0,38.46,0.3846,46.15,0.6835
2021-09-16,2600.0,107120.0,0.13,1.06,0.04,0.11,0.0,78280.0,1900.0,1900.0,78280.0,,,,,,,,,,,,,,,0.08,,,100.0,49.95,0.0,0.0,0.0,100.0,38.46,0.3846,46.15,0.6835
2021-09-17,2600.0,107640.0,0.13,1.1,0.04,0.11,0.0,78660.0,1900.0,1900.0,78660.0,,,,,,,,,,,,,,,0.08,,,100.0,49.95,0.0,0.0,0.0,100.0,38.46,0.3846,46.15,0.6835
2021-09-20,2600.0,106600.0,0.13,1.09,0.04,0.11,0.0,77900.0,1900.0,1900.0,77900.0,,,,,,,,,,,,,,,0.08,,,100.0,49.95,0.0,0.0,0.0,100.0,38.46,0.3846,46.15,0.6835
2021-09-21,2600.0,107120.0,0.13,1.04,0.04,0.11,0.0,78280.0,1900.0,1900.0,78280.0,,,,,,,,,,,,,,,0.08,,,100.0,49.95,0.0,0.0,0.0,100.0,38.46,0.3846,46.15,0.6835
2021-09-22,2200.0,95040.0,0.11,0.87,0.03,0.09,0.0,73440.0,1700.0,1700.0,73440.0,,,,,,0.01,,200.0,,,,,,200.0,0.07,0.01,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-23,2200.0,95480.0,0.11,0.63,0.03,0.1,0.0,73780.0,1700.0,1700.0,73780.0,,,,,,,,,,,,,,,0.07,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-24,2200.0,97020.03,0.11,0.61,0.03,0.1,0.0,74970.02,1700.0,1700.0,74970.02,,,,,,,,,,,,,,,0.07,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-27,2200.0,108020.0,0.11,0.59,0.03,0.1,0.0,83470.0,1700.0,1700.0,83470.0,,,,,,,,,,,,,,,0.08,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-28,2200.0,106260.0,0.11,0.55,0.03,0.11,0.0,82110.0,1700.0,1700.0,82110.0,,,,,,,,,,,,,,,0.08,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-29,2200.0,106260.0,0.11,0.54,0.03,0.11,0.0,82110.0,1700.0,1700.0,82110.0,,,,,,,,,,,,,,,0.08,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-09-30,2200.0,106920.0,0.11,0.54,0.03,0.11,0.0,82620.0,1700.0,1700.0,82620.0,,,,,,,,,,,,,,,0.08,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-10-01,2200.0,108240.0,0.11,0.52,0.03,0.11,0.0,83640.0,1700.0,1700.0,83640.0,,,,,,,,,,,,,,,0.08,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-10-04,2200.0,108900.0,0.11,0.52,0.03,0.11,0.0,84150.0,1700.0,1700.0,84150.0,,,,,,,,,,,,,,,0.08,,,100.0,49.94,0.0,0.0,0.0,100.0,45.45,0.5041,54.55,0.6463
2021-10-05,1700.0,84490.0,0.09,0.4,0.02,0.08,0.0,59640.0,1700.0,1200.0,84490.0,,,,,,,,,,,,,,500.0,0.08,0.02,,100.0,49.94,0.0,0.0,0.0,100.0,29.41,0.5848,70.59,0.4994
2021-10-06,1200.0,59520.0,0.06,0.29,0.02,0.06,0.0,59520.0,1200.0,1200.0,59520.0,,,,,,0.02,,500.0,,,,,,,0.06,,,100.0,49.92,0.0,0.0,0.0,100.0,29.33,1.0,100.0,0.4992
2021-10-07,1200.0,58920.0,0.06,0.29,0.02,0.06,0.0,58920.0,1200.0,1200.0,58920.0,,,,,,,,,,,,,,,0.06,,,100.0,49.92,0.0,0.0,0.0,100.0,,1.0,100.0,0.4992
2021-10-08,900.0,44280.0,0.05,0.23,0.01,0.04,0.0,44280.0,900.0,900.0,44280.0,,,,,,0.02,,300.0,,,,,,300.0,0.04,0.02,,100.0,49.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.4989
2021-10-11,900.0,44100.0,0.05,0.23,0.01,0.04,0.0,44100.0,900.0,900.0,44100.0,,,,,,,,,,,,,,,0.04,,,100.0,49.89,0.0,0.0,0.0,100.0,,1.0,100.0,0.4989
2021-10-12,900.0,43830.0,0.05,0.24,0.01,0.04,0.0,43830.0,900.0,900.0,43830.0,,,,,,,,,,,,,,,0.04,,,100.0,40.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4098
2021-10-13,2700.0,131490.0,0.14,0.74,0.04,0.13,0.0,87660.0,1800.0,1800.0,87660.0,,900.0,,900.0,,,,,,,900.0,0.04,,,0.09,,,100.0,45.05,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6757
2021-10-14,2700.0,133920.0,0.14,0.75,0.04,0.13,0.0,89280.0,1800.0,1800.0,89280.0,,,,,,,,,,,,,,,0.09,,,100.0,45.05,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6757
2021-10-15,2700.0,136620.0,0.14,0.75,0.04,0.13,0.0,91080.0,1800.0,1800.0,91080.0,,,,,,,,,,,,,,,0.09,,,100.0,45.05,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6757
2021-10-18,2700.0,136620.0,0.14,0.74,0.04,0.14,0.0,91080.0,1800.0,1800.0,91080.0,,,,,,,,,,,,,,,0.09,,,100.0,45.05,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6757
2021-10-19,2700.0,136620.0,0.14,0.75,0.04,0.14,0.0,91080.0,1800.0,1800.0,91080.0,,,,,,,,,,,,,,,0.09,,,100.0,45.05,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6757
2021-10-20,2700.0,135540.0,0.14,0.76,0.04,0.14,0.0,90360.0,1800.0,1800.0,90360.0,,,,,,,,,,,,,,,0.09,,,100.0,45.05,0.0,0.0,0.0,100.0,33.33,0.5556,66.67,0.6757
2021-10-21,900.0,45000.0,0.05,0.26,0.01,0.05,0.0,45000.0,900.0,900.0,45000.0,,,,,,0.05,,900.0,,,,,,900.0,0.05,0.05,,100.0,64.47,0.0,0.0,0.0,100.0,,1.0,100.0,0.6447
2021-10-22,900.0,45360.0,0.05,0.26,0.01,0.05,0.0,45360.0,900.0,900.0,45360.0,,,,,,,,,,,,,,,0.05,,,100.0,40.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4098
2021-10-25,900.0,45900.0,0.05,0.26,0.01,0.05,0.0,45900.0,900.0,900.0,45900.0,,,,,,,,,,,,,,,0.05,,,100.0,40.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4098
2021-10-26,900.0,45900.0,0.05,0.27,0.01,0.05,0.0,45900.0,900.0,900.0,45900.0,,,,,,,,,,,,,,,0.05,,,100.0,40.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4098
2021-10-27,900.0,45900.0,0.05,0.27,0.01,0.05,0.0,45900.0,900.0,900.0,45900.0,,,,,,,,,,,,,,,0.05,,,100.0,40.98,0.0,0.0,0.0,100.0,,1.0,100.0,0.4098
2021-10-28,3700.0,187220.0,0.19,1.16,0.05,0.19,0.0,116380.0,2300.0,2300.0,116380.0,,1400.0,,1400.0,,,,,,,1400.0,0.07,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.4,0.6311,75.6,0.7406
2021-10-29,3700.0,187220.0,0.19,1.17,0.05,0.19,0.0,116380.0,2300.0,2300.0,116380.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.32,0.6318,75.68,0.7406
2021-11-01,3700.0,188700.0,0.19,1.2,0.05,0.19,0.0,117300.0,2300.0,2300.0,117300.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.25,0.6326,75.75,0.7406
2021-11-02,3700.0,188700.0,0.19,1.25,0.05,0.19,0.0,117300.0,2300.0,2300.0,117300.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.32,0.6318,75.68,0.7406
2021-11-03,3700.0,187960.0,0.19,1.27,0.05,0.19,0.0,116840.0,2300.0,2300.0,116840.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.36,0.6315,75.64,0.7406
2021-11-04,3700.0,185000.0,0.19,1.94,0.05,0.19,0.0,115000.0,2300.0,2300.0,115000.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.47,0.6304,75.53,0.7406
2021-11-05,3700.0,185740.0,0.19,2.09,0.05,0.19,0.0,115460.0,2300.0,2300.0,115460.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.29,0.6322,75.71,0.7406
2021-11-08,3700.0,183890.0,0.19,2.16,0.05,0.19,0.0,114310.0,2300.0,2300.0,114310.0,,,,,,,,,,,,,,,0.12,,,100.0,46.04,0.0,0.0,0.0,100.0,24.42,0.6309,75.58,0.7406
2021-11-09,3500.0,173250.0,0.18,2.84,0.05,0.17,0.0,103950.0,2100.0,2100.0,103950.0,,,,,,0.01,,200.0,,,,,,200.0,0.1,0.01,,100.0,45.69,0.0,0.0,0.0,100.0,20.03,0.6796,79.97,0.7615
2021-11-10,3500.0,171500.0,0.18,3.19,0.05,0.17,0.0,102900.0,2100.0,2100.0,102900.0,,,,,,,,,,,,,,,0.1,,,100.0,45.69,0.0,0.0,0.0,100.0,20.08,0.679,79.92,0.7615
2021-11-11,3300.0,163350.0,0.17,3.1,0.05,0.16,0.0,94050.0,1900.0,1900.0,94050.0,,,,,,0.01,,200.0,,,,,,200.0,0.09,0.01,,100.0,45.28,0.0,0.0,0.0,100.0,15.09,0.7438,84.91,0.7865
2021-11-12,3300.0,164670.0,0.17,3.68,0.05,0.16,0.0,94810.0,1900.0,1900.0,94810.0,,,,,,,,,,,,,,,0.09,,,100.0,45.28,0.0,0.0,0.0,100.0,15.1,0.7436,84.9,0.7865
2021-11-15,3300.0,165660.0,0.17,4.04,0.05,0.17,0.0,95380.0,1900.0,1900.0,95380.0,,,,,,,,,,,,,,,0.09,,,100.0,45.28,0.0,0.0,0.0,100.0,15.11,0.7434,84.89,0.7865
2021-11-16,3300.0,165660.0,0.17,4.19,0.05,0.17,0.0,95380.0,1900.0,1900.0,95380.0,,,,,,,,,,,,,,,0.1,,,100.0,45.28,0.0,0.0,0.0,100.0,15.15,0.7429,84.85,0.7865
2021-11-17,3300.0,166320.0,0.17,4.07,0.05,0.17,0.0,95760.0,1900.0,1900.0,95760.0,,,,,,,,,,,,,,,0.1,,,100.0,45.28,0.0,0.0,0.0,100.0,15.13,0.7432,84.87,0.7865
2021-11-18,3300.0,167640.0,0.17,4.32,0.05,0.17,0.0,96520.0,1900.0,1900.0,96520.0,,,,,,,,,,,,,,,0.1,,,100.0,45.28,0.0,0.0,0.0,100.0,15.1,0.7436,84.9,0.7865
2021-11-19,3300.0,164340.0,0.17,4.27,0.05,0.17,0.0,94620.0,1900.0,1900.0,94620.0,,,,,,,,,,,,,,,0.1,,,100.0,45.28,0.0,0.0,0.0,100.0,15.28,0.7411,84.72,0.7865
2021-11-22,3300.0,165660.0,0.17,4.28,0.05,0.16,0.0,95380.0,1900.0,1900.0,95380.0,,,,,,,,,,,,,,,0.09,,,100.0,45.28,0.0,0.0,0.0,100.0,15.1,0.7436,84.9,0.7865
2021-11-23,3300.0,163680.0,0.17,4.23,0.05,0.16,0.0,94240.0,1900.0,1900.0,94240.0,,,,,,,,,,,,,,,0.1,,,100.0,45.28,0.0,0.0,0.0,100.0,15.23,0.7418,84.77,0.7865
2021-11-24,3300.0,164670.0,0.17,4.21,0.05,0.16,0.0,94810.0,1900.0,1900.0,94810.0,,,,,,,,,,,,,,,0.09,,,100.0,45.28,0.0,0.0,0.0,100.0,15.11,0.7434,84.89,0.7865
2021-11-25,3300.0,165660.0,0.17,4.25,0.05,0.17,0.0,95380.0,1900.0,1900.0,95380.0,,,,,,,,,,,,,,,0.09,,,100.0,45.28,0.0,0.0,0.0,100.0,15.11,0.7434,84.89,0.7865
2021-11-26,3300.0,161700.0,0.17,4.48,0.05,0.16,0.0,93100.0,1900.0,1900.0,93100.0,,,,,,,,,,,,,,,0.1,,,100.0,45.28,0.0,0.0,0.0,100.0,15.31,0.7407,84.69,0.7865
2021-11-29,3300.0,162360.0,0.17,4.17,0.05,0.16,0.0,93480.0,1900.0,1900.0,93480.0,,,,,,,,,,,,,,,0.09,,,100.0,45.28,0.0,0.0,0.0,100.0,15.13,0.7432,84.87,0.7865
2021-11-30,2800.0,136920.0,0.14,3.48,0.04,0.14,0.0,68460.0,1400.0,1400.0,68460.0,,,,,,0.02,,500.0,,,,,,500.0,0.07,0.02,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.8761
2021-12-01,2800.0,136080.0,0.14,3.2,0.04,0.14,0.0,68040.0,1400.0,1400.0,68040.0,,,,,,,,,,,,,,,0.07,,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.8761
2021-12-02,2800.0,137200.0,0.14,3.23,0.04,0.14,0.0,68600.0,1400.0,1400.0,68600.0,,,,,,,,,,,,,,,0.07,,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.8761
2021-12-03,2800.0,138600.0,0.14,3.22,0.04,0.14,0.0,69300.0,1400.0,1400.0,69300.0,,,,,,,,,,,,,,,0.07,,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.8761
2021-12-06,2800.0,140560.0,0.14,3.33,0.04,0.14,0.0,70280.0,1400.0,1400.0,70280.0,,,,,,,,,,,,,,,0.07,,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.8761
2021-12-07,2800.0,142800.0,0.14,3.29,0.04,0.14,0.0,71400.0,1400.0,1400.0,71400.0,,,,,,,,,,,,,,,0.07,,,100.0,43.8,0.0,0.0,0.0,100.0,,1.0,100.0,0.8761
2021-12-08,3800.0,195320.0,0.19,4.53,0.05,0.19,0.0,123360.0,2400.0,2400.0,123360.0,,1000.0,,1000.0,,,,,,,1000.0,0.05,,,0.12,,,100.0,46.19,0.0,0.0,0.0,100.0,26.24,0.6129,73.76,0.7313
