,RNO FP Equity_DX_SI_QTY,RNO FP Equity_DX_SHORT_INTEREST_VALUE,RNO FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,RNO FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,RNO FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,RNO FP Equity_DX_SI_MV,RNO FP Equity_DX_DSS,RNO FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,RNO FP Equity_DX_SUPPLY_SI_QTY,RNO FP Equity_DX_BROKER_SI_QTY,RNO FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,RNO FP Equity_DX_BROKER_SI_MV_NEW_x,RNO FP Equity_DX_SUPPLY_SI_QTY_NEW_x,RNO FP Equity_DX_SUPPLY_SI_QTY_INC_x,RNO FP Equity_DX_BROKER_SI_MV_INC_x,RNO FP Equity_DX_SUPPLY_SI_MV_NEW,RNO FP Equity_DX_BROKER_SI_QTY_ADD,RNO FP Equity_DX_BROKER_SI_QTY_NEW,RNO FP Equity_DX_SUPPLY_SI_MV_DEC,RNO FP Equity_DX_BROKER_SI_QTY_INC,RNO FP Equity_DX_SUPPLY_SI_QTY_DEC,RNO FP Equity_DX_BROKER_SI_MV_NEW_y,RNO FP Equity_DX_SUPPLY_SI_QTY_NEW_y,RNO FP Equity_DX_BROKER_SI_MV_INC_y,RNO FP Equity_DX_SUPPLY_SI_QTY_INC_y,RNO FP Equity_DX_BROKER_SI_MV_ADD,RNO FP Equity_DX_SUPPLY_SI_QTY_ADD,RNO FP Equity_DX_BROKER_SI_QTY_DEC,RNO FP Equity_DX_SUPPLY_SI_MV,RNO FP Equity_DX_BROKER_SI_MV_DEC,RNO FP Equity_DX_SUPPLY_SI_MV_RMV,RNO FP Equity_DX_BROKER_SI_MV_RMV,RNO FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,RNO FP Equity_DX_UTILIZATION_QUANTITY,RNO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,RNO FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,RNO FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,RNO FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,RNO FP Equity_DX_ACTIVE_UTILIZATION_MV,RNO FP Equity_DX_BROKER_SI_MARKET_SHARE_2,RNO FP Equity_DX_BROKER_SI_CON_RATIO,RNO FP Equity_DX_BROKER_SI_MARKET_SHARE_1,RNO FP Equity_DX_DEMAND_SUPPLY_RATIO,RNO FP Equity_PX_LAST
2008-01-04,15583701.0,1050959396.47,8.13,9.55,5.47,1505.8,2.0,638284287.01,8341623.0,9464525.0,562556165.16,,,126880.0,2.58,,,,1.01,38474.0,5530.0,,,2.58,126880.0,,31300.0,406024.0,774.67,43.06,0.12,,19.53,19.53,34367096.0,2317705047.76,1276.0,3076.01,20.12,13.36,0.107,21.79,0.3649,86.45
2008-01-07,15295397.0,1005266005.02,7.98,9.0,5.37,1406.79,2.0,592679462.64,8491528.0,9017780.0,558092374.4,,,148129.0,0.44,,,,3.07,4541.0,22024.0,,,0.44,148129.0,,23800.0,451286.0,742.98,50.42,,,19.93,19.93,34115580.0,2242193047.72,,2915.05,20.31,13.67,0.1119,23.06,0.359,84.25
2008-01-08,15613098.0,1035768431.16,8.14,8.98,5.48,1412.56,2.0,594738507.05,8804099.0,8965045.0,584061395.69,,,512311.0,1.46,,,,18.9,23778.0,203442.0,,,1.46,512311.0,,3702.0,76513.0,770.87,12.62,,,20.61,20.61,33919172.0,2250188115.68,,2855.93,21.25,13.96,0.1139,23.64,0.3654,85.04
2008-01-09,15905869.0,1027148310.94,8.3,8.87,5.58,1424.1,2.0,611520037.04,8499311.0,9469672.0,548857339.25,,,40948.0,50.85,,,,30.27,583235.0,360456.0,,,50.85,40948.0,,14720.0,78608.0,728.44,7.23,,,19.8,19.8,34436168.0,2223773614.42,,2881.31,20.18,13.43,0.1249,26.54,0.3705,82.78
2008-01-10,16183340.0,1067412055.12,8.44,8.89,5.68,1422.03,2.0,625755405.98,8779533.0,9487257.0,579075726.18,,,226903.0,9.97,,,,9.22,160467.0,102816.0,,,9.97,226903.0,,156135.0,142882.0,735.15,13.92,,,20.4,20.4,34247876.0,2258903026.5,,2863.53,20.43,13.7,0.1265,26.86,0.3761,84.55
2008-01-11,16540425.0,1105932173.06,8.63,8.97,5.8,1468.26,2.0,662190096.03,8989598.0,9903777.0,601065912.82,,,284137.0,35.03,,,,12.4,424520.0,150274.0,,,35.03,284137.0,,76202.0,8000.0,769.19,0.19,,,23.21,23.21,29743942.0,1988750737.14,,2523.24,23.36,13.37,0.1211,26.04,0.427,85.71
2008-01-14,16910582.0,1140707630.34,8.82,9.15,5.93,1513.41,2.0,698066850.51,9258578.0,10348591.0,624539745.04,,,196273.0,54.33,,,,11.8,604814.0,139831.0,,,54.33,196273.0,,212538.0,160000.0,799.96,12.55,,,21.57,21.57,33654912.0,2270200689.54,,2890.23,21.68,13.08,0.12,25.95,0.394,86.47
2008-01-15,17153052.0,1100060030.54,8.95,9.43,6.02,1544.18,2.0,686998842.11,8857818.0,10712258.0,568069842.01,,,800.0,54.5,,,,37.48,654223.0,451560.0,,,54.5,800.0,,50000.0,290556.0,770.36,23.11,,,20.26,20.26,34866424.0,2236054519.65,,2929.88,20.82,12.65,0.1157,25.22,0.3923,82.21
2008-01-16,16831004.0,1053803196.45,8.78,9.15,5.91,1472.14,2.0,680016392.62,8414327.0,10861002.0,526828030.49,,,,12.29,,,,47.55,163494.0,483491.0,,,12.29,,,40000.0,14750.0,702.35,2.64,,,19.42,19.42,34903980.0,2185367295.54,,2838.63,19.83,12.41,0.1158,25.38,0.3885,80.26
2008-01-17,16804068.0,1022097432.83,8.76,8.82,5.9,1435.37,2.0,654222552.77,8396549.0,10755922.0,510715094.55,,,214223.0,2.98,,,,21.63,81590.0,236501.0,,,2.98,214223.0,,4500.0,186670.0,683.26,21.7,,,19.49,19.49,34677828.0,2109258244.78,,2753.17,19.88,12.59,0.1185,26.1,0.3901,77.97
2008-01-18,16950168.0,1020273387.89,8.84,8.67,5.95,1415.69,2.0,644069633.66,8615617.0,10700160.0,518595729.87,,,38791.0,0.45,,,,1.72,13500.0,17729.0,,,0.45,38791.0,,198006.0,69262.0,685.8,11.69,,,20.07,20.07,34305624.0,2064942083.3,,2675.54,20.4,12.37,0.1182,26.04,0.3949,77.16
2008-01-21,17285300.0,1025478295.41,9.02,8.62,6.07,1434.66,2.0,624754318.08,8868671.0,10530760.0,526148208.0,,,191249.0,,,,,8.74,,110949.0,,,,191249.0,,172754.0,169400.0,696.66,14.72,,,20.73,20.73,33916520.0,2012152240.11,,2601.13,21.12,12.22,0.1139,25.14,0.404,76.05
2008-01-22,16629629.0,997217231.74,8.67,7.87,5.84,1356.33,2.0,573511045.29,9083771.0,9563890.0,544720087.89,,,214300.0,4.12,,,,4.09,53484.0,29200.0,,,4.12,214300.0,,30000.0,1020354.0,697.08,83.94,30.34,,21.22,21.22,33728596.0,2022578924.26,388542.0,2568.89,21.34,12.68,0.1199,26.68,0.3884,76.87
2008-01-23,15797054.0,897135030.63,8.24,7.25,5.54,1279.94,2.0,510386024.05,8813011.0,8987048.0,500502238.8,,,170536.0,2.47,,,,48.12,31811.0,643494.0,,,2.47,170536.0,,227498.0,608653.0,682.34,65.88,1.94,,20.73,20.73,33697556.0,1913727580.73,25300.0,2535.56,21.2,13.34,0.1183,26.08,0.3716,72.8
2008-01-24,15884515.0,965546593.42,8.28,7.1,5.57,1244.47,2.0,560572256.26,8801885.0,9222153.0,535026097.89,,25300.0,63979.0,,1.96,753397.0,,10.28,,82224.0,,25300.0,,63979.0,54.85,,518292.0,655.12,46.86,1.38,,20.73,20.73,33663980.0,2046278480.0,18181.0,2532.3,20.55,13.34,0.1092,23.43,0.374,77.92
2008-01-25,15746513.0,951384674.2,8.21,6.91,5.53,1290.33,2.0,549155286.99,8559583.0,9089153.0,517159328.15,,384842.0,611.0,,30.06,,,8.76,,242913.0,,384842.0,,611.0,,,133000.0,675.69,8.54,,,20.34,20.34,33527896.0,2025713655.63,,2598.28,20.64,13.65,0.1095,23.1,0.3741,77.45
2008-01-28,15335193.0,928327680.69,8.0,6.64,5.38,1248.49,2.0,526832555.53,8481859.0,8702831.0,513455845.87,,,5600.0,1.04,,,,9.58,16566.0,107326.0,,,1.04,5600.0,,24002.0,402888.0,663.28,32.12,,,20.12,20.12,33677296.0,2038680966.57,,2604.25,20.3,14.02,0.112,23.83,0.3637,77.6
2008-01-29,14970223.0,933444316.36,7.81,6.52,5.25,1229.88,2.0,522033708.93,8447469.0,8372177.0,526728421.19,,,27926.0,,,2500.0,,4.82,,68116.0,,,,27926.0,0.19,5800.0,333154.0,669.12,24.28,,,20.07,20.07,33635440.0,2097284074.94,,2648.26,20.17,14.39,0.1127,23.67,0.3557,79.93
2008-01-30,15423463.0,904072834.18,8.04,6.7,5.41,1273.72,2.0,468125622.71,8967572.0,7986213.0,525649669.84,,,574905.0,13.04,,,,8.29,145391.0,98373.0,,,13.04,574905.0,,43571.0,531355.0,713.1,40.51,,,21.11,21.11,33508632.0,1964166147.49,,2597.27,21.54,13.76,0.1098,21.89,0.3631,75.14
2008-01-31,13178436.0,779159036.41,6.87,5.6,4.63,1021.66,1.0,329376249.62,8628370.0,5570960.0,510141905.69,,,41282.0,,,26500.0,,33.82,,386827.0,,,,41282.0,1.98,6343.0,2092725.0,657.74,205.35,,26.9,20.51,20.51,33431510.0,1976597459.47,,2519.91,20.7,16.16,0.0944,17.06,0.3133,75.79
2008-02-01,15310148.0,914390376.5,7.99,6.39,5.37,1230.57,2.0,489602398.88,8841584.0,8197686.0,528058861.52,26.45,,29400.0,0.67,,2269262.0,349028.0,2.8,8436.0,40533.0,26.45,,0.67,29400.0,215.47,224347.0,,679.31,,,,20.74,20.73,33794288.0,2018345722.59,,2563.12,20.95,13.94,0.11,21.92,0.359,76.56
2008-02-04,15037208.0,908177435.02,7.84,6.22,5.28,1223.13,2.0,480110053.91,9002088.0,7949454.0,543684252.4,,,333693.0,1.79,,,,13.54,21852.0,182589.0,,,1.79,333693.0,,9400.0,270084.0,696.73,21.03,,,21.3,21.3,33264132.0,2008998883.17,,2549.31,21.46,14.78,0.1093,21.16,0.3557,77.42
2008-02-05,15015373.0,839623247.22,7.83,6.17,5.27,1223.68,2.0,441520531.75,8926389.0,7895917.0,499142027.18,,,102265.0,16.04,,,,13.04,227498.0,187201.0,,,16.04,102265.0,,34537.0,281035.0,696.2,20.32,1.96,,21.22,21.22,33135356.0,1852848757.24,25300.0,2489.31,21.86,14.14,0.1095,20.75,0.357,71.68
2008-02-06,15396986.0,858319658.94,8.03,6.16,5.4,1195.76,2.0,444181858.68,9236992.0,7967966.0,514924922.52,,25300.0,118266.0,17.29,1.81,32000.0,,3.43,257115.0,44117.0,,25300.0,17.29,118266.0,2.29,211154.0,217066.0,673.69,20.54,,,21.83,21.83,33078768.0,1844007448.45,,2373.81,22.11,14.5,0.1129,21.99,0.3638,71.46
2008-02-07,15289202.0,816410542.07,7.97,6.14,5.37,1179.94,2.0,422755171.08,9180092.0,7917082.0,490197191.85,,,,0.78,,,,4.11,14938.0,56900.0,,,0.78,,,,65822.0,668.63,6.96,,,21.32,21.32,33883172.0,1809288595.94,,2390.58,21.86,14.7,0.115,22.29,0.355,68.45
2008-02-08,15636346.0,821041662.76,8.16,5.97,5.49,1164.9,2.0,424038891.86,9368700.0,8075618.0,491936736.75,,2810.0,317145.0,8.87,0.19,23536.0,,16.85,135000.0,234090.0,,2810.0,8.87,317145.0,1.61,102743.0,,649.68,,,,22.02,22.02,33169520.0,1741682989.98,,2255.59,22.36,14.82,0.1134,22.54,0.3675,67.31
2008-02-11,15843525.0,842425934.19,8.26,5.93,5.56,1169.81,2.0,440409757.32,9368355.0,8282797.0,498130637.76,,,14500.0,20.68,,,,1.26,304179.0,14845.0,,,20.68,14500.0,,,97000.0,642.56,7.47,,,22.18,22.18,32862228.0,1747337989.65,,2228.56,22.38,14.78,0.1174,23.67,0.3751,68.16
2008-02-12,15916440.0,893981982.11,8.3,5.82,5.59,1184.48,2.0,465946974.12,9398355.0,8295712.0,527879351.88,,,60000.0,1.87,,,,1.94,24000.0,30000.0,,,1.87,60000.0,,,11085.0,652.28,1.35,,,22.4,22.4,32550012.0,1828243265.79,,2268.0,22.34,14.71,0.117,23.63,0.3794,72.0
2008-02-13,15938438.0,926923169.83,8.31,5.61,5.59,1233.16,2.0,484019487.27,9351514.0,8322712.0,543850972.07,,,81259.0,,,27000.0,,6.89,,127481.0,,,,81259.0,1.95,,,688.59,,0.04,,22.37,22.37,32448674.0,1887100088.53,619.0,2378.41,22.45,14.51,0.1151,23.15,0.3813,74.55
2008-02-14,16608008.0,918962602.91,8.66,5.68,5.83,1295.27,2.0,490875855.31,9442412.0,8871384.0,522472262.13,,,161807.0,43.88,,,,4.66,578608.0,74074.0,,,43.88,161807.0,,3165.0,29936.0,707.96,1.06,,,22.18,22.18,33135748.0,1833483776.71,,2413.14,22.68,13.23,0.1118,22.97,0.3901,70.93
2008-02-15,16497752.0,897289286.25,8.6,5.35,5.79,1247.21,2.0,480404581.83,9359270.0,8832821.0,509037394.8,,,23709.0,9.83,,,,15.6,152027.0,138722.0,,,9.83,23709.0,,31871.0,185000.0,678.9,17.39,,0.44,22.12,22.12,32948826.0,1792039822.41,,2324.4,22.61,13.26,0.1091,22.05,0.3899,69.72
2008-02-18,16642363.0,925407499.1,8.68,5.48,5.84,1249.13,2.0,506631037.93,9360350.0,9111162.0,520487270.0,,,160287.0,22.82,,,,20.91,284000.0,294717.0,,,22.82,160287.0,,135510.0,5659.0,668.56,1.19,,,22.48,22.48,32275978.0,1794723025.94,,2284.19,22.64,13.05,0.1099,22.66,0.3997,71.28
2008-02-19,16674351.0,947608239.66,8.7,5.57,5.85,1263.6,2.0,511384940.7,9497042.0,8998457.0,539719671.94,,,91994.0,3.45,,,,9.1,33179.0,145279.0,,,3.45,91994.0,,192685.0,145884.0,687.36,9.08,0.19,,23.0,23.0,31801978.0,1807315702.43,2708.0,2287.04,23.11,13.05,0.1118,22.86,0.4037,72.85
2008-02-20,16790052.0,942526411.4,8.76,5.62,5.89,1292.07,2.0,514680530.73,9472544.0,9168457.0,531750759.51,,,27000.0,14.52,,,,1.78,170000.0,34000.0,,,14.52,27000.0,,7802.0,,697.79,,1.84,,23.03,23.03,31653604.0,1776906812.8,25300.0,2280.0,23.43,12.86,0.1124,22.77,0.4082,71.96
2008-02-21,16790268.0,962054690.47,8.76,5.59,5.89,1281.5,2.0,517384410.31,9605706.0,9029656.0,550391126.13,,25300.0,57487.0,3.15,1.86,,,4.13,47083.0,38024.0,,25300.0,3.15,57487.0,,90000.0,185884.0,699.77,13.42,0.12,,23.35,23.35,31527326.0,1806463831.1,1601.0,2285.6,23.44,12.93,0.1122,22.98,0.4082,73.45
2008-02-22,16696341.0,907960011.57,8.71,5.58,5.86,1286.83,2.0,490941832.0,9508579.0,9027856.0,517083922.69,,,319.0,,,50000.0,,6.82,,97446.0,,,,319.0,3.56,,51800.0,700.16,2.64,,,23.13,23.13,31602516.0,1718569403.5,,2259.42,23.66,12.85,0.1119,23.05,0.4061,69.71
2008-02-25,16990100.0,942357884.88,8.86,5.52,5.96,1269.67,2.0,514871588.38,9619492.0,9282800.0,533546249.57,,,95158.0,20.03,,12000.0,,2.46,297939.0,24159.0,,,20.03,95158.0,0.84,39914.0,54995.0,683.14,4.03,,,23.43,23.43,31440972.0,1743877191.57,,2211.21,23.6,12.68,0.1107,23.31,0.4138,71.1
2008-02-26,17055214.0,961669073.98,8.9,5.51,5.99,1285.71,2.0,534750086.62,9590362.0,9483800.0,540758652.67,,,104797.0,18.56,,,,14.42,201000.0,203973.0,,,18.56,104797.0,,70046.0,,689.41,,,,23.72,23.72,30837330.0,1738782438.33,,2203.5,23.83,12.7,0.1098,23.13,0.4218,72.28
2008-02-27,17253224.0,989792638.2,9.0,5.58,6.05,1310.43,2.0,557120842.24,9615160.0,9711257.0,551607895.61,,,22426.0,10.71,,112222.0,,4.15,128000.0,58628.0,,,10.71,22426.0,7.98,61000.0,12765.0,696.85,0.77,,,23.84,23.83,30724804.0,1762637800.88,,2215.28,23.93,12.56,0.109,23.32,0.4277,73.54
2008-02-28,17155304.0,961959570.47,8.95,5.62,6.02,1328.36,2.0,537251488.35,9647312.0,9581185.0,540959466.98,,1601.0,95000.0,8.73,0.12,,,4.32,110000.0,79449.0,,1601.0,8.73,95000.0,,15000.0,240072.0,712.3,17.14,,,24.05,24.05,30466556.0,1708369325.51,,2206.79,24.4,12.59,0.1132,23.87,0.4277,71.88
2008-02-29,16990052.0,943680616.68,8.86,5.61,5.96,1293.88,2.0,516478875.42,9774138.0,9298700.0,542886188.66,0.11,,139.0,,,,1540.0,1.74,,23189.0,0.11,,,139.0,,149876.0,284025.0,711.4,29.43,,,24.05,24.05,30860294.0,1714077230.19,,2204.94,24.39,12.77,0.1078,21.97,0.4181,71.2
2008-03-03,17512440.0,961083441.98,9.13,5.87,6.15,1316.45,2.0,530773478.27,10022408.0,9671521.0,550030171.56,,,173867.0,24.51,,,,7.77,390000.0,86233.0,,,24.51,173867.0,,161467.0,17179.0,720.53,1.78,0.06,,24.93,24.93,30179112.0,1656230932.8,831.0,2132.96,25.25,13.37,0.1082,21.47,0.4356,70.35
2008-03-04,17385872.0,905447218.35,9.07,6.04,6.1,1289.68,2.0,501708789.32,9929367.0,9633521.0,517116295.93,,,16725.0,7.85,,,,8.41,117000.0,114566.0,,,7.85,16725.0,,4800.0,155000.0,701.75,11.57,,,24.76,24.76,30166540.0,1571057795.11,,2069.64,25.32,13.47,0.1067,20.82,0.4335,66.76
2008-03-05,17456170.0,927764358.94,9.1,6.07,6.13,1255.06,2.0,521450205.16,9979941.0,9811245.0,530416097.24,,,75000.0,9.23,,,,5.88,177724.0,80426.0,,,9.23,75000.0,,56000.0,,677.9,,,,24.86,24.86,30162448.0,1603080414.14,,2034.87,24.99,13.28,0.1073,21.46,0.4348,68.13
2008-03-06,18258500.0,945480719.19,9.52,6.43,6.41,1311.72,2.0,538839758.92,10267798.0,10405718.0,531697841.42,,,210000.0,42.78,,,,0.29,651475.0,2143.0,,,42.78,210000.0,,80000.0,57002.0,700.86,5.46,,,25.67,25.67,29727278.0,1539368961.47,,2005.96,25.89,12.87,0.1164,24.22,0.4564,66.38
2008-03-07,18941262.0,972413848.46,9.88,6.83,6.65,1342.04,2.0,557777102.86,10598262.0,10864718.0,544097681.47,,,221238.0,36.23,,,,10.02,579000.0,147947.0,,,36.23,221238.0,,257173.0,120000.0,713.76,10.26,,,26.23,26.23,29802298.0,1530001923.37,,1970.79,26.59,12.62,0.1162,24.76,0.4688,65.81
2008-03-10,19536376.0,987116099.6,10.19,7.0,6.86,1368.43,2.0,579453990.53,10688508.0,11468186.0,540059135.2,,,80547.0,21.76,,240153.0,,0.69,363315.0,10301.0,,,21.76,80547.0,15.55,20000.0,,713.28,,,,26.59,26.59,29508124.0,1490959442.49,,1927.29,27.01,12.24,0.1139,24.29,0.486,64.77
2008-03-11,19689328.0,1002063352.02,10.27,7.02,6.91,1364.78,2.0,582309065.33,10867979.0,11441666.0,553111993.79,,,39867.0,,,,,4.06,,60396.0,,,,39867.0,,200000.0,26520.0,717.01,2.45,,,26.68,26.68,29871336.0,1520263722.63,,1941.33,26.97,12.11,0.1138,24.08,0.4833,65.24
2008-03-12,19495276.0,1006787257.9,10.17,6.89,6.84,1349.01,2.0,588953480.05,11154970.0,11404406.0,576071949.85,,,103128.0,1.4,,,,2.16,20000.0,30741.0,,,1.4,103128.0,,215327.0,57260.0,734.31,4.69,0.05,,27.56,27.56,29322058.0,1514268090.89,723.0,1918.21,27.68,12.08,0.1141,24.17,0.4816,66.2
2008-03-13,19765010.0,987412667.82,10.31,7.08,6.94,1377.57,2.0,580169968.42,11215864.0,11613245.0,560317763.27,,,88336.0,16.04,,,,6.13,208839.0,92880.0,,,16.04,88336.0,,65438.0,,744.55,,,,27.54,27.54,29508292.0,1474163753.34,,1917.29,27.97,12.22,0.1132,23.97,0.4853,64.04
2008-03-14,19689626.0,976888316.48,10.27,7.1,6.91,1345.9,2.0,581826433.12,11088864.0,11726975.0,550166960.24,,,,7.14,,,,10.27,152330.0,127000.0,,,7.14,,,,38600.0,717.16,2.93,,,27.33,27.33,29480008.0,1462631915.14,,1876.59,27.65,12.12,0.1161,24.78,0.4853,63.6
2008-03-17,19788416.0,923283697.12,10.32,7.09,6.94,1336.03,2.0,564926978.35,10688142.0,12107882.0,498685051.96,,,130104.0,22.45,,,,41.69,419907.0,615870.0,,,22.45,130104.0,,85044.0,39000.0,679.64,2.71,,,27.47,27.47,28221658.0,1316760105.36,,1732.92,28.17,12.0,0.1164,24.86,0.5086,59.81
2008-03-18,23261088.0,1138297140.3,12.13,8.2,8.16,1528.84,2.0,732805238.7,11339334.0,14974866.0,554898011.01,,,124089.0,184.57,,,,0.28,3018984.0,4436.0,,,184.57,124089.0,,531539.0,152000.0,707.73,10.72,,,28.49,28.49,28467902.0,1393096119.88,,1750.32,28.79,16.07,0.1187,22.78,0.5843,62.73
2008-03-19,25731652.0,1292517486.35,13.42,9.09,9.03,1713.16,2.0,883211565.65,10803614.0,17583122.0,542672503.53,,,,200.03,,,,30.0,3296869.0,490345.0,,,200.03,,,40125.0,279652.0,693.48,19.24,5.11,26.43,26.2,26.2,30429562.0,1528496537.53,85500.0,1929.86,26.44,14.62,0.1611,32.78,0.6241,64.39
2008-03-20,26775976.0,1415784676.61,13.96,9.35,9.4,1802.41,2.0,989639029.0,10887007.0,18716512.0,575652505.99,25.4,85500.0,,41.47,5.44,,408961.0,0.0,724428.0,2107.0,25.4,85500.0,41.47,,,,,721.54,,,,25.99,25.99,30999528.0,1639105768.72,,2039.89,26.13,14.07,0.1638,33.66,0.6393,67.78
2008-03-21,26775976.0,1415784676.61,13.96,9.2,9.4,1813.42,2.0,989639029.0,10887007.0,18716512.0,575652505.99,,,,,,,,0.04,,936.0,,,,,,936.0,,734.99,,,,26.01,26.01,30973236.0,1637715574.36,,2069.33,26.21,13.99,0.163,33.55,0.6396,
2008-03-24,26925976.0,1423715954.32,14.04,9.25,9.45,1851.26,2.0,984351510.53,11137007.0,18616512.0,588871302.17,,,202431.0,,,,,0.03,,431.0,,,,202431.0,,48000.0,100000.0,761.91,1.89,,,26.75,26.75,30490820.0,1612207739.26,,2055.72,27.04,13.73,0.16,33.02,0.6468,
2008-03-25,26779884.0,1482842481.34,13.97,9.2,9.4,1866.95,2.0,1041270897.28,11187007.0,18805176.0,619441414.26,,,19769.0,14.23,,,,0.94,198666.0,13371.0,,,14.23,19769.0,,43602.0,10000.0,770.66,0.0,,,26.79,26.79,30568308.0,1692613219.87,,2121.08,26.65,14.78,0.1622,32.98,0.6412,70.98
2008-03-26,27067354.0,1480178711.82,14.12,9.26,9.5,1911.22,2.0,1035665098.85,11419347.0,18938736.0,624467184.06,,,26430.0,5.22,,6430.0,,0.31,127130.0,10000.0,,,5.22,26430.0,0.47,215910.0,,805.57,,,,27.74,27.74,29740980.0,1626385994.9,,2084.92,27.87,14.26,0.1564,32.18,0.6576,70.1
2008-03-27,26521776.0,1442481706.42,13.83,9.13,9.31,1877.33,2.0,1028217824.45,11060820.0,18905032.0,601582281.22,,,22326.0,10.19,,,,1.22,145473.0,17484.0,,,10.19,22326.0,,124231.0,179178.0,784.14,10.3,34.06,,27.03,27.02,29866516.0,1624397361.79,487600.0,2084.84,27.33,14.46,0.1556,32.22,0.648,69.72
2008-03-28,26586864.0,1436066350.93,13.87,9.25,9.33,1869.6,2.0,1024654543.88,11060820.0,18970120.0,597440578.76,,,52880.0,4.42,,,,3.73,65089.0,52880.0,,,4.42,52880.0,,,,779.02,,,,26.93,26.93,30006288.0,1620763566.29,,2080.99,27.24,14.4,0.1547,32.1,0.6474,69.24
2008-03-31,27691900.0,1514332020.4,14.44,9.85,9.72,1940.05,2.0,1075144837.45,11496540.0,19660684.0,628688484.57,,487600.0,40642.0,47.11,33.73,,,12.38,690563.0,180090.0,,487600.0,47.11,40642.0,,160428.0,,808.0,,5.07,,27.98,27.98,29594716.0,1618387545.58,72860.0,2061.08,28.16,13.79,0.1483,30.75,0.6739,70.1
2008-04-01,28662284.0,1643419617.86,14.95,10.79,10.06,2058.34,3.0,1173798910.54,11665011.0,20471800.0,668840903.26,,,7800.0,77.06,,,,0.38,858000.0,7641.0,,,77.06,7800.0,,168312.0,46885.0,840.46,0.0,,,28.67,28.67,29017852.0,1663806947.31,,2081.23,28.77,15.04,0.1419,29.34,0.7045,73.5
2008-04-02,28873460.0,1671970549.59,15.06,10.94,10.13,2111.75,3.0,1198494193.16,11651044.0,20696940.0,674675028.21,,,,21.55,,,,,250142.0,,,,21.55,,,53044.0,25000.0,857.55,0.78,4.77,,28.88,28.88,28687828.0,1661221188.86,67011.0,2105.44,28.94,14.84,0.1385,28.8,0.7157,74.23
2008-04-03,27422296.0,1532532610.26,14.3,10.4,9.62,2027.55,2.0,1049794408.01,12236725.0,18784444.0,683866154.22,,319900.0,1690.0,32.12,23.68,,,6.98,335502.0,95356.0,,319900.0,32.12,1690.0,,359447.0,2248000.0,912.56,159.74,,,29.82,29.82,28791972.0,1609078831.47,,2100.4,30.29,13.31,0.1277,26.74,0.6683,71.64
2008-04-04,27241582.0,1483756047.92,14.21,10.41,9.56,1966.94,2.0,1011038017.35,12151568.0,18562536.0,661854458.81,,,145578.0,7.07,,,,4.82,116000.0,56625.0,,,7.07,145578.0,,120489.0,337907.0,877.14,27.92,21.87,,30.26,30.26,27999588.0,1525042049.11,294600.0,1983.14,30.67,13.35,0.1265,26.36,0.6784,69.82
2008-04-07,27485384.0,1487815330.4,14.34,10.48,9.65,1957.01,2.0,1004479844.66,12459069.0,18556412.0,674423681.35,,221600.0,186806.0,,15.47,60000.0,,10.3,,123022.0,,221600.0,,186806.0,4.18,22117.0,66124.0,879.62,6.72,,,30.81,30.81,27978148.0,1514489210.36,,1944.89,31.14,13.45,0.1271,26.47,0.6797,69.39
2008-04-08,27637734.0,1483341693.04,14.41,10.55,9.7,1952.86,2.0,1003262265.77,12474974.0,18692858.0,669542917.44,,,4765.0,11.37,,,,1.77,186446.0,24035.0,,,11.37,4765.0,,35175.0,50000.0,874.18,3.56,,,30.39,30.39,28570418.0,1533399670.43,,1970.07,30.74,13.35,0.1266,26.57,0.6733,68.8
2008-04-09,27910500.0,1469458677.36,14.56,11.01,9.8,1949.05,2.0,1016270050.34,12137841.0,19302758.0,639044652.8,,,22358.0,54.19,,,,16.63,867900.0,235952.0,,,54.19,22358.0,,98061.0,258000.0,838.21,19.38,15.33,,31.03,31.02,26983532.0,1420654780.22,221600.0,1833.67,31.37,16.02,0.1305,26.44,0.7133,67.49
2008-04-10,28068246.0,1443168093.98,14.64,11.19,9.85,1941.57,2.0,997600277.22,12081294.0,19402376.0,621176614.84,,,31304.0,2.33,,,,20.36,102784.0,287399.0,,,2.33,31304.0,,199548.0,3166.0,820.7,0.0,,,31.14,31.14,26713746.0,1373524583.54,,1775.22,31.62,16.07,0.1298,26.4,0.7235,65.91
2008-04-11,29377868.0,1507524841.23,15.32,11.67,10.31,2002.26,3.0,1023678725.96,12444082.0,19948924.0,638567875.02,,,331211.0,37.24,,,,9.77,647567.0,142783.0,,,37.24,331211.0,,174360.0,101019.0,832.51,8.47,,,32.04,32.04,26390750.0,1354240927.34,,1737.13,32.4,15.54,0.1288,26.87,0.7565,65.78
