,X13G FP Equity_DX_SI_QTY,X13G FP Equity_DX_SHORT_INTEREST_VALUE,X13G FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,X13G FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,X13G FP Equity_DX_SI_MV,X13G FP Equity_DX_DSS,X13G FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,X13G FP Equity_DX_SUPPLY_SI_QTY,X13G FP Equity_DX_BROKER_SI_QTY,X13G FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,X13G FP Equity_DX_BROKER_SI_MV_NEW_x,X13G FP Equity_DX_BROKER_SI_MV_INC_x,X13G FP Equity_DX_BROKER_SI_QTY_ADD,X13G FP Equity_DX_BROKER_SI_QTY_NEW,X13G FP Equity_DX_BROKER_SI_QTY_INC,X13G FP Equity_DX_BROKER_SI_MV_NEW_y,X13G FP Equity_DX_BROKER_SI_MV_INC_y,X13G FP Equity_DX_BROKER_SI_MV_ADD,X13G FP Equity_DX_SUPPLY_SI_QTY_ADD,X13G FP Equity_DX_BROKER_SI_QTY_DEC,X13G FP Equity_DX_SUPPLY_SI_MV,X13G FP Equity_DX_BROKER_SI_MV_DEC,X13G FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,X13G FP Equity_DX_UTILIZATION_QUANTITY,X13G FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,X13G FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,X13G FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,X13G FP Equity_DX_ACTIVE_UTILIZATION_MV,X13G FP Equity_DX_BROKER_SI_MARKET_SHARE_2,X13G FP Equity_DX_BROKER_SI_CON_RATIO,X13G FP Equity_DX_BROKER_SI_MARKET_SHARE_1,X13G FP Equity_DX_DEMAND_SUPPLY_RATIO
2015-06-17,1900.0,218025.0,5.03,0.12,0.22,0.0,218025.0,0.0,1900.0,0.0,,0.1,,,900.0,,0.1,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-18,1900.0,218082.0,5.63,0.12,0.22,0.0,218082.0,0.0,1900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-19,900.0,103302.0,2.87,0.06,0.1,0.0,103302.0,0.0,900.0,0.0,,,,,,,,,,1000.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-22,900.0,103383.0,2.9,0.06,0.1,0.0,103383.0,0.0,900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-23,900.0,103455.0,3.3,0.06,0.1,0.0,103455.0,0.0,900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-24,900.0,103428.0,3.45,0.06,0.1,0.0,103428.0,0.0,900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-25,900.0,103464.0,4.62,0.06,0.1,0.0,103464.0,0.0,900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-26,900.0,103464.0,4.62,0.06,0.1,0.0,103464.0,0.0,900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-29,900.0,103275.0,4.62,0.06,0.1,0.0,103275.0,0.0,900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-06-30,1900.0,218101.0,9.74,0.12,0.22,0.0,218101.0,0.0,1900.0,0.0,,0.11,,,1000.0,,0.11,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-01,1900.0,218234.0,11.86,0.12,0.22,0.0,218234.0,0.0,1900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-02,1900.0,218158.0,10.44,0.12,0.22,0.0,218158.0,0.0,1900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-03,1900.0,218215.0,10.46,0.12,0.22,0.0,218215.0,0.0,1900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-06,1900.0,218025.0,1.09,0.12,0.22,0.0,218025.0,0.0,1900.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-07,1000.0,114800.0,0.57,0.06,0.11,0.0,114800.0,0.0,1000.0,0.0,,,,,,,,,,900.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-08,1000.0,114850.0,0.58,0.06,0.11,0.0,114850.0,0.0,1000.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2015-07-09,1000.0,114880.0,0.58,0.07,0.11,0.0,114880.0,0.0,1000.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2018-05-11,1800.0,207576.54,3.33,0.14,0.21,,207576.54,0.0,1800.0,0.0,,,1800.0,,,,,0.21,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-05-14,1800.0,207484.74,3.32,0.14,0.21,,207484.74,0.0,1800.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-05-15,1800.0,207432.36,3.34,0.14,0.21,,207432.36,0.0,1800.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-05-16,1800.0,207200.52,3.28,0.14,0.21,,207200.52,0.0,1800.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2018-05-17,1800.0,207255.42,3.31,0.14,0.21,,207255.42,0.0,1800.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.5,50.0,0.0
2019-06-27,23009.0,2655813.83,217.07,1.62,2.66,,2655813.83,0.0,23009.0,0.0,,,23009.0,,,,,2.66,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-06-28,23009.0,2656626.04,217.07,1.62,2.66,,2656626.04,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-01,23009.0,2659364.11,215.71,1.62,2.66,,2659364.11,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-02,23009.0,2660588.19,215.71,1.62,2.66,,2660588.19,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-03,23009.0,2663080.07,215.71,1.62,2.66,,2663080.07,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-04,23009.0,2661434.92,211.87,1.62,2.66,,2661434.92,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-05,23009.0,2659495.27,211.87,1.62,2.66,,2659495.27,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-08,23009.0,2659090.31,211.87,1.62,2.66,,2659090.31,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-09,23009.0,2659412.43,209.81,1.62,2.66,,2659412.43,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-10,23009.0,2658791.19,209.81,1.62,2.66,,2658791.19,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-11,23009.0,2658768.18,203.98,1.62,2.66,,2658768.18,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-12,23009.0,2658597.91,203.98,1.62,2.66,,2658597.91,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-15,23009.0,2660482.35,206.92,1.62,2.66,,2660482.35,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-16,23009.0,2661416.52,206.92,1.62,2.66,,2661416.52,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-17,23009.0,2661660.41,206.92,1.62,2.66,,2661660.41,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-18,23009.0,2662129.8,206.92,1.62,2.67,,2662129.8,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-19,23009.0,2661922.71,206.92,1.62,2.66,,2661922.71,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-22,23009.0,2661266.96,206.92,1.62,2.66,,2661266.96,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-23,23009.0,2662260.95,206.92,1.62,2.66,,2662260.95,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-24,23009.0,2663906.09,200.89,1.42,2.66,,2663906.09,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-25,23009.0,2662976.53,197.28,1.42,2.67,,2662976.53,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-26,23009.0,2662290.86,201.01,1.42,2.66,,2662290.86,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-29,23009.0,2662106.79,201.01,1.42,2.66,,2662106.79,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-30,23009.0,2661692.62,201.01,1.42,2.66,,2661692.62,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-07-31,23009.0,2662670.51,198.13,1.42,2.65,,2662670.51,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-01,23009.0,2662065.37,201.13,1.42,2.67,,2662065.37,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-02,23009.0,2662136.7,1624.16,1.42,2.66,,2662136.7,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-05,23009.0,2662051.56,1624.16,1.42,2.66,,2662051.56,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-06,23009.0,2662893.69,1523.77,1.42,2.66,,2662893.69,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-07,23009.0,2664334.06,1459.34,1.42,2.66,,2664334.06,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-08,23009.0,2662256.35,1228.24,1.42,2.66,,2662256.35,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-09,23009.0,2657037.9,1206.77,1.42,2.66,,2657037.9,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-12,23009.0,2658130.83,1200.47,1.42,2.66,,2658130.83,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-13,23009.0,2660114.21,1200.47,1.42,2.66,,2660114.21,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-14,23009.0,2661780.06,1200.47,1.42,2.66,,2661780.06,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-15,23009.0,2664702.2,1335.15,1.42,2.67,,2664702.2,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-16,23009.0,2662718.83,1335.15,1.42,2.66,,2662718.83,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-19,23009.0,2662258.65,1335.15,1.42,2.66,,2662258.65,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-20,23009.0,2663542.55,1423.24,1.42,2.66,,2663542.55,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-21,23009.0,2663119.18,1423.24,1.42,2.66,,2663119.18,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-22,23009.0,2662882.19,1655.32,1.42,2.66,,2662882.19,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-23,23009.0,2663340.07,1655.32,1.42,2.66,,2663340.07,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-26,23009.0,2663321.66,1655.32,1.42,2.66,,2663321.66,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-27,23009.0,2665703.09,1655.32,1.42,2.66,,2665703.09,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-28,23009.0,2666052.83,1655.32,1.42,2.67,,2666052.83,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-29,23009.0,2667875.14,1655.32,1.42,2.67,,2667875.14,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-08-30,23009.0,2667833.73,1655.32,1.44,2.67,,2667833.73,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-02,23009.0,2668314.61,1655.32,1.44,2.67,,2668314.61,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-03,23009.0,2669458.16,1655.32,1.44,2.67,,2669458.16,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-04,23009.0,2669644.53,1845.64,1.44,2.67,,2669644.53,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-05,23009.0,2668114.44,2278.12,1.44,2.67,,2668114.44,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-06,23009.0,2668779.4,2278.12,1.44,2.67,,2668779.4,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-09,23009.0,2667343.63,2278.12,1.44,2.66,,2667343.63,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-10,23009.0,2666393.36,2278.12,1.44,2.67,,2666393.36,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-11,23009.0,2666934.07,2728.34,1.44,2.67,,2666934.07,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-12,23009.0,2663031.75,2030.21,1.44,2.66,,2663031.75,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-13,23009.0,2661561.47,2030.21,1.44,2.66,,2661561.47,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-16,23009.0,2663185.91,1983.53,1.44,2.66,,2663185.91,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-17,23009.0,2661865.19,297.53,1.44,2.66,,2661865.19,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-18,23009.0,2663017.94,300.12,1.44,2.65,,2663017.94,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-19,23009.0,2662260.95,312.2,1.44,2.66,,2662260.95,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-20,23009.0,2661835.28,313.62,1.44,2.67,,2661835.28,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-23,23009.0,2663945.21,316.93,1.44,2.67,,2663945.21,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-24,23009.0,2663968.21,316.93,1.44,2.67,,2663968.21,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-25,23009.0,2663496.53,316.93,1.47,2.66,,2663496.53,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-26,23009.0,2663717.42,316.93,1.47,2.66,,2663717.42,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-27,23009.0,2664377.77,316.93,1.47,2.66,,2664377.77,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-09-30,23009.0,2664566.45,308.71,1.47,2.66,,2664566.45,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-01,23009.0,2664642.38,308.71,1.47,2.66,,2664642.38,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-02,23009.0,2663892.28,308.71,1.45,2.66,,2663892.28,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-03,23009.0,2664819.55,312.34,1.45,2.66,,2664819.55,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-04,23009.0,2664883.97,312.34,1.45,2.66,,2664883.97,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-07,23009.0,2664124.68,312.34,1.45,2.66,,2664124.68,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-08,23009.0,2664177.6,305.43,1.45,2.66,,2664177.6,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-09,23009.0,2663418.3,285.35,1.45,2.66,,2663418.3,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-10,23009.0,2661184.13,273.59,1.45,2.66,,2661184.13,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-11,23009.0,2661400.41,273.59,1.45,2.66,,2661400.41,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-14,23009.0,2661375.1,273.59,1.45,2.66,,2661375.1,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-15,23009.0,2660705.54,273.59,1.45,2.66,,2660705.54,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-16,23009.0,2660415.63,279.91,1.45,2.66,,2660415.63,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-17,23009.0,2660190.14,279.91,1.45,2.66,,2660190.14,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-18,23009.0,2659932.44,279.91,1.45,2.66,,2659932.44,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-21,23009.0,2658683.05,279.91,1.45,2.66,,2658683.05,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-22,23009.0,2659297.39,279.91,1.47,2.66,,2659297.39,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-23,23009.0,2659002.87,279.91,1.47,2.66,,2659002.87,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
2019-10-24,23009.0,2659262.87,290.15,1.47,2.66,,2659262.87,0.0,23009.0,0.0,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,100.0,0.0
